DOY2,HR2,SC,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.146077835880127,3.52529021728525,0.616573091650107,5.60308120462626,9.1516592189705,1.35509183783969,441.659334507762,6.53590714946375,434.019669986696,441.150026200343,6.5362259055597,440.09036955414,437.998132076097,6.15032070626626,438.960719066781,440.818255419421,6.52529955187465,437.976243770406,11.5977605398464,6.09593424126285,1.35460611829087,11.0925,9.3625,3.99399999999998,5.0763575,4.79115,4.86772,4.30874,3.34118,87.36813925,95.773,5.046235,2.2455,2.9835,1.9805,2.71749999999999,-0.44075,4.605,1.26375,312.4125,337.9175,316.4075,323.535,0.28025,0.14,0.04,0.03,0.23,0.21,0.14025,-0.0197500000000001,0.504124999999999,0.360499999999999,1.34535,2.141075,3.07625,5.86425,6.792325,8.217575,10.040775,0.541600000000001,0.597825,1.294,1.47715,2.809825,4.643175,5.6119,7.0496,10.108275,0.639849999999998,0.520099999999999,0.89035,1.52335,1.91415,5.011475,6.274825,8.083175,10.426425,1.120125,1.126775,1.50625,2.071175,3.2733,4.031325,6.021825,7.2883,9.5851,0.531624999999994,0.714199999999998,1.5648,1.959875,1.929,4.641,5.75375,7.3741,9.99985,1.50682499999999,3.78499999999999,2.3247,-5.635
1,0.75,0.233824675160094,2.81534784824517,0.653685816879136,-0.773349131938559,8.4458217403745,1.62788689642061,443.400605605933,6.51344138246338,441.069471608974,443.883276653145,6.51901652061454,440.21474472093,444.313871945646,5.91656747940494,440.828190850619,442.972322372071,6.49847059373693,441.033395317308,11.8311214543437,6.1380616284758,1.10871732917776,10.8925,8.6835,4.608,4.929075,5.0357,4.70135,4.0309,3.21654,87.3428965,95.3735,4.38248,2.7015,3.2495,2.3405,2.7,-0.4095,4.2125,1.031,307.84,335.9625,315.8075,323.4975,0.2805,0.13,0.04,0.03,0.2305,0.20025,0.15025,-0.02,0.495849999999999,0.293949999999997,1.3225,2.136025,3.07625,5.862125,6.791325,8.21715,10.03975,0.533975000000001,0.594,1.289225,1.476225,2.809825,4.6431,5.609925,7.0473,10.109125,0.506774999999996,0.522849999999999,0.88255,1.510275,1.919825,5.012425,6.2748,8.082175,10.424425,1.1223,1.120425,1.50425,2.0712,3.271375,4.0246,6.020825,7.28725,9.583075,0.574874999999993,0.813049999999999,1.510975,1.886125,1.926,4.6405,5.753725,7.374075,9.9988,1.47645,3.86909999999999,3.48394999999999,-4.35825
1,1.25,0.186035938041834,0.6396595994185,0.614430507623965,1.5525998937386,11.6358947095357,1.32730894162445,444.438242161678,6.60783482279873,439.009968173598,444.836150189957,6.60575814956203,439.573008700448,444.920704450857,6.1489877354774,442.17675248492,443.653143310833,6.56425889220699,439.629020994227,11.2934342362203,6.2043317613158,1.2267384351125,10.863,8.09249999999999,4.1325,5.1449125,4.85755,4.91407,4.1654,3.2823925,87.3294625,95.943,4.5825375,2.79625,3.441,1.9635,2.6025,-0.337500000000001,4.5025,1.50225,307.46,331.655,312.46,323.1625,0.2805,0.13,0.03,0.03,0.24,0.2,0.14025,-0.02,0.57015,0.203499999999996,1.300525,2.12905,3.07525,5.861125,6.7903,8.21615,10.03775,0.535975000000001,0.58745,1.28545,1.474375,2.808975,4.6421,5.6099,7.04615,10.10975,0.693824999999998,0.523249999999999,0.8806,1.5102,1.92505,5.011425,6.2738,8.081175,10.4234,1.1609,1.110875,1.5032,2.073175,3.2704,4.0186,6.0208,7.285225,9.581075,0.980224999999998,0.824425,1.477975,1.795875,1.924,4.6395,5.752725,7.3721,9.997775,1.5254,3.79787499999999,3.53525,-4.61850000000001
1,1.75,0.163785440614203,1.61184941331918,0.557355139454164,-1.83043246471641,7.59373253073957,1.19439041009773,443.93254732193,6.49011920114359,441.97580786866,444.712945278268,6.51693319228787,441.397447184127,444.781870881658,6.33542517426897,441.6628443844,443.538677733521,6.45674546495081,439.713107031134,10.4104755681734,5.79762524443748,1.23049739053747,10.155,7.7745,4.176,4.8501325,4.7584,4.5886175,4.18952,3.6039225,87.3300405,95.99425,4.67326,2.79325,3.18549999999999,1.94199999999999,2.6,-0.32375,4.5,1.291,307.0175,333.53,310.675,323.125,0.29,0.13025,0.04,0.03,0.23,0.20025,0.14025,-0.0297500000000001,0.668749999999999,0.155949999999996,1.2663,2.12215,3.07425,5.8622,6.7893,8.21515,10.03675,0.55195,0.587225,1.286225,1.47345,2.80805,4.6421,5.6089,7.045,10.111825,0.612924999999998,0.558774999999999,0.88255,1.51015,1.929725,5.01095,6.272825,8.080175,10.422375,1.117825,1.105875,1.501125,2.074175,3.270425,4.01215,6.019825,7.28415,9.57905,1.1618,0.837799999999999,1.440175,1.72715,1.926,4.639475,5.75175,7.372075,9.9948,0.382999999999998,3.297125,1.79605,-4.1025
1,2.25,0.168959636766345,1.35771909948046,0.607288706091585,-3.17656429219852,10.9477471050539,1.47006117739707,443.575600564411,6.62317987898962,439.857732752858,443.139061945848,6.63279239967549,438.355280325806,445.985828033367,6.36462875979314,439.185300912098,444.153490758225,6.60928032534076,439.741898359873,10.6211245423564,5.46917532257042,1.00523092191781,10.3325,8.0495,4.2535,4.4283,4.30945,4.032975,3.7643525,3.3653925,87.308804,94.67575,4.2261275,1.81849999999999,2.83825,1.86075,2.805,-0.20475,4.605,0.933999999999999,307.075,333.2725,311.295,323.03,0.29025,0.13,0.03,0.03,0.23,0.2,0.14025,-0.02,0.8112,0.148124999999997,1.260025,2.11625,3.07425,5.8612,6.7883,8.211575,10.034775,0.503375,0.58515,1.28615,1.47145,2.80805,4.6411,5.6088,7.04385,10.1015,0.652424999999999,0.604125,0.8845,1.51105,1.92875,5.009475,6.2728,8.079175,10.42135,1.113275,1.10835,1.5,2.074175,3.2714,4.005425,6.018825,7.283075,9.576075,1.1823,0.802374999999998,1.392525,1.672075,1.93,4.637525,5.751725,7.371075,9.993775,0.802399999999997,3.17935,2.08494999999999,-4.33275
1,2.75,0.213059711531748,3.16465577066102,0.605012633071735,8.42954232732671,11.9051625267949,1.26348783259844,444.479433874456,6.55910781837103,438.946449150349,444.855427168546,6.64564199343418,435.668229549303,445.56951090552,6.2968373085178,439.495217941798,444.387534920746,6.60817467129951,438.605864977492,10.4252756896025,4.50399218472743,0.839357908870191,10.236,8.2015,4.5805,3.69302,3.56145,3.6079875,3.3601025,3.026425,87.2948665,93.99275,4.16551,2.01425,2.9115,1.776,2.9025,-0.266,4.6,1.02125,304.73,335.1375,310.4725,323.12,0.28,0.13025,0.0302499999999999,0.03,0.23,0.20025,0.15,-0.02,0.627724999999997,0.148124999999998,1.246075,2.10425,3.07325,5.8602,6.7873,8.210575,10.03375,0.502825,0.57875,1.285,1.4693,2.8072,4.641025,5.60685,7.042775,10.098575,0.712075,0.542225,0.886475,1.511,1.927775,5.00995,6.2718,8.078175,10.420325,1.108875,1.066625,1.495075,2.074225,3.271425,3.99915,6.0188,7.282025,9.57405,0.942624999999999,0.717549999999997,1.3489,1.62465,1.933,4.64045,5.751725,7.370075,9.99175,1.4306,3.156,3.1206,-4.1615
1,3.25,0.204581810729674,1.59591952575961,0.592789349509723,-0.490237174284145,6.39867086689339,1.21381982351978,445.172868899333,6.41638893835195,439.719116516863,445.811945879364,6.40215665139685,439.814038934138,445.516029515959,6.09329451745285,441.808580085464,444.391189292618,6.39171761206478,439.383300045977,9.95944131349589,4.04763600975684,0.795156392080166,9.576,7.823,4.526,3.2771625,3.0306,2.92506,2.47464,2.102175,87.283352,93.76825,3.921225,1.702,2.211,1.77,2.5025,-0.262000000000001,4.1075,1.05175,304.81,335.96,310.2925,320.8225,0.28,0.13025,0.04,0.03,0.22025,0.2,0.14,-0.02,0.374024999999995,0.150525,1.237025,2.10305,3.0723,5.85925,6.7863,8.209575,10.03275,0.507200000000001,0.579375,1.285075,1.467075,2.806275,4.641025,5.60685,7.041625,10.0972,0.602424999999999,0.5241,0.888425,1.508075,1.9278,5.0109,6.2718,8.07815,10.4193,1.08245,1.00815,1.49115,2.07525,3.271425,3.992425,6.017825,7.28095,9.57205,0.903849999999999,0.630824999999997,1.302275,1.5752,1.935,4.641425,5.750725,7.3691,9.98975,1.10347499999999,2.9788,2.27325,-4.08
1,3.75,0.146145116793701,2.07054081135421,0.578913439966731,-4.11042343658329,5.96161665986858,1.24719168079025,445.695542831456,6.28013127537693,441.124197293193,447.627752170033,6.29517226552727,438.604747609267,446.848978495863,6.03262189966887,439.167142256369,445.580510318268,6.39087925338622,442.329004640446,10.4424126418608,4.22815190352279,0.927270690955642,10.0265,7.64124999999999,4.23849999999999,3.440345,3.223825,3.264585,2.670945,1.9756,87.27560125,94.33325,4.04455,1.6505,1.94425,1.7625,2.5,-0.184,4.11,1.06175,302.7425,334.2275,311.72,321.3,0.28,0.12025,0.0302499999999999,0.03,0.23,0.20025,0.14025,-0.02,0.349499999999994,0.146499999999999,1.2294,2.100175,3.07325,5.8592,6.7853,8.20855,10.03075,0.509450000000001,0.55495,1.284075,1.46515,2.80535,4.641025,5.60585,7.03955,10.096725,0.508099999999997,0.487925,0.890375,1.50515,1.927375,5.0109,6.2718,8.077175,10.418275,0.975074999999999,0.993425,1.45975,2.07625,3.272425,3.986425,6.0178,7.2799,9.57005,0.789724999999998,0.591424999999998,1.244125,1.52095,1.935,4.642375,5.750725,7.3681,9.98775,1.0292,2.9998,2.979,-6.82799999999999
1,4.25,0.393166113871289,2.24073931741465,0.551346419113523,3.57176651228797,8.13576125738905,1.43665199559604,446.822294264576,6.03198110412971,441.452455279299,447.886980135626,6.15077438669228,441.047710052578,447.320186842579,6.00191166963821,443.083584877472,445.875632671786,6.21903658936308,442.423034564831,10.814135778195,4.37656668299851,0.877120680469623,10.0885,8.33525,3.7225,3.573245,3.32775,3.40192,2.8518325,2.164275,87.25485725,94.7565,4.06278,1.51175,2.074,1.52075,2.5025,-0.157,4.205,1.21075,302.53,334.63,309.9475,320.705,0.29,0.12025,0.04,0.0202499999999999,0.23,0.20025,0.15,-0.03,0.316324999999997,0.13335,1.2238,2.095375,3.0725,5.8582,6.7843,8.206575,10.028775,0.4846,0.539775,1.282075,1.463075,2.80535,4.640025,5.60485,7.0392,10.09495,0.4862,0.409199999999999,0.892375,1.503225,1.926175,5.00945,6.2716,8.076175,10.416275,0.936374999999999,0.988425,1.428475,2.07725,3.272425,3.980425,6.0168,7.278825,9.56705,0.53255,0.536424999999999,1.170075,1.51935,1.933,4.64085,5.749725,7.3671,9.98575,1.01574999999999,2.6469,3.0005,-6.9655
1,4.75,0.631602059725451,2.35190654525221,0.586582589317811,-1.18645604913191,6.71494368037672,1.21592800029215,444.493056656328,6.03926602118244,441.929931366773,446.635811181168,6.03210635936615,439.108122215,448.410899469584,5.83049415081003,441.116798749773,445.777775236563,5.99078076585263,441.258936993695,10.3025287872017,4.63363446119856,0.879154048189135,10.03,8.371,3.766,3.61797,3.31675,3.23098,2.66175,1.9396,87.25433825,94.821,4.216375,1.49375,1.86575,1.15774999999999,2.6,-0.21,4.4025,1.04175,304.515,336.5725,311.815,317.9475,0.29,0.12,0.03,0.03,0.22,0.20025,0.14,-0.02,0.265625,0.085075,1.21695,2.093425,3.07245,5.8572,6.783275,8.205575,10.027775,0.481975,0.52545,1.28015,1.46215,2.805425,4.639025,5.60385,7.03875,10.094325,0.4607,0.357975,0.8934,1.50425,1.924975,5.008475,6.2706,8.075175,10.415275,0.929174999999999,0.981449999999999,1.42645,2.07725,3.272425,3.9737,6.0158,7.27775,9.56505,0.2534,0.346524999999998,1.093725,1.519625,1.958,4.63985,5.748725,7.3661,9.983725,0.503149999999998,2.52605,1.97835,-6.00900000000002
1,5.25,0.563423181196864,6.36598789038083,0.592069055749521,3.94091925873096,9.63100449340286,1.24691494061568,445.224226240872,6.05892093281323,439.317379868996,447.337952380458,6.03151727818606,438.177076269714,446.53633831959,5.71307913001594,443.769981710881,444.672735656791,6.05470084372944,443.457275091954,9.71786474045728,4.44260209107867,0.96169063241585,9.67675,7.5955,3.29299999999999,3.090835,3.16375,3.1667,2.842975,2.18374499999999,87.2505155,95.6855,3.75746,1.29375,1.69975,1.4495,2.8,-0.14375,4.4075,1.30225,307.1275,336.45,311.0225,319.525,0.28025,0.12,0.03,0.03,0.22,0.2,0.14,-0.02,0.173149999999999,0.0527749999999997,1.209075,2.090475,3.07245,5.8562,6.781325,8.2052,10.02755,0.478425,0.513825,1.278225,1.4603,2.8045,4.63895,5.603775,7.0375,10.092325,0.462675,0.339325,0.894425,1.50525,1.92355,5.008475,6.2698,8.074175,10.41425,0.921424999999999,0.971549999999999,1.423475,2.077275,3.273425,3.966975,6.0158,7.2767,9.563025,0.2092,0.343125,1.019725,1.520725,1.9316,4.637,5.748725,7.3651,9.981725,0.102675,1.58865,0.773999999999998,-5.185
1,5.75,0.693387563072867,2.81290123850395,0.577250200414711,6.42148959606247,7.18903622090914,1.27669001126577,442.735708249791,5.87173332361828,440.395275060703,446.761766490641,5.78369123014651,442.185925413462,448.143309076463,5.54952202734347,440.273346436251,446.795003015643,5.85346360195947,443.702599749674,9.76951859870792,4.52038918607106,0.933154910140454,9.65375,7.996,3.702,3.203335,3.2729,3.1721325,2.631145,1.9217025,87.29330525,95.584,3.804435,1.40374999999999,2.05,1.2735,2.7025,-0.1455,4.6025,1.24325,306.8325,334.0625,312.0075,319.02,0.29,0.12,0.0302499999999999,0.03,0.22,0.21,0.14,-0.03,0.193775,0.0417999999999997,1.203225,2.08755,3.071175,5.85405,6.7803,8.202575,10.02475,0.475725,0.501275,1.2753,1.45945,2.803575,4.638025,5.60285,7.036125,10.0914,0.464575,0.337225,0.89535,1.5021,1.922675,5.00845,6.2688,8.073175,10.41225,0.8729,0.964575,1.42145,2.07635,3.27345,3.959975,6.0148,7.275625,9.561025,0.200474999999999,0.327425,0.997999999999998,1.520725,1.93105,4.63745,5.747725,7.3641,9.979725,0.869999999999992,1.553475,2.3378,-4.4495
