DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,1.01665147612955,1.22087001321527,1.26896360588,14.5554349733995,6.39230967859228,0.954526147030413,4.65695394378832,6.82287310564997,1.71319717843531,429.873010851439,5.90660280739691,440.579524827289,11.0381956678998,430.110429688041,441.141809985117,11.0661060151012,430.856327917342,433.811242776292,11.2238658925943,431.821574946712,441.064474282464,11.0771245750691,433.344981583411,447.412185902116,9.34052970246761,442.246353785244,448.936753406382,11.1216309250337,448.961015040515,6.28261182790794,0.875497166135567,0.378023858942967,4.4665,3.80275,2.016,1.5705,1.1555,0.793052500000001,-0.101500000000002,0.789114999999998,0.82255,-0.223900000000003,0.728007499999999,-0.0824675000000002,97.5884135,96.561,1.453205,1.9255,1.695,1.798,1.6625,1.962,2.105,-0.0685000000000001,3.71,0.502,313.28,319.98,319.08,319.605,0.485999999999999,0.75,0.33,0.4,0.291,0.0205,0.09,0.1705,2.983,-0.01,1.4138,1.7271,2.102,2.70105,2.8764,3.3007,3.7143,4.6039,5.5315,1.2442,1.65115,1.88415,2.27665,2.70995,3.00315,3.91055,4.38065,5.5637,0.89525,1.32185,1.5818,1.96265,2.381275,2.14445,2.9694,3.76375,4.7313,1.1803,1.1936,1.7094,2.09325,2.63,2.2646,3.7739,4.36655,5.54505,1.3391,1.44605,1.90905,1.363375,1.676825,2.75075,3.5571,4.44155,5.2621,-3.6887,-0.4295,-0.58925,3.282
1,0.75,0.92837124228197,0.666156710768977,0.977265642775541,12.2367544445446,9.26447420180642,0.984272999101226,7.65292246901699,8.23784720630001,1.79769608874019,429.690039722825,5.81783895973945,436.711707633141,10.9942844962091,430.349761491685,437.096526965214,10.9762106417367,430.634487996913,432.962181335218,11.0919313639817,430.962524195565,438.172678198318,11.0162564782196,431.102805490965,447.050697888966,9.14037858608032,432.271474928823,449.033484581682,11.1424252481757,440.764632735857,6.17017529993087,0.842129178169358,0.342610007905153,4.7105,4.086,2.144,1.542,1.136,0.588285000000002,-0.208900000000002,0.590827499999997,0.67,-0.276750000000004,0.5952,-0.1586775,97.5659285,96.678,1.3716,1.868,1.703,1.7985,1.671,1.9715,1.71,-0.103500000000001,3.31,0.622,314.455,319.905,319.08,319.605,0.473999999999999,0.75,0.33,0.39,0.291,0.0305,0.09,0.1805,2.9905,-0.01,1.4136,1.72625,2.1011,2.6999,2.8755,3.3006,3.71335,4.60385,5.53045,1.2441,1.6502,1.88415,2.27665,2.70995,3.0027,3.91055,4.37965,5.56175,0.8932,1.32085,1.58275,1.96265,2.38085,2.1433,2.97035,3.76465,4.7295,1.18035,1.19355,1.70845,2.0923,2.63005,2.26305,3.7739,4.36645,5.54405,1.33815,1.44605,1.9081,1.3633,1.674825,2.75075,3.5571,4.4614,5.2611,-3.942425,-0.545500000000001,-0.81265,2.94899999999999
1,1.25,1.01172732307223,0.75893865312989,1.3871686620614,8.41756737908703,3.98157732977279,0.986592464234586,6.8425949327244,7.87314277706453,1.73288904871148,429.487422459007,5.63605414088259,441.582359484742,10.9262355256343,428.799745993721,441.800420249546,10.9283374810808,429.490086185696,433.493460501974,10.9512752673537,429.790445829234,442.423754952891,10.8927558496411,431.508359861651,446.96101898804,9.09293851375752,441.513199057669,448.932086564191,11.025420393474,448.521974229069,6.13174556329409,0.965027025751141,0.27706172128912,4.568,3.827,2.033,1.6105,1.073,0.627667500000002,-0.233900000000002,0.581067499999995,0.664617499999996,-0.368710000000005,0.49766,-0.128390000000001,97.558942,96.966,1.397525,1.82,1.657,1.8085,1.671,1.971,1.805,-0.0142500000000004,3.4,0.5615,313.745,319.6,319.08,319.6,0.472999999999999,0.75,0.32,0.39,0.3005,0.03,0.09,0.192,3.0235,-0.02,1.4136,1.725375,2.1011,2.6996,2.8764,3.2997,3.7133,4.6029,5.5304,1.245,1.64925,1.88315,2.2757,2.70995,3.00215,3.90955,4.3777,5.56075,0.89125,1.32175,1.58365,1.9626,2.37985,2.14325,2.96935,3.76365,4.72825,1.1804,1.19255,1.7084,2.0923,2.63,2.2616,3.77385,4.36545,5.54205,1.33815,1.446,1.9081,1.363375,1.67355,2.74975,3.5561,4.458725,5.2601,-4.06305,-0.444100000000001,-0.71325,3.24824999999999
1,1.75,0.966875002179084,0.447058471288171,0.937449573300716,10.5551130251625,6.8164906289419,0.958571332573932,9.18375492715904,8.56503136281467,1.62231200878788,429.366982669537,5.67960205264514,437.52002498318,10.8038237595884,430.506623148904,438.556829622189,10.8118779199963,430.939937073961,433.575201810842,10.829924388969,431.387945316129,439.053594268361,10.8614840889753,432.604090529348,447.405581208541,8.91320987168981,431.74768346892,449.051644239421,10.9335129868667,438.978550449752,6.21396549368503,0.836555756714221,0.344240303011542,4.765,4.0455,2.052,1.54,1.084,0.483034999999997,-0.325450000000002,0.457362499999996,0.54725,-0.493700000000006,0.366425,-0.0932400000000013,97.532875,96.732,1.3937,1.782,1.637,1.822,1.6435,1.9605,1.905,-0.03,3.51,0.594,312.235,319.355,319.08,319.605,0.565,0.75,0.32,0.381,0.31,0.03,0.09,0.1705,2.952,-0.0195,1.4136,1.7245,2.1002,2.7005,2.8754,3.2997,3.71235,4.6019,5.5284,1.24405,1.6493,1.8841,2.2757,2.7089,3.0017,3.9086,4.3767,5.55975,0.8902,1.32265,1.5836,1.9626,2.37985,2.14225,2.9693,3.7627,4.72725,1.1803,1.19155,1.7084,2.09135,2.63,2.2596,3.7729,4.36445,5.54105,1.33715,1.44505,1.90815,1.36325,1.671825,2.74975,3.55515,4.459075,5.2591,-4.018,-0.440700000000001,-0.760400000000001,3.5025
1,2.25,1.10791452498351,0.950190249395762,1.09203071788301,12.3517930668912,6.02153384739626,0.962462601251177,13.9832771941303,6.1179982877686,1.69407343956484,429.210737340583,5.69782699916513,436.459562124363,10.7588270399675,429.065366664989,436.27517139934,10.7640536819448,428.741309508667,433.785734520804,10.7965276841509,429.027529612775,436.461759311925,10.773989641131,431.898645569456,446.762496490527,9.06459302613755,438.315972676015,448.847914824805,10.7004732266894,446.938555164779,5.83785046608409,0.587984031946739,0.330760136729841,4.8795,3.92,2.05225,1.5905,1.05,0.600935,-0.214950000000001,0.6445,0.674839999999999,-0.544307499999998,0.42364,-0.180667500000001,97.54681925,96.37925,1.35268,1.632,1.4665,1.81425,1.55425,1.97025,1.705,-0.05875,3.5,0.592999999999999,310.9925,318.71,319.0775,319.5025,0.553,0.75,0.32,0.39,0.3,0.03,0.09,0.17025,3.0435,-0.01,1.412525,1.72245,2.100075,2.702375,2.87505,3.2992,3.710675,4.59995,5.527675,1.242075,1.64915,1.88405,2.27535,2.70845,3.0017,3.90775,4.37485,5.558375,0.89055,1.323275,1.5833,1.96165,2.37845,2.1421,2.96835,3.761825,4.72625,1.179125,1.190275,1.7082,2.0912,2.63,2.2568,3.77245,4.3627,5.538525,1.337075,1.445025,1.908075,1.3631,1.669825,2.74935,3.55455,4.4573,5.258075,-3.956,-0.432125,-0.7936,3.36125
1,2.75,1.51791238347292,1.91876288341116,1.22167354192525,14.6689560583501,5.26709378421341,0.963165182733657,7.69493564975627,7.10561692591021,1.62445302789403,429.108871282324,5.69095664911328,442.051544621037,10.7217920295325,430.667212909069,442.105393675635,10.6834621397278,431.117825149617,432.800492427832,10.7770344717503,431.606201431721,442.459440848665,10.7571726035144,431.949916822421,446.543309049878,8.82997697079842,433.187911342002,449.554534783803,10.0030772626367,438.663576357719,5.9509238009091,0.485098353102046,0.383090212395503,4.84,3.92625,2.2115,1.602,1.052,0.449569999999998,-0.319725000000002,0.457225,0.53925,-0.663742499999998,0.207120000000001,-0.338710000000001,97.5485365,96.252,1.22222,1.51925,1.53225,1.76575,1.54375,1.94075,1.9,-0.0885000000000001,3.5,0.66075,310.595,316.945,319.255,319.5025,0.524,0.75,0.32275,0.38,0.3,0.03,0.09,0.17,3.07275,-0.01,1.412525,1.721525,2.09915,2.6995,2.87505,3.2992,3.71135,4.5999,5.52665,1.2411,1.6472,1.884025,2.275325,2.707475,3.00135,3.906775,4.37385,5.5564,0.890525,1.32325,1.58425,1.96165,2.378425,2.1411,2.9683,3.760825,4.72525,1.1791,1.189275,1.709175,2.091175,2.63,2.255275,3.772425,4.362675,5.537525,1.3361,1.445025,1.908075,1.3631,1.667825,2.74935,3.55455,4.4577,5.257075,-3.745,-0.54615,-0.795999999999999,2.419
1,3.25,1.34300257478846,1.16382303655246,1.22472899325066,17.3380759007285,5.06256171042203,1.04734957773903,5.87650542282603,15.6400090373315,1.77603642857019,429.157020937343,5.69789592863279,436.7558313666,10.7836381095581,429.497250889636,436.555718809964,10.8081302549396,428.745497441522,433.01724269919,10.8128655039548,428.515207170648,440.644133548355,10.786732312024,431.786317725825,447.268563661821,8.42997089418435,440.786513516499,451.862978873162,10.7026231696619,448.476067561148,5.95307394003236,0.315871593724445,0.380410663276773,4.59,3.96825,2.0415,1.67025,1.154,0.4196625,-0.295425000000001,0.44235,0.50115,-0.562110000000001,0.205500000000001,-0.472885,97.5408625,96.647,1.19799,1.4955,1.446,1.65875,1.492,1.931,1.905,-0.1575,3.6025,0.65025,310.6925,316.45,319.255,319.6,0.486,0.75,0.32275,0.39,0.3,0.03,0.09,0.181749999999999,3.031,-0.0197500000000001,1.411975,1.7206,2.098225,2.6986,2.874975,3.298275,3.709675,4.598925,5.52565,1.239125,1.6462,1.884025,2.27435,2.707475,3.00015,3.905775,4.371875,5.5554,0.88955,1.323225,1.58425,1.96165,2.378425,2.141075,2.96735,3.75985,4.7233,1.17905,1.188275,1.709175,2.0912,2.63,2.2538,3.77145,4.36165,5.53555,1.335125,1.445025,1.908075,1.3631,1.666825,2.748375,3.553575,4.4553,5.256075,-4.031,-0.5223,-0.76275,1.705
1,3.75,1.02036045156634,0.990503464264828,1.33098383387299,8.83695115310539,4.60596506528984,0.931761637880403,10.0473860228817,15.5466421505119,1.61301878389479,429.694324652336,5.74012895875212,436.957746197318,10.8275819096325,430.519497064364,437.423801630268,10.8191329570982,432.966592948333,434.460882461169,10.8404347587369,434.168338896278,440.234864092343,10.8470082263764,432.487416956291,447.137034393017,8.24898183326952,437.556350842144,447.658845345028,10.8293833581348,444.132914154385,6.06488489777308,0.00177787977636923,0.492644178938722,4.8765,3.80674999999999,2.025,1.58125,1.17775,0.2581125,-0.442625,0.293704999999999,0.31305,-0.671585,0.116440000000001,-0.720537500000001,97.5526385,96.938,1.167655,1.431,1.41075,1.6295,1.30625,1.92125,1.9025,-0.0630000000000004,3.6025,0.581499999999999,310.98,315.855,319.155,319.5025,0.466,0.75025,0.33,0.38,0.30025,0.04,0.09175,0.192249999999996,2.91075,-0.0197500000000001,1.41175,1.7196,2.098225,2.697875,2.87405,3.297275,3.70965,4.59795,5.524625,1.23715,1.647175,1.88305,2.27375,2.706475,3.00035,3.90575,4.3709,5.553425,0.887575,1.32225,1.584225,1.9616,2.3784,2.141075,2.9673,3.75885,4.722175,1.179,1.18825,1.709175,2.0912,2.63,2.252275,3.771375,4.36065,5.534525,1.334125,1.445,1.90905,1.363125,1.664825,2.74875,3.552575,4.4539,5.2541,-3.9575,-0.516025,-0.845075000000001,3.641
1,4.25,1.80098421570903,1.07466524470714,1.85557817004301,8.79306308169588,4.80715760654984,0.957491941603324,8.37279420731011,13.6180111371703,1.61608124096222,429.894386247765,5.79778093996046,437.4747557925,10.8821551837975,429.526162976708,437.634785942248,10.8979411270638,430.126557134108,434.710002090426,10.8885379827996,430.032060392676,439.923602377748,10.8421474955216,436.020230348954,447.376915060425,8.37338702827101,435.991563785662,449.725308513092,10.7115605990451,444.860835256444,5.72446107692477,-0.283644773163587,0.51061185425123,4.62175,3.874,1.92825,1.47125,1.1425,-0.023175,-0.797275000000003,0.00515999999999904,0.095029999999999,-0.849665,-0.115039999999999,-0.784550000000001,97.5763355,97.3425,1.16955,1.381,1.38075,1.61975,1.23775,1.92125,2.3075,-0.0679999999999997,3.905,0.56025,311.07,315.65,319.2325,319.5025,0.465,0.75,0.323,0.38,0.2905,0.03,0.09,0.20025,2.68825,-0.0197500000000001,1.411975,1.718675,2.0973,2.69875,2.8752,3.2982,3.70965,4.59695,5.523625,1.2381,1.64715,1.884,2.27505,2.706475,3,3.904775,4.3689,5.552425,0.88465,1.321275,1.584225,1.96065,2.377425,2.140075,2.9663,3.758825,4.721175,1.178025,1.18725,1.709175,2.0912,2.63,2.2508,3.77135,4.35965,5.533525,1.333125,1.445,1.908075,1.3632,1.662825,2.7487,3.55355,4.4536,5.2531,-3.906,-0.60295,-0.835225,2.858
1,4.75,1.09636316790091,0.69377227486915,1.33407938551662,15.9301940191785,6.5628824676135,0.943122259921061,9.93922042240726,16.4868116777085,1.57384904423934,431.869948241448,5.81890826741881,437.438828521651,10.8737204872786,432.407075017683,437.339954735489,10.8787478078877,433.788830831191,435.245179633175,10.8767404460244,435.299193894899,438.185230848255,10.8454679212169,436.792678522727,443.637508840137,8.56681736659062,437.436372347827,448.994744757715,10.7062711494049,444.777928130802,5.87074295613586,-0.321764712572497,0.586247960950131,4.50875,3.868,1.98,1.5615,1.15625,-0.0519200000000047,-0.763100000000003,-0.0366700000000015,0.102599999999999,-0.882895,-0.386119999999999,-0.87572,97.59868125,97.04325,1.23028,1.281,1.251,1.58075,1.12,1.9115,1.905,0.0459999999999997,3.6,0.53075,311.145,315.54,319.255,319.5025,0.454,0.75,0.32,0.38,0.29025,0.03,0.09,0.17,2.58975,-0.0197500000000001,1.4112,1.7196,2.097375,2.6985,2.8743,3.2982,3.70865,4.596925,5.522625,1.239025,1.647125,1.883025,2.274975,2.70785,2.9987,3.90475,4.367925,5.551425,0.880775,1.319325,1.584225,1.96065,2.377425,2.14005,2.9663,3.75865,4.720175,1.176075,1.18625,1.709175,2.0912,2.63,2.2498,3.770375,4.3602,5.532525,1.33215,1.445,1.908075,1.3631,1.66155,2.7487,3.55255,4.453725,5.2521,-3.709275,-0.4395,-0.850425,3.595
