DOY2,HR2,CO2,H2O,FC,SC,NEE,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,H,LE,WS,USTAR,W_SIGMA,V_SIGMA,U_SIGMA,PA,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TS_1_1_1,TS_1_2_1,NETRAD,PPFD_IN,PPFD_BC_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,376.588447372472,3.62419741998413,-0.703221278770423,-0.197608441585382,-0.697103976345754,-5.85357575,-4.2435,-5.682,-4.49317,-24.2775,0.0768325171158909,1.740981,0.25883125,0.3414175,0.44991,0.45647,98.6079214575,73.7341725422419,75.0202,75.61,78.9633847031964,-7.47815125,-7.2896,-7.50850525,-7.8675,0.77125,1.00625,-71.1030825,0,0,0,0.2516235,223.57635,281.0588
1,0.75,376.49812923535,3.67121958539351,-0.475261969518977,-0.219604790565168,-0.460340421878737,-5.88575,-4.32175,-5.6955,-4.487,-24.2132,0.0737472034839079,1.732598,0.239599611,0.335031580398471,0.448605,0.51534,98.59645,73.40715225,75.88341,76.68211,79.1,-7.63123425,-7.51245,-7.62905425,-8.1575,0.7816501,1.01225,-66.95932,0,0,0,0.24656555,224.4277,278.9967
1,1.25,377.906032075,3.61943803333197,-0.638848086547454,-0.200124872180501,-0.554717616081081,-5.957,-4.435,-5.749,-4.589683,-21.9044,0.111078191167129,1.696491,0.24466058,0.31482,0.456425,0.503545,98.57305,74.1515987844357,76.62606,77.03306,79.70995,-7.7483,-7.632825,-7.77776,-8.35,0.7875636,1.0115,-67.1494,0,0,0,0.25099955,224.6392,278.5637
1,1.75,373.586099080819,3.51913783287123,-0.38332836120275,-0.188499729272096,-0.473631280164786,-5.984919,-4.52309,-5.805,-4.492143,-25.5376,0.0685823841776136,1.6262,0.263004611,0.31507,0.438665,0.4970275,98.5834,74.22915,76.62143,77.36,80.1,-7.924453,-7.776472,-8.031737,-8.558314,0.766337275,1.019,-67.8672,0,0,0,0.2591705,220.0172,277.6764
1,2.25,376.6037132683,3.51006823232312,-0.358966754305365,-0.16788755804401,-0.388741829827543,-5.917,-4.572843,-5.789,-4.585254,-23.3067891825,-0.0609585022694058,1.68762425,0.277575,0.36802,0.462975,0.51417,98.5315020425,74.5719414383062,77.5071125,78.030795,80.1,-8.1905115,-8.14931875,-8.193397,-8.78,0.740401025,1.022,-69.961275,0,0,0,0.271123625,218.8825,275.372125
1,2.75,373.824006581058,3.67440736137023,-0.548271460230801,-0.172502572821964,-0.671962300010026,-5.989,-4.577,-5.805,-4.755,-22.5377,-0.0685778547396018,1.65357,0.26277,0.32507383776613,0.482285,0.48838,98.5662,75.4822179969938,77.3710675,77.5797575,80.4,-8.325411,-8.218234,-8.3638115,-8.83,0.700639175,1.024,-68.517385,0,0,0,0.320880025,221.35875,274.9527
1,3.25,375.0392144,3.48969986647283,-0.587303555458668,-0.20143876175,-0.557888471140452,-6.076,-4.591,-5.861,-4.684533,-23.91425,-0.0115218525274848,1.59228,0.2344134275,0.290535,0.449405,0.5026675,98.6069,76.05909,77.61407,77.626485,80.74838,-8.505615,-8.211236,-8.51369925,-8.81,0.67525,1.0255,-67.90534,0,0,0,0.2855438,218.191825,275.7784
1,3.75,375.06435257348,3.57189739553546,-0.542519478667752,-0.2132079435,-0.458376547917266,-6.136,-4.578,-5.861,-4.675,-23.22884989,0.0936604981125251,1.6341435,0.24167,0.297790364580272,0.4447,0.493775,98.563,76.6149699937205,77.654025,77.81204,80.3,-8.6524915,-8.35662,-8.58404025,-8.923812,0.654,1.028,-68.6781925,0,0,0,0.28460575,218.96665,275.117425
1,4.25,375.015531562265,3.45092835121231,-0.611536522195604,-0.215306286277272,-0.47304289971253,-6.160455,-4.593,-5.946,-4.832,-24.127189235,0.0436400307152888,1.6810945,0.246480696,0.297874606939155,0.43437,0.4905175,98.598486185,76.4289645854016,77.9183025,78.64509,81.0218404109589,-8.7632295,-8.3214765,-8.69838975,-9.1712,0.6454335,1.0245,-65.286095,0,0,0,0.22345725,222.008825,275.75705
1,4.75,374.6849566639,3.39513643778706,-0.378744110016427,-0.111608698388077,-0.371079379336281,-6.196,-4.665,-6.004,-4.845,-24.075825,-0.376393461775595,1.7202985,0.26211470875,0.325673165362323,0.4346,0.471905,98.566825,75.7524150640483,78.16013,78.69899,80.6926324885845,-8.744749,-8.513426,-8.758351,-9.178457,0.61650755,1.019,-62.64684,0,0,0,0.209396,223.8694,275.27205
1,5.25,374.451833931039,3.368488634,-0.619155722940445,-0.10171223954719,-0.305365387991576,-6.261,-4.58225,-6.025,-4.81,-23.6342586525,0.223865705319586,1.7616,0.264908149,0.33662,0.46431,0.4875375,98.479,75.2882609509237,78.69562,79.4298275,80.35998,-8.85559225,-8.46680625,-8.886319,-9.42,0.6204168,1.01,-62.33468,0,0,0,0.219075575,220.870325,274.856375
1,5.75,377.2205496,3.34048904388496,-0.508998948062851,-0.108940074918136,-0.473396148725912,-6.284,-4.60352125,-6.062,-4.78,-24.437154825,0.0024330885019415,1.730585,0.277749,0.337319344124419,0.458305,0.4959775,98.53509994,75.9080846555574,78.3762982876712,78.80909,80.377397260274,-8.8961585,-8.4671725,-9.2223685,-9.59,0.613,0.9965,-57.81566,0,0,0,0.221596,229.7462,274.5366
1,6.25,377.250894275,3.28823804701446,-0.522289832095865,-0.120103930887418,-0.299232547924123,-6.380684,-4.502,-6.157,-4.831515,-22.44146313,0.0649622886226923,1.6933325,0.267596,0.343638998265566,0.4494825,0.46611,98.57167862,76.0381913699599,78.69284,80.13123,80.089098173516,-9.063046,-8.479077,-9.316453,-9.575665,0.6074054,0.985,-56.092405,0,0,0,0.240866,232.3853,274.809
1,6.75,377.56688285,3.361103284,-0.691461706883042,-0.125919404908189,-0.43174307879703,-6.448,-4.54575,-6.139,-4.875,-26.6967,-0.2399475,1.7764395,0.281057181,0.35706,0.479185,0.505975,98.5803602,77.359258075,79.70253,80.03599,81.5,-9.09441,-8.633105,-9.3766,-9.694363,0.6093704,0.9835,-60.9999,0,0,0,0.2478815,228.2266,274.51775
