DOY2,HR2,FC,H,LE,TAU,TA,RH,NETRAD,SW_IN,SW_OUT,PPFD_IN,WS,USTAR,PA,G,TS_1_1_1
5,10.25,-8.6,113.1,167.9,-0.192,20.7,67.7,522.75,762.55,147.5,1420.75,4.51,0.405,96.675,47.1,18
5,10.75,-9.5,119.8,189.2,-0.186,21.25,65.75,575.75,854.1,153.95,1523.65,4.535,0.39,96.665,52.2,18.15
5,11.25,-9.2,127.1,191,-0.18,21.4,63.65,577.6,833.5,158.4,1598,4.22,0.39,96.65,57.8,18.4
5,11.75,-9.1,123.1,199.6,-0.186,21.35,62,622.8,891.1,160.1,1627.65,4.76,0.385,96.63,65.55,18.95
5,12.25,-9.5,124.2,216.9,-0.168,21.6,60.2,606.8,895.65,159.75,1620.7,4.72,0.38,96.62,70.3,19.4
5,12.75,-9.3,121.55,216.5,-0.192,21.7,58.7,611.8,876.45,161.85,1618.7,4.39,0.4,96.62,69.1,19.75
5,13.25,-8.8,120.6,226.7,-0.168,22.05,59.35,584.45,847.45,159.65,1572.1,4.58,0.37,96.595,69.4,20.2
5,13.75,-9.2,118.6,223,-0.174,22.45,57.95,606.85,877.3,159.35,1637.55,4.59,0.38,96.575,62.85,20.5
5,14.25,-8.85,98.5,212.35,-0.192,22.4,57.85,567.1,843.1,154,1537,4.62,0.41,96.55,56.4,20.75
5,14.75,-7.9,97.2,208,-0.186,22.6,56.75,527.65,772.1,145.9,1452.8,4.48,0.39,96.535,51.35,20.9
5,15.25,-7.9,80.3,192.6,-0.192,22.75,56.85,467.35,694.2,136.6,1289.6,4.8,0.4,96.525,42.7,21.05
5,15.75,-7,68.25,170.95,-0.192,22.85,56.65,396.95,620.45,127.9,1138.6,4.725,0.4,96.5,33.05,21
5,16.25,-6.55,43.8,149.75,-0.204,22.75,56.35,336.4,536.1,111.4,991,4.795,0.41,96.465,24.05,21.05
5,16.75,-5.45,33.35,126.4,-0.192,23.1,56.9,262,438.35,100.25,787.1,4.965,0.4,96.46,14.5,20.9
5,17.25,-4.05,15.2,106.95,-0.18,22.6,57.9,183.1,343.45,82.2,604.05,4.735,0.39,96.46,7.1,20.85
5,17.75,-2.7,1.85,81.15,-0.156,22.05,59,111.95,247.55,62.85,423.45,4.445,0.37,96.455,-0.55,20.7
5,18.25,-0.7,-18.7,54.75,-0.132,21.65,61.85,43.05,156.8,40.75,250.6,3.915,0.33,96.455,-6.15,20.4
5,18.75,1.3,-21.3,31.2,-0.108,20.35,65.3,-1.85,65.55,17.05,100.05,3.455,0.3,96.47,-9.5,20.25
5,19.25,3.3,-24.4,18.7,-0.084,19.5,70.2,-29.2,12.55,3.25,22.2,2.94,0.27,96.47,-13.45,20
5,19.75,3.5,-19.5,10.5,-0.072,18.75,73.6,-42.35,0.4,0,0,2.87,0.25,96.5,-16.05,19.65
5,20.25,3.9,-20.25,8.3,-0.072,18.15,76.6,-43.95,0,0,0,2.45,0.25,96.53,-18.55,19.35
5,20.75,3.6,-19.4,7.25,-0.072,17.6,79.1,-42.25,0,0,0,2.495,0.24,96.575,-18.75,19.2
5,21.25,3.5,-21.45,6.7,-0.066,17.4,80.3,-41.65,0,0,0,2.71,0.23,96.6,-18.75,18.95
5,21.75,3.6,-21.5,7.7,-0.072,17.25,80.8,-40.85,0,0,0,2.915,0.24,96.645,-17.5,18.7
5,22.25,3.75,-24.6,10.2,-0.084,17.15,82.05,-40.7,0,0,0,3.165,0.265,96.65,-17.85,18.5
5,22.75,3.55,-21.8,8.95,-0.072,16.45,81.7,-39.9,0,0,0,3.275,0.24,96.645,-18.25,18.3
5,23.25,3.5,-21.3,9.1,-0.12,16.3,82.25,-39.35,0,0,0,3.235,0.31,96.625,-17.8,18.2
5,23.75,3.7,-19,8.3,-0.132,16,84,-38.9,0,0,0,3.6,0.33,96.625,-18.65,18.1
6,0.25,4.5,-18.1,4.4,-0.048,19.45,86.15,-32.9,0,0,0,2.2,0.21,96.605,-15,22.55
6,0.75,4.6,-19.7,6.7,-0.066,19.25,86.65,-33.45,0,0,0,2.3,0.23,96.585,-15.55,22.4
6,1.25,4.9,-18.45,5.6,-0.048,18.8,86.9,-32.9,0,0,0,2.335,0.2,96.59,-16.2,22.2
6,1.75,4.5,-16.55,4.5,-0.048,18.6,87.45,-31.45,0,0,0,2.115,0.19,96.59,-14.65,22.05
6,2.25,4.3,-16.4,3.3,-0.036,18.35,88.1,-29.65,0,0,0,2.01,0.17,96.58,-15.7,21.85
6,2.75,4.4,-15.2,3.5,-0.048,18.3,88.8,-28.05,0,0,0,2.095,0.19,96.58,-16.05,21.7
6,3.25,4.1,-13.8,3.3,-0.036,18.3,89,-27.25,0,0,0,2.075,0.19,96.575,-16.95,21.6
6,3.75,4.15,-11.4,3.4,-0.048,17.9,89.8,-26.3,0,0,0,1.94,0.2,96.58,-17.3,21.5
6,4.25,4.4,-11.4,2,-0.042,18.05,90.45,-25.95,0,0,0,1.945,0.19,96.595,-16.6,21.4
6,4.75,3.95,-13.8,2.65,-0.048,18.25,91.25,-23.15,0.2,0,0,1.915,0.2,96.61,-15.5,21.3
6,5.25,4.2,-13,3.7,-0.06,18.05,91.25,-13.55,9.45,2.3,17.5,2.295,0.21,96.615,-14.85,21.25
6,5.75,2.75,-11.15,11.5,-0.048,18.2,90.6,1.95,47.35,12.35,79.7,2.21,0.19,96.65,-12.55,21.2
6,6.25,0.3,-6.1,24.2,-0.06,18.9,90.1,42.2,109.65,27.55,181.7,2.5,0.22,96.68,-9.65,21.2
6,6.75,-1.5,4.65,50.9,-0.084,19.45,86.8,100.95,206.75,52.75,345.9,2.74,0.26,96.69,-3.95,21.2
6,7.25,-4.35,14.7,75.35,-0.084,20,82.8,157.85,271.75,62.45,487.45,2.81,0.27,96.72,2.1,21.25
6,7.75,-6.55,29.8,96,-0.12,20.9,79.05,229.8,393.55,89.6,705.3,3.14,0.315,96.725,7.25,21.4
6,8.25,-8.8,46.95,130.9,-0.132,21.6,75.05,310.7,497.55,111.05,905.3,3.375,0.32,96.735,14,21.5
6,8.75,-10.35,62.5,155.95,-0.156,22.6,71.7,394.35,602.85,127.8,1129.3,3.53,0.36,96.735,20.8,21.75
6,9.25,-12.2,76.7,178.8,-0.15,23.45,69.25,435.95,674.45,134.95,1222.6,3.45,0.35,96.71,27.3,21.95
6,9.75,-12.7,87.55,209.2,-0.168,24.2,69.15,505.5,756.5,150.5,1373,3.78,0.375,96.72,33.8,22.1
6,10.25,-13.6,95.4,231.15,-0.144,24.55,67.25,539.75,784.65,151.3,1431.9,3.58,0.345,96.735,40.2,22.45
6,10.75,-14.1,106.7,235.45,-0.156,24.8,65.6,617.7,883.35,160.8,1626.35,3.91,0.37,96.72,46.35,22.7
6,11.25,-13.95,112.8,269.5,-0.174,25.45,63.4,621.9,888.65,165.6,1663.25,3.83,0.375,96.715,53.1,23.05
6,11.75,-13.7,108.7,275.2,-0.144,26,63.7,591.8,848.1,161.75,1602.5,3.79,0.35,96.695,56.25,23.5
6,12.25,-13.5,108.5,288.9,-0.156,26.3,61.4,629.55,902.75,164.6,1664.85,3.84,0.37,96.67,60,24
6,12.75,-13.7,104.7,291.6,-0.18,26.5,59.35,643.95,909.1,167.95,1681.05,3.85,0.39,96.65,62.65,24.6
6,13.25,-13.5,102.1,300.05,-0.156,26.9,58.2,638.7,901.8,169.45,1709.95,3.85,0.36,96.63,59.45,24.95
6,13.75,-12.7,96.9,301.95,-0.174,27.1,58.1,618.55,882.2,164.8,1679.4,3.8,0.38,96.605,54.4,25.3
6,14.25,-12.9,96.95,297.65,-0.15,27.3,56.5,616.2,888.25,161.55,1655.2,3.79,0.355,96.595,48.9,25.4
6,14.75,-11.55,79.7,275.85,-0.144,27.35,55.85,560.55,822.95,152.3,1517.35,3.615,0.345,96.585,42.3,25.55
6,15.25,-10.8,65.7,248.15,-0.138,27.5,56.15,497.65,742.4,144.55,1370.95,3.69,0.345,96.585,36,25.5
6,15.75,-10.1,51,235.3,-0.144,27.6,55.95,444.5,664.25,133.45,1243.85,3.745,0.34,96.58,31.15,25.55
6,16.25,-9.2,38.05,210.7,-0.156,27.4,57.1,375.5,577.55,122.65,1059.3,3.845,0.36,96.56,23.9,25.4
6,16.75,-7.8,22.3,184.5,-0.144,27.3,57.55,302.95,498.35,108.85,900.95,3.9,0.35,96.525,16.65,25.4
6,17.25,-6.4,9.1,156.25,-0.144,27.1,58.25,231.8,402.85,93.05,723.1,3.84,0.35,96.505,9.9,25.25
6,17.75,-3.85,1.35,118.25,-0.126,26.6,60.25,154.2,304.95,75.45,521.55,3.67,0.325,96.505,4.2,25.1
6,18.25,-1.7,-21.6,79.7,-0.108,26.05,62.55,86.9,211.7,55.6,350.85,3.36,0.295,96.515,-0.5,24.8
6,18.75,0.85,-21.45,48,-0.072,25.25,66.6,27.65,120.6,33.4,184.4,2.725,0.24,96.505,-5.4,24.45
6,19.25,3.1,-22.15,26.15,-0.06,23.95,69.7,-10.15,45.55,12.6,72.4,2.435,0.22,96.5,-8.85,24.2
6,19.75,4.9,-21,13.85,-0.048,22.9,75,-32.25,6.1,1.3,12.5,2.14,0.2,96.5,-11.7,23.9
6,20.25,5.2,-19,9.2,-0.024,22.05,76.3,-35.95,0,0,0,2.055,0.16,96.505,-14.8,23.8
6,20.75,5.5,-22,9.65,-0.036,21.55,78.8,-35,0,0,0,2.005,0.18,96.52,-15.7,23.65
6,21.25,5.1,-20.05,7.6,-0.036,21.1,81.9,-34.25,0,0,0,2.045,0.17,96.56,-14.2,23.5
6,21.75,5.4,-21.9,8.5,-0.048,20.95,81.6,-33.15,0,0,0,2.155,0.21,96.595,-15.1,23.3
6,22.25,5.1,-21.4,6.6,-0.06,20.65,83.2,-32.95,0,0,0,2.15,0.225,96.605,-16.05,23.05
6,22.75,4.85,-23.7,6.1,-0.066,20.2,84.55,-33.05,0,0,0,2.4,0.235,96.625,-15.35,22.9
6,23.25,4.85,-21.15,7.3,-0.066,20.25,85,-32.95,0,0,0,2.315,0.235,96.62,-14.85,22.8
6,23.75,4.7,-19.55,4.7,-0.048,19.7,85.2,-32.5,0,0,0,2.15,0.19,96.63,-14.35,22.7
7,0.25,4.55,-25,8.1,-0.048,23.05,81.7,-28.65,0,0,0,2.495,0.21,96.83,-12.2,25.3
7,0.75,4.75,-23.9,4.65,-0.06,22.85,83.85,-27.9,0,0,0,2.34,0.22,96.825,-12.2,25.1
7,1.25,4.6,-19.9,4.7,-0.048,22.9,84.55,-28.05,0,0,0,2.145,0.19,96.785,-11.7,25
7,1.75,4.1,-17.95,4.3,-0.036,22.5,85.5,-26.6,0,0,0,2.12,0.18,96.77,-12.1,24.85
7,2.25,4.2,-15.9,3.3,-0.036,22.2,86.75,-26.4,0,0,0,2.05,0.175,96.76,-11.25,24.75
7,2.75,3.9,-17,2.6,-0.036,21.8,86.8,-25.8,0,0,0,1.985,0.16,96.76,-12.25,24.7
7,3.25,4.3,-16.8,1.8,-0.03,21.55,88.15,-25.65,0,0,0,1.895,0.155,96.76,-12.3,24.6
7,3.75,4.3,-14.8,2.1,-0.036,21.2,88.8,-23.95,0,0,0,2.055,0.17,96.77,-12.1,24.45
7,4.25,4.1,-14.45,2.9,-0.036,21.1,89,-22.3,0,0,0,1.86,0.17,96.79,-12.15,24.3
7,4.75,4.1,-14.2,1.75,-0.036,21.05,89.05,-21.3,0,0,0,1.925,0.16,96.785,-11.9,24.2
7,5.25,3.7,-14.05,2.9,-0.036,21,90.1,-18,2.8,0.5,5.65,1.85,0.16,96.81,-11.25,24.1
7,5.75,3.35,-14.7,6.3,-0.036,20.9,89.8,-3.3,28.45,7.2,50.85,1.89,0.185,96.83,-10.85,24
7,6.25,1.3,-7.5,15.6,-0.036,21.4,88.5,31,87.1,23.75,140.5,2.14,0.18,96.835,-8.65,24
7,6.75,-1.4,3.6,40.9,-0.072,22.45,85.85,85.9,179.85,47,307,2.65,0.24,96.865,-4.65,23.9
7,7.25,-3.2,18.1,64,-0.108,23.65,80.6,151.5,281.45,68,494.65,3.245,0.3,96.88,-0.8,24
7,7.75,-5.8,37.15,92.8,-0.12,24.55,75.9,221.9,383.8,87.35,681.15,3.37,0.31,96.89,4.2,24
7,8.25,-6.95,57.5,112.4,-0.12,25.4,71.75,303.1,489.05,105.2,905.6,3.435,0.32,96.89,9.45,24.1
7,8.75,-7.85,78.25,140,-0.126,26.2,68.95,378.85,582.75,122,1112.7,3.375,0.325,96.88,14.4,24.5
7,9.25,-9.1,96.2,172.1,-0.144,27.05,65.25,444.4,664.3,133.1,1280.6,3.5,0.35,96.875,21.05,24.65
7,9.75,-9.7,110.7,195,-0.156,27.85,62.6,510.35,750.2,142.95,1434.5,3.66,0.35,96.875,28,24.9
7,10.25,-10.2,114.8,209.3,-0.156,28.25,60.5,556.25,805,150.1,1527.15,3.73,0.35,96.885,34.6,25.3
7,10.75,-9.6,127.25,218.65,-0.156,28.85,57.9,601.65,866.65,157.1,1625.35,3.61,0.36,96.885,40.8,25.6
7,11.25,-9.7,136.9,235,-0.156,29.55,56.1,635.3,915.95,163.8,1730.6,3.44,0.355,96.88,46.65,26
7,11.75,-9,136.2,257.1,-0.168,29.9,54.3,664.6,950.3,169.05,1797.3,3.71,0.37,96.865,48.95,26.5
7,12.25,-9.6,140.75,261.7,-0.156,30.35,53.25,676.75,965.3,168.5,1821.95,3.695,0.36,96.85,50.85,26.9
7,12.75,-9.1,124.9,265.4,-0.168,30.75,51.75,647.3,932.1,165.6,1743.35,3.825,0.38,96.83,49.8,27.3
7,13.25,-7.5,122.8,256.5,-0.168,30.85,50.85,652.95,923.8,163.55,1749.8,3.88,0.375,96.805,48.85,27.6
7,13.75,-8.15,122.2,261.8,-0.168,31.25,49.7,634.6,895.5,163.95,1717.15,3.845,0.375,96.79,46.75,27.9
7,14.25,-7.65,107.4,242.85,-0.156,31.2,49.5,602.8,856.6,156.5,1614.3,3.775,0.36,96.78,43.2,28.1
7,14.75,-8.2,101.6,247.6,-0.168,31.2,49.9,566.4,807.6,150.7,1528.8,3.91,0.37,96.76,39.7,28.2
7,15.25,-7.4,89.7,228.8,-0.156,31.6,48.2,513.8,749.35,140.85,1423.05,3.88,0.36,96.74,34.25,28.4
7,15.75,-6.3,70.35,209.65,-0.168,31.55,48,440.95,657.2,129.45,1237.3,3.85,0.37,96.725,26.45,28.35
7,16.25,-5.6,54.95,194,-0.144,31.5,48.35,387,581.45,119.15,1105.25,3.86,0.35,96.715,20.15,28.3
7,16.75,-4.9,38.5,160.25,-0.144,31.25,49.05,318.9,496.25,106.6,944.5,3.935,0.35,96.705,13.2,28.2
7,17.25,-3.95,20.8,134.6,-0.138,31.1,49.9,243.25,399.85,88.85,739.45,3.89,0.335,96.69,7.25,28
7,17.75,-2.45,1.6,104.75,-0.132,30.45,52.15,160.95,300.65,70.2,531.75,3.785,0.33,96.68,2.4,27.8
7,18.25,-1,-20.4,74.6,-0.102,29.9,55.55,96.65,211.05,53.25,361.05,3.485,0.29,96.67,-1.2,27.6
7,18.75,0.9,-20.9,47.3,-0.084,29.1,59.85,37.5,121.85,33.55,194.3,3.205,0.27,96.675,-3.6,27.4
7,19.25,2.85,-22.7,23.9,-0.048,28.2,64.45,-7.8,46.05,12.7,76.3,2.545,0.21,96.68,-7,27.2
7,19.75,4.2,-24.4,13.55,-0.036,26.7,70.15,-28.15,6.05,1.4,11.35,2.225,0.18,96.7,-9.75,26.9
7,20.25,4.55,-22.7,8.5,-0.024,25.7,73.2,-32.25,0,0,0,2.14,0.15,96.7,-11.1,26.7
7,20.75,4.6,-22.75,8.85,-0.036,24.9,76.25,-32.25,0,0,0,2.095,0.18,96.72,-12.55,26.5
7,21.25,4.75,-20.9,8.4,-0.036,24.95,77.3,-31.85,0,0,0,2.085,0.17,96.76,-12.6,26.25
7,21.75,4.45,-21.35,7.65,-0.048,24.65,78.6,-31.3,0,0,0,2.305,0.2,96.795,-13.3,26.05
7,22.25,4.7,-23.9,8.25,-0.054,24.3,79.6,-30.5,0,0,0,2.45,0.21,96.805,-12.1,25.9
7,22.75,4.55,-20.95,8.2,-0.048,24.15,79.85,-30.25,0,0,0,2.43,0.205,96.795,-12.2,25.7
7,23.25,4.45,-25.05,8,-0.054,23.75,80.3,-30.3,0,0,0,2.455,0.21,96.785,-12.3,25.5
7,23.75,4.5,-23.7,7.45,-0.06,23.3,81.15,-29.5,0,0,0,2.57,0.23,96.78,-12.35,25.4
8,0.25,3,-21.2,4,-0.036,22.5,77.95,-27.35,0,0,0,2,0.17,96.805,-13.15,25.6
8,0.75,3.25,-21,4.3,-0.036,22.25,78.75,-27,0,0,0,2.01,0.17,96.805,-13.4,25.5
8,1.25,3.7,-20.6,3.6,-0.036,22.25,80.1,-26.7,0,0,0,2.065,0.17,96.82,-12.95,25.4
8,1.75,3.15,-21.35,3.45,-0.036,22,80.85,-26,0,0,0,2.06,0.18,96.8,-12.2,25.3
8,2.25,3.5,-22.05,3,-0.036,21.75,82.3,-25.7,0,0,0,2.175,0.18,96.795,-12.95,25.15
8,2.75,3,-18.1,1.7,-0.036,21.8,82.1,-25.25,0,0,0,2.065,0.19,96.815,-12.95,24.95
8,3.25,3.3,-17.5,1.8,-0.036,21.4,83.15,-24.5,0,0,0,1.93,0.175,96.81,-13.1,24.85
8,3.75,3.05,-16.5,1.2,-0.024,21.35,83.7,-23.6,0,0,0,1.865,0.16,96.815,-12.75,24.75
8,4.25,3.3,-15.15,2.85,-0.036,21.2,84.75,-23.3,0,0,0,1.825,0.16,96.81,-12.6,24.6
8,4.75,3.1,-15.35,1.5,-0.036,20.9,85.7,-23.2,0,0,0,1.79,0.16,96.82,-12.95,24.6
8,5.25,3.6,-15.35,1,-0.036,20.85,86.45,-22.4,0,0,0,1.84,0.165,96.845,-13.15,24.5
8,5.75,3.1,-14.25,2.7,-0.036,20.75,86.8,-15.55,5.85,1.2,12.4,1.84,0.17,96.875,-12.9,24.4
8,6.25,2.4,-10.35,9.55,-0.048,21.1,86.45,4.75,40.7,12.3,74.05,1.945,0.19,96.89,-10.7,24.4
8,6.75,0.6,-0.5,23.2,-0.048,21.85,82.7,47.35,123.1,32.55,199.15,2.275,0.21,96.905,-7.55,24.3
8,7.25,-0.5,11.1,40,-0.072,22.75,79.4,109.3,220.4,54.1,387,2.61,0.25,96.93,-3.4,24.3
8,7.75,-2.5,32.8,65.6,-0.096,23.95,75.3,181.25,326.5,76.45,595,2.885,0.29,96.94,1.6,24.35
8,8.25,-3.9,58.4,87.5,-0.12,24.8,70.4,260.15,429.75,96,823.45,3.07,0.32,96.95,7.4,24.5
8,8.75,-4.95,81.8,108.3,-0.132,25.95,65.3,326.95,527.15,112.2,1033.75,3.25,0.33,96.96,13.9,24.6
8,9.25,-5.55,100.85,122.3,-0.132,26.9,61.8,395.75,607.9,125.25,1183.05,3.35,0.33,96.96,19.45,24.9
8,9.75,-5,117.5,133.5,-0.144,27.4,58.65,461,682.8,134.45,1310.65,3.43,0.34,96.955,25.4,25.15
8,10.25,-6.5,132.35,155.9,-0.12,28.1,56.2,522.1,767.95,145.35,1470.2,3.24,0.32,96.945,31.7,25.45
8,10.75,-6.1,137.45,159.85,-0.108,28.7,54.1,569.15,820.2,152,1576.75,3.14,0.3,96.935,38.95,25.8
8,11.25,-6.1,140.55,176,-0.108,29.5,52.3,589.95,850.95,156.2,1633.35,3.13,0.3,96.92,43.35,26.3
8,11.75,-7.2,152.5,199.8,-0.12,30,51,624.7,891.1,161.35,1713.4,3.1,0.32,96.89,47.95,26.75
8,12.25,-6.2,161.65,208.5,-0.108,30.55,49.75,636.35,908,163.3,1754.4,3.01,0.3,96.87,51.9,27.25
8,12.75,-5.85,155.2,212.7,-0.108,30.8,47.65,634.4,902.35,163.6,1724.3,2.935,0.31,96.85,51.05,27.7
8,13.25,-6.6,151.85,207.35,-0.108,31.2,47.3,619.5,887.35,162.4,1719.65,2.88,0.3,96.835,51.7,27.9
8,13.75,-6.6,147.75,203,-0.12,31.5,45.8,592.45,850.55,157.75,1651.4,3,0.32,96.805,47.6,28.3
8,14.25,-5.7,137,204.9,-0.126,31.85,44.2,561.8,808.2,149.7,1571.35,3.15,0.325,96.775,43.1,28.55
8,14.75,-5.2,115.7,192.5,-0.12,32.05,43.8,513.9,749.45,142.25,1454.75,3.44,0.32,96.77,37.2,28.7
8,15.25,-5.35,103.25,178.45,-0.138,32.1,43.6,460.9,690.2,133.3,1324.4,3.26,0.34,96.72,29.2,28.8
8,15.75,-4.3,89.25,166.8,-0.132,32.1,43.2,396.8,607.85,122.85,1156.7,3.38,0.33,96.71,23.6,28.85
8,16.25,-4.1,65.5,150.5,-0.12,32.15,43.5,324.75,512.5,109.95,987.45,3.4,0.32,96.695,17.2,28.75
8,16.75,-2.75,42.3,122,-0.132,32,42.35,253.5,418.95,94.65,809.95,3.58,0.33,96.68,10.4,28.6
8,17.25,-1.7,20.8,95.6,-0.12,31.6,43.8,182.15,325.05,76.65,602.6,3.54,0.32,96.65,4.45,28.5
8,17.75,-0.5,0.6,68.8,-0.108,31.05,46.85,111.65,225.6,57.55,402.9,3.44,0.3,96.635,-0.5,28.3
8,18.25,0.3,-14.8,39.5,-0.084,30.3,50.8,48.5,141.6,37.2,226.6,2.85,0.27,96.64,-4.15,28.1
8,18.75,1.55,-21,21.45,-0.06,29,56.6,1.5,58,16.1,91.4,2.42,0.22,96.65,-7.05,27.9
8,19.25,2.7,-24.6,10.65,-0.036,27.7,60.6,-22.8,8.2,1.8,15.6,1.995,0.165,96.65,-10.35,27.6
8,19.75,3.45,-21.85,7.3,-0.036,26.5,65.4,-31,0,0,0,1.93,0.16,96.67,-12.8,27.3
8,20.25,2.9,-21.1,6.7,-0.024,25.7,67.6,-30.6,0,0,0,1.955,0.15,96.7,-13.6,27
8,20.75,3.1,-22.2,7,-0.036,25,69.8,-30.5,0,0,0,2.135,0.16,96.74,-13.5,26.9
8,21.25,3.3,-26.6,7,-0.036,24.9,71.3,-30.2,0,0,0,2.26,0.18,96.77,-13.4,26.6
8,21.75,3.55,-26.55,6,-0.042,24.5,72.1,-29.7,0,0,0,2.2,0.185,96.78,-13.7,26.5
8,22.25,3.5,-23.6,5.5,-0.036,23.9,72.6,-29.7,0,0,0,2.19,0.18,96.79,-13.1,26.3
8,22.75,3.1,-24.5,5,-0.048,23.4,74.9,-29.2,0,0,0,2.25,0.19,96.81,-13.05,26.1
8,23.25,3.35,-24.1,4.3,-0.048,23.2,75.8,-28.7,0,0,0,2.05,0.19,96.81,-13.2,25.9
8,23.75,3.1,-21.55,4.6,-0.036,22.7,78.7,-27.6,0,0,0,2.17,0.18,96.8,-13.6,25.8
9,0.25,2.8,-20.7,5,-0.024,18.45,79.35,-36,0,0,0,2.03,0.155,96.905,-19.1,22.1
9,0.75,3,-21.55,5.6,-0.036,18.4,79.65,-36,0,0,0,2.01,0.16,96.91,-17.85,22
9,1.25,2.75,-19.4,4.6,-0.036,18.15,80.85,-34.7,0,0,0,1.91,0.16,96.9,-18.8,21.9
9,1.75,2.7,-18.5,3.9,-0.036,18.05,81.55,-34.2,0,0,0,2.05,0.16,96.89,-18.15,21.8
9,2.25,2.8,-17.7,4.5,-0.024,17.85,81.2,-32.35,0,0,0,1.98,0.16,96.885,-17.75,21.7
9,2.75,2.6,-18.8,4.75,-0.036,17.7,81.95,-33.45,0,0,0,2.07,0.16,96.86,-18.05,21.6
9,3.25,2.7,-17.25,4.4,-0.036,17.6,82.35,-32.95,0,0,0,2.11,0.175,96.875,-18.1,21.5
9,3.75,2.9,-19.4,4.55,-0.048,17.35,82.9,-31.7,0,0,0,2.07,0.195,96.88,-18,21.4
9,4.25,2.9,-19.6,5.45,-0.036,17.4,83.7,-31.45,0,0,0,2.04,0.19,96.88,-16.9,21.3
9,4.75,2.6,-16.1,3.6,-0.048,17.4,84.55,-29.85,0,0,0,2.22,0.19,96.895,-17,21.2
9,5.25,2.65,-17.5,3.3,-0.048,17.2,85.15,-32.4,0,0,0,2.25,0.195,96.91,-17,21.1
9,5.75,2.6,-16.35,3.1,-0.036,17.15,85.35,-30.75,0.1,0,0,2.1,0.18,96.93,-17.15,21
9,6.25,2.5,-17.2,4.9,-0.036,17.2,85.55,-21.4,10.05,2.5,18.2,2.22,0.18,96.93,-17.2,20.9
9,6.75,1.35,-9.8,14.35,-0.048,17.35,85.15,7,69,20.6,101.4,2.33,0.19,96.955,-15.55,20.9
9,7.25,-0.4,2.4,33.1,-0.06,17.8,82.8,60.4,161.75,42.2,268.35,2.6,0.22,96.98,-11.05,20.9
9,7.75,-1.9,22,55.8,-0.084,18.9,77.4,124.15,268.7,64.3,474.5,2.87,0.27,96.98,-5.05,20.9
9,8.25,-3.2,46.3,75.75,-0.108,20.05,72.5,179.9,369.4,81.5,675.35,3.21,0.29,96.98,0.6,20.9
9,8.75,-3.8,75.25,92.75,-0.126,21.3,66.5,258.3,463.9,97.8,847.9,3.57,0.325,97.01,7.8,21.1
9,9.25,-4.6,101.2,110.3,-0.132,22.15,60.25,339.5,559.15,111.2,1027.05,3.67,0.33,97.03,14.2,21.25
9,9.75,-5.05,120.75,127,-0.156,23.1,57.25,397.45,646.25,123.5,1195.3,3.88,0.36,97.035,21.7,21.55
9,10.25,-4.95,146.35,145.8,-0.168,23.95,53.8,449.85,716.8,133.8,1321.1,3.86,0.37,97.045,27.75,21.8
9,10.75,-5.4,158,154.25,-0.156,24.5,51.4,501.85,774.1,141.4,1432.95,3.72,0.36,97.02,35.2,22.15
9,11.25,-5.25,166.1,167.5,-0.156,25.35,49.1,523,809.8,146.7,1497.7,3.52,0.36,96.995,40.4,22.5
9,11.75,-5.25,174.85,178,-0.156,25.8,47.8,556.15,846.85,152.8,1558.55,3.455,0.355,96.975,46.65,23.05
9,12.25,-4.9,174.55,178.6,-0.144,26.1,46.1,554.5,851.4,152.5,1563.45,3.51,0.35,96.94,49.8,23.5
9,12.75,-4.65,169.9,179.4,-0.144,26.6,44.85,549.7,845.2,152.5,1559.65,3.32,0.34,96.905,48.6,23.95
9,13.25,-4.8,161.6,182.4,-0.144,26.95,43.45,519.7,804.9,147.1,1493.5,3.46,0.35,96.875,47.2,24.5
9,13.75,-4.8,149.45,175.2,-0.144,27.25,42.2,489.35,776.25,141.7,1441.05,3.32,0.34,96.845,42.1,24.7
9,14.25,-4.55,135.95,166.2,-0.132,27.4,41.1,452.8,728.3,135.9,1349.3,3.45,0.33,96.83,37.5,24.7
9,14.75,-4,110.95,154.65,-0.132,27.5,40.9,393.9,635.4,125,1208.5,3.67,0.34,96.8,30.4,24.9
9,15.25,-3.65,93,140.95,-0.132,27.5,40.8,334.4,574.85,113.3,1057.2,3.55,0.33,96.79,22.85,24.95
9,15.75,-3.3,70.95,121.65,-0.132,27.55,40.7,264.3,484.95,101.3,896.3,3.51,0.33,96.79,15.05,24.95
9,16.25,-2.6,42.2,108.1,-0.12,27.2,40.8,191.4,393.5,87.3,721.75,3.465,0.32,96.785,8.55,24.85
9,16.75,-1.9,20.6,91,-0.132,26.9,41.95,126.1,288.85,71.4,529.55,3.62,0.33,96.795,2.9,24.6
9,17.25,-0.6,0.95,62.35,-0.108,26.4,45.05,63.15,187.65,51.95,337.35,3.345,0.3,96.79,-2.9,24.5
9,17.75,0.5,-16.8,37.1,-0.072,25.1,48.5,11.7,99.7,28.55,162.9,2.59,0.25,96.78,-7.75,24.25
9,18.25,1.4,-16.15,17.5,-0.042,23.35,55.5,-27.25,29.15,8.15,51.55,2.125,0.185,96.78,-12,24
9,18.75,2.7,-14.9,9.75,-0.024,21.9,61.5,-43.5,2.2,0.3,4.9,1.79,0.15,96.79,-15.9,23.7
9,19.25,2.85,-18,10,-0.024,20.7,64.4,-43.85,0,0,0,2.005,0.15,96.805,-18.9,23.5
