DOY2,HR2,G_2_1_1,G_3_1_1,G_4_1_1,USTAR,FC,LE,H,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN_1_2_1,PPFD_OUT,TA_1_2_1,TA_1_2_2,TA_1_3_1,TA_1_3_2,RH_1_2_1,RH_1_3_1,WS_1_2_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_6_1_1,TS_6_2_1,TS_6_3_1,PPFD_IN_1_1_1,TA_1_1_1,TA_1_1_2,RH_1_1_1,WS_1_1_1
1,0.25,-11.5203,-5.6280675,-10.0727,0.00398165155,-0.1821704545,-6.2955,-44.605,-74.1852325,-2.86105675,-2.81876775,123.63745,163.326275,-0.222551975,-0.330149425,-35.722525,-35.38945,-36.308225,-35.8435,67.2601075,65.097335,0.4477,-10.266625,-9.9252,-9.6612625,-9.1264,-6.131775,-2.433175,-13.03875,-12.47375,-11.465375,-9.940675,-7.166325,-3.3982625,-10.6125,-9.4965,-9.0844375,-11.305375,-9.8582,-8.8327875,-12.151,-11.759625,-10.702,-11.8035,-11.87875,-11.387125,-10.60912,-28.36065,-30.7979,68.93608,0.660377
1,0.75,-11.671625,-5.6797625,-9.93386,0.0169033536,-0.3301363635,-9.20755,-43.625,-74.0085,-3.032343,-3.13032,122.459425,162.21805,-0.283100275,-0.4063127,-36.40555,-34.986275,-36.3189,-36.21915,66.7648425,64.53968,0.29929275,-10.289125,-9.927625,-9.6506625,-9.119125,-6.1412875,-2.4324125,-13.0925,-12.556125,-11.502125,-9.9532875,-7.1752375,-3.4088375,-10.599875,-9.4955125,-9.0825375,-11.40025,-9.9223625,-8.8276,-12.1695,-11.803,-10.7005,-11.75725,-11.86925,-11.4195,-10.133905,-28.864575,-31.470125,67.4991475,0.35815575
1,1.25,-11.8533,-5.8596575,-10.317025,0.004103520475,-0.2541931815,-3.276925,-38.79625,-70.861815,-2.9481815,-2.58036925,121.443075,162.14265,-0.20292195,-0.444065475,-36.6503,-35.434,-36.314275,-36.0988,65.68546,63.8986925,0.4181185,-10.306125,-9.94745,-9.6708875,-9.1362125,-6.1499125,-2.4357,-13.163125,-12.618125,-11.54025,-9.9697875,-7.189325,-3.4245,-10.581625,-9.504975,-9.085725,-11.42875,-10.0387375,-8.8424125,-12.167,-11.840375,-10.702,-11.73425,-11.872625,-11.45075,-9.12172125,-29.037225,-31.312475,67.52691,0.711941
1,1.75,-11.906125,-5.959495,-10.329325,0.002277733875,-0.0594278411,-3.9905,-48.63625,-69.86772,-2.712232,-2.344084,120.793975,161.8354,-0.1970216,-0.3771157,-36.304075,-35.3556,-35.869375,-35.44985,65.3471475,63.526075,0.4391385,-10.3275,-9.98275,-9.707925,-9.163375,-6.1607375,-2.4521375,-13.26375,-12.648,-11.600625,-9.988525,-7.202475,-3.4486125,-10.56075,-9.5175,-9.0898375,-11.458875,-10.101875,-8.8406,-12.16625,-11.856625,-10.706625,-11.772625,-11.8785,-11.436625,-13.67305,-29.3502,-31.484775,68.2745775,0.64851275
1,2.25,-12.029425,-6.08332,-10.0107475,0.0070057275,-0.061509090675,-5.468,-54.087,-71.24813,-3.033303,-2.9540955,120.625875,160.6506,-0.34220945,-0.409199125,-37.338725,-35.2432,-36.242425,-35.39765,65.02326,63.7359075,0.36992425,-10.350875,-9.9959,-9.7220625,-9.171875,-6.17105,-2.4659,-13.291375,-12.68275,-11.64125,-10.015375,-7.2142125,-3.4576875,-10.5355,-9.5266,-9.0925375,-11.4885,-10.0968,-8.85055,-12.17175,-11.874,-10.710375,-11.808625,-11.88875,-11.42675,-13.0084,-29.5746,-31.45535,68.2814575,0.505905
1,2.75,-12.113225,-6.2929025,-10.1081,0.0033255078,-0.037486363325,-4.1915,-49.24,-71.87209,-2.490608,-2.54055075,120.433775,160.302825,-0.294096075,-0.46026485,-37.617275,-34.84475,-36.2966,-36.2253,65.452515,65.3597625,0.4803105,-10.373875,-9.99665,-9.7074,-9.154575,-6.184725,-2.4611375,-13.37025,-12.718875,-11.65825,-10.0453125,-7.2235625,-3.46205,-10.52725,-9.54255,-9.0943625,-11.52025,-10.094125,-8.9042125,-12.191625,-11.88425,-10.709375,-11.854625,-11.899125,-11.423,-6.2496125,-29.589125,-31.483975,68.8399725,0.48893125
1,3.25,-12.091725,-6.1078,-10.357975,0.00536536065,-0.006462386,-3.707,-47.642,-75.823195,-2.6475415,-2.473234,120.2644,159.890725,-0.290831425,-0.587359175,-37.4465,-35.10575,-36.7964,-36.5771,65.4141175,64.64176,0.47673425,-10.38525,-9.996025,-9.68245,-9.1369875,-6.1958,-2.4468625,-13.4345,-12.754125,-11.683125,-10.0659875,-7.23155,-3.464525,-10.529125,-9.556875,-9.09445,-11.49125,-10.090625,-8.94375,-12.21425,-11.903375,-10.71375,-11.899,-11.91025,-11.426875,-8.15958375,-29.76875,-31.620275,66.0287,0.56430625
1,3.75,-12.208775,-6.129325,-10.53975,0.00335571465,-0.083151704225,-4.9295,-78.8665,-72.74066,-3.115639,-3.077916,120.273375,159.515875,-0.204184825,-0.432363,-37.870475,-35.60225,-37.2283,-37.10025,65.585485,62.62421,0.308699,-10.39425,-10.0016375,-9.6622,-9.127575,-6.2046125,-2.44375,-13.538625,-12.7915,-11.704,-10.085175,-7.2402625,-3.46,-10.57375,-9.56705,-9.0957,-11.43675,-10.0845,-8.9828,-12.235875,-11.8885,-10.742,-11.95375,-11.942125,-11.42525,-7.17976875,-30.40125,-31.972725,64.6750675,0.5407935
1,4.25,-12.2553,-6.1017475,-10.2249,0.008245234325,-0.41010454515,-4.460675,-66.447,-71.93763,-3.298623,-3.59282625,120.344575,160.61505,-0.158028725,-0.794571225,-38.039575,-36.316875,-37.432325,-37.0345,65.178395,60.97707,0.40961525,-10.41125,-10.0170625,-9.6541875,-9.120475,-6.2154375,-2.4484125,-13.679625,-12.838,-11.70625,-10.073575,-7.24605,-3.4473125,-10.60425,-9.5775875,-9.0983,-11.53125,-10.08075,-9.0121875,-12.25925,-11.870375,-10.76875,-12.011,-11.9825,-11.434,-7.30224875,-31.001125,-31.85485,63.2650575,0.58477675
1,4.75,-12.5462,-6.0822325,-10.8301,0.0023102743,-0.1714433523,-4.8067,-56.9355,-72.54731,-3.0067775,-3.42042925,120.379475,161.408975,-0.33472915,-0.54355815,-37.853275,-35.3765,-37.626125,-36.999,64.436375,61.957315,0.31052375,-10.43725,-10.0362625,-9.6546875,-9.116125,-6.2208,-2.4545375,-13.79375,-12.87175,-11.7705,-10.0622,-7.250075,-3.4501875,-10.638875,-9.5939625,-9.1001625,-11.58475,-10.086,-9.064425,-12.28825,-11.8605,-10.801375,-12.076875,-12.01875,-11.438375,-9.12204,-31.999075,-32.0939,62.765575,0.69078525
1,5.25,-12.691575,-6.1918875,-10.66465,0.0113847062,-0.100596590925,-1.5668,-44.4455,-73.175695,-3.0301725,-3.4742045,120.714325,161.553725,-0.36335735,-0.3903622,-38.455325,-35.22875,-37.921075,-36.939875,64.6810625,62.14415,0.297616,-10.453,-10.0507375,-9.6513625,-9.1078,-6.2304625,-2.4521125,-13.85475,-12.93225,-11.839,-10.045775,-7.247875,-3.446725,-10.690375,-9.6152875,-9.1031375,-11.6355,-10.126625,-9.0966875,-12.31475,-11.864875,-10.8315,-12.1445,-12.0575,-11.446,-11.013275,-32.3154,-32.19735,61.8729,0.54381525
1,5.75,-12.70005,-6.0912925,-10.6686,0.023166911575,-0.3602840907,-4.88045,-39.2025,-73.89134,-3.014041,-3.72894,120.52475,160.981575,-0.276481275,-0.4141257,-38.701225,-36.4544,-38.172075,-36.552625,64.1594675,62.0620325,0.336705,-10.44625,-10.0616375,-9.640125,-9.0946875,-6.2407125,-2.455475,-13.8875,-12.965625,-11.892125,-10.034775,-7.243925,-3.4518875,-10.736875,-9.6295,-9.104825,-11.669375,-10.121125,-9.1395375,-12.33725,-11.875375,-10.85975,-12.1615,-12.094125,-11.452875,-9.14374625,-32.971925,-32.6573,63.2357275,0.5288685
1,6.25,-13.110025,-6.26533,-10.4602,0.0045932624,-0.0155910003,-2.65355,-43.0695,-75.19527,-3.3671015,-4.15536775,119.885175,161.255975,-0.195791925,-0.449820275,-38.69435,-36.048975,-38.52075,-36.531875,63.4910125,62.7335825,0.3219195,-10.4435,-10.0820125,-9.6342125,-9.086175,-6.2508625,-2.463975,-13.907125,-12.958375,-11.8875,-10.028125,-7.243275,-3.4594125,-10.78025,-9.6478625,-9.1100125,-11.688,-10.132,-9.19535,-12.35925,-11.88675,-10.8895,-12.186,-12.129875,-11.459375,-7.810925,-33.107175,-32.60615,63.554115,0.51911025
1,6.75,-13.06805,-5.957725,-10.468325,0.006223289625,-0.08338352265,-2.6638,-36.5225,-72.853165,-2.9801485,-3.1865785,119.6059,161.626775,-0.188689325,-0.46228565,-38.928425,-36.597825,-38.6265,-36.54975,63.08145,62.7363625,0.3153775,-10.44025,-10.1125625,-9.631475,-9.0802125,-6.256675,-2.4749625,-13.938,-12.95275,-11.876,-10.0239625,-7.2457125,-3.4671625,-10.804375,-9.6543625,-9.1174625,-11.722,-10.134475,-9.228425,-12.38375,-11.912,-10.917375,-12.223875,-12.142,-11.4685,-9.544635,-32.536075,-31.86565,64.42773,0.5221035
1,7.25,-13.178775,-5.9267025,-10.50665,0.0077153088,-0.07560113625,-4.504975,-67.6025,-73.443115,-2.6939305,-3.48847775,118.9965,161.420025,-0.20002365,-0.405984225,-39.13995,-36.8035,-39.0142,-36.8935,63.7428275,62.64927,0.43190925,-10.43525,-10.141625,-9.63955,-9.08185,-6.2610375,-2.483125,-14.00125,-12.954625,-11.87325,-10.0148125,-7.245525,-3.4693125,-10.82475,-9.6575125,-9.1220875,-11.75825,-10.1235625,-9.2174375,-12.407125,-11.929,-10.935,-12.28225,-12.14825,-11.475125,-9.3034875,-33.4532,-32.648275,65.525955,0.596
1,7.75,-13.330125,-6.284025,-10.634,0.0069461712,-0.26662954545,-12.6015,-31.706,-71.84454,-3.6213945,-4.21471925,119.091375,159.808125,-0.361348,-0.5028114,-38.9346,-37.032575,-37.44325,-35.68285,62.54941,62.6999875,0.32053525,-10.43165,-10.16715,-9.640815,-9.080455,-6.272665,-2.491315,-14.06955,-12.9944,-11.87075,-10.014045,-7.24321,-3.478375,-10.83395,-9.658865,-9.13237,-11.75235,-10.124785,-9.23291,-12.43915,-11.9533,-10.9586,-12.3409,-12.16205,-11.50045,-6.9632725,-33.13855,-32.777,66.2969,0.5577495
1,8.25,-13.5849,-6.2300875,-10.884025,0.0041338008,-0.300877841125,-9.844,-36.20625,-72.29921,-4.066655,-4.7908835,119.125275,160.256875,-0.324739425,-0.511428425,-37.906575,-35.887975,-36.6184,-35.37505,60.956935,60.6382825,0.2670745,-10.437975,-10.201075,-9.636205,-9.07419,-6.292245,-2.4950675,-14.124825,-13.034075,-11.88755,-10.014345,-7.2467325,-3.4830425,-10.84055,-9.66228,-9.14045,-11.7071,-10.1226,-9.218025,-12.477,-11.9746,-10.980225,-12.401125,-12.178475,-11.504675,-10.42132,-32.598825,-32.48165,67.4428,0.3784295
1,8.75,-13.583625,-6.1691775,-10.8462,0.005803235825,-0.314194886775,-9.4785,-43.35875,-72.177015,-2.767019,-3.54066775,118.82045,159.490175,0.293129225,0.036750775,-39.069175,-35.746725,-36.73315,-36.17745,61.5170825,61.2654525,0.369104,-10.46935,-10.238875,-9.6458475,-9.062085,-6.301205,-2.4933725,-14.1421,-13.0008,-11.8991,-10.0034525,-7.2467625,-3.49541,-10.8335,-9.6685475,-9.15054,-11.684875,-10.102305,-9.2259175,-12.50865,-11.995275,-10.99075,-12.460575,-12.1888,-11.50975,-6.158441,-32.738675,-32.34335,67.733665,0.5561455
1,9.25,-13.57875,-6.143395,-10.90815,0.0020441286,-0.0758295455,-10.912575,-195.788,-66.90224,0.241742,-2.52179,119.21365,160.455875,3.7188935,1.587842,-38.608075,-36.5145,-37.25725,-36.6424,63.84254,62.231595,0.28473575,-10.526575,-10.2442,-9.68646,-9.0737175,-6.3188225,-2.4936925,-14.184375,-12.982875,-11.87185,-10.003115,-7.2525975,-3.4996075,-10.835375,-9.6758825,-9.16176,-11.70695,-10.1118875,-9.20695,-12.5576,-12.02915,-10.999925,-12.5423,-12.217175,-11.5228,-2.08534645,-33.660475,-32.8153,67.4000875,0.49152825
1,9.75,-13.3175,-6.2170875,-10.868375,0.009172971225,-0.0942881819,-4.6714,-92.7375,-57.91763,6.841974,1.29063075,118.77925,164.1759,14.644665,6.26656925,-36.620075,-35.91925,-36.291,-35.9044,63.992985,62.9300875,0.22952925,-10.5827,-10.26615,-9.7644725,-9.108195,-6.35298,-2.49719,-14.25055,-12.98985,-11.89355,-10.13175,-7.271475,-3.4835775,-10.853425,-9.6790825,-9.1919275,-11.716425,-10.1273075,-9.191215,-12.6482,-12.10965,-11.0113,-12.603475,-12.29445,-11.583225,22.71707,-32.924875,-32.330225,66.3903825,0.4226945
1,10.25,-13.17865,-6.209675,-11.083575,0.0043553362,-3.073323863325,-1.41045,-79.88075,-36.80109,15.4244825,5.222067,119.226325,171.588275,35.6775575,14.8501875,-36.3868,-35.5766,-37.4528,-34.92715,64.078885,63.4511075,0.235223,-10.56175,-10.293,-9.8241125,-9.1234375,-6.3449875,-2.50205,-14.302125,-12.994625,-11.9325,-10.158625,-7.291525,-3.4804625,-10.882875,-9.6791625,-9.194475,-11.72275,-10.1111375,-9.1656,-12.616125,-12.103625,-11.02025,-12.6235,-12.336,-11.6115,48.42625,-29.94115,-30.45405,64.5062175,0.43802275
1,10.75,-13.174275,-6.0476125,-10.990925,0.0090415373,-0.40661988665,-3.4521,-32.21,-25.6922425,24.4957475,9.42695325,119.8945,175.455,51.8335175,21.768855,-34.425825,-34.6646,-34.45045,-34.52145,64.11819,64.0209425,0.3407975,-10.551625,-10.305125,-9.8800125,-9.1362125,-6.3526625,-2.5041875,-14.376625,-13.066625,-11.976375,-10.1795,-7.3126125,-3.5071,-10.899125,-9.6813625,-9.1906375,-11.716375,-10.12115,-9.1500125,-12.546375,-12.081375,-11.038125,-12.638,-12.32575,-11.592,59.3514,-27.582475,-29.26885,62.7341425,0.568473
1,11.25,-13.02675,-6.327685,-10.9402,0.0028132925,-0.01184386365,-1.891,-32.7535,-17.7159725,30.29537,12.139225,120.78855,180.174825,64.3085375,25.50072,-32.90415,-33.489625,-32.5046,-32.435725,61.6618925,61.5878875,0.36850525,-10.56225,-10.297375,-9.933175,-9.15475,-6.3872625,-2.51345,-14.33575,-12.995,-11.97675,-10.2535,-7.3895,-3.507325,-10.9055,-9.6826125,-9.1686375,-11.639,-10.0987375,-9.1327375,-12.52425,-12.091,-11.055125,-12.622125,-12.36675,-11.657625,100.20239,-26.14935,-28.36085,61.7041925,0.55780975
1,11.75,-12.663125,-6.116305,-11.185325,0.0291058703821429,-0.06387784055,-0.82117,-250.3475,5.34309625,34.3722175,13.2043375,121.842225,186.41205,81.491535,31.37615,-31.678175,-32.4448,-31.34855,-31.367,59.5233025,56.75541,0.3567445,-10.543875,-10.247125,-9.9195375,-9.1423375,-6.361425,-2.4911875,-14.065,-12.875375,-11.928625,-10.243375,-7.4177875,-3.4825,-10.890375,-9.65765,-9.1448875,-11.5655,-10.054225,-9.1086125,-12.4655,-12.08725,-11.060375,-12.54225,-12.365375,-11.6795,114.89125,-24.92245,-27.37715,56.5364625,0.43594125
1,12.25,-12.159925,-6.273255,-11.1937,0.01744233885,-0.137076136,-0.20847,-7.7445,9.0512405,35.46037,16.64354,124.256075,190.41715,80.85731,32.04019,-30.89315,-32.310875,-30.599975,-30.2844,55.492295,53.948465,0.3854095,-10.50995,-10.20595,-9.88048,-9.1009,-6.335625,-2.459265,-13.62865,-12.86735,-11.9513,-10.17045,-7.399475,-3.46012,-10.86005,-9.62671,-9.108975,-11.4885,-10.00617,-9.08864,-12.3859,-12.06525,-11.05485,-12.43425,-12.3417,-11.6708,129.60185,-24.0638,-26.4107,54.4462475,0.691355
1,12.75,-11.877025,-5.7902425,-11.047475,0.0038434522,-0.6262738636,-2.1846,-8.4805,10.22483675,40.092335,17.483655,124.533175,193.61725,83.17303,34.484685,-30.058675,-32.4047,-30.224825,-29.21355,51.00112,51.56758,0.4891785,-10.4584,-10.1246,-9.85614,-9.07233,-6.324985,-2.439375,-13.3391,-12.7566,-11.88555,-9.995995,-7.364845,-3.41977,-10.8322,-9.606005,-9.087035,-11.42125,-9.93898,-9.051675,-12.3,-11.9989,-11.044,-12.3307,-12.2755,-11.6433,147.5594,-23.56375,-25.472625,52.6770325,0.68318725
