DOY2,HR2,FC,CO2,CO2_SIGMA,LE,H2O,H2O_SIGMA,H,T_SONIC,T_SONIC_SIGMA,WS,USTAR,W_SIGMA,U_SIGMA,V_SIGMA,TA,VPD,RH,PA,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_A,TS_1_5_A,G_1_1_A,NETRAD,SW_IN_1_1_1,PPFD_IN,PPFD_OUT,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,PPFD_DIF,TAU,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_4_2_1,G_4_3_1,G_4_4_1,G_4_5_1,NETRAD_1_1_2
1,0.25,1.60388,422.1560325,2.385163,-0.17908,8.16132,0.077498,-13.51875,11.4815,0.401431,1.1977,0.1172,0.136132,0.372747,0.347073,6.4113,1.00825,89.029,100.15,8.6427,9.05333,9.82667,10.608,11.336,-12.808,-33.4155,0,0,0,0,0,303.31,339.05,0.676,-0.0135093,9.315,9.79,10.59,11.34,12.15,9.035,9.46,10.325,11.31,11.99,9.74,10.205,10.77,11.49,12.165,-9.56666,-13.92875,-13.26415,-1.8335,-2.3105,-1.508,-0.679,-0.611,-49.46
1,0.75,1.3806,421.4206685,2.4196145,0.0651721,8.086804,0.081827,-13.245,11.368,0.395854,1.2409,0.116319,0.1365265,0.3691475,0.358622,6.3096,0.971625,89.8065,100.14,8.5375,8.9874,9.77835,10.59685,11.335,-12.9335,-31.186,0,0,0,0,0,304.01,338.5,0.676,-0.01217705,9.28,9.73,10.53,11.31,12.14,8.955,9.425,10.29,11.265,11.985,9.71,10.125,10.715,11.47,12.165,-9.56666,-14.10815,-13.4433,-1.838,-2.3505,-1.55,-0.6985,-0.611,-48.23
1,1.25,1.56777,422.153854,2.332166,-0.18582,8.03061,0.076113,-13.795,11.232,0.379071,1.2205,0.115955,0.1337145,0.361388,0.346078,6.178,0.968225,89.517,100.15,8.50165,8.9442,9.713335,10.58585,11.33,-13.065,-31.935,0,0,0,0,0,304.36,337.985,0.676,-0.0120561,9.185,9.68,10.48,11.28,12.145,8.875,9.345,10.245,11.24,11.975,9.685,10.095,10.665,11.46,12.165,-9.56666,-14.46695,-13.3239,-1.8395,-2.3865,-1.599,-0.744,-0.6425,-47.685
1,1.75,1.4679,421.618725,2.351794,0.050899,8.074085,0.075273,-13.1885,11.153,0.3869075,1.2316,0.1161,0.13378,0.355373,0.346194,6.0897,0.93711,89.2655,100.16,8.4466,8.87045,9.65,10.57485,11.3285,-12.9775,-30.337,0,0,0,0,0,304.13,337.73,0.676,-0.0113396,9.11,9.6,10.46,11.25,12.14,8.86,9.285,10.2,11.205,11.985,9.645,10.055,10.605,11.445,12.17,-9.84852,-14.4262,-13.3239,-1.817,-2.3285,-1.63,-0.747,-0.676,-49.605
1,2.25,1.6572,422.9631265,2.164737,0.3637055,7.948946,0.0731035,-14.138,11.161,0.386212,1.229125,0.1194805,0.139359,0.3655405,0.3507235,5.978,0.96876,89.045,100.16,8.39725,8.82835,9.61375,10.54185,11.328,-12.9937,-29.17,0,0,0,0,0,307.07,337.65,0.676,-0.0138109,9.065,9.56,10.45,11.24,12.135,8.835,9.235,10.155,11.175,11.97,9.59,10.005,10.54,11.425,12.165,-10.33765,-14.8666,-13.3239,-1.8275,-2.399,-1.6425,-0.759,-0.679,-41.23
1,2.75,1.4976,423.046089,2.272584,0.524855,7.7898455,0.0754669,-13.5335,11.091,0.391267,1.2313,0.118415,0.137259,0.374353,0.35144,6.003,0.93304,89.606,100.16,8.3101,8.757,9.5767,10.513,11.3267,-12.833,-31.4485,0,0,0,0,0,306.055,336.8,0.676,-0.0140696,9.02,9.52,10.395,11.22,12.13,8.77,9.195,10.095,11.14,11.97,9.485,9.94,10.53,11.405,12.16,-10.38735,-14.9563,-14.1598,-1.851,-2.381,-1.698,-0.7985,-0.684,-44.975
1,3.25,1.4044,423.1519345,2.2167465,0.77651,7.717339,0.0763439,-13.51,10.8705,0.3903845,1.25376,0.117676,0.135377,0.3576335,0.3529375,5.808,0.99419,89,100.15,8.26595,8.711,9.527735,10.48585,11.326,-13.009,-30.571,0,0,0,0,0,307.215,336.61,0.676,-0.0124937,9.035,9.485,10.35,11.205,12.125,8.715,9.12,10.065,11.125,11.965,9.425,9.92,10.52,11.395,12.17,-10.3791,-14.9563,-14.2366,-1.8755,-2.359,-1.731,-0.8115,-0.7235,-48.965
1,3.75,1.48745,423.104133,2.0975445,0.50915,7.768427,0.0750971,-13.116,10.791,0.3838095,1.2408,0.11573,0.135584,0.357665,0.349961,5.689,0.99643,88.519,100.135,8.2291,8.6435,9.4627,10.483,11.326,-12.8055,-28.859,0,0,0,0,0,307.425,336.545,0.676,-0.0103979,9.03,9.46,10.3,11.195,12.13,8.67,9.035,10.035,11.09,11.965,9.38,9.875,10.495,11.385,12.18,-10.6941,-15.1031,-14.06595,-1.8755,-2.3985,-1.751,-0.816,-0.747,-46.6
1,4.25,1.4073,423.602825,2.28342,0.88766,7.748136,0.0768474,-14.1921,10.703,0.3970325,1.2637,0.118885,0.13475,0.359444,0.350263,5.554,1.03,88.378,100.13,8.2085,8.61,9.4239,10.445,11.323,-12.883,-30.4515,0,0,0,0,0,305.545,335.8,0.676,-0.01444155,8.915,9.425,10.255,11.17,12.12,8.63,9.005,10.015,11.07,11.97,9.33,9.825,10.475,11.375,12.185,-10.6941,-14.98075,-14.43275,-1.893,-2.423,-1.745,-0.843,-0.747,-46.4
1,4.75,1.4076,422.61447,2.31678,0.80497,7.689597,0.075691,-13.439,10.6,0.3941145,1.24665,0.11508,0.1342855,0.3592075,0.347539,5.4895,1.04675,88.567,100.12,8.1973,8.6167,9.3925,10.403,11.3133,-13.1445,-28.845,0,0,0,0,0,306.395,335.43,0.676,-0.0134664,8.86,9.335,10.185,11.125,12.12,8.635,9.025,9.99,11.035,11.955,9.245,9.775,10.445,11.35,12.175,-10.6941,-15.02965,-14.54365,-1.942,-2.454,-1.746,-0.859,-0.767,-43.79
