DOY2,HR2,TAU,H,LE,FC,CO2,H2O,T_SONIC,PA,VPD,WS,USTAR,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_2_1_1,PPFD_IN,RH,TA,SW_IN,SW_OUT,LW_IN,LW_OUT
1,5.25,-0.00699874,-9.03580967719567,4.2969,1.96248,465.609086021237,6.94207222975412,5.66500000000002,102.41,1.65083,1.56109,0.0744,6.8785,9.675,10.925,-27.335,-29.11,0,91.05,5.0725,-1.103,1.1705,311.67,334.955
1,5.75,-0.00860614,-8.7782884893673,7.195875,1.79913467448445,467.977196313934,6.69970986677586,5.46152976608203,102.412,1.7949126983997,1.52990990087057,0.0987,6.8155,9.565,10.94,-26.825,-29.145,0,90.9,4.8295,-1.3005,1.0305,311.885,334.465
1,6.25,-0.00952025,-11.1223594801471,5.72551,1.5335413489621,467.521950636749,6.7298,5.42615679083903,102.404712222222,1.92882600883802,1.687445,0.08549795,6.7495,9.455,10.935,-27.325,-29.145,0,91.4,4.6965,-1.2435,1.095,311.005,332.86
1,6.75,-0.013701641,-13.6022311103704,8.36556,1.48033127056172,468.107,6.71326923444567,5.48850000000001,102.420280555556,1.86005,1.739235,0.109485767438639,6.6545,9.39,10.925,-26.79,-29.145,0,91.55,4.944,-0.9605,1.0845,314.15,333.355
1,7.25,-0.015602263,-14.4752,6.43405,1.623915,460.396649004252,6.68762,5.43900000000002,102.452002652777,1.74132,1.78741,0.111231938760618,6.529,9.325,10.915,-26.135,-28.92,49.66539,90.95,4.653,2.386,1.5425,315.005,332.885
1,7.75,-0.018248265,-12.644233151166,6.87319763863959,2.12901356522299,456.494212241528,6.46243,5.46352287737503,102.45,1.93210710892721,1.67273289922363,0.121056326276033,6.4065,9.26,10.91,-25.78,-28.94,57.8925155,91,4.586,26.55,4.213,315.195,335.51
1,8.25,-0.024890499,-9.11047,13.4028519622152,2.11218346332566,461.127397622858,7.340465,5.99376260651453,102.478190805555,1.47707,1.61903,0.142404,6.354,9.235,10.905,-21.085,-23.585,193.339745,90.1,5.4765,75.645,12.36,322.16,340.6
1,8.75,-0.0391832,10.0044,24.8365,1.85212436655543,459.557066782031,7.68261,6.96700000000004,102.501,1.87089947825358,1.74351,0.182504773384699,6.3915,9.245,10.895,-17.42,-7.9345,357.348315,86.9,6.455,149,22.615,321.435,348.035
1,9.25,-0.0522047925,27.9599922706948,38.1114,1.11151,462.866,8.08822,7.76836956617552,102.540706868056,1.84032999999999,1.88427859869937,0.205066328110931,6.4605,9.255,10.885,-7.1425,9.185,513.39228,84.25,7.4855,243.6,25.76,313.34,355.335
1,9.75,-0.062716209,48.4649860896801,44.4319,0.907779,451.817697005796,8.57587915670048,8.32162442207303,102.556452826388,2.06176377703562,2.17228383132626,0.22180580720695,6.597,9.27,10.87,-6.899,23.35,620.936694999999,80.6,8.455,285.3,29.02,297.325,363.625
1,10.25,-0.072109559,49.6291890593377,60.6353,1.05746,445.518,8.856985,9.12279719416253,102.55924275,2.66322566618646,2.5298120771176,0.238776555393654,6.7985,9.29,10.36,-5e-04,31.84,710.7721,77.86,9.495,334.8,37.625,290.945,370.67
1,10.75,-0.0734,62.39185,64.55845,0.784059,441.7525,9.18121498542353,9.84400000000005,102.54039725,2.87053999999999,2.87803742457408,0.240726,7.081,9.31,10.36,7.144,42.59,826.4591,74.64,10.15,372.8,40.1,295.74,375.315
1,11.25,-0.071413079,70.2094,67.7086623044787,1.01722,442.256,9.17285,10.663,102.493,2.95383,2.78875,0.239802869023026,7.499,9.345,10.35,15.21,49.095,828.68385,75.125,10.83,399,36.375,303.1,380.67
1,11.75,-0.0750043,73.5215,75.37,0.392574,436.734,9.2849,11.240686483595,102.443,3.4013,2.74142,0.24523556514054,7.902,9.4,10.34,23.87,48.895,959.0542,73.45,11.445,443.3,37.655,296.995,385.705
1,12.25,-0.0811,91.7069979590553,76.84645,0.89056,437.152,9.43965649589137,11.863,102.410452805555,4.16604,2.3994742123083,0.255377693374407,8.52,9.55,10.33,29.835,60.85,977.7421,72.27,11.83,438.25,40.275,296.835,390.255
1,12.75,-0.0637472645,76.948,74.6285,0.781441,433.977,9.58505045047433,12.241529116736,102.358038291666,4.755165,2.28893,0.223899833738715,9.08,9.72,10.32,39.04,65.03,971.95775,69.61,12.19,438.8,39.485,297.965,393.695
1,13.25,-0.0683213405,82.14825,81.31075,0.4887265,433.539759502183,9.47475667402517,12.588209896511,102.3055,4.8181,2.462295,0.236554394943558,9.7,10,10.32,44.855,70.715,963.5037,68.495,12.65,430.5,38.41,298.88,395.59
1,13.75,-0.074325646,76.3289,76.03345,0.5567895,432.7065,9.49020000748807,13.2095,102.299,5.13562,2.38441831379781,0.2448345,10.145,10.295,10.31,49.555,67.355,877.62835,66.505,12.955,406.9,36.075,300.46,396.83
1,14.25,-0.06907415,58.9703,70.01855,0.900736666982253,429.249,9.54164824996254,13.425837960349,102.284,5.584725,2.2767821774458,0.236549,10.545,10.575,10.3,48.375,58.075,724.1206,64.46,13.435,327.2,32.68,302.005,394.36
1,14.75,-0.0693,43.48755,56.4333,1.0971,427.527,9.38175512858305,13.6615,102.286144791666,5.99011578503573,2.41532408501917,0.237215509627415,10.98,10.845,10.29,46.295,46.415,637.755805,62.395,13.635,278.75,31.455,296.645,393.33
1,15.25,-0.0558375,39.0329,53.3027284296167,1.15394,426.164,9.31465346049025,13.727,102.268,5.96741399527679,2.37614211549502,0.2120085,11.185,11.1,10.28,39.32,43.605,548.142875,61.49,13.725,234.35,27.17,294.435,390.3
1,15.75,-0.050159343,14.9364352166881,43.1576177072128,1.41131108757301,424.394,9.43792304529915,13.56,102.269,5.46551262468548,2.4197,0.204075629612347,11.4,11.35,10.28,34.595,30.825,367.849135,62.33,13.89,155.35,22.745,292.85,382.75
1,16.25,-0.033723352,-0.354949,32.4443,1.52967,427.20963135939,9.432945,13.315,102.281,4.99586,2.212515,0.164236602114595,11.505,11.525,10.26,20.81,21.68,213.629465,63.335,13.61,85.6,16.255,290.925,377.57
1,16.75,-0.010516129,-8.75891850896472,13.6095,1.04796,428.515,9.73575356476291,12.9639999999999,102.297,4.28415523883272,1.69313,0.0915240508039638,11.505,11.65,10.26,16.725,7.8335,70.8984039999999,68.435,12.76,23.655,6.022,291.125,370.15
1,17.25,-0.00480725,-7.4485214434436,6.0611,1.10218,429.33,9.60908,12.278,102.301,3.38240213054157,1.6507,0.062154,11.44,11.715,10.26,7.5035,-6.772,48.7087475,72.9,11.835,0.3055,1.3105,291.37,363.34
1,17.75,-0.00539,-12.8683,10.8336582071973,1.61845,431.586,9.69475,11.983,102.287,2.98101,1.68545232760662,0.0718,11.25,11.73,10.25,6.624,-11.9,0,75.425,11.155,-2.361,1.3835,293.78,358.145
1,18.25,-0.00519715,-13.0763,11.5671,1.702075,435.131763227454,9.49762,11.3875,102.315448694444,2.51039999999999,1.66444422885237,0.0787619442885513,10.98,11.755,10.26,-4.0765,-24.185,0,77.335,10.61,-2.0535,1.4935,286.97,354.89
1,18.75,-0.006537253,-9.51661,9.12135,1.268665,437.763,9.644145,11.012,102.329,2.22888499999999,1.68371158852827,0.0805939805385671,10.705,11.78,10.26,-7.0865,-25.735,0,79.355,10.2,-2.0205,1.5855,290.245,351.04
1,19.25,-0.006488494,-10.7643,8.38317,1.59152,441.818,9.597795,10.296,102.326714791666,1.85820260241657,1.59482,0.0830716708954938,10.38,11.805,10.26,-7.8135,-29.06,0,81.15,9.57,-1.6985,1.411,294.88,350.095
1,19.75,-0.008683881,-7.33936,3.943315,1.64283577490299,447.012,9.63540450209553,9.93673245366403,102.338,1.479355,1.72104885131986,0.0874010745457867,10.185,11.78,10.27,-11.07,-29.125,0,82.45,9.06,-1.784,1.4585,295.085,348.28
1,20.25,-0.00589048,-7.82944031988625,7.04049165573919,2.16814798712497,452.005748945502,9.465375,9.51600233141553,102.348,1.32135,1.66079232198044,0.0721272484769802,9.88,11.71,10.27,-21.025,-29.135,0,84.1,8.495,-1.54,1.497,295.31,347.315
1,20.75,-0.0106315,-10.92005,5.10044913681554,1.995755,451.046,9.31782,9.177930950588,102.354377291666,1.24338826817285,1.61231452932801,0.0935709158249365,9.585,11.625,10.27,-21.07,-29.125,0,85.2,8.39,-1.6305,1.459,297.84,344.585
1,21.25,-0.0057165415,-7.81684,12.7279,1.56841434888292,451.506238618438,9.076105,8.8621884784695,102.370812520833,1.19915,1.501495,0.0753364821188457,9.345,11.545,10.27,-21.105,-27.485,0,86.15,8.021,-1.583,1.3385,299.585,343.82
1,21.75,-0.008866781,-11.3875124734546,9.33664,1.58495,450.011451655204,8.938555,8.639,102.3985,1.223795,1.73746473899515,0.0897565232712273,9.075,11.455,10.29,-21.435,-24.63,0,87.3,7.6855,-1.3845,1.256,307.355,343.235
1,22.25,-0.00974855,-9.46109704829095,5.8772,1.835145,455.449668305945,8.64932,8.29950238249,102.417,1.406555,1.79825,0.0946737642475192,8.845,11.375,10.3,-21.355,-27.985,0,87,7.4605,-1.371,1.2235,306.31,341.61
1,22.75,-0.007066212,-7.76922624192956,0.668786,1.86201337565531,454.267,8.83327,8.02899999999999,102.430605916666,1.27473,1.69849605257378,0.0805332,8.65,11.295,10.3,-21.465,-27.19,0,87.5,7.312,-1.55,1.1885,305.405,341.885
1,23.25,-0.008868762,-12.05565,1.89394003114494,1.65973,457.323,8.79328323336975,7.68,102.445,1.03836,1.7595545547436,0.0891696,8.46,11.21,10.3,-21.465,-28.525,0,87.4,6.961,-1.475,1.32,306.025,340.96
1,23.75,-0.00796,-16.45215,5.1791681147259,1.41556,457.606,8.6458786172129,7.252,102.454,1.14039,1.77981,0.0825767,8.26,11.085,10.31,-22.36,-27.47,0,87.75,6.68,-1.4915,1.1455,308.075,340.835
2,0.25,-0.0105119,-17.8534294424431,3.85849046085728,1.61673805073734,446.4125,7.53297,7.45655186504001,102.276610513887,2.04778,1.79801284151911,0.10783934089792,7.221,13.01,10.995,-26.46,-45.03,0,79.1,6.9415,-2.107,1.503,258.51,333.985
2,0.75,-0.010292388,-19.1514425600193,2.63082,1.83589326426374,454.254555352837,7.53022,7.13801452509551,102.3075,1.83019982880906,1.90111,0.0912488284136073,7.0715,12.86,11.01,-27.23,-44.045,0,81.25,6.5235,-2.0345,1.5,260.345,333.24
2,1.25,-0.013299095,-18.3418,1.84272,1.416575147709,455.905567669737,7.60202311151022,7.09937592591151,102.3335,1.54269,2.04106,0.102929074758786,6.878,12.71,11.015,-28.07,-44.05,0,81.9,6.283,-1.9565,1.554,263.12,330.7
2,1.75,-0.0092053405,-18.9650666742302,3.65182,1.62522,459.6215,7.55422,6.79050000000004,102.344,1.45139,1.76277101338286,0.09395,6.6355,12.49,11.025,-31.2,-42.89,0,82.4,5.883,-1.9935,1.476,270.44,332.12
2,2.25,-0.0098958715,-14.655494310551,0.1792405,1.30108644844772,454.7285,7.38884083041526,6.49084059863602,102.328799666666,1.4573440151279,1.67507,0.09248835,6.4095,12.31,11.025,-33.55,-43.06,0,82.2,5.754,-1.8655,1.5465,274.565,331.12
2,2.75,-0.0116985,-15.9557071754379,0.684186,1.82162226021276,452.208280820401,7.5542,6.11900000000002,102.321959416665,1.33599392140667,1.77959283195412,0.0953437,6.2875,12.16,11.02,-33.685,-42.9,0,83.05,5.573,-1.684,1.517,280.025,328.62
2,3.25,-0.0085263425,-12.2351,-0.213637908906026,1.816625,449.072247829536,7.58037945334459,5.84150000000002,102.319026104167,1.414565,1.65000882240806,0.08275,6.122,11.95,11.02,-33.79,-42.875,0,82.5,5.15,-1.821,1.449,276.875,328.35
2,3.75,-0.008303859,-12.0891,3.65774206963212,1.55494647911357,450.683,7.198535,5.85599999999999,102.325719555555,1.50153520231164,1.68899,0.0815215437243243,5.969,11.77,11.015,-34.64,-43.53,0,83.5,5.016,-1.7175,1.5355,275.81,327.405
2,4.25,-0.007383879,-12.97365,1.09862910978469,1.51519250113032,446.496193975155,7.11307148822466,5.72273429277203,102.328430763888,1.471075,1.7267798742801,0.0863846184954935,5.8055,11.6,11.015,-34.66,-43.255,0,83.4,4.9265,-1.633,1.632,283.815,326.635
2,4.75,-0.00871,-13.0371240241685,0.808712,1.3898561694865,448.561594165062,7.151025,5.51600000000001,102.329,1.38178999999999,1.6426407780031,0.0831335,5.652,11.4,11.005,-34.76,-43.53,0,83.6,4.7885,-1.751,1.657,277.605,325.825
2,5.25,-0.00584187,-9.74667,0.437522,1.35727186122655,449.30445477399,7.208195,5.22752077441703,102.341,1.36991018256674,1.65084165258083,0.0733996686773796,5.5625,11.2,11,-34.9,-44.675,0,83.95,4.5305,-1.7935,1.5875,278.42,325.365
2,5.75,-0.0073870235,-13.8868801345278,2.809785,1.458075,451.379412285514,7.41956,5.14950000000004,102.3455,1.3431,1.58550923662645,0.0916424538048731,5.409,11.03,10.995,-34.88,-43.515,0,84.45,4.5415,-1.6565,1.622,284.105,325.145
2,6.25,-0.0064974585,-13.9536764436137,1.36221,1.54787,450.118451461586,7.23899880866522,4.82500000000002,102.381050909722,1.43261,1.43142,0.0765565,5.256,10.94,10.98,-35.395,-42.97,0,83.45,4.389,-1.7235,1.6015,281.775,323.215
2,6.75,-0.004319245,-11.7112,2.73195023674387,1.45021,454.452150776175,7.34435003795234,4.93100000000004,102.383,1.43423,1.43054,0.0741802,5.111,10.81,10.965,-35.25,-42.875,39.182368,84.45,4.283,0.4055,2.0945,284.98,323.95
2,7.25,-0.00786324,-11.9439,12.0731270538511,1.84091541774513,450.261801241619,7.06528,4.87400000000002,102.386,1.40218,1.39449,0.0947295555841894,5.0135,10.72,10.955,-35.325,-42.875,56.348539,84.4,4.514,26.61,6.7435,283.09,329.22
2,7.75,-0.0141,-5.12847263856257,16.4579546129935,1.6204429983717,453.941055675781,7.21655980465563,5.75022908104801,102.436,1.719185,1.53697,0.108793,4.9545,10.8,10.945,-34.67,-38.17,188.356305,84.2,5.5125,93.95,18.335,285.615,337.36
2,8.25,-0.0276405,13.9704630401563,26.8129807632416,1.78411070404448,458.009696227831,7.6594,6.83900000000003,102.448095006944,2.12492230132152,1.7057492992956,0.147563,4.968,10.82,10.93,-24.43,-18.83,377.193085,80.85,6.8865,188.15,25.84,268.22,346.865
2,8.75,-0.0381844,35.6056,43.042813879421,0.861829,455.657,7.27249,8.09300000000001,102.479024097222,2.83661,1.90825,0.173084,5.024,10.83,10.91,-20.205,7.056,574.52841,76.495,8.095,283.9,33.515,270,356.98
2,9.25,-0.055608,54.6003,53.0696,0.737078,449.496,7.60754,9.090947871737,102.492632125,3.32091,2.21942,0.211386,5.2415,10.93,10.895,-10.025,35.22,708.146895,72.46,9.31,358.55,38.435,263.61,367.64
2,9.75,-0.0621171,81.5232250560931,60.2440311843535,0.49519,443.631,7.807885,10.13873209381,102.489,4.10874,2.07979449290494,0.221966494590862,5.499,11.12,10.885,-3.9615,58.635,874.5137,68.06,10.27,429.5,43.73,267.845,378.12
2,10.25,-0.0818337,104.378,78.9023,0.325145370519504,440.6,7.96035356675221,10.907,102.493234777777,4.98026,2.51353,0.255813,5.911,11.34,10.87,8.785,82.65,1034.6957,64.54,11.22,500.2,48.37,271.195,388.115
2,10.75,-0.07447469,126.445193374799,85.0444268258493,0.0952557630710334,437.357795090064,7.758895,11.797638056861,102.458,5.86196157780384,2.34167,0.25037,6.4635,11.57,10.855,20.36,97.8,1133.02965,60.515,12.125,549.55,53.71,274.585,398.37
2,11.25,-0.0885189,150.649,99.4010577328411,0.04203,434.8045,7.80267,12.6005,102.452534715277,6.26174999999999,2.282155,0.2666145,7.248,11.82,10.855,31.53,106.4,1262.95505,56.04,13.04,594.8,58.345,278.43,405.98
2,11.75,-0.0833899705,151.831,109.091331036102,0.151011102409217,433.044830098537,7.89193,13.287477010091,102.431580722222,7.1636,2.13626172828648,0.259126914547733,8.0135,12,10.865,40.205,115,1319.4637,53.36,13.69,618.6,61.415,282.105,414.33
2,12.25,-0.091461686,152.462732847899,119.38,-0.006279533909913,431.079624244701,7.89212,13.977,102.36,7.75788495981919,1.96129414585268,0.272151629128913,8.65,12.28,10.865,49.7,118.1,1326.13795,50.34,14.36,624.55,61.355,283.95,417.405
2,12.75,-0.0961233,150.465,121.684,0.377683836531372,428.897,7.64023,14.333,102.327,8.63412,2.59386,0.279636,9.295,12.62,10.865,57.33,116.15,1350.16525,48.13,14.82,621.05,61.775,288.47,420.015
2,13.25,-0.0980775255,141.99849995807,125.224665105046,0.308569659894894,429.654,7.77908,14.59,102.270753451388,8.77299,2.792545,0.281674088104635,9.965,12.88,10.855,61.8,105.95,1286.09245,46.11,15.26,583.85,54.32,289.27,419.7
2,13.75,-0.096574724,133.355091876121,117.421712083838,0.272214280643887,428.009583935108,7.63917,15.043327240202,102.213720743055,9.27375092484357,2.73548250476912,0.281138347501026,10.43,13.13,10.85,63.605,100.2,1222.90955,44.42,15.63,538.75,55.275,287.31,417.48
2,14.25,-0.0972612,109.3425,103.624648457781,0.751387,427.763654982753,7.62387,15.2216283569335,102.205227381944,9.4494166619759,2.85212021281056,0.2794505,10.995,13.41,10.84,62.045,90.25,1108.5574,44.01,16,486.2,51.02,291.465,414.395
2,14.75,-0.0875857,91.5026287825686,100.202323220937,0.955112,426.610040307102,7.4142,15.4734999999999,102.184976736111,10.0437673801523,2.96453504887791,0.2679435,11.38,13.69,10.83,48.7,68.985,980.85675,43.085,16.32,428.3,44.045,282.995,408.52
2,15.25,-0.062815936,68.5533332376592,83.4993700239401,1.15049,425.862,7.27068,15.613,102.176509319444,9.91245099301981,2.62755565652688,0.22978795796637,11.56,13.84,10.83,46.33,53.765,814.8904,41.67,16.21,357.9,37.73,280.95,402.185
2,15.75,-0.0601,48.5061900297398,65.232,1.284795,425.41,7.26163253676576,15.425397654639,102.163154819444,9.76297747319955,2.790475,0.222033,11.68,14.01,10.82,35.435,37.44,648.83506,40.25,16.065,275.55,33.8,282.05,397.27
2,16.25,-0.04575,22.5351,50.9860135783063,1.40223,425.336399445216,7.46436051058848,15.2431753705335,102.153336847221,9.26621,2.52877450350968,0.1936155,11.68,14.25,10.82,29.35,24.66,492.079175,40.7,15.87,196.75,27.96,280.995,391.36
2,16.75,-0.0411676825,-0.284203,29.5271,1.405905,425.084705574018,7.67127860045601,14.9656161903805,102.163332868056,8.37637912464216,2.24967749481457,0.183300814934526,11.61,14.32,10.815,21.625,17.515,281.30636,43.745,15.485,110.5,19.785,277.79,381.72
2,17.25,-0.0121,-14.08255,8.39970842807712,1.5346009447452,425.151667790575,7.82801,14.3352531808215,102.174256875,7.26981542746739,1.81291541328553,0.0981,11.445,14.32,10.82,13.775,3.3425,95.76221,49.61,14.445,34.92,8.715,272.795,370.76
2,17.75,-0.004077131,-23.5456,6.02088024038508,1.72338,426.458,7.71644,13.652501641591,102.186429493055,6.05343,1.85531,0.06257375,11.1,14.33,10.815,6.9835,-14.015,46.2437245,58.235,13.035,1.7765,1.664,275.745,362.51
2,18.25,-0.005355663,-26.3996,5.24261,1.84403547235601,427.047369325137,7.703935,13.04,102.18064636111,4.89215,1.80419,0.0687675998105479,10.87,14.29,10.82,6.918,-28.125,0,62,12.46,-2.557,1.276,275.575,358.07
2,18.75,-0.006066027,-21.7979318611765,2.97424,1.71839976753686,431.514,8.132075,12.220842227511,102.195627944444,4.406505,1.41694447899454,0.0701129573339909,10.47,14.33,10.825,-5.345,-39.195,0,66.155,11.67,-2.369,1.3725,271.985,352.2
2,19.25,-0.0059953015,-20.4624818185288,8.48537,1.7193,434.707459053045,7.98396,11.9274803055654,102.193308430554,4.04562,1.83760249208273,0.0746155371059622,10.025,14.3,10.84,-7.0755,-42.775,0,67.85,11.22,-2.1395,1.5795,269.88,349.43
2,19.75,-0.00748126,-14.8019429412363,3.93362491086082,1.62885925296443,436.780871407241,7.931035,11.042630023108,102.211071416666,3.49994708759508,1.71284299251919,0.0775671621512875,9.82,14.24,10.85,-7.767,-42.85,0,70.22,10.495,-1.931,1.643,270.535,345.36
2,20.25,-0.005806835,-24.8731219824601,5.4851,1.74363,438.221889271319,8.06482,10.627,102.204782451388,3.16892,1.759135,0.0718667999552599,9.64,14.09,10.86,-19.24,-42.785,0,72,9.99,-2.012,1.491,267.46,342.825
2,20.75,-0.007559474,-14.4172,5.65807871648189,1.66953801718497,444.1285,7.83548,10.05,102.212229430555,2.95722846104403,1.73177,0.0840017308417165,9.33,13.89,10.87,-20.85,-42.855,0,72.82,9.35,-1.9075,1.591,264.415,343.13
2,21.25,-0.00713505,-16.7477,3.26915633803086,1.61932465164129,445.72,7.825545,9.80341106075701,102.212350347222,2.65063,1.63795305350816,0.0801,8.965,13.69,10.89,-21.24,-42.89,0,74.985,8.945,-1.921,1.5935,267.06,340.24
2,21.75,-0.004551499,-22.1822762948942,3.928445,1.69182993181521,449.198029780812,7.75455,9.44812332471204,102.229607611111,2.55833272754483,1.85167311113532,0.0803263326187919,8.585,13.6,10.905,-21.28,-42.89,0,75.325,8.54,-1.6285,1.7725,264.92,340.1
2,22.25,-0.00967,-17.214,3.59344,1.64444007014978,447.353904716638,7.53273,9.016920987447,102.227,2.6167026925631,1.99842,0.101637516862708,8.295,13.52,10.925,-21.29,-44.425,0,76.445,8.22,-1.816,1.6925,265.26,338.38
2,22.75,-0.0074239305,-28.3964800290982,4.17396211003127,2.02316,444.773,7.60647,8.69986155679501,102.216037993055,2.38191826400121,1.92892206186989,0.0859972,7.9975,13.42,10.94,-21.365,-44.64,0,77.16,7.892,-1.811,1.5935,265.01,336.07
2,23.25,-0.0128118985,-24.7126933095412,2.10995,1.81040625669571,439.462,7.5859,8.53630771382651,102.228547208333,2.39438045328254,2.023225,0.101276881421032,7.6965,13.27,10.96,-23.285,-44.14,0,78.35,7.6315,-1.7965,1.5625,264,336.22
2,23.75,-0.00964017,-14.1839,4.51113028179306,1.72208,441.506,7.54853,8.13935715293803,102.232064263889,2.26035950794498,1.812035,0.101810933205888,7.42,13.14,10.975,-23.31,-45.29,0,78.41,7.387,-1.9535,1.489,259.01,334.395
3,0.25,-0.01564605,-19.2317656778808,5.26633539957813,1.63787822587781,439.447,8.73586916088095,9.35899285676702,102.062,1.80735499999999,1.9236669388079,0.122059594770825,10.925,13.2,11.7,-21.97,-42.21,0,77.48,8.73,-1.7565,1.54,266.69,346.26
3,0.75,-0.0124,-10.494,3.30123,1.44187,440.757873744519,8.61891112480373,8.95800000000002,102.060248055555,1.67792894090401,1.86971449686922,0.10272,10.75,13.02,11.72,-22.08,-42.295,0,78.34,8.78,-1.8225,1.475,266.235,344.04
3,1.25,-0.0145165,-16.7552,3.95511137593297,1.36573,444.3615,8.45903724542693,8.73500000000001,102.074,1.74163999999999,1.9532,0.109547,10.5,12.82,11.74,-22.35,-42.575,0,79.36,8.33,-1.7625,1.545,270.16,342.335
3,1.75,-0.014874995,-12.647910119007,0.740052847077131,1.61675760853836,446.199,8.34174,8.52200000000004,102.093332958333,1.67858,2.011045,0.108260603604603,10.235,12.67,11.75,-22.415,-42.575,0,80.1,8.02,-1.8005,1.432,277.475,341.505
3,2.25,-0.0121097,-11.377,1.62327,1.41989333638771,442.981,8.18318,8.51400000000001,102.105,1.57416603824419,2.07539,0.0993766897343508,10.045,12.53,11.76,-24.415,-42.69,0,81.7,7.777,-1.688,1.54,272.555,340.915
3,2.75,-0.00974277,-13.5199796286942,4.38831837079242,1.49471312308872,440.431403351969,8.13076,8.31070680809,102.104513263888,1.57202,1.98591497090599,0.0913493985746555,9.825,12.4,11.76,-26,-42.575,0,81.5,7.918,-1.7525,1.57,274.85,340.19
3,3.25,-0.0112765,-15.2295,2.573155,1.35520619960672,443.527,8.12301,8.21300000000002,102.098,1.669505,1.99558,0.0942828,9.615,12.26,11.77,-30.735,-42.575,0,82,7.728,-1.573,1.572,276.895,340.31
3,3.75,-0.01,-12.732,3.037385,1.63026694487712,445.139052148303,8.209585,8.35756036716003,102.090499888888,1.42405,1.98412,0.0926394,9.505,12.1,11.77,-31.53,-42.575,0,82.5,7.393,-1.6605,1.2995,281.085,339.6
3,4.25,-0.0132165,-11.4459,3.34674288746583,1.45887,444.797100413688,8.13137,7.931,102.101041444444,1.21108168459115,1.98648899263707,0.107147053423558,9.45,11.97,11.78,-32.445,-42.505,0,83.6,7.369,-1.635,1.4375,275.88,337.665
3,4.75,-0.010431573,-15.3411,2.3711,1.27708,445.382,7.82826621161403,7.78453687286352,102.134880180555,1.26473814405738,2.00907713329655,0.0902184525781131,9.365,11.78,11.78,-32.91,-40.94,0,83.5,7.106,-1.6885,1.564,281.31,337.25
3,5.25,-0.0101,-12.7365,1.434565,1.26349,448.9585,7.70702715309292,7.10099999999999,102.139,1.15887430724493,1.88915,0.0909885131025459,9.31,11.6,11.78,-32.64,-40.535,0,84.4,6.832,-1.7735,1.4545,284.14,337.495
