DOY2,HR2,CO2,FC,G_1_1_1,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,PPFD_IN,PPFD_OUT,RH,SC,SH,SLE,SW_IN,SW_OUT,TAU,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_6_1,T_CANOPY,T_SONIC,USTAR,U_SIGMA,VPD,V_SIGMA,WS,W_SIGMA,G_2_1_1,TA_1_1_3,TA_1_1_2,TS_1_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,G,TA
1,5.25,413.10083415,0.168,-7.27808,-10.4608614,3.92860737394736,2.3632647365,275,293.8,-12.84,99.2342,-0.007,-0.0105,83.9,0.002175931,-0.148,-0.021866945,-0.596,0.6935,-0.1346111125,-3.9725,0.358,0.2,1.3,3.8,4.9905,0.4585,0.2,2.375,4.7,3.8915,-5.517,-3.1645,0.348405083,0.692173566918506,0.575427998,0.525092939448665,2.080169929,0.337819472,-6.238,-4.5525,-3.937185,4.717,1.55,2.368,3.034,3.627,4.104,4.704,5.187,5.857,6.947,2.534,3.192,3.815,4.363,4.985,5.3085,5.714,6.174,7.0405,-8.15995555568837,-1.3805
1,5.75,412.7912679,0.122989212,-7.290955,-9.7999489695,3.888324224,2.732142661,275.05,293.9,-13.79,99.24171648,-0.008,-0.0105,83.7627564074213,0.005,-0.136849991,-0.030378927,-0.7315,0.674,-0.135,-4.084,0.375,0.2,1.3,3.8,4.983,0.4665,0.2,2.3745,4.7,3.8925,-5.262,-3.242,0.337,0.721033059574941,0.593,0.530401332011902,2.1066273255,0.338512098749808,-6.283,-4.189,-4.2026335,4.717,1.531,2.4165,3.034,3.637,4.1235,4.714,5.207,5.8875,6.947,2.5145,3.143,3.805,4.363,4.965,5.3085,5.714,6.174,7.0405,-7.85771124953424,-1.453
1,6.25,412.1699869,0.097,-7.291955,-9.928191702,3.930947754,3.136,276.05,293.3,-13.98,99.281,-0.008,-0.009,84.1,0.0118171255,-0.081,0.002043491,-0.646,0.67,-0.126,-4.2375,0.358,0.2,1.3,3.8,5,0.4835,0.2,2.342,4.7,3.8905,-5.125,-3.442730236,0.336131,0.695287809081216,0.615138425,0.522429667088832,2.008835306,0.329467827924113,-6.303,-4.7035,-4.309918,4.7245,1.531,2.397,3.015,3.637,4.104,4.714,5.207,5.8775,6.947,2.5045,3.133,3.795,4.363,4.965,5.3085,5.7145,6.174,7.0405,-8.3322841668509,-1.679
1,6.75,413.22,0.0658307,-7.322955,-11.311132185,4.03711549879355,2.714910847,276.1,293.8,-13.56,99.28430667,0.2445,0.0425,83.9589086731397,0.0184185585,-0.056,-0.0141194815,-0.509,0.794,-0.128474972,-4.281,0.3415,0.2,1.3,3.7995,4.9835,0.45,0.2,2.299,4.7,3.8505,-5.04,-3.224,0.337,0.701,0.629,0.522,2.049641035,0.346377607532589,-6.3235,-4.3865,-4.5254495,4.7085,1.55,2.397,3.015,3.637,4.1135,4.714,5.197,5.8875,6.9365,2.4945,3.123,3.7855,4.363,4.965,5.3085,5.7245,6.174,7.0405,-8.4280909723136,-1.7175
1,7.25,412.95034885,0.092,-7.34094,-8.4565010305,4.0886198053387,3.366,276.65,293.4,-10.12,99.276,9.945,1.999,84.05,0.032561988,0.124,0.021028758,4.936,2.572,-0.1348889665,-4.3225,0.367,0.2,1.3,3.8,4.9915,0.4665,0.2,2.3,4.7,3.8915,-4.872,-3.13740562908512,0.349844542,0.71433022739784,0.623,0.533358506528326,2.07828,0.340467958009738,-6.343,-4.8435,-4.6062465,4.708,1.589,2.358,2.995,3.637,4.104,4.724,5.207,5.8775,6.947,2.514,3.123,3.7755,4.353,4.945,5.3085,5.7145,6.174,7.0405,-7.5725499998201,-1.6815
1,7.75,413.72213805,-0.012157163,-7.31544,-3.293148803,4.207,5.440668602,276.7,294.9,3.021,99.29981667,51.2,11.46,83.1586796995689,0.041232697,0.41013551,0.141239909,29.02,9.5,-0.139636196,-3.9485,0.358,0.2,1.3,3.8,4.9745,0.45,0.2,2.2835,4.7,3.8835,-4.331,-2.942075378,0.35227358,0.717591003513301,0.6435056475,0.512236877229392,2.110775493,0.338079843867707,-6.4155,-4.5575,-4.176397,4.7,1.609,2.3385,2.995,3.627,4.094,4.704,5.207,5.877,6.926,2.524,3.123,3.7655,4.353,4.945,5.3085,5.714,6.174,7.0405,-7.73326972229354,-1.5325
1,8.25,415.3105028,-0.19,-7.352345,5.0663212,4.27746918474713,8.0655151835,277.4,299.35,24.37,99.3552629,113.8,25.87,81.8,0.045854934,1.074284367,0.303,64.27,20.64,-0.1478276555,-3.2375,0.3585,0.2,1.3,3.7915,4.983,0.416,0.2,2.2915,4.7,3.866,-3.677,-2.283744919,0.366550159,0.745542255006381,0.750713919,0.558,2.185262116,0.353179941389655,-6.408,-3.461,-3.549179,4.683,1.5795,2.319,2.975,3.617,4.1035,4.704,5.207,5.877,6.9365,2.485,3.1325,3.7655,4.353,4.965,5.3085,5.714,6.174,7.0405,-7.10625,-1.483
1,8.75,415.3186756,-0.49329433,-7.36359,16.46,4.408141876,11.83353137,280.1,302.5,57.11,99.37764921,193.65,43.14,80.05,0.047029303,1.833708,0.5475161405,119.3,34.56,-0.192213536,-2.7405,0.349,0.2,1.3,3.7995,4.9835,0.4,0.2,2.2915,4.7,3.883,-2.733,-1.673,0.408,0.801189771,0.842142564640524,0.614506785,2.461,0.391,-6.35,-2.9935,-2.939588,4.6665,1.6765,2.29,2.975,3.607,4.094,4.704,5.207,5.877,6.9365,2.544,3.123,3.7655,4.343,4.965,5.3085,5.714,6.174,7.0405,-6.8849504165736,-1.1935
1,9.25,416.8445,-0.7275295,-7.36709,28.072655535,4.46609751483231,15.07883564,280.35,305.55,85,99.37231029,261.25,58.075,78.975,0.035,2.0044855225,0.642305563,159.1,45.955,-0.214239525,-2.3405,0.3415,0.2,1.3,3.8,4.967,0.4,0.2,2.2665,4.7,3.8755,-2.125,-1.293849945,0.434878813,0.906152973288727,0.963615149810458,0.667743221605431,2.533631553,0.420927471187139,-6.4015,-2.7315,-2.426664,4.667,1.657,2.27,2.975,3.607,4.094,4.704,5.207,5.857,6.926,2.603,3.133,3.746,4.343,4.965,5.3085,5.714,6.174,7.0405,-5.95011944429169,-0.817
1,9.75,416.6144918,-0.999049619,-7.333045,45.409,4.563699435,19.73969441,276.1,307.3,115.7,99.392528835,346.35,70.345,77.18,0.035745797,1.8076684,0.548270967,195.15,59.85,-0.2380199445,-1.969,0.35,0.2,1.3,3.8,4.975,0.3915,0.2,2.283,4.6915,3.8505,-1.7275,-1.249890849,0.46075553,0.958198036420447,1.0915667595,0.740090705251728,2.7118,0.444,-6.3835,-2.102,-2.2156305,4.666,1.647,2.27,2.956,3.597,4.084,4.704,5.187,5.857,6.936,2.6515,3.143,3.746,4.343,4.965,5.2885,5.714,6.174,7.0405,-4.71764666662528,-0.659
1,10.25,417.3640305,-1.143394832,-7.31714,58.496465245,4.565737173,21.4944,276.65,310.2,142.55,99.3991,445.15,78.285,74.945,0.0045164675,1.5480549445,0.441,237.25,65.565,-0.249,-1.8135,0.358,0.2,1.3,3.8,4.951,0.3915,0.2,2.308,4.6915,3.882,-1.2395,-0.7470237705,0.462183558,0.972177162866933,1.2065361185,0.744344215400375,2.8487787095,0.459501495,-6.305,-2.015,-1.7928105,4.6745,1.7735,2.2705,2.975,3.597,4.084,4.694,5.187,5.857,6.9365,2.671,3.1625,3.746,4.343,4.965,5.2985,5.714,6.174,7.0405,-4.97927499985684,-0.311
1,10.75,416.2688834,-1.246151923,-7.28145,72.28399654,4.66830694684934,26.07780271,277.15,311.85,166.95,99.3994,476.2,87.2,73.3539633722731,-0.004854997,1.075,0.2,280.8,75.39,-0.2635123605,-1.67,0.334,0.2,1.3,3.8,4.975,0.4085,0.2,2.342,4.7,3.851,-0.577,-0.581425374,0.4815524115,0.988749543615571,1.3363629725,0.778359244179704,2.85733,0.450801253325676,-6.2745,-1.506,-1.7052385,4.6585,1.851,2.28,2.975,3.587,4.074,4.694,5.187,5.857,6.926,2.681,3.202,3.736,4.343,4.965,5.2985,5.714,6.174,7.0405,-3.65075,-0.021
1,11.25,416.4304441,-1.17142217,-7.18485,85.41454191,4.71195024054903,26.26384656,278.15,313.85,182,99.329216315,540.55,90.9,72.515,-0.004424942,0.978957021,0.257,315.2,86.45,-0.265337687,-1.394,0.3585,0.2,1.3,3.8,4.942,0.3915,0.2,2.3665,4.6915,3.849,-0.1565,-0.461411827,0.4851367445,1.00221037911209,1.4106989015,0.792800496972599,2.8354614,0.458147146667967,-6.176,-1.377,-1.3004395,4.659,1.89,2.309,2.995,3.587,4.074,4.7035,5.197,5.857,6.926,2.671,3.241,3.736,4.343,4.945,5.2985,5.714,6.174,7.0405,-3.09587722207123,0.331
1,11.75,417.033,-1.2393144235,-7.10852,87.6851614,4.81143419058107,25.7938,278.35,315.75,197.9,99.25935,580,92.25,71.96,-0.004617619,0.74743065,0.220472181,350.95,85.15,-0.278742924,-1.091,0.35,0.2,1.3,3.7915,4.9835,0.4,0.2,2.408,4.7,3.866,-0.05,-0.0739526345892293,0.491324,1.03537111269341,1.479840985,0.824638006642915,2.9045887055,0.473,-6.145,-1.1595,-1.0095799,4.683,2.0265,2.3775,2.995,3.5675,4.074,4.694,5.197,5.867,6.9465,2.7495,3.271,3.736,4.343,4.945,5.2885,5.714,6.174,7.03,-2.48662277814532,0.518
1,12.25,415.811506,-1.383492491,-7.02398,91.015,4.783485897,26.9588,276.3,316.9,194.95,99.23505493,608.55,91.45,70.935,-0.0121940775,0.417021408,0.076723621,342.1,84.55,-0.293900448,-0.774,0.35,0.2,1.3,3.8,4.9595,0.4515,0.2,2.408,4.7,3.8335,0.1545,0.0837940117971812,0.5117685,1.05599485831344,1.51701848587901,0.851747060480081,2.995,0.474,-6.0825,-0.922,-0.6652578,4.667,2.28,2.4265,2.995,3.5675,4.054,4.694,5.187,5.847,6.9365,2.887,3.2805,3.7455,4.343,4.945,5.278,5.714,6.1635,7.0405,-1.53475499982398,0.709
1,12.75,415.4597576,-1.279261336,-6.93854,91.721227725,4.832294556,26.44730501,277.45,317.15,180.5,99.204,543.45,85.55,70.265,-0.039253805,0.2221081685,0.0480194705,311.85,76.535,-0.293,-0.5625,0.3335,0.2,1.3,3.8,4.9665,0.4755,0.2,2.4,4.6915,3.8425,0.302,0.237022186,0.4998334225,1.08860136321796,1.5243324245,0.865800004042504,3.020969307,0.486090369170178,-6.05,-0.583,-0.52208175,4.6745,2.4165,2.4755,2.995,3.5575,4.054,4.684,5.187,5.857,6.926,2.956,3.3005,3.7555,4.343,4.925,5.278,5.704,6.1635,7.0405,-1.24064499993304,0.956
1,13.25,415.0985935,-1.142095,-6.871,87.97507159,4.874375504,24.17177593,276.45,316.95,165.55,99.17510077,502.15,82.8,70.445,-0.021,0.302629507,0.116310899,303.05,75.58,-0.308346816,-0.3835,0.35,0.2,1.3,3.7915,4.9425,0.5425,0.2,2.4165,4.7,3.857,0.351,0.54,0.505306014,1.0875,1.58043842331849,0.845311631989909,2.960225739,0.491533560159181,-5.826,-0.573,-0.3765144,4.6585,2.485,2.514,3.015,3.548,4.054,4.674,5.187,5.847,6.926,2.975,3.35,3.7655,4.333,4.925,5.278,5.704,6.1735,7.03,-1.8545,1.341
1,13.75,414.873,-1.150253126,-6.86466,79.37130963,4.88941355573634,23.14215,275.9,316.3,143.7,99.16940606,463.2,75.625,70.245,-0.0240607645,0.009438081,-0.0050974085,273.55,67.77,-0.2775378515,-0.2925,0.3335,0.2,1.3,3.7915,4.9585,0.5825,0.2,2.3835,4.6915,3.8415,0.35,0.411,0.496684,1.08398819719743,1.60474882596688,0.85090783656796,2.984,0.481505235631712,-5.708,-0.278,-0.32996245,4.6585,2.505,2.524,3.015,3.5575,4.044,4.664,5.187,5.857,6.926,3.015,3.31,3.726,4.323,4.925,5.278,5.704,6.174,7.03,-1.80651555543041,1.417
1,14.25,414.787784,-0.994483432,-6.775915,64.238,4.91507432,20.1672,275.5,315.6,113.2,99.1749,386.25,65.91,70.3333605666036,-0.02,-0.003667077,-0.012,229.2,57.2,-0.284390257,-0.32,0.375,0.2,1.3,3.8,4.966,0.55,0.2,2.3915,4.6915,3.8415,0.384,0.4423880805,0.494130839,1.05345729623939,1.62176039336946,0.832832319857965,3.022779769,0.484703589,-5.6885,0.119,-0.3721586,4.6665,2.5045,2.6025,3.064,3.5475,4.034,4.6735,5.177,5.857,6.926,3.1525,3.3795,3.7555,4.323,4.925,5.268,5.704,6.174,7.03,-1.73864444430356,1.374
1,14.75,414.20688485,-0.698288911,-6.721,44.042270775,4.883825017,18.73125,274.3,314.7,84,99.16405845,309.3,49.885,70.94,-0.037697379,-0.432440594,-0.143727694,182.2,45.5,-0.277078286,-0.3,0.3575,0.2,1.3,3.8,4.9575,0.5245,0.2,2.4,4.6915,3.816,0.129,0.534195578388609,0.481471047,1.06378373319016,1.66749186254039,0.806,2.92416,0.461,-5.6605,0.2,-0.4509423,4.6585,2.4945,2.642,3.093,3.538,4.034,4.674,5.177,5.837,6.9365,3.241,3.419,3.7955,4.313,4.925,5.268,5.704,6.174,7.03,-1.7431083334235,1.388
1,15.25,412.89563095,-0.4795,-6.6455,28.115,4.873,14.17554573,274.8,313.4,45.71,99.133,205.95,35.6,71.722134623667,-0.043727854,-0.655691621,-0.156430483,121.9,32,-0.2453507275,-0.35,0.375,0.2,1.3,3.7915,4.9425,0.5005,0.2,2.3835,4.6915,3.809,-0.063,0.604755257,0.476239,1.00387394427787,1.617,0.765539863103157,2.823,0.455,-5.5955,0.106,-0.57503205,4.658,2.4945,2.6905,3.093,3.528,4.024,4.664,5.177,5.857,6.926,3.251,3.4585,3.8055,4.323,4.915,5.268,5.704,6.174,7.03,-2.75975,1.303
1,15.75,412.0034895,-0.2741683215,-6.62145,13.044421525,4.783443892,12.10527711,276.6,311.8,14.94,99.16947523,130.65,22.65,72.57,-0.035901126,-0.996368996,-0.1747288345,74.99,19.14,-0.2316932335,-0.4595,0.3585,0.2,1.3,3.7915,4.975,0.408,0.2,2.3835,4.6915,3.833,-0.376,0.479239824,0.451205718,0.962639081379932,1.54669044763593,0.722658354272612,2.70017313,0.442036533558031,-5.653,-0.2325,-0.65395385,4.65,2.4265,2.6905,3.103,3.538,4.014,4.664,5.167,5.857,6.926,3.2315,3.468,3.815,4.323,4.905,5.268,5.704,6.174,7.0195,-3.21647847204529,1.045
1,16.25,411.489281,-0.0953399365,-6.592,0.393572992,4.80638308604687,8.2387090515,276.1,310.1,-4.018,99.17715289,60.24,10.82,73.9638700795469,-0.037135347,-1.3437931245,-0.297952003,28.95,8.61,-0.212392743,-0.6605,0.383,0.2,1.3,3.8,4.9665,0.4165,0.2,2.4,4.6915,3.809,-0.902,0.397447870620033,0.4280958355,0.899165934630533,1.383979348,0.694501405326152,2.627460196,0.421507858764223,-5.638,-0.183,-0.79004245,4.65,2.426,2.6905,3.093,3.538,4.014,4.664,5.177,5.857,6.926,3.2415,3.478,3.825,4.333,4.905,5.258,5.704,6.174,7.0195,-3.12575,0.6335
1,16.75,411.3020858,0.061079279,-6.58008,-7.22495,4.764503184,4.786,274.55,308.15,-18.54,99.1657784,12.195,2.264,75.845,-0.027566,-1.4023638025,-0.316407049,5.134,2.4045,-0.196,-0.82,0.351,0.2,1.3,3.8,4.959,0.425,0.2,2.4,4.6915,3.833,-1.538,0.273,0.411886366,0.8565115045,1.26292853972975,0.642159579621053,2.462211829,0.4023102875,-5.5605,-0.399,-0.9194999,4.6505,2.397,2.6805,3.093,3.5475,4.014,4.6535,5.177,5.857,6.926,3.212,3.4685,3.835,4.333,4.905,5.268,5.694,6.174,7.0195,-4.38124166671051,0.3455
1,17.25,411.9784182,0.207610839,-6.551,-10.79651924,4.734,3.1582989605,271.9,306.2,-21.55,99.17573397,0.3905,0.092,77.165,-0.01851278,-1.235057963,-0.2355409695,-0.442,0.764,-0.173294794,-1.1685,0.375,0.2,1.3,3.8,4.925,0.425,0.2,2.4085,4.675,3.8415,-1.983,0.189473016,0.391193056,0.830036251617964,1.104865021,0.593177523174977,2.436548482,0.375309932,-5.533,-1.0215,-1.1725895,4.658,2.319,2.6905,3.113,3.548,4.004,4.6535,5.177,5.857,6.926,3.153,3.4585,3.835,4.343,4.905,5.258,5.704,6.174,7.0195,-5.00908888893257,-0.0075
1,17.75,411.74094315,0.23059795,-6.51,-11.2537,4.638,3.145180765,275.9,305.9,-22.27,99.18734803,-0.0045,-0.006,78.26,-0.0170616685,-0.784900706,-0.170859179,-0.83,0.622,-0.163306753,-1.478,0.375,0.2,1.3,3.8,4.941,0.4165,0.2,2.3835,4.675,3.8165,-2.115,-0.0719304785,0.375439719,0.786382476279832,1.0252717162691,0.56030713,2.415081822,0.374483932899664,-5.53,-1.5655,-1.5202745,4.65,2.1925,2.661,3.103,3.548,4.014,4.6335,5.187,5.857,6.926,3.0835,3.449,3.845,4.333,4.905,5.268,5.694,6.174,7.0195,-6.50651666647379,-0.088
1,18.25,411.29636295,0.197968132,-6.486,-10.4688,4.613270645,2.8770075805,271.3,304.5,-22.26,99.19659779,-0.009,-0.008,78.66,0.0007055355,-0.463579816,-0.09624763,-0.766,0.65,-0.164546364,-1.6065,0.3915,0.2,1.3,3.8,4.9255,0.416,0.2,2.4,4.683,3.817,-2.215,-0.253426324,0.389183266,0.805330671215247,0.972841391887743,0.575897667124985,2.348980087,0.369976177611478,-5.469,-1.788,-1.468113,4.6585,2.1145,2.6225,3.113,3.5575,4.004,4.633,5.187,5.857,6.926,2.995,3.409,3.865,4.343,4.905,5.268,5.694,6.1635,7.0195,-7.19553888897695,-0.3275
1,18.75,411.74177625,0.2300289705,-6.676,-11.2663,4.6335,2.7031542085,271.9,304.3,-22.38,99.2031,-0.009,-0.008,79.49,0.0138515635,-0.32683691,-0.054,-0.763,0.642,-0.164699582,-1.6635,0.3835,0.2,1.3,3.8,4.95,0.4,0.2,2.375,4.6835,3.825,-2.359,-0.3153522305,0.372210194,0.801490538182408,0.922388197034466,0.566276286196131,2.3639111585,0.365903781852952,-5.574,-1.9255,-1.54469,4.65,2.046,2.5925,3.123,3.5575,4.004,4.633,5.177,5.857,6.926,2.926,3.36,3.865,4.353,4.905,5.278,5.694,6.1735,7.0195,-6.84622722239451,-0.3435
1,19.25,411.830556,0.195961645,-6.688,-11.588,4.628508266,2.781651286,273.7,304,-21.275,99.22961055,-0.008,-0.006,80.4,-0.001735496,-0.342335126,-0.0610511905,-0.634,0.639,-0.1436681,-1.7855,0.3825,0.2,1.3,3.7915,4.9425,0.4,0.2,2.3335,4.6835,3.808,-2.871,-0.3647961485,0.384340545,0.784925002302037,0.892,0.557555867538773,2.359746801,0.36271595,-5.551,-2.1015,-1.6654755,4.65,2.0265,2.583,3.113,3.5575,4.004,4.643,5.177,5.837,6.926,2.877,3.3205,3.865,4.373,4.905,5.278,5.694,6.1635,7.009,-7.84532249965458,-0.2915
1,19.75,411.88,0.2086710195,-6.699,-12.02149594,4.598078395,3,273.3,304.1,-21.6,99.23995941,-0.011,-0.006,80.7,0.002071562,-0.202372747,0.0017435275,-0.665,0.688,-0.1553437925,-1.8355,0.359,0.2,1.3,3.8,4.942,0.4,0.2,2.35,4.683,3.8005,-2.683,-0.5459995475,0.3783365405,0.771278097,0.881776653,0.541018369087229,2.2965047035,0.35177373692206,-5.57,-2.4065,-1.5992095,4.6585,2.0265,2.5635,3.133,3.567,4.014,4.643,5.177,5.847,6.916,2.8475,3.3005,3.855,4.383,4.905,5.278,5.694,6.1635,7.009,-7.18072777786413,-0.205
