DOY2,HR2,CO2_1_1_2,H2O_1_1_2,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_4_1_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_5_1_1,TS_5_2_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,412.293625,0.0835,0.063125,1977.153825,412.396125,0.085375,0.04975,1977.06985,412.54675,0.08225,0.0333,1977.084525,412.17525,0.0532,0.13995,1977.4478,0.694825,-30.851825,0.07545,416.21255,0.06865,-0.1191,-0.092875,-0.53725,-3.59425,-1.049,0.044,-62.159575,-12.9406,0.180375,0.576,0.4425,-31.7364,-36.18325,-32.35235,-31.4152,88.787175,22.50875,0.10255,-35.6905,-19.9825,-22.5255,0,-5.06925,0.1,-1.86475,-2.36625,138.7225,172.7125,-85.40475,204.0025,213.1775,-0.24,-0.32,-0.5,-0.43,-0.32,-0.01,-0.49,-0.349,-4.2473,-3.72585,-2.79085,-6.165875,-5.1574,-3.6413,-3.4439,-3.27995,-3.23535,-2.345825,-9.329,-7.731,-5.570075,-4.776,-4.324575,-2.926,-2.42635,-8.0418,-7.1121,-6.5778,-5.7392,-5.60865,-5.36285,-11.7305,-11.219375,-7.69675,-11.3245,-7.598125
1,0.75,411.2276,0.08175,0.05115,1978.391575,411.26715,0.08475,0.048275,1978.8046,411.08545,0.079,0.0102,1977.562275,411.3318,0.058,0.22425,1978.6682,0.78615,-30.73775,0.08835,415.76525,0.05195,-0.1795,-0.13,-0.1197,-8.49835,-1.307575,0.052175,-105.077825,-11.2208,0.1969,0.64675,0.487,-31.4364,-36.10535,-31.749025,-30.32385,88.7866,23.16975,0.1192,-35.6275,-19.9395,-22.52875,0,-5.37,0.1,-1.9255,-2.398,138.325,172.475,-86.9575,203.52,212.4625,-0.24,-0.32,-0.51,-0.42,-0.312,-0.017,-0.49,-0.348,-4.25585,-3.7261,-2.7891,-6.1383,-5.1834,-3.6457,-3.450075,-3.2848,-3.2344,-2.3503,-9.33625,-7.740875,-5.57635,-4.7742,-4.323375,-2.925,-2.426425,-8.0528,-7.1193,-6.589075,-5.7436,-5.6163,-5.3672,-11.7373,-11.2316,-7.80065,-10.952375,-7.62175
1,1.25,404.848225,0.08295,0.1108,1978.853325,404.805025,0.08615,0.11525,1978.947125,405.009025,0.08365,0.09625,1978.9285,405.295675,0.061025,0.2025,1978.72485,0.65425,-30.52035,0.0904,416.1634,0.03875,-0.24035,-0.1935,-0.205,-5.6875,-0.682175,0.05165,-62.85675,-7.6142,0.20755,0.5825,0.48075,-31.3852,-36.24155,-31.54105,-29.8136,88.780375,21.60675,0.12305,-36.3245,-19.975,-22.5985,0,-5.26,0.1,-1.857,-2.10925,138.635,172.26,-88.9185,203.27,213.0275,-0.24,-0.32,-0.5,-0.43,-0.31,-0.017,-0.49,-0.347,-4.264,-3.7268,-2.7861,-6.1194,-5.2079,-3.6498,-3.453525,-3.2875,-3.243575,-2.3523,-9.352325,-7.753775,-5.58215,-4.766575,-4.322175,-2.924,-2.4269,-8.0641,-7.1268,-6.59425,-5.748,-5.62,-5.37165,-11.7389,-11.2351,-7.788375,-10.956875,-7.6115
1,1.75,410.3502,0.07225,0.142,1978.936875,410.39935,0.065375,0.13865,1978.55945,410.3722,0.067375,0.1058,1978.0026,410.4355,0.06005,0.1965,1978.6798,0.88125,-30.649875,0.088375,416.0232,0.03875,-0.1566,-0.19695,-0.143675,-7.337125,-0.741675,0.050625,-62.311,-8.9916,0.19325,0.5525,0.505,-31.4562,-36.2819,-31.6675,-29.523,88.784425,22.94,0.1241,-35.7265,-20.001,-22.62,0,-5.2465,0.1,-1.7595,-2.2195,139.01,171.965,-87.4725,203.3375,216.2075,-0.24,-0.32,-0.51,-0.43,-0.32,-0.01,-0.49,-0.357,-4.2731,-3.72695,-2.7869,-6.1358,-5.2222,-3.6542,-3.453,-3.2902,-3.2478,-2.3543,-9.3673,-7.765675,-5.5879,-4.763775,-4.320975,-2.92105,-2.426375,-8.0737,-7.1343,-6.60015,-5.7527,-5.6237,-5.37555,-11.7405,-11.2382,-7.381,-9.782,-7.351
1,2.25,410.4125,0.0628,0.16695,1978.66335,410.336875,0.0699,0.1619,1978.354875,410.347125,0.0638,0.1374,1978.012875,411.2372,0.054,0.18155,1978.8239,0.772425,-30.57215,0.08345,415.7836,0.037875,-0.0659,-0.2105,-1.48075,-2.996475,-0.798775,0.0439,-76.3384,-22.1562,0.1579,0.605,0.6275,-31.32475,-36.1524,-32.2043,-29.88,88.791125,22.5935,0.11855,-35.2775,-19.97,-22.6115,0,-5.252,0.1,-1.729,-1.9,138.925,170.71,-86.907,202.8025,218.6075,-0.24,-0.32,-0.5,-0.42,-0.312,-0.01,-0.49975,-0.361,-4.2826,-3.7272,-2.7879,-6.1481,-5.226,-3.6583,-3.4567,-3.2936,-3.252025,-2.357,-9.3827,-7.77805,-5.593475,-4.76175,-4.319775,-2.92,-2.426375,-8.084,-7.1418,-6.606325,-5.7578,-5.6274,-5.38045,-11.7372,-11.241,-7.416075,-10.983,-7.617275
1,2.75,407.89175,0.07165,0.188975,1976.645225,408.87225,0.077125,0.15425,1976.81945,408.6694,0.06615,0.1333,1977.8875,408.42075,0.0643,0.169175,1977.920725,0.681475,-30.712225,0.0789,416.485825,0.035,-0.079,-0.4445,-0.345125,-2.8734,-1.43975,0.037,-100.97125,-13.5478,0.19325,0.54,0.604,-31.3049,-36.26055,-32.049025,-30.4432,88.7719,23.39225,0.117,-35.3615,-19.9305,-22.62225,0,-5.389,0.1,-1.7595,-2.129,137.72,170.88,-86.134,201.6425,217.8175,-0.24,-0.33,-0.51,-0.42,-0.32,-0.01,-0.49975,-0.349,-4.2921,-3.7279,-2.790575,-6.1373,-5.2319,-3.6627,-3.4601,-3.2959,-3.251,-2.359,-9.397675,-7.788475,-5.596025,-4.75895,-4.3181,-2.919,-2.42585,-8.0946,-7.1493,-6.612225,-5.7622,-5.6359,-5.38435,-11.7229,-11.2438,-7.7019,-10.90665,-7.6416
1,3.25,415.45285,0.076,0.21845,1976.0183,415.094475,0.0804,0.2032,1975.97475,415.416725,0.0762,0.1809,1976.128575,415.612975,0.0782,0.1487,1976.86365,0.75175,-30.807025,0.071075,416.87275,0.02775,-0.10085,-0.0623,-0.1182,-4.533925,-0.96625,0.044425,-78.09875,-7.7478,0.1925,0.5275,0.557,-31.3699,-36.622,-31.810025,-31.0651,88.7648,22.6295,0.116,-37.6345,-19.912,-22.6225,0,-5.3635,0.1,-1.805,-1.9655,136.31,172.07,-84.3375,201.25,216.84,-0.24,-0.33,-0.5095,-0.43,-0.32,-0.02,-0.49,-0.362,-4.3006,-3.72815,-2.79275,-6.1247,-5.2347,-3.6675,-3.4635,-3.2993,-3.2544,-2.361,-9.41355,-7.799375,-5.599575,-4.74925,-4.319,-2.92,-2.425325,-8.1042,-7.1565,-6.6128,-5.7673,-5.639625,-5.3888,-11.7096,-11.2473,-7.800625,-10.9377,-7.636625
1,3.75,415.2955,0.078875,0.224125,1975.93225,415.342,0.080125,0.198725,1976.1614,415.221175,0.07725,0.17715,1975.8478,415.3225,0.06545,0.154325,1976.650225,0.691275,-29.462925,0.08805,416.96595,0.02855,-0.1056,-0.074875,-0.1018,-6.901625,-0.678125,0.043775,-81.534175,-8.6464,0.19985,0.5525,0.369,-31.355375,-36.7746,-31.87025,-30.818375,88.76195,21.783,0.120625,-37.902,-19.8845,-22.54525,0,-5.2775,0.1,-1.8665,-2.0495,136.79,171.715,-85.4905,201.7325,215.7775,-0.24,-0.32,-0.51,-0.42,-0.322,-0.02,-0.48975,-0.379,-4.3095,-3.72885,-2.795,-6.0964,-5.2392,-3.6712,-3.4669,-3.302,-3.2584,-2.363,-9.429425,-7.8098,-5.6026,-4.74625,-4.3147,-2.9169,-2.425325,-8.1138,-7.164,-6.6243,-5.772,-5.6399,-5.3937,-11.6962,-11.2501,-7.576,-10.984525,-7.49195
1,4.25,405.51725,0.0854,0.228625,1975.4185,404.802125,0.0868,0.195,1975.8941,405.43855,0.083,0.1681,1976.4458,404.834,0.0745,0.157675,1976.51925,0.661,-29.39045,0.0637,416.43965,0.03095,-0.041,-0.09485,-0.40905,-5.7174,-0.691,0.05005,-72.42,-7.90435,0.188975,0.53,0.43875,-31.5064,-36.68115,-31.65725,-30.559,88.76965,22.82025,0.12355,-37.003,-19.80775,-22.48725,0,-5.449,0.1,-1.8315,-2.315,137.205,170.945,-85.3605,202.2925,214.885,-0.24,-0.32,-0.51,-0.42,-0.32,-0.02,-0.48975,-0.385,-4.3187,-3.72955,-2.79675,-6.084,-5.2441,-3.676,-3.4706,-3.3047,-3.2626,-2.365,-9.444825,-7.8197,-5.60685,-4.7435,-4.313025,-2.9159,-2.4248,-8.1234,-7.1708,-6.630475,-5.7771,-5.6436,-5.403825,-11.6842,-11.2543,-7.9324,-11.088675,-7.524975
1,4.75,414.5003,0.08515,0.245225,1975.389425,414.5896,0.08275,0.19,1975.8226,414.5177,0.0835,0.1446,1975.7131,414.7693,0.082825,0.1652,1976.1359,0.7358,-29.34185,0.06285,415.935275,0.032,-0.11215,-0.0944,-0.3507125,-2.5136,-0.555,0.0512,-76.478,-7.97295,0.1645,0.579,0.56,-31.488,-36.76585,-31.690675,-30.429375,88.76195,22.2055,0.121,-36.6535,-19.828,-22.7,0,-5.438,0.1,-1.76825,-2.4875,137.75,171.205,-86.233,202.125,214.1,-0.23,-0.32975,-0.51,-0.42975,-0.32,-0.02,-0.49,-0.392,-4.3296,-3.7307,-2.799,-6.0785,-5.2521,-3.6847,-3.474,-3.31045,-3.27215,-2.3677,-9.4598,-7.830125,-5.609775,-4.74575,-4.31035,-2.917525,-2.425275,-8.1333,-7.178,-6.636375,-5.7815,-5.648,-5.40825,-11.6703,-11.2568,-7.95715,-10.995875,-7.569075
