DOY2,HR2,CO2,FC,G_1_1_1,G_2_1_1,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,PPFD_IN,PPFD_OUT,RH,SC,SH,SLE,SW_IN,SW_OUT,TAU,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_6_1,T_CANOPY,T_SONIC,USTAR,U_SIGMA,VPD,V_SIGMA,WS,W_SIGMA,TA_1_1_3,TA_1_1_2,TS_1_5_1
1,0.25,349.31675437,-1.302151753925,-59.50175,-40.966,-54.79650849625,0.0015974202,-7.0996323644,160.8,225.7,-88.2,97.22980579875,-0.73875,-0.9874,0.023,-1.81109580755,-2.18579508515,-1.5647718492,-2.837075,-0.2724,-0.4512178652,-19.05425,-5.231825,-3.21375,-1.4336,-1.054975,4.081575,-4.8338,-2.56605,-1.4373,0.7,3.081575,-19.66025,-18.47347419825,0.0402858563,0.0397119602556771,0,0.0206898588119181,0.61515937995,0.00659743877359751,-0.0374000000000001,-16.852744,-1.605525
1,0.75,353.67574245,-1.3818165702,-60.07775,-41.93725,-52.5557682965,0.001629955525,-8.7225655128,161,225,-89.7375,97.24687355725,-0.7262,-0.59755,0.023,-1.261185711875,-2.798311677875,-1.7933055899,-2.761525,-0.2772,-0.524098541,-19.38025,-5.160025,-3.2054,-1.4336,-1.02285,4.081575,-4.89815,-2.605,-1.426575,0.7,3.081575,-19.91725,-18.52755809625,0.0506109485,0.00126341086069331,0,0.00121583186188221,0.698500188325,0.00150049400656932,-0.1896,-16.9892785,-1.69065
1,1.25,346.467059905,-2.1353358968,-58.9765,-48.1043195,-57.9787308365,0.001693072875,-7.0159623665,160.5925,222.86,-90.5,97.25131689325,-0.71465,-0.6287,0.02385,-0.8092225578,-2.1558100508,-1.330576694625,-2.844375,-0.3416,-0.5352724392,-19.71275,-5.13425,-3.239825,-1.4363,-1.039675,4.0725,-4.92695,-2.605475,-1.4,0.7,3.060175,-20.68225,-18.74983836675,0.04721739105,0.00133549413575322,0.000499891150000007,0.0012571938658424,0.803817189225,0.00143870178196444,-0.2808,-17.12268075,-1.758025
1,1.75,350.3959585,-1.10782108875,-59.049028,-48.24565325,-57.2740308485,0.001260639775,-6.895999839075,160.98,221.58,-91.975,97.2268390765,-0.74675,-0.786175,0.025125,-1.162392822175,-2.45335174285,-1.414118779825,-2.94245,-0.3166,-0.42197952145,-20.104,-5.038225,-3.227775,-1.433875,-1.0405,4.0725,-4.949425,-2.644425,-1.408925,0.695325,3.077175,-20.85925,-18.988273015,0.05010460355,0.0011784958003866,0.00130264630000001,0.00132166364388611,0.8265881794,0.00147065040622557,-0.3628,-17.21930325,-1.81855
1,2.25,354.16779313,-1.55897324865,-58.967154,-48.3128485,-53.101806214,0.001132078175,-10.7228364125,160.7175,221.86,-92.14,97.2134118165,-0.72965,-0.7821,0.02555,-1.1494283729,-1.725988836875,-0.9274089955,-2.985775,-0.235,-0.411283923525,-20.555,-5.0124,-3.26265,-1.4496,-1.026325,4.073225,-4.94805,-2.6924,-1.4,0.712325,3.0725,-20.90175,-19.56253269075,0.0553777493,0.00128264897010073,0.00321391910000002,0.00125607650586144,0.823345242875,0.00144934950316825,-0.4848,-17.30036925,-1.8575
1,2.75,353.8031834625,-1.0946845078,-59.22511275,-48.21632075,-49.177335952,0.00120029715,-14.034120515,157.0025,222.14,-91.1375,97.2178090585,-0.71495,-0.820825,0.025975,-0.793838957325,-1.73989884355,-0.7860728755,-2.810925,-0.2892,-0.462456938,-20.44775,-4.953175,-3.255,-1.4131,-1.090925,4.0841,-4.896925,-2.7,-1.400525,0.7,3.0725,-20.58325,-19.499088119,0.0560885562,0.0011507183487081,0.00223132070000001,0.00119327085879269,0.7990892804,0.00124493049180922,-0.6564,-17.48311225,-1.9016
1,3.25,353.35536213,-2.06989603535,-58.53737475,-48.68320225,-48.5895715775,0.0011608731,-11.528792978,161.3,222.22,-91.89,97.190400454,-0.77245,-0.864549999999999,0.025975,-1.275640641325,-2.3233655406,-1.14810142215,-2.7494,-0.2998,-0.40723946515,-20.51125,-5.068825,-3.260675,-1.449875,-1.07575,4.077175,-4.879925,-2.7,-1.45165,0.712325,3.0725,-21.0605,-19.861309938,0.0496158336,0.00126412427825891,0,0.00124481487945404,0.6900091303,0.00130345717599168,-0.824,-17.6573615,-1.9541
1,3.75,353.0842484,-1.619748786225,-57.7206735,-53.4145455,-50.3134461775,0.00108779465,-9.233791803825,161.305,221.38,-91.605,97.195673725,-0.7833,-0.26165,0.025975,-1.2458141963,-2.06154919125,-0.9107291818,-2.737275,-0.3454,-0.3787828959,-20.13325,-5.3862,-3.280075,-1.43405,-1.027,4.0725,-4.848575,-2.7,-1.4882,0.7,3.077175,-21.51825,-20.0333335765,0.05090569695,0.00105917007053311,0,0.00121349974733524,0.75267592095,0.00145865878978071,-0.9056,-17.80717425,-1.9625
1,4.25,352.01651535,-1.6753960496,-56.513103,-51.11332125,-46.8427325895,0.001120388675,-9.88429954925,162.2,222.655,-90.09,97.1480391665,-0.7054,-0.884924999999999,0.0254,-0.6407715234,-2.001290425525,-0.81649513,-2.754525,-0.4144,-0.3915268496,-20.05625,-5.7162,-3.297625,-1.439275,-1.026625,4.0725,-4.833275,-2.717525,-1.4966,0.7,3.0725,-21.36175,-19.8945329945,0.04616559375,0.00115341510148724,0,0.00122428081565425,0.808898663275,0.00132321709540843,-1.0748,-18.005619,-1.997675
1,4.75,356.92297053,-1.5168762011,-56.41899825,-49.013805,-43.341569776,0.0010657336,-14.62916850125,165.075,221.5,-90.4,97.110698968,-0.7067,-0.840524999999999,0.025975,-0.376606198775,-2.3753067132,-1.06400984475,-2.857325,-0.273,-0.40077586185,-20.41125,-6.057725,-3.273175,-1.465,-1.028225,4.077175,-4.801075,-2.776725,-1.505,0.7,3.077175,-21.06425,-19.69242403,0.0444352272,0.00126378916944336,0,0.00112839270372247,0.8391571348,0.00146522614784677,-1.2374,-18.0650865,-2.0549
1,5.25,358.585842015,-0.8683765284,-56.089704,-49.1235625,-43.6605849015,0.0009391322,-7.2215383421,161.5175,220.5,-91.59,97.115402558,-0.6875,-0.85995,0.0254,-0.430384838275,-2.1494447082,-1.41707798425,-2.95505,-0.3084,-0.466051060725,-20.49025,-6.322775,-3.409175,-1.4489,-1.03005,4.0725,-4.858925,-2.8,-1.505,0.7,3.0725,-20.954,-19.625396802,0.037933388475,0.00118066198687767,0,0.00113340826384328,0.724114687,0.00137464322845906,-1.303,-18.0874705,-2.1076
1,5.75,356.67274705,-1.5236616745,-57.5935395,-49.2604725,-45.37978912275,0.001113258,-9.729901135075,165.485,221.12,-90.57,97.101324572,-0.723325,-0.872749999999999,0.0254,-1.324538012075,-1.8885031832,-1.36976507825,-2.91635,-0.3018,-0.5000634499,-20.63375,-6.4341,-3.406425,-1.41915,-0.99625,4.0725,-5.02745,-2.8,-1.52115,0.7,3.07745,-21.50375,-19.470763236,0.047994298075,0.00118797126293761,0,0.00117784482045643,0.9009409122,0.00125301358945317,-1.3762,-18.2122785,-2.215
