DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD,PPFD_BC_IN_1_1_1
1,0.25,0.09175266025,-0.0458556615,0.0915870227964301,-0.483849806,-0.63626495375,0.112783588,-19.029846595,-2.41366571986969,0.37977694775,418.589731877702,1.5124037595,418.9184831,1.5791043875,418.4453076,416.9556114,1.497382743,417.755192,419.4891123,1.54902816266989,418.696098425,419.365194275,1.54443800927491,419.17131095,2.74861060675,-14.6711415975,0.10519124325,2,1.49,0.595,-14.58325,-14.678,-15.1102,-14.778125,-15.207525,94.26007,72.995,0.279775,-13.22,-12.0475,-12.035,0.6,-2.6575,2.275,0,211.9,248.05,219.675,256.6,-1.07,-0.25,0.13,-0.44,0.1,-0.0025,0.07,-3.10825,-2.6275,-1.928,-1.38925,-0.6855,1.649,3.63325,4.89775,5.492,-3.06825,-2.74825,-2.16,-1.432,-0.86525,0.89875,3.3395,4.827,5.31375,-2.8125,-2.58225,-1.8055,-1.3735,-0.74775,1.18475,3.25475,4.76375,5.85575,-3.695,-2.8405,-1.84025,-1.21675,1.45025,3.2765,4.715,5.51425,-2.0535,-1.764,-1.235,-0.5385,-0.162,1.4545,3.8375,5.06575,5.57725,-1.85875,-3.9695,-4.479,-51.83,-0.07
1,0.75,0.096721836,-0.0314085065,0.1164986655,-0.5577541195,-0.498260958,0.1031826535,-23.2000504263162,-1.98750568228216,0.38150302675,418.927453701503,1.2600771815,418.97053715,1.58446776225,418.511110825,417.8190825,1.447833298,417.3654149,419.40362935,1.552546214,418.99206835,420.2154956,1.55448171575,419.295613,2.45592411718654,-14.7483516125,0.0906971109111572,1.9,1.4825,0.59,-14.7816,-14.816,-15.07675,-15.005025,-15.1057,94.24162,73.96,0.2815,-12.81,-11.8625,-11.9675,0.5,-2.7325,2.2,0.005,210.1,247.7,216.475,256.175,-1.08,-0.24,0.13,-0.44,0.1,-0.01,0.07,-3.13675,-2.6565,-1.92875,-1.39075,-0.68825,1.64475,3.6325,4.89675,5.49175,-3.09225,-2.755,-2.1545,-1.431,-0.8645,0.89825,3.3385,4.826,5.31275,-2.87,-2.598,-1.81325,-1.3735,-0.7455,1.17925,3.25375,4.762,5.854,-3.76425,-2.9675,-1.86825,-1.219,1.449,3.2635,4.714,5.51325,-2.15975,-1.7755,-1.223,-0.5345,-0.1655,1.4515,3.8365,5.06475,5.5765,-1.881,-3.922,-4.50875,-51.91,-0.07
1,1.25,0.093102991,-0.040878128,0.097938374,-0.96383940488057,-0.544109926,0.1002492035,-22.3243158375,-2.40890937573513,0.409953075826147,419.1934233,1.312574566,421.1660761,1.65455581616965,418.6784162,418.88932025,1.5608493045,418.117904175,421.27063545,1.650202197,419.2099277,421.3211271,1.659495748,418.9613081,2.5656500965,-15.164320655,0.0944067635435641,1.9875,1.4,0.55,-15.0592,-14.87875,-15.4195,-14.934925,-15.055675,94.22592,74.16,0.2902,-12.3825,-11.815,-11.9325,0.6,-2.67,2.25,-0.0125,208.95,248.7,217.8,255.675,-1.07,-0.24,0.12,-0.43,0.1,-0.0025,0.07,-3.162,-2.692,-1.9405,-1.39475,-0.691,1.64125,3.6315,4.896,5.49075,-3.1505,-2.76925,-2.149,-1.439,-0.86375,0.89875,3.3375,4.825,5.31175,-2.89975,-2.64425,-1.821,-1.374,-0.744,1.1745,3.2535,4.762,5.853,-3.77575,-3.0355,-1.895,-1.22275,1.448,3.251,4.71225,5.51225,-2.23025,-1.80575,-1.224,-0.5265,-0.174,1.434,3.83625,5.06375,5.57625,-1.84325,-4.018,-4.44325,-51.0225,-0.07
1,1.75,0.1026282215,-0.042155518,0.129302572,-0.861851939,-0.48420877975,0.0974731028937517,-19.96655173,-2.31332731015019,0.3645957425,418.34250382541,1.238618636,419.47985145,1.4854199505,418.94054545,417.81740405,1.406567862,418.5794223,419.0081219,1.467781472,418.9277661,420.073542575,1.52448791025,419.164713025,2.3342874572037,-15.15535519,0.0873294037965188,1.655,1.29,0.48,-15.162075,-15.127,-15.7065,-14.908375,-15.2673,94.19162,73.88,0.27595,-13.035,-11.9425,-12.375,0.6,-2.75,2.25,-0.02,210.4,248.45,219,254.425,-1.07,-0.2,0.12,-0.43,0.11,-0.0025,0.07,-3.18075,-2.738,-1.957,-1.3935,-0.688,1.63725,3.6305,4.89425,5.49075,-3.2405,-2.788,-2.14375,-1.461,-0.863,0.89975,3.3365,4.8235,5.3105,-2.89475,-2.68875,-1.828,-1.37375,-0.74175,1.169,3.25275,4.761,5.852,-3.82025,-3.0945,-1.9205,-1.22625,1.44675,3.24975,4.71125,5.51125,-2.285,-1.84425,-1.2225,-0.526,-0.173,1.4305,3.8355,5.0635,5.57525,-1.86,-3.806,-4.221,-48.8,-0.07
1,2.25,0.0723342750291279,-0.082213786,0.1105345185,-0.796660497,-0.42376475625,0.1057273425,-22.415640105,-1.89903924681909,0.36343090675,418.214212217206,1.26983407375,419.1766672,1.608861714,418.7003913,417.5542253,1.463382255,417.4697716,419.2488024,1.598634345,419.8352866,420.2162704,1.559963661,420.197297090909,2.433906854,-15.3073864525,0.0869934299240877,1.83,1.19,0.47,-15.58605,-15.3475,-15.875675,-15.414325,-15.507,94.20101,74.615,0.2822,-13.3075,-12.0625,-12.4475,0.575,-2.655,2.1,-0.01,212.1,247.9,216.675,253.85,-1.08,-0.205,0.13,-0.43,0.1,-0.01,0.07,-3.2605,-2.79125,-1.97225,-1.38925,-0.68525,1.633,3.6305,4.89325,5.48975,-3.34875,-2.8305,-2.139,-1.468,-0.86375,0.8995,3.33575,4.8225,5.3095,-2.95775,-2.71525,-1.83175,-1.375,-0.7435,1.16425,3.25175,4.76,5.85125,-3.846,-3.14775,-1.93725,-1.229,1.44525,3.26,4.71025,5.51025,-2.27225,-1.846,-1.225,-0.5335,-0.17175,1.42625,3.835,5.0625,5.5745,-1.94,-3.979,-4.35,-47.495,-0.0775
1,2.75,0.097773987,-0.076649328,0.09216102575,-1.41890330125,-0.564172819,0.105033379940875,-27.4533586309674,-2.22251466875,0.3665495665,418.497966769613,1.276758114,419.0358199,1.58724715744028,418.5388011,417.197191825,1.48714064775,417.92639415,419.854104,1.528023699,419.4986198,419.97712635,1.5483838675,419.630812325,2.255400244,-15.40321741,0.09932952075,1.68,1.2775,0.49,-15.7787,-15.4695,-16.2929,-15.692725,-15.64815,94.19618,74.26,0.274625,-13.435,-12.17,-12.625,0.575,-2.595,1.875,0,210.1,246.1,214.625,253.5,-1.06,-0.2,0.13,-0.44,0.1025,-0.0025,0.07,-3.29025,-2.7945,-1.98525,-1.3905,-0.68175,1.62975,3.6295,4.8925,5.489,-3.44225,-2.87325,-2.19675,-1.4705,-0.86325,0.9005,3.3355,4.8215,5.30925,-3.02,-2.7815,-1.83325,-1.377,-0.74725,1.15875,3.25075,4.759,5.8495,-3.88825,-3.201,-1.951,-1.22975,1.445,3.271,4.7085,5.509,-2.264,-1.8385,-1.227,-0.554,-0.175,1.45425,3.83425,5.06175,5.57425,-1.838,-3.8045,-4.452,-49.555,-0.07
1,3.25,0.0946428857127356,-0.0951205485,0.101069756377976,-0.657742297,-0.569547297,0.1176840775,-26.00849423,-2.587932738,0.385114982,418.742762374382,1.24214836375,419.874217325,1.50418132201555,419.15883265,417.5626721,1.454527644,418.1293865,420.007635425,1.52661020825,419.9705637,420.357730525,1.53342166825,419.7763523,2.448380597,-15.05951555,0.100079432,1.805,1.3275,0.5,-15.61255,-15.37425,-16.15565,-15.95085,-15.8196,94.20034,73.24,0.2736,-13.4825,-11.9975,-12.6125,0.7,-2.62,2.475,0,210.3,246.3,213.825,253.2,-1.07,-0.185,0.13,-0.43,0.11,-0.0025,0.07,-3.334,-2.7945,-1.9905,-1.39775,-0.67825,1.62625,3.6285,4.89075,5.48875,-3.4785,-2.90425,-2.2145,-1.47075,-0.86325,0.90025,3.3345,4.81975,5.308,-3.099,-2.80425,-1.8385,-1.3765,-0.74975,1.154,3.25075,4.75825,5.8485,-3.88075,-3.26325,-1.963,-1.168,1.44275,3.27,4.7075,5.50875,-2.25825,-1.8415,-1.228,-0.579,-0.175,1.41875,3.834,5.0615,5.5735,-1.813,-3.8455,-4.4135,-50.04,-0.07
1,3.75,0.146695932025547,-0.041192626,0.16799638725,-0.6517657255,-0.4316770255,0.1130127225,-24.4460355825,-1.9691465945,0.404578310972089,418.96522626218,1.23217158675,420.1840533,1.5387610709384,419.0191931,417.802248575,1.37018893275,418.42207675,420.17278565,1.50476850650797,419.7043839,421.359919118171,1.55406698404121,419.823099725,2.58919396477741,-15.28274333,0.095935303,1.965,1.3475,0.475,-15.1037,-15.30075,-16.13175,-15.81155,-15.4236,94.17106,74.9,0.2791,-13.4125,-12.01,-12.51,0.6,-2.545,2.3,0.03,210.3,246.75,214.75,253.075,-1.08,-0.24,0.12,-0.205,0.1,-0.0025,0.07,-3.35725,-2.7905,-1.996,-1.40575,-0.6745,1.622,3.62775,4.88975,5.48775,-3.50625,-2.93825,-2.2085,-1.47425,-0.86275,0.90075,3.3335,4.81875,5.307,-3.14,-2.82525,-1.865,-1.374,-0.753,1.14925,3.24975,4.75725,5.8475,-3.8675,-3.305,-1.97,-1.1725,1.4425,3.26875,4.70575,5.50775,-2.25525,-1.84325,-1.2355,-0.579,-0.178,1.415,3.833,5.0605,5.5725,-1.84475,-3.7045,-4.3915,-50.69,-0.08
1,4.25,0.091831894,-0.066164533,0.115703803334562,-1.65412895144421,-0.396083151,0.106868568,-26.0301595613678,-1.59404534348488,0.376679834622143,418.957912440216,1.221754736,420.044579175,1.74573238439421,419.5166649,419.288406625,1.56226895875,419.2458494,420.810871,1.67633976122664,419.958293983746,421.4558164,1.68846703502925,420.2381887,2.57907473475,-15.615593018497,0.107856357,1.9775,1.2525,0.5,-15.6744,-15.39925,-16.1849,-15.278475,-15.8855,94.152,75.23,0.281875,-13.3475,-12.03,-12.8,0.5,-2.5825,2.25,0.02,209.65,242.3,213.15,253.225,-1.08,-0.145,0.12,-0.44,0.1,-0.0025,0.07,-3.4695,-2.7855,-2.001,-1.413,-0.671,1.61875,3.62675,4.889,5.48775,-3.5105,-2.96025,-2.20375,-1.469,-0.86275,0.90125,3.3325,4.81775,5.306,-3.17275,-2.84625,-1.87875,-1.3745,-0.75525,1.1445,3.24875,4.769,5.8465,-3.89275,-3.3375,-1.977,-1.177,1.44125,3.26775,4.70475,5.50675,-2.25175,-1.8315,-1.25125,-0.56575,-0.1775,1.429,3.83275,5.0595,5.5725,-1.85325,-4.333,-4.59725,-52.55,-0.0775
1,4.75,0.11480588589109,-0.0467862904383958,0.1028157545,-1.09502183221485,-0.93407252275,0.117040813196799,-26.434005191813,-2.263741685,0.36862674975,418.986040072479,1.20028186,419.850087275,1.681447696,418.98951295,418.534295075,1.5326336735,418.3464594,420.276114025,1.67273418,419.70913255,420.3800463,1.674841782,420.158036668023,2.386746793,-15.4640287381207,0.11372116625,1.74,1.285,0.5225,-15.82525,-15.1885,-16.3182,-15.964,-16.206,94.11611,74.6725,0.2687,-13.2225,-11.985,-13.1675,0.5,-2.545,2.1,0.03,208.2,240.9,218.125,252.425,-1.04,-0.155,0.12,-0.44,0.1,-0.01,0.07,-3.58525,-2.7815,-2.0065,-1.414,-0.6675,1.61525,3.62675,4.88775,5.487,-3.5085,-2.968,-2.19925,-1.4695,-0.863,0.90075,3.33175,4.816,5.3055,-3.21175,-2.88175,-1.89075,-1.37425,-0.754,1.139,3.248,4.7555,5.84575,-3.90275,-3.291,-1.991,-1.23675,1.43925,3.266,4.70375,5.50575,-2.249,-1.83225,-1.25725,-0.56525,-0.18025,1.4445,3.83175,5.05875,5.5715,-1.87,-4.468,-4.5545,-52.405,-0.08
