DOY2,HR2,FC_1_1_1,H_1_1_1,LE_1_1_1,NEE,TAU_1_1_1,USTAR_1_1_1,CO2_1_1_1,H2O_1_1_1,H2O_SIGMA_1_1_1,CO2_SIGMA_1_1_1,WS_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,PA_1_1_1,RH_1_1_1,VPD_1_1_1,TA_1_1_1,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,T_SONIC_1_1_1,T_SONIC_SIGMA_1_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,SG_1_1_1,SG_2_1_1
1,0.25,-0.0160295,-26.17925,-0.221575,-0.040511,-0.178834200660325,0.144405246916361,418.277763311988,3.87369644661695,0.0220368292727407,0.387962443847165,1.97468575,0.41333457085971,0.339312180134447,0.18359515065478,97.84298,67.13334,0.190555,-3.6358,-0.490819975,-0.047838225,0,0.008724425,236.3469,287.62535,-68.5938175,4.95451425,0.1845499,0.9702035,0.88226565,1.4399205,-12.281405,-11.5179025,-11.3204625,-13.4769825,-3.07324477389792,-3.12336281908747
1,0.75,-0.02521865,-24.567,-0.2770575,0.082795,-0.185119139950589,0.138239341150798,418.812702166039,3.78410033367404,0.0227177715990686,0.380181149224759,2.008792,0.420310598629212,0.352937815850716,0.181813402526862,97.8323,67.95333,0.19044,-4.2373,-0.4806508,-0.046344085,0,-0.143902605,237.2597,286.37795,-66.59856,4.491982,0.1772122,0.984042,0.8766475,1.427213,-12.33511,-11.616365,-11.342125,-13.705095,-3.73832145159651,-3.43459496541109
1,1.25,-0.026588,-21.088,-0.18847,-0.027552,-0.198909466454205,0.134397904887573,418.520739633709,3.93097138374542,0.0234277474786115,0.386380984217514,1.9748665,0.41587030860998,0.353242822941049,0.175303160863296,97.821185,68.69384,0.193585,-3.855125,-0.47403035,-0.044572085,0,-0.125672715,235.3843,283.6859,-64.63245,4.208748,0.178164,0.9533207,0.8904923,1.4293865,-12.464245,-11.79758,-11.49273,-13.74287,-2.78520715692911,-3.0661931288766
1,1.75,-0.02981475,-23.50425,-0.580935,0.00185695,-0.195507951502284,0.134077059085162,418.373036881802,3.92710091142873,0.0227635731048483,0.34615311709401,2.0646265,0.398824080960963,0.35543628176816,0.178373148945332,97.810775,69.29246,0.19036,-4.0037,-0.50413595,-0.04023432,0,-0.00127357575,235.4215,284.18305,-65.102145,4.20387225,0.1737213,0.9372863,0.8896898,1.42994,-12.63796,-11.890575,-11.46226,-13.654625,-2.92008728306691,-3.10873087471464
1,2.25,-0.1111375,-23.928,-0.1161105,-0.14172,-0.183377057692118,0.142101101025923,418.564461497784,3.84441614035562,0.0218012182039659,0.419604992600282,2.03287725,0.384261047855365,0.368147487273943,0.17804632774566,97.80205,70.284765,0.191505,-4.039825,-0.495745725,-0.04093122,0,0.080089295,228.92575,284.1808,-64.49671,4.31111475,0.1746153,0.9644936,0.85516345,1.4303065,-12.749795,-11.86478,-11.57682,-13.709995,-2.83586389700908,-2.77896169925883
1,2.75,-0.034353,-22.671,-0.16623,-0.016598,-0.198706739203136,0.139638752177063,418.824396234817,3.91284400372044,0.0207853563574965,0.36719628631132,1.9854525,0.396899350032964,0.332888355127648,0.187815877876703,97.78792,70.4901575,0.19023,-4.061025,-0.5053791,-0.04428317,0,-0.07285417,229.66105,283.1538,-64.7194,4.255921,0.1821601,0.9581508,0.85556605,1.429597,-12.72294,-11.847045,-11.607795,-13.778865,-2.61352028300154,-2.88310724270089
1,3.25,-0.025098,-30.7465,-0.22698,-0.011013,-0.197654056283099,0.153329338956356,418.452684629848,3.95188175442348,0.0213983076304381,0.361442069526844,1.983133,0.425472056097122,0.387432205795489,0.190267431259765,97.76922,70.9049625,0.19022,-4.270025,-0.5888429,-0.05047881,0,-0.31370875,232.0729,283.6426,-65.38957,4.41486,0.182414225,0.9545245,0.8654016,1.414832,-12.72743,-11.94891,-11.93597,-13.78088,-2.44377539847012,-2.60556947899676
1,3.75,0.1065995,-26.25875,-0.20854,0.023453,-0.185496174662601,0.1433618032777,418.091396376236,3.97921181969463,0.0202821917528344,0.392523013239734,1.989446,0.424432160707417,0.375500316270168,0.184455673715562,97.77648,71.234125,0.1902025,-4.620025,-0.5393335,-0.0477511175,0,-0.05236027,231.181125,284.814125,-64.38578,4.096567,0.1816218,0.928224075,0.878689625,1.40895225,-12.788945,-12.1359425,-11.988885,-13.94899,-2.54080620868692,-2.71925850558404
1,4.25,-0.014592825,-30.613,-0.2646625,-0.03447815,-0.173405126527001,0.137035066928029,418.270524540262,3.92889431453216,0.0209105603327834,0.391890184824825,2.099901,0.442314058912308,0.390850087614994,0.18248581530192,97.7415325,71.688505,0.1892075,-5.087125,-0.57674205,-0.0401558575,0,-0.2029619,232.016575,283.18965,-62.69366,4.593869,0.185230825,0.9153848,0.870735525,1.40903925,-12.925995,-12.2373925,-12.1350675,-14.002655,-3.04308203775486,-3.01717811172611
1,4.75,-0.02267475,-27.753,-0.30449,-0.0287605,-0.174623427981255,0.139231044585876,418.166285715668,3.86299759773908,0.0255226007570898,0.397728581676325,2.085473,0.457658221163293,0.34962751088582,0.188140088375789,97.7341925,72.1520175,0.1892075,-5.1026,-0.55259645,-0.04046924,0,-0.4353494,232.321275,283.50555,-64.45438,4.42738175,0.18432235,0.8986445,0.883584725,1.40948475,-12.991215,-12.31655,-12.123785,-14.01709,-3.47717259210611,-3.97269739293881
1,5.25,0.042412,-24.81975,-0.20179,0.011998,-0.216338534241232,0.141560709188682,418.228529066636,3.8947940555053,0.0226973145214769,0.358372048774811,2.020656,0.427822990455968,0.374385949882195,0.183456268742618,97.734485,73.39888,0.19004,-5.07055,-0.593048775,-0.033730475,0,-0.3514437,230.705625,285.535325,-64.391235,4.052968,0.17919505,0.8784569,0.876885025,1.40923775,-13.06793,-12.33871,-12.20571,-13.998945,-2.42913042222081,-2.66794768753186
1,5.75,0.01220085,-24.7995,-0.237625,0.064347,-0.215778860561623,0.156864961903435,418.247690190896,3.85891207530664,0.0237510256117748,0.353309536130987,2.103965,0.431243673564845,0.409953439312092,0.189334283677275,97.752555,73.73942,0.189935,-5.0944,-0.59905545,-0.042053845,0,-0.819784475,230.8275,283.80945,-63.126765,3.97450575,0.180425175,0.86120905,0.885857025,1.407064,-13.1626,-12.27933,-12.213705,-14.10316,-2.70274652576907,-3.00303863717164
1,6.25,0.1232835,-26.314,-0.19486,0.054185,-0.223221675031079,0.169808227370527,418.734531393678,3.90265437818792,0.0226105031316171,0.398625702226847,2.16781,0.487992011158769,0.407238470996362,0.210346022286833,97.7868325,73.90295,0.1892,-5.63065,-0.6447016,-0.03658613,0,-1.64416,231.00235,283.687975,-64.9354175,4.0239255,0.176335625,0.88601245,0.893649025,1.40294725,-13.139335,-12.333975,-12.333515,-14.15059,-2.67389790379538,-2.6346270675248
1,6.75,0.014547,-24.29,-0.23063,0.00523575,-0.208179824726892,0.165740495456191,419.288512141284,3.94736221154637,0.0198908008070296,0.431038212020287,2.178012,0.463397144925047,0.387381858098006,0.214692747438526,97.785935,74.1133025,0.1892,-5.785425,-0.59919445,-0.030118055,0,-1.5023885,235.5964,283.4314,-65.23042,3.8835775,0.1767935,0.87220905,0.874821,1.388999,-13.26309,-12.6934625,-12.4169675,-14.223375,-3.07975681963413,-2.96562819732533
1,7.25,-0.0030471,-24.07725,-0.57125,-0.00839555,-0.200610861397094,0.168437341239028,419.188900031867,3.94782504199169,0.0213681476478288,0.493179099981635,2.139379,0.4700645101099,0.433037884113312,0.221230543820445,97.7788425,73.92289,0.1892,-6.42105,1.38585125,0.2058835,0,-2.04181975,233.2708,282.358925,-61.9123275,3.88795475,0.178726575,0.878666425,0.88156805,1.37919475,-13.33955,-12.74176,-12.47565,-14.27729,-2.27512657246278,-2.51417177878568
1,7.75,0.04192975,-19.618,0.50413,0.08078875,-0.214732568710827,0.196341991112047,419.584605783129,3.81911389132578,0.0298965953477352,0.456690437133017,2.24423925,0.515827445727962,0.440733580980722,0.242253427785137,97.8184125,73.9507875,0.18933,-5.8024,15.89385,2.01222475,5.2703,0.88071685,227.567275,284.48465,-33.95893,3.46455,0.1820966,0.7873006,0.809926775,1.3796525,-13.3337575,-12.7402425,-12.3845025,-14.327875,-10.8254794059483,-9.35194746399866
1,8.25,0.2483625,-3.8598,4.119825,0.168215,-0.201339419268263,0.2177040515208,419.628901504256,3.82853005866948,0.0343856825099039,0.404253258823123,2.26764925,0.57399731679509,0.483877384561693,0.265128532425706,97.82375,72.4785,0.190105,-5.32675,47.53254,6.6869145,21.1825,4.3216565,227.6334,288.584575,3.4220055,2.922113,0.179376,0.622949125,0.766612825,1.38539575,-13.3609825,-12.87996,-12.278055,-14.3167575,-17.8897184150509,-14.5987742659593
1,8.75,0.063693,10.08355,6.7066,0.1256635,-0.263219087553366,0.240214907785647,418.585843426599,3.970919676726,0.0462362086734798,0.470657120992926,2.66987625,0.616844808515443,0.532539851141942,0.314356040020908,97.8604925,69.011155,0.1901475,-4.91285,83.88919,13.7712925,44.567,7.5977985,231.604175,293.7496,20.3349925,2.636016,0.20872525,0.61775355,0.744161425,1.38357425,-13.42706,-12.90346,-12.226885,-14.339025,-9.23561837577943,-7.54837304752303
1,9.25,0.25708,20.69975,8.98685,0.26433,-0.262817680146331,0.276943024068157,418.440341794349,3.95053725008386,0.0514170857240216,0.465092139509313,2.86995,0.700401293047032,0.636726154743532,0.331417158096683,97.86702,65.9977,0.1932825,-4.30755,137.144925,19.87612,74.453,12.2202075,231.395625,298.786875,37.5017175,1.578073,0.221898475,0.609911125,0.649958775,1.3790525,-13.34409,-12.90226,-12.04528,-14.26758,-3.90212186029632,-3.68307802096961
1,9.75,0.2734975,31.3225,12.28775,0.27973,-0.285938129489552,0.289486502295385,418.894790391854,3.86241283365743,0.0569572850841538,0.556208318528677,2.947252,0.726285647978522,0.674967189518512,0.360346534211737,97.8984,63.358845,0.19501,-3.51355,195.75785,29.6290025,107.32,19.28958,235.6216,301.0314,51.23682,2.0567335,0.2626095,0.5688282,0.6328217,1.380302,-13.262255,-12.7327125,-12.0306375,-14.19272,-3.17816579954777,-2.85850918115026
1,10.25,0.0599725,37.3255,13.53825,0.11909,-0.290152779785513,0.282937493663263,417.931988853365,3.91090876396027,0.0611709977976992,0.577616614750599,2.93483175,0.710579983443435,0.691678024202034,0.357002415450065,97.90529,61.491985,0.25026,-2.64075,245.0438,37.757075,135.08,24.54725,238.2382,304.8148,63.58691,2.210316,0.29649105,0.5705297,0.6441602,1.379759,-12.8962425,-12.403415,-11.909055,-13.98791,-2.40383077771131,-2.02330023066564
1,10.75,0.27746,41.89725,15.4755,0.34234,-0.289818485433326,0.280506280802245,418.1439581955,3.99050660765409,0.0665630134292458,0.613493989159313,2.8184095,0.777092741535872,0.713749741270348,0.358210042635573,97.88099,59.71926,0.315125,-1.9104,287.3114,41.8844325,160.065,27.80696,240.0835,308.71425,74.586955,2.824798,0.30000725,0.64221265,0.6305903,1.403499,-12.542115,-12.0467675,-11.39244,-13.7203025,-1.18613160259522,-0.802414048957638
1,11.25,0.2479225,49.985,15.756,0.39957,-0.287715456927498,0.271099737695991,418.34189259544,4.04854224439909,0.0651231095957826,0.726098987939222,2.725506,0.74918693385817,0.728910513953064,0.368699515086014,97.90015,57.7040225,0.337055,-2.26915,326.6311,50.508355,179.905,33.593005,244.10325,310.4681,87.9906125,2.4653585,0.302629175,0.70578775,0.653937725,1.39094325,-12.126585,-11.58785,-11.16709,-13.59371,0.0107697374815364,-0.101725191732317
1,11.75,0.130195,58.9405,16.547,0.186,-0.304569488028742,0.264818022786252,417.686629313407,4.08348053855247,0.0660822497913524,0.796208361155008,2.775668,0.76796210365468,0.782199002297194,0.374455129207525,97.9149075,54.382625,0.381735,-2.2617,382.12565,56.22004,209.78,40.9877175,240.063375,312.2577,105.532525,2.5099985,0.3615685,0.637046925,0.6635461,1.38936875,-12.045855,-11.25812,-10.980265,-13.388465,-0.270306484406902,0.0972731549738946
1,12.25,0.23876,64.86425,15.9065,0.304405,-0.300921768763577,0.285952087672007,417.910419590525,4.19412363315149,0.0665978805369781,0.750082865364777,2.81134,0.800433095718848,0.758610514147542,0.378921459351916,97.85601,50.60807,0.4114625,-2.14305,382.282125,51.368525,204.755,36.4498,243.0902,313.00115,87.93562,2.924522,0.3449685,0.660395875,0.715165175,1.3916825,-11.58701,-11.066865,-10.785875,-13.100865,0.0880089691977637,-0.0606019599174163
1,12.75,0.13924,56.398,15.39,0.1694875,-0.296695777172067,0.294936439611058,417.60854825359,4.19773990164926,0.0649032888901088,0.758771473027293,2.97518075,0.818608797190375,0.793689352068185,0.384790955630201,97.8549175,48.0381975,0.4754925,-1.84545,353.039775,60.546735,180.495,43.1838525,244.610825,313.23565,76.8569575,2.96242975,0.3858053,0.852573525,0.7400246,1.390116,-11.296645,-10.89436,-10.38584,-12.927875,1.79001841119424,1.49998206537449
1,13.25,0.23258,43.33075,13.32,0.34922,-0.286909931697428,0.292024599577047,417.308169824378,4.18573159444501,0.063337921467453,0.657143802194861,2.9914965,0.849574311976974,0.776461913304889,0.395572562640519,97.815125,46.6800425,0.48479,-2.0165,351.7459,60.894815,174.87,39.288395,242.696,312.75885,70.9288,3.49892275,0.31079675,0.9401734,0.8142054,1.3997155,-11.19118,-10.398155,-10.22117,-12.6615175,1.10521681459556,1.16972348319382
1,13.75,0.2699,44.808,14.002,0.271675,-0.31109929991703,0.302318604161614,416.659978757666,4.14143500021693,0.0640698890695967,0.715853892141257,3.077158,0.856724334880129,0.75824895091854,0.405354796910737,97.7885125,44.96731,0.51977,-1.7333,306.6013,53.88555,157.7275,33.09893,242.0439,313.027625,69.6141375,3.82487075,0.280131925,0.932111125,0.842847775,1.422584,-10.776395,-10.238995,-10.09717,-12.33617,1.51103259140383,1.27680701558477
1,14.25,0.47642,38.3825,11.56325,0.48748,-0.273733880903676,0.311304487430737,416.11773330723,4.12076668078012,0.0584801393160577,0.610465859524511,3.0587865,0.820377071625856,0.763129205002002,0.379332516491185,97.788645,43.1714875,0.635575,-1.42575,263.30305,48.7043075,140.395,34.944015,240.29425,311.9258,60.57815,4.256387,0.2474391,0.9607531,0.88361765,1.4294465,-10.45667,-10.20064,-10.0049175,-12.1007525,-0.330475224638572,-0.398485585093603
1,14.75,0.30972,31.1625,10.57675,0.398535,-0.284590465916461,0.274230417250094,416.199355775871,4.12053662968277,0.053450733012876,0.530048735888694,2.856805,0.771888245850768,0.707861305946727,0.345763550136481,97.72984,42.06567,0.6288,-1.52396,195.236375,33.421805,100.96,21.76391,239.4126,310.2481,42.19929,4.503131,0.2150415,1.011286,0.9106766,1.415949,-10.361385,-9.856711,-9.842707,-11.8741175,1.422317049279,1.10157670603714
1,15.25,0.3486325,19.5905,7.948875,0.3937975,-0.25397047430415,0.273614912902961,416.181785140305,4.1873413293754,0.0491100972266834,0.415418395475285,2.7975555,0.721130844009506,0.682263518741325,0.33732795691595,97.73418,41.91972,0.62381,-0.950535,154.283525,26.5686375,80.743,17.49786,241.4996,309.4701,25.51062,4.968588,0.1927195,1.058452,0.9299238,1.410733,-10.01938675,-9.55206175,-9.6263365,-11.5850775,0.71176215083131,0.804128924995256
1,15.75,0.2088125,7.5634,5.34905,0.29736,-0.267831960962646,0.245219598079533,416.06371066897,4.24728452695069,0.0452958573654013,0.40042326273225,2.62757075,0.641183498378792,0.614327490278704,0.302943242424208,97.74714,42.63448,0.62468,-0.9776375,113.6044,19.869815,60.967,14.0350775,239.3083,307.4962,12.31736,5.32861525,0.1673595,1.093455,0.97757,1.411631,-9.852037,-9.373778,-9.551733,-11.3018375,0.778041557530819,0.67269617090322
1,16.25,0.18275,-5.671875,2.8329,0.20358,-0.226687474098485,0.230735667985361,416.139540232022,4.35172105736624,0.0400912519664109,0.395589647030876,2.489991,0.594439500302608,0.494370456041698,0.285367811969756,97.77718,45.26079,0.54862,-1.730075,63.09005,11.4037075,31.322,8.45711475,238.3822,303.6716,-12.07128,5.560245,0.1666086,1.154814,1.038922,1.410769,-9.96012525,-9.46862175,-9.48897975,-11.1780525,-0.0859101650033104,0.0160165957742615
1,16.75,0.11372,-18.637,0.85617,0.13625,-0.191918577915426,0.175833945406189,416.455767052188,4.37744058299544,0.0339287193024054,0.481727722780022,2.127716,0.528488446667207,0.418405107009912,0.210089910588454,97.76535,48.4363575,0.50129,-2.092025,21.593435,3.67404775,9.4528,2.78899625,241.3851,299.7064,-50.09327,5.958676,0.178624825,1.14609,1.085919,1.410996,-9.84630125,-9.5623375,-9.542289,-11.21747,0.692982576778476,0.0793633089791287
1,17.25,-0.0016545,-26.8045,0.0461775,0.019603,-0.170005725505196,0.14241579353522,417.0844318857,4.4015084886634,0.0306955603468249,0.588463124780124,2.0326155,0.420237533162544,0.365604134032473,0.176874867824432,97.73913,49.41787,0.5101725,-2.2529,1.7819,0.27052055,0,0.3846428,236.441125,295.361075,-68.74691,6.39626625,0.1849426,1.2213295,1.12431525,1.417125,-9.902043,-9.6341915,-9.495996,-11.44189,-0.999628173042673,-1.11911160202547
