DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1_1_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,TS_2_1_1,WS,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,SG_1_1_A,SG_2_1_A,CO2
1,0.25,1.068368075,47.20943,23.19898,0,-1.8935,-0.90585,89.09,0.6558004,93.885,1.003801,14.128134,0.493045499999981,-0.050225,8.72675,15.72675,5.53605,12.24825,2.30552499999999,9.7490625,6.08081249999999,537.9025
1,0.75,1.569542,48.58259,14.7450267499999,0,-1.923825,-0.928875,87.585,0.61168415,93.8425,0.4296911,15.85154625,5.55518725,-0.053825,8.887,15.974,4.41335,12.7135,2.21795,9.7335625,7.92661249999999,532.825
1,1.25,2.9264135,52.3000475,19.32666,0,-1.62325,-0.9514,87.8025,0.6430202,93.8425,1.09889,14.8180975,5.61321225,-0.0407,8.547,15.29275,4.140125,12.689,2.107,9.57365,5.799425,528.0025
1,1.75,1.4371225,54.9886425,13.989895,0.01063557,-2.03825,-1.002725,86.9025,0.651780675,93.8425,0.532438,14.6631425,5.564441,-0.048875,8.6835,14.9975,4.000625,12.39925,2.024325,9.4757625,6.36079999999998,534.55
1,2.25,1.615887,58.997895,38.1405599999999,0,-2.53095000000001,-0.98925,85.905,0.653312475,93.8425,0.780534975,14.2048,5.67529,-0.046925,8.921,14.74875,3.87305,12.1275,1.98675,9.3652375,5.4413375,516.5625
1,2.75,4.22654624999998,51.20888,40.8230425,0,-2.16725,-0.9986,86.1025,0.5873377,93.8425,0.737759875,14.1847,5.62685,-0.03395,8.76075,14.66525,3.79095,12.092,1.9335,9.308975,5.3822875,514.115
1,3.25,2.8669715,61.82531,29.5342775,0,-2.10875,-0.994375,86.2225,0.6142198,93.8425,0.6818636,12.50795875,5.73747375,-0.0401,9.19124999999999,14.602,3.77275,12.01075,1.876,9.279725,6.44196249999998,503.56
1,3.75,2.696662,63.086465,12.65513,0,-1.9985,-0.9869,86.9,0.631754125,93.8,1.88086225,13.395,5.59228,-0.114175,7.98694999999999,14.64525,3.686575,12.091,3.176,9.298825,6.40242499999998,528.85
1,4.25,1.53171775,65.118555,60.345275,0,-2.46175,-0.9634,86.5225,0.6611307,93.8,0.987799225,12.5037,5.54591,-0.160225,8.45025,14.5855,3.70185,11.95,1.8203,9.301575,5.2022125,513.955
1,4.75,1.294868,64.951125,61.6102799999999,0,-2.63917500000001,-0.962375,86.26,0.679905,93.8,0.9128211,11.37777325,5.51112114999997,-0.19675,8.59,14.498,3.6366,11.858,1.7996,9.2779,5.93550000000001,524.9125
1,5.25,2.9640075,65.9765125,16.15569,0,-2.8737,-0.97435,86.66,0.63299505,93.74,1.19160715,10.0352196,5.61456427499997,-0.198,8.544,14.346,3.6516,11.734,1.7816,9.2618,5.92390000000001,525.875
1,5.75,1.15795075,62.983205,31.3469024999999,0,-2.766075,-1.0194,86.88,0.62989855,93.74,0.865758025,10.716,5.69884,-0.213925,8.374,14.42,3.6736,11.85,1.792,9.2594,5.99940000000001,506.0675
1,6.25,1.00161925,65.60185,21.2596175,0,-3.0055,-1.02205,87.62,0.60784525,93.74,0.646239075,11.166224375,5.46847242499997,-0.213875,7.6336,14.45,3.6362,11.706,1.764575,9.1916,5.85390000000001,533.5
1,6.75,1.1393324,69.378215,50.8590149999999,0.02334156,-2.94975,-1.025275,87.34,0.647595275,93.74,1.100825075,13.4436395,5.74836425,-0.218175,7.5752,14.414,3.6454,11.674,1.7669,9.0971,5.87240000000001,539.85
1,7.25,1.4295405,61.10345,10.2296175,0.077912835,-3.10330000000001,-1.005975,87.14,0.673417125,93.74,2.826789,11.301691,5.7510045,-0.207625,7.6996,14.452,3.6656,11.698,1.7485,9.103,5.82790000000001,540.23
1,7.75,1.104536,61.600525,89.1730449999999,5.84692425,-3.337525,-1.0079,87.77,0.678910625,93.7,9.290622,11.72525575,5.74756574999999,-0.2177,7.997475,14.338,3.67495,11.74375,1.7997,9.0885875,5.89801249999998,634.225
1,8.25,1.0941563,59.329225,78.801075,22.1106,-3.7503,-1.000975,88.525,0.6588884,93.6425,26.5354,10.6424,5.75669,-0.207925,7.7199,14.35775,3.666525,11.759,1.7773,9.051975,5.81872499999998,551.6325
1,8.75,1.530470925,72.2509999999999,10.786,48.75692,-3.4797,-1.005775,89.145,0.6837532,93.6425,52.8736875,12.113719,5.3111685,-0.19785,7.73255,14.2865,3.66585,11.69325,1.7927,9.01675,5.94704999999998,535.39
1,9.25,1.92314,62.88423,23.9139275,104.39365,-3.281,-0.9959,88.825,0.6263016,93.6425,110.410375,13.8959995,5.830453,-0.181975,8.3,14.235,3.65485,11.63825,1.6637,8.92745,5.94736249999998,514.84
