DOY2,HR2,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,SC_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,USTAR_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,T_SONIC_1_1_1,CO2_2_1_1,SC_1_1_2,G_1_1_2,G_1_1_3,SH_1_1_1,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,NEE_1_1_1,CO2_2_2_1,CO2_2_3_1,CO2_2_4_1,CO2_2_5_1,SC_1,SC_2,FCH4_1_1_1,CH4_1_1_1
1,0.25,383.7475,5.25,0.412552,-0.455,-11.645,-38.5190195,-0.57490275,1.002825,0.0738612725,100.7521805,65.250589225,-0.231833,0.735439075,4.89725,8.1975,-75.4835925,-1.9837135,0.5975185,242.83105,305.87685,-15.720647405,1.34961225,402.785,-0.0668025,-13.15,-13.2725,-5.37645375,-0.13945675,0.230009,0.19360225,0.111384,0.3863395,404.075,430.27499975,433.62499975,433.525,-0.5098895,-6.40422975,-1.7425,2058.965
1,0.75,383.25,5.095,0.490414,-0.45355125,-11.74,-39.52526435,-0.232352,1.03639825,0.0796656605,100.758722,65.8099612825,-0.16200325,0.7037740995,4.8265,8.14,-75.30746,-2.07853425,0.514939,241.196025,305.71975,-15.725435865,0.837836,403.0475,-0.025578,-13.145,-13,-5.94470775,-0.1205605,0.2458825,0.1999655,0.115542,0.40369575,403.095833,432.33749975,433.98333325,434.52916675,-0.377184,-1.230556,-0.707,2056.58
1,1.25,382.69,5.1575,0.37099527325,-0.433253829,-11.68,-38.676392,-0.340576,1.014893,0.07778625,100.7635,65.74838649,-0.39862625,0.6301921515,4.84,8.0975,-75.6665,-2.048226,0.527002,240.76,305.1998,-15.71377849,0.7884575,404.0025,-0.3856895,-13.3375,-12.75,-6.99989625,-0.1216035,0.227226,0.206116,0.114569,0.33980325,424.2875,433.8875,437.25,437.7541665,-0.8764285,-1.194308,-0.83575,2056.62
1,1.75,383.775,5.094855,0.55,-0.34,-11.65,-37.8204174,-0.4959625,1.07684625,0.0939893495,100.7548475,65.98829,-0.46053,0.62024438525,4.754,8.03075,-74.49844,-2.033491,0.53119,241.351,305.12,-15.70390047,0.61452425,404.6675,-0.3789175,-13.2925,-12.565,-7.1754645,-0.135586,0.241734,0.201139,0.123107,0.50719775,419.32499975,434.34166675,436.9291665,437.04166675,-1.35562,-0.83488975,-0.127,2059.54
1,2.25,385.129816475,5.1025,0.54344175,-0.4221165515,-11.6275,-39.45265705,-0.730342,1.10515,0.085031,100.7735,66.50705,-0.602056,0.639226212,4.694,7.968,-74.67615,-2.091975,0.53274025,240.999,304.4464,-15.716756405,0.1747875,404.805,-0.0954845,-13.62,-12.97,-7.406437,-0.1614305,0.246547,0.222812,0.126818,0.40912525,426.616667,434.216667,436.4916665,436.941667,-0.30427425,-6.02059425,-2.361,2066.795
1,2.75,384.99,5.10503,0.4016545,-0.44470421325,-11.705,-38.74083058,-0.5796705,1.090665,0.083418,100.776,67.33445,-0.785414,0.597345847,4.59875,7.92975,-75.5848125,-2.0137225,0.61659725,240.52365,303.573025,-15.7161395875,-0.129928,404.74999975,-0.28991,-13.395,-12.9475,-6.693339,-0.165019,0.246235,0.21784,0.1398505,0.312027,424.6958335,435.1333335,439.233333,440.5,-0.73164,-2.747845,-3.51,2056.66
1,3.25,384.4832805,4.979179979,0.4,-0.2989245,-12.03,-37.313312915,-3.06593225,1.137629,0.08362325,100.7795,67.593595,-0.8618855,0.5799672455,4.57925,7.901,-74.541995,-1.988709,0.568045,240.6735,302.9183,-15.7141958275,-0.13460975,403.98,-0.25463,-13.72,-13.085,-4.952803,-0.1483715,0.23524975,0.21513825,0.1434595,0.22,424.995833,436.95,442.1583335,441.116667,-0.87131325,-2.20591525,-4.36675,2069.7
1,3.75,384.335,5.01646,0.4,-0.41839885325,-12.2125,-37.909198055,-2.14272575,1.1126625,0.075106,100.781,67.85501,-0.9470515,0.57816204775,4.502,7.84525,-73.53155,-2.014438,0.52991325,239.678875,303.219775,-15.67744284,-0.0317595,404.77083325,-0.1171105,-14.08,-13.2375,-5.8105185,-0.14722875,0.2428115,0.201026,0.12884525,0.5008075,431.175,438.5083335,444.4333335,443.8583335,-0.595852,-1.813695,-1.7165,2067.87
1,4.25,384.31,5.051875,0.39,-0.32601,-12.3725,-34.0171935,-0.3335345,1.08887125,0.0763725,100.771,68.600218505,-0.789642,0.5451216945,4.4765,7.816,-73.0649,-2.0811,0.5091,238.8825,302.92695,-15.68543632,-0.350494,406.6725,-0.4282555,-14.025,-13.3175,-5.27409,-0.151126,0.226108,0.208897,0.123556,0.083765,430.475,441.4166665,442.9416665,442.8,-1.0235,-3.660503,-2.2165,2065.94
1,4.75,383.955,5.0086725,0.3745175,-0.328427574,-12.4575,-35.70083225,-1.63386275,1.07824,0.0734321295,100.772,68.028966495,-0.88221175,0.50158440425,4.43825,7.77375,-73.5123475,-2.03494075,0.527978,239.27555,302.795725,-15.673530765,-0.33782925,405.88,-0.347622,-13.9525,-13.2825,-5.317626,-0.163992,0.21780225,0.212023,0.115903,0.4401405,431.4166665,437.5,440.8708335,442.58750025,-0.527787,-2.220764,-1.4635,2063.77
1,5.25,383.93,4.930821,0.273972,-0.41,-12.2525,-35.4805445,-0.8819335,1.07499,0.078113,100.77975,68.6393875,-0.968974,0.486263952,4.4315,7.7195,-73.3286375,-1.9732505,0.511462,239.8045,302.997775,-15.686686225,-0.372292,405.325,-0.170882,-14.1525,-13.17,-5.1956905,-0.1442085,0.2326115,0.20949275,0.135309,0.2831075,433.10833325,443.00416675,444.75416675,445.10833325,-0.613412,-2.253021,-4.32525,2068.065
1,5.75,384.43,4.91373,0.426031,-0.4568021,-12.4075,-34.3237435,-1.59814,1.145215,0.075806,100.7905,69.14439,-0.9726755,0.492937,4.31575,7.68425,-73.801235,-2.10812,0.52278275,238.65685,302.68455,-15.713249735,-0.3948355,406.065,-0.6082515,-14.1275,-13.085,-5.42576575,-0.172087,0.2119645,0.202838,0.114257,0.3614465,431.033333,444.333333,445.675,445.591667,-0.516018,-3.4927315,-1.66025,2065.06
1,6.25,385.445,4.87836,0.37,-0.3447052615,-12.2575,-35.78114,-1.637215,1.1945525,0.08606,100.805,70.44602479,-1.0185715,0.445780106,4.246,7.645,-72.103775,-2.04,0.545362,237.45915,302.9036,-15.693263045,-0.6796895,406.8575,-0.2810675,-14.185,-13.0325,-5.131035,-0.188552,0.230204,0.199372,0.128841,0.65558,431.2166665,444.4166665,444.7583335,447.63750025,-0.303043,-8.704659,0.39275,2065.075
1,6.75,384.912532925,4.862335,0.3224645,-0.46538883125,-12.1675,-36.68354825,-0.35017,1.1372975,0.079569,100.79675,70.984751,-1.133296,0.442331,4.18975,7.62125,-70.117885,-1.856964,0.57987875,237.257075,302.686225,-13.8036743425,-0.630299,407.22,-0.8559255,-14.11,-13.0925,-4.39414575,-0.176367,0.234143,0.200553,0.124417,0.54085675,431.97500025,446.05833325,447.516667,447.4083335,-0.1466595,-4.487237,-4.08975,2067.4175
1,7.25,385.0525,4.9075,0.35,-0.43,-12.105,-30.87255774,-0.67981475,1.132408,0.088659333,100.82299875,71.3195979,-1.196272,0.423736725,4.16725,7.56925,-65.5296,1.347961,0.792433,237.214,302.4922,-3.4735221595,-0.542343,406.6825,-1.087922,-14.235,-13.1025,-4.141059,-0.156455,0.226566,0.194738,0.137623,0.231596,434.4416665,449.9375,451.3791665,451.275,-0.307192,-3.5048495,-0.78775,2069.86
1,7.75,385.491157925,4.855845,-0.121905532,-0.610846,-12.255,-30.1827875,-1.19504375,1.059293,0.0878057175,100.8685,70.79662,-1.1069665,0.429980579,4.1715,7.53025,-35.35195,14.5685,2.300228,238.1394,304.49,28.18477,-0.411871,406.415,-3.4035465,-14.24,-12.83,-2.40714075,-0.150396,0.245477,0.222139,0.144059,-0.264591,435.25,450.25,454.166667,454.283333,-0.3343615,-18.658402,-6.78775,2067.105
