DOY2,HR2,TA_1_3_1,RH,TA_1_6_1,TA_1_5_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_3_2,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_4,G_1_1_5,G_1_1_6,T_BOLE_1_1_1,T_BOLE_1_1_2,T_BOLE_1_1_3,CO2_1_1_1,H2O,CO2_1_2_1,USTAR,LE,H,FC,SC,G_1,SLE,SH,NEE,TA_1_3_2,TA_1_4_1,TA_1_3_3,TA_1_2_1,TA_1_1_1,WS_1_1_1,NETRAD_1_1_1,NETRAD_1_1_2,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_1,SW_IN_1_1_3,SW_OUT_1_1_2,PPFD_IN_1_1_1,PPFD_IN_1_1_2,PPFD_DIF,PPFD_OUT,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,PA,T_SONIC,WS_1_1_2,LW_IN,LW_OUT,CO2,SG,WS,U_SIGMA,V_SIGMA,W_SIGMA,VPD,T_SONIC_SIGMA,NETRAD,PPFD_IN,SW_IN,SW_OUT,G_1_2_1,G_1_2_2,TA
1,0.25,8.2251,100,7.416475,7.61375,6.86174,6.67002,6.7771,6.645,5.81525,3.6162,1.4742275,4.92775,2.35,3.975,7.5278,7.6027,7.6638,404.19,10.811375,438.825,0.6414437,20.70018,14.4079575,5.18170324999999,0.8948325,5.6356,2.66452125,6.153227,4.4626,8.614775,8.52614999999999,7.82475,9.45975,7.6856,3.372625,1.24071675,7.31344999999999,0.868315,2.615,0.5703,0.880249999999998,2.99875,0,0.734325,22.81825,0.378992,6.6342,6.5044,6.574,6.511,7.17908,101.854625,10.9665,3.804975,349.87,350.135,424.3853,3.31364,3.25060175,1.3868025,1.41004825,0.768214775,1.92111780215,0.8512298,5.7911875,8.46892524999999,4.15143249999999,3.104015,0.6970643,1.4082355,5.47410749999999
1,0.75,8.4018,100,7.393575,7.5785,6.90454,6.6584,6.7905,6.6128,5.57220999999999,3.4888,1.438775,4.25838999999999,2.628075,4.20914999999999,7.5335,7.5477,7.6029,405.7225,10.750725,439.8175,0.62407295,25.8224999999999,8.16560649999999,3.926775,0.674348625,5.45480000000001,2.5363,6.371521,3.6329205,8.62445,8.60199999999999,7.63825,9.4414,7.675775,3.660625,1.00434525,7.3912,0.861065,2.615,0.531044999999999,1.1025,2.6685,0,0.733115,22.81825,0.359118,6.6078,6.5262,6.5818,6.51386,7.17394,101.8665,10.97875,3.89189999999999,349.82,350.03,421.6764,2.8605725,3.33203125,1.4571075,1.4533835,0.77113015,1.7152065,0.884412100000002,5.3221975,8.22911725,4.0338825,2.8890625,0.60392855,1.38212775,5.63019675
1,1.25,8.38705,100,7.2884,7.5485,6.94167999999999,6.6986,6.7972,6.5804,5.70115,3.6113,1.45715,4.78739999999999,2.4472,4.047325,7.5672,7.489,7.5456,405.6,10.71025,439.345,0.607276999999999,24.507675,9.21999525,4.9504,0.750003925,5.1768,2.6299405,6.212954,3.94936,8.66245,8.61977499999999,7.83875,9.52565,7.798875,3.2375,1.574775,7.46744999999999,0.8636775,2.6136,0.4933175,0.9617975,2.9591,0,0.7308,22.81825,0.39128,6.6178,6.50484,6.5826,6.51692,7.1724,101.853,11.07638,3.437525,348.9834,349.975,423.7904,3.22237125,3.01478074999999,1.5199705,1.510152,0.78539175,1.842516236475,0.8377207,5.40112000000001,7.4695285,3.661535,2.851744,0.604380175,1.35610925,5.90530775
1,1.75,7.906415,100,7.2157,7.49575,6.94139999999999,6.713,6.8041,6.5834,5.35248249999998,3.518025,1.52435,4.60103,2.393,4.56964999999999,7.529,7.4886,7.5024,403.695,10.78134,439.8575,0.5803075,32.7385,6.68209449999999,4.8699155,0.7258193,5.2147,3.1642,6.9385985,3.876348,8.5038,8.35827499999999,7.6445,9.44395,7.7402,3.0795,0.779831999999998,7.13664999999999,0.85836,2.6136,0.5391275,0.847725,2.714375,0,0.728215,22.81825,0.4141221,6.6,6.47896,6.5744,6.5191,7.16764,101.8314,11.04625,3.41649999999999,349.735,350.005,422.555,3.25863,3.40754399999999,1.421681,1.361797,0.803460749999999,1.95474217675,0.89968925,4.76626749999999,7.95566649999999,3.89983749999999,2.92315,0.6712976,1.09722325,6.129302
1,2.25,8.56897499999999,100,7.2657,7.5545,6.8912,6.73,6.8123,6.5826,5.7272,3.6341,1.3155,4.7057625,2.34744,4.41300749999999,7.5403,7.5033,7.5019,403.95,10.7635,440.91,0.61659085,44.2504999999998,5.3502455,5.049906,1.0289,5.0069,2.5839695,6.97595949999999,4.09945,8.340825,8.21339999999999,7.5705,9.44705,7.76725,2.984875,-0.301057500000001,6.95469999999999,0.8600475,2.6136,0.53884,0.868575,2.8363,0,0.734725,22.81825,0.610661999999997,6.5998,6.46158,6.5592,6.52232,7.16476,101.857,10.847935,3.226625,349.9275,350.135,422.6475,2.818906,3.41860724999999,1.456536,1.4489645,0.780841449999999,2.0929990008,0.964055749999999,5.56157000000001,8.1958305,4.017565,2.850049,0.8856689,1.00221485,6.0023135
1,2.75,8.016375,100,7.263575,7.61025,6.8526,6.7474,6.8203,6.609,5.6251,3.88460000000001,1.227405,4.237875,2.233925,4.364955,7.5457,7.5261,7.524,403.4875,10.77824,441.215,0.61919555,31.51156,8.59773875,4.773606,0.912925775000001,5.3905,7.38625,7.694175,3.4122425,8.30935,7.7952,7.62325,9.42685,7.968675,2.875625,1.389525,6.98624999999999,0.79549,2.6119,0.58349,0.975275,2.9895,0,0.734525,22.81825,0.40849,6.5976,6.44796,6.5612,6.5171,7.16306,101.8625,10.86195,3.122325,350.435,350.2,421.7102,2.539326,3.4645185,1.43108925,1.36257975,0.83343495,2.1807648525,0.904724675,4.99792749999999,8.156991,3.998525,2.825335,0.781961299999999,0.821705724999999,5.93064875
1,3.25,8.47242499999999,100,7.2436,7.75675,6.83986,6.7552,6.8269,6.6232,5.52163499999999,4.2431,1.2127,4.5095,2.27789,4.688515,7.5234,7.5362,7.539,398.45,10.1861,442.11,0.63967775,44.92859,9.29756524999999,4.279601,1.4626275,4.8193,3.43275075,6.64584999999999,3.2294695,8.192525,7.9806,7.699,9.1437,7.788975,3.092375,1.1161375,6.61975,0.756985,2.6123,0.4825075,0.8748375,2.90735,0,0.730155,22.81825,0.74026625,6.6008,6.4251,6.557,6.51058,7.16386,101.874,10.86825,3.3329,350.49365,350.82645,430.03655,2.594916,3.42792949999999,1.534039,1.5772915,1.0023065,2.28093677865,1.030538,5.40008,7.919443,3.88208,3.235279,0.950353874999998,0.942536824999999,5.9362135
1,3.75,8.180225,100,7.28055,7.7905,6.82096,6.7218,6.8434,6.6292,4.950625,4.4481,0.988964999999999,4.20147,2.285705,4.7872075,7.4728,7.5084,7.5147,403,10.7555025,440.9775,0.6716328,20.598,7.8314845,4.728735,1.0565725,4.9868,4.59611,6.5287755,4.237957,8.0848,8.23319999999999,7.77475,9.07975,7.895775,3.267,0.690264999999999,6.40619999999998,0.64133,2.6103,0.6321,1.0125,2.841,0,0.739725,22.81825,0.688160000000001,6.5952,6.42,6.5466,6.51398,7.16854,101.9,10.70256,3.4714,350.77,350.45,422.8604,2.809356,3.55911375,1.525537,1.507814,0.88548375,2.1429762687,1.1873425,5.057485,8.154166,3.99714,3.22133325,0.918118499999998,0.925925899999999,5.9291975
1,4.25,8.4235,100,7.298125,7.7635,6.8712,6.6956,6.8691,6.6252,5.604525,4.0258,1.09465,4.54325,2.3773575,4.728815,7.4825,7.457,7.4689,403.455,10.8451675,440.3,0.646849899999999,39.2850099999999,7.1208445,5.30850625,0.848738374999999,5.3444,3.47211,5.46331774999999,4.82782725000001,8.032725,7.99775,7.5085,9.3485,7.786325,3.236375,0.85471,6.83349999999999,0.68064,2.6076,0.6611525,0.98814,2.8947,0,0.738825,22.81825,0.788300000000001,6.5968,6.4172,6.547,6.51788,7.16466,101.8865,10.76392,3.4451,350.26135,350.4796,423.512575,2.8966965,3.5873245,1.5321415,1.5067175,0.841555749999999,2.12759375,1.0624195,4.88441425,8.229207,4.033925,3.166141,0.978129049999997,0.883196499999998,6.07249975
1,4.75,8.667,100,7.19175,7.764425,6.7954,6.6862,6.8784,6.6292,5.63725,4.095975,1.10015,4.6161,2.3231475,4.8151,7.5457,7.4691,7.4668,404.515,10.6670475,446.1475,0.684739999999999,29.6166000000001,10.89297,4.610198,0.993939999999999,5.9664,3.16156375,5.46012499999999,4.00791375,8.201725,8.3927,7.57475,8.99695,7.782425,3.139875,0.96063,6.88329999999998,0.6138525,2.5488,0.74165,1.076225,2.928,0,0.737335,22.81825,0.750928,6.596,6.4122,6.5384,6.52016,7.1611,101.9,10.710625,3.42994999999999,349.867875,351.3844,425.37265,3.146764,3.973191,1.5704325,1.5304465,0.8905139,2.37216675,1.1059725,4.48723999999999,8.24697125,4.0426325,3.12186,0.987378499999996,0.814549149999998,6.30764749999999
