DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,416.48425,3.49,412.40425,3.744,1979.3075,416.762,3.4115,412.679,3.68775,1978.092,415.509,3.324,412.49,3.487,1983.177,416.738,3.244,413.59125,3.6995,1974.59225,1.379,-3.787,0.24,411.068,3.2405,0.05375,-0.0715,0.0035,-1.688,-0.68575,0.091,-24.876,-3.07925,0.416,1.315,1.07,0.24,-4.2695,-4.76,-5.07525,-6.06,-7.165,83.037,65.31,0.7385,-6.715,-5.8175,-5.87,0.1,-3.92,0.8,-1.5575,-0.13,219.2,283.325,-70.89,243.5,283.2,-0.06,0,-0.02,-0.06,-0.15,-0.31,-0.04,-0.12,-2.302,-1.748,-0.4005,0.441,1.36175,4.519,7.8385,8.30225,8.69975,-1.54925,-1.27975,-0.41475,-0.06225,1.277,5.09725,8.58525,9.27525,9.839,-2.19075,-0.388,-0.23,0.205,1.0975,5.1815,7.67475,8.59475,9.37925,-1.94425,-1.2765,-0.76175,0.33425,0.71575,4.555,8.3795,9.25125,9.4025,-1.845,-0.80425,-0.195,0.288,0.825,-4.45025,-5.7485,-4.955
1,0.75,416.64625,3.4765,412.043,3.92525,1979.446,416.98975,3.2905,412.7705,3.9495,1978.9955,416.3615,3.2665,411.701,3.859,1983.043,417.137,3.1625,413.9565,3.5895,1976.14175,1.367,-4.673,0.27,411.24975,3.1265,-0.015,-0.073,-0.019,-1.3735,-0.88875,0.09,-20.6035,-2.8675,0.441,1.4,1.11,0.24,-4.906,-5.287,-5.733,-6.341,-7.49,83.03225,65.63,0.7255,-6.84,-5.8675,-5.92,0.1,-3.93,0.8,-1.53,-0.15,216.625,282.55,-69.7,242.8,283.1,-0.05,0,-0.01,-0.06,-0.15,-0.3075,-0.04,-0.1125,-2.364,-1.82825,-0.44,0.44,1.36125,4.519,7.83775,8.301,8.69875,-1.62075,-1.27575,-0.4215,-0.06775,1.271,5.114,8.5855,9.27425,9.838,-2.29225,-0.4035,-0.26525,0.206,1.099,5.1815,7.6745,8.594,9.37825,-2.05125,-1.35025,-0.80075,0.3345,0.71775,4.55325,8.3785,9.25025,9.4,-1.97625,-0.857,-0.192,0.29125,0.8265,-5.1145,-5.733,-5.14825
1,1.25,416.435,3.3855,413.18875,3.916,1981.16975,416.75625,3.302,412.7035,4.024,1977.2185,416.41325,3.1865,412.8475,3.5065,1981.576,416.99825,2.9765,413.93775,3.724,1975.13575,1.39,-4.688,0.24,411.3275,3.247,0.0155,-0.09675,0.0185,-1.4355,-0.8045,0.083,-17.262,-3.1535,0.395,1.34,1.085,0.23,-4.85025,-5.548,-5.463,-6.349,-7.651,83.059,66.1625,0.713,-7.11,-6.0625,-5.95,0.1,-3.885,0.8,-1.53,-0.03,217.7,280.85,-69.43,244,282,-0.05,-0.0075,-0.01,-0.06,-0.15,-0.3075,-0.04,-0.12,-2.415,-1.8725,-0.45075,0.441,1.361,4.518,7.8375,8.3,8.697,-1.73425,-1.3235,-0.43,-0.0765,1.2695,5.113,8.58575,9.274,9.837,-2.37775,-0.41875,-0.2825,0.208,1.0995,5.18075,7.6735,8.5935,9.37725,-2.15075,-1.40825,-0.8645,0.33475,0.71975,4.55175,8.37675,9.24975,9.3995,-2.05875,-0.92775,-0.196,0.29525,0.8275,-4.8935,-5.55975,-5.053
1,1.75,416.43,3.443,412.621,3.807,1978.543,416.913,3.26575,412.77575,3.709,1976.21725,416.47025,3.2875,412.11775,3.78925,1980.77825,416.934,3.121,413.99,3.7355,1975.5055,1.3495,-5.12475,0.3195,410.85325,3.2555,-0.121,-0.06075,-0.2035,-1.3485,-0.797,0.091,-17.294,-2.85275,0.40875,1.34,1.09,0.24,-4.78,-5.312,-5.5125,-6.529,-7.85375,83.061,65.495,0.7155,-7.25,-6.23,-6.46,0.1,-3.745,0.8,-1.5575,-0.06,217.275,280.05,-69.2475,242.8,280.6,-0.06,0,-0.01,-0.06,-0.1525,-0.3075,-0.04,-0.1125,-2.502,-1.942,-0.451,0.442,1.36025,4.517,7.83675,8.30025,8.69625,-1.8955,-1.46725,-0.4495,-0.0695,1.26625,5.112,8.58425,9.273,9.8365,-2.602,-0.42,-0.30125,0.218,1.10025,5.1805,7.6725,8.59275,9.3925,-2.31125,-1.5155,-0.8745,0.33325,0.7215,4.55,8.37475,9.249,9.399,-2.115,-1.00825,-0.18775,0.299,0.828,-5.36575,-6.2415,-5.2395
1,2.25,416.30825,3.352,412.3285,3.6,1977.054,416.6525,3.28625,412.28375,3.578,1974.91,416.457,3.10225,412.721,3.479,1985.0565,416.98975,2.9865,414.37075,3.43225,1974.098,1.35,-5.03,0.257,411.198,3.22,-0.007,-0.052,-0.07,-0.931,-0.63525,0.08,-18.97,-3.395,0.386,1.31,1.05,0.23,-4.9685,-5.73,-5.553,-6.637,-8.345,83.076,65.85,0.664,-7.5175,-6.6425,-6.58,0.1,-3.86,0.75,-1.5575,-0.14,216.425,279.2,-68.64,242.1,279.9,-0.06,-0.01,-0.02,-0.06,-0.15,-0.31,-0.04,-0.11,-2.615,-1.99525,-0.476,0.4385,1.36025,4.515,7.8365,8.29975,8.6945,-2.0305,-1.646,-0.4515,-0.07825,1.2605,5.111,8.585,9.27225,9.83475,-2.68025,-0.41,-0.34075,0.215,1.10075,5.17975,7.67175,8.59075,9.37175,-2.397,-1.6175,-0.951,0.3315,0.724,4.54925,8.37375,9.248,9.3985,-2.1385,-1.07975,-0.18325,0.30075,0.83,-5.197,-6.5625,-5.30675
1,2.75,416.981,3.32675,412.14425,3.8285,1980.265,416.957,3.255,412.81075,4.075,1977.2,416.83475,3.09975,412.32075,3.51125,1984.161,417.57,2.99975,413.64,3.28,1972.34,1.317,-5.1445,0.27575,410.923,3.078,-0.016,-0.098,0.01875,-1.621,-0.732,0.0945,-18.367,-3.84,0.41225,1.27,1.05,0.22,-5.034,-5.687,-5.7105,-6.98775,-8.508,83.094,66.59,0.649,-7.465,-6.795,-6.71,0.1,-3.845,0.8,-1.5,-0.16,215.025,278.275,-67.87,242.1,278.4,-0.06,0,-0.01,-0.06,-0.15,-0.3075,-0.04,-0.11,-2.685,-2.049,-0.5145,0.4335,1.36025,4.514,7.8365,8.29925,8.6935,-2.12,-1.7845,-0.478,-0.0845,1.262,5.109,8.58325,9.27125,9.835,-2.81425,-0.4335,-0.377,0.21225,1.10125,5.179,7.6715,8.5895,9.3605,-2.4015,-1.68325,-1.027,0.32975,0.726,4.5965,8.37175,9.247,9.3975,-2.25,-1.17875,-0.184,0.29875,0.8305,-5.3765,-7.118,-5.485
1,3.25,416.8975,3.268,412.826,3.84,1976.83175,417.129,3.27975,412.718,3.819,1976.925,416.83725,3.06075,413.071,3.277,1983.98225,417.2835,2.91625,414.217,3.42675,1975.1775,1.386,-5.002,0.283,410.868,3.09475,0.00675,-0.071,-0.022,-0.95075,-0.64125,0.078,-18.46875,-2.055,0.405,1.3275,1.08,0.23,-4.961,-5.755,-6.14175,-6.83225,-8.4215,83.088,66.45,0.635,-7.73,-6.7575,-6.78,0.1,-3.6475,0.8,-1.5,-0.125,216.075,278.575,-68.7325,242.3,277.5,-0.06,0,-0.02,-0.06,-0.1525,-0.31,-0.04,-0.11,-2.742,-2.12175,-0.55075,0.43375,1.35925,4.513,7.8365,8.298,8.6925,-2.22975,-1.92175,-0.51675,-0.101,1.26075,5.107,8.58325,9.2705,9.83525,-2.9805,-0.47525,-0.413,0.1825,1.10175,5.179,7.6705,8.5885,9.3515,-2.52925,-1.7485,-1.0395,0.328,0.728,4.5965,8.37,9.24675,9.397,-2.3095,-1.32225,-0.185,0.292,0.80075,-6.088,-7.87875,-5.50275
1,3.75,416.7575,3.26,413.19125,3.65775,1977.739,416.72775,3.2965,413.0155,3.4665,1977.167,416.46725,3.07175,412.6485,3.50525,1980.952,417.2535,3.13475,413.884,3.496,1976.647,1.4545,-4.75175,0.2605,411.221,3.179,-0.027,-0.0705,-0.034,-1.2185,-0.827,0.088,-16.735,-2.884,0.412,1.2775,1.06,0.23,-5.2195,-5.852,-5.9845,-6.9855,-8.45,83.0805,65.71,0.6705,-7.4725,-6.7175,-7.17,0.1,-3.7375,0.8,-1.54,-0.09,215.9,278.15,-67.83,241,278.4,-0.06,0,-0.01,-0.06,-0.16,-0.31,-0.04,-0.12,-2.822,-2.1815,-0.581,0.43375,1.35925,4.512,7.8355,8.297,8.69175,-2.3615,-2.06475,-0.556,-0.09925,1.26,5.101,8.583,9.269,9.834,-2.92825,-0.5085,-0.464,0.1655,1.10375,5.17875,7.67025,8.5865,9.34525,-2.64925,-1.761,-1.1165,0.3235,0.72925,4.5975,8.36975,9.244,9.397,-2.29325,-1.4705,-0.20275,0.28525,0.80175,-6.67,-7.5485,-5.9
1,4.25,416.743,3.162,412.5425,3.45,1977.9865,417.05525,3.1965,412.509,3.49,1977.40225,416.9075,3.069,412.237,3.4595,1984.561,417.4315,2.969,413.90125,3.324,1976.06925,1.22175,-4.87425,0.274,411.481,3.123,-0.0705,-0.1015,-0.106,-1.4485,-0.665,0.08175,-18.603,-3.009,0.36725,1.195,0.98,0.24,-5.36725,-6.222,-6.11275,-6.8095,-8.622,83.075,67.0675,0.68175,-7.49,-6.6725,-6.86,0.1,-3.7675,0.7,-1.57,-0.14,216.725,278.875,-68.11,242,277.4,-0.06,0,-0.01,-0.06,-0.15,-0.31,-0.04,-0.11,-2.857,-2.3135,-0.6125,0.43475,1.35925,4.512,7.8355,8.2965,8.69,-2.47275,-2.18625,-0.574,-0.10725,1.26075,5.1015,8.5825,9.2685,9.83325,-3.017,-0.526,-0.511,0.152,1.105,5.17825,7.6695,8.586,9.3435,-2.709,-1.70925,-1.19475,0.31925,0.72825,4.598,8.368,9.243,9.3965,-2.34425,-1.50375,-0.23175,0.2835,0.80275,-6.383,-7.408,-5.707
1,4.75,416.47,3.1925,412.676,3.554,1977.20325,416.76925,3.20975,412.55,3.6525,1974.24875,415.866,2.9935,412.2275,3.474,1981.60975,417.27,2.8065,413.50275,3.2145,1973.508,1.258,-5.44375,0.27175,410.934,3.1455,0.031,-0.062,0.0175,-0.7615,-0.707,0.08525,-13.7775,-2.8745,0.405,1.2375,1.005,0.22,-5.6955,-6.242,-6.275,-7.17825,-8.633,83.076,66.5575,0.658,-7.54,-6.825,-6.62,0.1,-3.6675,0.8,-1.53,-0.11,217.125,278.35,-66.2025,243.5,278.3,-0.06,0,-0.01,-0.0675,-0.15,-0.31,-0.04,-0.11,-2.867,-2.34975,-0.6585,0.4365,1.359,4.511,7.8345,8.296,8.68925,-2.58475,-2.2475,-0.57025,-0.103,1.26275,5.107,8.58225,9.26775,9.8325,-3.18625,-0.55025,-0.54275,0.142,1.1065,5.1775,7.6685,8.585,9.34125,-2.779,-1.82325,-1.24975,0.31475,0.72575,4.54525,8.36675,9.243,9.396,-2.33425,-1.53975,-0.24525,0.27925,0.804,-6.903,-8.4845,-5.996
