DOY2,HR2,TAU,H,LE,FC,FCH4,WS,USTAR,T_SONIC,CO2,H2O,CH4,U_SIGMA,V_SIGMA,W_SIGMA,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,RH_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,TA_1_1_1,PA
1,0.25,-1.0101344,-77.0462675,-16.1888125,-0.214188160999999,5.2275945,0.8857954,0.03925511,8.621722,393.67445,4.89429425,2027.5465,0.1830451,0.1372059,0.03485257,209.493540051679,269.67744205298,0.0504744249773334,62.44481,-6.70829592604175,-5.27326884422111,-1.07815204957102,3.216003,101.212
1,0.75,-0.776866,-72.46205,-17.2291175,0.40628816,-2.30392325,1.212359,0.048973685,8.561978,393.695575,4.933701,2015.85675,0.17550645,0.158343325,0.038969445,208.916968130922,270.164693708609,0.0501555564353334,60.92634,-6.7286384588748,-4.37390344580043,-0.322696901811249,3.110269,101.2221
1,1.25,-0.732554,-79.691845,-15.1087,-7.49000475,5.639322,0.797827775,0.04416981,8.25792725,393.14125,4.860736,2018.51475,0.1684156,0.169397975,0.029685175,201.011111111111,268.897640728477,0.0501261723413334,62.15336,-6.57351487315372,-4.16793898061737,-0.234687940896091,2.9040455,101.22175
1,1.75,-0.85058805,-73.9194925,-16.054575,0.1728067,4.87696475,0.69597695,0.0612898975,7.71764275,393.03755,4.8877645,2041.474,0.179652425,0.177686025,0.0391544125,199.876399655469,267.172288907285,0.050235131565,65.321975,-6.99819510616545,-4.52301597272074,-0.271295400381315,2.63428625,101.20235
1,2.25,-0.689435825,-71.589055,-14.96845,-2.024298,0.6315902,0.9614041,0.0575651,7.607198,393.5199,4.92047075,1996.1705,0.1818672,0.1230765,0.03497008,197.571490094746,266.075641556291,0.0498621007633333,65.440325,-7.36905623719852,-4.63002692031587,-0.325359032411821,2.48581125,101.1932
1,2.75,-0.9281771,-74.019295,-16.323225,-0.1886203625,-13.0803285,0.8364121,0.04530096,7.825028,393.951275,4.9057315,1951.3915,0.1396497,0.1278088,0.02431871,196.451227390181,266.602752483444,0.04957406354,64.4458625,-7.27199769273987,-4.31263729361091,-0.348936963775024,2.31986375,101.20135
1,3.25,-0.6805294,-72.7411675,-25.9421125,-0.988808225,-12.176024,0.9169755,0.04061928,7.803689,394.191,4.9345625,1990.69,0.1402486,0.143965,0.0292138,196.280361757106,267.361754966888,0.0494014461883333,64.0629125,-7.12150481315058,-4.06678391959799,-0.364905624404194,2.168795,101.18965
1,3.75,-0.604556125,-74.6321075,-16.391145,-1.0308325,-4.5162475,0.98231,0.0698038,7.752897,394.1417,4.9991245,2002.89125,0.164216,0.149748,0.03366242,195.791774332472,266.511692880795,0.0493705630066667,64.378975,-7.08834873588287,-3.93420226130654,-0.44861844613918,2.060885,101.19035
1,4.25,-0.6327238,-79.4659275,-16.17627,0.419308875,-29.406633,0.996532125,0.04605715,7.68986875,393.484875,4.933899,2021.9915,0.185526875,0.11599175,0.0455269875,194.086778639104,264.815397350993,0.04886361453,63.1251875,-7.34094563362229,-4.41870513280689,-0.430042063870353,1.82490625,101.178
1,4.75,-0.668636925,-64.3992,-17.58668,0.0986847125,-3.98561125,1.11499625,0.0364803625,7.4175925,393.685625,4.77713875,1995.85825,0.177584375,0.13514525,0.0321690125,192.972825150732,264.438120860927,0.0497494296306666,64.4393,-7.31474111090656,-4.14641636755205,-0.322746425166826,1.462016,101.183375
1,5.25,-0.641475625,-65.2766575,-21.2496225,-0.800554249999999,3.82874525,0.544903375,0.0391105,7.0569025,393.16025,4.8282825,2036.55375,0.17137025,0.14105,0.03509376,193.152971576227,263.412831125828,0.0507769986586666,64.670915,-7.1563617987801,-3.96779971284996,-0.468142135367016,1.41469585,101.18775
1,5.75,-0.692128,-63.6434,-17.985145,0.228860675,-6.987126,0.78994225,0.0390856,6.9193325,392.810375,4.66789625,2047.6645,0.208224,0.15070525,0.0396796125,193.110594315245,263.895322847682,0.0508432894513333,63.605875,-6.94546244534672,-4.25270100502513,-0.208578932316492,1.2397946,101.186875
1,6.25,-0.612209125,-68.0219075,-42.346,-11.6671875,7.97450475,0.845405375,0.03001625,7.1845475,393.4284,4.700053,2056.45775,0.13062725,0.113461,0.0281083,193.669293712317,262.988369205298,0.0578046426106667,62.73976,-6.86171266929773,-5.56256819813353,-1.35115967588179,1.1042098,101.20575
1,6.75,-0.496053,-67.64488,-45.792825,-1.0825824,-21.5450495,0.949396625,0.047245335,7.2048065,393.1971,4.7547955,2062.4825,0.1732627,0.15002015,0.0482733075,195.528552971576,262.785554635762,0.295335695871333,61.22677,-5.02333373208819,-3.47127566403445,-0.652259675881792,1.07621505,101.206425
1,7.25,-1.0328577,-46.92928,-21.113885,-0.4756897,7.2852735,0.912962,0.0495844125,6.4341325,393.8465,4.763344,2048.5335,0.21583275,0.1594615,0.053550775,196.800861326443,263.555918874172,9.04738229993333,59.376975,2.80473847940507,2.86988585786073,-0.106661982840801,1.16807505,101.214
1,7.75,-0.5663703,-36.70686,-6.20417125,-2.94289175,12.30415,0.64075215,0.0528115225,6.43695325,395.291875,4.676324,2038.7335,0.21771045,0.17994055,0.0712121025,197.104565030146,267.43071192053,27.2026275546667,56.695675,11.7952529596094,13.9204737975592,0.715254575786463,1.791754,101.23895
1,8.25,-0.66048075,-34.6013125,8.8739185,-3.02333,5.35301875,0.7732839,0.124889825,6.8316015,396.51135,4.6088735,2048.112,0.3162006,0.27316735,0.15639305,198.737941429802,271.33886589404,49.0334337493334,53.770945,21.5274343763622,23.483743718593,1.59469494756912,2.5018815,101.292375
1,8.75,-0.916763,-12.943785,8.40766525,-4.71855425,6.747814,0.99076,0.154914,6.51388,394.61255,4.4180055,2065.732,0.392837,0.360546,0.205624,199.972394487511,275.198054635762,70.68697221,53.49991,33.7824038933603,36.38391959799,2.39569113441373,3.0842045,101.3135
1,9.25,-0.857608,-6.4240445,20.07406,-6.5115725,6.4925765,1.23344,0.162992,7.53569,394.230175,4.59183275,2062.7485,0.398082,0.413904,0.224047,200.823040482343,277.657326158941,78.526672198,54.60075,45.8778731434649,48.8522182340273,2.78705338417541,3.1410685,101.351
