DOY2,HR2,FC,CO2,H,LE,G_1_1_1,G_1_2_1,G_2_1_1,G_2_2_1,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,TAU,PA,RH,VPD,TA,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_2_2_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,-0.20755875,364.19219817,-50.413475125,-1.18176825,-14.337,-9.50175,-7.11875,-7.583475,1.2562,0.05132235,0.267847375,0.261924875,0.08839275,-0.7839706,97.92250155,62.049,0.09296625,-36.002500025,-24.7332671,0.0012275,-3.9315,-3.629625,-2.4048,-1.54395,0.4769,2.539825,4.11375,-1.90305,-0.571275,0.720975,2.75485,4.223825,0,0,125.47147405,166.095658525
1,0.75,-0.14154635,363.39394527,-53.093357,-1.396002,-14.30475,-9.5435,-7.117825,-7.58445,1.08025,0.051581375,0.2437627,0.23406015,0.09604615,-0.772172625,98,61.426250975,0.09468025,-36.33075,-24.81787545,0.0008082,-3.9148,-3.6123,-2.395375,-1.54945,0.47585,2.539775,4.113725,-1.893325,-0.587025,0.72875,2.7557,4.224775,0,0,125.213662675,165.054108525
1,1.25,-0.09518975,363.183250425,-45.0492438,-1.022313275,-14.28175,-9.566,-7.105175,-7.583475,0.7715,0.066785,0.1822237,0.19003,0.0746292,-0.694361625,98,61.772249,0.09788475,-36.369250975,-24.803095125,0.0008188,-3.900475,-3.595875,-2.384875,-1.551025,0.4767,2.53975,4.1137,-1.8846,-0.591075,0.716925,2.7547,4.2248,0,0,125.0459973,164.0457508
1,1.75,-0.18157375,363.286813325,-56.0087637,-2.5001778,-14.22275,-9.58825,-7.116975,-7.58445,0.8252,0.029738175,0.20731565,0.1847074,0.0579784,-0.761158675,98,61.82675095,0.0971935,-36.529000025,-24.6878101,0.00108295,-3.8877,-3.629925,-2.3762,-1.552125,0.4767,2.537775,4.1127,-1.880475,-0.586225,0.710975,2.751675,4.2237,0,0,124.504201075,163.4905133
1,2.25,-0.397392025,363.555541215,-55.812621075,-1.0691334,-14.22375,-9.601,-7.115975,-7.5847,0.644525,0.034466475,0.23880735,0.21719215,0.048132575,-0.7223929,98.02249955,62.410498975,0.09493575,-36.50649995,-24.3987817,0.000651375,-3.9276,-3.657175,-2.3627,-1.557375,0.475725,2.53675,4.11265,-1.889,-0.5851,0.720775,2.747675,4.2236,0,0,122.3530485,162.906826375
1,2.75,-0.2681464,363.25377804,-51.74396585,-1.279761,-14.23475,-9.594,-7.120025,-7.58665,0.6811,0.040086,0.1871268,0.15748,0.0369258,-0.726608,98.044999325,62.127999025,0.09290625,-36.874250975,-24.56831905,0.0012995,-3.972425,-3.674725,-2.35115,-1.56245,0.4758,2.5367,4.111675,-1.89075,-0.586075,0.724775,2.7439,4.22165,0,0,121.87667055,161.51213645
1,3.25,-0.300926,361.7707794,-53.84154555,-0.924208925,-14.2065,-9.53825,-7.129125,-7.5869,0.74515,0.037501,0.174660775,0.152009025,0.06159705,-0.68308765,98.044999325,62.318999975,0.09109325,-36.62874805,-24.55220635,0.001290825,-4.014375,-3.690375,-2.339575,-1.569475,0.471875,2.53485,4.11175,-1.8965,-0.58625,0.716975,2.741975,4.221825,0,0,121.448959725,161.625615
1,3.75,-0.310384075,360.9880401875,-53.243536,-0.9215601,-14.159,-9.45325,-7.127325,-7.588825,0.65175,0.0441706,0.2112127,0.162873275,0.025638725,-0.69231045,98.044999325,62.598998075,0.0884915,-36.742999,-24.590911675,0.0026415,-4.05945,-3.697375,-2.348525,-1.57645,0.469925,2.53495,4.1109,-1.895225,-0.589075,0.717925,2.743925,4.222975,0,0,121.533161925,160.228057175
1,4.25,-0.37378525,362.1539642475,-60.93829215,-0.864282575,-14.131,-9.40575,-7.1285,-7.59685,0.5257,0.0425954,0.14957755,0.160544175,0.017970775,-0.7036342,98.122497775,62.31624995,0.0891185,-36.823001,-24.8355804,0.001585775,-4.10725,-3.6983,-2.361175,-1.58455,0.466025,2.537975,4.11,-1.89025,-0.585075,0.727725,2.74385,4.224875,0,0,120.8134015,158.70425045
1,4.75,-0.28418275,361.832983415,-49.174021,-0.7375946,-14.07425,-9.46175,-7.1355,-7.60275,0.7234,0.04899,0.208905775,0.1735566,0.02496995,-0.867397075,98.122497775,62.46975,0.089511,-37.096000025,-24.83509495,0.0020175,-4.160775,-3.743025,-2.373775,-1.592575,0.463175,2.535875,4.11,-1.885225,-0.590175,0.717975,2.744925,4.221925,0,0,120.696941,160.759611725
