DOY2,HR2,USTAR,SH,V_SIGMA,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_8_1,TS_2_1_1,TS_2_2_1,TS_2_4_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_8_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_7_1,TS_4_8_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_7_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.0525479038066313,-2.93007325313613,0.21557469342687,475.492562026285,23.9721521583132,472.840732441692,504.757112426347,23.7237023476272,496.952494976499,527.23618484751,23.3138211025951,512.632536536519,588.086758400666,21.9014477682788,561.116956919192,0.592072662151283,21.9490199495312,0.177876026835265,0.34,0.24,0.03,19.9165,19.819,19.2522,18.744175,17.1934,101.3168575,90.8075,0.915825,17.335,17.73,16.67,0,-2.8,0.825,0.365,367.25,417.9,385.625,403.65,-0.23,-0.33,-0.14,-0.09,-0.4,-0.23,0.03,0.03,22.604,22.9825,23.778,23.57075,24.67525,24.96025,25.9575,21.175,21.95775,22.6725,22.46625,23.7605,24.2105,27.18125,21.583,22.37125,22.78,24.21875,25.34775,26.05025,26.285,22.4015,23.18825,24.19975,24.389,24.6805,25.737,26.6945,-18.266,-7.766,-8.119,-55.88
1,0.75,0.0538254610875357,-1.20863913952327,0.202042664787484,486.18317246733,23.461006254883,493.502765401929,502.9412309108,23.0671584165271,499.260898686156,529.672262919901,22.9358501371967,534.314304966922,613.573851282367,21.6380483472735,566.321864111303,0.460447348206789,21.6425736214367,0.175286183571084,0.3325,0.26,0.0325,19.612475,19.647,18.98295,18.573375,16.71735,101.3075075,91.44,0.7821,16.8125,17.26,16.35,0.1,-2.7375,0.9,0.365,368.575,416.275,383.1,402.8,-0.22,-0.33,-0.14,-0.09,-0.4,-0.23,0.03,0.03,22.503,22.89375,23.74175,23.564,24.67325,24.95925,25.9575,20.931,21.80175,22.6685,22.41325,23.74675,24.2075,27.18125,21.4415,22.204,22.71075,24.18575,25.34725,26.051,26.28475,22.224,23.08375,24.1505,24.37725,24.68,25.736,26.69375,-19.492,-8.6,-8.554,-55.18
1,1.25,0.0578679753941757,-2.40554206719035,0.214572046671901,481.540219288709,23.457044589471,475.119751892508,498.802927722955,23.0178127989839,514.51253071584,528.082017922615,22.7085090800336,524.872702530427,602.030957453733,21.4651301966475,599.051604512315,0.484380414147462,21.3089375908649,0.205466234218756,0.35,0.26,0.03,19.336975,19.23075,18.6936,18.3706,16.5483,101.295345,90.3225,0.719275,16.78,17.2225,16.15,0,-2.5225,0.8,0.36,370.625,415.825,382.975,401.6,-0.2175,-0.33,-0.14,-0.09,-0.4,-0.24,0.03,0.02,22.39325,22.8495,23.701,23.55925,24.673,24.95925,25.9565,20.6845,21.645,22.6555,22.3555,23.752,24.2075,27.18025,21.2615,22.07675,22.63825,24.15725,25.3475,26.051,26.285,22.1155,22.9825,24.11825,24.36175,24.67925,25.736,26.69375,-20.20125,-9.3075,-9.4435,-53.4075
1,1.75,0.0578441926494172,-2.42266629678359,0.199330847248602,480.787109119279,22.9057926022366,484.266624639024,509.73642876042,22.7519348181771,512.9190377411,535.487457209937,22.3804964984473,539.01908575867,632.109722328746,20.8988696959855,601.405714176796,0.493385759932048,21.0402624004975,0.192556977625672,0.3225,0.28,0.04,19.03515,19.0495,18.511825,18.03045,16.51375,101.26349,91.28,0.744675,16.6775,17.1025,16.0075,0,-2.6125,0.8,0.3425,371.8,415.65,383.475,400.225,-0.22,-0.33,-0.14,-0.09,-0.4,-0.24,0.02,0.02,22.257,22.749,23.66025,23.55425,24.6735,24.95825,25.9565,20.5805,21.501,22.6475,22.30775,23.71175,24.21125,27.17725,21.17,22.0235,22.54975,24.13925,25.3475,26.051,26.285,22.05375,22.9115,24.09325,24.34575,24.6785,25.735,26.6935,-20.878,-9.874,-9.82225,-51.5225
1,2.25,0.058303232220182,-1.71233399068126,0.207435687593495,491.354957869084,22.5990163642551,487.205426339823,526.639779803397,21.9938251202318,515.944034024156,547.284866160401,21.627275342243,538.840568953846,598.24762024116,20.6691287854339,589.257433220076,0.518520795801663,20.9612392193733,0.190226529554049,0.3425,0.28,0.04,18.9489,18.97725,18.346875,17.8695,16.1924,101.2274,90.5025,0.7253,16.6425,17.1,16.02,0,-2.44,0.8,0.335,371.225,415.15,383.35,399.35,-0.21,-0.33,-0.14,-0.09,-0.4,-0.24,0.02,0.02,22.1215,22.6155,23.61875,23.549,24.674,24.958,25.95625,20.5315,21.38025,22.64375,22.27275,23.67925,24.2115,27.176,21.01875,21.89975,22.481,24.0955,25.34725,26.05025,26.285,21.9285,22.846,24.04825,24.33225,24.67925,25.735,26.69275,-20.883,-10.419,-10.6355,-51.51
1,2.75,0.0522042700776939,-1.51860510663,0.200204647942052,489.20325414971,22.5987356783538,494.935282636343,523.300540722107,22.0641730117665,510.595553252717,542.332513827377,21.4569077109513,537.014279146726,579.540437031753,20.5867855039909,581.417864134039,0.584722056481174,20.8588467503665,0.209855127010758,0.36,0.26,0.03,18.697975,18.8575,18.3604,17.92615,16.340475,101.194,90.4375,0.62115,16.665,17.1275,15.9925,0,-2.4375,0.8,0.3725,369.9,414.875,383.025,398.675,-0.21,-0.33,-0.14,-0.09,-0.4025,-0.24,0.02,0.0225,22.0115,22.518,23.59075,23.542,24.67275,24.95725,25.9555,20.427,21.32075,22.6355,22.20575,23.636,24.2125,27.17625,20.9385,21.7805,22.39125,24.05425,25.34525,26.05,26.285,21.82,22.774,24.00675,24.3195,24.67875,25.731,26.69275,-20.824,-10.7575,-11.0315,-51.0725
1,3.25,0.0678285186649448,-2.03431373745224,0.219888817707336,485.482029941801,22.1475128461667,493.541219490323,517.222938366169,21.9310519397011,515.604035869048,549.870731262292,21.3358996292399,548.22880824183,596.860734921133,20.2902780511455,587.833746074468,0.543665124543931,20.492290419895,0.181212718944567,0.33,0.24,0.04,18.6488,18.482,18.0708,17.69745,16.27445,101.1746925,89.27,0.696625,16.5,17,16.16,0,-2.595,0.8,0.4,371.2,413.7,382.3,398.5,-0.22,-0.33,-0.14,-0.09,-0.4,-0.24,0.02,0.02,21.961,22.447,23.57825,23.534,24.671,24.95625,25.9555,20.49,21.388,22.618,22.177,23.613,24.211,27.17575,20.861,21.664,22.329,24.005,25.3435,26.05,26.2845,21.752,22.69,23.958,24.304,24.678,25.73,26.69275,-20.142,-10.61925,-10.35275,-50.6425
1,3.75,0.061175599890558,-1.45983382241192,0.229510270937893,494.288910707471,21.7888000474797,494.782384270968,518.33614003047,21.0774365245676,529.532003637555,552.819493689955,20.9674008451365,547.504156960784,599.393982403322,20.2274649801838,591.143029155526,0.521986679565201,20.5186970740082,0.208086741225561,0.33,0.25,0.03,18.4617,18.427,17.7851,17.387275,15.989675,101.16715,90.185,0.69755,16.26,16.63,15.6725,0,-2.54,0.8,0.38,370.9,412.5,381,397.4,-0.22,-0.33,-0.14,-0.09,-0.4,-0.24,0.02,0.02,21.946,22.419,23.5465,23.526,24.669,24.95525,25.9545,20.36,21.283,22.601,22.153,23.581,24.212,27.176,20.755,21.556,22.308,23.976,25.3445,26.049,26.285,21.661,22.599,23.927,24.296,24.679,25.729,26.67875,-22.3265,-11.309,-10.955,-48.78
1,4.25,0.0606425191116957,-2.31797224076587,0.236379531691284,493.717934566352,21.6690098195248,501.761516724151,527.987543523225,20.9516718865566,531.695133423855,558.390096471872,20.635239697326,550.838811462912,610.8468610184,19.840242730252,595.326280884387,0.5529009833703,20.3718985908895,0.222516082756232,0.33,0.24,0.03,18.4476,18.321,17.739,17.32065,15.770025,101.1667325,90.92,0.6822,16.14,16.53,15.44,0,-2.46,0.8,0.43,370.1,412.6,380.375,396.45,-0.21,-0.33,-0.14,-0.09,-0.41,-0.24,0.02,0.02,21.822,22.343,23.50725,23.516,24.665,24.95525,25.9545,20.264,21.197,22.59,22.101,23.548,24.2125,27.17475,20.606,21.448,22.245,23.954,25.3455,26.048,26.285,21.54,22.526,23.899,24.284,24.679,25.729,26.68625,-22.25025,-11.9125,-11.553,-48.57
1,4.75,0.0560898160079054,-4.06631833664341,0.230489268317269,497.979471556655,21.2559683348992,505.858864094128,539.360611957334,20.8906058028448,535.267295833587,567.165756840355,20.4569408405218,566.615377513578,619.109352045388,19.8276013830003,607.365857744501,0.566686275098157,20.1634834808651,0.251552675528225,0.36,0.27,0.04,18.054,18.05,17.4038,17.1028,15.565925,101.1783775,91.32,0.706075,16.06,16.51,15.31,0,-2.4525,0.8,0.36,368.8,410.6,380.6,395.1,-0.22,-0.33,-0.14,-0.09,-0.4,-0.25,0.02,0.02,21.709,22.256,23.467,23.506,24.667,24.95425,25.95425,20.176,21.105,22.58,22.0575,23.526,24.2115,27.176,20.41,21.353,22.18,23.911,25.3475,26.048,26.2845,21.449,22.447,23.866,24.27,24.68,25.729,26.67025,-22.22225,-12.08075,-11.734,-48.52
