DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,1.34397779662924,0.124491107826297,0.807091526905827,27.4676698783019,1.30760789094092,0.949189622360301,-24.4082415530638,8.58753938590273,2.34756128920869,410.998197177553,3.26435439304478,416.098083967787,3.12724306438651,416.484060770772,416.066574934672,3.12135805297374,415.84092918179,416.254064429848,3.15922611174989,416.283299226496,416.678386941885,3.19406508506207,416.826787540627,417.250372697413,3.46230107469889,418.593113955836,6.46652119350164,-0.380256199051786,0.7071330100185,4.655,2.8025,1.3,1.6725,-0.317,-0.446,-0.573,-0.44835,-2.1601,-2.7872,72.8883375,55.995,3.1619,-2.86,-3.475,-3.01,-1.9075,1.4,-1.91,2.8,0.83,241.575,305.1,289.925,299.5,0.48,0.4325,0.22,0.3525,0.1525,0.49,0.01,0.0525,0.2125,-1.6295,-1.40175,-0.3995,-0.286,0.2855,0.4995,0.766,-0.669,-0.454,-0.0885,0.13325,0.5665,1.296,1.6215,2.52175,3.00925,-0.90875,-0.9895,-0.4645,0.00825,0.1325,0.7695,0.9405,1.04425,1.66,-1.28775,-1.21425,-0.565,-0.612,0.4185,0.45625,0.8255,1.2375,-1.636,-1.56225,-0.989,-0.3075,0.104,0.4125,0.73725,0.97175,-0.294,-2.27875,-0.8065,-30.86
1,0.75,0.881310727703036,0.083529355392825,0.732441090565154,19.1500378289368,0.849927904554537,0.865958039441026,-23.9200933731699,2.00733986432405,2.49799681899327,410.90581277056,3.40124048688288,416.182129691996,3.05257111014514,416.793118743697,416.420294402158,3.07984314212111,416.556158234563,416.260912860618,3.10875827866937,417.000149154766,416.812742261238,3.19189498420384,417.651829015625,417.317403690178,3.35749015465959,418.26858279594,6.4651586030611,-0.274838911483982,0.707154853933202,5.13,3.11,1.29,1.6475,-0.150125,-0.41925,-0.3953,-0.5472,-1.9459,-2.558325,72.880265,54.17,3.08225,-2.655,-3.6225,-3.01,-1.955,1.5,-1.42,2.9,0.8725,237.05,306.575,288.65,299.625,0.47,0.4325,0.21,0.3525,0.16,0.49,0.01,0.0525,0.14,-1.5835,-1.41075,-0.406,-0.28775,0.28575,0.4995,0.766,-0.67625,-0.458,-0.08825,0.13,0.5665,1.29125,1.6205,2.5215,3.01125,-0.92425,-1.00375,-0.46625,0.00325,0.1315,0.7695,0.9395,1.04425,1.65925,-1.31325,-1.23775,-0.5725,-0.61975,0.48625,0.406,0.815,1.2365,-1.6895,-1.5915,-0.9945,-0.307,0.1025,0.40975,0.7365,0.9795,-0.283,-2.388,-1.221,-29.25
1,1.25,1.00748744369338,0.157053733854236,0.793669723342752,26.0220904761713,1.04267383455444,0.891246321522099,-29.2316655142954,5.67007749490425,2.47159049354877,411.138488416251,3.28374802030001,416.07024676465,3.01113813231621,416.554500175,416.087239964159,3.05510758914332,416.255654496051,416.367566231032,3.08892035912147,416.555346133858,416.839313213399,3.17873109000087,417.490777595609,417.073723504252,3.50465186789604,418.860282762799,5.67586812711562,-0.28375331833709,0.59338254841878,4.73,2.8425,1.2825,1.67,-0.3731,-0.6105,-0.4503,-0.31945,-1.8257,-2.55025,72.8773075,54.965,3.1165,-2.565,-3.47,-3.07,-1.9375,1.5,-1.625,2.8,0.915,242.925,305.3,290.325,299.375,0.48,0.445,0.21,0.3625,0.16,0.4975,0.01,0.055,0.15,-1.606,-1.41825,-0.4125,-0.28875,0.286,0.4995,0.76575,-0.677,-0.46125,-0.08875,0.129,0.5665,1.2895,1.6205,2.52125,3.01025,-0.93425,-1.0145,-0.46625,0.004,0.13125,0.77175,0.93925,1.04325,1.65475,-1.3185,-1.26275,-0.59275,-0.6285,0.44,0.406,0.814,1.249,-1.71325,-1.60475,-1.00675,-0.30825,0.101,0.40725,0.73625,0.96275,-0.28575,-2.499,-0.98575,-29.305
1,1.75,0.973271985796022,0.0394053175750286,0.845949456289443,25.4535671262197,1.0195902935964,0.895226630238805,-31.163691438519,2.51988147082842,2.47259574126184,411.329152239848,3.30255874526083,416.062500310965,2.93494318502818,416.513981082298,416.273271256531,3.03167377509247,416.368755848843,416.241650945514,3.03666863430504,416.819051098333,416.890531955044,3.18714729645564,417.640160449832,417.22324458023,3.38501645943362,417.643998585269,6.08187941506059,-0.34484180108791,0.586902299644582,4.6625,2.88,1.32,1.63,-0.56565,-0.345,-0.5354,-0.2239,-1.649925,-2.607775,72.87616,55.28,3.2121,-2.885,-3.5725,-3.155,-1.91,1.5,-1.91,2.825,0.9425,239.925,306.725,289.425,299.625,0.475,0.4425,0.21,0.37,0.16,0.49,0.01,0.055,0.1625,-1.61075,-1.4245,-0.42,-0.29125,0.2875,0.50125,0.7675,-0.68375,-0.4645,-0.08975,0.128,0.5665,1.28775,1.6195,2.52025,3.00775,-0.95625,-1.02175,-0.467,0.0015,0.13025,0.767,0.93825,1.03475,1.654,-1.346,-1.29025,-0.61525,-0.63625,0.4375,0.402,0.83,1.248,-1.71425,-1.626,-1.017,-0.31075,0.0985,0.40475,0.7365,0.962,-0.344,-2.553,-1.19925,-36.68
1,2.25,0.952113829381187,0.064360575010656,0.870027808959836,23.1910426856956,1.44525778048026,0.900426657976331,-33.666220289441,3.03244503776687,2.45446451228979,410.794171217716,3.07994149420214,416.067757888304,2.92275788683464,416.244839938931,416.127726602029,2.99123700530511,416.364677122589,416.30696319398,2.99219573519047,416.115155252069,416.632508851523,3.14004531587427,417.561843204861,416.695878271098,3.32800426015381,419.584526617961,5.9486222345212,-0.260507368967353,0.540400621653789,4.5725,2.835,1.2825,1.705,-0.230225,-0.271,-0.1396,-0.19945,-1.5006,-2.5147,72.8630975,53.6525,3.2722,-2.5775,-3.3925,-3.1575,-1.915,1.4,-1.955,2.8,0.89,238.225,306.7,289.375,298.7,0.475,0.4225,0.21,0.3625,0.16,0.49,0.0025,0.055,0.17,-1.6275,-1.429,-0.42525,-0.29225,0.287,0.5,0.766,-0.6885,-0.468,-0.0905,0.125,0.56575,1.287,1.61875,2.52,3.006,-0.95875,-1.0265,-0.46875,0.001,0.13,0.767,0.93725,1.0345,1.6575,-1.355,-1.3045,-0.62125,-0.6375,0.43525,0.42075,0.8525,1.24675,-1.7575,-1.6515,-1.02325,-0.314,0.0955,0.4015,0.736,0.962,-0.343,-2.516,-1.16375,-36.5525
1,2.75,1.20491431065221,0.0575628285196085,0.785331006145848,27.769386384827,0.959420476968645,0.886017938518999,-31.7738204949551,3.5384421696149,2.53892909428168,410.656583655212,3.25340317815457,416.037112758211,3.11289372385388,416.198881257137,416.138735436958,3.07643215111468,416.271879774336,416.127065181893,3.12123439822337,416.037715668071,416.350150670138,3.20625804113426,416.751735516941,416.467162925642,3.37235257839686,417.372313131794,6.18955228273685,-0.264673616300314,0.642626205650336,4.635,2.75,1.2625,1.7025,-0.4262,-0.17825,-0.3094,-0.02575,-1.7694,-2.689575,72.8609,53.1975,3.426925,-2.7275,-3.575,-3.02,-1.72,1.4,-1.37,2.8,0.94,239.375,305.8,288.825,299.725,0.48,0.42,0.21,0.3525,0.16,0.5,0.01,0.0525,0.2225,-1.6175,-1.43275,-0.4275,-0.29425,0.2865,0.5005,0.766,-0.6935,-0.47075,-0.08975,0.1245,0.56575,1.28675,1.6185,2.5195,3.00725,-0.95925,-1.028,-0.47325,-0.006,0.129,0.767,0.937,1.04125,1.6565,-1.34475,-1.28275,-0.624,-0.6395,0.4765,0.4025,0.8235,1.2465,-1.76275,-1.6375,-1.0275,-0.3175,0.093,0.399,0.7355,0.9755,-0.329,-2.6545,-1.37,-30.3975
1,3.25,0.945990131405522,0.0613568150113847,0.767535286509981,21.6495328122325,1.82714531868419,0.893119811854479,-29.6819137152516,4.51221125115168,2.55782333942884,410.533502125151,3.18440307491034,415.860942946141,3.1238820409243,416.429713711869,415.8832671167,3.14150266876205,416.320044575283,416.026574551674,3.18759340140873,416.067013057156,416.155153161476,3.25107556653187,416.288775244792,416.506553547741,3.41309895325206,417.867558660789,5.81987411434332,-0.671325669339921,0.607643156261858,4.64,2.76,1.265,1.755,-0.8565,-0.754,-0.8656,-0.22125,-1.6644,-2.707125,72.84266,52.775,3.3433,-2.78,-3.3825,-2.8975,-1.7925,1.425,-1.44,2.8,0.9225,242.45,306,288.625,300.25,0.465,0.43,0.21,0.295,0.16,0.4875,0.01,0.0525,0.17,-1.6305,-1.43825,-0.43075,-0.296,0.28475,0.5005,0.766,-0.6975,-0.472,-0.08975,0.12275,0.56575,1.28575,1.61775,2.5185,3.00425,-0.956,-1.03,-0.488,-0.0085,0.129,0.769,0.93625,1.04025,1.6565,-1.34475,-1.28125,-0.6225,-0.64075,0.474,0.4025,0.82175,1.2455,-1.7685,-1.657,-1.03275,-0.32075,0.09075,0.3965,0.73575,0.969,-0.3755,-2.59375,-1.148,-29.565
1,3.75,1.0883119094412,0.0762898308444525,0.811833155536525,25.8733767412974,1.02259478077702,0.882693145032575,-36.7286257717624,3.90216654571885,2.55538690954232,410.351250079236,3.35549065640296,416.054370827287,2.96335570287598,416.15577531843,416.278488940981,2.99710701029416,416.088388014925,416.109232986566,2.99434418599175,416.451222743733,416.441092760972,3.15709107937823,416.673492479263,416.812508959643,3.29124210397365,417.565459879259,6.47915607250003,-0.703150650011622,0.652595261520861,5.055,2.97,1.24,1.73,-1.0919,-0.7975,-0.9769,-0.6081,-1.6609,-2.526075,72.826,51.985,3.18665,-2.725,-3.365,-2.975,-1.8325,1.4,-1.455,2.8,0.915,242.525,306.85,288.325,300.6,0.475,0.415,0.21,0.36,0.16,0.49,0.01,0.055,0.1625,-1.653,-1.44375,-0.4345,-0.296,0.28425,0.5005,0.76825,-0.6995,-0.47275,-0.091,0.122,0.56575,1.2855,1.61675,2.51825,3.00475,-0.95275,-1.0265,-0.4925,-0.0105,0.128,0.76575,0.936,1.03925,1.6555,-1.353,-1.29375,-0.6205,-0.64175,0.47075,0.41825,0.825,1.2525,-1.7745,-1.6605,-1.04025,-0.3235,0.0875,0.39375,0.73525,0.9685,-0.368,-2.67,-1.29425,-32.1275
1,4.25,1.04724449312342,0.122009139572708,0.886780516528551,26.8999735894824,2.61274420070757,0.932564334230465,-28.9171852876016,2.3164818462732,2.61717361404312,410.401493144597,3.34826153679089,416.056574016454,3.08259081083017,415.97002421875,416.101168087354,3.06613165819477,416.059340026664,416.136962985701,3.0882340481859,416.644147054264,416.547062239504,3.0993615140931,416.174827193794,416.544395557582,3.32200959423545,416.724248650967,6.37723010846837,-0.893801513514574,0.623709290759468,5.06,2.935,1.33,1.8325,-1.350325,-1.0735,-1.2763,-0.741475,-2.0634,-2.383375,72.82323,53.8275,3.2816,-2.6525,-3.2775,-2.9325,-2.01,1.5,-1.61,2.825,0.86,240.575,306.05,289.85,299.9,0.48,0.4225,0.22,0.3525,0.16,0.49,0.01,0.055,0.155,-1.66125,-1.44875,-0.43975,-0.298,0.2845,0.5015,0.7675,-0.698,-0.47625,-0.09175,0.1225,0.56575,1.28475,1.61675,2.51725,3.0045,-0.95075,-1.0295,-0.4965,-0.013,0.12775,0.765,0.937,1.016,1.656,-1.3745,-1.30175,-0.61775,-0.643,0.468,0.4305,0.85925,1.25875,-1.7705,-1.667,-1.053,-0.321,0.08525,0.3905,0.735,0.968,-0.374,-2.751,-1.3425,-35.54
1,4.75,1.02713234747134,0.118361295378203,0.9526835626136,22.1428358159071,0.871096138028162,0.913500639829343,-26.3572540349635,3.183067843306,2.53498492970149,410.742060337932,3.48693193134884,416.122396499401,3.12193080900189,416.062489302839,416.163252813242,3.14382433238203,416.068097162352,416.236676685505,3.16433118416102,416.222437625381,416.255704393703,3.26363413100744,416.609542025779,416.531475525461,3.27733637253011,417.489717485029,6.65815120617692,-0.747828005563889,0.596641839840219,5.1675,2.965,1.4,1.835,-1.0885,-0.98075,-1.1525,-1.257625,-1.95955,-2.3452,72.80955,53.3525,3.211,-2.75,-3.4225,-3.0625,-2.29,1.4,-1.4325,2.8,0.9,238.4,306.05,288.375,298.95,0.475,0.4325,0.22,0.355,0.16,0.49,0.01,0.055,0.1475,-1.664,-1.46725,-0.44275,-0.2995,0.284,0.50125,0.768,-0.70375,-0.4775,-0.0895,0.123,0.5655,1.285,1.616,2.517,3.0035,-0.95425,-1.035,-0.491,-0.0155,0.12675,0.765,0.934,1.015,1.655,-1.40075,-1.309,-0.62125,-0.64425,0.4655,0.40375,0.8455,1.258,-1.764,-1.64925,-1.06,-0.315,0.08225,0.388,0.7215,0.9725,-0.36,-2.703,-1.22675,-34.9175
