DOY2,HR2,USTAR,TA_1_1_1,WS,FC,H,LE,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,0.25,0.526,-19.72,3.461,0.1365,-3.29175,0.454,80.74,383.44025,0.23,-0.415,0,-0.1935,0.147,0.24575,0.854
1,0.75,0.527,-19.8115,3.656,0.12,-2.79775,0.157,80.484,383.46225,0.23,-0.35675,0,-0.07025,0.1545,0.25025,0.852
1,1.25,0.519,-20.3425,3.617,0.125,-3.38275,0.059,80.7185,383.51775,0.225,-0.39925,0,-0.16425,0.1535,0.25525,0.85625
1,1.75,0.518,-20.4585,3.693,0.125,-3.131,0.04,80.342,383.489,0.22,-0.428,0,-0.1905,0.152,0.29975,0.845
1,2.25,0.543,-20.5535,3.623,0.129,-3.82875,0.089,80.5675,383.5855,0.22,-0.5755,0,-0.236,0.1565,0.30475,0.8405
1,2.75,0.513,-20.6135,3.4515,0.165,-4.09,0.149,81.0565,383.50675,0.22,-0.482,0,-0.217,0.118,0.27275,0.84325
1,3.25,0.473,-20.5985,3.4535,0.2005,-2.7625,0.14875,81.6325,383.5385,0.21,-0.3775,-0.05225,-0.15325,0.1555,0.298,0.83875
1,3.75,0.471,-20.354,3.325,0.056,-3.904,0.429,81.5915,383.5655,0.21,-0.4,-0.043,-0.10825,0.1445,0.27475,0.826
1,4.25,0.46525,-21.157,3.26425,0.123,-5.518,0.138,81.3955,383.77675,0.21,-0.4835,-0.04,-0.1255,0.1565,0.3725,0.836
1,4.75,0.451,-21.10025,3.245,0.119,-5.3,0.04825,81.2255,383.867,0.21,-0.47975,-0.039,-0.148,0.158,0.3395,0.8285
1,5.25,0.47325,-21.0825,3.30925,0.117,-3.5775,0.15125,81.27725,384.24625,0.21,-0.5465,-0.061,-0.2365,0.148,0.3365,0.79875
1,5.75,0.471,-21.12675,3.36775,0.074,-0.2515,0.154,81.65775,383.72675,0.21,-0.44625,-0.052,-0.23425,0.0735,0.304,0.79925
1,6.25,0.45,-21.06625,3.115,0.114,-6.379,0.495,81.91825,383.622,0.21,-0.5235,-0.0545,-0.1585,0.1385,0.30825,0.872
1,6.75,0.473,-20.68275,3.164,0.163,-4.00325,0.1835,81.98,384.08475,0.21,-0.33325,-0.056,-0.20125,0.132,0.31775,0.863
1,7.25,0.466,-20.67075,3.199,0.1425,-0.4585,0.06,81.94075,384.0605,0.21,-0.37875,0.33375,-0.209,0.161,0.411,0.839
1,7.75,0.463,-20.68,3.185,0.11275,-3.22325,0.349,81.9675,384.0765,0.2125,-0.49225,0.186,-0.26,0.1225,0.4255,0.81625
1,8.25,0.509,-20.80825,3.42,0.211,-5.00125,0.168,81.6215,384.42,0.21,-0.33625,0.195,0.0525,0.172,0.4845,0.81
1,8.75,0.51,-21.00925,3.342,0.312,-1.756,0.5525,81.3255,384.23475,0.21,0.46025,6.79225,2.80675,1.374,1.883,0.81675
1,9.25,0.498,-20.906,3.329,0.166,-0.39,0.6375,80.94475,384.29675,0.22,5.605,31.6415,20.7185,7.4965,12.25,0.80825
1,9.75,0.525,-20.59475,3.396,0.252,3.268,0.3565,80.426,384.47,0.23,17.12875,91.24175,54.954,18.5275,26.77175,0.82025
1,10.25,0.558,-20.11125,3.345,0.46,26.378,0.841,79.76875,384.5715,0.2325,34.9165,179.7795,86.77825,29.662,34.08975,0.839
1,10.75,0.568,-19.695,3.413,0.619,55.463,0.6645,79.631,384.427,0.2225,52.7385,246.2185,118.97825,43.301,40.4435,0.865
1,11.25,0.611,-18.88375,3.499,0.357,61.186,0.969,79.43175,384.0505,0.2375,77.685,311.1215,142.596,49.293,44.36675,0.8815
1,11.75,0.617,-18.221,3.533,0.416,91.413,1.3555,79.3925,383.881,0.26,93.73875,346.858,170.714,57.0595,46.95175,0.9165
1,12.25,0.636,-18.015,3.6445,0.355,113.579,2.2705,78.1805,383.9715,0.285,112.021,378.779,210.39,66.9645,47.494,0.9425
1,12.75,0.61,-17.47875,3.761,0.32,107.716,2.988,79.2715,383.79,0.2925,121.73225,373.637,224.35175,67.26425,45.62475,0.9705
1,13.25,0.629,-16.99825,3.667,0.493,108.226,2.815,79.71725,383.4585,0.3025,119.853,366.7665,220.066,69.4755,47.16975,1.026
1,13.75,0.615,-16.85425,3.765,0.273,93.091,2.1895,80.04575,383.159,0.32,113.74175,334.864,218.429,56.587,44.832,1.038
1,14.25,0.653,-17.021,3.838,0.368,84.485,3.407,80.17925,383.04075,0.33,107.7325,294.81225,209.32,53.28175,42.7695,1.0355
1,14.75,0.63,-16.91275,3.885,0.407,61.803,2.391,80.2975,382.968,0.34,96.46725,241.88225,197.265,47.34775,35.96775,1.07
1,15.25,0.609,-16.82025,3.92,0.43,37.871,1.8275,80.054,382.8115,0.35,71.6095,170.1435,160.12775,31.26975,29.278,1.04
1,15.75,0.57,-17.337,3.79575,0.207,21.5735,1.2785,79.92875,382.76825,0.3425,48.00475,108.19975,112.99925,19.12775,21.02925,1.0265
1,16.25,0.54225,-18.00525,3.48225,0.275,4.94575,0.876,80.2425,382.70325,0.33,12.65825,43.21225,59.10475,9.67075,9.262,1.0245
1,16.75,0.4915,-18.11325,3.483,0.128,-2.417,0.369,80.1055,382.8475,0.2925,-0.11825,16.418,10.00525,2.82325,2.41125,1.013
1,17.25,0.4975,-18.1595,3.483,0.198,-2.4945,0.103,80.235,382.93775,0.27,-1.59675,2.3095,-0.22825,0.31725,0.343,1.0005
1,17.75,0.5355,-18.305,3.536,0.123,-5.0355,0.197,80.26,383.02275,0.2625,-1.6205,0.191,-0.68725,0.103,0.18625,0.98375
1,18.25,0.5735,-18.76575,3.5945,0.131,-2.2125,0.721,80.258,383.04825,0.26,-1.70475,0.312,-0.80825,0.07025,0.238,0.977
1,18.75,0.543,-19.21925,3.451,0.149,-4.80775,1.1105,80.25525,383.038,0.2525,-1.54025,-0.0405,-0.7615,0.07775,0.2195,0.9385
1,19.25,0.49,-19.5985,3.3115,0.137,-4.45075,0.3695,80.13025,383.057,0.25,-1.3975,0.13275,-0.70975,0.08725,0.2215,0.929
1,19.75,0.5145,-19.50475,3.4735,0.15,-7.14925,0.6305,80.1695,383.204,0.24,-1.42125,-0.038,-0.635,0.06225,0.2035,0.904
1,20.25,0.541,-19.57425,3.5405,0.087,-5.27975,0.423,80.043,383.341,0.24,-1.5285,-0.04425,-0.73125,0.08525,0.2065,0.9
1,20.75,0.5015,-19.71225,3.456,0.045,-5.54175,0.591,79.4875,383.419,0.23,-1.135,0.641,-0.663,0.127,0.24475,0.8975
1,21.25,0.497,-20.0205,3.465,0.144,-2.522,0.43,79.806,383.357,0.23,-0.82475,0.24075,-0.5705,0.12,0.2885,0.893
1,21.75,0.4895,-20.32275,3.5,0.073,-1.9195,0.208,79.37775,383.432,0.23,-0.71175,-0.04,-0.5175,0.1365,0.25225,0.88975
1,22.25,0.49725,-20.753,3.42575,0.09775,-4.797,0.26775,79.43625,383.405,0.23,-0.70425,0,-0.276,0.121,0.2525,0.876
1,22.75,0.4825,-20.85725,3.636,0.14775,-3.614,0.3305,79.40175,383.394,0.23,-0.4155,0,-0.2765,0.1395,0.26925,0.859
1,23.25,0.48075,-20.9905,3.468,0.12,-1.31,0.48725,79.74425,383.401,0.22,-0.44625,0,-0.27625,0.1265,0.25925,0.8605
1,23.75,0.484,-21.18125,3.389,0.11475,-3.32,0.30275,79.70675,383.416,0.23,-0.4865,0,-0.24025,0.151,0.25775,0.86275
2,0.25,0.416,-15.4685,2.988,0.16125,-3.383,0.68775,84.221,381.896,0.28,-3.20925,0,0.0155,0.121,5.112,2.035
2,0.75,0.431,-15.49675,3.119,0.19,-2.717,0.5075,83.97875,381.922,0.2875,-3.0925,0,-0.097,0.072,5.445,2.0405
2,1.25,0.417,-15.42525,3.151,0.21925,-3.572,0.6785,83.9455,381.9325,0.28,-2.06825,0,0.0325,0.08675,5.41625,2.037
2,1.75,0.421,-15.40925,3.163,0.2155,-1.543,0.6955,84.236,381.9595,0.27,-1.73375,0,0.01675,0.11825,5.39025,2.0795
2,2.25,0.422,-15.77025,3.108,0.14,-1.6195,0.95825,84.256,382.0025,0.27,-1.21,0,0.06775,0.09175,5.351,2.1015
2,2.75,0.4,-15.83025,3.04575,0.126,-3.4835,0.691,84.088,382.0195,0.26,-1.462,0,-0.094,0.1165,5.2355,2.1415
2,3.25,0.404,-16.026,3.186,0.21675,-0.433,0.64175,83.328,382.0525,0.26,-2.899,-1.96,-0.1065,0.1095,5.21025,2.10825
