DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.456705609726462,0.139519087386909,0.550513736387378,1.31217541895403,0.344139919565948,0.524167582822922,-2.68826511091244,0.166291574505547,0.927440189174359,422.758722689834,3.78276042796519,426.022729511364,4.14632576377706,424.723952343147,425.218483007898,4.08570827542137,423.62421211571,425.920945994681,4.08173778525002,424.224427310915,426.717178770637,4.0369107982469,426.74758161761,4.05286114936506,428.079943653123,431.527975660185,3.95775595795111,430.937478086957,3.08937928280316,-4.36491790758568,0.166840161848235,2.565,1.955,1.28,0.83,0.2675,-4.419775,-4.3905,-4.5332,-5.082675,-4.5339,-4.7862,-6.07085,96.6350475,88.48,0.7761,-2.87,-2.91,-3.27,-2.6,-0.5925,1.4,-0.64,2.8,0.3,288.1,296.775,305.65,305.775,0.2125,0.135,0.235,0.1375,0.18,0.22,0.18,0.1675,0.0725,0.165,0.34525,0.4355,1.46375,1.91075,2.64125,2.983,3.51075,4.012,5.43075,0.2105,0.22825,1.92425,2.341,2.736,3.477,3.685,5.1095,0.439,0.907,1.437,2.06,2.403,2.8385,3.5475,3.6015,5.231,1.02425,0.94075,1.43225,1.69475,2.104,2.533,3.3105,3.90875,5.12275,-0.1555,0.461,0.83225,1.36875,1.91175,2.40625,3.355,3.39525,4.615,-4.304,-5.769,-4.275,-4.2
1,0.75,0.531183586047902,0.094475618519868,0.487464319804605,2.86584350474127,0.604342601905147,0.512862142682042,-2.47088270259184,0.0203289475736776,0.932409078579109,422.447999175335,3.75678340684142,425.904521274246,4.084743129302,426.661069850936,425.633551571806,3.80441775788752,425.444068378682,425.688115131393,3.96750470989659,426.045930886237,426.769630621543,4.04839444164891,426.781948564618,4.08602161121798,429.200431262422,430.739302805693,3.77114576241164,431.549977565579,2.9906956235235,-4.40680236617735,0.145027423784862,2.4025,1.88,1.205,0.805,0.25,-4.5933,-4.345,-4.6598,-5.119525,-4.8159,-4.98775,-6.07225,96.65298,88.86,0.72895,-2.965,-3.11,-3.1525,-2.625,-0.5,1.4,-0.6575,2.8,0.295,288.55,296.375,305.575,305.6,0.21,0.125,0.235,0.13,0.1375,0.23,0.18,0.175,0.0725,0.155,0.348,0.42825,1.462,1.911,2.64125,2.98275,3.5105,4.012,5.4305,0.2065,0.234,1.836,2.322,2.72975,3.47625,3.68625,5.10925,0.4365,0.9045,1.4365,2.05925,2.40225,2.8375,3.54725,3.601,5.23,1.0265,0.9415,1.43075,1.69475,2.1005,2.533,3.31075,3.90875,5.122,-0.1595,0.46125,0.83325,1.36525,1.911,2.4045,3.35475,3.39525,4.61475,-4.36275,-5.78025,-4.241,-3.945
1,1.25,0.516823843885655,0.0793340595385941,0.425620251177984,2.8809435524598,0.354174068468703,0.508910565473125,-2.44207702777301,1.4099819354961,0.885615365267503,420.075418627891,3.75609455468337,425.877067231206,4.03498570738169,424.755451617021,425.600558826077,3.80844146623696,424.016566508251,426.351940546189,4.01904136335492,424.41771671927,426.69110812512,3.90669160193844,426.833396195324,3.94647936694379,428.897090374569,430.467450952277,3.83806067064752,428.648547839117,2.96663051086247,-4.41572552505786,0.15404196908595,2.4475,1.895,1.18,0.7775,0.235,-4.7451,-4.59775,-4.805425,-4.8793,-4.9177,-5.0328,-6.05135,96.6494075,89.02,0.6972,-3.09,-3.04,-3.28,-2.65,-0.44,1.45,-0.625,2.8,0.26,289.625,296.55,305.575,305.075,0.2125,0.125,0.2,0.135,0.135,0.235,0.18,0.1725,0.065,0.15,0.35175,0.42,1.4595,1.91025,2.6405,2.98225,3.5095,4.011,5.4295,0.209,0.2315,1.834,2.32025,2.7295,3.476,3.6845,5.106,0.434,0.99,1.4355,2.111,2.4015,2.83675,3.54625,3.5935,5.22975,1.0285,0.943,1.42875,1.694,2.10025,2.53,3.31,3.9075,5.121,-0.16525,0.46175,0.83425,1.36175,1.91025,2.40475,3.354,3.39425,4.61375,-4.364,-5.7965,-4.148,-4.005
1,1.75,0.421702816029584,0.122492337857236,0.443653105816454,1.29408463719776,0.92284885920734,0.54095112301121,-2.14234738457757,1.31730527765513,1.00833109927006,420.223860423581,3.84514015987292,426.546032750537,4.06018530052492,425.913148362025,426.223924448308,3.73879266711398,425.381624618416,426.752588492303,3.97049584809806,427.9370120144,426.724457959125,3.89815456039272,426.873758079379,3.88901924053076,428.397640603125,430.352992777382,3.75497201775428,432.147619645083,3.1358556303737,-4.39364760994971,0.162425745295237,2.505,1.955,1.205,0.7825,0.255,-4.829725,-4.7705,-4.875475,-4.9462,-4.9972,-4.957,-5.856675,96.66004,89.8275,0.6816,-2.935,-2.9275,-3.0475,-2.585,-0.4825,1.4,-0.6125,2.8,0.2825,288.975,297,305.6,305.05,0.21,0.1175,0.24,0.135,0.135,0.23,0.1775,0.175,0.075,0.16,0.353,0.4225,1.45625,1.90975,2.6415,2.9835,3.5085,4.01,5.4285,0.212,0.24175,1.832,2.34,2.72875,3.475,3.6835,5.1075,0.34825,0.9875,1.4345,2.163,2.40075,2.836,3.54525,3.6,5.22875,1.0305,0.94475,1.42625,1.6925,2.10025,2.53,3.30925,3.906,5.12,-0.1705,0.46125,0.835,1.358,1.91025,2.4045,3.358,3.39475,4.6135,-4.1755,-5.736,-4.197,-4.295
1,2.25,0.454612473857531,0.167069339031803,0.502531781318545,2.79424566157147,0.666953421163065,0.502219382490947,-1.59792129113227,1.07798995109869,0.960225493329077,420.425641029727,4.01388128093856,426.113475977042,4.02593141199389,425.339686043507,425.679434074832,3.7589561552184,424.039760152381,427.053056921597,3.86949259941309,425.196602823888,426.933908835372,3.87397333401707,427.623858673431,3.82425973626375,427.920426854051,430.708739995343,3.71797708415614,431.333831618284,3.08985932414229,-4.47419736493486,0.157386976029082,2.47,1.935,1.115,0.7375,0.24,-4.95725,-4.7585,-4.920325,-4.941425,-4.9768,-4.897925,-5.747675,96.67309,90.1725,0.6528,-3.135,-3.08,-3.195,-2.765,-0.4375,1.4,-0.53,2.8,0.3425,286.95,296.95,305.65,304.725,0.21,0.125,0.235,0.21,0.1675,0.235,0.18,0.175,0.0675,0.14,0.33675,0.4255,1.45325,1.90825,2.6415,2.984,3.5075,4.009,5.4275,0.21,0.244,1.83,2.3395,2.7285,3.47425,3.68175,5.1065,0.35075,1.075,1.4325,2.1625,2.4,2.835,3.545,3.599,5.2285,1.0335,0.9465,1.42375,1.7335,2.0995,2.529,3.30925,3.90525,5.119,-0.17725,0.46175,0.665,1.354,1.90925,2.4035,3.358,3.39225,4.6125,-4.2635,-5.738,-4.25425,-4.36
1,2.75,0.510409794969268,0.172872869397425,0.343212283505679,1.69985007550131,0.770941922646356,0.548010506229835,-2.05187135387995,0.0392370049074812,0.968506801425094,420.745129717741,3.98254308131447,426.356331820576,3.841739238813,426.074248877435,426.184989943005,3.58857726904986,425.143990193517,426.680518357881,3.77939873248748,428.847239851881,427.219714438812,3.84310577024817,427.331973325958,3.74243909977388,428.133596771239,430.718511204697,3.54289454524048,430.904073518076,3.22858882208116,-4.61448407379458,0.165859360968555,2.5525,1.965,1.21,0.81,0.25,-5.01045,-4.76225,-4.9125,-4.99035,-4.9492,-4.911975,-5.87885,96.7240375,89.09,0.66955,-3.125,-3.045,-3.1925,-2.76,-0.5025,1.4,-0.6675,2.8,0.29,288.65,295.85,304.8,304.75,0.21,0.1275,0.235,0.14,0.175,0.235,0.18,0.175,0.0725,0.1675,0.33425,0.42925,1.45,1.90775,2.641,2.9815,3.50725,4.00875,5.4265,0.21175,0.24875,2.011,2.339,2.7205,3.474,3.68175,5.1055,0.35325,0.983,1.43,2.16225,2.3995,2.8345,3.544,3.5985,5.2275,1.035,0.9475,1.42125,1.733,2.0995,2.52825,3.3075,3.907,5.118,-0.18725,0.46225,0.662,1.351,1.9085,2.40325,3.357,3.39225,4.6115,-4.277,-5.733,-4.26325,-5.0725
1,3.25,0.482682629834079,0.111187777002976,0.472335432426015,0.883164198396886,0.403608264465989,0.539970192271706,-2.68514650383981,0.648819147104169,0.950690174729961,420.700200591854,3.70523808783871,426.678780610788,3.81982092529726,426.402783164062,426.317611292275,3.77531056237215,424.820981098328,426.911987306992,3.82432584681185,425.836300822763,427.013431418027,3.81958584600786,427.127366490475,3.79552630602837,430.180268242467,431.272025874758,3.52429934633134,433.226081619497,2.9874016873768,-4.59571031368252,0.156497693876148,2.335,1.83,1.2,0.7925,0.235,-4.9931,-4.79725,-4.842125,-4.8904,-4.9281,-4.89555,-5.7882,96.7274,89.5275,0.6442,-3.2,-2.9175,-3.2575,-2.83,-0.595,1.4,-0.625,2.8,0.285,288.6,295.525,304.1,304.125,0.2125,0.1275,0.24,0.1425,0.1275,0.24,0.18,0.1925,0.07,0.1975,0.311,0.4325,1.44675,1.90725,2.64025,2.9805,3.50625,4.00775,5.4255,0.2135,0.251,2.01,2.31825,2.72025,3.473,3.6805,5.10525,0.35575,0.983,1.35375,2.1075,2.4005,2.8335,3.543,3.5905,5.22725,1.037,0.949,1.4915,1.7325,2.09925,2.5295,3.30725,3.9065,5.118,-0.19775,0.46275,0.6595,1.348,1.90775,2.403,3.35275,3.39125,4.61125,-4.28125,-5.781,-4.3045,-5.115
1,3.75,0.486013296392998,0.154621778525969,0.477786618568743,1.60719378316673,0.660461361511566,0.56777250474669,-1.5953016319314,0.341090176287625,0.957224379236854,421.3746250301,3.839108913231,426.588670123616,3.76350470438614,427.562331940175,426.604738222023,3.74489731822952,425.442828422703,427.306814550195,3.78183793688288,427.197725917273,427.198990708973,3.79337947421584,427.359647308639,3.70376789463091,429.440751934363,429.732147796452,3.58618040009243,430.598057066667,3.1027786584839,-4.63221234412276,0.167546538750179,2.3175,1.82,1.19,0.8025,0.24,-5.0013,-4.856,-4.838525,-4.929425,-5.0143,-4.950275,-5.8908,96.70034,90.245,0.621025,-3.265,-3.05,-3.4325,-2.875,-0.7875,1.45,-0.68,2.8,0.26,287.375,295.2,303.75,303.725,0.22,0.1125,0.24,0.1425,0.1375,0.215,0.18,0.175,0.0725,0.14,0.31,0.4365,1.4435,1.968,2.64025,2.98025,3.50525,4.00675,5.4245,0.2145,0.25225,2.01,2.31775,2.71925,3.47275,3.67975,5.10425,0.3585,0.8935,1.425,2.16125,2.402,2.8325,3.5425,3.59175,5.2265,1.03925,0.95,1.5625,1.6885,2.0985,2.5295,3.30625,3.907,5.117,-0.20875,0.46325,0.83475,1.34525,1.90675,2.402,3.352,3.39125,4.61025,-4.26175,-5.75525,-4.263,-4.9775
1,4.25,0.42720359977273,0.186057699137176,0.385609746112349,0.96897249414481,0.608007414520523,0.497034647507749,-1.79746339227542,0.87405049218893,0.949462226091094,421.390791022213,3.84560317432716,427.196112193299,3.73681795561786,426.360435461573,426.911580103073,3.67168974740753,425.678981601097,427.24087938591,3.76786365096643,427.168860180007,427.375770263591,3.71176742129576,427.715128523073,3.71695216389386,430.195557553435,430.620982077175,3.65435162846851,432.941356066667,2.94188197918269,-4.58194946205522,0.168405013246888,2.245,1.74,1.07,0.7525,0.225,-4.907525,-4.8955,-4.8895,-4.890675,-5.062,-4.83615,-6.0963,96.704785,90.74,0.599375,-3.125,-3.0675,-3.29,-2.935,-0.905,1.45,-0.6075,2.8,0.24,287.6,295.525,303.95,303.35,0.2125,0.1175,0.235,0.135,0.1675,0.235,0.18,0.1925,0.0725,0.1475,0.31,0.4405,1.4405,1.9675,2.6405,2.97975,3.50425,4.00575,5.42375,0.21625,0.25375,1.91725,2.31675,2.72675,3.472,3.6785,5.10325,0.36125,0.895,1.422,2.161,2.402,2.8315,3.5425,3.591,5.22525,1.04225,0.952,1.561,1.68775,2.0985,2.529,3.30625,3.904,5.116,-0.22025,0.463,0.83525,1.34225,1.906,2.402,3.352,3.39075,4.61,-4.291,-5.8065,-4.14,-2.835
1,4.75,0.58071783344763,0.132980073413437,0.432477304674354,1.40745726797099,0.625983662787909,0.5288052765622,-2.24646471180899,1.87505475611087,0.942552277461602,421.110179483919,3.89311508362812,427.153133457475,3.78281655278352,426.754454811527,426.811546844695,3.66011284455017,426.00552327291,427.316049406286,3.72636021128968,426.944056883863,427.601495196046,3.67637704994226,427.899189583165,3.63823162296482,428.186459388541,431.188390214919,3.67986652983573,429.513541867173,3.05964851696476,-4.54168173980928,0.160372025034846,2.36,1.84,1.165,0.8125,0.245,-4.9842,-4.82225,-4.8242,-4.839425,-4.8601,-4.7869,-6.0533,96.700875,90.995,0.5953,-3.06,-2.9425,-3.3575,-2.85,-1.38,1.4,-0.54,2.8,0.2425,288.825,295.575,304.075,302.9,0.21,0.1225,0.235,0.135,0.1425,0.23,0.18,0.1825,0.075,0.16,0.3305,0.4445,1.43725,1.9675,2.63975,2.978,3.504,4.0055,5.4225,0.218,0.255,1.7295,2.316,2.72575,3.4695,3.67775,5.10225,0.4465,0.8965,1.4195,2.216,2.401,2.831,3.54125,3.58925,5.22525,1.0445,0.95375,1.485,1.687,2.0985,2.5255,3.30525,3.90375,5.115,-0.22825,0.46375,0.83475,1.34,1.90525,2.401,3.35175,3.39275,4.60925,-4.3105,-5.752,-4.14475,-2.3175
