DOY2,HR2,CO2_1_3_1,CO2_1_4_1,G_1_1_1,USTAR,FC,LE,SLE,H,SH,NEE,NETRAD_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN_1_1_1,PPFD_OUT,PPFD_DIF,TA_1_1_1,RH_1_1_1,WS,PA,TS_1_1_1,TS_1_2_1,VPD
1,5.25,394.0065,394.049,-2.4175,0.4985,0.18125,0.41,0.42525,0.43125,2.36575,0.193,-3.2,0.3025,0.04,246.675,268.9675,0,0,5.1255,-9.6585,88.07525,3.31825,95.9205,-2.792,-2.623,0.3
1,5.75,394.0515,394.0035,-2.454,0.48875,0.171,0.42825,0.4525,0.2435,2.3845,0.229,-3.65,0.28,0.0425,247.53,268.9575,0,0,5.126,-9.768,88.06125,3.25725,95.906,-2.794,-2.626,0.3
1,6.25,393.96175,393.984,-2.4505,0.4975,0.19425,0.43875,0.467,-0.158,2.7905,0.253,-3.43,0.32,0.05,249.0375,267.5825,0,0,5.1265,-9.89525,88.2915,3.31925,95.9175,-2.801,-2.635,0.3
1,6.75,394.065,393.959,-2.437,0.5145,0.186,0.401,0.53975,-0.196,2.61075,0.222,-3.2775,0.31,0.05,249.385,268.03,0,0.01,5.12725,-9.973,88.446,3.3515,95.9165,-2.804,-2.633,0.2975
1,7.25,394.21,393.95775,-2.376,0.49725,0.165,0.42825,0.58975,-0.0655,2.869,0.216,-3.1125,0.34,0.05,250.7625,268.9,0,0,5.13175,-9.9955,88.11975,3.26775,95.93525,-2.81,-2.634,0.29
1,7.75,394.266,393.944,-2.34,0.515,0.1765,0.46,0.564,-0.01025,2.951,0.215,-3,0.35,0.06,252.1975,268.3,0,0.0025,5.1365,-10.02775,88.11675,3.25725,95.93775,-2.829,-2.642,0.3
1,8.25,394.288,393.972,-2.346,0.489,0.193,0.673,0.538,0.196,3.255,0.271,-3.14,0.37,0.06,251.68,267.4,0.05,0.01,5.13475,-9.897,88.01725,3.26,95.92725,-2.841,-2.65,0.3
1,8.75,394.3805,393.991,-2.41,0.483,0.19075,0.503,0.612,-0.1955,3.033,0.249,-3.06,1.465,0.31,250.985,267.66,2.52,0.4,6.8245,-9.893,87.9745,3.1885,95.929,-2.845,-2.653,0.3
1,9.25,394.45925,393.90975,-2.436,0.48925,0.18725,0.574,1.065,0.51225,5.359,0.199,-0.23,11.92,3.705,253.3975,268.3725,21.0675,3.5575,24.0625,-9.913,87.872,3.179,95.94575,-2.851,-2.651,0.3
1,9.75,394.5005,394.099,-2.434,0.516,0.186,0.99,1.586,3.309,10.438,0.234,10.515,42.11,15.2,252.1325,269.4675,73.1175,12.405,71.55,-9.819,87.70725,3.2865,95.93625,-2.859,-2.651,0.32
1,10.25,394.51025,393.912,-2.4305,0.56475,0.23125,1.67275,2.503,10.387,16.55,0.21875,29.53,89.8825,24.6525,252.2675,271.2425,151.05,24.65,130.775,-9.6605,87.276,3.3,95.9555,-2.853,-2.65,0.32
1,10.75,394.5095,394.096,-2.42175,0.58075,0.32875,3.1985,2.997,20.7345,19.81925,0.26125,53.4,135.1275,31.41,250.8925,274.11,242.275,35.3475,168.425,-9.415,86.97375,3.2735,95.9695,-2.858,-2.649,0.34
1,11.25,394.1785,393.865,-2.48275,0.602,0.36525,5.708,3.17625,40.345,21.942,0.2305,78.07,177.99,37.9875,249.6225,275.505,319.975,44.6625,194.025,-8.85975,87.187,3.3175,95.95225,-2.859,-2.649,0.3775
1,11.75,394.45,393.75425,-2.46825,0.634,0.3085,7.526,2.8745,59.886,22.591,0.206,104.32,209.36,42.6975,247.635,276.5375,383.305,55.735,224.075,-8.35675,87.0475,3.4205,95.9435,-2.87,-2.655,0.42
1,12.25,394.3675,393.73525,-2.4015,0.6425,0.23675,9.4425,2.771,72.55,20.697,0.15675,118.145,235.605,50.22,249.17,279.62,424.15,64.5605,244.95,-7.352,86.673,3.455,95.932,-2.87325,-2.66075,0.47
1,12.75,394.3305,393.398,-2.40125,0.65,0.23375,12,2.65,82.15325,17.1315,0.173,127.51,251.73,52.785,250.42,283.96,456.22,70.4,241.8,-6.821,85.9125,3.4335,95.914,-2.876,-2.6715,0.52
1,13.25,393.91675,393.18475,-2.42875,0.6545,0.261,13.3025,2.3545,86.532,15.3215,0.16525,130.6375,256.415,51.805,250.455,285.125,448.805,68.595,246.35,-6.493,85.706,3.4695,95.8935,-2.87675,-2.67925,0.59
1,13.75,393.909,393.12625,-2.45975,0.66,0.2345,13.097,2.0755,83.748,13.2015,0.175,122.31,249.105,51.26,250.0025,287.01,447.36,64.135,237.525,-6.131,84.702,3.4855,95.8755,-2.87875,-2.6805,0.67
1,14.25,393.696,393.258,-2.444,0.6425,0.2195,11.698,1.6535,82.6105,9.0185,0.17725,105.1525,229.9225,49.9,249.43,287.68,412.975,59.6,225,-5.937,83.74975,3.465,95.8845,-2.89,-2.685,0.72
1,14.75,393.678,393.00625,-2.3275,0.651,0.1985,11.75675,1.215,66.628,5.091,0.1945,84.04,198.065,44.945,247.575,286.76,361.075,51.205,200.15,-5.86,83.415,3.608,95.8895,-2.889,-2.69,0.73
1,15.25,393.397,392.993,-2.293,0.63,0.1795,9.196,0.796,52.545,2.682,0.167,58.95,160.91,39.875,247.7425,287.0025,290.295,41.2725,163.9,-5.85625,84.056,3.517,95.89175,-2.882,-2.694,0.73
1,15.75,393.53875,392.76475,-2.2815,0.6205,0.14975,7.152,0.34575,31.09,0.052,0.148,32.9475,114.98,32.7505,249.56,287.06,203.615,28.61,131.875,-5.862,83.98575,3.4555,95.896,-2.883,-2.696,0.72
1,16.25,393.526,392.757,-2.254,0.57275,0.102,4.78025,0.0215,13.496,-1.881,0.11825,9.265,64.44,20.365,249.2675,286.51,112.7025,17.74,92.4,-5.837,84.3535,3.38025,95.91275,-2.893,-2.694,0.69
1,16.75,393.5695,392.77975,-2.2075,0.533,0.109,2.875,-0.2405,2.525,-2.49725,0.15025,-1.495,29.485,7.85,248.87,284.505,53.15,8.53,50.285,-6.181,84.51175,3.2175,95.928,-2.882,-2.689,0.65
1,17.25,393.622,392.705,-2.1745,0.491,0.099,1.5195,-0.37075,-0.26875,-2.74675,0.178,-7.785,6.91,1.43,247.54,281.635,13.93,2.205,16.2525,-6.603,85.32225,3.063,95.914,-2.865,-2.679,0.59
1,17.75,393.681,392.8815,-2.163,0.475,0.098,1.02975,-0.42825,-0.38,-3.11425,0.2095,-9.25,0.54,0.1,244.93,279.72,1.23,0.2,5.43075,-7.057,85.666,3.216,95.908,-2.851,-2.667,0.54
1,18.25,393.668,393.026,-2.198,0.474,0.111,0.586,-0.387,-0.668,-2.50375,0.2625,-9.36,0.11,0.02,244.19,278.935,0.01,0.01,5.07325,-7.4735,86.4195,3.1155,95.89675,-2.84625,-2.6715,0.49
1,18.75,393.668,393.09225,-2.2065,0.483,0.1275,0.594,-0.2125,-0.56575,-1.56075,0.25075,-8.91,0.1,0.02,245.405,277.8175,0,0,5.083,-7.716,86.76675,3.274,95.90725,-2.83725,-2.67075,0.44
1,19.25,393.62225,393.451,-2.199,0.50025,0.12775,0.59675,-0.15275,-0.54,-1.199,0.253,-7.38,0.16,0.02,245.825,276.0825,0,0,5.08825,-8.16025,86.977,3.27925,95.9155,-2.8295,-2.67325,0.415
1,19.75,393.7345,393.4625,-2.17725,0.49425,0.133,0.64475,-0.02975,0.0585,-0.9,0.223,-7.36,0.18,0.03,249.03,275.4,0,0,5.091,-8.16275,86.75925,3.306,95.92125,-2.82325,-2.67325,0.3875
1,20.25,393.843,393.428,-2.1615,0.4725,0.128,0.68825,0.06525,0.183,-0.50575,0.205,-7.19,0.18,0.03,250.3225,274.1525,0,0,5.0965,-8.3985,86.93275,3.2565,95.9245,-2.82275,-2.65975,0.38
1,20.75,394.01325,393.5105,-2.14825,0.4735,0.141,0.46175,0.11675,-0.06,0.61475,0.203,-7.4,0.17,0.03,250.2375,273.5,0,0,5.0985,-8.50975,87.2275,3.3015,95.93525,-2.82125,-2.66125,0.36
1,21.25,394.026,393.467,-2.18925,0.488,0.13975,0.53975,0.18975,-0.014,0.75625,0.244,-5.295,0.1725,0.04,249.8675,272.86,0,0,5.09825,-8.54525,87.2915,3.224,95.94475,-2.8205,-2.66275,0.35
1,21.75,393.955,393.57475,-2.20625,0.486,0.142,0.538,0.19125,-0.11125,0.819,0.25,-4.685,0.2,0.03,248.365,272.3,0,0,5.10125,-8.7975,87.543,3.2165,95.941,-2.81775,-2.66875,0.33
1,22.25,393.896,393.5715,-2.1915,0.479,0.1545,0.461,0.29125,-0.569,1.19925,0.208,-4.2,0.21,0.03,250.2825,272.195,0,0,5.105,-9.03625,87.619,3.125,95.93475,-2.814,-2.6705,0.34
1,22.75,393.978,393.589,-2.19675,0.47425,0.17275,0.56,0.23075,-0.6035,1.3995,0.199,-4.485,0.2,0.03,246.7975,271.51,0,0,5.105,-9.0985,87.64975,3.171,95.94425,-2.812,-2.6715,0.33
1,23.25,394.16425,393.678,-2.18475,0.492,0.1835,0.47925,0.27525,-0.5985,1.57325,0.215,-3.94,0.2025,0.03,249.715,270.955,0,0,5.10525,-9.18325,87.412,3.23925,95.93025,-2.8035,-2.67425,0.33
1,23.75,394.177,393.662,-2.183,0.481,0.1665,0.62725,0.384,-0.3665,1.578,0.1955,-4.035,0.2,0.03,248.93,270.815,0,0,5.113,-9.15925,87.52625,3.29,95.93125,-2.8005,-2.675,0.32
2,0.25,393.643,393.298,-1.31125,0.384,0.14575,0.342,0.17,0.27725,0.149,0.1455,-8.8175,0.2,0.03,255.0325,274.5925,0,0,5.09125,-7.9715,88.003,3.113,95.90125,-3.132,-3.052,0.49
2,0.75,393.643,393.298,-1.28075,0.44175,0.14575,0.342,0.28,-0.646,0.6105,0.15,-7.43,0.2,0.03,255.685,274.9525,0,0,5.09125,-8.1215,87.83625,3.141,95.919,-3.124,-3.049,0.485
2,1.25,393.625,393.2505,-1.32375,0.42,0.1155,0.39175,0.3365,-0.61075,1.1895,0.183,-7.45,0.1925,0.04,255.5675,274.94,0,0,5.09275,-8.23425,87.73575,3.122,95.917,-3.123,-3.044,0.47
2,1.75,393.698,393.437,-1.3055,0.403,0.12675,0.204,0.3005,-0.856,0.692,0.161,-6.615,0.24,0.0325,254.28,274.515,0,0,5.09225,-8.2785,88.07075,3.109,95.915,-3.129,-3.044,0.45
2,2.25,393.816,393.432,-1.334,0.40425,0.139,0.2185,0.392,-0.96275,0.9315,0.181,-8.04,0.24,0.03,256.25325,274.2075,0,0,5.09,-8.40425,87.82225,3.035,95.90925,-3.135,-3.043,0.44
2,2.75,393.797,393.545,-1.3555,0.4005,0.14,0.23825,0.3885,-0.607,1.009,0.2015,-6.6975,0.25,0.04,256.51,273.775,0,0,5.09775,-8.45875,88.2265,3.015,95.9105,-3.135,-3.039,0.42
2,3.25,393.8485,393.5805,-1.357,0.3915,0.132,0.2705,0.42525,-0.8155,1.41875,0.16525,-5.8575,0.26,0.04,255.3675,274.565,0,0,5.1,-8.4725,88.29875,3.0505,95.918,-3.132,-3.055,0.4
2,3.75,393.9145,393.6385,-1.3445,0.418,0.13775,0.203,0.366,-0.831,1.5915,0.1765,-4.3625,0.29,0.04,257.1025,273.285,0,0,5.1025,-8.4735,88.293,3.09425,95.9335,-3.131,-3.05,0.39
2,4.25,393.95425,393.68,-1.35825,0.4385,0.147,0.122,0.35975,-0.40975,1.639,0.186,-5.345,0.2975,0.05,257.31,273.345,0,0,5.1095,-8.61,88.5095,3.1285,95.93475,-3.132,-3.043,0.38
2,4.75,394.017,393.7325,-1.354,0.3955,0.1355,0.146,0.3475,-0.8575,1.627,0.1405,-5.06,0.3175,0.05,256.73,273.265,0,0,5.10875,-8.68675,88.48275,3.1075,95.923,-3.136,-3.056,0.38
2,5.25,394.04175,393.802,-1.3615,0.4265,0.1505,0.288,0.54025,-0.835,2.16225,0.185,-5.32,0.34,0.05,256.61025,273.13,0,0,5.1105,-8.598,88.65575,3.1925,95.916,-3.14,-3.048,0.37
2,5.75,394.148,393.7055,-1.3405,0.445,0.146,0.1415,0.58325,-1.143,2.7535,0.185,-4.71,0.3875,0.06,256.7125,272.5,0,0,5.11425,-8.9115,88.961,3.1645,95.916,-3.139,-3.05,0.36
2,6.25,394.021,393.755,-1.365,0.4325,0.1325,0.204,0.379,-0.8095,2.00725,0.18475,-4.24,0.39,0.06,256.0775,271.87,0,0,5.118,-9.0885,88.89975,3.15,95.91075,-3.131,-3.061,0.35
2,6.75,394.05325,393.7265,-1.37075,0.429,0.154,0.24825,0.3025,-1.146,1.70575,0.209,-3.46,0.39,0.07,257.065,271.66,0,0.01,5.1185,-9.17725,88.79025,3.14525,95.91825,-3.1295,-3.0545,0.3475
2,7.25,393.69075,393.3345,-1.38,0.42475,0.162,0.162,0.41575,-1.029,1.993,0.1885,-3.4,0.42,0.07,257.86775,271.775,0.02,0.01,5.119,-9.215,88.8915,3.1185,95.9275,-3.132,-3.052,0.34
2,7.75,393.8215,393.45775,-1.39025,0.4275,0.1325,0.13125,0.51125,-0.53,2.7455,0.132,-3.18,1.1275,0.17,255.1875,272.105,1.2525,0.1525,5.98025,-9.3005,89.09075,3.07575,95.945,-3.136,-3.054,0.33
2,8.25,393.8655,393.3065,-1.399,0.4525,0.169,0.283,0.84075,-0.6485,4.5575,0.2005,-1.14,9.4025,1.9225,257.4305,270.815,17.3925,2.09,22.6075,-9.13225,89.083,3.116,95.93925,-3.143,-3.06,0.33
2,8.75,393.8985,393.308,-1.3905,0.457,0.1565,0.5715,1.49975,0.17975,10.2575,0.2,8.79,40.67,9.3575,255.555,271.42,70.2025,8.535,72.1,-9.08675,89.171,3.0745,95.95,-3.139,-3.061,0.34
2,9.25,393.55825,393.41125,-1.405,0.499,0.233,1.49,2.81175,9.911,19.908,0.2215,34.4325,86.7175,18.0025,257.09325,273.7925,159.91,17.85,132.5,-9.12575,88.27075,3.0895,95.95225,-3.139,-3.06,0.38
2,9.75,393.7535,393.34075,-1.40575,0.52475,0.2715,3.08925,3.85075,28.5725,26.60275,0.232,71.89,150.9,29.2125,257.39775,275.795,278.7225,29.725,196.9,-8.912,87.7605,3.0965,95.9375,-3.139,-3.061,0.4275
2,10.25,393.9655,393.428,-1.4625,0.583,0.32425,5.425,4.2355,57.7125,28.137,0.2385,114.63,211.675,38.3125,257.0425,277.9775,388.8375,41.65,267.4,-8.2215,87.26925,3.2735,95.93425,-3.1435,-3.06275,0.48
2,10.75,393.745,393.2995,-1.447,0.633,0.2885,8.4475,4.022,93.746,27.74275,0.19425,156.565,272.76,47.25,257.97,281.7125,494.1425,52.64,321.8,-7.471,86.0105,3.382,95.93275,-3.151,-3.059,0.5675
2,11.25,393.52425,392.93575,-1.4715,0.636,0.322,11.04175,3.376,133.57025,25.745,0.20125,197.2975,324.08,55.06,258.88,284.9375,590.5625,65.4175,365.9,-7.0295,85.66,3.339,95.932,-3.156,-3.06,0.69
2,11.75,393.27775,392.7305,-1.475,0.66275,0.32475,13.555,3.092,157.785,24.16975,0.2195,228.275,361.0275,61.82,258.99,287.57,685.58,75.42,401.9,-6.286,84.915,3.53875,95.938,-3.152,-3.059,0.825
2,12.25,393.20025,392.632,-1.458,0.685,0.27375,15.92675,2.83875,177.78075,20.414,0.177,247.26,390.4875,67.75,259.295,289.875,737.73,84.46,437.5,-5.9925,84.1,3.51325,95.939,-3.1625,-3.065,0.94
2,12.75,393.075,392.555,-1.449,0.69375,0.24,16.19,2.6945,188.6,17.666,0.17375,252.5275,402.62,69.7,260.38825,291.26,767.74,88.91,458.6,-5.511,83.452,3.638,95.91,-3.1655,-3.0705,1.025
2,13.25,392.9555,392.4875,-1.447,0.691,0.23075,16.9315,2.37225,197.86,15.678,0.156,260.6405,410.645,70.82,262.07,293.735,784.45,91.56,452.4,-5.188,82.359,3.654,95.918,-3.17675,-3.07375,1.14
2,13.75,393.0305,392.5815,-1.4135,0.712,0.2135,16.76,2.025,193.54925,14.44825,0.1595,249.405,402.93,70.06,262.28,295.52,761.54,90.01,427.7,-4.796,81.582,3.672,95.91,-3.17625,-3.06875,1.235
2,14.25,392.8835,392.40575,-1.398,0.7245,0.238,17.123,1.3595,187.209,10.85275,0.18925,233.615,385.28,67.16,262.765,296.8,724.02,83.86,401.6,-4.748,80.329,3.78,95.886,-3.1725,-3.07,1.33
2,14.75,392.9085,392.328,-1.349,0.714,0.2065,15.15525,1.11775,162.594,7.1105,0.168,216.1025,356.78,59.57,263.98,296.88,672.16,73.93,360.9,-4.398,80.08,3.744,95.883,-3.1835,-3.06975,1.415
2,15.25,393.037,392.35775,-1.33175,0.72275,0.2155,14.5135,0.98375,154.85,4.80875,0.1855,180.39,311.48,52.9,262.47,297.76,583.59,61.3625,325.9,-4.166,78.837,3.871,95.871,-3.18225,-3.065,1.52
2,15.75,392.966,392.356,-1.3,0.6835,0.17,10.90775,0.7695,119.01,2.728,0.18625,139.12,260.82525,45.27,261.48525,297.37,483.24,50.13,267.9,-4.1355,78.537,3.74525,95.869,-3.17675,-3.06525,1.505
2,16.25,393.015,392.424,-1.31225,0.649,0.165,9.6145,0.463,85.68,0.1725,0.192,94.52,206.2825,37.48,261.405,296.07,378.39,37.43,205,-4.1125,80.006,3.73775,95.881,-3.16875,-3.067,1.455
2,16.75,393.02075,392.47,-1.32775,0.6465,0.14775,6.872,0.3595,50.061,-2.04025,0.171,48.5,140.7275,30.8,261.72025,294.36,254.69,26.79,148.2,-4.15,80.161,3.67025,95.864,-3.172,-3.07,1.445
2,17.25,393.064,392.538,-1.312,0.58825,0.1305,4.236,0.18075,21.39875,-4.33225,0.1775,14.6175,83.01,21.11,263.48,292.95,143.03,16.31,104.1,-4.368,80.714,3.37425,95.867,-3.177,-3.072,1.365
2,17.75,393.10325,392.6165,-1.2795,0.509,0.102,2.952,-0.073,5.73125,-5.5,0.197,-3.225,36.34,7.79,262.9,291.5,65.06,7.49,59.21,-4.606,81.696,3.15225,95.874,-3.17,-3.072,1.26
2,18.25,393.2745,392.866,-1.28225,0.474,0.078,1.309,-0.207,-0.59725,-5.483,0.24225,-11.7825,6.4175,1.18,261.4055,289.77,13.87,1.69,16.62,-4.9475,83.149,3.098,95.88,-3.163,-3.065,1.14
2,18.75,393.374,392.943,-1.27425,0.42525,0.09625,0.785,-0.214,-1.819,-5.165,0.1925,-12.945,0.38,0.06,259.145,287.86,1.02,0.11,5.432,-5.294,84.217,3.108,95.89,-3.161,-3.063,0.995
2,19.25,393.498,392.967,-1.27175,0.407,0.0845,0.389,-0.265,-1.731,-3.982,0.208,-13.13,0.04,0.02,256.5025,286.83,0.01,0,5.026,-5.6335,84.615,3.0625,95.905,-3.156,-3.058,0.92
2,19.75,393.527,393.0365,-1.27775,0.41525,0.09,0.342,-0.397,-1.634,-3.849,0.24,-13.005,0.04,0.02,255.41,285.75,0,0,5.035,-5.748,84.94,3.0795,95.896,-3.149,-3.053,0.86
2,20.25,393.537,393.057,-1.2835,0.41675,0.1075,0.4085,-0.208,-1.2615,-3.553,0.231,-11.935,0.07,0.03,254.36,283.3,0,0,5.042,-6.062,85.63,3.09575,95.911,-3.136,-3.048,0.77
2,20.75,393.629,393.045,-1.27825,0.43375,0.1095,0.407,-0.179,-1.1705,-2.605,0.213,-12.055,0.11,0.03,255.17,282.07,0,0,5.056,-6.439,86.638,3.133,95.918,-3.131,-3.03725,0.73
2,21.25,393.657,393.242,-1.28825,0.413,0.108,0.35175,-0.235,-1.50375,-2.175,0.175,-11.805,0.1,0.03,255.58,282.55,0,0,5.067,-6.84,86.416,3.1045,95.91,-3.126,-3.032,0.69
2,21.75,393.69625,393.205,-1.2905,0.415,0.123,0.29925,-0.072,-1.72625,-1.721,0.187,-10.8025,0.1,0.03,255.74,281.01,0,0,5.068,-7.194,86.773,3.12325,95.919,-3.11875,-3.03525,0.625
2,22.25,393.6135,393.27225,-1.3195,0.432,0.1255,0.379,0.084,-1.128,-0.582,0.1875,-9.925,0.15,0.04,255.29,278.54,0,0,5.072,-7.655,87.089,3.21775,95.931,-3.1215,-3.0405,0.6
2,22.75,393.701,393.256,-1.3195,0.431,0.1255,0.4135,0.085,-1.1185,-0.164,0.186,-9.195,0.15,0.03,254.56,277.32,0,0,5.074,-7.892,87.209,3.23625,95.937,-3.11525,-3.0435,0.58
2,23.25,393.716,393.22725,-1.316,0.433,0.138,0.29675,0.15,-1.11925,-0.285,0.181,-8.195,0.1875,0.03,256.2,277.03,0,0,5.078,-7.9705,87.545,3.1345,95.939,-3.11125,-3.044,0.55
2,23.75,393.669,393.265,-1.329,0.425,0.136,0.239,0.075,-1.09375,-0.2,0.16925,-9.2525,0.195,0.03,255.14,275.05,0,0,5.084,-7.884,87.472,3.11,95.93,-3.1045,-3.04675,0.525
3,0.25,394.1305,394.2855,0.35425,0.402,0.20125,0.26875,0.3695,-1.7855,-1.8435,0.3255,-16.9,0.12,0.03,265.15,299.855,0,0,4.86325,-1.45725,86.6355,3.223,95.988,-1.50675,-1.54325,1.3275
3,0.75,394.1305,394.2855,0.3825,0.4435,0.20125,0.26875,0.25625,-0.823,-1.468,0.34625,-17.22,0.13,0.03,263.0225,298.7,0,0,4.878,-1.575,86.7795,3.24125,95.9965,-1.4945,-1.53825,1.2475
3,1.25,394.356,394.22875,0.38325,0.434,0.204,0.204,0.211,-0.8015,-0.79775,0.3315,-13.13,0.15,0.04,265.7525,298.0175,0,0,4.89675,-1.79125,87.30825,3.21125,96.00725,-1.48625,-1.5515,1.1925
3,1.75,394.632,394.18425,0.33375,0.436,0.2265,0.52975,0.175,-0.557,-0.574,0.337,-16.155,0.185,0.04,266,297.9275,0,0,4.92375,-1.98,87.98975,3.258,96.0225,-1.48575,-1.5535,1.08
3,2.25,394.682,394.225,0.31575,0.44525,0.238,0.3635,0.1975,-0.9025,-0.33475,0.412,-14.53,0.23,0.04,266.54,297.4325,0,0,4.93375,-2.20925,88.15225,3.28925,96.0265,-1.489,-1.5515,1.0475
3,2.75,394.8055,394.109,0.371,0.4485,0.2325,0.49675,0.1195,-1.02375,-0.18475,0.333,-12.47,0.24,0.04,265.525,296.4775,0,0,4.94225,-2.51525,88.54025,3.2675,96.0385,-1.503,-1.54775,1.0075
3,3.25,394.8685,394.262,0.315,0.448,0.2205,0.322,0.1845,-0.76925,-0.828,0.3275,-12.35,0.265,0.0425,265.49,294.79,0,0,4.9405,-2.7155,88.63625,3.25,96.03375,-1.52175,-1.543,0.9775
3,3.75,394.7575,394.345,0.2745,0.459,0.2305,0.47475,0.2165,-0.8835,-0.27625,0.387,-13.4325,0.27,0.05,266.865,294.065,0,0,4.9545,-2.855,89.337,3.2535,96.03325,-1.53025,-1.542,0.9075
3,4.25,394.458,394.388,0.22375,0.469,0.2175,0.552,0.1335,-0.7375,-0.46625,0.324,-10.075,0.29,0.06,268.95,292.8675,0,0,4.9695,-2.9585,89.30525,3.27075,96.026,-1.53175,-1.5365,0.8675
3,4.75,394.6725,394.423,0.1905,0.455,0.229,0.28325,0.06225,-0.57375,-0.2895,0.36775,-10.0475,0.335,0.06,268.98,293.0125,0,0.01,4.96825,-3.17925,89.63475,3.24275,96.0275,-1.536,-1.53175,0.84
3,5.25,394.80825,394.5095,0.15125,0.4515,0.227,0.67025,0.27775,-0.741,-0.08175,0.365,-9.3875,0.36,0.05,265.11,292.125,0,0.01,4.97175,-3.29175,89.85925,3.27325,96.03925,-1.53525,-1.53,0.84
3,5.75,394.9265,394.5075,0.16075,0.441,0.219,0.354,0.44875,-0.625,1.32075,0.339,-8.2075,0.375,0.0625,267.355,291.15,0.01,0.01,4.97225,-3.45125,89.97975,3.236,96.03225,-1.53325,-1.52625,0.82
3,6.25,394.7405,394.602,0.116,0.47375,0.2285,0.34,0.531,-0.499,0.87225,0.288,-8.53,0.47,0.08,269.32,290.2375,0.06,0.02,5.04975,-3.43575,90.263,3.2645,96.04175,-1.529,-1.52175,0.78
3,6.75,395,394.54225,0.085,0.475,0.25075,0.26375,0.5685,-0.43825,1.7675,0.338,-8.0825,2.39,0.41,267.58,290.2575,4.2425,0.44,8.74,-3.63225,90.39325,3.23925,96.05225,-1.5245,-1.51775,0.76
3,7.25,394.862,394.6225,0.051,0.43325,0.267,0.4695,1.38375,-0.11,6.193,0.338,-3.9425,19,3.5475,267.92,290.5875,34.0375,3.64,39.6025,-3.511,90.1025,3.203,96.04725,-1.523,-1.5215,0.76
3,7.75,394.881,394.6615,0.01275,0.4735,0.306,0.888,2.77375,2.309,14.019,0.28725,12.81,60.375,11.015,265.8475,291.9475,109.55,11.2125,104.425,-3.402,90.143,3.204,96.05025,-1.523,-1.5235,0.7775
3,8.25,395.117,394.681,0.02125,0.514,0.37825,2.76475,4.19575,15.59,24.46225,0.375,50.53,123.87,21.235,265.495,295.43,231.365,21.8125,153.45,-2.94525,89.5605,3.2,96.03775,-1.5285,-1.524,0.85
3,8.75,395.254,394.64225,0.00375,0.574,0.473,4.718,5.08625,44.2255,30.40175,0.4705,98.625,200.945,33.615,265.6425,298.7025,384.005,35.725,211.6,-2.249,88.3985,3.17625,96.0595,-1.5265,-1.531,1.0075
