DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,FC_1_1_1,H_1_1_1,LE_1_1_1,G_2_1_1,TS_2_1_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,H2O_1_1_1,PPFD_DIF_1_1_1,T_SONIC_1_2_1,TA_1_2_1,TA_1_3_1,RH_1_2_1,RH_1_3_1,CO2_1_2_1,H2O_1_2_1,SW_IN_1_2_1,SW_OUT_1_2_1,LW_IN_1_2_1,LW_OUT_1_2_1,U_SIGMA_1_2_1,V_SIGMA_1_2_1,W_SIGMA_1_2_1,T_SONIC_SIGMA_1_2_1,T_SONIC_1_1_1,T_SONIC_SIGMA_1_1_1,PPFD_IN_1_1_2,TA_1_1_2,RH_1_1_2,WS_1_1_2,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_2_1_1,CO2_2_1_1,H2O_2_1_1,LW_BC_IN_1_1_1,LW_BC_OUT_1_1_1,PPFD_BC_IN_1_1_1,TA_2_1_1,G_2_1_2,U_SIGMA_2_1_1,V_SIGMA_2_1_1,W_SIGMA_2_1_1,T_SONIC_SIGMA_2_1_1,WS_1_2_1,WS_2_1_1
1,0.5,0.506,-1.08333,3.8225,0.595,-12.20995,-0.433421,-7.039,2.316,79.235,98.5702,406.154,0.92,-23.558,0,-0.275,0.450848,278.2245,309.86,4.067,0.322,0.2288555,-0.57178,-0.42166,83.0385,77.94115,425.2165,4.67144,-0.5291435,0.5133775,282.4765,308.984,0.982006,0.991756,0.6265155,0.096909,0.040567,0.0962261,0.01118675,-1.56456,76.6935,3.751745,0.987311,1.05845,0.675337,-0.0751653,425.216,4.954385,296.692,310.1345,-0.0930907,-0.518842,-9.05106,0.2850365,0.32448,0.1400115,0.130839,2.73435,0.5303485
1,1.5,0.5,-1.2135,3.784,0.663,-12.377,-0.544,-7.18,2.29,80.35835,98.5576,406.614,0.875,-21.0935,0,-0.2554455,0.4566625,278.058,309.075,4.067,0.3237275,0.0616479,-0.6725915,-0.494469,83.6699,79.8014,426.0715,4.68168,-0.5453985,0.5685915,282.8975,308.237,0.9355585,0.9351575,0.5835895,0.0998178,-0.183231,0.1048985,0.00565461,-1.61338,77.0947,3.735255,0.948013,0.980078,0.634107,-0.2244335,426.156,4.89141,294.835,309.982,-0.09587285,-0.618004,-9.095225,0.2956085,0.3306545,0.133754,0.13749,2.68261,0.5068875
1,2.5,0.475,-1.555,3.79,0.6082035,-12.79175,-0.499023,-7.241,2.27,80.635,98.561,406.37,0.82,-22.771,0,-0.2865,0.456674,277.685,308.123,4.07577,0.3224285,-0.301367,-0.9332805,-0.6450615,85.02435,79.6543,426.358,4.57817,-0.6331385,0.621271,283.7025,307.5265,0.90042,0.906281,0.575894,0.0969486,-0.470694,0.09536225,0.005637335,-1.806,78.0402,3.662925,0.904247,0.9110165,0.620228,-0.5624115,426.593,4.85006,293.8085,308.772,-0.1178775,-0.761187,-9.324945,0.2836655,0.321287,0.1261145,0.117166,2.654075,0.520581
1,3.5,0.456844,-1.65,3.79,0.617486,-12.173,-0.586,-7.305,2.26111,81.221,98.5806,406.57,0.74,-19.596,0,-0.28,0.416397,277.68,307.576,4.06361,0.323,-0.1387295,-1.09832,-0.8545715,84.9471,80.2579,426.257,4.62259,-0.598741,0.629979,281.7495,306.4505,0.90109,0.894885,0.553908,0.103257,-0.7330075,0.0966051,0.00352164,-1.95065,79.0135,3.546945,0.9238405,0.9455175,0.620683,-0.8910935,427.1145,4.76249,291.2905,307.1685,-0.1203005,-1.22737,-9.463215,0.2687885,0.315175,0.1296565,0.1196615,2.53776,0.5174055
1,4.5,0.473,-1.875,3.77,0.514468,-11.8155,-0.494,-7.378,2.22,82.08,98.55,406.473,0.69,-19.6,0,-0.250717,0.439,278.028,306.65,4.04,0.3215,-0.420058,-1.28871,-1.08163,84.2936,79.8789,426.454,4.71076,-0.6143525,0.6339965,278.868,304.5905,0.912855,0.916791,0.57812,0.0994239,-0.971109,0.0985503,0.00550514,-2.1668,79.8964,3.57411,0.950059,0.981388,0.625577,-0.8374675,427.531,4.83332,291.536,305.928,-0.1032185,-1.431515,-9.87166,0.2828755,0.323683,0.1279935,0.122922,2.50862,0.5020445
1,5.5,0.470377,-2.04,3.854,0.613,-11.12,-0.5295,-7.477,2.1986,82.70385,98.551,406.585,0.67,-23.24,0,-0.2773405,0.45,277.2,305.913,4.00591,0.32,-0.497464,-1.38633,-1.268245,85.7715,80.5737,426.624,4.618415,-0.619819,0.686242,278.733,304.416,0.888854,0.895003,0.584795,0.101299,-1.06788,0.103613,-0.003676915,-2.54305,79.8246,3.647215,0.888833,0.945872,0.601461,-0.942637,427.133,4.77259,293.8495,304.9405,-0.1019265,-1.572505,-9.821855,0.274842,0.3071945,0.1254345,0.134188,2.61288,0.4933625
1,6.5,0.465,-2.1755,3.812,0.565,-11.429,-0.555,-7.538,2.14531,82.92035,98.587,406.9635,0.665,-18.7785,0,-0.238,0.449007,276.35,304.9435,3.942,0.3205,-0.6691205,-1.60785,-1.50583,86.2429,80.9781,426.673,4.58026,-0.5753325,0.65423,278.955,303.944,0.8777625,0.9011755,0.563907,0.1035255,-1.21289,0.1053185,-0.003234005,-2.38065,79.3495,3.64701,0.900942,0.897955,0.609938,-1.0157215,427.0265,4.72498,292.0285,304.6855,-0.0962288,-1.757145,-9.742795,0.26068,0.2961275,0.121648,0.12593,2.58039,0.5188815
1,7.5,0.4615525,-2.41,3.77,0.542,-11.503,-0.565,-7.549,2.1115,83.895,98.587,407.1105,0.64,-19.3,0,-0.124,0.49,273.081,304.77,3.858,0.350504,-1.09601,-1.70627,-1.52773,86.4329,82.7209,426.71,4.56558,-0.5866915,0.6887755,274.699,303.369,0.8406835,0.843328,0.518865,0.106113,-1.4054,0.0981199,0.04616035,-2.45734,80.5382,3.58865,0.852496,0.859318,0.559443,-1.19423,427.493,4.70682,292.089,304.053,-0.106892,-1.93858,-9.716045,0.249218,0.284536,0.114311,0.130588,2.421885,0.498649
1,8.5,0.475,-2.42,3.831,0.647,-8.472,-0.4086605,-7.546,2.08,84.14415,98.6,406.8315,0.63,-4.33,30.7,15.49,3.18478,275.2,304.288,3.88515,25.66085,-1.44878,-1.876975,-1.81314,87.1125,83.17525,427.762,4.68458,10.98925,2.19986,278.075,302.783,0.79301,0.81141,0.506756,0.100388,-1.54403,0.1016945,23.718,-2.53993,81.577,3.632765,0.807756,0.811885,0.53219,-1.427965,428.329,4.71685,291.146,304.397,5.23565,-2.10379,-9.681525,0.2276385,0.2687455,0.116175,0.127079,2.47407,0.511731
1,9.5,0.55,-2.25,3.71,0.999685,12.225,2.071,-7.5005,2.07,82.957,98.617,407.658,0.64,53.31,166.24,87.95,14.1375,274.534,306.828,3.9955,115.149,-1.413745,-1.50678,-1.440785,86.1065,81.9612,427.848,4.78748,70.2509,9.7531,274.661,304.798,0.918434,0.92967,0.5885015,0.118198,-1.50943,0.1109945,141.309,-2.31836,81.6833,3.572915,0.90996,0.957534,0.62903,-1.49522,428.419,4.70577,292.1315,308.194,27.6512,-1.88271,-9.60645,0.285457,0.334643,0.135577,0.1578845,2.42288,0.53208
1,10.5,0.636,-1.85,3.69306,1.0855,48.465,8.164,-7.323,2.095,78.689,98.6306,407.836,0.87,133.281,359.13,181.1,28.836,274.215,310.8415,4.007,182.942,-0.733051,-1.330855,-0.9897135,81.0579,78.56755,428.071,4.84083,143.3555,18.1331,277.194,308.57,1.0441,1.04983,0.6719035,0.200121,-1.2504,0.169396,282.3935,-1.605405,79.4449,3.58499,1.056475,1.096705,0.7134085,-0.659808,428.1615,4.84959,297.837,312.267,54.65185,-1.04065,-9.067285,0.3416495,0.4119705,0.159212,0.1809725,2.55152,0.5947945
1,11.5,0.672,-0.975,3.774,1.01331,94.576,12.6426,-6.822,2.0945,73.704,98.63885,406.7955,1.16,205.76,514.985,269.5355,38.799,275.435,315.1695,3.993,232.5735,-0.154715,-0.5612245,-0.428475,76.41415,73.4819,426.716,4.62263,208.1425,28.44045,281.53,312.507,1.12497,1.15219,0.693917,0.253114,-0.785446,0.2353915,410.1005,-0.8999595,71.1357,3.75814,1.16022,1.204005,0.766705,-0.134253,427.741,4.88748,302.892,317.355,98.1162,-0.379407,-8.40269,0.39162,0.461394,0.17932,0.2422005,2.63723,0.617942
1,12.5,0.684136,-0.49,3.74,1.11076,113.692,15.507,-6.312,2.117,70.0395,98.5856,405.814,1.52,235.6,585.193,306.926,43.4965,277.1,318.301,4.0675,239.5415,0.34083,0.0464092,0.342459,73.5864,69.97125,425.143,4.695245,220.0075,29.69325,283.5895,315.5545,1.15847,1.1689,0.717567,0.269961,0.0805697,0.268403,444.7645,-0.11786645,64.4334,3.79027,1.229935,1.26133,0.788666,0.767573,426.816,4.90883,307.855,324.857,116.579,0.43874,-8.05463,0.423775,0.5003025,0.1946615,0.2910575,2.61165,0.6478435
1,13.5,0.6920795,0.035,3.88687,1.15,122.404,17.668,-5.911175,2.2,67.0933,98.5,405.735,1.69,224.7,563.9925,294.54,43.445,278.959,320.84,4.058805,239.8095,1.13569,0.515155,0.693547,69.08,65.89495,424.815,4.60618,238.077,28.14695,285.1985,318.9855,1.21586,1.18181,0.726561,0.288109,0.8744855,0.2813475,440.661,0.64053,59.611,4.09388,1.26583,1.259495,0.8141215,1.36751,426.0915,4.809265,307.601,324.39,112.703,0.938273,-7.78465,0.4497635,0.5177225,0.1982665,0.302379,2.78026,0.638965
1,14.5,0.72,0.36,3.85718,1.163,101.707,16.023,-5.769,2.28,64.80865,98.472,404.5385,1.81,168.655,478.018,235.16,36.6025,280,322.22,3.953,215.699,1.65634,0.844814,1.06353,68.8031,66.1639,424.341,4.55877,213.368,25.6123,286.917,319.6695,1.21701,1.22179,0.745753,0.282028,1.33867,0.242462,442.184,0.957765,58.2916,3.95992,1.25027,1.26178,0.825666,1.79447,425.481,4.81208,307.133,326.652,107.464,1.18377,-7.6138,0.439697,0.514471,0.200158,0.289529,2.75572,0.59928
1,15.5,0.701,0.493333,3.876,0.956,70.36835,11.607,-5.64522,2.33892,65.5365,98.47145,404.714,1.815,108.33,332.419,164.297,25.5105,280.4445,321.55,3.90625,166.52,1.851985,0.8517595,1.12443,68.222,65.98325,424.265,4.653,149.9245,19.58965,285.4305,318.9415,1.2288,1.19089,0.7232365,0.208034,1.46733,0.187955,313.242,0.9475295,57.2859,3.85811,1.26913,1.24477,0.805064,1.792045,424.8355,4.89204,304.694,324.167,63.0692,1.27554,-7.48236,0.419627,0.4988835,0.1878735,0.2220015,2.57803,0.6226025
1,16.5,0.652,0.608333,3.77674,0.6889685,35.402,5.76527,-5.729,2.36345,66.55,98.5,404.5515,1.78,30.1685,170.07,84.708,13.1,280.36,320.35,4.00515,107.1,1.75419,0.703559,1.105935,68.65125,68.3423,424.09,4.689225,74.77915,9.684195,285.6895,317.0715,1.13869,1.12426,0.674195,0.143865,1.30666,0.132445,155.2785,1.070693,59.3722,3.92523,1.1593,1.17859,0.744513,1.72345,424.7215,4.858105,303.626,320.118,35.8039,1.14158,-7.48735,0.386183,0.450982,0.1699835,0.14614,2.68303,0.5963735
1,17.5,0.567589,0.331667,3.55793,0.527,0.670245,1.161,-5.919,2.378,69.9,98.5,404.363,1.58,-16.585,33.6188,15.57,3.456655,279.6995,317.069,3.99381,27.997,1.43944,0.5243885,0.7219305,71.8466,71.05905,423.8885,4.74241,20.709,3.57663,286.1535,313.77,1.01523,1.01923,0.625214,0.0963208,1.15653,0.0791685,42.7309,0.5962055,62.2697,3.64038,1.04569,1.07447,0.695883,1.38312,424.663,4.846825,302.14,314.812,8.97009,0.625319,-7.80327,0.317313,0.38339,0.144427,0.139261,2.465515,0.525187
1,18.5,0.5,-0.07,3.48,0.3845,-9.219,-0.318,-6.104,2.359,72.723,98.52,404.946,1.38,-32.812,0,-0.1535,0.5595,279.65,314.97,3.9875,0.358336,1.27724,0.186187,0.377364,75.20045,73.0045,423.9925,4.75984,-0.2247455,0.7054795,286.6885,311.4035,0.909582,0.89177,0.563323,0.09828465,0.6171785,0.0841278,0.640847,-0.12593915,66.23745,3.51843,0.8989585,0.9362075,0.595724,0.976686,425.221,4.988705,300.325,312.351,0.1805,0.0886198,-8.47068,0.2604565,0.303578,0.126338,0.145127,2.43826,0.506358
1,19.5,0.5073995,-0.46,3.642965,0.447,-11.533,-0.233619,-6.446,2.33,74.1,98.534,405.246,1.2,-29.26,0,-0.3541595,0.54,278.103,313.34,4.007815,0.3245,1.241595,0.0728635,0.234748,77.3571,73.585,424.253,4.77033,-0.6636765,0.6913125,286.977,310.9515,0.8941165,0.8984045,0.559715,0.09819115,0.634006,0.0914851,0.0189034,-0.3199785,69.4659,3.542605,0.930618,0.946381,0.609616,0.4997455,425.385,4.97298,298.978,311.367,-0.0877538,-0.0746288,-8.93175,0.2584105,0.3118825,0.122091,0.1452525,2.43638,0.5065025
1,20.5,0.524,-0.59,3.655405,0.5755,-11.8117,-0.3035,-6.564,2.29991,75.6467,98.56,405.1265,1.085,-28.056,0,-0.321,0.5190505,278.9,312.711,4.028045,0.3235,0.916474,-0.213181,-0.0107943,79.6201,75.6757,424.563,4.58107,-0.654515,0.6087775,287.494,310.495,0.918704,0.897702,0.558136,0.0951995,0.504182,0.09255265,0.0149109,-0.294155,73.8331,3.695015,0.970851,0.978551,0.650559,0.184382,425.461,4.90103,297.278,310.92,-0.0978983,-0.281265,-9.00462,0.273806,0.315146,0.134646,0.150759,2.59599,0.52762
1,21.5,0.51,-0.866667,3.70324,0.581,-12.706,-0.312,-6.6365,2.28376,76.2633,98.5429,405.349,1.05,-25.255,0,-0.339,0.47,278.6175,311.9765,4.045595,0.3225,0.580832,-0.397454,-0.10266,79.972,76.3494,424.7005,4.66847,-0.5110655,0.56912,286.4535,309.9115,0.917799,0.9143115,0.570675,0.09998535,0.432481,0.0959215,0.01363585,-1.1679935,74.8157,3.761535,0.9571605,0.962766,0.61648,0.2706355,425.694,5.0016,297.399,310.753,-0.101602,-0.206321,-8.90729,0.261964,0.312852,0.1280115,0.142407,2.64523,0.5317565
1,22.5,0.515,-0.885,3.769,0.627,-13.58,-0.376479,-6.77,2.28661,76.7925,98.5605,405.772,1,-25.2625,0,-0.330491,0.4385,278.928,311.31,4.02835,0.323,0.521208,-0.369207,-0.0986398,80.9051,75.9512,425.0015,4.58379,-0.608622,0.6029175,283.199,310.322,0.964454,0.9902445,0.5941445,0.10073,0.16531,0.0986638,0.01466835,-1.337112,75.3484,3.700835,0.966893,1.02986,0.634843,0.161129,425.742,4.90925,298.496,310.409,-0.0852203,-0.378099,-8.83321,0.294791,0.328891,0.1356505,0.136825,2.59809,0.527065
1,23.5,0.530381,-1.03,3.77,0.662,-14.77,-0.228,-6.852,2.25751,78.07415,98.58,405.836,0.97,-27.354,0,-0.306735,0.480996,278.5,310.579,4.05777,0.323,0.434946,-0.4763365,-0.2296365,81.0774,76.2106,424.999,4.64377,-0.54276,0.6001395,283.747,310.114,0.958763,0.970021,0.611536,0.106189,0.1903765,0.0992159,0.010304645,-1.44587,76.0934,3.83661,1.01385,1.020695,0.6677805,0.06150655,426.143,4.91717,298.921,310.345,-0.0961358,-0.479536,-8.77745,0.2701815,0.3190205,0.1324445,0.133608,2.7274,0.490899
