DOY2,HR2,H,LE,FC,SC,USTAR,WS,PA,RH,CO2,H2O,NETRAD,PPFD_IN,PPFD_BC_IN,TA_1_1_1,TA_1_2_1,TA_1_3_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,NEE
1,0.25,9.12737499999999,4.0649,1.34035,0.3278,0.7905,6.20025,100.74,100,394.82625,4.647515,3.04730000000002,0,6.7111,-5.80000000000001,-6.33455,-6.5582,-1.0574,-0.464,0.423,0.706424999999999,5.341,-6.326375,-1.366,-1.8056,-0.019,1.164,0.954002749999999
1,0.75,8.76385,7.18887499999998,1.21265,0.3398,0.798399999999999,6.2905,100.731,100,396.2675,4.486,3.99950000000001,0,6.78534999999999,-5.80510000000001,-6.4366,-6.6615,-1.0574,-0.464,0.423,0.706424999999999,5.341,-6.3753,-1.366,-1.778,-0.019,1.164,1.1153
1,1.25,7.94927500000001,7.25717499999998,1.21245,0.3606,0.76202,6.219,100.731,100,396.6715,4.516905,4.75325,0,6.5363,-6.01239999999999,-6.441725,-6.79114999999999,-1.0574,-0.464,0.423,0.705349999999999,5.302,-6.3753,-1.366,-1.80675,-0.019,1.164,1.0294025
1,1.75,9.71887499999998,5.359375,1.3703,0.39,0.753946,5.966,100.6855,100,395.391,4.579715,3.97114999999999,0,6.8697,-6.13725000000001,-6.489875,-6.81007500000003,-1.037125,-0.464,0.423,0.7075,5.303,-6.3676,-1.366,-1.778,-0.019,1.164,1.1303175
1,2.25,10.4416,3.72899999999999,1.2744,0.3797,0.74961075,5.805,100.69325,100,396.407,4.5306475,4.03899999999997,0,6.884,-6.28,-6.537,-6.88975,-1.032575,-0.464,0.423,0.708574999999999,5.304,-6.3676,-1.366,-1.8033,-0.019,1.164,1.1153
1,2.75,9.408,4.45179999999999,1.656,0.3813,0.842115,6.447,100.67,100,395.2595,4.52859,3.809,0,6.79584999999999,-6.42760000000001,-6.689425,-6.78162500000001,-1.032575,-0.464,0.423,0.709650000000001,5.304,-6.3676,-1.366,-1.80215,-0.019,1.164,1.1153
1,3.25,9.8204,4.6965,1.2458,0.36335,0.7892625,6.807,100.661,100,395.6925,4.53685,4.75,0,6.6708,-6.27490000000001,-6.689425,-6.571875,-1.0303,-0.464,0.423,0.709650000000001,5.305,-6.3599,-1.366,-1.8286,-0.019,1.164,1.19584
1,3.75,9.903,3.593275,1.40799999999999,0.297575,0.799,6.3575,100.62325,100,395.732,4.777325,4.905875,0,6.9255,-6.11560000000001,-6.796,-6.7557,-1.0303,-0.464,0.423,0.709650000000001,5.305,-6.389225,-1.366,-1.8286,-0.019,1.164,1.1776675
1,4.25,10.996325,5.11802499999999,1.4127,0.2578,0.78816,5.961,100.64875,100,395.67125,4.7248175,4.06444999999998,0,6.636,-5.7569,-6.9936,-6.848,-1.028025,-0.464,0.423,0.710724999999999,5.306,-6.414,-1.366,-1.8286,-0.019,1.164,1.1087675
1,4.75,10.668,5.87831,1.5395,0.442925,0.802952,6.126,100.64325,100,394.84375,4.86550249999999,4.76785,0,6.9476,-6.28242500000001,-6.824675,-6.8753,-1.028025,-0.464,0.423,0.711799999999999,5.301,-6.414,-1.366,-1.8263,-0.019,1.164,1.055435
1,5.25,13.6582,6.219475,1.15683,0.39715,0.824399999999999,6.018,100.65,100,395.894,4.91795,4.63189999999997,0,7.075,-6.24954999999999,-6.91839999999999,-6.9624,-1.048,-0.464,0.423,0.710724999999999,5.301,-6.414,-1.328875,-1.8286,-0.019,1.164,0.970314499999999
1,5.75,14.211875,5.023,1.4562,0.32,0.82255,6.88925,100.6755,100,395.474,4.8488075,4.11799999999999,0,7.15,-6.42470000000002,-7.00930000000002,-6.79080000000001,-1.048,-0.464,0.423,0.712875,5.301,-6.414,-1.326625,-1.824,-0.019,1.164,1.0633075
1,6.25,13.222,6.09378999999999,1.610275,0.296775,0.831375,6.7005,100.631,100,396.06625,4.8285,5.37269999999999,0,6.6434,-6.42862500000001,-7.0482,-7.109,-1.048,-0.464,0.405399999999999,0.711799999999999,5.301,-6.4752,-1.32775,-1.8263,-0.019,1.164,1.1153025
1,6.75,13.3368,5.5632,1.76675,0.3399,0.87945,6.71299999999999,100.59325,100,395.80625,4.91694999999999,5.47799999999997,0,7.166,-6.38435000000001,-6.968975,-7.302925,-1.048,-0.464,0.423,0.711799999999999,5.301,-6.4752,-1.321,-1.80445,-0.019,1.164,1.41743
1,7.25,11.745,8.54960000000002,1.3404,0.320825,0.802155,6.37225,100.56325,100,396.751,4.97866249999999,6.634825,0,6.7988,-5.99970000000001,-6.8376,-7.3268,-1.015375,-0.464,0.423,0.6695,5.306,-6.5064,-1.321,-1.9625,-0.019,1.164,1.1118875
1,7.75,12.28775,11.48905,1.153175,0.27615,0.8788,6.44974999999999,100.57775,100,395.744,4.7970675,6.61,0,6.794,-6.082625,-6.9325,-7.193875,-1.015375,-0.464,0.423,0.642,5.341,-6.537,-1.321,-1.982025,-0.019,1.164,1.0619275
1,8.25,13.18595,3.5862,1.4198,0.340599999999999,0.78046875,6.49925,100.57975,100,397.4865,4.8083575,7.21159999999998,0.880875,6.67319999999999,-6.082625,-6.7895,-7.460875,-1.015375,-0.464,0.423,0.642,5.341,-6.537,-1.321,-1.982025,-0.019,1.164,1.11656
1,8.75,13.1208,10.093825,1.7216,0.332775,0.8542,6.5215,100.59325,100,397.3045,4.87479999999999,9.5,24.07,6.8804,-6.025,-6.9455,-7.318875,-1.015375,-0.464,0.407599999999999,0.642,5.306,-6.537,-1.321,-2.006175,-0.019,1.164,1.5641875
1,9.25,18.5371,5.2946,1.3723,0.438,0.8391,6.37625,100.59325,100,396.441,4.866085,29.3893,90.13445,7.438,-6.03040000000001,-7.08545,-7.30830000000001,-1.015375,-0.464,0.423,0.642,5.341,-6.5064,-1.321,-2.00385,-0.019,1.164,1.149
1,9.75,19.7166,10.6444,1.12195,0.58375,0.8544805,6.22625,100.60775,100,396.971,4.93708749999999,67.673925,180.211175,7.438,-6.005,-6.8482,-7.0171,-1.012,-0.464,0.423,0.642,5.309,-6.486,-1.321,-2.00385,-0.019,1.164,1.09151
1,10.25,37.133775,7.3578,1.886475,0.410175,0.916973,6.62575,100.631,100,396.46375,4.91711499999999,109.671775,291.676,7.548,-5.87080000000001,-6.434,-6.952,-1.00975,-0.464,0.423,0.642,5.301,-6.397025,-1.3615,-1.992225,-0.019,1.164,1.4231875
