DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,-0.401521153174161,-0.951992288348668,0.145575276929898,-2.64713485243246,-3.98490577514463,0.0632451260891486,-37.641136064598,-16.7334021872678,0.184707164295829,414.054722391281,0.61381127983517,417.969260985111,0.965861553617352,414.077156268501,417.508226667646,0.952086825589061,414.088071002063,417.606020296629,0.969414991713859,415.265202250546,418.273306165539,0.963159802863131,417.965751658606,0.925572931975522,413.800184226131,420.944714574284,0.934026013159843,414.953310545051,0.889929328089732,-23.4691083569716,0.0198321334939568,0.49925,0.3485,0.1685,0.12,0.09,-23.9326075,-24.63035,-23.2951975,-23.4076675,-25.02025,-26.3771,-29.30309,94.5095355,64.3755,0.17979,-24.2395,-22.69375,-24.66075,-21.13975,-24.5375,0.395,-4.2895,1.8,-0.91275,144.42,208.6075,189.8725,212.87,-0.21,-0.33075,-0.1305,-0.31,-0.12,-0.24,-0.18,-0.11025,-0.08,-0.34,-0.822525,-0.55305,0.496825,0.99265,1.7539,2.029,2.69395,3.1726,4.589825,-2.13375,-1.56735,0.757925,1.456,1.7852,2.619875,2.86195,4.15025,-0.967,-0.1652,0.38395,1.11855,1.5436,1.731325,2.8796,2.63655,4.39055,-0.058125,0.032475,0.6049,0.92695,1.27885,1.85695,2.4135,3.2254,4.4204,-1.892625,-1.0342,-0.3691,0.411825,1.040625,1.542925,2.38145,2.762675,3.727975,-7.7111,-8.2008,-6.91045,-83.3705
1,0.75,0.102585154587649,-0.508201447692189,0.13377614356848,-1.64887678273626,-5.18134251709063,0.0562908901871482,-35.6056073331096,-8.87058428826413,0.161279108940723,413.980240422057,0.61279255894431,417.733588060189,0.731433983117814,414.007394852354,417.68862087409,0.686875553462161,414.001050731893,417.901141371817,0.722830398369649,414.335796796748,417.834739350835,0.913152522336295,417.748048753218,0.682543595748082,418.181435447565,419.494316557319,0.632532550822715,414.362789862656,0.934261248711278,-23.6321757804155,0.0170216433747123,0.5985,0.35,0.157,0.13925,0.0845,-24.0530625,-24.939125,-23.5683475,-23.6632025,-25.15931,-26.407775,-25.4432975,94.478142,65.1095,0.173575,-24.3435,-22.79575,-24.7635,-20.1365,-24.59675,0.395,-4.1665,1.795,-1.00025,143.7325,208.005,189.5625,212.46,-0.21,-0.33,-0.15,-0.31025,-0.12,-0.24,-0.18,-0.12,-0.08,-0.34,-0.83175,-0.558175,0.493875,0.99165,1.7529,2.028225,2.692975,3.17165,4.588825,-2.17895,-1.59685,0.7579,1.456975,1.786075,2.618875,2.86095,4.15025,-0.97305,-0.175225,0.38205,1.11755,1.5426,1.7313,2.8786,2.63555,4.390525,-0.066125,0.033375,0.60385,0.925975,1.2789,1.85695,2.413475,3.2244,4.419925,-1.900775,-1.048125,-0.37805,0.409875,1.0406,1.5429,2.380525,2.762675,3.7279,-7.46785,-8.2998,-7.6097,-84.68
1,1.25,0.067691918760707,-0.537296088728436,-0.274304044091407,-2.04202489309497,-4.09239660715079,0.0526418795921755,-38.9094601845392,-7.5521433085487,0.17662135022089,412.685026017996,0.625403127276076,417.694178206927,0.717610850803869,414.144056798113,417.559890531157,0.686579231300878,415.279420213836,417.842630596304,0.72023539495467,415.005175173174,417.593484834825,0.695185858600701,417.898630277188,0.654149823906029,414.06594439474,420.16294227718,0.598125041228524,415.036674664577,0.793367106672687,-23.7621497197629,0.0154290208603484,0.46325,0.318,0.15,0.13,0.09,-24.0196525,-24.95505,-23.753635,-23.8950675,-25.29548,-26.6934,-25.56112,94.47893975,65.0665,0.1704,-24.3575,-22.868,-25.05025,-20.252,-24.66825,0.3,-4.204,1.895,-0.9905,143.785,207.4,189.55,211.8575,-0.21,-0.33,-0.14,-0.31,-0.12025,-0.24,-0.18,-0.12,-0.08,-0.34,-0.84195,-0.565325,0.4919,0.99065,1.752875,2.027775,2.69295,3.17145,4.58785,-2.2493,-1.6253,0.75785,1.455975,1.785075,2.618875,2.860925,4.14925,-0.97715,-0.18735,0.37915,1.1151,1.542575,1.730325,2.8786,2.635275,4.389525,-0.079025,0.03235,0.6028,0.925,1.277925,1.856475,2.4125,3.222425,4.4194,-1.9074,-1.055425,-0.3832,0.4089,1.040575,1.541925,2.379525,2.761675,3.7269,-7.4862,-8.037,-6.8875,-81.0745
1,1.75,0.0721739701122292,-0.445897255320701,0.277832421700953,-3.25596826279167,-2.74057886891865,0.0617572194246823,-45.6134449778665,-10.4579266506474,0.156674743513355,407.974519468063,0.612857186711737,417.589108585599,0.696721701154917,414.25871104674,417.598997892481,0.656765499282191,413.869330336811,417.682616371443,0.695974733114297,414.483543435719,417.69472183072,0.675927277072268,418.398393384876,0.650469698180593,417.064649058502,419.698363091514,0.622599956605851,416.49824879935,0.605174033590686,-24.1325162867077,0.0200016699556104,0.41625,0.2995,0.167,0.11975,0.0845,-24.31383,-25.13125,-24.1220325,-24.1923925,-25.38797,-26.92226,-25.88913,94.46535175,65.6095,0.17755,-24.4655,-23.06525,-24.987,-20.3895,-24.8,0.395,-4.2675,1.795,-1.01125,142.125,206.705,195.095,211.4575,-0.21,-0.33,-0.14,-0.31025,-0.13,-0.24,-0.18,-0.12,-0.08,-0.34,-0.853125,-0.571575,0.48895,0.988675,1.75075,2.027,2.69195,3.1697,4.587825,-2.3173,-1.648675,0.76065,1.45395,1.7841,2.617875,2.85995,4.148275,-0.981075,-0.19835,0.37725,1.1118,1.541575,1.729325,2.878075,2.63455,4.38855,-0.080175,0.026475,0.6008,0.924975,1.27795,1.856475,2.412475,3.221425,4.4194,-1.915975,-1.0637,-0.3893,0.40695,1.039575,1.5419,2.3787,2.760675,3.7259,-7.6269,-8.0935,-6.864,-80.075
1,2.25,0.132173767207744,-0.77624112603429,-0.255690311634035,-2.62647449246159,-3.01667239676762,0.0463753946388287,-34.1821421512253,-13.469029737888,0.188846056103021,407.005689114881,0.595952827127605,417.707002236539,0.680266028502899,414.086018930078,417.7786846566,0.640958564248354,414.187426545455,417.857462864881,0.677348441348384,415.11062559652,418.099395977666,0.656029169266764,418.191733198298,0.627259077984837,413.862207806278,419.72147075677,0.604492900833357,414.989879770533,0.68196911918193,-24.5432071104592,0.0179867898692222,0.47025,0.3295,0.17,0.11975,0.0845,-24.728845,-25.31555,-24.3258325,-24.52831,-25.77781,-27.2302225,-26.21123,94.46692525,65.483,0.177,-24.7975,-23.17575,-24.96325,-21.1525,-25.08725,0.3,-4.137,1.8,-0.98225,150.185,205.33,196.15,210.6625,-0.21,-0.33,-0.13,-0.32,-0.12025,-0.2405,-0.18,-0.12,-0.08,-0.34,-0.86425,-0.579825,0.486,0.987675,1.74975,2.026,2.69095,3.170575,4.586825,-2.375275,-1.6692,0.7606,1.45295,1.7831,2.616875,2.859925,4.14825,-0.984075,-0.209525,0.37245,1.1108,1.54115,1.7293,2.878075,2.63355,4.388525,-0.0784,0.0196,0.5998,0.92495,1.2809,1.8555,2.4115,3.2214,4.4184,-1.923875,-1.073925,-0.39585,0.403975,1.039575,1.5409,2.3777,2.75975,3.7259,-7.5541,-7.9638,-7.561,-77.275
1,2.75,0.0456866773532654,-0.363878005420217,-0.112091576125777,-2.12918773759191,-3.59592612261519,0.050040879304141,-35.5210505957512,-9.35553739529915,0.150212340166645,407.387250611424,0.564178314996755,417.962656614509,0.64654954055089,413.679360020047,417.905123903729,0.61540280475296,413.39409690745,417.978626527624,0.639005708834066,414.663813362738,418.077295351212,0.638589782766711,419.138916181933,0.614041992160521,416.719454165168,419.266214452717,0.590691976459191,416.223046737552,0.653313895670632,-24.8343699069395,0.0202409937580407,0.28,0.2585,0.177,0.11,0.08,-25.038875,-25.4004,-24.61399,-24.890195,-25.98122,-27.500075,-26.36764,94.468974,66.7505,0.166995,-25.2385,-23.5705,-24.86925,-20.942,-25.6325,0.4,-4.47125,1.895,-0.9905,150.4525,204.1375,195.35,209.595,-0.21,-0.33,-0.14,-0.31025,-0.12,-0.24,-0.18,-0.12,-0.08025,-0.34,-0.87585,-0.5871,0.48305,0.986675,1.74875,2.025,2.69095,3.169575,4.586825,-2.421975,-1.66885,0.7592,1.452,1.781225,2.615875,2.858925,4.147275,-0.988025,-0.22035,0.36955,1.108875,1.5401,1.728325,2.8776,2.63255,4.387525,-0.077575,0.013725,0.598825,0.9249,1.2809,1.855475,2.411475,3.21985,4.417925,-1.932825,-1.083075,-0.4021,0.4039,1.03955,1.5409,2.3767,2.759675,3.7249,-7.634,-8.3415,-7.65715,-75.81275
1,3.25,0.089772000694798,-0.535393085478883,0.00751729528257081,-1.63186508410979,-3.60963671377722,0.0571327696234575,-34.1776597902323,-19.2779108302007,0.193036065355204,407.930136270255,0.559973938078004,417.958628332027,0.629272296264141,413.899312101971,417.703086564033,0.602736000378949,414.505729096658,417.927833720666,0.631589404310082,415.186668317541,418.026499981368,0.63083287958424,418.967103586355,0.626419662985866,413.909261506992,419.562925281741,0.608510853226586,414.087586576324,0.537264616774128,-25.0134090062192,0.0230259456085356,0.347,0.319,0.1885,0.12975,0.09,-25.192925,-25.6301,-25.141465,-25.357935,-26.17315,-27.63501,-26.69452,94.464523,66.67225,0.170475,-25.7965,-23.88825,-24.939,-21.3545,-25.8115,0.2,-4.1385,1.795,-0.981,151.2675,201.7575,194.5575,208.7925,-0.21,-0.33,-0.1305,-0.32,-0.13,-0.24,-0.18,-0.12,-0.09,-0.34,-0.88785,-0.5969,0.479125,0.984725,1.748875,2.024,2.68995,3.169625,4.585825,-2.461,-1.72405,0.7582,1.452,1.780225,2.61565,2.8589,4.14725,-0.992025,-0.2323,0.368825,1.1093,1.53965,1.7283,2.8776,2.633275,4.386525,-0.077725,0.0088,0.59775,0.92485,1.2848,1.85495,2.4105,3.2189,4.4174,-1.942625,-1.092625,-0.40805,0.4028,1.03855,1.5399,2.376525,2.75875,3.724825,-7.369,-8.1054,-6.888575,-78.7845
1,3.75,0.0318963595965063,-0.544773013998082,0.134342390456232,-2.28993177140965,-3.10128343741518,0.0477210441420175,-37.1767038309363,-9.81038284819516,0.166674596843321,408.707123630986,0.565756696942213,418.038265419461,0.63016911484934,413.52601276051,417.999417899223,0.584216042307878,413.077313523687,418.083523399598,0.604837720939345,414.690576916147,418.154018798795,0.591137832120318,419.231066557077,0.572238248669219,416.80277970943,420.035415861803,0.555657743486118,415.624518862044,0.771596975087387,-25.1746057032849,0.015897881811625,0.367,0.259,0.1685,0.14,0.0845,-25.40298,-26.54385,-25.65035,-25.7380775,-26.81089,-28.07319,-27.10982,94.420812,66.922,0.1692125,-26.2035,-24.3295,-24.75725,-21.702,-26.3135,0.3,-4.09625,1.885,-0.9505,150.74,200.655,188.6175,209.165,-0.21,-0.33,-0.14,-0.31,-0.12,-0.24,-0.18775,-0.12,-0.08025,-0.34,-0.9,-0.607575,0.476175,0.98245,1.74885,2.023,2.689925,3.168575,4.584825,-2.504025,-1.74885,0.7581,1.451,1.7793,2.614875,2.857925,4.14625,-0.996125,-0.24315,0.36475,1.106025,1.5382,1.727325,2.8766,2.632275,4.386525,-0.078875,0.003875,0.5967,0.924925,1.290625,1.85395,2.4105,3.2198,4.416925,-1.961925,-1.10215,-0.413275,0.4007,1.038525,1.539875,2.376525,2.758675,3.7239,-7.59355,-8.02775,-6.8541,-75.1575
1,4.25,0.0590489639425234,-0.462633717625743,0.156529940674346,-3.08410003502802,-2.84049191371171,0.0529444202879696,-35.9200621338564,-5.68387038849321,0.196469304456017,409.375319450537,0.555104730263328,419.169301453235,0.614043282596863,414.175995192382,419.047906454171,0.575293400022128,414.752803195223,419.27259546974,0.596457866857334,416.256485958333,419.246007835827,0.584799819171129,419.428321421111,0.570117652979398,413.562240722003,420.581805991411,0.564294816391641,414.049974273585,0.736489697651153,-25.5029860908207,0.0227010268074623,0.517,0.3185,0.1755,0.12975,0.09,-25.6682575,-26.792175,-25.85427,-26.0430575,-26.84656,-28.30665,-27.27816,94.3724865,66.736,0.1621925,-26.6525,-24.56925,-24.79675,-21.9085,-26.3145,0.3,-4.1595,1.9,-0.972,163.11,199.7975,188.37,209.085,-0.21,-0.33,-0.16,-0.31025,-0.13,-0.24,-0.19,-0.12,-0.08,-0.34,-0.9125,-0.61725,0.47325,0.98145,1.74785,2.022225,2.688925,3.16835,4.5848,-2.55085,-1.770575,0.758175,1.451,1.7801,2.613875,2.8579,4.145275,-0.99605,-0.25415,0.36,1.1041,1.5381,1.7273,2.8766,2.6313,4.385525,-0.080025,0.000875,0.59485,0.9249,1.290625,1.8539,2.410475,3.2204,4.4164,-1.98065,-1.1003,-0.419,0.3996,1.038525,1.539875,2.375525,2.757675,3.723825,-7.5154,-8.3705,-7.653,-71.178
1,4.75,0.0485870245586157,-0.476228306782973,-0.0714494275675441,-1.1974936461753,-3.19749551270472,0.0560389791792172,-41.192982102364,-12.4409473496461,0.133097685125566,409.838977344417,0.545644701977796,418.198723320323,0.612686461950483,413.806324889885,418.302181927168,0.574654357442702,413.695387561756,418.389881234399,0.594112645217428,414.696283988089,418.789972332571,0.588492203313373,419.139718555414,0.572173545397143,416.677825849169,419.815237930843,0.573168734407075,415.493308124472,0.658021219554777,-25.5892545367524,0.0219587906289558,0.42925,0.349,0.2055,0.12975,0.0845,-25.75315,-27.006125,-25.866345,-25.93198,-26.94713,-28.49485,-27.30832,94.41909825,67.7335,0.15404,-26.6925,-24.6205,-24.612,-22.1015,-26.24875,0.395,-4.00125,1.9,-0.96025,163.7975,198.95,193.6125,209.8825,-0.21,-0.33075,-0.1405,-0.32,-0.13,-0.2405,-0.18775,-0.12,-0.08,-0.34025,-0.925575,-0.62505,0.4703,0.9795,1.746875,2.022,2.6889,3.167525,4.583825,-2.5847,-1.79285,0.7577,1.45,1.780075,2.61365,2.8569,4.144275,-0.99225,-0.26515,0.3571,1.1019,1.5371,1.7263,2.876125,2.631275,4.3855,-0.080175,-0.00215,0.594,0.92585,1.290625,1.853475,2.4095,3.220375,4.415925,-1.99985,-1.092775,-0.415275,0.39755,1.0385,1.53985,2.374525,2.75675,3.7229,-7.73755,-8.086,-6.867025,-63.27875
