DOY2,HR2,FC,SC,LE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.775435456617433,-0.00741946919558034,0.596567739793842,0.141886183842982,-17.3573341296478,-1.73846790123732,0.4496408587158,428.901301881725,4.44541170800556,424.052170018039,4.02980711419921,429.653300448387,425.83885135853,4.04126144685294,431.785238227758,426.543075507357,4.28445552803991,432.210669527508,429.856278340007,4.21583957405534,436.222680169048,1.07916972142905,0.287366777437541,0.278681339545367,0.33,0.19,0.2,0.33865,-0.1195,-2.09275,-1.021,-1.454,99.802175,67.35,1.5617,1.065,1.925,0.17,1.7,-2,2.85,0.715,268.05,316,283,310.65,-0.105,0.16,0.005,0.185,-0.02,0.005,0.05,0.12,0.597,0.471,1.2215,1.7205,2.2145,3.24,6.2095,7.867,9.453,0.796,0.7185,1.2585,1.6895,2.036,3.5765,5.416,7.0925,8.8935,0.787,1.516,2.606,3.5,4.649,4.293,6.0825,7.5095,8.6365,0.8715,0.965,2.038,3.116,3.1675,1.88,6.25,6.8085,8.3585,1.094,1.7805,2.1735,2.925,3.4435,4.993,6.8515,7.844,9.7555,-6.8305,-8.897,-7.889,-44.69
1,0.75,0.579195763356278,0.0635192689836708,-0.181506857798609,0.115425061907362,-9.35764012679062,-1.34867144804069,0.420156228812155,429.577818315826,4.40764993229279,424.478758231251,3.95932211960326,429.689118228935,425.971847444157,3.98273884132561,431.241396034292,428.298081567622,4.21955725683851,433.449936025541,430.453300427951,4.27508954037071,438.929185009901,1.1725359597137,0.326710683947795,0.257864895941649,0.34,0.2,0.195,0.1388,-0.2565,-2.2065,-1.138,-1.36725,99.762645,67.03,1.6433,0.935,2.145,0.42,1.6,-1.61,2.65,0.615,271.5,315.15,283.7,309.7,-0.105,0.165,0,0.185,-0.03,0,0.04,0.135,0.6335,0.5155,1.197,1.722,2.207,3.2335,6.207,7.865,9.4525,0.744,0.6325,1.1775,1.6765,2.0285,3.5775,5.4155,7.09,8.8925,0.805,1.472,2.594,3.487,4.642,4.287,6.088,7.507,8.6375,0.8275,0.986,2.0295,3.097,3.1505,1.8805,6.24,6.8025,8.3565,1.0965,1.785,2.1685,2.9435,3.44,4.9915,6.8495,7.8415,9.754,-7.174,-9.5035,-7.657,-34.815
1,1.25,0.811797759988435,-0.0593086907081252,-0.100540715829162,0.122752787986066,-10.5214700400241,-1.38201925193882,0.464304503669293,430.231500228285,4.49345113999861,425.065619931286,3.85256430907681,429.945406183621,427.037214675426,3.86488758189171,431.104246342105,427.57345040642,4.04918025313414,433.013139613333,430.16180767749,4.0541225266765,435.063657677007,1.02923349756511,-0.130826145363585,0.239425092969371,0.31,0.19,0.21,-0.1448,-0.418,-2.4051,-1.0721,-1.4925,99.74923,68.96,1.6233,0.985,2.245,0.255,1.55,-1.77,2.7,0.72,272.3,314.75,284.9,310.5,-0.105,0.17,0,0.195,-0.02,0,0.04,0.145,0.6665,0.6535,1.2195,1.729,2.198,3.227,6.2035,7.863,9.4525,0.74,0.6295,1.134,1.675,2.0205,3.5785,5.416,7.0875,8.892,0.852,1.43,2.581,3.479,4.636,4.282,6.086,7.5045,8.6335,0.7525,0.9345,1.988,3.0745,3.1085,1.8805,6.24,6.803,8.3555,1.108,1.7495,2.166,2.9425,3.4415,4.9905,6.8475,7.8385,9.7535,-6.633,-8.878,-6.9285,-37.75
1,1.75,0.669540255906722,0.0269765022732169,1.26671967734472,0.122036530361557,-5.9082034198728,-1.79005629558687,0.429672173572884,430.656296783704,4.59964783742045,424.710422096087,3.88543021158528,430.026231721154,425.910527412564,3.7891225434563,432.135809794771,427.578626074089,4.11061204885915,434.581207424212,430.891470338007,4.10408337697544,437.787229520833,1.02774693806465,0.116882676722696,0.291387799011688,0.3,0.19,0.215,-0.08645,-0.4965,-2.43645,-1.1141,-1.45555,99.768365,71.485,1.55425,1.13,2.155,0.35,1.55,-1.65,2.75,0.755,277.05,315.3,289.2,311.25,-0.115,0.17,0.005,0.19,-0.02,-0.045,0.045,0.13,0.6335,0.652,1.26,1.735,2.191,3.2215,6.2005,7.8615,9.4515,0.7375,0.656,1.1425,1.678,2.013,3.58,5.4155,7.0845,8.8905,0.909,1.42,2.565,3.472,4.629,4.277,6.073,7.502,8.6345,0.693,0.9085,1.9535,3.0585,3.1005,1.8805,6.2435,6.8045,8.3535,1.1005,1.7435,2.165,2.9295,3.446,4.9895,6.8455,7.836,9.752,-7.5655,-9.836,-7.261,-32.83
1,2.25,0.703582301576331,0.0417758317087595,0.400136133074536,0.10434201895226,-8.13672351378083,-1.0482956315874,0.403629885964896,431.590958210988,4.34266318198143,426.31905799967,4.017333989719,430.117539735205,427.918180504579,4.00712636856973,432.249532130177,430.690224123155,4.26094778160098,433.845424157601,433.02381130976,4.27038884057569,437.36099984883,0.961476022510045,-0.256564745508086,0.283601003860311,0.31,0.2,0.21,-0.22695,-0.4925,-3.12295,-1.2224,-1.39975,99.760805,73.81,1.4136,1.015,2.005,0.335,1.6,-1.57,3,0.705,275.3,314.4,286.5,310.5,-0.115,0.16,-0.015,0.185,-0.025,-0.04,0.05,0.145,0.592,0.586,1.2,1.748,2.187,3.216,6.198,7.8595,9.4515,0.7395,0.6065,1.152,1.6765,2.0035,3.579,5.4155,7.068,8.8895,0.878,1.518,2.543,3.466,4.623,4.272,6.07,7.476,8.6295,0.6805,0.9175,1.9575,3.0505,3.154,1.88,6.244,6.8025,8.352,1.113,1.748,2.1675,2.918,3.4445,4.989,6.8435,7.8325,9.751,-6.271,-9.56,-7.501,-34.69
1,2.75,0.845819654153668,0.106387329833948,-0.189271908482672,0.10512872248637,-6.01161938456628,-1.25031105404161,0.408392159251071,431.963546619226,4.3976523168697,426.378743991568,4.1549678991344,430.734032334395,429.906634719531,4.10203386702345,433.038301018405,431.762975447661,4.26331520454301,434.970539207237,434.218846502272,4.36253804926442,436.810744412825,0.937613863299536,-0.479378773701342,0.291351900206776,0.285,0.2,0.22,-0.50955,-0.8075,-3.39835,-1.0413,-1.8372,99.75243,74.675,1.3455,1.155,2.075,0.56,1.4,-1.54,2.55,0.605,278.8,313.55,290,309.85,-0.115,0.145,0,0.18,-0.03,0,0.04,0.135,0.596,0.5805,1.2295,1.736,2.182,3.2105,6.195,7.858,9.451,0.743,0.6075,1.16,1.666,1.9975,3.578,5.4155,7.064,8.889,0.891,1.527,2.592,3.459,4.615,4.267,6.0665,7.473,8.631,0.6975,0.901,1.9555,3.0235,3.148,1.8795,6.2435,6.7975,8.35,1.0465,1.726,2.1675,2.892,3.4375,4.99,6.8425,7.8295,9.7505,-6.201,-9.489,-7.21,-32.14
1,3.25,0.893349387925456,-0.00875263636567873,0.54572189521517,0.121471412243792,-11.9022620354361,-1.43378871879095,0.458951311657732,431.578652834706,4.40360545068251,426.213046169948,4.04683747062497,430.329439678808,428.510805667345,4.00531536236912,433.715579521173,431.836620138132,4.23010149919849,434.834283451954,431.446987994091,4.28750566603119,436.561011721387,0.965276910730107,-0.244259726663614,0.329096719473965,0.315,0.2,0.22,-0.3894,-0.7325,-3.6238,-1.1005,-1.6411,99.74399,75.1,1.4071,1.075,1.885,-0.18,1.55,-1.45,2.6,0.615,277.55,313.6,289.2,309.8,-0.105,0.14,0,0.19,-0.03,-0.045,0.04,0.145,0.6915,0.58,1.193,1.695,2.1765,3.2055,6.1925,7.8565,9.4505,0.7585,0.586,1.176,1.6525,1.995,3.5775,5.415,7.061,8.8875,0.839,1.451,2.645,3.451,4.608,4.262,6.063,7.47,8.6275,0.7005,0.8655,1.9425,2.992,3.137,1.879,6.2445,6.798,8.3485,1.0865,1.7765,2.1675,2.865,3.427,4.9915,6.8405,7.828,9.7495,-6.969,-9.819,-7.927,-31.44
1,3.75,0.764066591985203,0.0894301759676963,0.498503801923668,0.102495405402223,-7.75923332002966,-2.20617519801967,0.432373953247631,430.609340773382,4.57901642364791,426.297182487179,3.90524596592953,432.004946967213,431.7076111901,3.78235194269905,433.988903942308,434.475085005283,4.31929537092325,434.762021444804,431.595940567489,4.13115982759401,436.647368158506,0.976303120914273,-0.0152000109482629,0.309176783803452,0.315,0.215,0.23,-0.1147,-0.6075,-3.56375,-1.3285,-1.7041,99.712095,74.84,1.3539,0.83,2.165,0.08,1.5,-1.55,2.8,0.71,279.2,313.35,291.35,309.15,-0.12,0.125,-0.005,0.19,-0.03,-0.04,0.04,0.145,0.7165,0.5405,1.1645,1.6585,2.165,3.2005,6.1895,7.854,9.4505,0.68,0.572,1.152,1.6415,1.991,3.5775,5.4155,7.0745,8.887,0.789,1.473,2.643,3.443,4.601,4.258,6.0595,7.4925,8.627,0.699,0.876,1.917,2.9645,3.0675,1.88,6.2475,6.8,8.347,1.0175,1.7995,2.14,2.8455,3.417,4.9925,6.826,7.825,9.7485,-7.0935,-10.0095,-8.067,-29.91
1,4.25,1.09280533750694,0.0850913594451364,0.31551809526639,0.108211396050884,-10.3138027489702,-0.284874592416338,0.392136833358152,428.693550935195,4.37208808465908,425.546800444099,3.80120886757352,432.181547215999,427.26701254132,3.81025521109556,432.684186306744,430.360416758927,4.08382442158373,434.96448883,434.222294867413,4.06372931541675,436.98728026,1.03573442600224,-0.24587227065291,0.258695496812273,0.32,0.2,0.23,-0.322,-0.7545,-3.7976,-1.8246,-2.0096,99.68361,75.18,1.3981,0.755,2.35,0.41,1.45,-1.37,2.55,0.675,280.3,313,290.55,309.2,-0.115,0.125,-0.005,0.195,-0.025,-0.045,0.04,0.145,0.624,0.4755,1.111,1.6245,2.157,3.195,6.187,7.8515,9.45,0.6385,0.504,1.149,1.63,1.988,3.577,5.402,7.072,8.875,0.717,1.3715,2.5585,3.435,4.577,4.2455,6.0555,7.4895,8.6235,0.623,0.8835,1.912,2.934,3.082,1.881,6.246,6.7965,8.349,1.068,1.8,2.1025,2.827,3.412,4.9915,6.824,7.822,9.747,-6.404,-9.5075,-7.525,-28.05
1,4.75,0.698377347070345,-0.0601019240038054,-0.168088666623407,0.110984680924973,-9.9479151353526,-1.00207064102774,0.435596759785998,429.404245328886,4.2743965363215,424.252680319858,3.86430747625334,431.059758650548,426.844630433582,3.84076893579417,432.876015762376,428.745590161173,4.22455438915678,432.739575486915,429.006354655696,4.04903879449036,436.400641276316,0.986430236514153,-0.691163891517931,0.26903273959234,0.31,0.185,0.22,-0.446,-0.899,-4.505,-1.4169,-1.69375,99.705835,75.13,1.3135,1.105,2.15,0.275,1.5,-1.55,2.8,0.615,278.95,312.9,292.5,309.95,-0.11,0.12,0.005,0.195,-0.03,-0.045,0.04,0.135,0.509,0.383,1.0615,1.5975,2.153,3.189,6.184,7.849,9.4495,0.655,0.501,1.1325,1.611,1.9835,3.577,5.403,7.069,8.8855,0.712,1.2795,2.553,3.4285,4.5625,4.241,6.052,7.487,8.6225,0.595,0.8355,1.8895,2.9,3.079,1.881,6.247,6.7945,8.3475,0.992,1.709,2.081,2.822,3.406,4.9885,6.822,7.8195,9.746,-6.862,-9.473,-7.916,-28.7
