DOY2,HR2,NEE,FC,LE,H,USTAR,SC,CO2_1_1_1,CO2_1_2_1,H2O,NETRAD,PPFD_IN,PPFD_OUT,TA,RH,WS,PA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_1_1_1,G_2_1_1,W_SIGMA,V_SIGMA
1,0.25,-1.5944,-3.0966,-2.44925,-81.72425,0.03875,-1.468625,384.44315,277.9225,0.9629,-81.91,0,0,-17.3375,61.97575,0.1715,97.17,-3.94225,-3.085,-2.0932,-0.55225,0.6756,2.888125,-3.2518,-3.109275,-2.30105,-1.002675,0.717625,2.44785,-13,-13.902,0.0302,0.036355
1,0.75,-1.393,-2.2296,-4.03285,-82.785975,0.049,-0.975075,378.421275,277.975,0.967875,-80.9875,0,0,-17.02075,61.48575,0.18425,97.1,-3.8644,-3.1815,-2.106,-0.5683,0.512325,2.891,-3.3195,-3.10335,-2.3778,-0.9976,0.6861,2.44795,-13.4325,-14.1615,0.0266725,0.06125
1,1.25,-1.67035,-2.417,-3.4862,-85.1923,0.04375,-0.93675,378.678625,278.475,0.934375,-80.4525,0,0,-17.347,62.6385,0.256375,97.0725,-3.86735,-3.0083,-2.09335,-0.74275,0.577825,2.91925,-3.30195,-3.154575,-2.43095,-1.01675,0.669175,2.378,-13.568,-14.03425,0,0
1,1.75,-1.74425,-2.0633,-2.71475,-84.72755,0.0442,-0.898975,378.124175,278.185,0.909125,-81.5525,0,0,-17.607,62.03675,0.27915,97,-3.8209,-3.04865,-2.086625,-0.6092,0.56425,2.89465,-3.143,-3.0832,-2.3674,-0.9562,0.607325,2.465,-13.52,-14.6045,0.013125,0.07485
1,2.25,-1.5046,-2.1628,-3.41935,-83.4301,0.049775,-1.0479,379.43585,278.475,0.908125,-81.005,0,0,-17.754,61.7865,0.21165,97,-3.8013,-2.91955,-2.0268,-0.653,0.49645,2.9236,-3.324775,-3.09415,-2.294725,-0.93935,0.63075,2.457825,-13.726,-14.9335,0,0
1,2.75,-2.07845,-2.447175,-3.557325,-83.571375,0.048825,-0.825625,380.1292,278.1375,0.9085,-82.145,0,0,-18.041,62.486,0.1835,96.915225,-3.92315,-2.848625,-2.1,-0.579775,0.4628,2.88175,-3.2447,-3.09295,-2.341825,-1.0132,0.6645,2.428725,-13.778,-15.13325,0,0
1,3.25,-1.16725,-1.6389,-4.37455,-83.728275,0.049875,-0.934625,380.063125,278.22,0.91525,-81.685,0,0,-17.961,62.3855,0.287525,96.918125,-3.868875,-2.871225,-2.033225,-0.5914,0.556625,2.91425,-3.266225,-3.0589,-2.30665,-1.02075,0.725125,2.37425,-13.962,-15.17025,0.0187,0.0632
1,3.75,-1.5028,-1.7628,-3.369375,-84.51765,0.045325,-0.965975,380.156225,277.825,0.9104,-81.8525,0,0,-18.119,63.34625,0.19715,97,-3.88405,-2.6644,-1.9986,-0.541375,0.569,2.909275,-3.3747,-3.1356,-2.3137,-1.021475,0.72195,2.468725,-14.038,-14.81625,0.02965,0.12772
1,4.25,-1.4278,-2.62295,-2.8001,-79.648675,0.0445,-0.8966,379.775875,277.65,0.9104,-80.8575,0,0,-18.37,63.3865,0.335925,97,-4.1689,-2.9952,-2.0154,-0.64875,0.5544,2.90395,-3.324425,-3.2002,-2.37765,-1.01635,0.6932,2.48325,-14.288,-14.5585,0.0164825,0.0488300000000001
1,4.75,-2.209725,-2.49225,-3.345175,-78.94225,0.053,-0.8702,379.7164,277.5675,0.877025,-81.505,0,0,-18.37,63.6205,0.346325,96.98515,-4.222625,-2.889625,-2.018,-0.7009,0.483,2.902375,-3.411175,-3.27985,-2.319275,-1.0251,0.6472,2.50735,-14.544,-14.33425,0.04154,0.11773
