DOY2,HR2,USTAR,TA_1_1_1,WS_1_1_1,NEE,FC,SC_1_1_1,H,SH,LE,SLE,G_1_1_1,TS_1_1_1,TS_1_2_1,RH_1_1_1,PA,CO2_1_1_1,CO2_1_2_1,VPD,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,H2O,PPFD_DIF
1,18.25,0.016,-26.83435,0.80875,-0.831875,-0.67525,-1.1596,-48.232,-23.5368,-3.410875,-6.7394,-5.085375,-1.524,-1.012375,56.8781,95.2688,382.9253,385.31275,0.119,-89.759175,0,0,0,0,119.637,196.21605,0.4998,0
1,18.75,0.021,-27.19985,0.94185,-0.6684,-0.52775,-0.7359,-55.7418,-26.1412,-2.3535,-7.93015,-5.144325,-1.523575,-1.0133,58.59065,95.3244,383.41175,385.401,0.11,-88.20875,0,0,0,0,119.03635,194.926925,0.48305,0
1,19.25,0.019,-27.293325,0.929925,-1.82975,-1.6433,-0.701475,-67.317675,-26.39715,-5.30825,-6.52675,-5.1962,-1.5343,-1.0176,58.77505,95.311275,382.811,385.3917,0.11,-87.1137,0,0,0,0,118.65045,192.93665,0.47675,0
1,19.75,0.015,-27.519125,0.912125,-0.53925,-0.271,-0.819,-52.76335,-28.827825,-2.004925,-7.68065,-5.24765,-1.53245,-1.0208,59.1422,95.264025,382.971,385.556,0.11,-86.486525,0,0,0,0,118.30025,191.680675,0.47145,0
1,20.25,0.021,-27.90075,0.94975,-0.7642,-0.5289,-0.9695,-54.8951,-25.8895,-2.24425,-6.774,-5.1784,-1.5339,-1.0239,57.5643,95.264375,383.783,385.594425,0.1,-85.781425,0,0,0,0,118.052575,190.870925,0.46015,0
1,20.75,0.0221,-28.091,1.0983,-0.6485,-0.568875,-0.88025,-57.514175,-23.71805,-2.7724,-5.6235,-5.0821,-1.5445,-1.030125,59.7237,95.2289,383.89025,385.5932,0.0945,-84.5975,0,0,0,0,118.26975,189.052525,0.4577,0
1,21.25,0.026225,-28.417925,1.0105,-0.8113,-0.2795,-0.9415,-60.0912,-23.011975,-2.3475,-6.89885,-5.087775,-1.5514,-1.0339,61.7014,95.250775,383.103,385.302,0.1,-86.168525,0,0,0,0,118.655925,187.9978,0.44635,0
1,21.75,0.01925,-28.6037,1.012675,-0.760375,-0.743575,-1.089,-62.614975,-26.33625,-2.7608,-7.701625,-5.102675,-1.559125,-1.038125,62.7972,95.286775,383.147,385.49435,0.1,-81.628175,0,0,0,0,118.14765,187.937125,0.4357,0
1,22.25,0.02,-28.918425,0.9885,-0.93125,-0.683875,-0.86125,-55.91495,-27.925575,-3.1965,-9.26775,-5.115225,-1.56045,-1.0406,62.6806,95.29475,383.587,385.2215,0.1,-82.932075,0,0,0,0,118.4869,186.794425,0.423275,0
1,22.75,0.01515,-29.3922,0.687575,-0.672875,-0.444625,-1.07155,-49.802575,-25.130325,-3.2168,-8.267575,-5.142225,-1.565875,-1.0435,62.216175,95.2693,383.4,385.189975,0.10425,-83.50645,0,0,0,0,118.175075,185.335875,0.411125,0
1,23.25,0.0301,-29.6216,0.783725,-0.9873,-0.4034,-0.957,-58.52375,-26.059175,-2.52625,-6.927225,-5.135,-1.5646,-1.0451,63.5623,95.226475,382.51,385.18505,0.11,-82.79745,0,0,0,0,117.10665,184.31015,0.403,0
1,23.75,0.022,-29.8634,0.852325,-0.816475,-0.17425,-1.0554,-56.641175,-27.33195,-2.5472,-9.3171,-5.1322,-1.5684,-1.0454,63.394725,95.1628,383.43175,385.00465,0.1,-83.404875,0,0,0,0,117.189775,183.15735,0.39185,0
2,0.25,0.024,-25.2211,1.018575,-0.7449,-0.445,-0.959875,-46.637625,-27.289825,-3.7891,-5.8735,-5.1684,-1.512525,-1.10365,50.5646,95.215125,383.509,385.996,0.15,-87.330125,0,0,0,0,129.675225,200.8733,0.52995,0
2,0.75,0.022,-25.683625,1.2198,-0.5595,-0.478,-0.72025,-40.0661,-25.803075,-2.63,-6.089,-5.36195,-1.5143,-1.1132,52.7541,95.18745,383.4773,386.034825,0.146,-85.9106,0,0,0,0,130.001175,200.1429,0.5268,0
2,1.25,0.0211,-25.523475,1.097025,-0.5305,-0.32045,-0.5964,-39.706,-25.913725,-3.11,-6.136625,-5.391725,-1.514575,-1.12485,54.713875,95.16245,383.6063,386.105,0.14275,-85.7072,0,0,0,0,130.3321,199.8414,0.5369,0
2,1.75,0.01595,-25.49425,1.018,-0.4881,-0.5653,-0.3566,-45.9824,-24.21125,-4.03345,-6.191125,-5.165375,-1.5148,-1.1342,56.533,95.126225,383.6111,386.2466,0.106,-84.3112,0,0,0,0,129.6588,198.623575,0.5263,0
2,2.25,0.019,-25.788125,1.0345,-0.586575,-0.389625,-0.3566,-43.58335,-24.1492,-3.15,-6.758,-5.306875,-1.5245,-1.14145,57.5722,95.106275,383.0564,386.3882,0.14,-83.839925,0,0,0,0,129.47325,198.019675,0.52085,0
2,2.75,0.02,-26.176575,1.053875,-0.8412,-0.389175,-0.8796,-40.5577,-25.198325,-6.34755,-6.073125,-5.2243,-1.537275,-1.141275,59.920075,95.103375,383.327225,386.358,0.15,-82.207375,0,0,0,0,129.588425,196.580925,0.5157,0
2,3.25,0.0178,-26.348725,0.96645,-0.5374,-0.519,-0.7182,-44.061875,-23.647,-3.9681,-6.5185,-5.101375,-1.5503,-1.1402,61.0425,95.12625,383.12315,386.1343,0.15,-84.0014,0,0,0,0,129.1054,196.32315,0.5185,0
2,3.75,0.0177,-26.8372,0.93915,-0.6404,-0.28035,-0.776,-44.9818,-22.18675,-3.59225,-6.358875,-5.131375,-1.552,-1.1405,60.0888,95.1824,383.2317,386.316,0.12825,-83.7575,0,0,0,0,128.800625,195.87,0.49595,0
2,4.25,0.01625,-26.955825,0.882275,-0.5947,-0.70005,-0.7678,-43.520375,-26.612925,-3.39235,-7.02575,-5.118875,-1.549675,-1.1402,60.22815,95.21305,383.8067,386.609,0.10625,-82.733825,0,0,0,0,127.7456,195.2262,0.495075,0
2,4.75,0.01655,-27.0157,0.8637,-0.799825,-0.57965,-0.758175,-45.2938,-24.595125,-6.87145,-6.663125,-5.11475,-1.5491,-1.1412,61.3057,95.1652,383.9243,386.729175,0.09325,-80.66855,0,0,0,0,127.747475,194.687025,0.489675,0
2,5.25,0.023,-27.24675,1.0508,-0.527125,-0.348875,-0.765,-47.3037,-23.004975,-3.2145,-6.4485,-5.120975,-1.55,-1.142,62.0831,95.187875,384.0187,386.4718,0.09,-80.458075,0,0,0,0,126.965525,193.74955,0.49055,0
2,5.75,0.01875,-27.491725,1.011475,-0.6255,-0.19575,-0.91,-46.9667,-23.844825,-2.4085,-6.344675,-5.157,-1.549925,-1.1433,61.4871,95.21105,383.7635,386.4988,0.083,-79.8767,0,0,0,0,127.085175,193.3946,0.4803,0
2,6.25,0.018,-27.685325,1.060325,-0.74185,-0.43075,-0.81,-49.99205,-24.26035,-3.3614,-6.00935,-5.2085,-1.5545,-1.14725,60.8216,95.23415,383.8583,386.48405,0.10225,-80.571,0,0,0,0,127.1785,192.007,0.4762,0
2,6.75,0.022,-27.8016,1.005175,-0.4093,-0.318375,-0.852,-49.8654,-22.4477,-2.575125,-5.69405,-5.2514,-1.5546,-1.1462,61.680575,95.267475,383.6631,386.4518,0.1,-82.473825,0,0,0,0,127.01305,191.0433,0.4648,0
2,7.25,0.0183,-27.921925,0.893275,-0.903375,-0.215975,-1.027,-44.6321,-24.085625,-2.8286,-6.911475,-5.4046,-1.569125,-1.1515,63.72175,95.316975,383.9583,386.6504,0.105,-81.010775,0,0,0,0,126.34935,190.064225,0.4536,0
2,7.75,0.02275,-28.17425,0.825375,-0.69625,-0.225875,-0.758,-38.76035,-21.628425,-3.52875,-5.371375,-5.396975,-1.5841,-1.1526,62.2624,95.34655,383.8499,386.7581,0.12,-74.767775,0,0,0,0,125.679125,190.0891,0.4466,0
2,8.25,0.027,-28.1867,1.0304,-1.0267,-0.5085,-1.02835,-39.91305,-14.775875,-3.7855,-4.5694,-5.36735,-1.601975,-1.165675,62.883375,95.332025,383.614425,386.612125,0.0945,-48.707175,10.2911,4.8102,1.346325,0.0189,125.1934,192.52685,0.43575,10.8988
2,8.75,0.026825,-28.067575,0.87725,-0.76275,-0.8104,-1.21585,-33.3778,-11.3602,-5.604675,-4.06585,-5.3462,-1.6183,-1.1809,63.1272,95.297075,383.460775,386.678,0.10275,-13.4155,25.589775,12.00775,2.725825,1.127425,126.4919,195.73845,0.4448,24.64535
2,9.25,0.068125,-27.498425,0.4345,-0.8827,-0.4698,-1.37155,-27.848575,-5.931775,-4.295775,-3.8703,-5.372775,-1.6229,-1.1929,62.2154,95.3171,382.882,386.9474,0.103,11.0279,49.5888,25.731375,5.51515,3.41265,128.170875,200.48365,0.476425,52.8207
2,9.75,0.1208,-26.517075,0.551375,-1.471,-1.850775,-2.1985,-26.5994,-6.233625,-4.8764,-4.713375,-5.006175,-1.6257,-1.203,59.3445,95.34,382.70945,386.933,0.143,23.125025,74.51785,34.151,8.154225,5.062075,129.616525,206.710075,0.5013,75.379575
2,10.25,0.12495,-25.534625,0.5655,-1.62425,-2.0894,-2.722275,-8.838525,-2.231875,-4.153175,-3.838625,-4.6373,-1.6249,-1.208975,54.32,95.3197,382.359,386.80975,0.18,34.1216,97.19735,46.7568,10.8198,7.0088,131.59235,212.37575,0.5348,95.786975
2,10.75,0.1244,-24.246175,0.794625,-1.18755,-0.808,-1.506875,1.454925,-1.584525,-2.0208,-3.7216,-4.22725,-1.627,-1.21375,46.9695,95.2965,381.684,386.727575,0.1835,38.407075,114.70305,53.84635,12.292975,7.3584,134.914425,216.195,0.5674,105.515825
2,11.25,0.17025,-23.5574,0.810475,-1.659,-1.718,-1.677925,4.11725,-2.221,-2.9426,-4.663575,-3.93445,-1.6394,-1.2148,43.3569,95.308,381.569775,386.69695,0.18,53.29135,151.9559,69.324725,15.4292,9.553,137.05585,219.468125,0.57685,151.86665
2,11.75,0.1876,-23.019625,1.040225,-1.280525,-1.4291,-1.224,6.6715,-2.012225,-3.43815,-3.781575,-3.8301,-1.651875,-1.21155,39.48825,95.3119,381.917,386.44595,0.20325,48.767525,143.58915,67.70585,17.29075,10.5835,138.443675,222.3594,0.597075,147.978025
2,12.25,0.192,-22.0498,0.9924,-1.1494,-1.0726,-0.85525,5.2891,-2.201125,-0.73085,-3.227,-3.7913,-1.649275,-1.203875,36.876675,95.29635,381.532275,386.283875,0.22,59.6164,168.4339,75.311525,17.81445,10.8668,140.6357,225.403225,0.6252,155.833825
2,12.75,0.19465,-21.3522,1.245675,-0.71505,-1.17605,-0.9242,8.719075,-4.89715,-0.443375,-4.3416,-3.6804,-1.646425,-1.194175,35.17805,95.29235,382.02025,386.06515,0.2135,57.958525,162.3497,72.56105,16.61,9.485475,142.423275,228.719725,0.6281,158.438425
2,13.25,0.206925,-20.73985,1.322825,-0.784,-1.2697,-0.69435,7.2652,-5.337725,1.5117,-4.903825,-3.7432,-1.6405,-1.1837,33.4428,95.302825,381.728,385.779375,0.26,50.649275,146.712475,66.406175,16.796,10.1642,144.339825,231.0323,0.6425,140.420575
2,13.75,0.23,-20.311475,1.2725,-0.601625,-0.748875,-0.64125,4.7645,-9.5604,-0.158125,-5.2198,-3.809225,-1.631975,-1.179925,31.9377,95.2922,381.29765,386.1024,0.2335,44.1528,129.2919,59.945175,17.8439,8.7908,145.17485,232.440975,0.687,122.119725
2,14.25,0.2293,-20.1086,1.29135,-0.969375,-0.7801,-0.737375,-1.43845,-11.6583,0.6597,-5.0084,-3.80325,-1.61815,-1.176325,31.9557,95.290875,381.565,386.1057,0.2465,39.07415,122.861325,55.93555,13.62665,7.655325,144.63845,233.0961,0.696125,116.88505
2,14.75,0.215775,-19.740875,1.4362,-0.725,-0.8836,-0.59705,-0.945225,-11.363925,0.895675,-3.824375,-3.7718,-1.60185,-1.1704,32.0416,95.284,381.16325,385.9385,0.2575,35.2934,117.872525,49.48085,14.02145,6.72815,144.291825,232.54225,0.691375,111.1542
2,15.25,0.24985,-19.7645,1.3317,-0.534,-1.34835,-0.674875,-1.775,-12.650325,0.125000000000001,-5.2145,-3.93665,-1.5851,-1.1642,30.976625,95.272725,381.450725,386.19065,0.2765,22.1725,85.537825,36.35975,11.28715,5.876375,144.607725,232.57985,0.6893,83.245475
2,15.75,0.165,-19.85445,1.2283,-0.60985,-0.80025,-0.58505,-4.42685,-15.111575,-0.915,-4.91475,-4.03655,-1.5682,-1.15745,30.442575,95.290475,381.211725,385.7626,0.26,14.678,60.590625,26.79025,7.03585,3.0903,143.5865,231.539175,0.6851,63.729125
2,16.25,0.19535,-19.6704,1.128075,-0.435,-1.216,-0.579,-7.917,-20.96195,-2.3219,-6.5272,-4.249,-1.55035,-1.148975,29.3594,95.316075,381.665875,385.8284,0.27,1.828175,43.6456,18.6752,4.00775,2.109825,143.163325,230.4612,0.6995,40.507175
2,16.75,0.170125,-19.868675,1.080225,-0.3355,-0.913,-0.547,-19.10705,-22.937825,-1.17835,-7.62775,-4.465725,-1.532975,-1.139225,31.135825,95.3566,381.782225,385.7044,0.25,-29.707125,20.257925,8.524575,2.242675,0.41005,141.52225,228.487625,0.68075,20.5399
2,17.25,0.104,-20.3161,1.089775,-0.264625,-0.673,-0.56195,-29.7987,-26.906175,-5.411,-9.3295,-4.505,-1.518375,-1.13025,31.52445,95.384525,381.8178,385.645425,0.1975,-73.610075,6.17385,2.328975,0.6845,0,141.296125,226.58715,0.70445,6.3087
2,17.75,0.063075,-20.8199,1.16585,-0.414,-0.61655,-0.687825,-41.307,-32.162175,-3.827575,-9.465625,-5.025175,-1.501225,-1.119075,33.37545,95.417775,382.509675,385.5667,0.20975,-92.25275,0,0,0,0,141.71655,222.838275,0.72685,0
2,18.25,0.02605,-21.06825,1.298275,-0.4392,-0.44075,-0.6221,-45.848,-32.65065,-3.82425,-8.8052,-5.0546,-1.497,-1.1069,35.37715,95.481125,382.5606,385.44805,0.18975,-99.2695,0,0,0,0,138.932175,219.638625,0.7065,0
2,18.75,0.020225,-21.41725,1.29545,-0.366875,-0.40195,-0.59965,-40.831975,-27.2791,-2.516925,-8.2244,-5.183125,-1.498775,-1.099,37.6346,95.44175,382.454775,385.5736,0.22,-96.5925,0,0,0,0,137.31905,217.172575,0.688125,0
2,19.25,0.0256,-21.610175,1.285,-0.244,-0.46255,-0.585975,-43.8088,-25.562475,-3.8439,-6.429,-5.332975,-1.5019,-1.09035,38.5309,95.463475,382.8143,385.7026,0.23,-95.0047,0,0,0,0,136.31515,214.623975,0.68225,0
2,19.75,0.02895,-21.862625,1.34685,-0.3319,-0.37475,-0.428,-46.2103,-24.969425,-3.3616,-6.75925,-5.36175,-1.50555,-1.07825,39.538375,95.536875,382.887,385.8413,0.22,-94.41235,0,0,0,0,134.6306,212.470675,0.6698,0
2,20.25,0.0251,-22.18635,1.3199,-0.45515,-0.43715,-0.6077,-44.094,-23.972725,-2.593925,-8.1694,-5.2084,-1.5055,-1.081175,39.652275,95.4896,383.0012,385.7562,0.21,-93.476625,0,0,0,0,134.082625,210.65945,0.66025,0
2,20.75,0.018,-22.50255,1.142,-0.34175,-0.599,-0.722,-49.399,-25.612475,-1.813,-6.393,-5.1578,-1.4989,-1.0848,40.489875,95.441,383.0728,385.6692,0.2,-91.4902,0,0,0,0,132.7677,209.373,0.637375,0
2,21.25,0.01915,-22.794475,1.267575,-0.4351,-0.3384,-0.65965,-51.214,-26.9401,-4.7293,-7.6303,-5.1641,-1.501225,-1.080375,42.174425,95.44965,383.1641,385.614,0.19275,-91.53585,0,0,0,0,133.982775,207.829725,0.61775,0
2,21.75,0.025975,-22.972325,1.41785,-0.416,-0.349425,-0.7256,-53.980925,-28.915075,-2.761975,-8.14845,-5.1338,-1.5034,-1.0726,42.62995,95.46045,383.2015,385.8675,0.18325,-91.228975,0,0,0,0,132.059925,206.546925,0.6022,0
2,22.25,0.026,-23.3881,1.208025,-0.4505,-0.4599,-0.695625,-51.122175,-27.8772,-2.04075,-9.244375,-5.2004,-1.5062,-1.0756,43.229475,95.440475,383.2861,386.0125,0.18,-91.868025,0,0,0,0,131.973375,205.923425,0.59245,0
2,22.75,0.024,-23.948325,1.102475,-0.499,-0.228425,-0.8324,-48.768275,-29.42605,-3.359525,-8.9745,-5.2013,-1.509225,-1.0816,43.0842,95.3778,383.3752,385.8225,0.18,-89.719675,0,0,0,0,132.39705,205.086675,0.58495,0
2,23.25,0.02295,-24.2254,0.9355,-0.41775,-0.4885,-0.6768,-50.349425,-26.1782,-3.27945,-8.770125,-5.24505,-1.5115,-1.091,45.301025,95.3261,383.388,385.659475,0.17,-88.51765,0,0,0,0,132.48445,203.53245,0.58245,0
2,23.75,0.02185,-24.356125,0.9026,-0.625,-0.5651,-1.145,-46.68605,-26.59105,-2.45505,-7.6855,-5.2045,-1.511875,-1.09595,47.38535,95.258325,383.4753,385.821,0.18325,-87.59455,0,0,0,0,131.7087,201.9271,0.5699,0
3,0.25,0.028125,-20.244775,1.5717,-0.723,-0.1646,-0.92545,-55.508375,-29.128325,-7.422,-9.81915,-4.58,-0.9425,-0.7366,30.690475,95.708675,382.839675,385.306725,0.14325,-95.0202,0,0,0,0,139.4736,217.8816,0.76865,0
