DOY2,HR2,H,SH,LE,SLE,FC,SC,TAU,CO2,CO2_SIGMA,H2O,H2O_SIGMA,U_SIGMA,V_SIGMA,W_SIGMA,WS,USTAR,T_SONIC,T_SONIC_SIGMA,TA,RH,PA,VPD,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_1_2_1,SW_IN,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT
1,0.25,32.2351574999999,5.357165,14.38635,1.812365,0.805122949999999,0.1159895,0.040055,403.650082085,2.80074721734999,10.9515625,0.293106239,1.6882385,1.29337425,0.624160425,6.65469599999999,0.551593525,13.240908,1.524851,13.08275,88.585,86.6,10.292721228,8.99324999999999,8.27275,8.93125,-0.459922500000004,-9.11224825000001,0.00680489660000001,-0.0115598,-9.0052,0.014511563,-0.09458627
1,0.75,12.1786425,4.30707375,17.743865,3.00564200000001,1.16173875,0.276335125,0.0502975,404.449030625,3.242850985825,10.8545375,0.4608135815,1.8944005,1.3706385,0.657808625,6.006766,0.538833675,13.32668,1.521364,12.169,86.35,86.6,9.82321231825,8.83875,8.1565,8.765,0.179402519999995,-8.92659607500001,0.0078023812,-0.0115619,-10.00965,0.0128670695,-0.092843284
1,1.25,9.91626549999997,4.58367924999999,15.262325,1.98045,1.6909514363,0.128379,0.038595,403.674313075,3.58479331182497,10.9395125,0.3646744098,1.9131745,1.438225,0.6290344,6.81477799999999,0.535613875,12.89698,1.2511625,12.24725,87.775,86.6,9.84294902225,8.45,7.792625,8.5985,-1.21793825,-9.21696060000001,0.0061192552,-0.00854193999999999,-9.0134,0.0121346075,-0.0784105
1,1.75,18.8031075,4.40435075,20.61294,3.54197,0.93712875,0.124362475,0.02931,404.67208443,3.27372027639998,11.0536625,0.388920688,1.87514575,1.386676,0.62509185,6.07103,0.503170449999999,13.02484,1.2245375,12.59025,88.6475,86.6,10.0474094335,8.56575,7.88395,8.502,0.414454042499997,-7.1031638,0.0064060446,-0.00877972,-8.86477500000001,0.0127233215,-0.08562722
1,2.25,19.2112075,5.0483525,18.10255,2.908555,0.848335400000001,0.109877575,0.04657,404.38689919,2.674106036675,11.188925,0.298567266,1.849154,1.39281225,0.585338875,6.33774,0.5451862,12.925236,1.6163495,13.63725,88.79,86.69,9.894416976,8.246,7.651475,8.41875,-0.831913700000002,-6.89892415,0.0103662652,-0.0131346,-8.24317500000002,0.0120792705,-0.086193705
1,2.75,14.6342024999999,4.161429,15.822105,2.35997,0.864763925,0.0815775,0.0477649999999998,403.827898135,2.740664802,11.0489625,0.246543347875,1.8856415,1.339677,0.5951587,6.76455524399999,0.6500883,12.7821,1.5444355,12.534,88.8,86.69,9.9889957513,8.019125,7.748,8.30875,-1.784149375,-8.4309576,0.00621862140000001,-0.00711244,-8.47225,0.0124278615,-0.096473156
1,3.25,14.7436925,5.44996175,22.70569,2.205275,1.095423,0.0704075,0.04629,404.2695305475,3.679742196775,11.3937,0.30683112075,1.7448985,1.3427865,0.625017,6.143316,0.499347425,12.566072,1.9049425,13.26675,88.8,86.6,9.869763631875,7.70585,8.07225,8.18825,-1.968202,-7.1390375,0.0068726436,-0.0107768,-8.41400000000001,0.0113790255,-0.094811581
1,3.75,13.658765,7.657914,27.216565,2.9323335,0.888387,0.1022651,0.0463975,405.18805,4.05767140892499,11.4144625,0.2953246755,1.76561,1.394599,0.727476975,6.820016,0.63595125,12.19034,1.3854645,13.62425,88.55,86.6,9.4975625,7.773675,7.900925,8.0483,-1.88932610000001,-6.621092825,0.0048465594,-0.0094981,-8.58722500000001,0.011365205,-0.089761812
1,4.25,14.19446,5.58911649999999,14.994345,3.34301,1.200614,0.1497078,0.0692,404.42053865,3.899681003475,11.800775,0.436447977250001,1.96073,1.38951,0.657484,6.4800922206,0.5977483,12.464384,1.629095,12.3785,88.15,86.59,9.480523265375,7.55425,7.85235,7.848525,-1.25880000000001,-6.08074,0.0056811096,-0.00985538,-7.86892500000001,0.0126234585,-0.087521733
1,4.75,11.05762,6.046615,15.7854,3.23508925,1.01826,0.1374615,0.0699,405.63605,4.89062489252498,11.548325,0.2585732608,1.57096,1.38865,0.606333,5.98595999999999,0.5823301,12.1787,1.451255,12.41625,91.65,86.59,9.788246458125,7.501975,7.113375,7.69304999999999,-2.20012,-4.816220225,0.004376928,-0.010587,-7.37870000000001,0.011167401,-0.089765133
1,5.25,15.2727624999999,7.2958005,16.45852,1.96134949999999,1.099406,0.202929875,0.04615,405.90175,6.7916251931499,11.0483625,0.29515004285,1.723585,1.243385,0.6028955,6.1280613184,0.546239625,11.919512,1.589285,12.07925,92.2425,86.59,9.3075070455,7.32559999999999,7.1864,7.583625,-1.92229860000001,-4.52889225,0.003780381,-0.0102312,-6.12757500000001,0.01065399415,-0.0961736
1,5.75,9.061682,6.274785,14.047775,3.1390725,0.8283216,0.149947,0.030225,404.63835526,3.224755133675,10.91792,0.324120016425,1.79173575,1.37890925,0.576766549999999,5.67188,0.554007949999999,12.043538,1.77346775,12.05925,90.68,86.59,8.99615253745,6.939525,7.0626,7.377875,-1.27857857500001,-4.6177615,0.00498336000000002,-0.00666159,-5.61475,0.011802514,-0.0922616
1,6.25,15.858178309,5.091085,16.9236875,3.24437,1.070588,0.1387105,0.05815,404.14423952,3.672686205075,10.91968,0.324806547225,1.804445,1.320145,0.6472765,6.22386,0.608814525,12.168584,1.711955,12.679,88.865,86.59,8.745356023925,6.765775,6.9796,7.197825,-2.85819640000001,-5.471963175,0.00657220560000001,-0.00516565999999998,-6.59505000000001,0.014466671,-0.0801905
