DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,H,LE,FC,TS
1,22.25,0.05,0.464,5.773,6.4795,8.6515,-8.1225,-1.94475,-94.0885,-82.554,-11.68875,-0.535,8.512
1,22.75,0.05,0.368,5.6465,5.917,8.4415,-7.81525,-1.73075,-94.0775,-85.3105,-19.52125,-0.57375,8.369
1,23.25,0.05,0.589,5.2865,5.7785,8.565,-8.06575,-1.8615,-97.2825,-80.666,-13.23125,-0.60625,8.168
1,23.75,0.06,0.478,5.035,5.533,8.7275,-8.22925,-2.28125,-93.19675,-80.332,-11.209,-0.3345,7.978
2,0.25,0.05,0.3295,6.8245,7.3355,11.26275,-8.1815,-1.812,-89.56825,-87.51875,-22.5605,-2.0265,9.19275
2,0.75,0.04975,0.30975,6.40625,7.0695,11.52225,-8.523,-2.2715,-88.68075,-108.93575,-23.03525,-1.397,8.96
2,1.25,0.04975,0.2885,6.14875,7.01825,11.691,-7.81725,-2.29025,-89.19175,-98.03875,-21.48275,-1.146,8.751
2,1.75,0.06,0.2395,6.02975,6.90775,11.2665,-7.451,-2.43025,-88.95175,-80.122,-24.1245,-1.917,8.56575
2,2.25,0.05,0.24975,5.84825,6.6275,11.4195,-7.51,-1.91025,-88.1155,-85.083,-23.60825,-1.3345,8.3615
2,2.75,0.05,0.21975,5.83475,6.57,11.9785,-7.83725,-2.653,-89.835,-78.6945,-19.32175,-1.21975,8.1735
2,3.25,0.06,0.25,5.54175,6.84925,11.64775,-7.131,-1.645,-89.016,-91.88425,-19.56475,-1.14625,7.98275
2,3.75,0.05975,0.18,5.36,6.769,12.04875,-8.052,-2.01025,-87.6275,-98.3855,-20.77125,-1.37725,7.79825
2,4.25,0.06,0.30925,5.379,6.64675,12.45475,-7.586,-2.44925,-88.23425,-88.655,-16.54425,-1.09,7.62825
2,4.75,0.05,0.28925,5.9545,6.98825,12.199,-7.4505,-1.73475,-92.34725,-103.77575,-16.76175,-0.916,7.46275
2,5.25,0.06,0.28975,5.887,6.98125,12.52825,-8.0965,-2.392,-89.04825,-83.9405,-23.06125,-0.63425,7.30275
2,5.75,0.06,0.28975,5.61525,6.66375,12.80925,-8.0495,-2.43125,-86.16725,-83.1465,-19.01525,-1.083,7.16175
2,6.25,0.05,0.3385,5.137,6.34525,13.55525,-7.25775,-2.13425,-82.47875,-88.8195,-17.008,-1.285,7.0235
2,6.75,0.0595,0.34875,5.3515,6.46025,13.71925,-0.9725,-0.4845,-76.67225,-86.378,-23.212,-1.512,6.90625
2,7.25,0.06,0.19925,5.49625,6.59725,13.39725,16.48375,4.21975,-57.157,-82.3235,-16.37525,-1.64525,6.8
2,7.75,0.05975,0.17975,6.1975,6.7985,12.9485,43.48925,8.73725,-10.13725,-52.50375,-27.501,-3.599,6.75125
2,8.25,0.07,0.1595,6.8015,7.67925,12.87575,69.9165,11.96875,-3.49825,-34.4875,-23.878,-4.46,6.83625
2,8.75,0.06,0.19975,7.62825,8.00925,11.489,99.0305,18.946,26.84225,-7.53675,-38.58,-4.27075,7.1025
2,9.25,0.06,0.1795,8.413,9.099,10.937,107.3215,25.595,39.678,-4.7475,-19.348,-3.738,7.60325
2,9.75,0.0895,0.1895,9.1015,9.2275,10.24,154.1195,29.365,58.9375,13.04,-19.586,-3.96,8.32725
2,10.25,0.1,0.36975,9.9055,9.74925,9.9,156.45425,36.17025,60.25475,17.79575,-14.64,-3.365,9.26425
2,10.75,0.1,0.37925,10.71325,10.34875,9.69325,212.3985,47.4055,78.24925,18.939,-3.02,-2.839,10.12975
2,11.25,0.12975,0.359,10.32925,10.70925,9.747,210.86525,40.24625,91.3605,23.568,-7.99275,-3.40425,11.00575
2,11.75,0.12975,0.42,10.53875,11.07875,9.3175,177.29,40.69725,83.701,29.329,-15.65175,-3.15425,11.5405
2,12.25,0.11,0.46925,11.33575,11.69725,9.0375,207.55725,42.9705,121.518,50.37025,-10.8465,-3.2005,12.235
2,12.75,0.12,0.40975,11.6145,11.88,9.23,201.905,42.55425,99.5055,49.881,-14.64425,-3.3445,12.8315
2,13.25,0.13,0.4295,11.8535,12.19925,8.9685,141.01125,32.35475,52.74925,38.89925,-7.7135,-2.99275,13.444
2,13.75,0.10975,0.4195,11.83425,11.2225,8.71975,174.57325,41.07225,52.13425,35.451,-8.10025,-3.02175,14.097
2,14.25,0.13,0.389,10.8735,10.638,8.892,156.4915,32.994,40.816,38.039,-21.19725,-2.8,14.64
2,14.75,0.11975,0.42,11.909,11.23425,8.503,153.26275,34.75625,45.9895,31.79225,-11.96275,-2.606,14.809
2,15.25,0.09975,0.418,11.481,11.587,8.12625,124.361,28.70625,25.6845,22.95375,-7.267,-2.513,15.01075
2,15.75,0.12,0.49,10.80775,10.9165,8.0705,73.602,19.086,-9.0085,9.03625,-17.29625,-1.86375,14.87875
2,16.25,0.0995,0.51975,10.63025,10.721,8.1885,36.36875,9.43825,-55.973,-1.3355,-16.6875,-1.556,14.62975
2,16.75,0.08,0.4295,10.25425,10.3155,8.84375,8.283,-0.64425,-100.1305,-25.085,-25.99325,-0.659,14.2665
2,17.25,0.0495,0.38,9.72675,9.601,9.09425,-3.505,-0.66175,-106.517,-34.8415,-16.41375,-0.711,13.8125
2,17.75,0.0495,0.3875,9.277,9.4795,10.19375,-9.136,-1.26025,-108.9475,-43.7525,-33.8215,-0.779,13.41875
2,18.25,0.0495,0.4045,8.9735,9.64,10.44625,-9.4175,-1.3305,-105.40175,-48.457,-10.36575,-0.7315,13.0565
2,18.75,0.05,0.54825,8.275,8.28725,10.025,-8.56225,-1.3575,-104.38275,-55.95,-15.842,-0.87675,12.7215
2,19.25,0.05,0.249,8.22175,8.08575,10.3035,-8.42825,-1.46125,-101.3385,-59.44275,-23.258,-0.633,12.38475
2,19.75,0.05,0.359,8.2555,8.3765,10.2595,-8.583,-1.55025,-102.03675,-69.70725,-34.658,-0.706,12
2,20.25,0.05975,0.3175,8.35775,8.57625,10.7175,-8.9885,-2.25,-99.1615,-76.73425,-21.212,-1.27425,11.62275
2,20.75,0.06,0.35925,8.39625,8.46525,10.87975,-8.36775,-1.6605,-97.918,-69.576,-23.51,-1.11225,11.25275
2,21.25,0.0595,0.2865,7.1865,8.113,11.54225,-8.5475,-2.172,-94.69325,-81.078,-19.6425,-1.6315,10.9145
2,21.75,0.05,0.23925,7.3155,7.66925,11.768,-8.0485,-1.77075,-94.53025,-67.0775,-18.826,-0.77825,10.599
2,22.25,0.06,0.2,7.29425,7.9615,11.71175,-8.262,-1.83025,-93.36075,-65.262,-21.002,-1.968,10.289
2,22.75,0.06,0.34,7.378,8.3195,11.30575,-7.73,-2.08025,-93.16825,-82.44775,-23.724,-1.41575,10.0135
2,23.25,0.05975,0.33975,7.00975,7.99025,11.6195,-8.201,-1.7755,-89.85275,-79.7565,-29.92,-1.20425,9.73625
2,23.75,0.05,0.349,7.12225,7.43775,11.26775,-7.9235,-2.24325,-89.7895,-83.5685,-15.242,-0.9965,9.4545
3,0.25,0.05,0.30425,9.164,9.8455,9.48225,-8.9595,-2.406,-101.49825,-91.778,-42.8505,-2.4075,13.899
3,0.75,0.05,0.21475,9.046,9.79,9.5035,-8.679,-2.058,-100.2375,-97.7695,-35.97025,-2.606,13.597
3,1.25,0.05,0.207,8.934,9.614,10.41925,-8.72625,-2.518,-97.1755,-94.05,-22.9515,-2.086,13.30775
3,1.75,0.05,0.2335,9.11,9.5455,10.33,-8.883,-2.536,-99.59675,-92.5015,-23.6295,-1.55,13.044
3,2.25,0.0545,0.187,8.754,9.8395,10.379,-8.98575,-2.278,-99.89425,-100.2005,-42.238,-2.456,12.7775
3,2.75,0.06,0.328,8.372,9.5345,10.5345,-8.20875,-2.022,-98.614,-95.911,-36.4065,-1.732,12.53375
3,3.25,0.06,0.34475,8.076,8.956,10.86525,-8.117,-1.798,-96.02425,-109.63125,-46.53925,-2.1865,12.31175
3,3.75,0.05475,0.26475,8.138,9.2,10.882,-8.654,-1.954,-96.9345,-92.0465,-15.60525,-0.981,12.098
3,4.25,0.0545,0.2345,8.002,9.1905,11.07925,-8.8305,-2.624,-94.5,-97.834,-23.68525,-1.542,11.9395
3,4.75,0.05,0.319,7.732,8.769,10.866,-8.66625,-2.868,-93.486,-97.9055,-25.04925,-1.879,11.84125
3,5.25,0.0545,0.369,7.476,8.597,10.66075,-8.31175,-2.174,-90.74175,-94.579,-27.134,-2.5515,11.743
3,5.75,0.0645,0.28,7.47,8.5635,10.35425,-7.303,-1.6,-89.80025,-109.529,-17.87425,-0.9155,11.6075
3,6.25,0.05,0.33475,7.612,8.5265,10.2915,-0.481,0.6,-80.3295,-91.43575,-19.53025,-0.9435,11.45575
3,6.75,0.05,0.3,7.802,8.76725,10.742,15.33675,3.358,-69.24775,-68.5485,-24.5475,-1.632,11.30675
3,7.25,0.05475,0.199,8.258,9.51425,10.5965,73.76225,16.384,-25.12875,-52.91,-25.107,-3.183,11.2115
3,7.75,0.07,0.19475,9.488,10.14275,9.904,123.2265,28.85,17.40325,-16.763,-10.2675,-3.2495,11.24075
3,8.25,0.08,0.16475,10.304,10.93025,9.383,158.90925,37.954,47.90725,-4.038,-21.00275,-3.7465,11.4665
3,8.75,0.09,0.20475,10.888,11.0835,8.9935,189.8155,46.686,79.2475,20.676,-23.582,-3.251,11.865
3,9.25,0.1145,0.34425,11.626,12.14775,8.6005,279.27,59.9,122.9395,39.0295,-22.11925,-4.08,12.479
3,9.75,0.12475,0.52,12.166,12.7795,8.082,359.908,79.648,175.734,55.9455,-8.1425,-2.571,13.2875
3,10.25,0.10475,0.5295,12.79,13.2005,7.533,380.623,88.974,174.6095,80.16725,-8.8535,-2.562,14.3245
3,10.75,0.15475,0.5185,13.268,13.56625,7.405,408.74525,92.286,185.26,93.72625,-8.09825,-2.553,15.2985
3,11.25,0.13,0.5,13.96,14.228,7.0305,425.6685,97.92,208.214,99.80025,-13.32275,-2.7955,16.32075
3,11.75,0.14475,0.39375,14.234,14.23175,6.51,424.33,88.742,204.732,95.76875,-11.35425,-2.2635,17.36875
3,12.25,0.14,0.4795,14.304,14.23675,6.403,516.667,111.656,233.45725,121.419,-15.14775,-2.643,18.21
3,12.75,0.13,0.46325,14.634,14.596,6.31,516.444,95.372,213.0805,114.71175,-15.72725,-2.3155,18.998
3,13.25,0.16,0.6135,15.223,14.955,6.27875,384.923,78.8815,155.8155,113.59,-7.806,-2.19,19.5645
3,13.75,0.14,0.6435,14.69775,14.6265,6.14,348.3895,76.622,138.0005,97.5435,-14.89175,-2.018,20.36275
3,14.25,0.1245,0.599,14.82225,14.72,6.24125,197.48,47.32875,67.887,80.8135,-13.13,-1.85875,20.8285
3,14.75,0.1335,0.5445,14.69,14.9055,6.5105,190.66575,38.874,37.888,46.965,-20.4185,-1.97875,21.2975
3,15.25,0.12475,0.4185,14.976,15.0085,6.5545,195.713,46.448,39.1995,53.09325,-17.5795,-1.821,21.34325
3,15.75,0.11,0.5475,14.272,14.358,6.5805,137.854,33.548,15.26,21.3335,-13.5105,-1.714,21.02725
3,16.25,0.14,0.4685,13.98,14.305,6.145,117.312,23.032,-19.159,26.7985,-14.38375,-1.7445,20.79725
3,16.75,0.12,0.58,13.442,13.7495,6.475,71.91875,17.02375,-52.441,4.9785,-37.4485,-1.32475,20.4595
3,17.25,0.0945,0.59,12.5035,12.883,7.01,9.82775,1.34075,-110.134,-17.2525,-22.86925,-0.5315,20.12075
3,17.75,0.07,0.496,11.71325,12.1865,7.57625,-6.455,-0.5195,-116.6755,-28.1315,-26.1265,-0.45575,19.68125
3,18.25,0.06,0.3835,11.589,11.9045,8.18,-9.835,-0.83425,-117.443,-42.729,-41.653,-0.724,19.1825
3,18.75,0.07,0.44,11.36125,12.084,8.13,-9.416,-0.79425,-113.762,-53.891,-26.836,-0.57,18.6835
3,19.25,0.05,0.4335,10.90625,11.777,8.3425,-9.4315,-1.1555,-110.0425,-61.465,-25.89075,-0.734,18.21725
3,19.75,0.05,0.2845,10.81975,11.7205,8.57375,-9.242,-1.89725,-108.641,-66.6325,-41.11325,-1.52475,17.75725
3,20.25,0.06,0.337,11.10475,11.6355,8.46875,-9.616,-1.83,-107.453,-67.633,-22.28225,-0.66575,17.3015
3,20.75,0.06,0.25,10.52075,11.251,8.69625,-9.381,-1.914,-106.7615,-73.5885,-46.04925,-2.335,16.8675
3,21.25,0.06,0.187,10.382,11.222,9.34125,-9.21375,-2.40125,-104.219,-68.8525,-32.9555,-1.80325,16.47525
3,21.75,0.05,0.179,10.54175,11.406,9.50625,-9.466,-2.237,-102.409,-94.208,-43.49725,-2.5815,16.104
3,22.25,0.05,0.27,10.42625,11.28425,9.85125,-9.28475,-1.95425,-100.08,-67.7325,-21.668,-1.166,15.75275
3,22.75,0.06,0.2285,10.16625,10.97025,10.16375,-8.723,-2.207,-100.9365,-124.8085,-29.511,-1.774,15.42425
3,23.25,0.05,0.24425,10.13725,10.88025,9.665,-8.984,-1.977,-99.9335,-81.319,-35.62375,-1.70125,15.055
3,23.75,0.05,0.154,9.1415,9.918,9.45125,-9.1515,-2.05975,-99.916,-94.166,-19.8375,-1.83125,14.69675
4,0.25,0.05075,0.1515,10.474,11.0375,7.53175,-9.101,-3.378,-106.9365,-157.08475,-39.7885,-3.9775,19.13
4,0.75,0.05,0.201,10.1435,10.732,7.982,-9.081,-3.4415,-103.402,-88.524,-36.31025,-1.39225,18.70875
4,1.25,0.051,0.223,10.248,10.832,8.516,-9.27,-2.4485,-101.6995,-89.79,-35.771,-1.74675,18.32125
4,1.75,0.05,0.191,10.0975,10.563,8.27,-8.308,-2.066,-104.314,-93.666,-32.04525,-2.392,17.95625
4,2.25,0.04,0.183,9.7185,10.599,8.778,-8.77325,-2.108,-103.1225,-105.422,-22.906,-1.2365,17.59875
4,2.75,0.051,0.191,9.74,10.681,8.805,-8.77325,-2.991,-100.449,-103.242,-11.90075,-1.10525,17.2175
4,3.25,0.041,0.232,9.4355,10.157,8.427,-8.751,-2.12,-100.723,-99.258,-33.0315,-2.5435,16.85875
4,3.75,0.051,0.191,9.358,10.076,8.982,-8.6855,-2.1895,-99.264,-128.029,-25.871,-1.46125,16.5125
4,4.25,0.05075,0.1515,9.38975,10.17575,8.8235,-8.649,-2.6235,-99.0005,-88.16575,-43.346,-2.3235,16.20375
4,4.75,0.06,0.18,9.127,9.863,8.87125,-8.869,-2.89025,-98.98325,-83.198,-31.523,-1.872,15.90125
4,5.25,0.04075,0.17,9.0985,9.82225,9.27575,-6.47,-0.8045,-90.58025,-69.3625,-16.854,-0.7325,15.6225
4,5.75,0.05,0.281,9.0545,9.846,9.039,4.3775,1.7605,-79.5445,-83.033,-26.05275,-2.0925,15.3675
4,6.25,0.06,0.1415,8.93125,9.63775,9.00825,21.2825,5.432,-61.56325,-75.71825,-26.1825,-1.723,15.15375
4,6.75,0.0605,0.19,9.9,10.601,8.699,58.458,18.52,-14.97,-49.368,-47.8345,-4.59375,15.02875
4,7.25,0.08,0.1805,10.832,11.0845,8.034,116.367,32.618,12.974,-16.871,-38.18675,-3.449,15.035
4,7.75,0.07,0.281,11.354,11.993,8.271,146.411,40.652,36.234,3.7185,-19.80225,-2.54075,15.22125
4,8.25,0.08,0.32125,12.27,12.65525,7.5,204.885,53.91875,76.93625,33.69075,-30.935,-2.345,15.6725
4,8.75,0.13,0.3625,13.08,13.145,7.11625,282.667,75.16875,155.19125,41.07875,-8.653,-2.232,16.3475
4,9.25,0.15,0.693,13.77125,13.76725,7.095,380.5675,95.654,193.9045,79.23625,-19.9685,-2.273,17.2675
4,9.75,0.15,0.59075,13.9365,13.71275,6.86975,364.17125,90.4555,177.96925,78.24875,-23.436,-2.3185,18.19625
4,10.25,0.14,0.368,14.9885,14.47,6.503,329.7575,92.98,179.238,120.988,-19.59575,-2.39225,19.14875
4,10.75,0.15,0.538,15.558,14.868,6.198,427.39375,127.4065,298.0895,132.403,-20.45675,-1.92025,20.19875
4,11.25,0.19,0.656,15.89575,14.6865,5.59725,429.277,101.47025,192.2785,117.364,-22.826,-1.67,21.35125
4,11.75,0.151,0.686,16.12675,15.056,5.465,328.63,82.6055,167.3785,109.667,-25.249,-1.6805,22.3395
4,12.25,0.17,0.55,16.7035,15.401,5.274,363.306,100.4605,168.961,111.74,-24.7575,-1.525,23.462
4,12.75,0.171,0.64375,16.945,16.1575,5.3005,299.64625,107.404,185.17125,131.147,-12.787,-1.4725,24.38125
4,13.25,0.2,0.74125,16.514,16.2115,5.041,339.1925,88.3055,152.359,130.96125,-32.17725,-1.465,24.90875
4,13.75,0.16125,0.67125,16.1695,15.84375,5.105,287.53625,73.937,127.8455,108.75375,-11.24175,-1.46,25.5175
4,14.25,0.17,0.661,15.69675,15.763,5.23475,237.84375,80.569,114.59325,87.017,-33.3565,-1.5245,25.865
4,14.75,0.16,0.555,15.2335,15.36875,5.095,225.32,48.7985,29.376,117.0525,-24.881,-1.2305,26.13625
4,15.25,0.16125,0.66375,15.3135,15.28875,4.944,211.40875,43.9875,22.716,66.72125,-40.36525,-1.775,26.272
4,15.75,0.171,0.72,15.32475,15.427,4.97425,149.2775,40.1885,18.3175,48.615,-17.053,-1.404,26.298
4,16.25,0.15,0.49,15.21425,15.524,4.98075,115.222,32.62425,-19.99,46.115,-24.858,-1.061,26.284
4,16.75,0.15,0.68625,15.3815,15.43375,5.256,90.025,26.6455,-28.159,23.395,-50.22075,-1.3875,26.21
4,17.25,0.15,0.76,15.0175,15.213,5.41125,50.118,14.7625,-62.312,10.74375,-29.55375,-0.9825,26.074
4,17.75,0.11,0.567,14.22075,14.801,5.61975,7.57125,3.062,-117.93275,-3.63,-27.229,-0.642,25.8
4,18.25,0.08,0.50125,13.443,14.1125,6.264,-7.454,-0.041,-128.7185,-25.815,-39.03675,-1.34225,25.46
4,18.75,0.06125,0.47125,13.149,13.68125,6.913,-9.855,-0.9405,-124.458,-32.9925,-38.92075,-0.973,24.97
4,19.25,0.06,0.336,12.95875,13.318,6.96425,-9.75,-0.88725,-119.263,-40.573,-34.90325,-1.78525,24.312
4,19.75,0.081,0.34,12.981,13.48,6.9935,-9.63025,-1.0945,-116.46325,-61.85,-36.153,-1.34,23.656
4,20.25,0.08,0.275,13.1565,13.184,7.70725,-9.56,-1.4415,-114.97675,-56.067,-28.822,-1.123,23.026
4,20.75,0.08,0.23125,13.183,13.03,7.775,-9.6695,-1.674,-112.692,-60.29375,-39.0895,-2.55375,22.454
4,21.25,0.0515,0.2515,12.544,12.5295,7.80475,-9.661,-1.62525,-111.776,-67.808,-41.37,-2.99,21.896
4,21.75,0.06,0.21375,12.5025,12.415,7.828,-9.3135,-1.5895,-112.736,-82.79625,-35.28175,-0.9435,21.392
4,22.25,0.05,0.13,11.914,12.17,7.74025,-9.34625,-2.1115,-110.5725,-105.1295,-19.18,-2.36,20.926
4,22.75,0.05,0.123,11.71925,12.1115,7.5485,-9.425,-1.872,-111.055,-138.911,-31.55,-1.39,20.482
4,23.25,0.06,0.16125,11.5975,11.94375,7.472,-9.49925,-2.55,-109.204,-99.0675,-36.328,-1.542,20.068
4,23.75,0.0515,0.1915,11.018,11.54,7.37225,-9.069,-2.47825,-107.22325,-98.121,-38.13,-1.2,19.662
5,0.25,0.04,0.1665,14.4255,15.0875,8.77225,-9.7085,-2.915,-106.8445,-108.1815,-47.974,-4.215,24.1345
5,0.75,0.05,0.141,14.241,14.909,8.76425,-9.56125,-2.799,-103.8525,-109.624,-73.4085,-3.4065,23.765
5,1.25,0.04,0.091,13.5975,14.441,8.4785,-9.32875,-2.7325,-103.3525,-110.5215,-44.793,-3.548,23.3925
5,1.75,0.04,0.1455,13.7085,14.5395,8.195,-8.872,-1.8325,-102.34,-94.5725,-30.553,-1.371,23.0965
5,2.25,0.04,0.152,13.447,14.342,8.867,-9.14,-2.85,-101.265,-86.865,-23.2355,-2.3785,22.861
5,2.75,0.04,0.131,13.076,13.8265,9.1775,-9.518,-2.8285,-97.692,-118.528,-32.295,-2.0675,22.584
5,3.25,0.05,0.1355,12.696,13.465,9.3955,-9.42875,-2.2135,-98.798,-68.93,-38.4675,-1.96,22.3125
5,3.75,0.0455,0.1665,12.738,13.5915,8.8575,-8.82575,-2.16,-97.176,-108.092,-28.581,-3.25375,21.9385
5,4.25,0.04,0.11525,12.64525,13.458,9.08475,-8.86025,-1.99675,-96.5935,-89.94375,-26.226,-2.372,21.5435
5,4.75,0.05,0.14,12.67875,13.311,9.72825,-6.04,-1.24875,-93.299,-91.83475,-42.1025,-3.524,21.175
5,5.25,0.04525,0.16,12.36525,13.2715,9.6855,6.112,2.5245,-82.8935,-57.9445,-24.0145,-1.99175,20.808
5,5.75,0.03,0.1605,13.01725,13.88,9.7765,24.42925,6.7305,-58.662,-75.114,-27.64575,-2.3725,20.547
5,6.25,0.04525,0.16575,13.762,14.37775,9.60125,89.9425,25.78525,-3.0575,-40.5075,-34.14275,-2.3445,20.4685
5,6.75,0.06,0.20525,14.3035,14.98775,9.12575,171.49625,44.362,45.41625,-12.247,-33.659,-3.56025,20.463
5,7.25,0.07,0.2,14.99925,15.522,8.34225,233.355,58.995,86.33475,8.3785,-54.82625,-4.31675,20.57
5,7.75,0.09,0.35,15.685,16.106,8.2925,346.88375,84.99525,141.25225,33.87625,-29.0055,-2.84575,20.7515
5,8.25,0.10525,0.52525,16.63175,17.043,7.793,380.83525,104.8635,191.55525,69.02875,-32.03,-2.358,21.085
5,8.75,0.13,0.53,17.2865,17.48975,7.13075,378.09875,104.33025,177.1235,99.54125,-42.876,-3.765,21.6105
5,9.25,0.15525,0.7115,17.82,18.245,6.98675,378.42125,98.064,179.90425,119.01875,-18.407,-2.02725,22.3465
5,9.75,0.1505,0.76,18.18925,18.56175,6.6905,479.64175,119.5305,232.59,127.232,-28.074,-1.79025,23.283
5,10.25,0.2,0.7405,18.6805,18.91575,6.68025,631.5105,149.05475,297.66075,173.5245,-28.891,-2.019,24.303
