DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_OUT,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,CO2,LW_IN,LW_OUT,VPD
1,0.25,0,-6.0641916565,-56.7472,0,-39.7291025,-1.89006025,55.9198175,0.02016,96.63832,0,-39.4926,0,-2.34582375,0.207109875,-16.7542,-17.3505,-27.44905,-20.11295,-12.824224875,-22.336375,401.10085,160.22,155.328,0.0216232
1,0.75,0,-8.30749311485,-53.28721,0,-39.72805,-1.91658,56.0284,0.0210125,96.516455,0,-34.198275,0,-2.3445175,0.20587,-16.757745,-17.0511,-27.3614,-20.32685,-12.99975875,-22.0644,403.931845,160.0735,155.354,0.02315738
1,1.25,0,-6.145956422575,-53.35332143875,0,-39.729275,-1.89276,55.268275,0.017825,96.4823,0,-34.4059525,0,-2.34467,0.2127788,-17.571725,-17.2376,-28.0878,-20.36535,-13.070898625,-22.64955,400.36088,159.8655,155.38975,0.062202875
1,1.75,0,-6.789619,-52.67992,0,-39.728,-1.87996,54.920425,0.021575,96.64595,0,-29.575225,0,-2.3593,0.192226,-17.64668,-17.32875,-28.47655,-20.21185,-13.140701,-22.699875,402.92059,159.85,155.7905,0.030256525
1,2.25,0,-5.3156969242,-48.8395819105,0,-39.728475,-1.8905075,54.946325,0.0250175,96.493385,0,-30.7684525,0,-2.364665,0.2182266,-17.6859875,-17.4071,-28.67545,-20.0587,-13.19901075,-22.721475,404.8851825,160.4115,155.3865,0.028329475
1,2.75,0,-11.3491,-46.59027218375,0,-39.727375,-1.9136175,55.55505,0.019325,96.644155,0,-28.35997,0,-2.3739125,0.203087375,-17.72128,-17.467575,-28.80915,-20.0896,-13.25409425,-22.9524,404.389175,160.84,155.37575,0.070036425
1,3.25,0,-14.6587144255,-53.716675684,0,-39.72572,-1.92326375,55.5388175,0.0197525,96.51944,0,-27.79058,0,-2.380705,0.20385045,-17.75627,-17.533775,-28.9178575,-20.1575,-13.30776775,-23.20250375,404.36814,160.5225,155.07375,0.030069475
1,3.75,0,-5.802568,-51.646395,0,-39.726055,-1.921675,54.3916625,0.019755,96.6180425,0,-26.72963,0,-2.39502125,0.192287475,-17.7844325,-17.5928,-29.01179,-20.22349,-13.358339375,-23.3011625,404.963205,160.18225,156.02425,0.066382325
1,4.25,0,-10.6779684949,-51.86941956025,0,-39.7242025,-1.94522475,55.43712,0.019615,96.60796,0,-24.8616,0,-2.3897115,0.19423205,-17.81917,-17.6594,-29.0929175,-20.282585,-13.406318625,-23.374665,404.99491,160.15475,156.13475,0.07069065
1,4.75,0,-4.75520449645,-52.1931965375,0,-39.7247825,-1.93707975,55.8696,0.01796,96.59105,0,-26.81339,0,-2.3842655,0.210863,-17.7898875,-17.721825,-29.1960225,-20.3468725,-13.459902875,-23.4315575,404.59339,161.20075,155.49,0.0496913
1,5.25,0,-4.7080228688,-52.128781675,0,-39.72556,-1.94698975,55.447885,0.020815,96.555125,0,-30.001075,0,-2.4025885,0.18558195,-17.7094025,-17.787575,-29.4425375,-20.4051125,-13.51091225,-23.47571875,405.630695,160.77275,155.4155,0.0629874
1,5.75,0,-6.3238615,-53.21603883925,0,-39.7252275,-1.95172025,55.5114675,0.0207,96.59541,0,-30.2303,0,-2.395595,0.195292875,-17.7008175,-17.847325,-29.620125,-20.5020725,-13.561491,-23.498045,405.671725,160.879,155.238,0.071253975
1,6.25,0,-9.367113182,-43.8216,0,-39.7275825,-1.975973,55.34527,0.023025,96.59876,0,-30.45025,0,-2.38735475,0.1857797,-17.7823875,-17.91305,-29.6069825,-20.6170025,-13.618083875,-23.73209711425,404.81792,162.292,155.248,0.071669525
1,6.75,0,-7.358577523,-51.526429375,0,-39.7273825,-1.98209775,55.50482,0.01719,96.56004,0,-33.40654,0,-2.39564875,0.185415025,-17.8924825,-17.9718,-29.5942025,-20.72343,-13.6895385,-23.9000225,405.3892475,161.972,155.6295,0.06277415
1,7.25,0,-3.8960125,-48.686618236,0,-39.7291675,-1.966459,54.71886,0.02026,96.550775,0,-31.37985,0,-2.40049425,0.1854328,-18.003135,-18.04435,-29.4368625,-20.825065,-13.758974875,-23.62900625,405.01854,161.13175,156.68275,0.039634975
1,7.75,0,-4.0895152425,-43.15518549325,0,-39.728095,-1.977985,54.85256,0.018315,96.55737,0,-29.40771,0,-2.4120255,0.21367375,-18.0784225,-18.108375,-29.1898175,-20.876155,-13.819995125,-23.71683125,404.04136,160.42425,157.33575,0.070778975
1,8.25,0,-5.018188,-61.4931593485,0,-39.7301125,-1.96386725,54.06249,0.0204961,96.5337375,0,-31.0394875,0,-2.4226745,0.20447555,-18.1155625,-18.166075,-29.1732375,-20.8038575,-13.86927375,-23.80387,403.617525,160.35825,157.78725,0.071134725
1,8.75,0,-3.851645,-53.74099343,0,-39.7286925,-1.9521465,53.906215,0.0206375,96.5527575,0,-30.43617,0,-2.44283225,0.2033375,-18.1288425,-18.2488,-29.1370375,-20.7802125,-13.913701625,-23.8849525,403.03106,160.59775,157.83275,0.070140075
1,9.25,0,-4.03888732,-46.93689,0,-39.731365,-1.958325,53.74574,0.0220962,96.62052,0,-31.0835825,0,-2.44524075,0.1992816,-18.11862,-18.340175,-29.1560275,-20.83116,-13.950732,-23.977105,403.23572,159.801,157.7185,0.071158175
1,9.75,0,-5.1768326535,-55.11980608875,0,-39.7291825,-2.0105315,55.1491825,0.022135,96.628885,0,-28.3082375,0.1464855,-2.45000425,0.20644735,-18.10596,-18.428825,-29.2862225,-20.8859125,-13.988299625,-24.03345875,404.62916,159.49,157.50275,0.071626725
1,10.25,0,-5.18221475,-71.994745968,0,-39.73083,-2.01616525,55.7894225,0.0219775,96.633025,0.22783275,-28.04793,1.36924475,-2.4586135,0.20438905,-18.0871,-18.514925,-29.4142625,-20.9348125,-14.0208365,-24.06453625,404.7110675,160.492,157.0375,0.0720309
1,10.75,0,-4.3070725,-48.888225,0.336775,-39.7279275,-2.01919575,55.0314575,0.01809,96.6403525,1.15924,-21.1369875,4.738686,-2.458602,0.20899165,-18.06383,-18.597575,-29.526605,-20.9880725,-14.055234875,-24.09005,404.85199,163.79,159.286,0.0729992
1,11.25,0,-4.321953450325,-47.505252406,1.8307,-39.5469025,-1.8842215,54.7716025,0.01579203,96.6452,2.53689,-21.5192,8.849776,-2.3988765,0.190431625,-18.099945,-18.478425,-29.6271575,-21.0351625,-14.114317,-24.11334375,404.93131,163.22575,160.75725,0.082234375
1,11.75,0,-4.84260625,-41.750095,3.2000505,-38.9452775,-1.843479,55.0550875,0.0224,96.62716,3.8313225,-14.73171,13.87792,-2.29300725,0.2141509,-18.17741,-18.60835,-29.718415,-21.07951,-14.163917125,-24.139755,405.04742,164.687,164.4655,0.10056125
1,12.25,0,-4.10941,-45.18497,3.659734,-37.9859825,-1.82906025,54.88162,0.01989327,96.590955,5.311959,-17.38956,17.1148325,-2.203208,0.231109,-18.2357075,-18.58645,-29.71462,-21.118835,-14.203371375,-24.11530875,404.3069875,170.004,169.743,0.106478
1,12.75,0,-2.50124943905,-41.33915,4.122318,-37.530405,-1.79147825,54.744015,0.025145,96.58485,5.97733225,-16.70384,19.4032525,-2.225027,0.2345425,-18.275705,-18.54305,-29.5683025,-21.1513075,-14.22798275,-24.0771725,404.31854,175.07875,173.37925,0.10780625
1,13.25,0,-4.29672,-40.939227095,4.532633,-36.6699325,-1.836453,55.16056,0.021395,96.5905825,6.09337675,-21.897845,20.640065,-2.23432825,0.23706125,-18.2846575,-18.4869,-29.22911,-21.158945,-14.233968,-24.03622,404.17353,177.012,174.4865,0.12690925
1,13.75,0,-2.17070825215,-43.96513098125,4.09924625,-35.768035,-1.8084165,53.913555,0.019215,96.59166,4.8170575,-19.8834575,18.1922425,-2.255686,0.2328459,-18.256765,-18.3991,-28.8237025,-21.12176,-14.228559875,-23.9865925,396.59617,180.074,176.20675,0.1370315
1,14.25,0,-2.5264857933,-40.134824939,2.59025875,-36.2128225,-2.28389625,51.588325,0.02363,96.5881775,3.81947575,-22.2714,14.42939,-2.259101,0.20507535,-18.2515925,-18.288925,-28.446885,-21.0713925,-14.198561125,-23.93423875,390.61199,182.492,177.04425,0.1438985
1,14.75,0,-2.9777926225,-39.473371873,1.35958625,-36.86769,-1.8344345,54.35829,0.02277,96.58726,1.83239025,-27.7570625,6.35689775,-2.24672775,0.20561725,-18.349525,-18.16375,-28.3322875,-21.0079775,-14.052188,-23.84062125,404.07825,182.561,176.1275,0.1250025
1,15.25,0,-3.41209413675,-46.4451336035,0.00350420000000001,-37.4694925,-1.8590455,54.1985275,0.0248,96.58308,0.59192665,-33.5955725,1.74584025,-2.2665825,0.20215285,-18.4308275,-18.0285,-28.3956075,-20.9529375,-13.883144625,-23.57024375,400.5184475,177.34475,172.79,0.10965475
1,15.75,0,-6.362692,-42.6476450665,0,-38.7535275,-1.88136325,56.091975,0.0204475,96.5902025,0.00909229750000002,-36.58358,0.194638525,-2.27887325,0.203723625,-18.45866,-17.8794,-28.012375,-20.92939,-13.677902,-23.3053,404.003315,172.04125,168.7365,0.0885021
