DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,SLE,G,TS_1,TS_2,TS_3,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1
1,0.25,0.261736,-1.201,2.28486,0.59701566665,0.604794,-0.004760556,-25.5824,4.4215,-0.011268095,-3.703582672,0.093,0.069,0.03,72.694072527,83.6928,409.70604369,-45.606,0.024,0,1.089,258.9,301.6,5.2191918657,-0.0756887,0.97694025705,0.8553273408,0.29108324205,-1.017,0.3459606657,0.1,0.5,1.35,2.9,4.3
1,0.75,0.267502,-1.234,2.21347,0.6773735556,0.689614,-0.004296111,-25.8952,6.86738,-0.015357703,-3.463938382,0.095,0.068,0.025,72.480303115,83.6928,409.676237775,-42.9115745,0.027,0,1.022,257.3941,299.6,5.1766573816,-0.06563425,0.9732661506,0.8182200193,0.2691211623,-1.086,0.3562302626,0.1,0.5,1.35,2.9,4.3
1,1.25,0.251508,-1.257,2.05890751185,0.6404213333,0.679882,0.0012772222,-26.63080426,4.851685,-0.009998315,-3.105727268,0.093,0.071,0.026,73.530285265,83.6804,409.97625086,-45.9007637,0.021,0,0.932,255.2,299.84175,5.1159704002,-0.06016545,0.89948289935,0.87431858815,0.27780443375,-1.2366995,0.37104828825,0.1,0.5,1.325,2.9,4.3
1,1.75,0.2372745,-1.421,2.10023,0.49742116665,0.511877,-0.00159635,-26.13295,6.18593,0.0323967686,-3.628068065,0.091,0.073,0.024,73.38419649,83.6411,409.66384842,-46.785,0.019,0,1.063,254.3,300.4,5.1997814784,-0.0661855,0.8869595186,0.85753874815,0.2734402793,-1.34,0.37405413975,0.1,0.5,1.3,2.9,4.3
1,2.25,0.256654,-1.456,2.41663,0.4993088889,0.550278,0.0011611111,-24.96175,4.00253,-0.031649863,-3.529555061,0.095,0.061,0.016,74.041811387,83.64945,409.54042806,-45.67,0.022,0,1.118,255.4542,300.2,5.0789533366,-0.0867599,0.872051604,0.8474839232,0.2599803839,-1.3514495,0.3550899973,0.1,0.5,1.3,2.9,4.3
1,2.75,0.229598,-1.2725,2.26441,0.5819115556,0.5584455,0.00737305555,-25.6153,4.95304,-0.008794241,-3.6690623275,0.0575,0.0545,0.0115,73.959006477,83.6845,409.695657085,-46.23403925,0.02,0,0.988,255.08655,298.39954,5.0372744301,-0.07320425,0.8851011242,0.842809587,0.2505797278,-1.107,0.3319465318,0.1,0.5,1.3,2.9,4.3
1,3.25,0.254504,-1.223,2.23767811025,0.53304616665,0.54722,0.0053411111,-22.7081,5.63411,-0.041344641,-3.824784104,0.067,0.063,0.009,73.172547713,83.7134,409.54512,-44.088,0.013,0,0.959,258,298.6,5.17548108845,-0.0723757,0.8628731077,0.795871849,0.2721113743,-1.3635,0.3313472499,0.1,0.5,1.325,2.9,4.3
1,3.75,0.206585,-1.379,2.06014,0.5826043333,0.583108,0.00452833335,-23.9332,4.1518747035,-0.034464445,-3.556158932,0.078,0.058,0.003,73.782953203,83.7152,409.65220824,-44.17,0.02,0,1.037,251.6,299.5,5.1489525045,-0.0603869,0.8633452217,0.80417463865,0.242592036,-1.494,0.3215664784,0.1,0.5,1.35,2.9,4.3
1,4.25,0.19964,-1.395,2.0639967889,0.54771005555,0.514702,0.0019892701,-23.5435,5.960775,0.004993919,-3.6181874465,0.0865,0.0555,0.002,73.7546543445,83.70766,409.76281065,-40.729,0.022,0,1.059,258.0565,299.55,5.0829709545,-0.04390845,0.88161729005,0.7807026418,0.25503610135,-1.204,0.3309903228,0.1,0.5,1.325,2.9,4.3
1,4.75,0.228661,-1.497,1.858795,0.4951914444,0.596287,0.0022061111,-21.76158866,5.52835,-0.019185559,-3.838035549,0.0895,0.064,0.007,74.023123677,83.6821,409.93900448,-41.344,0.016,0,0.9805,261.65795,299.4646,5.0429695869,-0.06265485,0.8876614679,0.81400157705,0.2648253526,-1.2175,0.3135300624,0.1,0.5,1.3,2.9,4.3
