DOY2,HR2,CO2,H2O,FC,SC,NEE,G_1_1_1,G_1_2_1,G_1_3_1,H,LE,SH,SLE_1_1_1,SLE_2_1_1,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,SW_IN_1_1_1,SW_IN_2_1_1,SW_OUT,TAU,U_SIGMA,V_SIGMA,W_SIGMA,USTAR,WS,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1
1,0.25,391.85472875,1.187227,0.105214,-0.031944,0.112656,-4.0707,-5.74335,-2.93345,-18.02555,-0.3438515,-0.93050925,-0.17965375,-0.18805375,100.199997,72.430172,-17.004004,0.14186725,-16.7939995,1.2028065,193.824398,233.69749075,0,0,0,0,0,-0.08643375,0.327779,0.309136,0.103035,0.079049,0.9954065,-1.7028,-1.4325,-0.842635,0.1425,1.74025,2.57065,3.564,6.125,7.532925,1.0392,1.342,1.389,2.007,3.06875,4.11965,4.9781,6.93625,7.623475,-3.861225,-3.0647,-2.1511,-0.6255225,1.555725,-0.3411325,0.189505,1.116425,1.85415,2.975575
1,0.75,389.844498,1.1766785,0.1168255,-0.033216,0.119232,-4.0716,-5.7332,-2.94025,-17.8778,-0.3516285,-0.89331625,-0.17499475,-0.187397,100.199997,72.524441,-17.460749,0.1448625,-16.8514995,1.193913,193.78192875,231.7720945,0,0,0,0,0,-0.0863205,0.328956,0.3159605,0.102,0.079811,0.99040225,-1.693,-1.4505,-0.84092,0.13775,1.75305,2.5879,3.5724,6.12885,7.53005,1.03465,1.353,1.386,2.016,3.0885,4.1227,5.00425,6.9435,7.64,-3.899725,-3.017125,-2.1423,-0.65338,1.558225,-0.3606225,0.184875,1.104625,1.845025,2.973175
1,1.25,390.2472535,1.150489,0.1115625,-0.034363,0.10459875,-4.0692,-5.7246,-2.9211,-18.46205425,-0.20117675,-0.911161,-0.186398,-0.1875855,100.199997,72.34650075,-17.37774875,0.1355,-17.15375,1.1711095,195.905243,232.023567,0,0,0,0,0,-0.0906975,0.33680725,0.307814,0.10370175,0.077794,1.033086,-1.744675,-1.427325,-0.84675,0.13875,1.72495,2.5837,3.54905,6.1276,7.5339,1.0335,1.354075,1.39415,2.0178,3.076575,4.101375,4.980025,6.9286,7.621125,-3.89415,-3.0184,-2.15705,-0.628495,1.567425,-0.3729575,0.18611,1.1085,1.8559,2.97775
1,1.75,389.8877565,1.14362175,0.12628075,-0.028812,0.1359445,-4.0719,-5.7214,-2.9199,-18.771382,-0.2872755,-0.873073,-0.18036675,-0.1799855,100.2074985,72.405249,-17.44474625,0.135315,-17.45399975,1.15663525,192.307892,232.024078,0,0,0,0,0,-0.0943865,0.33133075,0.301922,0.10058425,0.08285625,0.97446425,-1.7152,-1.441925,-0.820625,0.128,1.746475,2.5745,3.559775,6.1325,7.54,1.0275,1.349125,1.400125,2.02105,3.08715,4.106775,4.9822,6.91475,7.61625,-3.89495,-3.1028,-2.130125,-0.634125,1.5591,-0.37159,0.18621,1.108,1.86445,2.9811
1,2.25,389.609009,1.13246175,0.1202325,-0.026284,0.11989175,-4.08575,-5.7424,-2.9224,-17.4817955,-0.4160705,-0.9039415,-0.1697535,-0.18428925,100.26999875,72.73689625,-17.75250475,0.136683,-17.70575075,1.14615675,195.070404,231.4475405,0,0,0,0,0,-0.0925655,0.3491795,0.295688,0.103954,0.085188,1.068232,-1.73595,-1.459275,-0.8451175,0.1345,1.74835,2.577225,3.58465,6.126875,7.54,1.04295,1.355,1.4023,2.0195,3.083475,4.095475,4.982325,6.9373,7.640675,-3.85545,-3.1426,-2.1206,-0.618075,1.56295,-0.36953,0.19148,1.11205,1.85955,2.983925
1,2.75,389.76424425,1.11827475,0.085317,-0.0262445,0.099892,-4.07595,-5.7135,-2.9312,-18.27129925,-0.37901075,-0.845155,-0.148437,-0.16743875,100.269997,72.6350025,-18.088004,0.142879,-17.88575025,1.12951175,194.7372055,231.4231795,0,0,0,0,0,-0.0910185,0.3424515,0.3086725,0.103268,0.0845995,0.96224475,-1.723125,-1.473725,-0.83225,0.12325,1.7385,2.585075,3.5795,6.14,7.541425,1.053625,1.3481,1.3872,2.0133,3.096375,4.11795,4.99,6.93735,7.63865,-3.8628,-3.1516,-2.11715,-0.626695,1.56525,-0.3811775,0.181475,1.11415,1.859925,2.9814
1,3.25,389.4072495,1.098057,0.09752925,-0.023642,0.1094045,-4.079225,-5.75215,-2.923175,-17.140956,-0.2980215,-0.817985,-0.160787,-0.171139,100.260002,73.132248,-18.338995,0.133,-18.1580005,1.110417,194.623169,229.998726,0,0,0,0,0,-0.09525175,0.35386975,0.31334025,0.1010525,0.086507,0.924717,-1.7425,-1.5002,-0.8267175,0.1335,1.75,2.57985,3.56865,6.1188,7.53425,1.0228,1.354875,1.378,2.011,3.076175,4.10985,4.986875,6.916,7.6291,-3.8803,-3.13405,-2.099075,-0.6202175,1.56635,-0.36923,0.195545,1.1119,1.86165,2.977525
1,3.75,389.6133345,1.1003155,0.1113535,-0.026703,0.1145275,-4.0721,-5.7224,-2.92865,-16.69753575,-0.24587,-0.86407025,-0.1503385,-0.15822925,100.260002,73.1519985,-18.964003,0.1309815,-18.39749925,1.11128625,196.9921345,228.8687135,0,0,0,0,0,-0.092558,0.32723975,0.306721,0.1023035,0.08227475,0.977138,-1.754125,-1.51775,-0.846005,0.119,1.74095,2.578275,3.57495,6.11575,7.5433,1.0476,1.349,1.411075,2.0085,3.073375,4.113,4.96985,6.93175,7.6373,-3.8798,-3.14165,-2.0833,-0.610845,1.56235,-0.348885,0.20475,1.10165,1.8575,2.98025
1,4.25,389.078003,1.08117375,0.127408,-0.027731,0.12978025,-4.075325,-5.73355,-2.914375,-17.776888,-0.27246625,-0.79087325,-0.15307475,-0.1670755,100.2575015,73.3902515,-18.545996,0.133915,-18.26750025,1.10309175,195.7053905,227.890663,0,0,0,0,0,-0.09147275,0.325,0.305942,0.1082455,0.083598,1.055177,-1.7615,-1.51425,-0.84384,0.144,1.742,2.583425,3.5832,6.144775,7.54,1.05995,1.35895,1.38915,2.0105,3.094825,4.1149,4.977575,6.9367,7.63,-3.89785,-3.16265,-2.0638,-0.611035,1.560525,-0.3590675,0.1962925,1.1049,1.855325,2.97665
1,4.75,389.623993,1.07629475,0.110561,-0.02737425,0.124214,-4.071825,-5.712025,-2.915675,-17.30444575,-0.3324785,-0.90413475,-0.14783825,-0.160398,100.2575015,73.77733625,-18.71425075,0.129422,-18.339999,1.0918535,194.704712,228.1501845,0,0,0,0,0,-0.095379,0.31463975,0.29776725,0.1056295,0.0839355,1.0651275,-1.78115,-1.54335,-0.854605,0.13175,1.7353,2.575275,3.568575,6.13185,7.53,1.027575,1.34275,1.396225,1.9965,3.0666,4.09545,4.99275,6.9231,7.63,-3.9108,-3.19175,-2.053525,-0.6140375,1.570725,-0.3547775,0.206825,1.09685,1.85425,2.975925
