DOY2,HR2,WS,T_SONIC,H2O_1_1_1,LE_1_1_1,FC_1_1_1,CO2_1_1_1,TAU,USTAR,SC,H,NETRAD,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_DIF,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,RH_1_5_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TS_1_1_A,TS_2_1_1,TS_3_1_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_6_1_1,TS_6_1_2,TS_6_2_1,TS_6_3_1,PA,FC_1_1_2,CO2_1_1_2,H2O_1_1_2,LE_1_1_2
1,10.5,0.9,-17.28,0.7,-3.855133236521,-0.8,368.435,-2.543,0.2123,-1.98,-22.7225,-6,69.62,16.6,62.55,37.06,37.4725,37.8975,32.2675,42.49,-15.6046153846154,-16.755,-16.73,-16.535,-17.05,-2.3,1.1175,0.6,-0.2425,0.6,1.3575,2.455,-0.4,1.6,3,-0.745,-0.3,2.2,2.8,96.76505,-2.6711,410.02,0.550015,-0.949433317372799
1,11.5,0.9135,-16.04,0.7,-2.63602710789,-0.8,367.8575,-2.775725,0.227,-1.7,-17.105,-2,82.5,23.8,59.5,32.8025,33.4,33.3,26.5425,37.9475,-15.3190909090909,-15.905,-15.8590909090909,-15.3325,-15.3647727272728,-2.05,1.1,0.6,-0.2,0.62,1.355,2.5,-0.4,1.6,3,-0.6,-0.2,2.2,2.8,96.7602928248355,-2.136225,409.855,0.46139,0.4990424579972
1,12.5,1.1,-15.1325,0.67,-3.365193233432,-1.3,367.325,-2.8528,0.2388,-1.9275,-24.2,-5.675,90.40375,22,70.05,30.475,29.9375,30.4875,22.4375,34.2275,-14.6008333333333,-14.9525,-14.795,-14.465,-14.6,-2,1.1,0.6,-0.1,0.62,1.355,2.455,-0.3,1.6,3,-0.5,-0.2,2.2,2.8,96.7002,-2.03995,410.0725,0.468575,-3.6233181989425
1,13.5,1,-14.58,0.765,-3.25922385996675,-1.2,367.1,-2.7978,0.273025,-1.5325,-30.1425,-8.975,75.425,20.25,58,28.625,27.33,28.8125,20.275,32.975,-13.3,-14.4576923076923,-14.28,-14.3323076923077,-14.055,-1.8,1.1,0.6,-0.1,0.615,1.35,2.45,-0.3,1.6,3,-0.4,-0.16,2.2,2.8,96.6624,-1.957625,409.8675,0.50208,-5.8867424939775
1,14.5,0.92,-14.26,0.7,-4.58387439997785,-0.8975,367.4,-2.7725,0.2438,-1.2,-54.525,-15.45,46.4645,14,42.475,26.98,25.94,28.21,21.35,34.1,-12.3727272727273,-14.6,-14.3025,-14.4136363636363,-14.155,-1.755,1.1075,0.6,-0.1,0.6175,1.3,2.45,-0.3,1.6,3,-0.4,-0.16,2.2,2.8,96.65453875,-1.1225,409.81,0.531195,-8.349857015692
1,15.5,0.9,-14.6,0.8,-5.63678942424,-1.06,367.55,-2.394,0.19852,-1.165,-58.7975,-48.325,19.374,6.13,24.475,27.745,27.3175,28.94,22.89,37.3575,-12.1995833333334,-14.741875,-14.6025,-14.605,-14.5,-1.7,1.1,0.6,-0.1,0.6,1.3,2.4,-0.3,1.6,3,-0.35,-0.1575,2.2,2.8,96.5194,-0.895565,409.88,0.590425,-4.95459868010625
1,16.5,0.7,-14.91,0.8,-6.15785758428,-0.7,367.5,-2.39155,0.12235,-0.8025,-86.44,-77,0.95,0,10,30.6,29.24,31.4525,27.825,43.21,-13.0138461538461,-15.05,-14.86,-15.115,-15.3225,-1.9,1.055,0.6,-0.2,0.6,1.355,2.4,-0.3,1.6,3,-0.4,-0.2,2.2,2.8,96.50225,-0.257925,409.98,0.6111,-3.855679646604
1,17.5,0.629,-15.6975,0.8,-6.8208653393595,-0.5225,367.91,-2.199525,0.073,-1.2,-83.93,-82.0465,0,-0.94,10,33.9,33.34,36.12,32.75,47.735,-13.5081818181818,-15.975,-15.655,-16.21,-16.5225,-2,1.1,0.6,-0.2,0.6,1.4,2.4,-0.3,1.6,3,-0.4,-0.2,2.2,2.8,96.5683,-0.33096,409.7,0.6043125,-5.552110266032
1,18.5,0.6,-16.2,0.7,-7.445482705425,-0.91,367.845,-2.2384,0.0604,-1.4,-94.85,-81,0,-1,10,36.1125,35.49,37.91,35.69,49.3,-13.4341666666667,-16.6,-16.195,-16.71,-17.4247916666667,-2,1.1,0.6,-0.2,0.6,1.4,2.4,-0.3,1.6,3,-0.4425,-0.2,2.2,2.76,96.596,-0.5457325,410.4625,0.6023375,-5.437169795495
1,19.5,0.6,-16.9,0.7,-6.2884414133037,-0.7325,368.085,-2.422575,0.06415,-1.1,-97.2825,-81,0,-1.1,10,38.125,36.6625,39.98,37.35,51.3,-13.5538461538462,-17.2792307692308,-16.9,-17.5,-18.4175,-2.0125,1.1,0.6,-0.2,0.6,1.4,2.4,-0.3,1.6,3,-0.5,-0.2,2.2,2.76,96.66425,-0.6058625,410.575,0.596385,-7.875680221724
1,20.5,0.6,-17.29,0.7,-6.4122124282107,-0.6,368.2325,-2.2156,0.06635,-1.2,-88.34,-78,0,-1.1075,10,40.7,39.68,40.3725,39.3675,52.2675,-16.0136363636364,-17.68,-17.1745454545455,-17.9,-18.8,-2.1,1.04,0.6,-0.2,0.525,1.4,2.4,-0.3,1.6,3,-0.545,-0.2,2.2,2.7,96.6733,-1.1148,410.58,0.68532,-9.0801607887225
1,21.5,0.661,-17.65,0.7,-5.5117554044868,-0.6625,368.4275,-2.16055,0.082825,-1.245,-87.075,-79,0,-1.1,10,42.8975,41.96,44.5575,40.75,55.6,-17.235,-17.81375,-17.72,-18.4275,-19.1175,-2.2,1.1,0.6,-0.14,0.525,1.4,2.4,-0.3,1.6,3,-0.6,-0.2475,2.2,2.7,96.667875,-0.21737,410.82,0.736215,-9.111785304951
1,22.5,0.7,-17.7,0.7,-5.638497629439,-0.5025,368.415,-1.93755,0.08,-1.3525,-88.64,-78.2,0,-1.21,10,43.89,43.1,46.0525,44.7125,55.235,-17.9407692307692,-18.2717307692307,-18.2661538461539,-18.9892307692308,-19.6525,-2.2,1.1,0.6,-0.14,0.525,1.4,2.4,-0.3,1.6,3,-0.6,-0.3,2.2,2.7,96.66,-0.36653,410.935,0.7197,-7.27832097264
1,23.5,0.6,-17.9,0.635,-6.4612443507474,-0.58,368.03,-2.06315,0.0643,-1.2,-88.76,-76,0,-1.15,10,43.835,43.2,45.985,45.625,55.32,-18.0918181818182,-18.5772727272727,-18.6159090909091,-19.4,-20.3,-2.2,1.0275,0.6,-0.14,0.525,1.4,2.4,-0.34,1.6,3,-0.6,-0.3,2.2,2.7,96.668575,-0.8191375,410.62,0.70294,-8.062792959224
2,0.5,0.645,-15.54,0.5,-7.6190050557625,-0.8,369.565,-2.272275,0.07455,-1.3,-83.635,-77.975,0,-1.255,9,36.03,36.71,39.54,40.16,46.85,-16.2875,-16.22,-16.490625,-17.1458333333333,-18.11,-2,0.1,0.6,-0.03,0.495,1.3,2.2,-0.4,1.37,2.5,-0.3,-0.1,1.945,2.4,96.5935,-0.0888775,412.79,0.894115,-4.02534508074772
2,1.5,0.7,-15.655,0.3125,-7.4969709461489,-0.3875,369.22,-2.103725,0.062475,-1.4,-77.48,-75,0,-1.0525,9,38.68,40.5425,42.2,42.43,48.3675,-16.6969230769231,-16.6192307692308,-17.0607692307692,-18.1715384615385,-18.6,-2.1,0.0900000000000002,0.6,-0.0324999999999999,0.5,1.3,2.2,-0.4,1.4,2.5,-0.3,-0.1,2,2.4,96.6074,-0.804015,412.275,0.564335,-6.684422302875
2,2.5,0.71,-15.8,0.5,-6.96992944912825,-0.4125,369.1,-2.04615,0.0559,-1.4,-78.39,-74,0,-1.1,9,39.6525,41.74,43.3025,42.32,48.57,-16.9786363636364,-16.9,-17.3611363636364,-18.22,-19.1,-2.17,0.0925000000000001,0.6,-0.1,0.4925,1.3,2.2,-0.4,1.3675,2.5,-0.3,-0.1,2,2.4,96.59765,-0.7928275,412.01,0.51015,-8.533523699534
2,3.5,0.7,-16.3875,0.4,-6.4595056365108,-0.3975,369.3225,-1.99845,0.04843425,-1.0375,-73.765,-73,0,-1,9,40.9,40.9525,44.305,44.4,50.37,-17.1152083333333,-17.2933333333333,-17.8604166666667,-18.625,-19.5,-2.2,0,0.6,-0.1,0.4925,1.3,2.2,-0.4,1.3675,2.5,-0.3,-0.14,2,2.4,96.565875,-0.7928725,411.1275,0.501805,-7.862970441023
2,4.5,0.6,-16.4,0.3,-5.687255333296,-0.3775,369.25,-2.1405,0.05,-1.2825,-81.4875,-74,0,-1.4,9,42.135,40.635,44.0125,45.4,50.83,-17.1184615384615,-17.5,-17.925,-18.9048076923077,-19.6,-2.275,0.1,0.6,-0.1325,0.4925,1.3,2.2,-0.4325,1.3,2.5,-0.3,-0.14,2,2.4,96.5911,-0.7236275,411.1275,0.499005,-6.155891096397
2,5.5,0.6,-16.9,0.3,-5.604113467341,-0.2,368.2675,-2.032175,0.054,-1.3075,-76.41,-74,0,-1.4,9,43.1,42.795,44.695,45.5,52.9,-16.9625,-18.0613636363637,-18.345,-19.1,-19.9,-2.4,-0.1,0.6,-0.1325,0.4925,1.3,2.2,-0.4325,1.3,2.5,-0.3325,-0.14,2,2.3675,96.625825,-0.49953,411.1975,0.563985,-7.63958665041125
2,6.5,0.6,-17.05,0.275,-5.876867388576,-0.4,368.8,-2.076525,0.05165,-1.22,-71.495,-73,0,-1,10,43.6875,43.545,45.89,47.2,53.39,-17.3539583333333,-18.1679166666667,-18.7070833333333,-19.3058333333333,-20.2125,-2.375,0.18,0.6,-0.0699999999999999,0.4925,1.3,2.2,-0.4325,1.3,2.5,-0.4,-0.14,2,2.3675,96.602075,-0.28856,411.585,0.550435,-6.3854783921405
2,7.5,0.6,-17.0325,0.27,-4.297916370524,-0.3,368.725,-2.123975,0.07958125,-1.1,-56.285,-42.075,8.99,0,15,43.3875,43.795,44.24,44.4875,53.11,-16.5976923076923,-18.1,-18.2138461538461,-18.8,-19.7125,-2.4,0.085,0.6,-0.075,0.4925,1.3,2.2,-0.4325,1.3,2.5,-0.4,-0.14,2,2.3675,96.62165,-0.55068,411.17,0.5024375,-5.004794882324
2,8.5,0.72475,-16.7,0.26,-3.5672912097625,-0.5,369.125,-2.5718,0.13144,-1.4975,-35.1,-12.125,33.84,7,39,38.91,40.1375,40.4,38.77,47.195,-14.7893181818182,-17.11,-17.1775,-17.3897727272727,-18.3,-2.3,0.1,0.6,-0.0699999999999999,0.4925,1.3,2.2,-0.4325,1.3675,2.5,-0.4325,-0.2,2,2.4,96.545,-1.9445,411.905,0.4921825,-0.50558542353906
2,9.5,1,-15.58,0.4,-2.61780182384075,-0.4,369,-2.656525,0.223125,-1.685,-19.0075,-5.975,53.075,11.425,59,33.4,32.5425,35.2975,33.615,39.72,-12.6122916666666,-15.4,-15.6,-15.485,-15.56,-2,0.2,0.6,-0.0974999999999998,0.4925,1.3,2.2,-0.4325,1.4,2.5,-0.4325,-0.2,2,2.4,96.645535,-2.836925,412.2,0.45856,-3.9008150678496
2,10.5,1.1,-14.2,0.4,-0.8868414645835,-0.8,369.155,-2.90605,0.24,-1.6,-16.045,4,87.7075,17.56,96.275,29.76,29.0425,31.7,27.52,34.59,-11.2730769230769,-14.4538461538462,-14.4,-14.165,-14.71,-1.8,0.1,0.6,-0.105,0.495,1.3,2.2,-0.43,1.4,2.5,-0.4,-0.18,2,2.4,96.644,-3.907825,411.5,0.330975,-2.2155776061325
2,11.5,1,-13.3,0.425,-0.73750447215,-0.8,369.17,-3.253,0.25,-1.56,-10.655,12.05,105.93,28.07,107.85,25.9925,25.125,26.92,21.23,30.2,-10.1336363636364,-13.18,-13.11,-12.7,-13.7,-1.5,0.2025,0.6,-0.0899999999999999,0.5,1.3,2.3,-0.4,1.4,2.5,-0.23,-0.18,2,2.4,96.63775,-4.1539,411.085,0.427,-0.732664498419776
2,12.5,1.1,-12.345,0.5,-0.7892454689727,-1.2,368.6075,-3.1596,0.23595,-1.5275,-11.61,11,118.06,33.5,94.4,22.7625,23.08,24.665,19.4,27.805,-9.79041666666667,-12.2975,-12.4,-11.7875,-12.615,-1.4,0.1,0.6,-0.0649999999999999,0.5,1.3,2.3,-0.3325,1.4,2.5,-0.2325,-0.1425,2,2.4,96.5319544,-4.038225,411.06,0.33072,-0.97591901907202
2,13.5,1.08275,-11.635,0.5,-0.2503851068699,-0.8075,367.975,-3.1045,0.22895,-1.1175,-17.0375,8,94.65,25.48,79.275,21.22,21.18,22.555,17.1,26.2,-9.27230769230769,-11.715,-11.8,-11.3,-12.3,-1.2825,0.2,0.6,-0.0699999999999999,0.5,1.3,2.2625,-0.3,1.4,2.5,-0.235,-0.145,2,2.4,96.5140358,-3.00385,410.92,0.2926875,-0.048591646293025
2,14.5,1.1,-11.085,0.5,-1.67632702538975,-0.9,367.9,-2.956725,0.2567,-1.3775,-19.3125,0,67.8,22.01,67.85,20.2175,20.6025,21.17,16.34,24.81,-8.95727272727273,-11.09,-11.3,-10.6875,-12.64,-1.2,0.2,0.6,-0.0649999999999999,0.5,1.3,2.27,-0.3,1.4,2.5,-0.23,-0.1425,2,2.4,96.539925,-2.156,410.6175,0.254195,-4.7409079644717
2,15.5,0.99625,-11.23,0.4225,-2.2085072041695,-0.695,367.5,-2.768025,0.2313,-0.9,-50.1525,-13,29.52725,10.775,37.35,19.4,20.28,20.595,15.9175,26.5125,-9.25625,-11.4775,-11.46,-11.4,-12.81,-1.3,0.1,0.6,-0.0699999999999999,0.5,1.3,2.2,-0.3,1.4,2.5,-0.2325,-0.145,2,2.4,96.55425,-1.424875,410.89,0.403525,-5.7034581040485
2,16.5,0.8,-11.9525,0.4425,-2.7625767176598,-0.3525,368.17,-2.5735,0.177475,-0.9,-62.36,-59.81,7.2225,1,15.5,20.0525,20.5975,22.21,18.16,31.8475,-10.4211538461538,-11.98,-12.2475,-12.2,-13.42,-1.3,0,0.6,-0.06,0.5,1.3,2.2,-0.3,1.4,2.5,-0.16,-0.1425,2,2.4,96.5382038,-0.6182125,411.075,0.4341,-6.745524048115
2,17.5,0.8,-12.6,0.37,-3.48762236420507,-0.7325,368.88,-2.349,0.0835,-1.2,-82.315,-83.70325,0,-0.4,10,23.91,24.47,25.47,21.16,35.7,-11.4277272727273,-12.9,-12.8,-13.0945454545455,-14.5,-1.3,0.1,0.6,-0.0649999999999999,0.5,1.3,2.2,-0.3,1.4,2.5,-0.165,-0.145,1.9,2.4,96.5418,-0.13617,411.44,0.565425,-15.203806518699
2,18.5,0.79025,-13.305,0.5,-6.139883296645,-0.5975,368.5625,-2.35625,0.0719575,-1.4,-85.95,-85.8,0,-1,10,27.6125,27.8375,29.725,25.85,40.46,-12.2872916666666,-13.3,-13.4,-14.175,-15.41,-1.4,0,0.6,-0.0324999999999999,0.5,1.3,2.2,-0.3,1.3675,2.5,-0.2,-0.145,1.9,2.4,96.6225,-0.2350775,411.59,0.57261,-14.5411740754615
2,19.5,0.74,-13.8175,0.2275,-5.52325754051,-0.5,368.9575,-2.366875,0.081125,-1.4,-89.195,-82,0,-1,10,29.6175,30.44,32.64,31.465,43.5,-12.9153846153846,-13.865,-14,-14.78,-16.1069230769231,-1.4425,0.2,0.6,-0.0324999999999999,0.5,1.3,2.2,-0.3,1.3675,2.5,-0.2,-0.1,1.9,2.365,96.6106,-0.0635875,411.835,0.56285,-14.249161251616
2,20.5,0.733,-14.035,0.3325,-6.3129531538752,-0.625,369.075,-2.2279,0.05285,-1.4475,-90.675,-81,0,-1,9.475,30.16,30.4625,34.8,32.06,46.08,-13.3784090909091,-14.3,-14.6,-15.1825,-16.6290909090909,-1.65,0.1975,0.6,-0.0324999999999999,0.5,1.3,2.2,-0.3,1.3675,2.5,-0.2,-0.1,1.9,2.365,96.5205704,-0.357815,412.13,0.6058875,-11.162627282318
2,21.5,0.7,-14.56,0.2175,-5.2843941013625,-0.9,369.2,-2.24125,0.077475,-1.255,-89.49,-80,0,-1,10,30.6375,32.1375,36.3,33.96,46.525,-14.0008333333333,-14.8141666666667,-15.1016666666667,-15.965,-16.7475,-1.685,0.1075,0.6,-0.035,0.5,1.3,2.2,-0.3325,1.3675,2.5,-0.2325,-0.1,1.9425,2.3675,96.39018845,-0.76102,412.4125,0.62574,-5.76182137205
2,22.5,0.72525,-15.05,0.2,-7.119306991962,-0.7,369.1125,-2.020125,0.067025,-1.2,-86.06,-79.85,0,-1,9,33.9375,35.0125,37.705,38.04,48.1,-14.6390384615385,-15.4213461538461,-15.6,-16.2,-17.2009615384615,-1.7475,0,0.6,-0.0375,0.5,1.3,2.2,-0.4,1.4,2.5,-0.2325,-0.1,1.9,2.4,96.464,-0.4382875,412.315,0.644775,-6.73931552340725
2,23.5,0.7,-15.4425,0.4,-7.2898329251225,-0.5,369.265,-2.2123,0.065349,-1.1075,-82.7,-80,0,-1,10,35.815,38.0975,38.885,38.67,46.795,-15.1036363636363,-15.6031818181818,-15.9259090909091,-16.5909090909091,-17.7,-1.8,0,0.6,-0.035,0.5,1.3,2.2,-0.4,1.365,2.5,-0.235,-0.145,1.9,2.365,96.43625,-0.4763725,411.9875,0.64636,-5.1837232401745
3,0.5,0.8,-11.6,1,-8.180476889084,-0.3,366.4425,-1.953275,0.074675,-1,-82.6825,-79,0,-1.9,10,33.325,32.45,35.97,35.2,46.725,-11.9008333333333,-12.0833333333333,-12.015,-12.25,-12.9,-0.9,0.1,0.7,0.2,0.6975,1.2,2.1,-0.2,1.3,2.3675,0,0,2.0475,2.2,96.6728,-0.7626975,411.7625,0.530425,-4.40984144455062
3,1.5,0.668,-11.8,1,-8.2154628486655,-0.2,365.29,-1.9186,0.061636,-1.3,-75.8425,-79,0,-2.0875,10,34.62,32.9,36.5025,37.135,47.51,-12.6307692307692,-12.58,-12.7015384615385,-12.8725,-13.3125,-0.9,0.1,0.7,0.2,0.6975,1.2,2.1,-0.2,1.3,2.3,0,0.1,2.1,2.2,96.6535,-0.22045,412.44,0.74362,-6.741713768616
3,2.5,0.625,-12.285,1,-8.1277609805146,-0.2,366.1325,-2.108125,0.0494675,-1.2,-77.56,-78,0,-1.8925,10,36.06,35.42,38.7,40.11,49.25,-13.1763636363636,-12.9386363636363,-13.01,-13.3877272727273,-13.915,-1.055,0.1,0.7,0.2,0.6975,1.2,2.1,-0.2,1.3,2.3,0,0,2.0475,2.2,96.636125,-0.4410125,411.865,0.5539125,-5.224333412067
3,3.5,0.7,-12.7,1,-7.7447902786905,-0.2,365.6275,-1.983,0.0555,-1.2,-89.99,-78,0,-2.085,10,36.445,37.29,39.4725,41,51.18,-13.5916666666667,-13.1991666666667,-13.4,-13.7,-14.3,-1.1,0.1,0.7,0.2,0.7,1.2,2.1,-0.2,1.3,2.3,0,0,2.0475,2.2,96.5352152,-0.236765,412.3825,0.5557,-8.71072574393
3,4.5,0.6835,-13.2,1,-9.26282207084,-0.2,364.805,-1.8231,0.057925,-1.365,-84.275,-77,0,-2.8,10,37.81,37.98,40.4,41.2,50.2425,-14.1061538461538,-13.4875,-13.8,-14.1,-14.715,-1.06,0.1,0.7,0.2,0.6975,1.2,2.1,-0.2,1.3,2.3,0,0,2,2.2,96.6136,-0.27955,412.125,0.53362,-9.252360230467
3,5.5,0.6,-13.5,0.9,-8.0562039407476,-0.2,364.93,-1.753025,0.0469825,-1,-78.75,-74,0,-1.9,10,38.46,39.1,40.5425,42.5,50.72,-14.6563636363636,-13.7554545454546,-13.8047727272727,-14.8693181818182,-15.415,-1.1,0.1,0.7,0.2,0.6975,1.2,2.1,-0.2,1.3,2.3,0,0,2,2.2,96.6093320518092,-0.1967125,411.77,0.507185,-10.256652241067
3,6.5,0.7,-13.4,1,-7.47866526615,-0.2,366.485,-1.814875,0.07098125,-1.225,-86.995,-51.4,4.0078,1,12,38.22,38.85,40.1375,41.92,50.69,-14.8883333333333,-13.595,-14.3029166666667,-15.0825,-15.5725,-1,0.1,0.7,0.2,0.6975,1.2,2.1,-0.2,1.3,2.3,0,0,2.0475,2.2,96.63445,-0.615825,412.2875,0.50966,-3.82377436085735
3,7.5,0.681,-13.2075,1,-5.10070549933125,-0.59,366.7,-2.04295,0.129825,-1.8,-52.05,-16.325,28.195,15,31.45,34.355,33.68,35.53,35.4325,45.2125,-14.1061538461538,-12.7667307692308,-12.7625,-13.18,-13.815,-1.08,0.1,0.7,0.2,0.6,1.2,2.1,-0.2,1.3,2.3675,0,0,2.0475,2.2,96.765825,-0.666815,412.54,0.7748575,-2.64383597750075
3,8.5,0.9,-11.5,1,-4.2047281232495,-1.3825,364.615,-2.436075,0.22075,-1.7,-34.03,-5,67.6675,33.25,73.1,29.42,28.75,29.43,28.3875,34.9,-12.2709090909091,-11.5875,-11.4075,-11.3,-11.3045454545455,-0.9,0.1,0.7,0.2,0.6975,1.3,2.1,-0.2,1.3,2.4,0,0,2.0475,2.2,96.70685,-2.139925,412.28,0.71974,-1.567670047017
3,9.5,1.1,-10.645,0.9,-0.66905365439025,-1.595,364.325,-2.26885,0.251,-1.4,-28.155,4.475,98.6425,50.275,113.4,25.4725,24.4,26.1425,22.2,28.9,-10.6116666666667,-10.375,-10.2325,-10,-10.015625,-0.8,0.1,0.65,0.2,0.7,1.3,2.1,-0.2,1.3,2.4,0,0,2.0475,2.2,96.81705,-3.74755,412,0.609875,-1.5400980805508
3,10.5,1.2,-9.555,0.9,-0.550328206142,-2.0575,365.0725,-2.531125,0.29105,-1.6,-29.7525,12.075,113.2,60.85,114.8,23.5,21.675,23.8,18.275,25.89,-9.03692307692308,-8.94673076923077,-8.71230769230769,-8.43384615384615,-8.56634615384615,-0.7,0.1,0.6,0.2,0.7,1.3,2.1675,-0.2,1.3,2.4,0,0.045,2.0475,2.2,96.769875,-4.57145,411.9,0.5062,-1.9401962503399
3,11.5,1.15,-8.5,0.9,-0.02509536348435,-2.3925,364.79,-2.4597,0.27517,-1.1,-17.56,14.075,135.4025,67.24,127.6,20.6,19.1,20.8,16.745,22.88,-8.28545454545455,-8.18522727272727,-7.92113636363637,-7.60954545454546,-7.86818181818181,-0.7,0.0949999999999999,0.7,0.2,0.7,1.3,2.2,-0.1325,1.3,2.4,0,0.045,2.0475,2.2,96.791772,-4.501,411.5,0.362625,1.55668613172128
3,12.5,1.2,-7.8,0.9,-0.0507336176999999,-2.8,364.36,-2.9008,0.292,-1.39625,-16.645,13.75,127.3825,73.25,126.3,18.9,17.175,18.9,14.8825,20.675,-7.62666666666667,-7.2,-7.15104166666666,-7,-6.993125,-0.6,0.1,0.6625,0.2,0.7,1.3,2.1675,-0.2,1.3,2.4,0,0.1,2.0475,2.2,96.7422,-4.0218,412.12,0.14104,0.0692194290871256
