DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_2_1,RH_1_2_1,WS_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,PPFD_OUT,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_A,TS_2_2_A,TS_2_3_A,TS_2_4_A,TS_2_5_A,TS_2_6_A,TS_3_1_A,TS_3_2_A,TS_3_3_A,TS_3_4_A,TS_3_5_A,TS_3_6_A
1,0.25,-64.835,-37.08935,1.265025,-0.479262879125,0.03913791722,0.192175,409.909640075,7.691301627,8.09382125,86.73759,6.5315,69.54357011,2.509,8.25,66.78721336,2.962375,0,0,272.6,336.2,4.84375,0.067,0,7,10.395,11.505,7.8104875,9.61812500025,11.6413750025,12.223875,13.98625,15.1855,8.42207500025,9.96475,12.02275,12.389,13.7795,15.126125
1,0.75,-62.6725,-36.0388985675,1.656075,-1.465275473,0.02445,0.19096085,409.9272318,7.693983687,7.774397,86.736175,6.20575,70.12944911,2.5205,8.0015,67.501989885,3.029421729,0,0,273.1,334.5,4.5805,0.0721,0,6.7025,10.2,11.5,7.61078750025,9.36291666675,11.6226250025,12.2378749975,13.98375,15.1825,8.0878,9.635,11.98725,12.3945,13.77475,15.1202499975
1,1.25,-61.5625,-35.974475,1.6794,-0.792128076225,0.04035,0.19403425,409.98946575,7.71005,7.78702975,86.7314,6.2785,69.8961545875,2.5115,7.95025,67.92092224,2.95697171725,0,0,274.225,334.1,4.36875,0.0788265,0,6.4,9.98,11.47,7.34572916675,9.149958333,11.597708335,12.239,13.981,15.1765,7.755225,9.344375,11.9565,12.3925,13.77825,15.1234999975
1,1.75,-61.122525,-34.324625955,1.6215,-1.015275,0.03920687782,0.190322,409.8973492,7.720713678,7.53309575,86.73515,6.085,70.910628815,2.49,7.79,68.063225,2.988925,0,0,273.975,332.4,4.28975,0.09539500002,0,6.2,9.8,11.4,7.00236249975,8.93612499975,11.5653333325,12.2409583325,13.9825,15.181,7.459475,9.083375,11.9135,12.4128750025,13.77175,15.1174166675
1,2.25,-61.02,-33.44715,1.75342534825,-0.61315303785,0.0386257316975,0.183039075,409.6919256,7.7487,7.5174675,86.7361575,5.981000001,72.72068201,2.4615,7.579,70.220525,2.8938796515,0,0,274.2,331.2,3.99925,0.08515000002,0,5.98,9.6,11.36,6.712225,8.70975,11.5377916675,12.2652083325,13.98575,15.184,7.16749166675,8.8868,11.8825,12.42,13.76725,15.1175
1,2.75,-59.595,-33.05655,1.414481169,-1.12972583,0.018267041545,0.19256705,409.8610273,7.685706193,7.23185,86.7432,5.672,73.6547,2.4525,7.475,70.12865286,2.9345479945,0,0,277.1,331.2,3.90475,0.09205,0,5.7,9.4,11.31,6.50406249975,8.5276625,11.5073750025,12.2692083325,13.978,15.1825,6.9255833335,8.703791667,11.8312083325,12.4377499975,13.7601666675,15.1204999975
1,3.25,-59.925,-32.61845,1.501650847,-0.5566,0.0539752714825,0.19415,409.8091621,7.66585,6.925273,86.7483,5.4255,74.528799395,2.4785,7.163,70.9663,2.930890464,0,0,271.3,331.15,3.78625,0.091000000045,0,5.59,9.2,11.25,6.37523749975,8.333275,11.48025,12.2677916675,13.977,15.1857916675,6.70271249975,8.48718750025,11.7578333325,12.442875,13.76475,15.11625
1,3.75,-59.635,-32.21431992,1.28587090825,-1.24436108475,0.04696555594,0.1920563,409.84383055,7.641315029,6.7529705,86.7418,5.3495,75.50665,2.4405,6.948,72.4412,2.8398565675,0,0,270,329.175,3.5072500005,0.07525,0,5.3,9,11.17,6.18518750025,8.146075,11.4452083325,12.26725,13.9815,15.17175,6.46807499975,8.3301041665,11.6977083325,12.4490000025,13.75925,15.10675
1,4.25,-58.055,-31.54384619,1.39195,-1.2896,0.033441159085,0.181339675,409.841080175,7.64465,6.609741,86.73389,5.0475,77.072812025,2.382,6.818,74.5982,2.829974934,0,0,272.575,328.075,3.196,0.09505,0,5.1,8.8,11.1,5.97377083325,8.02264166675,11.406875,12.2844999975,13.97775,15.182625,6.24113750025,8.13422500025,11.638333335,12.459583335,13.757,15.1125
1,4.75,-57.48,-30.5961,1.38054908125,-1.0654117335,0.02936766854,0.18897545,409.55117435,7.607425,6.4682705,86.7255,4.8959999995,77.40855,2.46,6.733,74.0607,2.92465,0,0,274.2,327.75,3.06675,0.08919,0,5,8.63,11.01,5.835825,7.85364999975,11.35675,12.295625,13.98,15.17675,6.131041667,7.9198541665,11.588,12.464166665,13.7582916675,15.1095
