DOY2,HR2,TAU,H,LE,FC,FCH4,WS,USTAR,T_SONIC,CO2,H2O,CH4,U_SIGMA,V_SIGMA,W_SIGMA,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,RH_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,TA_1_1_1,PA
1,0.25,-0.10391,-21.7772,6.671765,1.310865,10.5689,2.56462,0.285005,16.7915,408.394,11.3523,2189.52,0.684126,0.5095475,0.3336545,283.270887166236,297.150662251655,0.0633431961066667,90.2022,-2.713776264887,-2.75533022254128,0.295896568160153,10.00705,102.3425
1,0.75,-0.119757,-18.79555,9.98382,1.53475,14.813175,2.61709,0.308398,17.0669,408.24,11.38915,2189.52,0.724109,0.509452,0.330896,287.710594315246,296.971440397351,0.06339081128,90.6207,-2.58135995447756,-1.89249461593682,0.929856530028599,9.660995,102.351
1,1.25,-0.110817,-20.9632,7.74274,1.37345,19.05745,2.69416,0.301436,16.6141,408.702,11.75245,2189.52,0.720404,0.550821,0.343758,285.998708010336,295.913907284769,0.0634381300933334,91.075,-3.52213241681649,-2.07488513998564,0.916749761677789,9.486065,102.351
1,1.75,-0.0991281,-25.6855,7.7325,1.69467,19.6130305555556,2.73989,0.279749,16.6043,411.468,11.68305,2189.52,0.831176,0.573361,0.368555,290.794142980189,295.403145695365,0.0629537790666667,91.6934,-3.8049798803359,-2.3651328068916,1.0467254528122,9.457065,102.336
1,2.25,-0.103128,-21.4641,5.23036,1.53324,20.1686111111111,2.62345,0.292431,16.6965,412.012,11.7337,2189.52,0.708471,0.529995,0.343491,288.606804478898,294.995860927153,0.0635092071,91.55335,-3.25987086118323,-1.77374730796841,1.02287416587226,9.219055,102.349
1,2.75,-0.106495,-20.728,5.81651,1.55962,20.7241916666667,2.66305,0.287171,16.8284,410.217,12.0332,2189.52,0.68426,0.467721,0.337668,284.60120585702,294.863410596026,0.0632181321866667,92.38685,-3.71281108661927,-2.06774587221823,1.28727836034318,9.14541,102.319
1,3.25,-0.12179,-21.1399,3.87854,1.70618,21.2797722222222,2.52861,0.311379,16.679,410.733,11.88015,2189.52,0.698379,0.532034,0.361197,285.095607235142,294.237996688742,0.0644792921666666,92.2142,-3.77103815413716,-1.94544867193108,1.43054814108675,8.97639,102.316
1,3.75,-0.112879,-20.1829,6.06324,1.604545,21.8353527777778,2.62773,0.303236,16.5819,411.202,12.54555,2189.52,0.670355,0.550748,0.356897,281.880275624461,294.092715231788,0.06452068378,91.587,-3.06388992490716,-1.53572864321608,1.31974737845568,8.932695,102.318
1,4.25,-0.125632,-22.23865,7.59682,1.73276,22.3909333333333,2.52328,0.300973,16.00665,411.636,11.2713,2189.52,0.722894,0.5634535,0.360449,280.704565030147,293.69619205298,0.064687979,91.82325,-2.52518957274456,-1.66603015075377,1.25828884652049,8.97659,102.3085
1,4.75,-0.122009,-24.89425,10.3605,1.62452,22.9465138888889,2.597695,0.306862,15.85925,411.52,11.17745,2189.52,0.724162,0.583019,0.3489085,280.517657192076,290.370860927152,0.0643452880533333,91.336,-2.79810302568268,-1.88425699928212,1.05544327931363,8.0852,102.3055
1,5.25,-0.130828,-24.36865,8.3273,1.74252,23.5020944444444,2.90208,0.324712,15.8197,411.109,11.1113,2189.52,0.812189,0.6078665,0.383837,282.98105081826,290.08940397351,0.0643120957333333,91.2769,-2.99946185715447,-2.01194544149318,0.970467111534795,8.00194,102.2945
1,5.75,-0.166771,-21.92145,9.080135,1.74718,24.057675,3.03751,0.345775,15.7845,412.743,11.007,2189.52,0.8001505,0.643165,0.407926,281.770025839793,290.280629139073,0.06399686748,91.7042,-3.06753980100694,-1.75039483129935,0.952710200190658,7.99038,102.3185
1,6.25,-0.128572,-19.8626,11.117215,1.689325,24.6132555555556,2.84574,0.3211215,15.6268,412.69,10.9072,2189.52,0.8142325,0.6217915,0.3704635,274.554694229113,288.811258278146,0.0751894956,91.3573,-3.13363481783148,-2.81349605168701,0.262593898951382,8.00923,102.3565
1,6.75,-0.104114,-18.92685,10.3533,1.67453,25.1688361111111,2.78175,0.305077,15.93435,412.315,11.119,2189.52,0.769119,0.6302365,0.373495,275.347114556417,289.595198675497,3.114061972,91.4125,-1.47985806056019,-0.180965541995693,1.3067397521449,8.09203,102.3675
1,7.25,-0.1513985,-17.0912,16.7249,1.39141,25.7244166666667,3.011885,0.353371,15.58545,412.8315,11.3309,2189.52,0.866004,0.682701,0.405287,270.102497846684,289.816225165563,37.0098319466667,91.0682,19.2709076432141,21.2473797559225,3.67972354623451,8.0126,102.3985
1,7.75,-0.155245,-5.68587,24.0118,0.797874,26.2799972222222,3.09931,0.3529895,15.46515,411.9435,11.4043,2189.52,0.8589,0.7089805,0.4201925,267.291989664083,292.381622516556,114.677489866667,90.2981,66.5966916155064,78.0775305096913,10.0240228789323,9.12877,102.4465
1,8.25,-0.1847305,10.5461,45.1542,-0.3951425,26.8355777777778,3.42169,0.391858,15.8195,411.732,11.0293,2189.52,0.967713,0.737522,0.4578055,265.352282515073,300.376655629139,237.619472266667,88.0931,129.472638693946,146.140703517588,17.6735938989514,10.0025,102.522
1,8.75,-0.200098,24.84335,59.511,-1.35699,27.3911583333333,3.57061,0.402044,15.90455,410.248,10.6882,2189.52,0.9811275,0.7370225,0.4632385,279.425495262705,304.276490066225,344.4473736,81.8401,194.081320808044,215.308686288586,20.0857959961868,11.0168,102.5275
1,9.25,-0.218335,54.6239,68.7551,-2.250255,27.9467388888889,3.63558,0.426277,16.7946,409.5965,11.5453,2189.52,0.969121,0.749026,0.47944,284.049095607235,307.572847682119,449.917946133333,73.7176,278.258281260586,308.549892318737,29.4001906577693,11.7278,102.59
1,9.75,-0.211751,97.7648,77.85235,-3.80881,28.5023194444444,3.44037,0.4137895,17.3351,409.9165,11.4806,2132.21,0.9520965,0.8133195,0.4932695,284.755383290267,317.006622516556,542.817915333333,73.6617,347.767568127988,401.292175161522,38.5135367016206,12.5608,102.633
1,10.25,-0.232061,113.226,79.04305,-4.40563,29.0579,3.62168,0.436259,17.9067,409.293,11.23245,2093.76,0.989414,0.892321,0.480663,283.614987080103,320.870860927152,525.494685466667,72.6206,365.240870976153,424.558506819813,42.6017159199237,12.5451,102.6345
1,10.75,-0.250358,156.512,82.45795,-4.98714,18.9009,3.70272,0.450016,18.046,409.223,10.1773,2148.11,1.06881,0.862562,0.480089,272.810508182601,325.549668874172,665.841890666667,68.2863,408.35134059238,452.360373295047,44.6193517635844,13.0312,102.62
1,11.25,-0.23557,176.6585,84.7167,-5.59759,21.9457,3.654845,0.436967,18.72815,408.7905,10.885,2139.25,1.040785,0.913257,0.489964,283.505598621878,322.46357615894,672.546541733333,66.0635,465.422722560097,515.196697774587,49.3904671115348,13.3909,102.5825
1,11.75,-0.248972,186.02,80.74225,-5.43817,11.41427,3.653155,0.448888,18.76385,408.8325,10.97655,2115.69,1.053015,0.885478,0.517469,285.888888888889,324.207781456954,619.935726666667,67.0282,512.131426367846,570.933237616655,51.1390848427073,12.679,102.528
1,12.25,-0.247182,167.0355,82.8845,-5.01666,22.8325,3.54606,0.4523015,19.0349,407.76,10.9488,2123.85,1.05524,0.9472195,0.491192,296.105943152455,328.204470198675,765.562091333333,65.4515,467.515738915194,517.528356066045,49.4722592945663,13.2052,102.4815
1,12.75,-0.254803,163.003,74.2109,-4.81487,19.591075,3.662015,0.451572,19.496,407.1555,10.4948,2127.64,1.058035,0.8782335,0.4979275,296.121447028424,331.177152317881,666.397071733333,63.6869,449.6531272733,495.007178750897,43.6486177311725,14.2178,102.4055
1,13.25,-0.241204,146.869,74.4481,-4.89066,16.34965,3.54547,0.4380975,19.20255,407.78,10.41005,2086.82,1.052275,0.89867,0.4739035,287.88285960379,331.082781456954,520.1088364,60.4688,328.746893599141,360.174443646805,31.4275500476644,14.3287,102.3445
