DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_3_1,CH4_1_4_1
1,0.25,2.34335374944139,-0.687924129332202,0.163989148038695,0.135453225833862,-0.0435317655261686,0.128556752434825,-0.573121841379702,-0.513423514854699,0.096462013675588,-23.89727672001,-3.142258833472,0.340921900320045,2.06,1.46,0.435,-0.71705,-0.40275,-1.075025,-1.610225,-3.012,95.32466,52.1175,1.1419,-1.4525,-1.1275,-1.51,0.2,-4.18,0.925,-0.31,237.2,306.825,236.775,306.55,0.05,0.01,0,-0.09,0.16,-0.18,-0.08,-0.11,1.33825,2.87325,4.986,6.3205,6.876,1.702,3.0545,5.3585,6.0435,6.662,1.76825,3.0795,5.03875,6.063,6.62025,1.187,2.51175,4.78575,5.78525,6.5325,1.61225,3.04725,5.19325,6.05925,6.23825,-20.861,-23.343,-23.4345,-79.25,3.64641988011578,3.52509781615505,4.61479477730311,3.55109028325742,3.58082005918531,416.252548950062,422.909666066514,418.532741509787,420.777926069452,418.672205804243,422.810966182081,418.791209971841,423.025530723072,419.110781853919,2068.26933901689,2067.2500077469,2076.36280709282
1,0.75,2.63605122319303,-0.749812379080737,0.149954082964932,0.111834436602698,-0.00881610248770222,0.0831736359342558,-0.82680583325884,-1.32092412482322,0.0836053335777948,-23.8884460831524,-2.96962498160471,0.332187712349096,1.9425,1.38,0.42,-0.993775,-0.57975,-1.39675,-1.7376,-3.1831,95.33306,54.03,1.0341,-1.605,-0.9625,-1.9,0.2,-4.0275,0.9,-0.25,236.725,305.05,236.225,304.05,0.05,0.01,0,-0.09,0.16,-0.1775,-0.08,-0.11,1.23025,2.81075,4.9305,6.2835,6.87275,1.60025,2.936,5.28825,6.01775,6.66025,1.65225,2.97875,5.008,6.0345,6.626,1.04875,2.385,4.72775,5.75825,6.52675,1.45325,2.9575,5.17175,6.0385,6.24125,-21.48125,-23.486,-24.108,-79.5325,3.71000955844952,3.48682004958788,4.60086974755611,3.53818151219498,3.5430182169162,416.67877712034,422.903767419211,418.736296822769,421.308021249837,418.816515306647,422.754686941438,418.760231618011,423.132458860482,418.789687937317,2067.61339809445,2080.31251910352,2063.17396920391
1,1.25,2.18162441252973,-0.870726281428375,0.159058577811016,0.101384732374881,-0.070400541373413,0.0558657875186028,-1.02736812665015,-1.18813005721303,0.0945060837143361,-21.4052321724502,-2.54805600357199,0.326358341284931,1.695,1.31,0.3925,-1.230525,-0.665,-1.544525,-2.0706,-3.4478,95.30568,55.1275,0.9578,-1.5325,-1.1675,-1.6475,0.2,-4.0775,0.8,-0.2275,234.325,305.7,234.45,303.25,0.05,0.01,0,-0.09,0.16,-0.17,-0.08,-0.11,1.23425,2.77425,4.86475,6.2525,6.8675,1.5055,2.783,5.238,6.021,6.671,1.5175,2.9015,4.94875,6.00525,6.62325,0.94475,2.28475,4.6495,5.72875,6.52,1.34125,2.87,5.14475,6.03075,6.24,-21.634,-24.023,-23.2,-78.945,3.83542975984421,3.45526176099404,4.47520289933354,3.53169911938101,3.51784899116192,416.944139986476,422.965811783837,418.366091014291,421.112470455624,418.433054155368,423.023875532916,418.610398136348,423.130477364318,418.20420027472,2083.9660523447,2083.91260051052,2080.68416990509
1,1.75,2.29852930457106,-0.751518086723692,0.165264123708173,0.138681904924107,0.00574740184599144,0.161320992048246,-0.617772859925634,-2.0672248600267,0.0878378874010254,-22.7790280432482,-3.32566672056974,0.350097054105145,1.8125,1.28,0.4025,-1.159225,-0.68375,-1.5634,-1.794,-3.6887,95.3068225,54.2975,0.96265,-1.5975,-1.28,-1.6275,0.1,-4.09,0.8,-0.2175,233.5,304.55,232.975,303.05,0.05,0.0025,0,-0.09,0.16,-0.17,-0.0825,-0.11,1.09875,2.66,4.84375,6.22425,6.872,1.443,2.641,5.188,6.0105,6.675,1.40725,2.829,4.88025,5.97825,6.61875,0.95175,2.1985,4.582,5.72275,6.511,1.215,2.75725,5.10975,6.02275,6.2365,-22.1425,-24.536,-23.49825,-78.7725,3.74684037750078,3.41650094667086,4.4654816932177,3.40290687213901,3.40448310419603,416.41230738094,423.054481582716,418.452556593685,421.31009494791,418.462440347699,423.15958061964,418.498365927158,423.211833745293,418.717095307515,2080.81343217291,2085.80812523996,2074.89630016132
1,2.25,2.30841775322597,-1.1526372314413,0.155740448960034,0.105448877180069,-0.0299470275700408,0.0564600236765152,-0.719243913693223,-1.13720357548499,0.10758903820939,-24.5504013277616,-2.06860705357152,0.332101058262315,1.87,1.37,0.43,-1.374125,-0.8445,-1.706375,-1.761225,-3.9559,95.3201,56,0.87295,-1.86,-1.3825,-1.965,0.1,-3.9275,0.8,-0.235,232.675,303.25,232.4,301.925,0.05,0.0025,0,-0.09,0.16,-0.17,-0.08,-0.11,1.06825,2.57,4.746,6.1945,6.87825,1.34,2.542,5.114,5.998,6.676,1.31425,2.73525,4.8295,5.971,6.614,0.91,2.1045,4.52575,5.706,6.509,1.144,2.65525,5.067,6.02075,6.23125,-21.71425,-24.133,-23.575,-77.2925,3.65826106128564,3.45364569366737,4.49007401007244,3.45955922947829,3.47480851942067,417.005955783232,423.006813385719,418.672829613065,421.33251210137,418.477359695908,423.067791095821,418.491990451749,423.200383987762,418.643780977908,2115.30791240276,2099.24704224992,2099.40942253097
1,2.75,1.87048824312518,-1.73749619234576,0.162203090054564,0.108641862239126,-0.0533617850716877,0.0967023800421821,-0.80043746633353,-0.932540254948153,0.0929878839638753,-27.0818586998076,-2.83074118470401,0.354984368121886,1.7025,1.345,0.43,-1.785275,-1.17925,-1.9828,-2.130025,-3.8023,95.3387475,55.555,0.748125,-1.8925,-1.385,-2.255,0.125,-3.915,0.8,-0.22,232.15,302.9,232.125,301.125,0.05,0.01,0,-0.09,0.16,-0.18,-0.08,-0.11,0.93575,2.4685,4.744,6.16425,6.88425,1.2555,2.459,5.079,5.985,6.678,1.37425,2.587,4.82575,5.95475,6.6085,0.83,2.0575,4.44975,5.68675,6.5135,1.07975,2.593,5.0195,6.00775,6.224,-22.3315,-24.823,-24.395,-77.66,3.54805974776102,3.46693729436056,4.56140397995034,3.46960854890976,3.49714234026858,416.385790511957,423.325704065073,418.721112986561,421.369109673367,418.737689089577,423.216799807951,418.828733063606,423.124109328974,418.906892424731,2106.34957100624,2103.07624836653,2120.04231688085
1,3.25,1.97155110180621,-1.75065928883285,0.164609534983966,0.119383929980749,-0.0861053835398525,0.12314403914259,-0.751365210674845,-0.484227864990499,0.0969793433855928,-25.9276132220816,-2.59945319991931,0.35235163429819,1.7775,1.34,0.435,-2.034925,-1.1935,-2.307575,-2.444375,-4.1101,95.331485,56.56,0.872725,-1.9675,-1.6475,-2.48,0.2,-3.9375,0.9,-0.27,231.85,304.225,231.575,301.9,0.05,0.0025,0,-0.1,0.16,-0.18,-0.08,-0.11,0.83125,2.37375,4.69625,6.149,6.89,1.188,2.3945,5.003,5.9625,6.678,1.16525,2.52125,4.712,5.942,6.6075,0.60775,2.00225,4.358,5.6655,6.49975,0.95,2.54075,4.96825,5.9715,6.213,-21.9835,-24.36575,-23.9145,-77.99,3.6474293062277,3.47018386750817,4.6277906629641,3.47183531056958,3.50388360110889,417.535198313797,423.2594702663,419.14152027669,420.631242864576,418.782184460777,423.361338669148,419.191627358493,423.442334979321,419.08023554314,2105.17589994146,2110.46778920573,2102.44750775869
1,3.75,2.21417782636721,-1.62225876932587,0.181038822192887,0.120458184502673,-0.0566332986461057,0.0990895010331139,-0.936220931283346,-1.26190889813783,0.0886195636510603,-26.3228272100718,-2.84558557370184,0.358749806472372,1.74,1.39,0.445,-2.021,-1.39225,-2.347125,-2.535275,-4.0436,95.30839,57.8825,0.836,-2.24,-1.55,-2.6725,0.1,-3.86,0.725,-0.23,231.8,302,232.125,300.525,0.05,0.01,0,-0.09,0.16,-0.18,-0.08,-0.12,0.73775,2.3285,4.6295,6.12575,6.8955,1.0755,2.334,4.9905,5.9465,6.677,1.02925,2.48775,4.659,5.925,6.602,0.52125,1.94725,4.2915,5.62975,6.4805,0.91625,2.45925,4.91275,5.9445,6.20175,-22.30475,-24.9775,-24.10625,-76.8975,3.6109376980666,3.39322583070433,4.75153837343188,3.28673937630524,3.24080671981664,417.623124034749,423.425784723107,418.933060511734,420.378628573747,418.88680596517,423.566715887896,418.818979800444,423.441507838908,418.891465568546,2124.89896724289,2113.70479165895,2126.60075684464
1,4.25,2.13743183540015,-1.56928863804671,0.16321795247881,0.0969823953443533,-0.0786329148974391,0.0876122655431588,-0.661124754212931,-1.02168981198392,0.0972342565252324,-27.992290931906,-2.56668455523739,0.337203939914976,1.7225,1.32,0.4425,-2.33495,-1.654,-2.450075,-2.677675,-4.6392,95.26517,59.07,0.86675,-2.395,-2.085,-3.0325,0.1,-3.8475,0.7,-0.2075,230,301.075,231.225,297.975,0.05,0.01,0,-0.09,0.16,-0.18,-0.09,-0.12,0.64925,2.21475,4.56475,6.10375,6.89725,1.00425,2.27625,4.92975,5.9305,6.675,0.99875,2.38975,4.6225,5.9055,6.594,0.3935,1.8755,4.22925,5.58625,6.45925,0.901,2.3425,4.85425,5.9335,6.1885,-22.2945,-25.429,-23.675,-76.19,3.55831891520927,3.34663006607355,4.69544574919779,3.3954428783553,3.43895951522942,417.503209217685,423.427674272594,418.596241339939,419.864821774687,418.686906749097,423.667235176633,418.897633393644,424.493048088113,418.620505432675,2096.10060266226,2100.67787958778,2088.75294016412
1,4.75,2.17195587850637,-2.01697756577806,0.163757938157111,0.155623306351408,-0.0185113640518329,0.0475220286981569,-0.681319975236548,-0.732737050854252,0.0953447090816963,-29.5645521053396,-2.62748217733685,0.340213400609301,1.7,1.305,0.4175,-2.495725,-1.752,-2.8461,-2.944025,-4.4314,95.22965,58.195,0.77905,-2.5075,-2.2875,-2.975,0.1,-3.82,0.725,-0.16,230.125,299.875,230.2,297.375,0.05,0.01,0,-0.1,0.16,-0.18,-0.09,-0.12,0.5675,2.09225,4.4995,6.08025,6.88925,0.83325,2.2005,4.879,5.91225,6.66825,0.9125,2.345,4.56975,5.88225,6.59,0.29225,1.787,4.17325,5.56675,6.43975,0.771,2.2955,4.79525,5.88475,6.174,-22.222,-25.723,-23.86975,-78.2575,3.46291118254801,3.29735778422347,4.57541857819728,3.2890008292722,3.29731063221566,417.547584463306,423.466696862043,418.895149880862,420.343316478822,419.023117571686,423.648108907142,419.143948730066,424.267568199947,418.927868217447,2106.63660020571,2111.24447504686,2111.06461714047
