DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,SH,LE,SLE,G_1_1_1,TS_1_1_1,TS_1_2_1,RH,PA,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,H2O,PPFD_DIF
1,0.25,1.162325,4.72599999999999,5.238975,2.8558,2.947325,0.57085,7.52769999999999,11.038475,9.6232,4.4074,0.702049999999996,0.6595,1.387625,98.31,78.94,398.341275,6.75374999999999,-0.383200000000007,1.7629,0.2875,0,4.3784,311.715,326.92,7.73865,0.7485
1,0.75,1.2276,4.804025,4.88565,2.9406,2.8517,0.659699999999998,5.28875,12.60135,14.5771,3.9921,1.19879999999999,0.6595,1.289875,98.365,78.94,397.6596,6.7825,-0.726600000000002,1.751,0.577249999999999,0,4.6108,312.27,325.56,7.88222499999999,0.741
1,1.25,1.1482,4.443275,4.8268,2.59405,2.546525,0.452725,7.04494999999999,11.5200499999999,13.984875,4.14765,0.469224999999992,0.65975,1.17425,98.3725,78.93975,397.586825,6.942,-0.826750000000003,1.756525,0.079400000000001,0,4.705925,315.865,325.8425,7.92072499999999,0.741
1,1.75,1.202725,4.20385,5.2062,2.171,2.228575,0.4608,8.19515,7.97324999999999,15.500275,5.4614,0.240699999999993,0.659125,1.05575,98.4725,78.930425,397.21655,6.8005,-0.814200000000002,1.747475,0.374075,0,4.4829,314.4125,328.06,7.82352499999999,0.75395
1,2.25,1.2032,4.130725,5.355,2.483275,2.4856,0.500975,7.35859999999998,10.5509,14.796375,4.51227499999999,0.176649999999994,0.653,1.037,98.4725,78.923675,397.27935,6.57,-0.544400000000004,1.758675,0.152725,0,4.690975,316.855,328.9975,7.81639999999999,0.744575
1,2.75,1.1421,4.361,5.1302,3.105225,2.778375,0.64105,17.816,12.01135,11.671075,4.31822499999999,0.131099999999995,0.653375,1.020375,98.53,78.920425,397.1826,6.28274999999999,-0.415300000000003,1.769625,0.0119250000000005,0,4.762825,315.0625,326.295,7.79214999999999,0.74295
1,3.25,1.1986,4.37285,4.7936,2.9239,2.60375,0.49315,15.121575,7.89169999999999,13.9638,4.6993,0.0884999999999957,0.65225,1.006,98.415,78.92,396.895125,6.28174999999999,-0.708300000000003,1.76785,0.0559750000000007,0,4.758525,314.935,323.3275,7.25395,0.742625
1,3.75,0.975099999999999,4.3118,4.3058,2.14975,2.50515,0.605575000000001,7.59314999999996,10.99075,15.903775,6.76717499999997,0.361099999999996,0.65325,0.992125,98.1575,78.896825,396.862525,6.17225,-0.570800000000002,1.7533,0.274375,0,4.183925,315.545,321.1775,7.265325,0.746325
1,4.25,1.107525,4.42075,4.2506,2.27705,2.74545,0.480725,6.26724999999999,13.46245,17.1695249999999,5.192,-0.588350000000001,0.654,0.977,98.015,78.87975,396.7444,6.044,-0.261375000000005,1.736625,0.275225,0,4.4824,316.715,321.37,7.294075,0.758
1,4.75,1.01405,4.2878,4.3525,1.762625,1.7735,0.34725,4.90464999999999,14.0196499999999,13.148025,5.75977499999999,-1.060775,0.654375,0.97175,97.9575,78.886575,396.710575,6.17424999999999,-0.379000000000001,1.752475,0.402575,0,4.0647,317.405,320.51,7.62407499999999,0.7559
1,5.25,1.01865,4.125625,4.36665,2.02465,2.0394,0.485949999999999,7.14979999999999,10.3681,14.79375,9.09889999999996,-1.15735000000001,0.65375,0.971375,97.7,78.88275,397.022575,6.542,-0.227325000000002,1.75585,-0.00184999999999999,0,4.179775,317.7675,320.0775,7.55647499999999,0.78
1,5.75,1.0889,4.017375,4.18965,2.23305,2.158525,0.385625,12.87675,7.83565,13.5131499999999,8.28619999999998,-1.2843,0.6418,0.965,97.6,78.896,396.6549,6.1425,0.103024999999998,1.760475,0.00052500000000002,0,4.2413,316.96,318.64,7.49832499999999,0.758
1,6.25,0.9281,3.49375,4.63625,2.14,1.98875,0.49805,8.27405,11.17635,11.484225,7.32015,-1.3516,0.6372,0.965,97.53,78.916,396.8474,6.2075,1.23439999999998,1.763675,-0.0995249999999999,0,4.22535,316.7175,318.29,8.16657499999999,0.767575
1,6.75,1.0053,3.202,4.2556,1.8431,1.7386,0.749699999999999,10.47885,13.80525,16.5888499999999,7.10339999999999,-0.708800000000001,0.6372,0.965,97.3,78.9315,398.11175,6.05,2.4743,1.76585,0.1687,0,4.2938,316.56,319.36,8.05509999999999,0.7821
1,7.25,0.9895,3.2304,4.129,1.8358,1.878925,0.649799999999999,6.284775,10.16675,13.9341,5.56619999999998,-0.9352,0.6364,0.965,97.3625,78.945,397.7185,6.21625,1.07595,6.32245,2.9558,0,4.9188,316.42,319.58,7.9729,5.24575
1,7.75,0.987399999999999,3.6627,4.265025,1.98275,1.92659999999999,0.608699999999999,7.90877499999998,13.027625,12.42445,5.98109999999999,-1.19815,0.635375,0.96475,97.565,78.9615,396.688,6.48125,15.3135,92.11,82.23,0,23.597,316.2,320.01,7.98155,62.4325
