DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1_1_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2_1_1,WS,SG_1_1_A,SG_2_1_A,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,CO2,TS_1,TS_2
1,0.25,0.4774931155,2.33899,-2.82501,0,-10.625,-3.414,77.02,0.207062629,90.9,0.28025,-4.61175,0.58523,0.63954,-2.943,3.75025,-4.2275,-3.1775,-3.156,-3.596,-3.801,-2.659,413.375,-7.11875,-6.2955
1,0.75,0.54963631775,2.407725,-1.686065,0,-10.31,-3.51925,76.9,0.19340699,90.9,0.1975,-4.85125,0,0.2113205,-2.949,3.83125,-4.1215,-3.1945,-3.067,-3.559,-3.747,-2.684,413.85,-7.1205,-6.343
1,1.25,0.560499067,3.11711302525,-1.57670503525,0,-10.1475,-3.5115,76.9425,0.20722226325,90.8,0.194,-5.0965,0,0.211029,-3.049,3.7315,-4.144875,-3.234,-3.167,-3.585,-3.857,-2.679,413.75,-7.10275,-6.287
1,1.75,0.502032609,2.57622,-1.90151,0,-9.975,-3.605,76.705,0.21389,90.8,0.201,-5.119,0,0.211861,-3.067,3.934,-4.192875,-3.247375,-3.1675,-3.62625,-3.8225,-2.69125,413.5,-7.04625,-6.377
1,2.25,0.54,2.615385,-1.128291946,0,-9.9975,-3.61025,76.49,0.20081363,90.8,0.205,-5.814,0,0.202292,-3.043,3.9875,-4.201375,-3.22725,-3.15675,-3.6495,-3.85775,-2.71775,413.3,-7.0665,-6.319
1,2.75,0.4272732425,2.17225,-2.1587515245,0,-9.68,-3.6,76.585,0.19503275,90.8,0.2505,-6.61,0.004148565,0.2267055,-3.056,4.108,-4.209875,-3.246875,-3.17675,-3.6655,-3.818,-2.70375,413.6,-7.0535,-6.30925
1,3.25,0.5028811535,2.882925,-2.44153786375,0,-9.6975,-3.65075,76.6425,0.19685,90.8,0.215,-5.66825,0,0.196195,-3.022,4.0385,-4.232375,-3.269,-3.21425,-3.677,-3.85075,-2.69975,413.8,-7.05075,-6.30775
1,3.75,0.4447478985,2.93827631,-1.54148816475,0,-9.8775,-3.582,76.6175,0.1936475,90.8,0.2015,-4.59,0,0.224518,-3.018,3.861,-4.266125,-3.27875,-3.24325,-3.68325,-3.83825,-2.72525,413.825,-7.1555,-6.3895
1,4.25,0.436175932,3.48315,-0.9961,0,-9.57,-3.6065,76.9375,0.2074275,90.8,0.208,-5.149,0,0.1981045,-3.048,4.1225,-4.313875,-3.293125,-3.23825,-3.66825,-3.835,-2.72325,413.825,-7.055,-6.381
1,4.75,0.4700599545,3.211505,-0.7570315,0,-9.77,-3.64375,77.1975,0.198241,90.8,0.211,-4.352,0,0.19749775,-3.061,3.9225,-4.321625,-3.275125,-3.218,-3.6615,-3.8385,-2.70975,413.9,-7.03475,-6.38275
1,5.25,0.475510338,3.7074556245,-3.32486,0,-10.255,-3.627,77.1425,0.20796,90.8,0.1815,-4.961,0,0.2108585,-3.074,3.713,-4.3615,-3.259375,-3.2335,-3.661,-3.83,-2.71225,413.825,-7.0045,-6.429
1,5.75,0.5700886595,3.19547472425,-1.879878362,0,-10.3025,-3.65725,77.1425,0.193961229,90.8,0.2215,-5.90275,0,0.2109105,-3.048,3.9175,-4.380375,-3.29625,-3.21875,-3.6045,-3.803,-2.7005,413.7,-7.0575,-6.439
1,6.25,0.545060151,2.4592,-2.05416919475,0,-10.2025,-3.63575,77.085,0.198260762,90.8,0.249,-6.56375,0,0.20927275,-3.089,3.909,-4.361375,-3.27125,-3.159,-3.58775,-3.8445,-2.7315,413.8,-7.09475,-6.45775
1,6.75,0.574130245,3.4735,-1.815175,0,-10.455,-3.641,77.1,0.206663,90.8,0.1815,-6.739,0,0.211058,-3.13825,4.048,-4.3465,-3.2505,-3.126,-3.59525,-3.84225,-2.732,413.9,-7.11075,-6.42075
1,7.25,0.54512159725,3.3284875,-2.3031,0,-10.8975,-3.62975,76.875,0.20440720675,90.8,0.214,-6.004,0,0.21449675,-3.0635,4.021,-4.322,-3.2715,-3.1495,-3.6125,-3.824,-2.7525,413.5,-7.07825,-6.45025
1,7.75,0.564636,3.063255,-3.0849108585,0,-10.62,-3.599,77.13,0.20814870975,90.8,0.22025,-6.22025,0,0.207319,-3.03175,4.096,-4.2915,-3.270625,-3.10175,-3.603,-3.79375,-2.76225,413.6,-7.07125,-6.442
1,8.25,0.60596089,3.56343,-2.178,0,-10.22,-3.56,77.165,0.20651093025,90.8,0.21025,-6.164,0,0.213544,-3.06325,3.936,-4.30075,-3.2925,-3.095,-3.614,-3.7705,-2.7735,413.1,-7.0865,-6.49425
1,8.75,0.562664491,2.916705,-2.3516575,0,-10.665,-3.615,77.13,0.198747,90.8,0.22,-6.64,0,0.200107,-3.0385,3.939,-4.30575,-3.30225,-3.0915,-3.613,-3.8,-2.7735,413.6,-7.108,-6.51225
1,9.25,0.60732101025,2.62793,-1.771374134,0,-10.775,-3.684,76.77,0.21547,90.8,0.21575,-6.2565,0.03918705,0.210968,-3.06775,3.918,-4.30225,-3.308,-3.1155,-3.603,-3.8,-2.756,413.7,-7.0775,-6.479
1,9.75,0.588605013,2.784435,-1.129728615,0,-10.5375,-3.73825,77.0125,0.19302,90.8,0.3905,-5.2255,0.3766325,0.3986665,-3.133,4.092,-4.29125,-3.303,-3.114,-3.611,-3.8265,-2.702,413.9,-7.044,-6.50725
1,10.25,0.566452166,3.048,-2.161115,0.365,-10.1675,-3.675,77.02,0.198785,90.8,1.0045,-6.069,1.69818,1.52529,-3.1235,3.8955,-4.291,-3.3035,-3.045,-3.607,-3.824,-2.7125,414.2,-7.06175,-6.408
1,10.75,0.539483344,3.024386814,-2.586429163,2.02025,-10.455,-3.582,76.9775,0.1909065,90.8,2.803,-6.6255,5.782105,5.8188475,-3.0585,3.914,-4.270625,-3.282375,-3.06125,-3.58375,-3.8225,-2.714,414.3,-7.12825,-6.511
1,11.25,0.687140329,3.48298,-1.7492975,5.053,-10.6225,-3.567,77.49,0.20220687225,90.8,5.5815,-7.965,13.1093,12.2447,-3.11525,3.979,-4.267,-3.2655,-3.035,-3.5955,-3.8145,-2.70925,414.2,-7.06,-6.54325
