DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_3_1,CH4_1_4_1
1,5.25,3.62060312802048,0.848048349335443,0.248547202338095,0.250255645747067,0.0344572213209998,0.184340892903088,0.395246900697404,-0.422145866582301,0.19506731849994,-11.7755692137918,-0.360901769063708,0.520677544503045,2.83,2.225,0.94,0.88445,0.717,0.33665,-0.1087,-0.7869,95.847635,72.47,1.6166,0.36,0.77,0.605,0.65,-3.145,2.2,0.11,252.3,316.3,252.8,313.8,0.14,0.03,0.01,0.11,0.18,-0.145,-0.07,-0.1,2.4205,3.683,5.3945,6.7975,7.4695,2.764,3.581,5.5775,6.4565,7.146,2.242,3.6,5.35,6.5215,7.1755,1.567,2.8615,5.276,6.1715,7.076,2.1295,3.351,5.446,6.465,6.975,-18.521,-21.615,-20.702,-66.365,4.93259402482519,4.26091120011872,5.94062408354946,4.3135187041069,4.27127599410384,420.459218330509,426.475498578539,420.126093506752,425.665627703996,420.201827333922,427.232990808459,420.351011851158,427.481805259717,420.272129188817,2301.47271690965,2293.42120213621,2230.88088901675
1,5.75,3.63922583501852,0.754092295030204,0.234492923629029,0.240121894011705,0.02964040728058,0.150156694150987,0.243050956733263,0.032781607231271,0.184858881915154,-10.3847568627894,-0.791619327842109,0.492563101722215,2.77,2.135,0.925,0.61675,0.4665,0.1187,-0.1698,-1.1718,95.84386,72.18,1.7147,0.17,0.57,0.315,0.6,-3.105,2.2,0.065,251.5,315.5,252.05,313.8,0.14,0.03,0.01,0.11,0.18,-0.15,-0.07,-0.1,2.3535,3.6015,5.3625,6.77,7.453,2.708,3.536,5.529,6.432,7.142,2.1615,3.531,5.282,6.498,7.1715,1.4765,2.783,5.2025,6.14,7.0505,2.0465,3.305,5.3935,6.4495,6.9655,-18.138,-21.595,-20.2055,-67.065,5.04317469927589,4.30459004561433,5.89693462842279,4.30470838878711,4.22720252160963,420.532512034492,426.196133760494,420.136904493246,425.871726119744,420.220746038806,426.435535988398,420.338317413588,426.901775782777,420.402640118543,2199.65449809455,2211.2740635236,2288.42654372589
1,6.25,3.70913608935049,0.457128914068221,0.229438193988712,0.222171725522865,0.00304515677769597,0.207364745014799,0.638973226844844,-0.210396576503565,0.180300735767546,-12.1959471875874,-0.84470113381042,0.509592910760457,2.93,2.4,0.96,0.29665,0.2335,-0.1327,-0.2412,-1.1418,95.85118,73.33,1.585,0.12,0.535,0.115,0.6,-3.2,2.2,0.11,250.35,315.25,250.3,314,0.14,0.03,0.015,0.11,0.18,-0.15,-0.07,-0.1,2.222,3.5965,5.338,6.761,7.4425,2.65,3.4845,5.481,6.3995,7.137,2.1455,3.4675,5.266,6.4735,7.1635,1.483,2.7245,5.133,6.108,7.0325,2.025,3.245,5.344,6.45,6.9555,-18.14,-21.6875,-19.9635,-65.78,4.8323929524197,4.21661339590117,5.7824709722919,4.16170436441598,4.19298759447564,420.58729628046,426.353013528406,420.746353834176,426.01241000253,420.628974644681,426.749943087589,420.661097687688,427.184847230234,420.881233519847,2180.06211283507,2195.23649898314,2187.56492711907
1,6.75,3.65243034042327,0.289945719902676,0.230993223331167,0.21541604916783,0.0102950898803068,0.18309851315767,0.484223013144725,-0.0527898143738191,0.188309178306607,-14.3200080048355,-0.444384690113889,0.459159482875535,2.91,2.34,1,-0.1296,0.081,-0.3877,-0.5938,-1.3436,95.861125,72.68,1.4344,0.065,0.425,-0.045,0.7,-3.075,2.25,0.195,249.95,314.25,250.7,312.5,0.14,0.03,0.02,0.11,0.18,-0.15,-0.07,-0.1,2.2365,3.563,5.3065,6.7435,7.436,2.633,3.437,5.457,6.375,7.1315,2.102,3.409,5.2165,6.453,7.1535,1.4105,2.6815,5.056,6.079,7.025,1.9825,3.169,5.2965,6.44,6.9445,-18.323,-21.596,-19.914,-63.57,4.72574447813031,4.19192072076864,5.80661592227906,4.11027009833366,4.11518335767198,420.415162034468,426.637333798613,420.806634031878,426.589143133395,420.881032224704,426.974764817051,421.032882265498,427.285845445948,421.037673688317,2167.12548276283,2177.29171898215,2181.76184752736
1,7.25,3.63661368298194,0.347103358118204,0.209713619866059,0.255330341192141,-0.0286876344714257,0.190229607812569,0.665300180392606,-0.2156028120476,0.152680381749918,-12.2195878135926,-0.144249094113746,0.492673876338351,2.865,2.255,0.95,-0.0434,0.1055,-0.3055,-0.6023,-1.14575,95.88381,73.73,1.4472,0.1,0.335,0.085,0.8,-2.835,2.4,0.185,250.45,314,251.15,313.1,0.35,0.21,0.24,0.25,0.22,-0.065,0.035,-0.02,2.157,3.428,5.2875,6.7255,7.448,2.515,3.3985,5.4435,6.348,7.1205,2.0715,3.3495,5.17,6.4375,7.139,1.365,2.635,4.993,6.047,7.018,1.8905,3.097,5.2305,6.4105,6.933,-18.243,-21.321,-19.872,-61.805,5.02299588503534,4.23435764687892,5.72197828452632,4.11969603868963,4.1337432043208,420.092682441998,426.655290353763,421.027194359997,425.825426687691,421.233479430086,426.90776797441,421.078155100967,426.879852529967,421.186807849329,2194.75917461552,2189.14655191927,2189.12305227723
1,7.75,3.5495095469084,0.197748471040995,0.204612835077532,0.240752042987723,0.078564079971059,0.206314161431111,0.516658943330132,-0.159615976861068,0.176599588874903,-9.46262545991087,-0.0862011230686128,0.475572523315719,2.88,2.38,0.95,-0.0997,5e-04,-0.4352,-0.6442,-1.24,95.912485,73.96,1.42055,0.19,0.56,0.255,5.55,6.045,7.4,1.39,249.9,313.9,252.05,314.1,15.57,14.595,14.415,14.045,2.275,6.305,8.07,5.69,2.1,3.3385,5.2435,6.706,7.439,2.405,3.364,5.42,6.326,7.092,2.0585,3.296,5.133,6.419,7.125,1.3215,2.5785,4.939,6.023,7.01,1.797,3.021,5.1635,6.3765,6.9205,-18.7335,-21.758,-19.808,-51.58,4.9557121155253,4.22579523688012,5.65785213086751,4.11107572837349,4.14338714935826,420.582158405466,426.340522443205,420.501302581695,424.733945410632,420.674435079462,426.521163649702,420.852587008932,427.035773898301,421.386494814891,2230.44436774267,2230.07388074435,2243.41131705851
1,8.25,3.77709943922872,-0.0289368358998845,0.215316526644523,0.23472502826435,0.00372231152846461,0.202126123181131,1.861256611196,0.331002618505158,0.19819548114638,-6.6375266546788,2.44732023093521,0.517443358439669,3.105,2.65,1.155,-0.09065,0.1205,-0.35,-0.3886,-0.67025,95.94066,75.27,1.3465,0.77,1.455,1.12,21.9,56.595,41.6,10.465,251.25,318.55,253.25,317.6,104.92,91.995,92.54,88.415,15.17,32.26,42.4,28.435,2.0895,3.3435,5.231,6.68,7.434,2.303,3.364,5.391,6.302,7.089,2.0165,3.249,5.08,6.4045,7.115,1.3745,2.519,4.945,5.9995,7.002,1.739,2.962,5.094,6.346,6.9085,-18.439,-21.2695,-19.8345,-10.115,4.85042111530743,4.23892284660372,5.69385200619897,4.33346921838316,4.24813809797582,420.871724420641,427.074435290175,420.602378154553,426.77593757433,420.621201275441,427.591360975495,421.327377754802,427.524697213131,420.962034632361,2228.34736737217,2208.0592778224,2211.38557803544
1,8.75,3.9549817584224,0.756983574930814,0.260277685841203,0.234125709745257,-0.0762651521585846,0.196387222091884,6.40325554466888,1.01588234261196,0.257556057858263,6.46480784448332,4.3718161137637,0.575702605178692,3.445,2.95,1.26,0.5629,0.448,0.5542,0.6421,0.7957,95.95587,72.915,1.4946,1.91,3.595,2.675,36.85,135.54,113.15,24.13,254.9,325.9,257.75,326.25,272.03,244.205,244.25,239.515,36.14,68.765,85.9,60.76,2.1945,3.418,5.2175,6.635,7.4355,2.459,3.399,5.371,6.274,7.086,2.1285,3.2585,5.0465,6.385,7.1105,1.599,2.6255,4.904,5.9665,6.994,1.8315,2.947,5.062,6.3215,6.9,-17.2845,-20.414,-18.647,33.57,4.66898060380462,4.33409881246642,5.98994912338503,4.40828613564961,4.50305566431222,421.15984723507,426.937272132326,420.153343656705,426.778186459859,419.983505467428,427.116806644921,419.966101885514,427.086028122758,420.237227923044,2210.34719518665,2209.39546870409,2228.36511092027
1,9.25,4.18410242118591,1.72388718792661,0.314050155820902,0.225213348982875,-0.110863503129106,0.170280143675342,13.7507316007899,0.464634253764156,0.30198801223289,25.4041802285228,5.08238339421449,0.675430834838352,3.82,3.29,1.41,1.73625,1.8755,1.8964,1.933,2.4339,95.98343,69.285,1.81805,3.76,5.37,4.505,51.7,221.32,187.4,37.315,257.6,336.05,260.8,337.2,457.08,415.26,423.23,421.835,55.15,125.775,146.63,105.54,2.5035,3.491,5.1825,6.6125,7.426,2.868,3.479,5.368,6.251,7.082,2.3525,3.326,5.032,6.372,7.1115,1.987,2.892,4.8665,5.934,6.991,2.1585,3.0465,5.052,6.3025,6.891,-16.204,-19.035,-16.861,96.55,4.86808042098305,4.43760359787286,6.11954286849599,4.50612444923392,4.3829877489729,420.772241778069,426.489883534307,420.259447212665,426.257764235179,420.043183451116,426.462329730138,420.507161889236,426.588844417105,419.813489265421,2180.52636319079,2202.4211226986,2190.79644621155
1,9.75,5.0117606879465,2.91873852811227,0.374595967288627,0.260657214261313,-0.157942877425168,0.140450673612732,18.0696529370434,0.342863410014403,0.337812689978899,47.5123964066398,5.91032324846343,0.808161304175719,4.38,3.69,1.69,2.46595,2.9765,2.72,3.024,3.8392,95.96292,65.71,2.2034,5.47,7.29,5.86,65.25,318.38,284.5,52.53,257.9,344.1,261.3,345.5,628.165,604.965,595.59,608.38,75.21,201.795,220.1,162.87,3.0105,3.6825,5.183,6.6145,7.4205,3.311,3.665,5.385,6.244,7.08,2.74,3.4265,5.036,6.3325,7.097,2.628,3.1915,4.853,5.903,6.978,2.556,3.253,5.039,6.288,6.882,-12.618,-14.549,-12.37,167.97,4.89951873941922,4.34892711362058,5.74259558080953,4.35996616773492,4.54897342084973,420.443084495092,426.097697938459,419.727626782125,423.577540964985,419.856508305631,426.206724701342,419.590956221583,425.937762864503,419.630285569661,2169.68035115878,2168.05941663696,2189.11655174587
1,10.25,5.33700203830992,4.06839026256876,0.410581185943786,0.200066012984657,-0.0543093057914283,0.186282203693335,19.8796469884439,0.258395843763276,0.369131316047568,67.238842045841,5.92926716267058,0.827928997912341,4.605,3.84,1.8,3.9055,3.934,3.9774,4.31895,5.0734,95.9632,60.48,2.7501,7.52,9,7.295,87.2,400.85,355.65,65.555,258.75,352.75,259.35,354.1,798.79,767.765,768.58,781.42,91.96,293.345,313.07,229.08,3.47,3.9555,5.1965,6.614,7.412,3.918,3.936,5.398,6.239,7.088,3.393,3.803,5.065,6.327,7.107,3.715,3.703,4.9075,5.884,6.968,3.174,3.606,5.093,6.269,6.8735,-8.618,-10.9,-9.0925,231.31,4.72367223555196,4.28362835436599,5.78236442039923,4.42973277883917,4.58468724288507,419.383433784638,425.70921772585,419.706222590357,424.080484055423,419.688782604387,425.622025689936,419.674303913144,425.480706555536,419.62198213431,2153.00877948724,2145.90945850044,2152.68742720434
1,10.75,5.42717750657905,5.05427918928973,0.48696278091462,0.137659642066368,-0.102047781814597,0.068798992645842,24.5702127139316,-0.232946826540377,0.397777788118916,112.335190171194,4.98854371615534,0.932474480335568,4.88,4.14,1.795,4.5247,4.787,4.6352,5.0733,6.10815,95.972385,58.295,3.0835,9.455,10.97,8.475,81.4,469.72,418.6,75.645,260.2,361.75,262.2,362.85,934.79,897.265,895.565,917.44,103.36,352.85,396.96,305.84,4.1985,4.3065,5.245,6.606,7.4025,4.55,4.374,5.451,6.233,7.0755,4.32,4.307,5.106,6.308,7.094,4.595,4.423,4.9435,5.879,6.949,3.832,4.033,5.126,6.255,6.865,-4.904,-5.677,-3.712,283.265,4.67762901950257,4.4186547998278,5.85078874979012,4.46569716273135,4.64597155989814,419.192636645732,425.976664194585,419.210147684031,421.638183116578,419.258244037587,425.853185578202,419.135505041006,425.825890115387,419.220749830209,2146.95230884136,2153.82191641406,2229.45219032617
1,11.25,5.72684888813578,5.87542214132449,0.540248862485833,0.188977072809501,-0.0462857186604041,0.0340600466833921,28.159433235905,-0.192655361032761,0.401016000609583,131.962945557257,4.44022085343463,0.993994220891967,5.25,4.25,1.87,5.3786,5.727,5.65755,6.1733,7.214,95.97187,56.75,3.6181,11.22,12.67,9.71,94.45,528.805,479.65,85.04,263.9,368.6,266.2,370.8,1022.75,1002.73,995.19,1018.57,113.91,420.745,500.16,379.69,4.879,4.764,5.327,6.596,7.3905,5.331,4.866,5.519,6.233,7.072,4.814,4.788,5.193,6.309,7.098,5.351,4.952,5.0735,5.876,6.939,4.683,4.519,5.277,6.24,6.8555,-0.92,0.509,0.543,319.505,4.67441673625359,4.39551490317579,6.09024402314745,4.58661753427931,4.485981479878,418.878222585488,425.38516197502,418.876935725619,421.446937930994,418.804900735786,425.324467420121,419.002589374255,425.128537291299,419.077785245738,2190.16820640051,2137.35623247242,2165.36328469873
1,11.75,5.39133723036986,6.83775202309744,0.57541884491765,0.0784083656015316,-0.0509900476685283,0.14664411746218,28.3563681884429,-0.0054458251471842,0.403040646594511,140.63854275816,4.59417194211657,1.09086828474848,5.05,4.27,1.89,6.3172,6.458,6.6238,7.17165,8.37265,95.97309,54.445,4.218,12.66,13.6,10.87,93.1,568.95,517.4,89.77,267.1,377.9,268.05,379,1123.165,1089.56,1103.28,1115.83,123,467.77,551.53,434.37,5.547,5.08,5.382,6.581,7.383,6.046,5.253,5.617,6.2205,7.058,5.536,5.309,5.288,6.307,7.09,6.1535,5.435,5.183,5.875,6.8955,5.341,5.005,5.486,6.234,6.827,3.792,8.988,7.009,352.04,4.75197103549355,4.45223594345783,6.08539275715664,4.52192105065659,4.62199961433265,418.989629518729,424.436629804243,418.665050787298,420.487325679327,418.684833006929,424.276150594404,418.72426705922,424.402490794793,418.518055041053,2181.84783035046,2171.62295383508,2199.69103429885
1,12.25,5.16182066362412,7.52980719119407,0.59351465119713,0.122419105298078,-0.032704510506719,0.104517953333019,26.3216474748827,0.295658352491875,0.423218409565587,147.375145558185,3.81456150731908,1.10247060326174,5.27,4.19,2.02,7.0661,7.105,7.4662,8.0845,9.234,95.94125,52.36,4.7217,13.69,14.6,11.76,86.85,596.82,543.4,94.74,265,381.1,266.8,384.8,1164.76,1134.325,1138.27,1154.74,124.12,499.12,585.2,462.815,6.304,5.4725,5.5765,6.585,7.3845,6.724,5.6765,5.7535,6.232,7.049,6.262,5.57,5.4145,6.3105,7.075,6.98,6.098,5.371,5.89,6.894,6.2,5.456,5.635,6.26,6.809,6.331,15.01,12.155,370.925,4.57265078382241,3.95972339187101,6.11202913239507,4.1083136819105,4.27499093125678,418.665763711193,423.904916471432,418.642432929132,419.914284543697,418.447529936479,424.037689278137,418.462612131881,423.464928244848,418.261511897797,2125.89688720779,2115.99710599195,2139.45238985836
