DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,TA,PA,RH,VPD,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,CO2_SIGMA,H2O_SIGMA,PPFD_IN
1,0.25,-0.3345498,-57.35062,-29.68919,-13.72831,0.59497115,0.03541,14.047115,13.165265,99.2678075,58.3020125,0,315.51575,7.28992375,0.1863133,0.1519819,0.048145,0.12336135,0.000865,0.071705,0
1,0.75,-0.466935,-72.58366,-65.52884,-11.1348,0.6991175,0.0337675,14.1160975,12.7829725,99.2718125,53.9332,0,329.067675,7.565419,0.18094675,0.144032975,0.0519425,0.142901425,0.00071,0.0627875,0
1,1.25,-0.3151398,-56.295275,-8.44130925,-17.65931,0.56770805,0.038975,13.81,12.5837275,99.25528,55.9206,0,313.7167,7.037413,0.1690577,0.15967435,0.0448975,0.1397525,8e-04,0.07488,0
1,1.75,-0.273428125,-56.0024125,-9.6612955,-9.3666375,0.6837875,0.0426,13.3753625,12.0675125,99.2469,72.24213,0,304.1459,6.562159,0.176602125,0.15206925,0.0509875,0.122589125,8e-04,0.0486,0
1,2.25,-0.21876,-56.29367,-8.09931225,-17.784715,0.62574,0.03506,13.21951,11.9102,99.2634,72.3791,0,316.4732,5.617867,0.1858354,0.1504439,0.0391,0.12465,9e-04,0.059265,0
1,2.75,-0.2610913,-51.53717,-10.746,-14.4796,0.6658106,0.03388,12.82565,11.81832,99.2967325,67.60516,0,322.57425,6.21290075,0.1607423,0.1520658,0.04219,0.11735,0.001,0.05015,0
1,3.25,-0.1923375,-54.12935,-21.8054675,-9.1768525,0.54791825,0.033275,12.697,11.413325,99.2531,60.3375,0,310.96015,6.9780315,0.187202125,0.1326375,0.0431875,0.11195,0.001,0.0438,0
1,3.75,-0.245474375,-54.7618,-59.4711425,-8.08870625,0.589358125,0.0317125,12.5211625,11.1946875,99.20225,63.5017375,0,307.9685,6.00199475,0.173981625,0.180825,0.0521,0.1111,0.000955,0.032645,0
1,4.25,-0.18408835,-54.303735,-24.7553125,-9.498986,0.4373599,0.0457525,11.722805,10.4609725,99.2037325,60.85619,0,310.921475,6.3939355,0.16444895,0.159038975,0.04433,0.110765,0.000955,0.03066,0
1,4.75,-0.246215,-46.22545,-31.737855,-20.10651,0.25567015,0.042815,11.3575,10.07568,99.17551,72.97896,0,314.3891,7.1007865,0.2049548,0.16022155,0.039425,0.1073291,0.00101,0.046935,0
1,5.25,-0.24629,-46.7547375,-21.0147975,-6.36984175,0.543901,0.0392,11.60717,10.30374,99.15735,58.8654625,0,307.9486,7.13867125,0.1615851,0.1524673,0.03797,0.10752,0.0008525,0.0303225,0
1,5.75,-0.2812349,-48.94624,-27.11275,-5.2796035,0.42875225,0.043365,11.78529,10.49245,99.10414,50.9443075,0,269.29975,6.02364925,0.16832645,0.14783,0.042585,0.1111,8e-04,0.0498275,0
1,6.25,-0.2245646,-46.66315,-10.73762,-8.586095,0.5765019,0.03588,11.17285,9.89954,99.182205,33.0333425,0,308.9258,7.38937125,0.1967148,0.13887,0.04363,0.11363,0.001,0.04962,0
1,6.75,-0.2668275,-35.60884,-5.3460665,-11.74435,0.640628975,0.02994,11.7576875,10.1246325,99.27327,60.4271325,0,291.836975,5.7013765,0.22226515,0.1814707,0.067255,0.1029,0.0006625,0.06986,0
1,7.25,-0.336090575,-46.2563725,-10.2014325,-15.84809,0.57359,0.0633375,12.4580925,11.0560875,99.300035,70.734975,0,330.1269,8.10343,0.279300925,0.233759025,0.09445355,0.109815,9e-04,0.1003,6
1,7.75,-0.4203969,-22.85399,-1.22430125,-12.32014,0.7056813,0.08832,12.372115,11.07476,99.316505,60.39462,0,356.4016,7.0578205,0.30144185,0.31685575,0.14222895,0.109775,0.0012525,0.16877,16
1,8.25,-0.377385625,-18.0541,-2.082585,-14.78117,0.693071,0.0829125,13.8887625,12.6651125,99.32207,59.508185,0,360.1477,7.876495,0.382033625,0.349460625,0.186963,0.107289125,0.00071,0.175405,45.38125
1,8.75,-0.42809105,-14.45795,-6.448789,-15.83978,1.10458325,0.126432975,15.0620075,13.6685025,99.34062,58.71358,0,363.62865,7.33713325,0.44965845,0.4085175,0.206281125,0.115655,0.000655,0.19941,87.6
1,9.25,-0.459676325,-14.8326,-14.820905,-17.831725,1.13494025,0.10475245,15.99948,14.810975,99.3714275,54.0992,0,278.56525,6.9748285,0.5510936,0.48508855,0.209884675,0.12058445,0.0012575,0.2091175,80.35
1,9.75,-0.427575,-6.623795,-0.795695,-21.3520375,0.901725,0.10886025,16.829525,15.178175,99.39265,52.632995,0,282.311075,8.01388225,0.529375,0.5644,0.23153825,0.1179755,0.00104,0.25084,133.9
1,10.25,-0.469235,-3.39862825,0.929775,-25.4929325,0.8916025,0.113501675,17.643005,16.1707725,99.4089775,50.2517225,0,262.813,8.505582,0.5601225,0.52919,0.18514,0.160489275,0.0015725,0.26284,205.45
1,10.75,-0.458825,-0.18805,3.45512,-25.85161,1.1266075,0.128087,18.2277,16.853075,99.42755,48.153515,0,256.951275,7.38670475,0.5655,0.61755,0.2283255,0.150598,0.00102,0.33096,291.75
1,11.25,-0.427113975,-0.50476875,1.7905775,-27.89904,1.31098975,0.134660725,18.45733,17.4321975,99.3678775,45.971725,0,254.4983,5.3595835,0.58836035,0.607828525,0.249258475,0.17659,0.0018,0.43204,196.7
1,11.75,-0.456881425,1.281963,3.41196,-29.18377,1.1228975,0.1245166,19.1054375,18.13762,99.2925475,42.7976,0,248.9336,5.1164435,0.6950525,0.6529044,0.283426825,0.192405,0.00152,0.39376,363.8
1,12.25,-0.44598765,10.41795,3.30191,-29.049375,0.99326,0.1361425,19.63716,18.5444225,99.345645,41.03607,0,247.829875,5.1648895,0.706994525,0.5952525,0.2649375,0.20091735,0.00122,0.39326,602.37
1,12.75,-0.4337981,4.9468135,4.359515,-30.5354875,0.9412525,0.11452055,19.5593475,17.9109,99.375125,39.2872325,0.026575,247.26825,5.331922,0.7109379,0.6903,0.292306325,0.233771125,0.00112,0.40106,678.5125
1,13.25,-0.4632325,2.50863,3.844145,-33.783375,0.8836193,0.158243575,19.9679575,18.1606975,99.3359525,36.072045,0.2516,247.18325,6.109124,0.695771525,0.6715972,0.28513,0.2271,0.00176,0.61582,651.675
1,13.75,-0.491022675,-13.7540625,2.79002,-29.88455,1.16940575,0.13488,20.1993675,18.7425675,99.29943,37.73821,0.188825,247.64975,6.568344,0.72496,0.7769275,0.308845,0.1823725,0.001,0.45686,527.3375
1,14.25,-0.46704975,-9.7355,3.34521,-28.6619775,1.28285,0.1116745,20.431025,19.136625,99.2636825,37.1428425,1.219265,239.97405,7.0999945,0.75155,0.81350575,0.279525,0.2162,0.00143,0.5820525,298.525
1,14.75,-0.5030092,-7.75022325,4.49689,-26.50708,1.429546,0.161480575,21.3124725,19.391395,99.2098875,35.05929,1.62935,239.22475,6.370866,0.739694375,0.660538425,0.280801075,0.18075205,0.001465,0.584255,492.05
1,15.25,-0.481281775,-11.5543125,2.13029,-24.546645,1.4605025,0.1436541,21.69045,19.725865,99.174345,32.740205,1.87252,239.30235,6.2573785,0.60069015,0.56814315,0.21766215,0.1698211,0.00112,0.48868,172.35625
1,15.75,-0.4223705,-27.0464575,1.0424,-24.24982,1.27657325,0.114543975,20.81854,19.6168125,99.15912,31.652575,2.30096,235.1873,6.2499655,0.589005,0.59810075,0.219320975,0.157693025,0.000685,0.49769,182.95
1,16.25,-0.494595625,-39.979185,1.87031,-19.386415,1.2770275,0.133411025,20.8805925,20.066855,99.1464,34.14424,2.4785725,235.19255,6.3747615,0.621226975,0.59536,0.20948915,0.1802175,0.000965,0.38868,140.75
1,16.75,-0.43744895,-35.18701,1.6755225,-16.5050575,0.9649734,0.1170475,20.849765,19.5843725,99.0998275,32.952125,2.58065875,266.994075,6.8225565,0.589675,0.568911975,0.18904875,0.16251085,0.000775,0.39252,100.9
1,17.25,-0.4505345,-43.072775,-0.43712,-14.8430275,1.1629075,0.112275,20.4489,18.989125,99.0927,31.7205225,2.5912895,370.452825,6.5489545,0.515648,0.45555,0.160613,0.1568,6e-04,0.421405,118.875
1,17.75,-0.40009025,-41.7754,-0.5695875,-9.30279,1.1021,0.0896,20.2202,18.671525,99.0905,34.6063475,2.5450565,373.923,6.745172,0.4433885,0.40509225,0.14062,0.136025,0.00061,0.42274,71.875
1,18.25,-0.475804725,-30.11206,-14.571765,-6.64355,0.83463635,0.0930725,19.871705,18.5194275,99.08894,37.823095,1.72508,372.04695,6.35989,0.3581438,0.30075905,0.107747725,0.1164125,0.0003575,0.449165,34.1
1,18.75,-0.3945489,-46.7106525,-2.363885,-4.28198775,0.7108925,0.06883,19.12932,18.3255825,99.087325,37.72716,1.545717,375.0773,6.277309,0.238794925,0.2762739,0.099089425,0.129553175,4e-04,0.3430775,34.7625
1,19.25,-0.3657365,-43.5057,-19.7693,-3.0738365,0.7455315,0.0627,18.712825,18.105925,99.1036,45.305455,0,376.278,6.753745,0.248775,0.245211,0.06295,0.12868525,0.0006575,0.27674,13
1,19.75,-0.31256725,-53.475325,-17.2023,-5.76604325,0.70188875,0.036,18.5565,17.690425,99.14955,45.5873275,0.2697,375.9191,7.1667925,0.1822515,0.1747705,0.064825,0.1406,0.0012,0.1759975,5.5125
1,20.25,-0.34765725,-53.2606075,-20.91921,-4.4880925,0.62662135,0.033955,18.31589,17.0573425,99.181375,46.131005,0.00614250000000009,375.43,8.69760025,0.172035125,0.142266675,0.0323375,0.16765015,0.001575,0.18651,0
1,20.75,-0.352894525,-74.738145,-27.098675,-17.18404,0.574253825,0.031275,17.346745,16.11612,99.1856125,48.808035,0,374.4038,6.56217125,0.15873315,0.14738255,0.043795,0.17297,0.001365,0.141955,0
1,21.25,-0.2536595,-62.73315,-46.8657225,-13.66861,0.45579375,0.0298,16.6156,15.390675,99.17813,55.6528775,0,370.040025,8.98938425,0.13474225,0.12553575,0.029575,0.159375,0.001365,0.110075,0
1,21.75,-0.2560312,-56.49248,-22.688095,-13.21869,0.4777432,0.03274,15.96544,14.78242,99.2678,56.0699,0,363.76735,8.609702,0.1633188,0.12574,0.03826,0.15234,0.00124,0.11185,0
1,22.25,-0.184781,-62.57328,-8.0609805,-10.7568125,0.7234498,0.03196,15.78728,14.41136,99.29801,60.6600025,0,357.76725,7.766322,0.141691,0.1327472,0.03336,0.1640566,0.00162,0.116805,0
1,22.75,-0.24878685,-60.398455,-22.6921275,-11.19191,0.692262375,0.0386575,15.423585,14.1866375,99.2254875,64.587175,0,353.86705,7.77957125,0.16773505,0.14331445,0.03748,0.148102775,0.00116,0.1154975,0
1,23.25,-0.3191284,-53.91135,-21.761,-11.104848,0.64417695,0.03028,15.094185,13.92777,99.3072,66.184175,0,340.8995,7.36895125,0.16619205,0.14239385,0.0478,0.11946865,0.0010625,0.0821,0
1,23.75,-0.368355,-63.98294,-16.79846,-12.9445375,0.5896291,0.04508,14.314355,13.343185,99.288135,57.5023,0,319.022475,6.981695,0.195255,0.1458797,0.039925,0.1264434,0.001075,0.0735125,0
2,0.25,-0.20218115,-60.988985,-32.2976,-21.576735,0.45095385,0.02521,12.06555,11.55732,99.388,76.7167375,0,282.48275,7.807427,0.15069765,0.1306262,0.03116,0.1605131,0.00146,0.05572,0
2,0.75,-0.1710716,-52.40262,-31.93116,-13.60415,0.5998438,0.02688,12.09794,11.70748,99.401905,79.438265,0,279.831125,7.87179575,0.1372692,0.1434986,0.0366,0.14292,0.0018725,0.042895,0
2,1.25,-0.2137274,-49.05646,-115.766975,-39.0023225,0.449734,0.039785,11.662205,11.346665,99.3975525,70.4204975,0,285.03495,6.557115,0.174875,0.14157,0.030395,0.1748601,0.0017,0.039195,0
2,1.75,-0.209303275,-50.606425,-15.1001875,-20.1023875,0.678274875,0.03481,11.29876,11.1070825,99.41166,81.0909875,0,298.3599,8.8931345,0.152266725,0.12415805,0.03555,0.15551795,0.001405,0.0546,0
