DOY2,HR2,FC_1_1_1,LE_1_1_1,CO2_1_1_1,H2O_1_1_1,FC_1_1_2,LE_1_1_2,CO2_1_1_2,H2O_1_1_2,H,USTAR,TA,RH,PA,VPD,WS,NETRAD,PPFD_IN,SW_IN,LW_IN,SW_OUT,LW_OUT
1,0.25,-0.031265,-0.642898185,383.23779,4.34599195,-0.056278,-0.6307163325,410.618295,2.82336415,-19.9009045,0.06397187325,-2.19592,42.66014,83.6230325,1.6235697,1.1545028,-78.4416595,0.05393080825,0,214.112735,1.31932185,284.92497
1,0.75,-0.0253425,-0.68079388,383.3475075,4.3405085,-0.043613,-0.78901641,410.71925,2.8525284,-20.05451525,0.062408635,-2.54326,42.76461,83.616775,1.5557672,1.1315056,-77.9512705,0.05303323175,0,212.88918,1.338685125,283.179195
1,1.25,-0.02211875,-0.59285345,383.60235,4.33897925,-0.048765,-0.87035236,410.78868,2.8555895,-17.840542,0.05858857925,-2.8602125,44.161085,83.61428,1.4546222,1.02012475,-76.861828,0.05019617525,0,212.67834,1.3318041,281.69112
1,1.75,-0.01874075,-0.5706581,383.85169,4.3491262,-0.05613425,-0.84574809,410.62996,2.86510995,-18.722575,0.061444607,-2.93037,45.54647,83.6136575,1.38017355,0.99475039,-76.632021,0.04872194325,0,211.306245,1.375822,280.17946
1,2.25,-0.01366,-0.727134565,383.79767,4.38564935,-0.0476095,-0.87186612,410.87102,2.86132485,-16.593219,0.06048253575,-3.17865,47.896445,83.6200975,1.3523704,0.9688906125,-76.370111,0.0488798215,0,211.24057,1.35907705,279.1345875
1,2.75,-0.004218,-0.73186014,383.89762,4.3601601,-0.046085,-0.866882655,410.957805,2.85147535,-16.111681,0.06532680275,-3.44061,48.1637325,83.6199925,1.2365579,0.9904495325,-75.4793065,0.04869709025,0,210.6075225,1.3523979,278.70251
1,3.25,0.00075107,-0.6229977725,384.14649,4.3675629,-0.057843,-0.678908225,410.962035,2.87844,-15.014228,0.0606829715,-3.74,49.18483,83.6261725,1.1607839,1.01915575,-75.786102,0.04805429275,0,209.9351375,1.375471,278.01784
1,3.75,0.01539325,-0.7199905725,384.2917775,4.3723644,-0.035174,-0.782520625,411.199595,2.86834415,-14.297386,0.05711855325,-4.1589725,50.4564175,83.6208275,1.114915925,0.94443726,-74.9588275,0.04797821775,0,208.610655,1.2760659,275.800235
1,4.25,0.0392305,-0.74252923,384.30609,4.3888013,-0.0588585,-0.6604486075,410.86115,2.82876435,-14.8661505,0.056081674,-4.41836,52.18414,83.6076425,1.0484905,0.95446441,-74.6954245,0.047032183,0,208.399885,1.323525,274.474375
1,4.75,0.0666645,-0.63729643,384.536695,4.4614447,-0.050468,-0.6711741475,410.834505,2.82507695,-13.162763,0.058334958,-4.38458,53.5641175,83.6205475,0.97973876,0.9568215275,-74.015888,0.045736958,0,208.002015,1.323168,274.014795
