DOY2,HR2,USTAR,TA,WS,NEE,FC,H,LE,TS_1_1_1,TS_1_2_1,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,SC,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1
1,0.25,0.25794,-10.43825,1.93425,0.21804,0.1565,-26.05525,-1.0827,0.37925,0.442,74.316,97.489,390.732,-42.41825,0.00819705,-1.43,0.12303,239.8325,274.82,2.2476,-0.149025,0.68333,1.05,1.85,2.3,4.2833,5.7833
1,0.75,0.255,-10.7535,1.975,0.2203275,0.157,-24.4375,-1.146675,0.4065,0.442,75.25175,97.459,390.89475,-43.159,0.00931105,-1.3834,0.1374975,242.3,276.1275,2.230075,-0.1793875,0.68333,1.0417,1.875,2.3085,4.3,5.8
1,1.25,0.25125,-10.76925,1.9501,0.243155,0.1242425,-26.5005,-0.939905,0.3985,0.442,75.589,97.457,390.9125,-46.20075,0.009,-1.43,0.14041,240.5825,275.0325,2.219775,-0.1635875,0.68333,1.0417,1.8417,2.3,4.3,5.8
1,1.75,0.251615,-11.0045,1.9685,0.23168,0.1674975,-25.455,-0.8543325,0.3955,0.442,75.608,97.467,390.60675,-41.837,0.009,-1.41205,0.1574375,237.6375,274.1275,2.1922,-0.1333225,0.68333,1.025,1.85,2.3,4.3,5.8
1,2.25,0.2437,-11.0115,1.984,0.227,0.147,-25.90425,-0.839,0.387,0.4375,76.77225,97.4575,390.78425,-43.9695,0.00955735,-1.331475,0.137,236.215,273.22,2.1651,-0.1173275,0.66667,1.025,1.85,2.3,4.3,5.8
1,2.75,0.243775,-11.08675,1.9765,0.225575,0.1358475,-25.2415,-1.1535,0.383,0.441835,76.46,97.4815,390.748,-45.64475,0.009,-1.493,0.1400675,234.87875,272.98125,2.148525,-0.118035,0.68333,1.025,1.8583,2.3,4.3,5.8
1,3.25,0.25,-11.20225,1.9672,0.206025,0.1239,-24.3705,-1.116,0.3775,0.437835,76.67225,97.491,390.63825,-45.472,0.008269175,-1.5579,0.1258,237.3765,274.995,2.117125,-0.1112425,0.66667,1.0417,1.8583,2.3,4.3,5.8
1,3.75,0.232825,-11.28625,2.0132,0.26216,0.1552825,-24.017,-1.08905,0.3675,0.437665,76.39525,97.4715,390.6445,-49.858,0.008,-1.6905,0.120545,232.66775,275.0775,2.084,-0.1294275,0.68333,1.025,1.8583,2.3,4.3,5.8
1,4.25,0.2364225,-11.286,1.93095,0.252785,0.13882,-24.858,-1.219425,0.378,0.446,77.409,97.4685,390.993,-49.5455,0.009,-1.71965,0.089094,234.815,274.16,2.1449,-0.13779,0.68333,1.0333,1.8417,2.3,4.3,5.8
1,4.75,0.22583,-11.465,1.9145,0.24963,0.1459125,-23.997,-1.064275,0.377,0.433,77.74775,97.468,390.787,-42.778,0.009,-1.4299,0.10735,237.39,274.3725,2.126,-0.15004,0.675,1.0333,1.8583,2.3,4.3,5.8
1,5.25,0.219525,-11.374,1.8958,0.267825,0.188595,-23.62125,-1.3155,0.371,0.441835,77.28825,97.4525,390.84725,-41.2695,0.009,-1.5145,0.123805,238.13,273.1,2.12295,-0.16645,0.68333,1.0167,1.85,2.3085,4.3,5.8
1,5.75,0.20629,-11.492,1.8804,0.24775,0.126,-24.68675,-1.2814,0.369,0.442,77.1395,97.4465,390.78125,-37.4655,0.0096993,-1.3675,0.13688,239.7595,273.0825,2.1275,-0.14534,0.66667,1.0333,1.85,2.3,4.3,5.8
1,6.25,0.2216,-11.723,1.88995,0.302,0.1845,-24.348,-1.2155,0.3695,0.43333,77.4225,97.477,390.93475,-39.6905,0.009,-1.403725,0.12213,238.377,272.28,2.116025,-0.1423725,0.68333,1.0083,1.85,2.3,4.3,5.8
1,6.75,0.2225,-11.566,1.83,0.258,0.13452,-23.871,-1.1084,0.37,0.4375,77.84975,97.482,390.85175,-41.762,0.009,-1.4637,0.13777,239.58,272.64,2.1174,-0.12115,0.7,1.025,1.8583,2.3,4.3,5.7833
1,7.25,0.21385,-11.609,1.82425,0.309045,0.149935,-23.774,-1.034575,0.376,0.45,78.389,97.489,390.865,-42.636,0.009,-1.390325,0.13179,237.25,272.535,2.12465,-0.13824,0.66667,1.0167,1.85,2.3,4.3,5.8
1,7.75,0.22035,-11.75125,1.84055,0.26119,0.20686,-22.4605,-1.01427,0.3605,0.442,78.6075,97.511,390.9695,-43.0775,0.106,-1.2625,0.15801,237.405,272,2.1109,-0.17161,0.68333,1.0167,1.85,2.3,4.3,5.8
1,8.25,0.223305,-11.6845,1.863725,0.295805,0.1865075,-22.04375,-1.054475,0.3635,0.442,79.0415,97.507,391.06625,-39.44,4.5455,1.3034,0.70563,238.325,273.26,2.0985,-0.1464975,0.68333,1.0167,1.8583,2.3,4.3,5.8
1,8.75,0.2205,-11.716,1.81665,0.271985,0.1663125,-21.4325,-1.074,0.368,0.437665,78.60675,97.513,390.79975,-18.51075,23.29675,10.715,2.793625,231.965,273.555,2.0912,-0.154765,0.675,1.0083,1.858,2.3,4.3,5.8
1,9.25,0.2516925,-11.55125,1.815,0.1869025,0.2940425,-13.93725,-1.065325,0.3755,0.433,77.8665,97.537,390.989,3.258,55.46575,26.345,6.559,236.06525,275.4675,2.1308,-0.4224,0.68333,1,1.85,2.3,4.3,5.8
1,9.75,0.2999975,-11.111,1.817,0.170565,0.3741425,-5.71265,-0.8,0.3545,0.43333,76.80225,97.538,391.14,21.7565,96.7685,46.2565,11.422,235.917,277.38,2.166,-0.5975675,0.66667,1.0083,1.85,2.3,4.3,5.8
1,10.25,0.3448425,-10.84475,1.6937,0.1205325,0.408,3.418725,-0.76493,0.3505,0.4375,75.367,97.5535,391.031,39.311,144.1165,70.19225,14.929,234.8805,277.78,2.228,-0.64955,0.675,1,1.8583,2.3,4.3,5.767
