DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,SW_IN,SW_OUT,LW_IN,LW_OUT,TA,RH,G_1,G_2,TS_1,TS_2
1,0.25,-0.00218,1.30976,7.6465,0.7791095,4.6732,0.299662,2.06966,419.407,3.8133225,1.14517,0.86139,0.409453,0.239417,-0.42663145,0.679436625,308.46555,317.2365,-0.2775,87.645,-1.85575,-2.597,1.038,0.93
1,0.75,0.00847,0.201901,6.3133025,0.73253625,4.72268,0.295338,1.95695,419.90325,3.8092525,1.11871,0.816887,0.401207,0.205676,-0.413734175,0.7108739,308.162475,317.0967,-0.1875,85.49,-2.281,-2.61175,1.03825,0.9005
1,1.25,-0.0062575,0.149712,6.83323,0.7881275,4.8886825,0.2830325,1.96429,420.256,3.7315075,1.0203275,0.80621125,0.4031795,0.194489,-0.4909231,0.715286075,307.363,316.73025,-0.285,86.445,-2.45225,-2.6305,0.978,0.86475
1,1.75,-0.00718,0.312142,7.61822,0.82808075,4.7950375,0.2815015,1.80223,419.793,3.74286,1.042855,0.8559245,0.404167,0.207101,-0.4609211,0.8071653,305.661125,316.723075,-0.3425,88.4525,-2.465,-2.65375,0.922,0.80875
1,2.25,-0.00866,0.948006,6.739675,1.07271,4.23077,0.268969,1.85612,418.2375,3.7321875,1.02515,0.789026,0.39857,0.173287,-0.418776975,0.788446775,304.758,316.56705,-0.4125,88.37,-2.36325,-2.67325,0.9105,0.79125
1,2.75,0.00373,1.15522,6.96916,0.83479825,4.61064,0.282763,1.769195,421.011,3.7347375,1.10589,0.786312,0.392615,0.169049,-0.412026875,0.744133,306.6797,316.640975,-0.475,88.1,-2.28275,-2.68675,0.9335,0.7815
1,3.25,0.008955,-0.17617,8.233275,0.838733,4.33492,0.2684255,1.90614,421.16125,3.846305,1.0581825,0.80529725,0.39999275,0.16903375,-0.430247725,0.741691925,305.66615,316.318525,-0.4525,88.8925,-2.406,-2.71475,0.931,0.7725
1,3.75,0.00809,0.431526,7.96605,0.83098875,4.20384,0.283135,1.884625,421.37325,3.847625,0.937061,0.751271,0.365315,0.193215,-0.3714699,0.798470975,305.546375,316.202,-0.3675,87.355,-2.54475,-2.7435,0.93225,0.76575
1,4.25,0.012475,1.883385,6.38899,0.5227805,4.40084,0.27290875,1.967515,421.0015,3.8216325,1.0317275,0.84744425,0.41019525,0.20668625,-0.37508095,0.8350403,305.816075,316.20125,-0.3725,88.7875,-2.6905,-2.9145,0.98075,0.7685
1,4.75,0.0074725,2.7378875,7.54228,0.950762,4.582385,0.28619525,2.1096525,421.4085,4.075585,0.99653025,0.81899125,0.394412,0.18754425,-0.37551665,0.8440334,305.42315,316.212075,-0.37,88.7575,-2.69525,-3.06875,0.976,0.76425
1,5.25,-0.0072525,3.66866,7.8088,0.713235,4.507505,0.27749575,1.737185,419.593,3.96271,1.03014575,0.81728625,0.38463275,0.197045,-0.303279075,0.8658595,306.318725,315.688875,-0.435,88.075,-2.6995,-3.052,0.86225,0.7915
