DOY2,HR2,CO2,CO2_SIGMA,FC,SC,H2O,H2O_SIGMA,H,SH,LE,SLE,PA,RH,TA,T_SONIC,T_SONIC_SIGMA,VPD,PPFD_IN,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,TAU,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,G_1_1_1,G_1_2_1,G_1_3_1,G_1_4_1,TS_1_1_1,TS_1_2_1,CH4,FCH4,SCH4
1,0.25,434.671,9.532095633,3.29476,0.26804675,18.083375,0.2408033875,-3.07484,-0.1602595,5.87332,0.8410455,101.934,97.0022575,17.12,19.91,0.355121,1.78185,0.0434657975,-15.411825,0,1.4146275,371.16535,394.2226,-0.00556,0.199383,0.51742729,0.431211,0.221689,1.508590828,2.382885,-6.09021325,-4.785965,-4.170181,19.23425,18.89,1897.02,-0.102526,-0.036325
1,0.75,432.83575,10.29949077475,3.546805,0.195612,18.046375,0.235482345,-2.3272,0.011495,5.714965,0.272414,101.932,97.15,17.029,19.613,0.340107,1.6152375,0.0405,-16.80715,0,1.3952775,374.361425,394.27575,-0.00576,0.189902,0.487788,0.4600464115,0.219428687,1.54314,2.30734,-6.3598835,-5.12821025,-4.65632,19.10725,18.80875,1895.08,-0.560264,0.022265
1,1.25,423.2645,8.2014509975,3.84451,0.120022,18.14565,0.2530668,-2.46587,0.127803,6.013,0.345142,101.9095,97.4735,16.882,19.5812,0.348978569,1.406885,0.0476,-14.42018,0,1.374505,376.33725,393.4865,-0.006095,0.2016565,0.5142694665,0.4371285,0.224276504,1.55284,1.992165,-6.2415335,-5.16132225,-4.9159595,19.01275,18.771,1894.35,-0.55342,0.0544
1,1.75,430.46575,11.970882615,3.416085,0.390715,18.03065,0.309926736,-1.665185,0.08345,5.9579375,0.294642,101.919,97.59195,16.6865,19.367225,0.34615535725,1.34773,0.0413202,-15.4738925,0,1.3783075,373.3225,393.288,-0.007455,0.19495175,0.5401115,0.4385311425,0.21641925,1.60742691575,2.056495,-6.29131,-5.2807695,-4.844305,18.91975,18.72325,1891.8725,-0.035075,0.02605
1,2.25,432.8,10.98804051,3.755615,0.437102,17.80755,0.31320439175,-2.423965,0.0933,5.5432475,0.33336775,101.93225,98,16.462,18.99165,0.306145852,1.199795,0.0455,-14.8521,0,1.4260725,376.274,393.18025,-0.004855,0.19786825,0.508146,0.45210421875,0.23719475,1.6744825,1.35055,-6.52276,-5.62935025,-4.794482,18.79225,18.705,1895.7125,-0.6465335,0.0286
1,2.75,435.8235,11.585340195,3.465725,0.306898,17.4822,0.32357458625,-1.91213,0.108745,7.10318,0.38093,101.904,98.222875,16.3505,18.8912,0.324456469,1.07737,0.0478,-12.619375,0,1.396198,375.35975,393.127,-0.00587,0.217103,0.56304,0.467631265,0.248797106,1.613872258,0.86565625,-6.53274125,-5.7191125,-4.992655,18.65775,18.64275,1892.5375,-0.017125,-0.01775
1,3.25,435.78925,12.1283020575,3.4534125,0.3539985,17.41375,0.2914119855,-2.18268,0.115494,6.61003,0.34012575,101.907,98.5125,16.312,18.709,0.319481,1.048485,0.0508,-11.782125,0,1.45195725,381.29575,391.499,-0.00531,0.196428,0.513578621,0.444485,0.242693222,1.62508,1.411765,-6.8189225,-5.8039875,-4.8628525,18.58475,18.60475,1890.015,-0.29105725,0.0168275
1,3.75,436.2775,11.285436195,3.2600825,0.15750225,17.02985,0.299630062,-1.9645225,0.322726,7.347935,0.5005275,101.892,98.42325,16.2945,19.04825,0.30796807825,1.059585,0.053,-9.682425,0,1.50574675,377.55225,390.8575,-0.0072375,0.217923,0.51854411525,0.46567184525,0.24668625,1.603585,2.0578775,-6.9108,-5.99986375,-5.1954895,18.513035,18.57675,1889.8375,0.31388525,0.0683
1,4.25,441.497,10.198777015,3.43557,0.37270975,17.422425,0.259309363,-2.7042525,0.19976775,6.6595525,0.4004975,101.88075,98.66115,16.27825,19.043,0.2972321415,1.0330425,0.05790974,-9.61897075,0,1.5121075,379.048225,391.2435,-0.0090475,0.19547525,0.49941425,0.4354015,0.23105829825,1.55796,2.55960775,-6.559845,-6.1701025,-5.49805,18.46575,18.49,1890.09,-0.4153505,0.0603
1,4.75,442.28525,11.84367841,3.0240175,0.122346,17.0392,0.281300626,-2.12479,0.281299,7.8032775,0.32566675,101.85525,99,16.123,18.61225,0.31018292825,0.983912,0.0565,-9.2665695,0,1.439189,379.815375,391.73575,-0.0084425,0.20737575,0.55232825,0.44299962675,0.23791276575,1.5690092825,2.2525025,-6.338865,-6.095635,-5.4210085,18.4141525,18.462,1889.05,-0.0426,0.10966
