DOY2,HR2,CO2,FC,G_1_1_1,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,PPFD_IN,PPFD_OUT,RH,SC,SH,SLE,SW_IN,SW_OUT,TAU,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_6_1,T_CANOPY,T_SONIC,USTAR,U_SIGMA,VPD,V_SIGMA,WS,W_SIGMA,G_2_1_1,TA_1_1_3,TA_1_1_2,TS_1_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1
1,0.25,451.3899415,2.16733433745,16.261089,20.490431785,8.88241393784999,24.0212442089999,348.2675,350.765,4.64969999999998,101.30174497,0.00655000000000001,12.0925,99.7,3.47570793329999,2.730768281275,1.73232445070001,0.3562,2.970925,0,9.27699999999999,5.203575,5.4275,15.765,6.7,6.369625,5.108925,5.01375,5.9,6.967,4.116275,12.1475,7.9153052411,0.869327417199999,2.52728090555,2.059046752775,1.74945945935,6.130135497375,1.0902617081,3.93912499999999,12.5865,8.977750525,7.61515,5.04355,5.20255,5.73025,5.985325,6.0041,6.361075,6.659575,7.1256,7.971
1,0.75,453.964472035,2.9155883575,3.73164999999998,21.27909842875,9.146511055225,22.094330104,347.3525,349.6125,5.64519999999998,101.2783487,0.008275,11.8325,99.7025,0.933000325,2.071,0.912905191649999,0.398474999999998,3.01935,0,9.37874999999999,5.2275,5.4275,15.7675,6.7,6.383425,5.1,5,5.891925,6.959075,4.104675,11.792,7.8667061079,0.8349688002,2.824643709675,2.2165478519,1.852616061075,6.0312620739,0.98391770785,3.93579999999999,12.4005,9.099451075,7.58715,5.1371,5.16155,5.68825,5.9543,5.9936,6.361075,6.65905,7.1256,7.982025
1,1.25,468.771986955,1.9945177489,3.57631675,20.7921669365,8.9855088411,26.7006557587499,347.35,346.9075,3.76292499999999,101.321636175,0.00882500000000002,11.7325,99.605,2.8100586595,1.882366705,1.2199355198,0.220875,2.9128,0,8.97924999999999,5.2275,5.41815,15.68675,6.7,6.367875,5.0525,4.96375,5.9,6.954675,4.1054,11.452,7.749729521225,0.81590507945,2.556800129375,2.354220044825,1.6319174172,5.8859349305,0.968063482,3.93472499999999,12.55425,8.80008877500001,7.58735,5.075575,5.15105,5.66825,5.963275,5.993075,6.371575,6.64855,7.1256,7.982025
1,1.75,479.49155588,2.2510089212,4.34354949999999,22.752301929,9.1107016575,31.3740741259999,346.6275,348.105,2.82957499999999,101.3500017,0.00882500000000002,11.4475,99.605,2.4001243526,2.7998913561,1.201701630375,0.270424999999999,2.897225,0,8.63574999999999,5.251425,5.3891,15.615,6.7,6.399025,5.0525,4.94675,5.9,6.95,4.117,11.093,7.82900357159999,0.824371418675,2.5296065051,2.00185160015,1.68112425852168,5.6272661213,0.9372992835,3.84599999999999,13.2115,8.3129096,7.605,5.098625,5.128525,5.637225,5.9753,5.982575,6.361075,6.65905,7.1256,7.971
1,2.25,475.65125594,2.8327705124,4.383525,19.8678488185,9.3792283267,23.10012991925,345.5225,348.9525,2.5446,101.3770794875,0.00937500000000003,11.52125,99.5025,1.14788455125,3.4372068624,1.46964686855,0.253624999999999,2.986925,0,7.91877499999998,5.287675,5.344775,15.6725,6.7,6.36865,5.044425,4.9214,5.9,6.96375,4.1,11.231,7.7533029262,0.8356994857,2.31669579038721,2.0445559933,1.544129016875,5.750493966375,1.054805431375,3.71937499999999,13.74,8.059590975,7.5779,5.099625,5.118025,5.606725,5.964325,5.982575,6.371575,6.65905,7.1151,7.971
1,2.75,460.33035,3.32309835065,4.0648,15.1129287705,9.33313510870001,29.388588297,345.235,349.83,4.2928,101.36784152,0.00555000000000001,11.60975,99.5025,1.1788308718,2.4971376924,1.155675003875,0.353424999999999,2.91732499999999,0,7.96559999999998,5.276075,5.3605,15.6,6.7,6.36685,5.044425,4.904675,5.891925,6.983,4.109075,10.3415,8.01455908125,0.8643854109,2.09216873612541,2.23954831875,1.51105403218757,5.54979415755,0.960628676624999,3.48069999999999,13.696,8.42258835000001,7.568975,5.130125,5.127525,5.585725,5.9533,5.982575,6.3721,6.65905,7.1256,7.971
1,3.25,477.8172,2.404998311875,4.03924999999999,22.21229045425,8.5743604548,23.0178229395,344.615,345.665,3.404,101.3594602775,0.00882500000000002,11.686,99.6,3.1719,3.35539999999998,1.4826341653,0.343599999999999,2.939125,0,8.28149999999999,5.287675,5.3275,15.6725,6.7,6.384825,5.013075,4.918425,5.9,6.9714,4.117275,10.431,8.0124906967,0.812941421125,2.143143427625,2.05283199425,1.46266153765111,5.724896552125,0.914190168,3.067,13.87775,8.20715217500001,7.5525,5.1486,5.0975,5.5452,5.9323,5.972075,6.361075,6.64855,7.1256,7.971
1,3.75,472.651182675,2.5343,3.41839999999999,15.57567185675,9.4016456986,29.4462696645,341.8025,346.74,4.909125,101.3412958425,0.006,12.214,99.7025,1.91075611575,1.986322810375,1.083883018825,0.29855,3.09915,-0.000108843400000009,8.28874999999999,5.141225,5.3275,15.57275,6.7,6.383425,5.005,4.904675,5.891925,6.983,4.126075,10.453,8.17410879545,0.77593972395,2.3339029925,2.09617944205,1.51691091063837,5.757808298,0.8811,2.96897499999999,13.73225,7.917334825,7.57035,5.2493,5.15205,5.523675,5.911775,5.97155,6.371575,6.65805,7.1151,7.97205
1,4.25,493.828118,3.6795430615,3.1801,16.803510128,9.386473230375,26.2455694675,344.2125,345.77,5.25415000000001,101.35482028,0.00527500000000001,11.814,99.8,1.284030151,2.1515986241,1.1702,0.287875,3.08015,0,8.13699999999998,5.00532499999999,5.3275,15.57775,6.7,6.351675,5.003425,4.9,5.9,6.976075,4.1214,11.1275,8.03679099655,0.778386749,2.3068276802,2.06163441755,1.43640654853201,5.81872361245,0.863780703159065,2.88639999999999,13.69,7.58059905,7.5609,5.3615,5.204075,5.513175,5.91025,5.990025,6.3721,6.658525,7.105075,7.971
1,4.75,476.2758,2.75280101075,3.21457499999999,14.63422318125,9.236750588575,27.085330362,341.805,347.02,3.45512499999994,101.35093595,0.005,11.4242499999999,99.9,1.3038377996,1.8960211498,1.12005300155,0.276725,3.0301,0,8.34174999999999,4.99299999999999,5.31815,15.73675,6.7,6.38245,4.844425,4.918425,5.9,6.983,4.1214,10.608,8.010753831525,0.78666408645,2.398125144,2.1084146508,1.52844427801605,6.341228972,0.894435363,2.451525,13.6155,7.3693578,7.5525,5.4376,5.269125,5.50215,5.90075,6.0105,6.3721,6.637525,7.114575,7.97205
