DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_2_1,RH_1_2_1,WS_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,PPFD_OUT,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_A,TS_2_2_A,TS_2_3_A,TS_2_4_A,TS_2_5_A,TS_2_6_A
1,0.25,-6.43049499000001,-11.2753293395,17.4415299415,26.8607537347499,0.600739236912501,0.5675301925,415.611465655,11.7800227835,13.74130725,85.793359,12.09,96.51165787,7.93399999999999,13.3925,93.74761556,8.240308088925,0.197849999999997,3.9921003211,342.18,364.12,9.84875,0.936428999999999,9.872269721575e-12,11.17836288875,12.540452153,12.61,9.396979167,10.06666666425,10.77891666425,11.42364583575,12.49879166425,14.65733333575
1,0.75,-5.32539392250004,-10.510772234,14.032978736,13.925699948,0.5897999033,0.542137684999999,415.3183982,11.883778952,13.2891545,85.768315,11.791,96.692600228,8.10779999999999,13.088,94.55665166,7.93492359335,0.547441666692493,4.1701,342.8048225625,361.85,9.4600000008,0.9343775,0,10.87860461125,12.40031898,12.62,9.279666666575,9.907604166425,10.77602083425,11.4161250015,12.49827083575,14.65802083575
1,1.25,-6.36495000000002,-8.67696660480001,14.60302862375,19.2917949975,0.65543400053,0.5506453825,415.3966397475,11.74077941475,13.06004175,85.76629875,11.524,97.243355418,7.334,12.87925,94.87293118225,7.78268317154999,0.56141568623998,4.09087535,342.82035032,362.53210156,9.48999999999999,0.9343775,0,10.69475,12.205,12.61,9.206770833,9.787708333,10.77529166425,11.42622916575,12.50085416425,14.6492499985
1,1.75,-5.77895918145001,-8.65377864720002,15.480878568,14.2614681425,0.62977576467,0.5571601175,415.3180195625,11.915148285,13.12781625,85.7784325,11.592,97.047906672,7.568,12.8285,94.77238005175,8.35166479715,0,4.325,342.4167444,360.73283848,9.284,0.9276035,0,10.467226611,12.01498803825,12.5915,9.1440059526,9.708104166575,10.76522917,11.41741667,12.49616666575,14.64483333575
1,2.25,-5.4213277,-8.34591268460006,13.86657381125,12.4164897975,0.5517359667325,0.52354811,415.2706175,11.53711266375,13.261596,85.799155,11.446,97.486417664,7.1856,12.90575,95.75850173125,7.87621793040001,0.342692799999999,4.230375,341.77940686,360.22,9.069,0.948703,0,10.3190079745,12.00713875575,12.5715,9.088770833575,9.629916667,10.76758333,11.4185000015,12.49516666425,14.6400625015
1,2.75,-5.23155845455002,-8.5051700554,13.977887602,12.7268572895,0.613825825325,0.4826072125,415.26641946,11.5185331645,13.20723375,85.80275,11.72,97.197171828,7.2832,12.82,95.59947209625,7.39703675075,0.174199999999995,4.30775,340.1295385,359.3,9.134,0.944516,0,10.16625,11.90425,12.541,9.040104166575,9.572979166575,10.7585625,11.4189375,12.49689583575,14.6373125015
1,3.25,-4.81321990935003,-8.58696126760001,12.8183703755,17.93488781,0.64193065655,0.480204787499999,415.1796601,11.46873609,12.9346995,85.78903475,11.542,97.1728442,6.8250999976,12.6755,95.6665180475,7.31937492264998,0.345354079999988,4.089375,342.54467496,359.42,9.122,0.9400605,0,9.97,11.8032408295,12.511,9.009104166425,9.4626815479,10.75279166425,11.4148124985,12.4906249985,14.63066666575
1,3.75,-4.26232375000005,-7.3940004358,13.709565206,15.520081725,0.53853146105,0.5172697175,415.34908266,11.19428895325,12.752952,85.79415325,11.376,97.675354874,6.43719999999999,12.38775,95.9026359105,6.99456238404999,0.363999999999984,4.08529072725,340.936913,358.25105956,9.02199999999999,0.942881,0,9.87401196175,11.702963717,12.47,8.94731250015,9.344416667,10.74060417,11.42195833425,12.48533333575,14.61847917
1,4.25,-4.819959435,-6.86142146,15.9797252555,15.58423667075,0.469896932404999,0.46123124,415.111010595,11.4442290975,12.7660045,85.77941,11.216,97.847360954,6.1514,12.527,95.7931249365,6.59083901462499,0.0681999999999989,3.9295,344.04,357.1,8.99999999999999,0.954592,0,9.76475,11.639865,12.4355,8.89610714265,9.226270833575,10.73202083,11.42654167,12.496625,14.61520833425
1,4.75,-4.3995,-5.85327248840003,16.38055385025,12.79589904,0.48359199584,0.47411316,415.3267064,11.24213963,12.638528,85.7849145,11.114,97.788660258,6.40579999999999,12.34925,96.3294928685,6.71586539279999,0.146199999999994,3.98325,342.64,358.79889262,8.96199999999999,0.955617,1.53013964152495e-11,9.66473803825,11.50109051,12.4,8.832208333425,9.156645833575,10.7270625,11.41927083425,12.48858333,14.61058333
1,5.25,-4.53084419000001,-6.52424012860001,14.9771925595,20.5820131675,0.5485914716,0.4674112475,415.44670145,11.14702619575,12.544099,85.770048,10.946,97.974587352,6.66019999999998,12.127,96.47989694475,7.33714944065,0.388818587599985,3.77773536875,344.91552492,358.39058596,8.842,0.956802,0.0049,9.59251196175,11.4107579745,12.35,8.767916667,9.12287499985,10.72185417,11.44166666425,12.4869375015,14.6028749985
