DOY2,HR2,USTAR,H,LE,NEE,FC,SC,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,CO2_1_1_1,WS_1_1_1,TA_1_1_1,TA_1_2_1,RH_1_1_1,RH_1_2_1,PA,G_1_1_1,G_1_1_2,SW_IN_1_1_1,SW_OUT_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_2,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,NETRAD_1_1_2,PPFD_IN,PPFD_OUT,T_CANOPY_1_1_1,T_CANOPY_1_1_2,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1
1,0.25,0.224336147,-21.308858215,0.826720499,0.370094476,0.19961785,0.001214262,0.568277,0.502071,0.254953,0.262438,378.21684415,2.001743,-14.759,-15.196,69.3145,72.445,94.867664,-3.5375615,-3.1065,0,0,0,0.1235446715,228.58646915,246.8767637,-20.046196795,-16.50393279,0,0,-12.84439306,-14.43889538,-2.355327,-1.135488,-0.5222872,0.03006553,0.4530873
1,0.75,0.218481668,-20.66780033,0.691012132,0.3900191875,0.208443059,0.000893144,0.589672,0.510844,0.256452,0.259052,378.3264728,1.955299,-14.9135,-15.4435,69.492,72.306,94.864544,-3.53455,-3.1065,0,0,0,0,226.1802319,246.25710755,-21.224793385,-15.632348065,0,0,-13.09803468,-14.37977791,-2.3838425,-1.1365,-0.5196,0.03004897,0.4468621
1,1.25,0.2288491785,-17.878518165,1.192573555,0.3566461395,0.189056453,0.000364697,0.5725265,0.5127015,0.252692,0.254487,378.6870697,1.980143,-14.993,-15.5175,69.384,72.472,94.875248,-3.53455,-3.1065,0,0,0,0,227.5796222,245.95929375,-20.45994598,-16.949837725,0,0,-12.82213873,-13.955303915,-2.4034,-1.1385155,-0.5052102,0.04055605,0.4516462
1,1.75,0.214140783,-18.59220639,0.698744284,0.38957454,0.220257725,0.000440649,0.5866145,0.5026995,0.2512455,0.253927,378.04624095,1.995328,-15.1,-15.725,69.46,72.6935,94.90076,-3.5504,-3.1065,0,0,0,0,227.2934419,246.075454,-21.546975775,-17.96036557,0,0,-12.3966763,-13.371566335,-2.411997,-1.1429525,-0.5077226,0.032210845,0.4494055
1,2.25,0.2212865665,-19.27991332,1.050549878,0.349983222,0.225512635,0.003445538,0.5958635,0.5417525,0.250613,0.264108,378.3673145,1.9434295,-15.0865,-15.539,69.7125,72.382,94.91048,-3.600169,-3.1065,0,0,0,0.0315495675,227.7434105,245.643951,-21.11947972,-17.79188841,0,0,-12.53299507,-13.833357685,-2.377196,-1.141811,-0.52314035,0.034676,0.44972
1,2.75,0.234412456,-16.69434252,0.8372300025,0.345674643,0.217645988,-0.00074442,0.579953,0.515234,0.256213,0.254235,378.72332835,1.96925,-14.82,-15.446,69.4,72.475,94.911848,-3.6218835,-3.1007775,0,0,0,0.0270548455,226.00629115,245.82473495,-21.06986458,-16.155025665,0,0,-12.70488439,-14.27548217,-2.457099,-1.1410085,-0.517891,0.028217585,0.4493216
1,3.25,0.234149084,-19.0808043,1.21641192,0.353603449,0.233445885,-0.0006725985,0.59036,0.524305,0.259632,0.2505195,377.51125275,2.065354,-14.83,-15.315,69.42,72.337,94.900328,-3.6082525,-3.09015,0,0,0,0,226.57969095,245.77914855,-22.21227688,-14.997411995,0,0,-12.97117052,-13.91344243,-2.379831,-1.143266,-0.522337,0.03162761,0.45072295
1,3.75,0.2262528015,-17.301648665,0.797435281,0.374636378,0.204411443,-0.0015689875,0.583104,0.5136185,0.250949,0.258358,377.514713,2.0082085,-15.0505,-15.615,69.5805,73.0795,94.90556,-3.62965,-3.0978345,0,0,0,0,225.5822571,246.2217173,-23.289826075,-16.247148845,0,0,-13.32289017,-14.80847458,-2.402387,-1.142913,-0.5213439,0.02940721,0.45199235
1,4.25,0.234610611,-20.612973625,0.693233167,0.405535833,0.243074124,-0.0009687185,0.609639,0.5481285,0.25563,0.2564825,377.8954592,2.050117,-15.18,-15.6255,69.4745,73.1,94.882712,-3.6138,-3.0738,0,0,0,0.02844783,225.74846865,245.84641395,-22.786534395,-16.771654995,0,0,-13.29218208,-13.96155757,-2.462487,-1.1404545,-0.5074412,0.02470792,0.448081
1,4.75,0.221675668,-18.16941243,0.8265584425,0.352624586,0.2325709605,-0.001706921,0.5707895,0.493456,0.2481235,0.2599575,377.6254139,1.9737705,-15.245,-15.8345,69.4625,73.0525,94.869056,-3.6215665,-3.0738,0,0,0,0,225.80360325,245.30157115,-22.58992078,-16.835203195,0,0,-13.244854115,-13.867226765,-2.454571,-1.1401355,-0.5164284,0.020112625,0.4390861
1,5.25,0.2200642435,-18.97763432,1.0214953555,0.345712356,0.235180185,-0.000201825,0.5798265,0.502541,0.249008,0.265468,377.2608256,1.947977,-15.285,-15.7915,68.9665,73.004,94.862228,-3.6126905,-3.068241,0,0,0,0,225.9900903,245.6226455,-21.397656325,-16.1603973,0,0,-13.44569364,-13.92708942,-2.4662635,-1.139883,-0.5194591,0.02716746,0.44573225
1,5.75,0.218887957,-19.03103755,1.003667858,0.355951794,0.254271346,-0.000288872,0.5927,0.507448,0.24875,0.26201,377.94513435,2.026776,-15.256,-15.628,69.3995,72.6065,94.835888,-3.595414,-3.0411,0,0,0,0.084099189,225.63378695,246.2886,-21.926989825,-18.13140884,0,0,-13.29598266,-13.99830508,-2.422485,-1.1373,-0.51683665,0.02782036,0.44794425
1,6.25,0.246597495,-17.03520432,1.016053523,0.362926667,0.245515239,-0.000516109,0.618609,0.5300925,0.2599375,0.2617125,377.6517703,2.1069915,-15.29,-15.705,69.31,72.64,94.858712,-3.5958895,-3.0411,0,0,0,0.02065878,225.97438505,245.41286045,-21.17105352,-20.53351945,0,0,-13.61215318,-14.55625365,-2.468701,-1.141894,-0.5104396,0.02397366,0.44931
1,6.75,0.230746346,-20.305551845,0.876838209,0.340908183,0.24731929,8.74761e-05,0.588795,0.543175,0.259035,0.266845,378.68113845,2.040336,-15.304,-15.712,69.3835,72.573,94.871324,-3.6082525,-3.0411,0,0,0,0.0213457995,226.4419665,245.2769469,-23.90298388,-18.781381605,0,0,-13.92992775,-14.318088835,-2.443048,-1.1391465,-0.5141095,0.02591866,0.4466169
1,7.25,0.233147923,-19.65705236,1.031722159,0.3559728465,0.242160732,-0.0017296935,0.583017,0.516456,0.263529,0.263644,378.1274306,2.10557,-15.235,-15.6065,69.9315,73.33,94.871708,-3.609679,-3.0411,0,0,0,0.019225073,225.4346219,245.3782647,-23.49057778,-20.39411649,0,0,-13.53297688,-14.500862065,-2.436189,-1.1414325,-0.5165578,0.02683143,0.4467855
