DOY2,HR2,CO2,H2O,FC,G,H,LE,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
1,8.75,372.9675,2.5785,-1.035,-12.5225,-17.2565,8.86975,0.93,0.123,0.3785,0.459,0.173,99.729,54.412,-1.71225,0.55,-1.123,0.171,122.11,63.204,11.802,229.7225,313.2925
1,9.25,371.88,2.6385,-2.522,-9.94,-2.99975,15.82025,1.233,0.139,0.481,0.581,0.225,99.759,48.7935,-0.75625,1.0925,-0.03975,0.214,186.62,90.534,16.229,231.9775,321
1,9.75,369.27,2.597,-2.47,-6.809,5.46825,20.863,1.3015,0.1715,0.599,0.7325,0.277,99.77,44.168,0.06825,1.515,0.488,0.242,268.63,131.45,23.15925,234.2325,329.0675
1,10.25,367.26,2.4655,-3.068,-3.993,11.038,22.57575,1.476,0.183,0.69525,0.78525,0.30525,99.78,40.42175,0.696,2.1325,1.055,0.2655,294.25,158.43,28.19825,238.955,334.815
1,10.75,367.1875,2.54125,-3.17,-0.5095,22.033,25.967,1.5565,0.1985,0.783,0.868,0.329,99.73875,38.228,0.991,2.51,2.063,0.325,366.1,215.13,39.391,242.345,339.9
1,11.25,365.125,2.213,-3.33025,1.237,24.725,30.09625,1.55075,0.216,0.8035,0.918,0.334,99.71725,35.4735,1.34,2.9175,2.595,0.3185,453,245,46.9545,247.51,345.8225
1,11.75,365.4425,2.30725,-3.41225,1.67975,26.914,28.6955,1.62975,0.20575,0.84675,0.941,0.34825,99.668,34.684,1.82275,3.185,2.83025,0.316,446,224.015,43.33175,247.465,349.005
1,12.25,365.1,2.315,-3.818,2.6265,37.274,32.8175,1.645,0.219,0.837,1.014,0.337,99.613,33.093,2.548,3.42,3.749,0.357,471.015,262.9825,49.5215,245.305,352.175
1,12.75,364.8125,2.1845,-3.5725,6.617,34.75975,35.51425,1.674,0.211,0.88675,1.00925,0.3495,99.531,31.3645,2.712,3.695,4.291,0.3105,508.0275,282.9,56.073,241.615,353.02
1,13.25,364.7975,2.102,-3.3845,7.5805,30.3925,32.73,1.74475,0.2095,0.871,0.995,0.353,99.51725,30.337,3.273,3.92,4.5605,0.295,471.75,261.93,50.7565,240.8625,355.495
1,13.75,364.1925,2.2,-2.974,7.822,27.538,29.966,1.706,0.216,0.831,0.997,0.35,99.503,30.19575,3.43075,3.98,4.4675,0.287,463.32,217.685,41.1,242,354.49
1,14.25,364.7,2.27725,-3.3875,6.567,19.83025,25.0265,1.7205,0.2125,0.86975,0.983,0.34175,99.468,29.74475,3.542,4.1275,4.5275,0.268,402.295,212.895,41.447,244,354.51
1,14.75,364.0275,2.0115,-2.6415,6.243,10.4795,20.733,1.684,0.20375,0.86925,0.9735,0.32575,99.4475,29.14475,3.71375,4.1975,4.763,0.20125,284.95,157.97,30.8,245,349.06
1,15.25,364.41,2.36725,-2.6505,4.10075,6.365,18.0355,1.6645,0.2,0.783,0.9245,0.323,99.448,29.386,3.7835,4.065,4.924,0.1695,275.54,144.1775,29.886,247,344.21
1,15.75,364.41,2.092,-2.0875,2.2555,-6.3,14.86525,1.55225,0.18825,0.775,0.799,0.301,99.4615,29.5105,3.79,4.16,5.044,0.135,213,106.3775,20.9215,244.05,340.53
1,16.25,363.6625,2.03725,-1.48225,-0.00175,-17.5,10.0205,1.46475,0.164,0.60875,0.69675,0.268,99.5095,29.88675,3.6535,3.975,4.93975,0.1135,127.495,63.03975,12.9105,239.385,332.89
1,16.75,365.01,2.295,-0.477,-3.44325,-25.5935,3.812,1.18025,0.118,0.46525,0.53125,0.218,99.53625,31.2405,3.41875,3.705,4.63225,0.179,54,27.324,6.398,243.395,328.955
1,17.25,366.3,2.2535,-0.36175,-6.7985,-36.171,0.484,0.8005,0.0795,0.366,0.406,0.123,99.542,33.087,2.719,3.13,4.006,0.25,0,2.543,1.559,242.5,321.41
1,17.75,366.74,2.4565,-0.13625,-11.079,-32.1,-0.304,0.6675,0.06875,0.249,0.302,0.089,99.571,35.58175,2.048,2.355,3.3175,0.301,0,-2.561,0.843,240.975,315.12
1,18.25,367.3425,2.406,-0.227,-14.02125,-31.8065,-0.22,0.669,0.055,0.211,0.28175,0.0645,99.594,37.373,1.216,2.14,2.6105,0.2795,0,-2.878,0.886,235.75,312
1,18.75,369.26,2.545,-0.108,-15.705,-33.42,-0.63,0.618,0.059,0.199,0.274,0.051,99.595,40.369,0.507,1.785,2.3015,0.248,0,-2.386,0.993,233,309
1,19.25,369.6,2.6,-0.16275,-16.3375,-31.68325,-0.34825,0.69675,0.0585,0.191,0.278,0.068,99.607,41.082,0.203,1.53,1.733,0.267,0,-2.126,1.11,235.75,308.6675
1,19.75,370.695,2.79,-0.141,-17.222,-38.306,-0.09775,0.708,0.061,0.225,0.29625,0.069,99.607,41.862,-0.1505,1.375,1.318,0.28925,0,-1.90625,1.294,233,310.33
1,20.25,370.575,2.928,-0.191,-17.91375,-44.36225,-0.284,0.646,0.065,0.21375,0.31525,0.081,99.6135,43.472,-0.39625,1.225,0.91975,0.25575,0,-2.00325,1.11025,234,308
1,20.75,372.1225,2.855,-0.199,-17.30475,-42.137,-0.308,0.6885,0.058,0.212,0.267,0.077,99.6205,44.4655,-0.4505,1.095,0.566,0.236,0,-1.9275,1.0605,232,306.24
1,21.25,372.005,2.882,-0.46025,-18.12875,-41.887,-0.5955,0.761,0.069,0.246,0.318,0.076,99.61975,45.419,-0.50925,0.98,0.3395,0.246,0,-2.03975,1.12,230.57,306
1,21.75,372.71,2.919,-0.3155,-18.35125,-43.4385,-0.278,0.8105,0.0675,0.237,0.3145,0.094,99.6125,46.8345,-0.719,0.9,0.2055,0.248,0,-1.872,1.05125,231.12,306.8
1,22.25,372.85,2.961,-0.435,-17.23,-44.8,-0.285,0.782,0.065,0.245,0.2865,0.0825,99.62975,47.581,-0.803,0.775,0.067,0.2395,0,-1.894,1.0225,229.64,308
1,22.75,371.59,2.85,-0.2185,-16.755,-43.52575,-0.333,0.845,0.08,0.2395,0.2905,0.086,99.636,48.523,-0.81825,0.695,-0.321,0.2405,0,-1.96825,1.11725,230,305.09
1,23.25,371.06,2.5785,-0.3845,-17.1575,-44.006,-0.9075,0.85825,0.0845,0.30825,0.2975,0.1085,99.6475,50.0135,-1.21375,0.655,-0.658,0.231,0,-1.95225,0.94,236,307.44
1,23.75,371.37,2.335,-0.136,-17.134,-43.223,-0.023,0.9045,0.0805,0.284,0.343,0.1,99.664,49.577,-1.353,0.63,-0.92,0.231,0,-1.99525,0.94375,231.79,305.64
2,0.25,375.67,3.20275,-0.188,-21.08,-29.0565,-0.09225,0.73425,0.071,0.252,0.323,0.0895,99.62125,48.7875,-0.17175,0.525,0.2705,0.208,0,-1.994,0.8835,230.865,299.6775
2,0.75,377.1,3.1615,-0.051,-20.5,-27.471,0.1335,0.783,0.065,0.25975,0.31875,0.09975,99.58475,50.084,-0.32325,0.495,-0.3105,0.209,0,-1.92975,0.863,229.4825,299.0575
2,1.25,376.32,3.14,-0.1045,-20.09,-30.706,-0.64775,0.742,0.0715,0.265,0.32325,0.1025,99.59375,51.6565,-0.505,0.435,-0.3595,0.211,0,-2.06625,0.73775,226.5525,297.75
2,1.75,376.01,3.1785,-0.099,-21.13,-32.406,-0.136,0.761,0.077,0.2725,0.3265,0.0995,99.5995,54.309,-0.7165,0.41,-0.671,0.194,0,-1.84325,0.82725,225.785,296.75
2,2.25,375.42,3.18475,-0.049,-21.205,-28.2,0.1365,0.7005,0.066,0.248,0.29975,0.09775,99.545,52.348,-0.8395,0.39,-0.7185,0.17875,0,-1.89275,0.869,225.975,296.93
2,2.75,376.05,3.2705,-0.014,-21.775,-29.815,-0.11,0.74075,0.06925,0.24,0.296,0.093,99.54225,54.915,-0.8195,0.335,-0.733,0.182,0,-1.8105,0.83175,227.045,297.51
2,3.25,378.12,3.29,-0.056,-21.675,-32,-0.00175,0.72275,0.07475,0.247,0.319,0.0845,99.51475,55.142,-0.924,0.32,-0.707,0.211,0,-1.833,0.79625,226.1625,297.8125
2,3.75,378.31,3.33225,-0.0575,-20.135,-25.88675,-0.0755,0.7695,0.0745,0.26,0.31625,0.09625,99.51025,55.64025,-1.15925,0.29,-0.746,0.17625,0,-1.80625,0.80525,225.8175,297
2,4.25,377.6275,3.303,-0.174,-19.455,-29.3,-0.35325,0.73775,0.074,0.266,0.324,0.0985,99.5225,56.101,-1.18,0.28,-0.91325,0.205,0,-1.9905,0.858,225.8675,295.015
2,4.75,376.01,3.2805,-0.28675,-18.99,-28.1545,-0.31075,0.7705,0.068,0.24825,0.30725,0.099,99.53875,57.61375,-1.39475,0.2725,-1.10875,0.178,0,-2.0905,0.666,225.175,294.75
2,5.25,377.23,3.22,-0.034,-19.985,-25.1995,0.1795,0.741,0.0715,0.269,0.318,0.098,99.5695,58.618,-1.343,0.2725,-1.149,0.205,0,-2.0225,0.96025,221.91,294.5
2,5.75,377.925,3.40025,-0.082,-19.69,-26.51425,-0.003,0.6975,0.0695,0.255,0.318,0.093,99.59,59.641,-1.464,0.2525,-1.19825,0.178,0,-2.0625,0.754,221.825,293.3075
2,6.25,376.8275,3.32375,-0.14425,-19.695,-26.278,-0.319,0.6855,0.07325,0.259,0.332,0.094,99.615,59.075,-1.599,0.2325,-1.473,0.199,0,-1.9055,0.735,221.83,292.065
2,6.75,379.4225,3.308,-0.044,-19.63,-28.548,-0.037,0.7285,0.073,0.258,0.29425,0.0955,99.624,60.848,-1.636,0.2,-1.4955,0.1685,0,-1.1125,0.782,219.34,291.76
2,7.25,379.94,3.16775,-0.30675,-19.74,-26.626,0.361,0.681,0.071,0.252,0.309,0.081,99.6275,61.183,-1.606,0.18,-1.52525,0.169,7.935,4.8935,2.407,220,293
2,7.75,378.715,3.348,-0.22,-17.865,-19.795,2.9035,0.707,0.075,0.2845,0.3115,0.11025,99.6455,59.525,-1.025,0.19,-1.341,0.18275,42.62,27.1075,6.7525,221.05,300.875
2,8.25,377.99,3.291,-0.823,-14.125,-5.1795,9.1765,0.8495,0.098,0.324,0.347,0.15,99.67825,55.553,-0.172,0.29,-0.681,0.215,89.275,56.95,12.918,221.325,308
2,8.75,378.32,3.221,-1.463,-11.955,0.792,18.022,1.091,0.144,0.46475,0.55775,0.2225,99.6905,50.293,0.431,0.54,0.342,0.21875,167.275,103.12,23.708,223.8,315.865
2,9.25,375.8625,3.0605,-2.314,-8.745,12.9055,25.6955,1.349,0.168,0.638,0.7005,0.276,99.662,45.346,1.3765,1.06,1.158,0.24875,246.7,138,30.711,226.56,322.525
2,9.75,373.74,3.024,-2.893,-4.876,21.28975,28.728,1.471,0.184,0.6925,0.78125,0.31075,99.6545,41.61,1.847,2.04,1.865,0.28375,303.5775,163.8,37.515,226.91,329.72
2,10.25,370.73,2.772,-3.3025,0.081,30.274,33.5755,1.647,0.204,0.7235,0.8805,0.32325,99.6575,37.636,2.304,2.29,2.5795,0.33325,399.65,238.61,51.8625,230.315,336.05
2,10.75,369.645,2.819,-2.922,4.797,38.544,36.563,1.6845,0.2285,0.77275,0.9295,0.3275,99.655,34.37,3.12,3.16,3.2415,0.3835,484.175,298.635,64.674,237.7,341.425
2,11.25,371.8,2.732,-3.29975,10.79,55.098,36.92075,1.7105,0.2055,0.80125,0.97825,0.33425,99.644,32.75425,3.4445,3.18,3.515,0.4025,541,344.565,72.245,239.51,345.575
2,11.75,371.48,2.712,-3.26575,13.9,64.65525,44.4365,1.75475,0.21325,0.83125,1.03375,0.35925,99.612,30.87625,4.46775,3.815,4.023,0.44725,590.625,358.685,85.377,242.58,349.895
2,12.25,370.615,2.652,-3.4605,15.25,61.8075,46.8355,1.736,0.252,0.8965,1.016,0.355,99.5555,29.71,4.906,4.165,4.727,0.423,564.2225,297.545,69.3335,242.68,352.31
2,12.75,370.51,2.7205,-3.172,17.55,54.186,43.90775,1.733,0.216,0.8545,1.0905,0.359,99.5135,28.7815,5.10325,4.53,5.4395,0.4,565.075,344.02,74.78775,246.96,353.2
2,13.25,370.14,2.764,-3.03,19.07,61.72275,45.94,1.764,0.236,0.872,1.078,0.356,99.457,28.09825,5.486,4.775,5.77725,0.424,520.585,320.84,69.2405,250.845,356.48
2,13.75,368.995,2.75225,-2.705,19.41,49.3465,39.267,1.7255,0.22075,0.83,1.0325,0.3455,99.4205,27.2335,5.848,4.9625,6.018,0.3675,506.595,269.2825,62.51225,250.885,355.375
2,14.25,370.235,2.83925,-2.37525,19.375,43.4595,40.572,1.733,0.22,0.872,1.075,0.35,99.37825,26.95425,5.99,5.0875,6.209,0.328,433.75,265.475,60.838,250.5125,354.54
2,14.75,369.64,2.766,-2.718,16.59,32.9005,38.9915,1.7065,0.23475,0.89775,1.07675,0.3545,99.363,26.81525,5.82175,4.98,6.2965,0.30375,373.75,212.5675,49.788,250.7525,352.7775
2,15.25,370.1275,2.78975,-2.23,13.895,28.9,34.595,1.6785,0.216,0.80625,1.01025,0.32825,99.354,27.08125,6.0475,5.0575,6.249,0.24525,332.975,178.1925,39.5375,251.9825,348.5225
2,15.75,371.45,2.744,-2.0445,10.81,15.06325,26.3605,1.5315,0.2055,0.78575,0.902,0.3075,99.357,27.36125,6.14,4.9225,6.324,0.2065,252.1,132.3575,29.89975,249.8625,344.975
2,16.25,368.35,2.75125,-1.64525,8.6015,1.04175,19.977,1.476,0.197,0.671,0.835,0.29,99.353,27.167,5.9095,4.8675,6.296,0.1345,179.7475,95.42525,24.717,247.57,339.3225
2,16.75,368.455,2.839,-1.018,3.4195,-11.86075,13.6935,1.356,0.162,0.571,0.717,0.25,99.356,27.51725,5.64775,4.675,6.42875,0.117,117.97,58.4485,13.366,243.5,333
2,17.25,368.825,2.90175,-0.372,-1.11475,-29.35575,6.952,1.11,0.12,0.503,0.586,0.21,99.359,28.877,5.3625,4.3475,6.104,0.1715,50.97325,27.4895,6.39825,241.38,328.4175
2,17.75,371.2,2.889,-0.1595,-5.92475,-36.0075,1.281,0.8665,0.096,0.3645,0.3975,0.14,99.3855,31.1655,4.6475,3.6425,5.486,0.2355,0,2.56575,1.62375,241.865,319.435
2,18.25,373.4675,2.996,-0.159,-9.28,-34.024,0.2805,0.6555,0.0685,0.235,0.295,0.082,99.4155,33.92675,3.85275,2.4325,4.64,0.244,0,-2.71325,0.6295,236.63,314.06
2,18.75,373.335,3.1005,-0.051,-13.60625,-29.39175,-0.076,0.693,0.064,0.23,0.264,0.068,99.46525,36.40325,3.348,2.05,3.932,0.253,0,-2.74525,0.83825,239.41,311.5725
2,19.25,374.445,3.069,-0.0315,-16.08875,-29.864,-0.003,0.67875,0.0635,0.23,0.2905,0.05975,99.502,37.885,2.659,1.785,3.55525,0.2515,0,-2.34,0.83425,238.515,309.9475
2,19.75,371.64,3.145,-0.01125,-17.1725,-31.377,0.212,0.761,0.066,0.239,0.321,0.066,99.50775,39.578,2.318,1.64,3.002,0.22375,0,-2.2015,0.89,232.675,307.6875
2,20.25,373.53,3.23,0.049,-18.07875,-36.0105,-0.0545,0.76,0.06475,0.232,0.303,0.079,99.51475,40.91875,1.808,1.4025,2.56,0.233,0,-1.96825,0.879,232.155,305.42
2,20.75,374.61,3.15075,-0.036,-19.27625,-29.4685,-0.13,0.73075,0.0695,0.231,0.3115,0.07175,99.536,41.174,1.563,1.275,2.218,0.2165,0,-1.9375,0.8375,230.7825,306.345
2,21.25,374.8,3.1725,0.01,-18.7225,-31.072,-0.0415,0.799,0.06,0.23,0.3095,0.0795,99.543,43.52,1.4025,1.0275,1.981,0.2225,0,-1.97075,0.87675,233.185,304.92
2,21.75,375.8475,3.15075,-0.0585,-19.265,-29.4295,-0.019,0.8135,0.06375,0.2555,0.31125,0.0925,99.58475,43.61825,0.76025,1.0225,1.624,0.21025,0,-2.0065,0.91925,232.3025,304.635
2,22.25,376.84,3.15325,0.147,-20.345,-29.676,-0.03625,0.7505,0.069,0.2815,0.31375,0.093,99.61025,44.57325,0.61475,0.95,1.09,0.21675,0,-1.9625,0.8675,229.8225,304.35
2,22.75,376.85,3.1635,0.086,-20.8625,-29.324,0.33675,0.7685,0.07225,0.2415,0.3225,0.09,99.5985,44.9625,0.729,0.905,0.951,0.195,0,-1.82225,0.849,232.5,302.1275
2,23.25,376.41,3.11,-0.0145,-19.73875,-31.11075,0.0775,0.786,0.0655,0.2535,0.31175,0.078,99.595,45.86875,0.29825,0.71,0.744,0.21075,0,-1.89,0.8,233.1475,301.825
2,23.75,373.9125,3.2115,-0.108,-19.89,-31.464,-0.353,0.77175,0.0715,0.2575,0.319,0.082,99.60675,47.816,0.046,0.595,0.3785,0.203,0,-2.036,0.8385,235.72,300.55
3,0.25,374.14,4.965,0.26425,-20.665,-41.7,-0.2825,0.9765,0.094,0.3025,0.39,0.1195,99.50375,55.087,4.508,0.6825,4.289,0.2525,0,-2.092,1.234,248.44,317.72
3,0.75,373.27,5.127,0.011,-20.045,-38.507,-0.263,0.84,0.095,0.29375,0.3735,0.11425,99.48725,54.54625,4.166,0.6275,4.617,0.26125,0,-2.169,1.25,248,316.36
3,1.25,373.1725,5.017,0.3375,-19.65,-36.334,-0.263,0.90625,0.08825,0.3055,0.33975,0.125,99.4345,56.64225,4.0675,0.5325,4.10775,0.2225,0,-2.125,1.26,248,314.19
3,1.75,373.805,4.82,0.22875,-20.60375,-38.141,-0.65,0.856,0.08125,0.2755,0.3445,0.118,99.44025,58.62625,3.8515,0.515,3.9695,0.24,0,-2.12,1.209,246.49,315
3,2.25,374.54,4.876,0.2425,-20.8675,-35.9075,-1.55275,0.861,0.082,0.277,0.352,0.11,99.4135,60.357,3.235,0.4775,3.47175,0.241,0,-2,1.165,246.29,316
3,2.75,373.24,4.913,-0.03825,-20.46825,-33.4055,-1.2015,0.85,0.0835,0.276,0.34,0.12,99.3995,61.19325,2.89825,0.4575,3.72925,0.221,0,-2,1.007,244.2,315
3,3.25,374.2325,5.0725,0.15,-20.05125,-34.982,-0.268,0.83,0.0775,0.27,0.3125,0.1055,99.4155,62.647,2.798,0.4525,3.284,0.245,0,-2.094,1.101,240.85,314.41
3,3.75,375.25,5.116,0.194,-19.7675,-33.761,-0.0195,0.85725,0.074,0.2915,0.348,0.1255,99.42625,65.07725,2.2655,0.3725,3.167,0.2135,0,-2.031,1.087,242,313.24
3,4.25,375.065,5.1995,-0.1375,-19.21725,-33.8695,-0.69425,0.84875,0.08225,0.2705,0.364,0.109,99.4645,64.45,2.2385,0.35,2.837,0.2345,0,-1.995,0.995,238.27,311.32
3,4.75,375.62,5.115,-0.2885,-19.10375,-34.181,-0.597,0.802,0.0805,0.3165,0.349,0.122,99.466,64.82275,1.76,0.2325,2.7145,0.2245,0,-1.938,1.022,237.3,311.32
3,5.25,375.23,4.934,0.0545,-19.75375,-33.271,-0.2375,0.82925,0.0765,0.27725,0.355,0.111,99.50075,65.5075,1.4675,0.1675,2.2235,0.19775,0,-1.926,1.067,239.02,308.75
3,5.75,374.55,4.94125,0.099,-18.315,-37.1,-0.498,0.8,0.078,0.289,0.37,0.122,99.50925,69.035,1.199,0.1,1.919,0.209,0,-1.896,0.908,237.04,308.88
3,6.25,371.915,4.955,-0.048,-17.61,-31.14925,-0.802,0.84375,0.08675,0.30275,0.3755,0.1245,99.53775,70.247,0.9035,0.1,1.7375,0.22875,0,-0.622,1.449,237.32,308.09
3,6.75,374.3575,4.866,-0.09875,-18.63,-30.4585,-0.082,0.8605,0.0835,0.314,0.349,0.124,99.5475,70.78375,1.21575,0.075,1.756,0.205,13,8.78,3.448,237,310.42
3,7.25,376.265,4.982,-0.872,-17.895,-24.269,3.143,0.8415,0.082,0.35025,0.401,0.16475,99.592,67.628,1.98475,0.0925,1.861,0.19575,65.6425,45.965,10.052,240,319.14
3,7.75,375.12,5.11725,-2.262,-12.375,-10.385,10.3145,0.98875,0.11025,0.4225,0.4925,0.206,99.59225,61.427,3.42875,0.18,3.12325,0.2155,133.75,83.3,18.2,240.93,330
3,8.25,374.39,5.0305,-3.711,-9.199,3.7175,20.84975,1.14725,0.1375,0.549,0.6505,0.2625,99.5985,55.26775,4.51325,0.45,4.30325,0.273,191.825,138.27,30.205,242.53,336.99
3,8.75,373.3925,5.212,-4.59425,-5.35,17.08475,34.6,1.377,0.15775,0.626,0.789,0.306,99.6115,50.73725,5.319,1.18,5.272,0.363,275.5025,191.8,44.977,244.45,346
3,9.25,372.3275,4.856,-5.0495,-0.058,27.79375,35.862,1.567,0.175,0.7435,0.8975,0.33175,99.61575,44.72775,6.07775,1.98,6.129,0.3995,393.95,264.47,54.064,250.13,353.25
3,9.75,372.37,4.752,-5.928,3.96,30.83175,42.747,1.533,0.192,0.7795,0.962,0.33575,99.57675,40.8695,6.591,2.86,6.686,0.42725,496.75,319.5,68.49,251.84,359.86
3,10.25,372.58,4.625,-5.842,10.868,49.593,49.54225,1.65,0.18225,0.8905,1.0235,0.352,99.55125,38.05075,7.2015,3.37,7.186,0.475,576.525,444.66,90.743,256.11,365.81
3,10.75,371.665,4.691,-6.38,16.245,66.6415,66.7675,1.66,0.214,0.91825,1.051,0.357,99.5435,35.85875,7.567,3.8675,7.908,0.485,558.425,452,94.822,259.35,373.25
3,11.25,371.1175,4.734,-6.1425,21.52,63.475,63.926,1.71825,0.2265,0.985,1.1065,0.363,99.56675,34.3395,8.1365,4.25,8.4675,0.538,764.75,455.9,97.39475,262.02,379.79
3,11.75,370.9925,4.5135,-6.002,26.885,77.197,69.72825,1.717,0.21,0.996,1.2045,0.3795,99.57,32.93375,8.8435,4.5875,9.091,0.507,779.25,542.915,108.905,261.61,385.99
3,12.25,370.565,4.5345,-5.771,29.795,63.2,71.28425,1.6975,0.246,1.04375,1.15675,0.38475,99.55625,31.74275,9.174,4.9125,9.706,0.5005,770,531.76,102.5125,271,388.67
3,12.75,369.63,4.408,-5.3885,33.4,92.217,77.301,1.713,0.2425,1.041,1.20475,0.3985,99.52075,30.7825,9.5735,4.985,10.159,0.53725,833,498.8325,102.08,272,388.13
3,13.25,369.88,4.359,-5.1125,33.03,70.3025,77.733,1.757,0.239,1.069,1.2295,0.375,99.493,29.42,9.748,5.785,10.525,0.5025,712.355,444.63,92.78,269.31,389.28
3,13.75,370.005,4.253,-4.78275,31.515,64.9245,74.749,1.958,0.2385,1.108,1.216,0.3815,99.44075,28.7005,10.44125,5.655,10.948,0.4655,667.45,439.1,84.073,270.92,390.71
3,14.25,368.25,4.098,-4.7255,26.775,56.734,71.6665,2.04825,0.2305,1.049,1.191,0.378,99.418,27.872,10.313,5.7425,11.294,0.417,577.3525,356.1525,69.31875,269.3525,384.6725
3,14.75,369,4.113,-4.479,23.79,37.945,74.94475,1.949,0.252,1.007,1.194,0.38375,99.39675,27.0965,10.44975,6.1325,11.35525,0.35875,589.2925,325.08,66.8,268,381.59
3,15.25,368.895,4.07975,-4.07425,20.7875,30.184,64.42775,1.969,0.2355,0.9575,1.089,0.365,99.39225,27.6665,10.602,6.295,11.6025,0.27625,461.0475,251.62,51.359,266.6,378.49
3,15.75,367.35,4.13925,-3.646,15.86,17.496,60.479,1.8455,0.2395,0.872,1.0855,0.3605,99.394,27.958,10.846,5.965,11.5585,0.2365,367.48,203.06,42.416,268,375
3,16.25,368.09,4.0855,-3,10.90325,4.89725,46.183,1.697,0.208,0.811,0.954,0.332,99.382,28.22175,10.871,5.8875,11.264,0.173,268.025,166,32.3,265,372.45
3,16.75,368.0425,4.09925,-2.6335,6.60775,-8.69,35.683,1.52825,0.1905,0.7035,0.912,0.308,99.384,28.933,10.81125,5.4125,11.4415,0.1415,178.885,108,24,264.75,365.76
3,17.25,367.48,4.126,-1.65175,4.462,-25.777,21.01625,1.37825,0.17,0.633,0.694,0.272,99.44525,30.2375,10.5495,4.69,11.278,0.149,112.5,70.574,16.072,262.49,356.45
