DOY2,HR2,FC,SC,LE,SLE,USTAR,H,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,H2O_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,2.10773136276795,0.334898925055123,8.00998146156413,1.51281179594861,0.690594211991891,-9.02080758875746,1.26469709450291,426.648053427941,5.3153976560494,431.088197822904,5.78790413320634,427.210556187941,4.50724185177612,431.441468629638,5.77826689444032,426.746023359601,4.43945104840077,431.400962267397,5.78547180744629,424.020545571428,430.933931488966,5.8486598830896,426.343887620256,4.58194638296269,432.55067988142,5.89317128198256,432.014276748698,4.4227367471161,436.575795612484,5.95397259727416,433.287912828546,5.49953550221942,3.78936396831608,-1.62336364014594,0.15742398806923,2.8175,0.73,0.28,-1.090525,-1.306,-0.26735,-0.860575,-0.9169,-0.1548,-5.2028,97.9548,82.7,1.6282,0.37,0.11,-0.045,0.24,0.555,0.9,-1.01,2,-0.68,0.48,296.45,315.3,312.75,314.3,0.145,0.1,0.12,0.345,0.09,-0.14,0.17,0.075,0.23,-0.035,0.3165,0.8685,1.705,2.2875,2.841,2.965,3.533,4.17225,0.231,0.461,1.8935,2.451,3.06025,1.516,2.198,3.112,3.1695,3.18725,3.864,0.8675,1.524,2.7425,3.206,3.36475,3.127,4.389,0.0715,0.8205,1.9445,2.937,3.425,3.904,4.069,4.665,-4.1215,-4.41025,-2.6795,-13.8175
1,0.75,1.77285241465642,0.37972680631453,7.07148775615222,0.693018313268679,0.711457902353353,-9.65513092854535,1.23521407403325,426.253116025813,6.46082257569346,430.641368579547,5.52817286280992,426.370029128805,5.28591151899787,430.504455875891,5.5322804115124,426.88170504704,4.87042974652879,430.993182191286,5.65665290595716,427.60347082531,431.11978895953,5.58839570339078,425.809625807439,5.44292559173312,432.851527252252,5.8032157217777,427.646547316592,4.68315119321986,435.896928279381,5.43721097258068,431.042500726071,5.39677722958584,4.06044557185698,-1.69118662776998,0.161613654979274,3.0525,0.745,0.3,-0.881625,-1.364,-0.27545,-0.7974,-1.0014,-0.10305,-5.996625,97.97532,82.45,1.551775,0.455,0.29,-0.13,0.52,0.525,0.9,-1.06,2.2,-0.715,0.5,297.15,315,313.1,313.15,0.145,0.1,0.125,0.345,0.055,-0.14,0.17,0.07,0.23,-0.045,0.278,0.8605,1.7065,2.2875,2.83175,2.9625,3.533,4.16475,0.229,0.4555,1.871,2.4295,3.058,1.462,2.193,3.11175,3.168,3.1865,3.8655,0.8585,1.5005,2.7415,3.214,3.357,3.125,4.3875,0.071,0.8175,1.937,2.9385,3.4245,3.903,4.0675,4.664,-4.083,-4.24875,-2.6955,-14.42
1,1.25,1.28531477525481,0.497566664980574,9.90446987808511,2.50221857663317,0.706557226185782,-8.16519171577226,1.25393267814036,429.127968286907,5.98721784200917,430.60452936696,5.66683159365273,427.374999305021,4.41048243641277,430.9479269334,5.64444298268678,428.617573135939,4.3824555035577,431.067401476246,5.62311008524452,425.277034762659,431.186479375927,5.66031541440063,426.273744067887,5.37061000834871,432.051860566716,5.70312613458805,431.48677495178,4.00441813266997,434.455859610421,5.74108952457645,432.131147479233,5.13459257134069,4.02442332937957,-1.70747685315735,0.161884869918628,3.03,0.805,0.3125,-0.98185,-1.297,-0.2753,-0.989,-1.09945,-0.1113,-5.93705,97.99082,82.49,1.5434,0.535,0.39,-0.16,0.645,0.59,0.8,-0.99,2,-0.69,0.5,294.95,315.175,312.7,312.7,0.21,0.105,0.13,0.35,0.05,-0.14,0.165,0.075,0.23,-0.03,0.2665,0.8395,1.709,2.288,2.8315,2.9615,3.533,4.15925,0.2225,0.4535,1.868,2.4265,3.06375,1.479,2.186,3.111,3.167,3.18625,3.86625,0.844,1.4995,2.7395,3.213,3.35375,3.1285,4.3865,0.065,0.8035,1.95,2.94,3.424,3.9025,4.0675,4.6635,-3.97125,-4.17,-2.66625,-13.7075
1,1.75,1.97678012578129,0.336257372163052,7.09719777044192,5.00944935007857,0.720888183468793,-9.78098382733112,1.32465377261442,426.766373247733,5.82363718586315,430.62363173294,5.61008261410919,426.720679659515,5.16458762721449,430.706315327766,5.61372654597113,427.29587700823,5.48272355195857,431.058501742801,5.59158547650872,427.295012657233,431.561578821123,5.63634591682885,426.234662465116,5.33241976921009,432.395223436654,5.75488761029779,426.861807040866,4.56950035045582,433.87000254615,5.67640330721156,431.66338706129,5.49526962886084,4.06049688219332,-1.51579049127855,0.176918090832186,3.0275,0.78,0.305,-1.145875,-1.467,-0.381175,-1.0992,-1.103,-0.1722,-5.6612,97.993455,83.6075,1.516,0.43,0.39,-0.1,0.505,0.55,0.8,-1.025,1.85,-0.645,0.435,296.25,315.425,313.05,312.8,0.145,0.1,0.125,0.36,0.055,-0.145,0.165,0.065,0.23,-0.035,0.2555,0.8365,1.7095,2.285,2.817,2.962,3.5315,4.15525,0.216,0.457,1.86525,2.4235,3.063,1.447,2.1785,3.11125,3.1655,3.18525,3.8675,0.8395,1.4955,2.736,3.20175,3.3535,3.1265,4.385,0.066,0.7935,1.9485,2.9415,3.4235,3.902,4.068,4.663,-4.0175,-4.2465,-2.70925,-12.155
1,2.25,1.57115202686178,0.317213015731878,4.11250223119617,6.17105275078371,0.720729217302985,-10.2915015762589,1.26656130930349,425.862204512586,6.10360266463756,429.924264733295,5.43050486026341,426.718443030582,4.14851974507317,430.025461039444,5.45717025061358,425.102856824894,4.0210454875963,430.235861527829,5.45459622097367,423.78141372942,430.379956970517,5.31219087341412,426.153791348837,4.49612214318556,430.730032658901,5.45625762273242,432.145759675,3.78225154596962,433.438916530196,5.53810773126872,431.531255995298,4.74784629605502,3.76727562970517,-1.47272277391411,0.16608528360247,3.0225,0.77,0.2925,-1.1284,-1.382,-0.566775,-1.098,-0.9657,-0.296175,-6.6234,98.00623,83.26,1.489775,0.375,0.27,-0.14,0.335,0.435,0.85,-1.09,2,-0.67,0.45,296.45,314.2,312.3,312.15,0.14,0.1,0.125,0.36,0.05,-0.14,0.16,0.06,0.225,-0.045,0.2535,0.8355,1.7085,2.282,2.83225,2.962,3.532,4.15175,0.207,0.461,1.8865,2.4215,3.06,1.392,2.1725,3.11075,3.164,3.18475,3.86825,0.8135,1.494,2.7245,3.20475,3.3515,3.125,4.383,0.0655,0.7945,1.9465,2.943,3.424,3.9015,4.068,4.663,-3.981,-4.21,-2.738,-13.0975
1,2.75,1.63651559828812,0.323376009588686,6.04533597408158,4.62294735533561,0.736337535596461,-10.342666088817,1.33614223282342,426.318309226522,6.56669842165526,430.398950941777,5.4911305713251,426.955923064433,5.19026998276214,430.746168604073,5.43632952833749,426.939345254886,5.48075008657824,430.353504791306,5.44799522086553,426.695081580294,429.969532125696,5.49274024955923,426.862771531429,4.62840756103827,431.180573535445,5.49380349346216,427.240827685392,4.4117302358396,433.224210741206,5.55344045341386,430.50062333871,5.56245470513034,4.12313442076941,-1.52184266489183,0.167907124143726,3.355,0.79,0.3125,-1.128,-1.30475,-0.5832,-1.1102,-0.95855,-0.3866,-6.473,98.037505,85.23,1.466875,0.15,0.09,-0.24,0.2,0.25,0.9,-0.9525,2,-0.685,0.425,295.15,314.325,313,312.25,0.145,0.11,0.12,0.335,0.05,-0.145,0.16,0.065,0.23,-0.04,0.2445,0.831,1.7085,2.279,2.836,2.9625,3.5285,4.14825,0.1915,0.459,1.886,2.4195,3.057,1.348,2.166,3.111,3.1635,3.1845,3.86825,0.786,1.4935,2.72,3.199,3.3515,3.12,4.3815,0.065,0.7945,1.9445,2.943,3.4245,3.9005,4.068,4.6625,-4.022,-4.208,-2.739,-10.005
1,3.25,1.3940676401757,0.277886798411976,5.90990730370368,2.41912058710865,0.726377897544861,-9.26104343967494,1.34994742231706,425.681186762032,7.15421095728226,429.970532599381,5.53138401229171,425.856664381604,4.62633501092304,429.603560944666,5.52915919436512,424.549903909554,4.30511984351599,430.419619814093,5.52941482610367,423.827618037094,430.665204007592,5.52996187554462,426.975624706497,5.57786781125998,431.71988676201,5.5393220722057,431.52864564252,5.41250316664229,434.308982181652,5.50230775473771,431.569414633689,4.81246266730338,4.07204377377856,-1.5374718935694,0.167670100613827,3.1975,0.78,0.35,-1.09015,-1.43675,-0.6618,-0.88605,-0.888875,-0.5031,-6.3757,98.02751,86.5,1.39875,0.25,0.2,-0.265,0.06,0.29,0.9,-0.81,2,-0.66,0.43,295.4,313.8,312.65,313.15,0.13,0.11,0.13,0.34,0.05,-0.14,0.16,0.07,0.23,-0.055,0.2325,0.83425,1.709,2.276,2.84125,2.96475,3.52475,4.14625,0.1815,0.4455,1.8855,2.418,3.046,1.347,2.1495,3.11025,3.162,3.18525,3.86775,0.7835,1.4835,2.72,3.196,3.351,3.119,4.3805,0.0635,0.7945,1.941,2.9425,3.425,3.9005,4.068,4.6625,-4.1345,-4.482,-2.754,-11.51
1,3.75,1.67830793037208,0.176401938585548,3.83203170366355,1.74741884649399,0.739848698591493,-11.4464603281303,1.30573443676221,426.250939509627,6.63552480058494,429.878582320165,5.53178619809339,426.655425748408,4.94279958136001,430.538322031141,5.53755402467101,428.522054890675,4.91779118297155,429.437367847508,5.66371212601619,427.223262649274,430.571502635306,5.53950435317455,426.612078841808,5.33814791793702,431.072410448186,5.52892220122737,427.687613326746,4.03595643143082,433.574886898889,5.52458356297325,431.199316738688,5.55756519287221,3.97038587870974,-2.09448516660773,0.163601146464525,3.1225,0.775,0.31,-1.2744,-1.538,-0.7935,-1.073975,-1.00135,-0.52485,-8.0817,98.0512,86.01,1.30715,0.01,-0.04,-0.31,-0.025,0.27,0.7,-0.77,1.7,-0.655,0.44,290.6,313.325,311.85,312.7,0.135,0.105,0.13,0.345,0.045,-0.14,0.16,0.07,0.23,-0.06,0.2255,0.8305,1.7105,2.2725,2.8395,2.9665,3.521,4.14425,0.172,0.4425,1.8845,2.4165,3.0425,1.358,2.1305,3.1105,3.1605,3.18525,3.868,0.7805,1.4515,2.7205,3.1885,3.3505,3.121,4.38675,0.0625,0.7865,1.937,2.9505,3.425,3.8995,4.068,4.662,-4.051,-4.26775,-2.7135,-12.935
1,4.25,1.59269791934897,0.198099962097,7.09481972788219,4.72360887370746,0.773305699965131,-9.94919044664274,1.28737198144703,426.027883783175,5.8717137905408,429.402554665184,5.67039871773855,425.693537704992,4.56459072396356,429.638438995425,5.66394769225438,425.81669236167,4.61128849004912,429.497396160886,5.66023420336749,423.743552302209,429.191894970553,5.66330041383455,427.126106385014,4.87596752414716,431.475541210507,5.64943739517974,430.001267371391,5.29966457334246,433.452086898178,5.63871451695925,431.945444865082,4.73521047702755,4.11434631002518,-2.17232090745489,0.15978547865844,3.14,0.815,0.3,-1.39875,-1.8505,-0.7732,-1.2818,-1.1452,-0.512,-8.0729,98.102645,86.0975,1.228325,-0.215,-0.27,-0.475,-0.225,0.12,1,-0.72,2.15,-0.665,0.395,291.6,312.575,312.3,312.7,0.135,0.105,0.125,0.35,0.055,-0.14,0.16,0.065,0.23,-0.05,0.219,0.82775,1.714,2.269,2.841,2.96825,3.52775,4.14225,0.1695,0.443,1.883,2.4145,3.04,1.371,2.1195,3.11075,3.159,3.185,3.868,0.775,1.428,2.7205,3.187,3.3475,3.1225,4.3855,0.0615,0.7825,1.933,2.95,3.4255,3.8995,4.0725,4.662,-4.0165,-4.19225,-2.7665,-14.555
1,4.75,1.05606069550115,0.685301431601799,5.78772610098751,2.17422109959506,0.732125014514424,-10.84470991396,1.28428744518558,425.8866971261,5.42071835274714,428.988693490181,5.64249097562643,426.361763257798,4.72098937809494,429.305609843566,5.69408025903173,426.635414240385,4.50925871781642,429.371005180533,5.71007445263659,426.249449265011,429.337256263197,5.26354978407895,426.871156664804,4.31310960891106,429.727015058559,5.62001181309722,427.436200743119,4.00166662770236,432.124585832688,5.60671804084312,431.00822408118,5.32975931610369,4.20946054910433,-1.89444349916425,0.164012638616169,3.1,0.825,0.3175,-1.5333,-1.946,-0.8671,-1.4445,-1.308475,-0.455975,-8.1111,98.08778,85.9925,1.19775,-0.18,-0.25,-0.435,0.01,0.04,1.25,-0.75,2.35,-0.655,0.38,292.5,312.7,310.8,311,0.145,0.11,0.125,0.345,0.055,-0.15,0.16,0.07,0.23,-0.06,0.215,0.82,1.715,2.2625,2.843,2.963,3.5195,4.14025,0.1685,0.437,1.882,2.4115,3.037,1.387,2.1115,3.111,3.1575,3.185,3.8675,0.765,1.4185,2.7205,3.184,3.3475,3.121,4.38425,0.0615,0.78,1.9305,2.9485,3.426,3.899,4.0785,4.6615,-4.016,-4.181,-2.65825,-12.3225
