DOY2,HR2,FC,CO2,SC,H,LE,H2O,SH,SLE,G_1_1_1,G_2_1_1,WS,USTAR,PA_1_1_1,RH_1_1_1,VPD,TA_1_1_1,TA_1_1_2,TA_1_1_3,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,SW_IN,SW_OUT,LW_IN,LW_OUT,NEE
1,0.25,0.36004,447.7235,0.18809325,4.2139075,49.8203,3.2471475,4.3518475,1.453365,-1.332507325,-1.741020675,3.6630125,0.29578825,100.6331,79.261762,6.9420575,5.4885,3.627518275,5.16363749999999,-0.523483749999999,-0.443888249999999,-0.3278985,1.80321895,0.06655285,0.5842035,1.75687,3.7536275,1.0318228,3.6655036,282.6004825,309.945145,0.4479025
1,0.75,0.369495,449.69975,0.11256075,6.4652275,55.36925,3.0861925,0.00238400000000003,0.2714345,-1.371555075,-1.759065325,3.926560175,0.228655,100.6214325,79.2862675,6.7376475,5.0275,3.386135375,4.59770019999999,-0.567525249999999,-0.435681,-0.2517475,1.88462649999999,-0.0227436000000002,0.59706,1.722595,3.774255,1.018861845,2.135924325,281.8004475,305.589165,0.30945
1,1.25,0.477537,451.377,0.28626575,2.1392875,56.46095,3.11384,0.73345925,0.2969515,-1.35967,-1.7764936,3.8854,0.28662225,100.59995,78.76819,6.6080825,5.27,3.3623139,5.1581425,-0.51853,-0.3817075,-0.2422025,1.27954965,0.0378151999999999,0.5644275,1.750825,3.783875,0.993438244999994,2.912983625,280.685075,308.146375,0.2183875
1,1.75,0.26474625,451.47925,0.43237,3.757735,44.4414,3.27611,0.645809,0.35356625,-1.3574898,-1.802988775,4.01000045,0.28787925,100.48657,78.17082575,6.5727,5.377,3.8453788,5.429385,-0.5418785,-0.3954375,-0.26474025,1.835831125,0.021718975,0.58544775,1.7575975,3.7722525,1.25208975,2.88047615,287.755065,310.909355,0.31403525
1,2.25,0.60466525,452.068,0.3772945,6.0581875,51.51925,3.48456,0.3785685,0.42323625,-1.3643352,-1.83159075,4.37261,0.35035725,100.479765,77.346462,6.496185,5.414,3.8664707,5.4500525,-0.582480000000001,-0.430278000000001,-0.257982,2.489158725,-0.00511576999999993,0.58031,1.74204,3.72384,1.125549,2.4712127,285.51258,312.07994,1.165512
1,2.75,0.8004265,499.421,0.413584999999999,10.33585,1.9806025,2.1478025,1.8992225,0.2569965,-1.3758736,-1.80723835,3.9330875,0.18074775,100.4951475,78.166466,0.636983499999999,5.14975,3.3247858,4.9561825,-0.604966000000001,-0.455140000000001,-0.231642000000001,4.788632325,-0.000985509999999881,0.543986,1.73588,3.73552,1.424812,2.55309985,284.342,310.2969,1.27337325
1,3.25,0.423536,457.37325,0.392168749999999,3.3563475,50.4583,3.3129,2.3103125,0.3723035,-1.3904374,-1.7956399,3.96636,0.34909975,100.502105,78.056801,6.67666,5.4195,1.87764825,5.07907,-0.6457445,-0.4988115,-0.269681,6.85118395000001,-0.01514625,0.5414585,1.715215,3.70605,1.031045,1.456052,280.97092,308.915675,0.47036925
1,3.75,0.524234,459.92875,0.1297415,4.8552125,46.73895,3.381235,0.47939175,0.17863075,-1.373160875,-1.7774875,3.40446,0.31428275,100.51596,79.09071875,6.5732625,5.51,1.47339825,5.32406,-0.69949875,-0.546195,-0.32281,9.70059867500001,-0.010075875,0.51406875,1.7209625,3.6764875,0.9960384275,1.46696215,280.818375,308.6047125,0.50169575
1,4.25,0.44079125,461.74875,0.1088735,2.4623725,46.724425,3.4332575,2.28698525,0.50674,-1.4261075,-1.7454713,3.444675,0.2901215,100.541375,78.410116,6.32542,5.35125,1.60074575,5.24606,-0.744611,-0.583792,-0.360286,9.21081700000001,0.00477155,0.519843,1.73697,3.65545,1.40799409999999,3.32209285,275.63694,308.51794,0.88804
1,4.75,0.481512,463.601,0.18218525,1.291785,28.261875,3.5894125,2.19155875,0.7838645,-1.4735581,-1.7897964,2.84311,0.2715175,99.9956205,78.5587465,6.208825,5.048,1.84144555,5.062,-0.738557500000001,-0.637418,-0.450097,7.31474955000001,0.0285539999999999,0.507331,1.77114,3.660245,1.2869715,2.0095919,274.762575,309.53469,0.444526
1,5.25,0.529672,465.14925,0.3478995,2.5959975,41.40702,3.6018775,0.60065825,0.5562985,-1.546737,-1.8658277,2.95198,0.26704075,100.002075,76.4891085,6.1265475,5.141,1.920740085,4.5445375,-0.730607000000001,-0.6288015,-0.443099,10.95715,0.0247102824999998,0.506806,1.755525,3.63993,1.0425764,1.884755,273.114235,306.19896,0.51647875
1,5.75,0.5229765,466.61775,0.0730075,3.7691825,28.751725,3.4449875,0.45804075,0.37342475,-1.5879025,-1.92985655,2.640375,0.20252525,99.9966935,76.1918625,5.70168,4.279,1.8782355095,3.79605,-0.702560000000001,-0.608602,-0.419158,8.12340999999998,0.0339093224999996,0.558012,1.75458855,3.7023046,0.71098105,4.138516,273.151715,300.004525,0.5884315
1,6.25,0.403668,466.971,0.182462,4.054005,44.3361025,3.4704975,0.2104995,0.1078675,-1.627689675,-2.004530675,3.343135,0.3062015,99.9939765,77.7706095,5.7691125,4.3865,1.636051475,3.9367,-0.6744695,-0.586968,-0.396843,8.88503524999997,0.0364060000000003,0.51880975,1.76558,3.657600475,1.42909675,1.999874,273.4918875,302.3683125,0.450668
1,6.75,0.291295,465.94575,0.0276725,7.47628,37.17617,3.45307,2.77511475,0.7634205,-1.668900675,-2.0779,2.874605,0.2402865,99.995479,76.43531675,5.622365,4.4245,1.19397,3.903805,-0.66312175,-0.57866825,-0.41446575,8.96190614999999,0.0137260274999998,0.484522,1.738365,3.6145025,1.736539375,2.6176625,273.8788525,302.07538,0.432801166666667
1,7.25,0.704034,467.357,0.069205,9.89441,28.9646,3.5967575,1.4415385,0.536276,-1.70355,-2.1514375,2.903215,0.221242,99.9954025,77.07689,5.37505,4.1935,0.900347600000001,4.2477825,-0.59824,-0.51834,-0.3874,8.6032396,0.048054,0.51298,1.7764,3.6789,3.80205715,3.81938659999999,273.1612,304.5313,0.414934333333333
1,7.75,0.7229135,470.18825,0.13835425,9.3831925,23.4193,3.719115,0.300861,0.2579455,-1.744069,-2.219025,2.776415,0.21533175,99.9942595,77.9713,5.2957925,4.1405,0.735279450000001,4.2591675,-0.56303,-0.48485,-0.35648,8.78742479999999,0.04218625,0.50611,1.7376,3.631,2.1789399,2.64372705,271.1091,307.097,0.3970675
1,8.25,0.5216205,472.1495,0.17059675,10.5331675,18.402925,3.67513,0.321402,0.19712225,-1.74560945,-2.26123,2.8346525,0.25468175,100.02293425,78.1434965,5.26495,4.141,1.140748425,4.27108,-0.536693500000001,-0.466045000000001,-0.344605000000001,10.1735499,0.0461157,0.4931635,1.751145,3.64596,2.420089275,3.446448475,274.481955,306.29172,0.5192315
1,8.75,0.478348,508.8155,1.31768,7.37397,1.88428,1.826945,3.539545,0.243062,-1.7681199,-2.34126,2.8895,0.15916,100.068742,78.0191575,0.6111265,4.051,1.457731975,4.16846,-0.529929000000001,-0.460012500000001,-0.344210500000001,11.773564,0.04126945,0.5025935,1.755,3.647015,0.6276434575,2.450534625,274.26744,306.483045,0.6413955
1,9.25,0.43274925,511.9705,0.984332,14.5867,3.9031,2.161255,3.47773,0.71772625,-1.75096675,-2.365295,2.65605,0.157569,100.1539925,78.1621,0.803115,3.5225,1.838157375,3.71834,-0.494768,-0.427628,-0.315659,8.95005184999999,0.0570902,0.523677,1.76724,3.65883,1.2738446,3.05704145,278.70649,305.62685,0.7635595
1,9.75,0.3589775,475.6695,0.565417499999999,10.885415,2.566145,2.9005475,5.701905,3.5058125,-1.773602125,-2.408265,2.444425,0.1762485,100.1535725,77.538505,1.13303175,3.2025,2.418994725,3.5391182,-0.453738,-0.389205,-0.276447,6.634873375,0.0833657,0.558782,1.80456,3.70433,5.72157275,8.1672584,277.36611,305.13968,0.8857235
1,10.25,0.96256125,445.38,0.11479,12.1636,2.9134375,2.93638,5.56666000000001,0.4925525,-1.76280385,-2.32568,3.1915175,0.167904,100.21288475,76.5826325,1.37602,4.2745,3.3958804,4.75141605,-0.443494,-0.378745,-0.2728085,6.49773830000001,0.0412194,0.587291,1.73382,3.72047,34.5741755,21.7716535,288.57574,312.5707,1.0078875
1,10.75,0.71866,439.21375,0.04906,12.812025,5.5154,2.92854,4.45422,0.469275,-1.9318605,-2.4926,3.34256,0.16151725,100.69384,76.187389,1.8751425,4.108,3.9128492,4.775913275,-0.518482500000002,-0.440346000000001,-0.315179500000001,7.94606349999999,0.0105571649999999,0.55948075,1.68046,3.6790825,90.90295975,63.25063725,285.18681,312.428285,0.75263
1,11.25,0.263184,453.515,0.272313,12.2075,3.9822625,3.06845,3.48412,0.669942,-2.019016,-2.4603016,2.76718885,0.20161,100.668925,76.58562275,2.64465,3.3225,4.59997815,4.4254269,-0.747247500000001,-0.610063500000001,-0.39983325,33.5273045,0.0276522000000001,0.51736075,1.716775,3.66776,126.413095,94.48950575,272.864925,309.541175,0.245873
1,11.75,0.76731875,460.6545,0.12837,10.7541,2.02828,3.0530425,3.933,0.453032,-1.87757875,-2.4313768,3.077935,0.183728,100.6514375,77.74881875,3.5050525,2.95625,5.218205,4.44588535,-0.962964500000004,-0.776323250000003,-0.504157500000002,33.9533,-0.00447925,0.4718555,1.6619925,3.6010925,153.0052275,111.7827275,291.1682525,309.0033425,0.74407425
1,12.25,0.697974,433.988,0.2910555,10.72488,4.40661999999999,3.24842,2.8133725,0.4573335,-1.94339795,-2.40791235,3.00338455,0.188572,100.575145,77.60152275,4.4041,2.62267834999999,5.7972169,4.755644825,-1.12011800000001,-0.904265500000004,-0.595083500000003,36.14154,-0.0367760500000002,0.426072999999999,1.6044525,3.5478025,174.90271,129.779395,287.83392,309.843775,0.6965315
1,12.75,0.4241065,419.202,0.441953999999999,17.5606,5.02709999999999,3.24642,3.12548,0.383484,-1.971206075,-2.37028215,3.4572221,0.195464,100.549345,78.309659,5.28734,2.86669749999999,6.2164698,5.0351646,-1.15703795,-0.942611499999999,-0.632409649999999,35.74438875,-0.0303212750000002,0.453399,1.604395,3.54564,189.09867,138.738865,295.515105,308.22867,0.388585
1,13.25,0.8885895,452.794,0.173408,2.795915,33.397075,3.7287675,4.7962,1.39334,-1.94133675,-2.339092575,3.74105775,0.29318425,100.6484,78.395882,5.38216,3.53711925,6.9562312,4.99114,-1.160082,-0.954829550000002,-0.646688850000003,34.396503,-0.0357000750000002,0.448409,1.64133,3.536395,195.147945,142.08728,284.5736,309.04907,0.45438475
1,13.75,0.61811575,449.77175,0.12814925,4.3329375,41.5423,3.6947,2.876025,0.5780845,-1.924301225,-2.3201487,3.820476,0.3308615,100.61278,78.3483175,5.4428025,3.836877,7.115153875,5.696551475,-1.14612725,-0.959729,-0.65190725,34.87100425,-0.018058596,0.491365,1.61385,3.57085,192.5805,135.558675,289.66545,311.218625,0.23889825
1,14.25,0.89440025,449.01725,0.1623955,4.977065,32.455125,3.6529325,2.9177125,0.70396275,-1.919344,-2.243012375,3.7617655,0.33181725,100.58882,78.871651,5.0851975,3.4089301,7.7279116,6.25373775,-1.1168208,-0.923284600000002,-0.616411950000003,35.106704,0.0179228449999997,0.5036155,1.71878595,3.6215551,182.448335,130.057795,284.44672,314.79345,0.521724
1,14.75,0.73313725,443.83875,0.04762,2.6434175,16.3063,3.59624,1.22983975,0.35065075,-1.91015795,-2.18414475,2.94835335,0.2510715,100.571585,79.137598,4.852885,2.7372253,7.5928392,5.782177,-1.17571235,-0.972370525000001,-0.679050150000001,33.86395025,-0.012752,0.49370575,1.5987575,3.5959575,153.5850925,111.6554275,284.6477375,313.001585,0.291218
1,15.25,0.62896475,444.48575,0.06519,4.6502175,14.272075,3.6014825,0.17406575,0.09622425,-1.8651254,-2.1303649,2.8159959,0.26575275,100.58559,79.6105925,4.726955,2.42868835,6.62541775,5.549154325,-1.06993725,-0.9616807,-0.670697359999999,33.40946125,-0.01059,0.5942385,1.72166,3.77302265,115.84663,88.4826865,283.589905,309.941295,0.4261965
1,15.75,0.712876,448.586,0.23899125,3.5872,15.03213,3.48778,0.11631075,0.1007515,-1.81040855,-2.0545616,3.0748,0.249608,100.6212,78.963328,4.62964,1.81,4.926982875,5.0412701,-0.914752980000002,-0.878161420000002,-0.590452500000001,32.6989875,0.0311263499999992,0.668822965,1.8343948,3.985271,91.710615,67.580242,284.750915,307.94967,0.4651195
1,16.25,0.789376,453.25,0.298878,-0.697859999999999,15.5936225,3.56334,-0.106564,0.28109875,-1.769250375,-2.0088702,3.0093096,0.26341,100.658565,77.68372875,4.37992,1.157887025,4.20908885,4.5722376,-0.6569003,-0.715428,-0.5236475,33.936566,0.0534402499999998,0.6818983,1.855234,4.081001,51.29733925,36.6523025,282.8547875,307.46935,0.596105
1,16.75,0.70995975,456.056,0.14132,-0.65512,5.60785175,3.49584,0.833856000000001,0.17767125,-1.734688,-1.9724591,2.4110778,0.166228,100.71799,77.480988,3.97394,0.955073000000004,3.50322695,3.4900727,-0.713934079999998,-0.665971599999998,-0.527099999999998,33.9909865,0.0831680250000003,0.68269122,1.86274,4.068232,13.843283,12.94829625,280.1541,303.071,0.630813999999999
1,17.25,0.52010375,458.87,0.194156,1.1975,2.039334,3.43206,0.0759380000000004,-0.0635375,-1.6506065,-1.934210575,2.1485415,0.134642,100.741255,77.4384725,3.66602,0.559805599999997,2.6819978925,2.6958364,-0.667271425,-0.632597375,-0.52134625,32.979764,0.09254,0.6669525,1.891125,3.98318275,2.750174925,4.044997075,275.031025,299.345325,0.628752
1,17.75,0.643378,461.868,0.150464,2.67644,1.6990425,3.33786,0.614826,0.0659775,-1.560564,-1.90559265,2.25056995,0.17996,100.76268,78.257455,3.2529,-0.501515700000003,1.72573446,1.77423229,-0.53848175,-0.49981225,-0.422779875,32.294379,0.0836397500000004,0.6184325,1.8444735,3.964431,0.762055075,1.9222122,280.126525,297.741025,0.3691325
1,18.25,0.461362,464.03,0.15568,2.03654,4.2986825,3.05742,0.820038000000001,0.00383250000000001,-1.4584758,-1.874549975,2.188316925,0.197734,100.7781825,77.856162,3.28314,-0.545000000000002,1.2862321,0.918381314999998,-0.646045270000002,-0.597035750000002,-0.503823010000002,33.252729,0.0745839999999996,0.591452,1.7556341,3.8905895,0.610014875,2.410485,284.58279,300.11113,0.33733625
1,18.75,0.541862,465.162,0.08496,0.41658,8.75654,3.01322,1.669868,0.00463250000000001,-1.3922473,-1.8451021,2.1956356,0.185864,100.79906,76.612875,3.97352,0.258000000000002,1.41330336,1.1512455,-0.634582419999998,-0.576331399999998,-0.474250544999998,35.043,0.0534859999999996,0.56622075,1.64826345,3.82472575,0.663355442499999,2.8216418,270.8159775,298.4064925,0.5844615
1,19.25,0.670702,466.304,0.06756,0.56394,10.2937375,3.21398,1.67973,0.44672675,-1.35247635,-1.82362525,2.480407825,0.243578,100.80551,76.940276,4.59402,0.861249999999996,1.2853347,2.51311699999999,-0.628917605000003,-0.574191505000003,-0.486874680000003,31.744788,-0.0241656000000006,0.530626,1.609535,3.68906775,1.65996565,3.023050675,272.59203,298.394265,0.640642
1,19.75,0.446684,467.156,0.169828,3.9908,21.3655825,3.11362,3.83436,0.935965,-1.31655875,-1.8086684,2.583921025,0.229158,100.81762,77.99367625,5.08924,0.0869999999999894,1.641240255,3.35206434999999,-0.727294375,-0.650384875,-0.537017125,32.574203,-0.0964185750000006,0.52801875,1.582375,3.675506875,1.15635255,3.7606142,275.25645,298.22535,0.509532
1,20.25,0.459392,467.392,0.117964,7.17472000000001,12.3029895,2.90856,0.49484,0.479824,-1.274122825,-1.7890279,2.47368325,0.177884,100.82775,78.97582975,4.9669,0.0624017499999999,1.94479508,3.429477675,-0.781194362500001,-0.700681797500001,-0.581047102500001,33.20556475,-0.12884625,0.59431075,1.6483825,3.7055,0.77311745,3.59517854999999,272.879435,299.667265,0.453235
1,20.75,0.550038,469.824,0.144612,6.13008,1.54367,2.98674,0.809392,0.0800294999999999,-1.198225925,-1.7457484,2.56024985,0.229284,100.647375,79.31171375,4.58708,0.72889459999999,1.6847922175,3.0705401,-0.634958827500002,-0.548469440000002,-0.408028250000002,33.9040025,0.00714877000000011,0.612269999999999,1.71836,3.77164,0.9173558,2.8890836,273.272215,298.9193475,0.824706499999999
1,21.25,0.44443,434.48575,0.19864475,8.323815,13.64831,3.066935,5.23273225,0.74012175,-1.1744624,-1.7387175,2.476133,0.2163955,100.68378,79.462358,4.3058175,0.439856199999995,1.438907875,2.4852459,-0.573403399999999,-0.467164679999999,-0.319911999999999,33.40143875,0.0360079499999997,0.576128,1.736,3.70114,3.187303,3.621861,277.95124,297.61732,0.6258595
1,21.75,0.42543875,433.28175,0.038705,3.795515,9.231586,3.0274025,0.928369,0.18890675,-1.150721125,-1.73380655,2.233147875,0.1567175,100.69896,79.59395,4.28879,0.238960750000003,3.890928375,2.8175026,-0.5963523875,-0.49930775,-0.3393075,35.912214,-0.00897836500000012,0.538585,1.7161,3.703206875,2.344725,3.1712322,277.2497,300.87555,0.788454
1,22.25,0.392661,434.3105,0.163,4.984445,3.3352025,2.961815,0.2991825,0.10480075,-1.14832855,-1.73243585,2.66335,0.1626235,100.713135,79.772995,4.5465775,0.155332999999998,4.340507875,3.21304915,-0.666089150000001,-0.518521000000001,-0.294141000000001,34.88906225,0.035105,0.5340575,1.746765,3.72727265,1.7176283,3.4039618,274.372245,301.036375,0.72534875
1,22.75,0.574451,436.65025,0.1136285,8.1510475,28.0177825,2.81327,3.93054,0.47201675,-1.1335149,-1.7381268,2.5727929,0.2059485,100.708275,79.859234,5.9418125,1.53878745,4.203895475,5.37343425,-0.698803800000002,-0.560374552500002,-0.336876750000002,33.0570035,0.046304,0.51991425,1.7221775,3.686526225,2.045997,2.49908145,277.3372525,305.966745,0.5705325
1,23.25,0.506014249999999,440.38175,0.1901475,17.6967175,47.22673,2.8108775,1.18766575,0.28509325,-1.185405675,-1.758939,3.26689,0.2497255,100.68335,79.97649575,6.3024625,2.04161824999999,3.902105525,4.99003844999999,-0.778042725000001,-0.628296705000001,-0.413901110000002,32.04793,-0.025981,0.576594,1.6627275,3.7421425,1.036726,3.3983777,276.5768575,305.5600625,0.974408999999999
1,23.75,0.7905715,443.96025,0.20291725,1.9885375,53.304573,2.198015,3.218297,0.31915675,-1.2706157,-1.76182125,3.253384225,0.252983,100.6579625,79.74258,6.39093,2.26781669999998,3.9539229,5.2790939,-0.867110000000002,-0.699019000000002,-0.463374000000002,1.5530803,-0.11646,0.587591999999999,1.6678,3.73646,2.666739675,4.0625168,280.19694,304.09293,0.559425
2,0.25,0.36004,493.4425,0.651605,9.2046875,3.30808,2.65375,3.80135,0.514946,-1.8142825,-1.8775859,3.0644595,0.198055,100.58248,81.2362355,0.781125,-6.66053670000001,0.734476799999985,-3.33508190000001,-0.808703,-0.6892409525,-0.534054,1.80321895,-0.1416082775,0.23993065,1.07955,2.967028275,1.757850525,3.60070775,269.40778,271.9673175,0.4479025
2,0.75,0.369495,494.34375,0.850685250000001,7.72169,1.849325,1.95299,2.485025,0.3539895,-1.8143175,-1.946863025,2.85359669999999,0.18526225,100.53765,81.744325,0.68975375,-8.28907275000002,0.201206899999986,-3.78787160000001,-0.8308265,-0.70990225,-0.5471605,1.88462649999999,-0.142008535,0.2438918675,1.093193425,2.969767075,1.6093813,2.44388305,269.0410775,274.1718825,0.30945
2,1.25,0.477537,494.91825,0.27297275,9.00211,1.5136425,1.9988925,2.8071225,0.349199,-1.8219175,-2.052717575,2.68078964999999,0.202802,100.545505,82.3494495,0.6752755,-8.29741115,-1.04761195000001,-4.24057500000001,-0.81032325,-0.68842,-0.50550975,1.27954965,-0.133817955,0.271441575,1.1166994,2.975801375,1.44761525,2.8861125,271.058725,276.898095,0.2183875
2,1.75,0.26474625,496.0045,0.373565,12.846925,1.7867325,2.0664575,1.9429825,0.358871999999999,-1.82311,-2.16005,3.174791825,0.201425,100.48146,80.6009135,0.73718875,-8.6524213,-1.6357446,-4.5344395,-0.79383025,-0.67422775,-0.48970525,1.835831125,-0.14791234,0.293156275,1.0792,2.948194575,2.07153115,2.4931993,269.4276275,278.50696,0.31403525
2,2.25,0.60466525,497.8525,0.4197205,9.981175,1.75595,2.360255,1.671505,0.635525,-1.8238375,-2.15475,3.1218446,0.1835415,100.49994,80.2433615,0.756536,-7.3841818,-2.518261,-4.43722545,-0.7831345,-0.66330425,-0.4800545,2.489158725,-0.162514,0.259303275,1.0802679,2.956858875,1.918778,2.268108325,268.9500925,279.0202275,1.165512
