DOY2,HR2,FC,CO2,CO2_SIGMA,LE,H2O,H2O_SIGMA,H,T_SONIC,T_SONIC_SIGMA,WS,USTAR,W_SIGMA,U_SIGMA,V_SIGMA,TA,VPD,RH,PA,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_A,TS_1_5_A,G_1_1_A,NETRAD,SW_IN_1_1_1,PPFD_IN,PPFD_OUT,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,PPFD_DIF,TAU,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_4_2_1,G_4_3_1,G_4_4_1,G_4_5_1,NETRAD_1_1_2
1,0.25,2.6216,433.509,4.1728155,2.88873,9.639147,0.17070775,-3.8058,13.16725,0.50806475,1.5781,0.159225,0.192428,0.4880635,0.4521175,8.354375,1.921375,96.78125,100.47,10.045,10.3255,10.9285,11.5215,12.1315,-7.0444,-7.407325,0,0,0,0,0,341.6,354.0525,0.677,-0.00293701,10.035,10.475,11.1725,11.8175,12.505,10.185,10.475,11.165,11.845,12.345,10.44,10.8475,11.3125,11.8775,12.39,-7.349085,-11.60455,-9.84362,-1.64275,-1.71625,-1.19825,-0.5045,-0.442,-21.105
1,0.75,2.56335,433.130986,4.605217,3.44032,9.51681125,0.1915085,-3.3781,13.092,0.518517,1.5887,0.16128225,0.19567525,0.495918,0.46972725,8.36385,1.9198,97.09375,100.455,9.97165,10.278,10.89425,11.52525,12.13225,-6.9385,-7.909,0,0,0,0,0,341.57,352.525,0.677,-0.00341394,10.15,10.5,11.1175,11.79,12.4975,10.07,10.4375,11.105,11.86,12.35,10.3425,10.7725,11.2675,11.8775,12.39,-7.31178,-10.85835,-9.84362,-1.54475,-1.76025,-1.184,-0.521,-0.4705,-20.96
1,1.25,2.5509,434.02025,4.1082,2.2691,9.3756645,0.1652365,-4.7148,12.9615,0.4958525,1.549275,0.15919,0.188759,0.48267175,0.4478335,8.2273,1.9375,97.114,100.44,9.906175,10.235,10.845,11.50825,12.13525,-6.9235,-8.1301,0,0,0,0,0,341.3,352.8875,0.677,-0.00365128,10.0675,10.4275,11.0575,11.76,12.5,10.005,10.355,11.06,11.8075,12.3625,10.2025,10.71,11.23,11.8475,12.405,-7.332505,-11.629,-9.84362,-1.60075,-1.74575,-1.17575,-0.54375,-0.475,-22.045
1,1.75,2.4372,433.3821055,4.3758275,3.4990725,9.39299,0.1569095,-2.8996,12.87425,0.49779225,1.59305,0.1609215,0.1950295,0.4872865,0.457998,8.20025,2.017475,96.75475,100.45,9.904225,10.20125,10.784,11.48325,12.134,-7.2469,-7.7041,0,0,0,0,0,341.89,353.09,0.677,-0.0050417,9.9775,10.36,11.0275,11.705,12.4975,9.885,10.2725,11,11.7775,12.3475,10.135,10.6,11.1775,11.8375,12.4075,-7.31178,-10.38535,-9.84362,-1.62025,-1.74875,-1.2315,-0.563,-0.5,-19.1375
1,2.25,2.569225,434.3585,3.86911,3.901375,9.32559,0.143832,-3.7994,12.8375,0.4858395,1.60625,0.158615,0.18933375,0.48561025,0.46507,8.1826,1.9447,96.6,100.475,9.8617,10.16025,10.73425,11.449,12.133,-7.08535,-7.43105,0,0,0,0,0,342.76,352.67,0.677,-0.0031932975,9.9425,10.315,10.9775,11.6775,12.5,9.815,10.1975,10.9025,11.735,12.345,10.085,10.49,11.125,11.81,12.4,-6.777075,-10.5199,-9.037535,-1.53625,-1.6465,-1.26,-0.599,-0.5105,-16.375
1,2.75,2.5505,435.549965,4.34138625,3.58339,9.260399,0.145826,-3.9542425,12.752,0.50724275,1.5871,0.15571,0.190415,0.486683,0.470808,7.984,1.8713,96.5705,100.4875,9.8367,10.123,10.713,11.432,12.145,-7.0355,-8.184575,0,0,0,0,0,342.6725,352.22,0.677,-0.00429914,9.9175,10.285,10.9425,11.6475,12.485,9.7175,10.08,10.8425,11.7075,12.33,10.02,10.4375,11.08,11.7875,12.4075,-6.84754,-10.136675,-8.68354,-1.41525,-1.69725,-1.2555,-0.62275,-0.53925,-14.805
1,3.25,2.370375,435.469,4.11565,3.933675,9.14049,0.148387,-2.7178375,12.72975,0.491307,1.579525,0.1550625,0.18959625,0.4751655,0.46765925,8.0475,1.89715,96.3275,100.48,9.76935,10.10025,10.65425,11.41725,12.143,-7.25035,-7.4781,0,0,0,0,0,342.5,352.2625,0.677,-0.00546231,9.905,10.25,10.895,11.615,12.4775,9.655,9.9975,10.7775,11.66,12.335,9.905,10.4,11.035,11.75,12.405,-7.31178,-10.348675,-8.68354,-1.4,-1.65425,-1.2645,-0.645,-0.543,-13.7425
1,3.75,2.4398,434.92416475,3.910365,3.5759,9.10479675,0.1475755,-4.643495,12.779,0.48769875,1.5728,0.156039,0.1891255,0.4727365,0.4644945,8.02,1.9579,96.618,100.46,9.7639,10.06,10.633,11.383,12.137,-7.24085,-7.06725,0,0,0,0,0,342.035,352.2475,0.677,-0.00331756,9.7925,10.1525,10.8325,11.595,12.4675,9.5775,9.9275,10.7075,11.6275,12.3425,9.86,10.3175,10.965,11.7375,12.405,-7.31178,-9.95726,-8.68354,-1.41175,-1.69775,-1.3,-0.657,-0.55775,-13.57
1,4.25,2.4187,436.80625,4.241021,3.8098,9.065955,0.13747,-3.8493,12.646,0.51426375,1.59805,0.159335,0.18776575,0.48358775,0.46341225,7.95625,1.9737,96.3,100.4575,9.7033,10.02,10.607,11.353,12.133,-7.39745,-7.17585,0,0,0,0,0,341.515,352.67,0.677,-0.00527229,9.7675,10.095,10.78,11.5775,12.46,9.4425,9.8375,10.62,11.5925,12.345,9.8,10.24,10.9275,11.715,12.4075,-7.06308,-10.311975,-8.68354,-1.453,-1.70325,-1.29,-0.679,-0.577,-17.34
1,4.75,2.4804,437.466,4.851006,3.87465,8.9537475,0.16376,-3.91665,12.4595,0.50731175,1.579075,0.1528375,0.1888295,0.47512325,0.46057575,7.86355,2.081225,96.49075,100.46,9.6867,9.9867,10.59,11.343,12.13,-7.5196,-7.09715,0,0,0,0,0,341.3175,352.46,0.677,-0.0042124325,9.745,10.065,10.75,11.5575,12.4575,9.3875,9.8125,10.5975,11.5225,12.3475,9.7825,10.2275,10.88,11.6975,12.3975,-7.274475,-10.572925,-8.96503,-1.54,-1.7085,-1.2905,-0.679,-0.58225,-21.5775
