DOY2,HR2,CH4,CO2,FC,FCH4,H2O,SC,SCH4,G_1,H,LE,SH,SLE,PA_1_1_1,RH_1_1_1,T_SONIC,TA_1_1_1,VPD_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS_1_1_1,WS_2_1_1
1,0.25,1948.41415710449,365.803100585938,-0.70218793451786,-27.772085571289,2.15735294818878,-0.609394238889217,-16.5969195365906,-14.6712652683258,-54.884199142456,-3.6475937306881,-2.40446009635925,-1.06970399916172,99.5759979248047,36.4598625183106,-10.230993270874,-11.2621361017227,0,221.011270141602,277.701475524902,-68.8417015075684,0,0,0,0,0.157740074023604,0.642982332408428,1.34059793353081,3.62773039937019,-0.329815492033958,0.117572106420994,0.0269942991435528,0.111198022961617,0.0259748920798302,0,0.0564024881459772
1,0.75,1920.23495483399,365.754119873047,-3.66932824850082,-85.4343170166017,2.15871375799179,-0.576783233880996,-3.98776257038117,-14.3645912885666,-57.7135457992554,-10.3776638507843,-2.09453020691871,-1.93578999638557,99.5852487564087,37.4559144973755,-10.0075855255127,-11.2439501285553,0,224.953198242188,277.243157196045,-61.8397773742676,0,0,0,0,0.172943479567766,0.639492058753967,1.34813861250878,3.67963025569916,-0.463908092677593,0.147120286896825,0.02535330504179,0.125771826505661,0.0254253448918462,0,0.0736485261470079
1,1.25,1956.37797241211,365.650897216797,-3.75420351624489,-64.7913211822509,2.14788143634796,-0.71837814450264,-7.76052207946778,-13.9415438652038,-61.2533660888672,-7.22924995422363,-2.00286655426025,-1.76736800670624,99.7052543640137,37.3063802719116,-11.036266708374,-11.5091131925583,0,224.453521728516,276.607330322265,-73.4181129455566,0,0,0,0,0.18675452619791,0.633181504905224,1.30747648477554,3.6632107257843,-0.295401591062546,0.124879773333668,0.0301238829270006,0.120748822949827,0.0283287111204118,0,0.0703414352610708
1,1.75,1953.03952636719,364.108934783936,-2.527759963274,-92.8787850379946,2.14924958348274,-0.590502367913723,-39.3470443725586,-13.8845339298248,-65.6281045913696,-4.74808332920074,-1.67251002788544,-2.28548570871353,99.7494792938232,37.4158313751221,-11.3246013641357,-11.7084761381149,0,226.138691329956,276.37594833374,-77.1679752349853,0,0,0,0,0.197131878510118,0.62183675467968,1.34830234348774,3.63904463648796,-0.449931560456752,0.119071839191019,0.029966285219416,0.108130902610719,0.0267062431201339,0,0.0708613686263561
1,2.25,1911.46145629883,362.934996032715,-0.322343305498362,-42.2872644424438,2.15077366232872,-0.404015739262104,-72.3436267852783,-14.6647099018097,-54.6159194946289,-7.35025507211685,-1.45946304798126,-1.01424552798271,99.7395114898682,36.8997743606568,-11.7281993865966,-11.3249050617218,0,228.276933288574,277.188050842285,-79.7803882598877,0,0,0,0,0.183038027584552,0.655928471684456,1.37483301758766,3.65839301943779,-0.289853902161121,0.121655718982219,0.0294429157860578,0.0926142860203981,0.024312146473676,0,0.067315461486578
1,2.75,1908.6564453125,363.507989501953,-0.054042374715209,-4.23666291236877,2.16977494955063,-0.49134262651205,-14.2318977355957,-14.9013710737229,-62.5141078948975,-3.28146168589592,-2.07558116316796,-1.98683248460293,99.7290458679199,36.8844207763672,-11.2424228668213,-11.0360882043838,0,228.721917343139,278.521453857422,-73.9213302612304,0,0,0,0,0.192669004201889,0.680520297586918,1.35381383001805,3.68914338946342,-0.325443514436483,0.113897540606559,0.0276417830493301,0.115341333299876,0.0280371567234397,0,0.0706181222572923
1,3.25,1933.55499267579,363.765995025635,-0.84967090189457,-80.2746992111207,2.23713132739067,-0.87994999885559,-31.9773847103119,-14.6806712627411,-61.9443603515625,-7.38783854246139,-1.71290996670723,-1.77479996681213,99.7061763763428,37.2453576087951,-11.682604598999,-11.0613182783127,0,230.824241256714,278.327844238282,-74.0483982086182,0,0,0,0,0.177206474915147,0.648430868983269,1.31795037686825,3.63702160120011,-0.307375371456146,0.0926272392272949,0.0318924803286791,0.111598683893681,0.0287803769111633,0,0.0763821475207805
1,3.75,1950.80297241211,363.314318847656,0.0767099114134908,-68.3097961425781,2.2854825258255,-0.592659677565098,-21.1696663856506,-15.0571267843246,-50.4969108581543,-2.37103998661042,-2.51516950130463,-2.33416407704354,99.7014322280884,37.0849216461182,-11.4130947113037,-11.5133171796798,0,231.189428329467,277.267172241211,-80.0306125640869,0,0,0,0,0.185404078289867,0.637876290082931,1.30481600761414,3.68550336360931,-0.313494008779526,0.107949145883322,0.0280771307647228,0.108516194298864,0.0297493034973741,0,0.128299636021257
1,4.25,1927.59504699707,362.816009521484,0.0973594639450311,-47.4043241500854,2.28091588616371,-0.363933356106281,-9.11992793083191,-15.1359611511231,-57.0636933326721,-6.27096078395844,-1.78468504548073,-2.2046804189682,99.6822500228882,37.3172238349915,-11.5861133575439,-11.1979059696197,0,228.48713722229,276.267774963379,-82.191777420044,0,0,0,0,0.160116246715188,0.651620316505433,1.33991057276726,3.7131602704525,-0.459257751703262,0.127854249067604,0.0240957829169929,0.123748461529612,0.0309266062453389,0,0.0799875780940056
1,4.75,1943.89454956055,363.147003173828,0.0521877249702811,-83.5767139434815,2.20714998245239,-0.445042668282986,-24.8734130859375,-15.1910851240158,-66.4143913269043,-8.11885070800781,-1.56556805372238,-1.9070377856493,99.652659034729,37.4004602432251,-11.7072719573975,-11.195468378067,0,228.257586288452,275.893965911866,-81.1401641845703,0,0,0,0,0.186604749038816,0.596909213066101,1.33026625812054,3.7034506380558,-0.518341928720474,0.11113867983222,0.024968850472942,0.115932425670325,0.0244843209162354,0,0.136381528526544
