DOY2,HR2,TAU,H,LE,FC,FCH4,WS,USTAR,T_SONIC,CO2,H2O,CH4,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,PA,PPFD_OUT_1_1_1,PPFD_IN_1_1_1,G_1_1_1,G_1_1_2,G_1_1_3,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1
1,0.25,-0.0462329,-18.56745,-0.36921125,0.635725,-1.15264,0.76962,0.075898,10.46355,431.668,7.20959,2095.26,0.391234,0.3458755,0.09102775,0.187171,101.2775,0,0,-10.7416666666667,-23.159,-46.9766666666667,6.8231,8.18933333333333,8.8,9.09933333333333,9.79366666666667,10.5996666666667,10.9006666666667,11.1093333333333,11.2353333333333,11.6303333333333,11.726,12.22675,12.8816666666667,6.85553333333333,7.46956666666667,7.79843333333333,8.841,10.4193333333333,10.6186666666667
1,0.75,-0.0490935,-21.79925,-1.91940425,0.67232,0.1594915,0.8773485,0.07712355,10.1959,430.88,7.16612,2107.715,0.3849015,0.3616725,0.0883954,0.1840015,101.2785,0,0,-9.04526666666667,-23.336,-46.4776666666667,6.45726666666667,8.12533333333333,8.678,9.02333333333333,9.7,10.6,10.91,11.162,11.1816666666667,11.5785833333333,11.7256666666667,12.2449166666667,12.89,6.7408,7.32353333333333,7.65493333333333,8.703,10.4016666666667,10.632
1,1.25,-0.0414523,-20.0094,-1.67477,0.478225,-0.3552385,0.944123,0.0889911,9.967305,432.44175,7.05344,2108.56,0.3893525,0.3502425,0.0866521,0.201265,101.331,0,0,-6.9356,-23.9363333333333,-46.0503333333333,5.8037,7.9883,8.55066666666667,9.04933333333333,9.60666666666667,10.5844827586207,10.91,11.179,11.168,11.58425,11.7343333333333,12.2665,12.8926666666667,6.53383333333333,7.11703333333333,7.47446666666667,8.52862068965517,10.3673333333333,10.6566666666667
1,1.75,-0.05995125,-18.569325,-1.30184,0.236347,0.562985,1.04981,0.08632965,10.02675,430.963,6.9105975,2090.73,0.47535,0.36112,0.09050465,0.193756,101.411,0,0,-5.7375,-24.141,-46.7703333333333,5.88606666666667,7.90576666666667,8.475,8.95466666666667,9.50566666666667,10.5616666666667,10.9213793103448,11.0803333333333,11.1996666666667,11.49275,11.6956666666667,12.21225,12.8873333333333,6.22663333333333,6.9269,7.35343333333333,8.34533333333333,10.3443333333333,10.662
1,2.25,-0.07419005,-20.384475,-1.13364,0.321495,0.462278,1.01973,0.086908325,10.10605,432.615,6.89819,2100.895,0.406594,0.323931,0.099157,0.1989315,101.3655,0,0,-5.103,-23.6653333333333,-46.3903333333333,5.99626666666667,7.83403333333333,8.35366666666667,8.85366666666667,9.41266666666667,10.538,10.923,10.9873333333333,11.177,11.5133333333333,11.689,12.2295,12.882,6.13106666666667,6.71636666666667,7.19053333333333,8.17333333333333,10.325,10.6653333333333
1,2.75,-0.0491614,-20.752,0.686386,0.695634,-1.48846,0.90896,0.07871155,9.998425,431.706,6.726885,2101.2,0.404752,0.401384,0.08958635,0.2001735,101.344,0,0,-5.56763333333333,-23.8766666666667,-45.3496666666667,5.73103448275862,7.7233,8.20933333333333,8.75,9.35066666666666,10.5163333333333,10.92,10.8456666666667,11.016,11.5321637931035,11.6393333333333,12.2165833333333,12.8809166666667,5.97506666666667,6.60323333333333,7.0201,8.01376666666667,10.3066666666667,10.668
1,3.25,-0.0550349,-13.6524,-1.109465,0.444802,-3.8437875,0.937154,0.07670965,10.002465,432.332,6.57568,2105.92,0.4187465,0.3575205,0.0840299,0.173183,101.365,0,0,-6.61883333333333,-24.2553333333333,-46.1803333333333,5.75833333333333,7.53026666666667,8.07166666666667,8.648,9.297,10.492,10.9231034482759,10.752,10.899,11.4703333333333,11.5743333333333,12.1978333333333,12.862,5.8152,6.4429,6.97613333333333,7.9485,10.2736666666667,10.6658620689655
1,3.75,-0.051227925,-20.18095,-1.307655,0.33681675,-1.35931,0.942441,0.0794104,9.577645,432.3225,6.49892,2116.82,0.422763,0.354358,0.08201705,0.184588,101.3325,0,0,-5.23213333333333,-24.2455172413793,-46.377,5.81426666666667,7.42803333333333,7.95223333333333,8.53766666666667,9.258,10.463,10.9296551724138,10.7613333333333,10.854,11.4174166666667,11.5136666666667,12.1709166666667,12.8816666666667,5.6093,6.27076666666667,6.83983333333333,7.81513333333333,10.239,10.6762068965517
1,4.25,-0.042224525,-15.485375,-2.14432,0.567832,-1.62394,0.8195865,0.0891663,9.425225,433.134,6.41237,2104.185,0.3936965,0.363187,0.088624,0.17683,101.298,0,0,-5.20973333333333,-23.8116666666667,-46.8816666666667,5.23686666666667,7.43616666666667,7.89086666666667,8.46766666666667,9.17433333333333,10.4555172413793,10.93,10.7936666666667,10.8356666666667,11.4192270114943,11.4986666666667,12.1783333333333,12.8876666666667,5.75946666666667,6.1401,6.66616666666667,7.7528,10.21,10.6883333333333
1,4.75,-0.04846645,-17.95115,-1.8538875,0.512007,-0.9459685,0.9254885,0.0846305,9.05316,434.9105,6.43128,2102.835,0.4044975,0.3721235,0.08189265,0.1653405,101.2685,0,0,-4.96113333333333,-24.1396551724138,-47.599,5.11406896551724,7.36246666666667,7.84923333333333,8.38066666666667,9.104,10.4403333333333,10.937,10.6693333333333,10.7186666666667,11.4183333333333,11.4846666666667,12.1759166666667,12.8923333333333,5.6387,6.2058,6.50613333333333,7.63666666666667,10.1813333333333,10.698
