DOY2,HR2,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,LE_1_1_1,H_1_1_1,SC_1_1_1,SLE_1_1_1,SH_1_1_1,NEE,USTAR_1_1_1,PA_1_1_1,VPD_1_1_1
1,0.25,0,0.1527222,220.0565,300.264325,-89.956335,-3.2485245,66.01558,1.78588375,416.06025,2.36342975,0.40522285,0.483566275,-52.94732,-0.127824325,-1.84397,-6.00846125,0.2540853,0.234517675,97.42132,0.671092075
1,0.75,0,0.09201389,222.3774,299.554325,-87.08752,-3.26883325,68.0692525,1.8488605,415.6704,2.456394,0.32856515,-2.198295,-52.664045,-0.067566155,-0.76563355,-4.4917075,0.207222535,0.22982835,97.3864225,0.690792125
1,1.25,0,0.1724445,225.079,298.1388,-87.16577,-3.5769,70.73566,1.98489875,415.7786,2.4979585,0.825506725,-0.4012266,-60.3472875,-0.187146375,-0.4810322,-4.099681,0.83414635,0.2406294,97.35364,0.61477015
1,1.75,0,0.1550555,224.3,297.4501,-89.69988,-3.751034,71.053,1.94908,416.3144,2.28809,0.3492491,-0.303344075,-53.3625925,-0.1873826,-0.0011935125,-3.61906575,0.7002437,0.2504383,97.28601,0.6404152
1,2.25,0,0.05006945,223.0349,297.1713,-82.84666,-3.866167,71.70876,1.99486675,416.5348,2.53786775,0.25700635,0.1948122,-43.59518,-0.09016348,-0.360494925,-3.0482325,0.38772465,0.273262225,97.26048,0.61788645
1,2.75,0,0.029525,230.991575,296.453725,-73.36651,-3.865667,73.19133,2.078769,416.403575,2.579496,0.35956725,-0.649242725,-57.15765,0.01604546325,-0.453915675,-3.47177,0.45964985,0.3355295,97.2439225,0.6379609
1,3.25,0,0.07006943,223.509075,296.985175,-78.4979725,-3.81695525,74.233085,1.980402,415.36915,2.58186725,0.36299365,-1.798755,-51.9407,-0.10652924,-1.117669425,-2.674327,0.2229917975,0.312342125,97.1693675,0.6130282
1,3.75,0,0.04841111,221.4915,297.655475,-78.0783375,-3.63120975,77.43342,2.043783,416.6291,2.4451825,0.44886375,-1.7995185,-53.60108,-0.2830725,-2.4104105,-4.28243475,0.2990718,0.348636175,97.131525,0.73914055
1,4.25,0,0.0744166575,220.446575,297.05845,-76.2416475,-3.9607815,76.8260025,2.04969,417.46785,2.578149,0.394050575,-2.939127,-40.211535,-0.02702546,-0.798046075,-4.1025775,0.84151465,0.3189419,97.1234225,0.3326972
1,4.75,0,0.0893194525,217.40905,296.4777,-76.754895,-4.11578175,75.616835,1.962764,415.4644,2.5921575,0.69711835,-3.453095,-45.794525,-0.01605797,0.04035787,-2.322603,1.2350305,0.316561675,97.1249975,0.4621241
1,5.25,0,0.085180565,212.66275,294.678075,-85.63515,-4.47033125,74.460825,1.88917,416.59475,2.493096,0.4753814,-3.0721985,-43.2202,-0.0343817645,-0.3339039275,-3.6638765,0.566736625,0.2824998,97.1463225,0.4963902
1,5.75,0,0.0386388825,207.8749,293.57645,-84.0671375,-4.92212475,75.3617525,1.72630275,415.5784,2.453301,0.24176375,-2.790869,-44.96512,-0.2606524,-0.708165725,-5.554607,0.44869485,0.2380144,97.2001475,0.45008845
1,6.25,0,0.19770835,206.987,294.2495,-65.192955,-4.9433,75.915,1.577413,415.642875,2.640934,0.250024575,-4.094135,-45.53231,-0.13841565,-0.58408396875,-3.407161,0.390807475,0.2305133,97.19741,0.3620775
1,6.75,0,1.058056,208.1953,294.7662,-20.08033,-4.719999,75.10107,1.60269975,415.1593,2.6181645,0.317635675,-3.41902725,-35.56018,0.04312573,-0.4600022125,-0.06687435,0.598658775,0.255744725,97.15835,0.371288075
1,7.25,0,2.857556,209.3746,296.0428,7.388999,-3.729609,75.0387,1.7256485,415.861825,2.483992,0.0789383835,2.2695155,-23.18152,-0.2287933,-0.33592045625,1.1003235,0.08694287,0.26805775,97.16287,0.5405334
1,7.75,0,5.179277,211.7008,298.7996,29.26111,-3.1777,72.84734,1.840486,415.91565,2.4957435,-0.79377955,2.53221405,-7.57021375,-0.227583625,-0.2118387,3.45625,-0.868176075,0.441215475,97.12484,0.74757595
1,8.25,104.73715,6.589444,211.977,301.9205,46.23783,-2.705634,68.46876,1.942223,415.52375,2.77797375,-1.577465,1.05926075,5.3907575,-0.9192021,-0.08775694375,4.9793995,-2.361252,0.48218745,97.10723,0.68081645
1,8.75,157.105725,17.980475,177.653425,266.057575,69.13184,-11.1920005,63.8865775,2.007213,415.793475,2.414575,-1.912303,3.18859975,4.597546,-0.560561475,0.0363248125,3.477919,-2.53479,0.5408206,96.9021575,0.96038685
1,9.25,280.5919,31.92545,184.241425,276.716775,165.1877,-8.70873475,62.2590575,1.77271875,415.41685,2.6110045,-3.306788,6.76262975,33.1215525,-0.538784525,0.16040656875,5.995547,-3.186625,0.53441265,97.490625,1.05262905
1,9.75,296.99815,33.10772,184.64965,276.25135,204.1513,-9.426683,56.62833,1.288794,412.747075,2.70313325,-3.8072685,11.95309,44.58402,-0.41924005,0.284488325,7.214793,-4.5305045,0.529056525,97.37978,0.75523385
1,10.25,282.314975,30.081485,186.578725,279.568525,188.71205,-8.808076,52.4512475,1.61652,413.1911,2.679768,-3.127231,13.989315,57.093415,-0.684582275,-0.9643180875,6.13651975,-3.7618845,0.570139,97.62402,1.068178
1,10.75,276.4999,31.07218,189.32785,283.1212,236.3545,-7.980828,51.44034,2.040658,412.7991,2.500978,-4.669284,15.36832,99.6293925,-0.54119795,-2.2131245,5.443214,-5.6426115,0.5572319,97.5407575,1.264407
1,11.25,253.5469,27.6464,190.31465,285.1935,186.5347,-7.2922175,49.73448,1.894379,417.62675,1.4880065,-4.418948,11.405464,158.00205,-0.4105237,-0.9221061,6.7666355,-4.78784175,0.4394613,97.50741,2.6494965
