DOY2,HR2,USTAR,NEE,FC,SC,H,SH,LE,SLE,CO2,H2O,TA,TS_1_1_1,TS_1_2_1,TS_1_3_1,NETRAD,RH,SW_IN,SW_OUT,T_CANOPY,G,TS_1_4_1,VPD,WS,LW_IN,LW_OUT,PPFD_IN,PA
1,0.25,0.091666625,-0.348239,-0.366431375,-0.0308835,-16.6058225,-0.545219625,-0.2465,-0.122986,406.899524,1.2805265,-15.10296,-2.082387,-1.924119,-1.37763525,-38.5201425,74.69791,0,-0.9768462,-18.18783,-9.275335715,-1.02762975,0.206300525,0.57775845,207.5789,243.980275,0,98.035
1,0.75,0.083435,-0.39545775,-0.407404875,-0.03034675,-16.493544,-0.640042,-0.3188995,-0.117357625,406.72823275,1.231192,-15.251935,-2.032712,-1.84054825,-1.3835775,-38.52314,75.394735,0,-0.94013305,-18.31963887,-9.3003775,-1.05122875,0.1976844115,0.65358075,207.30655,241.36965,0,98.027074
1,1.25,0.09346975,-0.332445,-0.30385475,-0.027919,-17.4325495,-0.690804125,-0.3164305,-0.128381,406.319245,1.27248925,-15.43317,-1.985668,-1.829103,-1.373527,-39.3431,76.06966,0,-0.9445981,-18.5834,-9.333360225,-1.083001,0.1996723275,0.65162565,208.78895,240.575075,0,98.019737
1,1.75,0.087258,-0.30666375,-0.3150745,-0.023115,-16.780595,-0.597953,-0.29799675,-0.144922,405.23595,1.22969975,-15.6060425,-1.98667,-1.87892075,-1.361543,-39.1457,76.59121,0,-0.9389459,-18.375597585,-9.4971615,-1.12567725,0.1915446615,0.658523575,210.68135,240.137275,0,98.024675
1,2.25,0.082090625,-0.35983175,-0.31010375,-0.01759525,-17.299915,-0.52759175,-0.21870875,-0.12088075,407.17195525,1.3036935,-15.6234625,-1.96041,-1.86578825,-1.388682,-37.095885,76.622585,0,-0.9814256,-18.76913509,-9.7372515,-1.153468,0.1897845275,0.6334344,209.53455,239.663825,0,97.99002725
1,2.75,0.083227,-0.318053,-0.30467175,-0.03127925,-17.83043225,-0.538082,-0.31560075,-0.114594,407.59711925,1.284513,-15.56268,-1.962759,-1.90883325,-1.45110575,-39.68262,76.905155,0,-1.062085,-18.89846,-9.947147,-1.15831775,0.1844993205,0.6911836,207.36355,239.6061,0,97.9600225
1,3.25,0.087231125,-0.33075975,-0.330965875,-0.0343495,-16.7117605,-0.5641365,-0.3204865,-0.121123,407.195442,1.2672755,-15.58046,-2.024719,-1.83061925,-1.4763225,-40.1524425,76.761805,0,-1.031322,-18.96456,-10.309195,-1.1545475,0.1849504735,0.643607725,203.81755,239.533175,0,97.95914
1,3.75,0.0800265,-0.290226,-0.28493625,-0.023865,-17.9621105,-0.58530925,-0.299316,-0.122117,406.7681385,1.28503075,-15.835185,-2.034652,-1.9140595,-1.47701625,-38.82362,76.911875,0,-1.0800195,-18.60402,-10.375134,-1.173257,0.1855751125,0.6498271,205.03835,240.809125,0,97.947405
1,4.25,0.08210125,-0.295645125,-0.2930605,-0.02594425,-16.014242,-0.62889525,-0.24782225,-0.123514,406.89442375,1.273135,-16.0524475,-2.040092,-1.9254445,-1.483128,-39.1318425,76.728275,0,-1.04676,-18.789055,-10.44236,-1.18204125,0.1858120595,0.6491863,204.2787,238.87355,0,97.93716
1,4.75,0.0763375,-0.304283,-0.2840595,-0.018517,-15.867122,-0.6404675,-0.271076875,-0.1251185,407.805374,1.248137,-16.1576025,-2.141044,-1.92419825,-1.54778,-36.5064425,76.479365,0,-1.053329,-18.8281,-10.5004045,-1.18572775,0.182927945,0.674301375,205.57745,238.996875,0,97.9287
1,5.25,0.074656,-0.36806,-0.358063,-0.025605,-17.61480025,-0.58654975,-0.286187,-0.083873,407.83545525,1.2622945,-16.34981,-2.128818,-1.97072425,-1.567021,-36.4645825,76.2079675,0,-1.014755075,-19.00223,-10.553226,-1.18536475,0.1874343105,0.6582465,208.85955,237.58985,0,97.92679
1,5.75,0.076477,-0.414739875,-0.39735175,-0.021101,-15.06725,-0.6222705,-0.163421,-0.120634,407.571901125,1.293897125,-16.41092,-2.119064,-1.93642125,-1.56604775,-35.30739,76.3052675,0,-1.02367975,-19.333605,-10.6943615,-1.178528,0.18588401775,0.655702475,210.05175,238.0664,0,97.933326
1,6.25,0.0912075,-0.328412,-0.345767875,-0.01786025,-16.646521,-0.46141575,-0.35372775,-0.140796,407.404885,1.278656375,-16.72183,-2.178579,-1.95482275,-1.54779375,-35.212905,76.672355,0,-1.035418,-19.44658608,-10.782899,-1.1635745,0.183838304,0.7085259,209.1755,238.957675,0,97.95911
1,6.75,0.07175975,-0.35814675,-0.33177,-0.0242335,-15.010125,-0.5770475,-0.22525175,-0.132121,407.727592,1.28233025,-17.13593,-2.149659,-1.95465925,-1.538361,-38.9533275,76.5049375,0,-1.010332,-19.38735,-10.870915,-1.1736115,0.18360305425,0.727025325,209.0162,238.0012,0,97.952965
1,7.25,0.0779945,-0.357562,-0.395503625,-0.0328955,-14.1902235,-0.4471985,-0.3145265,-0.139539,407.79028225,1.2904405,-17.41892,-2.110754,-1.948589,-1.52090475,-38.813005,76.57148,0,-0.1136515,-19.124478395,-11.136735,-1.14897575,0.18379917475,0.71187585,208.85515,237.185775,0.1183341,97.945707
1,7.75,0.076925,-0.3936565,-0.377507,-0.01522125,-12.90564725,-0.442458,-0.296729,-0.09658425,406.907003,1.24997125,-17.28623,-2.141992,-1.929294,-1.522276,-34.0935225,76.6893025,1.853364,1.7921395,-19.123185,-11.150353,-1.1472335,0.195105587,0.7265904,209.4586,237.551175,5.853218,97.94117875
