DOY2,HR2,CO2_1_1_1,TS_1_1_1,TS_2_1_1,G_1_2_1,G_1_2_2,NEE,NETRAD,G_1_1_1,USTAR,FC_1_1_1,FC_1_1_2,LE_1_1_1,LE_1_1_2,H_1_1_2,H_1_1_1,SLE,SH,PPFD_IN_1_1_1,PPFD_IN_1_1_2,PPFD_OUT,PPFD_IN_1_2_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,RH_1_1_1,RH_1_2_1,WS,PA,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,PPFD_IN_1_1_3
1,5.25,418.131525,0.72658,1.8652,-1.568225,-1.828375,0.621205,-1.141625,-1.5966,0.44961,0.1805025,0.443265,4.34345,1.6236,-1.90045,-2.214,0.57526,2.3525,0.324015,0.263325,-0.0435675,0.0357375,-19.561625,-13.475,-10.91475,92.3,88.347,3.6792,98.7,1.0483,2.581225,1.98245,2.084625,0.6111075,0.9579125,1.308075,1.629625,0.324015
1,5.75,417.97585,0.7330425,1.78685,-1.56665,-1.82225,0.2994925,-0.9003,-1.6468,0.45439,0.2861775,0.46921,5.79365,1.76171,-2.3844,-1.8862,0.59017,3.134,0.3268175,0.290625,-0.05082,0.0347975,-19.472725,-12.95,-11.02625,92,88.13475,3.7066,98.7,1.047725,2.5807,1.981125,2.083875,0.6102875,0.957125,1.308325,1.6297,0.3268175
1,6.25,417.820175,0.67554,1.8518,-1.564125,-1.815575,0.4732575,-0.7643525,-1.6663,0.44602,0.31447,0.495155,5.544925,1.89982,-3.349275,-2.823075,0.61117,3.0429,0.29488,0.250465,-0.0186675,0.05512,-19.179225,-12.765,-11.08575,92.4,88.45375,3.880975,98.7,1.04615,2.579675,1.9822,2.0838,0.6104225,0.9569775,1.307075,1.6266,0.29488
1,6.75,417.6645,0.6083825,1.83285,-1.563275,-1.81375,0.61211,-0.94235,-1.6073,0.44987,0.2276375,0.5211,4.685275,2.03793,-1.795225,-1.3654,0.44458,2.4553,0.312405,0.2340075,-0.04149,1.620525,-19.03915,-14.0425,-11.29075,92.7,88.53825,3.635375,98.7,1.0455,2.57905,1.9843,2.08295,0.610925,0.9562825,1.305475,1.623825,0.312405
1,7.25,417.508825,0.6820275,1.861925,-1.55485,-1.811675,0.68359,-0.947605,-1.6702,0.44652,0.27121,0.547045,4.646275,2.17604,-1.367175,-1.281025,0.54498,2.1871,1.054075,0.8322675,0.113625,13.08125,-19.076575,-13.6775,-11.263,93.1,89.125,3.89585,98.6,1.04415,2.578425,1.981975,2.081675,0.6092975,0.9555525,1.30405,1.625275,1.054075
1,7.75,417.35315,0.7469975,1.88325,-1.5496,-1.8108,0.427045,-0.27567,-1.706,0.41818,0.31003,0.57299,4.92625,2.31415,-2.212675,-2.5374,0.58882,2.8656,9.65615,13.569,3.439625,44.98075,-18.907475,-13.5,-11.18375,92.7,88.85825,3.812225,98.7,1.0444,2.57785,1.981125,2.08135,0.609225,0.9542175,1.300975,1.625175,9.65615
1,8.25,417.197475,0.7076325,1.8734,-1.5517,-1.8097,0.905615,4.59555,-1.571,0.50756,0.82059,0.598935,6.6456,2.45226,-0.54201,-0.6282775,1.2205,9.2051,54.55275,63.83225,18.127,90.90475,-18.5883,-13.395,-10.96625,92.1,88.7115,3.873025,98.7,1.04355,2.5784,1.98185,2.08105,0.61133,0.9527425,1.3,1.625575,54.55275
1,8.75,417.0418,0.568745,1.746475,-1.55355,-1.8109,0.7569775,16.55425,-1.551,0.4936425,0.83627,0.62488,6.653,2.59037,7.92595,8.32885,2.1287,19.2358,137.415,151.5825,45.24125,169.2975,-18.09875,-12.705,-10.81275,91.825,88.0795,3.71135,98.7,1.04445,2.579225,1.98235,2.0803,0.6130975,0.9509575,1.299375,1.623525,137.415
1,9.25,416.886125,0.351955,1.549925,-1.5859,-1.8115,0.588935,38.811,-1.535575,0.536685,0.3751725,0.650825,9.535625,2.72848,17.73315,22.80115,2.932025,23.5151,259.17,262.96,77.27875,256.8825,-18.069075,-12.885,-10.784,91.4,87.7085,3.930425,98.7,1.042975,2.58145,1.9864,2.08545,0.613985,0.95484,1.29945,1.622775,259.17
1,9.75,416.73045,0.20045,1.42515,-1.6018,-1.810675,0.49136,58.40275,-1.52385,0.5251175,0.4534575,0.67677,13.98105,2.86659,35.669075,39.79165,2.902325,24.8455,363.2075,377.68,105.935,189.8775,-18.2675,-11.7425,-10.382,91.025,87.7875,3.983425,98.7,1.04225,2.585675,1.9858,2.09005,0.61626,0.95578,1.2989,1.621525,363.2075
1,10.25,416.574775,0.014305,1.30835,-1.6047,-1.81285,0.637425,80.94775,-1.541,0.57198,0.54998,0.702715,21.6145,3.0047,57.183925,55.8077,2.960075,22.04465,477.02,471.325,137.02,293.14,-16.9762,-13.0325,-10.11925,90.35,86.83025,4.174125,98.7,1.0417,2.586225,1.9866,2.091,0.609195,0.95484,1.295125,1.623775,477.02
1,10.75,416.31685,-0.06069,1.299175,-1.6034,-1.816575,1.44035,94.154,-1.6692,0.58066,1.29055,1.1636,19.6117,3.6056,75.830525,75.40745,2.679225,20.766675,541.445,524.235,160.485,287.0575,-17.2596,-11.84,-9.760375,90.6,87.05825,4.185675,98.7,1.043325,2.588875,1.987,2.0904,0.60239,0.954635,1.29335,1.6205,541.445
1,11.25,416.5524,-0.090155,1.531125,-1.5736,-1.815775,0.82338,110.84,-1.72815,0.5953025,0.804435,0.53972,28.9954,8.9912,100.08045,103.722125,2.397375,16.5608,615.3925,628.205,172.3625,381.0175,-16.8497,-11.885,-9.527825,88.6,87.04275,4.491325,98.7,1.042275,2.58745,1.98765,2.0903,0.608205,0.95376,1.2947,1.618475,615.3925
1,11.75,416.9971,-0.02505,1.71675,-1.5641,-1.81565,0.953895,115.835,-1.67715,0.61895,0.858515,0.96445,33.4753,13.7232,105.074175,105.0753,1.86915,13.21375,645.0025,639.295,185.7625,141.6,-15.8724,-10.985,-9.71935,89,87.18025,4.5685,98.6,1.041725,2.584825,1.98755,2.0909,0.61253,0.95588,1.2954,1.61635,645.0025
1,12.25,416.7381,0.1051,1.768325,-1.5644,-1.815875,0.97241,99.20425,-1.6451,0.6279775,1.03287,1.149235,29.73935,10.040825,115.9508,108.215,2.026125,10.897175,624.74,630.095,181.815,148.5125,-15.5182,-10.0225,-9.5325,89.55,86.55725,4.62145,98.6,1.040425,2.582925,1.98635,2.0902,0.607355,0.954275,1.295125,1.61675,624.74
1,12.75,416.1505,0.22531,1.84105,-1.5618,-1.81575,0.7426825,97.824,-1.6378,0.646515,0.832725,0.84728,26.383775,9.9886,114.436675,106.5822,1.817475,10.12405,597.055,605.455,174.565,289.085,-15.0753,-10.2175,-9.224725,89.3,85.50525,4.591175,98.6,1.041025,2.581825,1.98455,2.09435,0.60458,0.954105,1.29475,1.61725,597.055
1,13.25,416.2933,0.35926,1.8969,-1.5613,-1.828975,0.9962975,76.00975,-1.6291,0.6231625,0.9998275,1.0878,26.0424,10.7513,103.726825,97.3404,1.551,8.77815,568.0475,552.9,159.415,263.2925,-14.530425,-9.83,-9.01685,88.8,85.52175,4.51145,98.6,1.03915,2.5807,1.98535,2.0947,0.608125,0.952225,1.293825,1.61695,568.0475
1,13.75,415.55125,0.41752,1.976175,-1.5555,-1.8442,0.795905,76.05,-1.6183,0.6300325,1.1476,0.708,22.704,7.5928,94.866875,86.6202,1.54535,8.07795,474.17,500.11,137.545,155.9475,-14.91405,-9.755,-8.827225,89.1,86.41125,4.672625,98.6,1.037475,2.579775,1.9829,2.0932,0.608315,0.951105,1.2917,1.6166,474.17
1,14.25,415.47475,0.56063,2.01515,-1.5506,-1.8498,0.78366,59.424,-1.6559,0.635895,1.1824,0.71174,18.730225,13.5245,76.888325,74.2153,1.0819,5.29295,395.6975,378.89,112.7425,147.62,-14.95895,-9.795,-8.5958,89.8,87.10475,4.493325,98.6,1.0369,2.579575,1.98605,2.09315,0.609485,0.950355,1.289575,1.615075,395.6975
1,14.75,416.076775,0.678815,2.1368,-1.5518,-1.848325,0.69375,38.46375,-1.6336,0.628155,0.8782,0.54255,18.0921,7.5576,48.597425,52.91165,0.902595,3.0139,291.66,270.02,84.056,127.345,-14.7998,-9.365,-8.2921,89.4,86.77,4.6692,98.6,1.0433,2.5873,1.98575,2.09135,0.607345,0.949035,1.2904,1.6136,291.66
1,15.25,415.9668,0.820795,2.14055,-1.5393,-1.847125,0.62049,21.05525,-1.631375,0.624815,0.633065,0.66355,11.462175,4.65995,30.54025,29.4634,0.8108025,0.222,212.7425,178.785,58.18225,122.36,-14.963575,-9.52,-8.448875,89.675,87.084,4.533825,98.6,1.035175,2.57895,1.986,2.0887,0.61112,0.94852,1.2857,1.612175,212.7425
1,15.75,415.7523,1.2169,2.28575,-1.5331,-1.846425,0.41381,7.2038,-1.6353,0.558795,0.76247,0.370565,6.5243,2.9397,5.349725,6.29075,0.4263,-1.7826,105.2175,101.125,33.13025,93.87975,-15.04535,-9.7625,-8.399525,90.1,87.28175,4.227125,98.625,1.03545,2.5784,1.9858,2.0868,0.6039,0.947815,1.2845,1.611675,105.2175
1,16.25,416.1236,1.46355,2.51185,-1.5321,-1.84545,0.2613,-0.137735,-1.64275,0.5193975,0.274525,0.25851,5.093775,1.3212,-1.770425,0.293935,0.1406,-2.9477,39.01925,32.945,11.94225,60.4205,-15.47725,-10.6325,-8.405475,90.3,86.83725,4.143475,98.7,1.0329,2.576425,1.98575,2.0823,0.6027,0.946615,1.283575,1.610625,39.01925
1,16.75,415.9417,1.68285,2.5519,-1.5321,-1.844875,0.36069,-1.797675,-1.609875,0.52325,0.07793,0.3458525,5.5372,1.54905,-1.89225,-1.6411,-0.086636,-2.6198,6.294175,4.38455,1.6902,34.5835,-15.3952,-11.09,-8.7471,90.8,87.1475,4.1378,98.7,1.031,2.5741,1.98695,2.08135,0.605975,0.945015,1.28265,1.610075,6.294175
1,17.25,416.2174,1.755,2.528175,-1.5324,-1.843725,0.28179,-2.1703,-1.58165,0.5069225,0.1370375,0.3046225,4.082325,0.5297275,-2.9672,-1.6985,-0.17377,-2.1108,0.6740775,0.19646,-0.018255,10.4095,-15.432625,-11.7325,-9.038525,91.2,87.45425,4.23,98.7,1.030525,2.57265,1.98805,2.079,0.601705,0.94286,1.28185,1.60955,0.6740775
1,17.75,415.3186,1.72915,2.423325,-1.5326,-1.84225,0.41525,-1.749625,-1.614925,0.478345,0.1250525,0.2440475,9.9915,0.651625,-4.43535,-2.07395,-0.069448,-1.5994,0.43404,0.1299,-0.0775075,0.9016725,-15.598775,-12.12,-9.329375,91.8,88.04,3.94945,98.7,1.029575,2.571675,1.9871,2.0796,0.60319,0.942775,1.281225,1.60795,0.43404
1,18.25,416.377825,1.6168,2.277075,-1.5329,-1.838575,0.319225,-1.50345,-1.552725,0.4905,0.345125,0.13085,8.421525,0.20466,-1.371575,-0.9618375,-0.047174,-1.1978,0.392175,0.131005,-0.0831525,0.24277,-15.683125,-12.2425,-9.50955,92.3,88.01725,3.878225,98.7,1.02875,2.5723,1.98605,2.08105,0.60313,0.940885,1.2808,1.609175,0.392175
1,18.75,416.62175,1.45135,2.144275,-1.5329,-1.8388,0.32337,-1.683775,-1.598975,0.48506,0.3808,0.1740375,4.8702,0.3606925,-4.6458,-2.45915,0.040048,-0.21094,0.4333675,0.15441,-0.0754925,0.2361175,-15.843,-12.595,-10.02975,92.3,87.8185,4.0125,98.7,1.03055,2.5711,1.986,2.08145,0.600605,0.94064,1.28095,1.60785,0.4333675
1,19.25,416.6424,1.18445,2.0675,-1.5374,-1.834625,0.3215575,-1.50665,-1.552825,0.48492,0.17709,0.198775,4.721,0.5856975,-3.5843,-3.5335,0.090048,-0.80276,0.4007675,0.18599,-0.027375,0.21333,-15.99015,-13.05,-9.95155,92.4,88.10725,4.110275,98.7,1.030325,2.569725,1.98625,2.08055,0.601045,0.939795,1.28045,1.6074,0.4007675
1,19.75,416.522225,1.007255,2.021075,-1.5524,-1.832775,0.39785,-1.4826,-1.58485,0.510725,0.1263,0.496085,4.06765,0.511215,-2.94605,-1.2146,0.12892,0.39912,0.4654375,0.174545,-0.0491775,0.213445,-16.21865,-13.3375,-9.890575,92.1,88.2375,3.97925,98.7,1.029025,2.569125,1.9859,2.07865,0.599625,0.940085,1.2802,1.6057,0.4654375
1,20.25,416.726125,0.90532,1.97385,-1.5557,-1.832975,0.44458,-1.696375,-1.557575,0.4840675,0.180615,0.19312,6.30535,0.18588,-3.1146,-1.6964,-0.0071453,-0.27081,0.4175225,0.18374,-0.0570175,0.1500875,-16.59165,-13.4925,-9.807,91.9,88.21,4.0918,98.7,1.028925,2.568825,1.9864,2.0773,0.600995,0.9388,1.28005,1.602525,0.4175225
1,20.75,417.085975,0.85497,1.934175,-1.5599,-1.831175,0.27403,-1.75655,-1.614975,0.522295,0.12987,0.24535,4.5958,0.137125,-3.7459,-2.8556,0.14696,-0.17762,0.41521,0.2172,-0.0364875,0.1232075,-17.0555,-14.385,-9.753575,91.7,88.10175,4.1098,98.7,1.0295,2.56925,1.9848,2.07645,0.601605,0.93734,1.2793,1.601275,0.41521
1,21.25,417.1848,0.84031,1.88135,-1.5603,-1.826975,0.35757,-1.781525,-1.62205,0.526685,0.24508,0.190125,3.212375,0.44792,-4.48255,-4.4002,0.12776,0.72241,0.3519725,0.23002,-0.0578675,0.089035,-17.27765,-14.6675,-9.78355,91.5,87.9235,3.88995,98.7,1.027825,2.569375,1.9825,2.077,0.601915,0.936355,1.279075,1.60045,0.3519725
1,21.75,417.043775,0.80653,1.907475,-1.5552,-1.82495,0.26317,-1.674725,-1.678175,0.4738275,0.269,0.252965,3.5214,0.44248,-6.8914,-5.827,0.30078,0.80045,0.3587075,0.20946,-0.06162,0.08148,-17.466,-14.8175,-9.82505,91.8,87.86675,3.838025,98.7,1.027725,2.569,1.9827,2.0764,0.60076,0.93515,1.278325,1.599875,0.3587075
1,22.25,416.550325,0.72784,1.913375,-1.5552,-1.824425,0.35437,-1.469625,-1.62805,0.505465,0.1037375,0.31844,1.5652,0.87511,-5.37445,-4.4043,0.21755,1.3296,0.3851,0.202175,-0.05552,0.0826825,-17.6465,-15.0025,-9.956525,91.6,87.41725,3.82055,98.7,1.02735,2.56795,1.984,2.07535,0.601405,0.93438,1.277425,1.5991,0.3851
1,22.75,416.8283,0.744575,1.8926,-1.5455,-1.823125,0.44744,-1.50215,-1.609725,0.503455,0.1464725,0.34429,2.993175,0.48887,-5.0431,-4.805275,0.32664,1.7777,0.34773,0.20782,-0.042505,0.0694725,-17.6897,-15.01,-10.0255,91.6,87.5965,3.658775,98.7,1.0257,2.565725,1.9839,2.07395,0.603665,0.933565,1.276375,1.6015,0.34773
1,23.25,416.83735,0.687605,1.88855,-1.5382,-1.821975,0.2732,-1.455825,-1.595575,0.512935,0.1786825,0.33275,3.003225,0.23352,-3.5629,-3.87365,0.43919,2.0815,0.350475,0.209555,-0.0508275,0.0549725,-17.80475,-14.77,-10.1035,91.6,87.84825,3.8507,98.7,1.024475,2.565075,1.98265,2.07395,0.60601,0.933155,1.274875,1.603975,0.350475
1,23.75,416.8566,0.67476,1.825175,-1.5344,-1.820925,0.25075,-1.363375,-1.57705,0.5446,0.158355,0.2194075,4.487625,0.20489,-2.81555,-2.45835,0.23488,1.4334,0.31846,0.221105,-0.0495175,0.0634675,-17.89375,-14.8175,-10.23775,92.1,88.45925,3.7119,98.7,1.0242,2.565025,1.9796,2.0722,0.60604,0.932245,1.273725,1.6046,0.31846
2,0.25,413.610975,0.35509,1.80845,-1.076925,-0.69915,0.28559,-3.322,-1.082975,0.5344275,0.2031475,0.1932575,5.43515,0.3075675,-3.204,-2.2222,0.10337,-0.52976,0.458745,0.38282,-0.0745425,0.095885,-12.9562,-11.08,-8.415625,93.05,89.2165,4.084925,98.6,0.430205,1.9959,1.308,1.1272,0.35323,0.59899,0.757195,1.01325,0.458745
2,0.75,413.5704,0.33458,1.73455,-1.0864,-0.6917,0.35484,-3.6066,-1.049675,0.5591075,0.264075,0.3343175,9.12435,0.603115,-0.7948,-2.2081,0.3043975,0.50428,0.4740975,0.36794,-0.060675,0.0902275,-13.1257,-11.88,-8.69485,92.825,89.03025,4.145625,98.6,0.4299825,1.995475,1.3082,1.1286,0.3534,0.5977,0.7557425,1.013525,0.4740975
2,1.25,413.276025,0.27338,1.703075,-1.085425,-0.68597,0.4401,-2.9599,-1.0742,0.539395,0.1924625,0.4292275,8.329775,1.019525,-2.1239,-1.92065,0.2868475,0.02156525,0.45641,0.37334,-0.04537,0.0868075,-13.4375,-12.38,-8.867325,92.7,88.95125,4.14445,98.6,0.429465,1.995475,1.3068,1.1278,0.3545,0.59699,0.7553575,1.01335,0.45641
2,1.75,413.382175,0.22658,1.658225,-1.082575,-0.68467,0.5080775,-2.6779,-1.0669,0.523905,0.47123,0.431015,4.702,0.7253725,-0.4841,-1.258275,0.47059,0.5980275,0.4530175,0.36397,-0.0684625,0.0729,-13.637,-12.1,-8.876525,92.775,88.7405,3.956625,98.6,0.428835,1.996025,1.3099,1.1276,0.35531,0.5955,0.7567,1.01355,0.4530175
2,2.25,413.274175,0.22517,1.56155,-1.0797,-0.68231,0.41837,-2.6496,-1.0566,0.5435925,0.32267,0.38207,6.99095,0.67455,-2.195,-2.278325,0.32221,0.5681775,0.4327475,0.38974,-0.0682825,0.0796525,-13.7704,-12.755,-9.004625,93.175,89.336,3.923475,98.6,0.428595,1.9956,1.3088,1.128,0.35494,0.5943,0.75427,1.0137,0.4327475
2,2.75,413.350325,0.25126,1.622675,-1.0771,-0.68163,0.50102,-2.5648,-1.0746,0.5504775,0.67147,0.486925,10.80915,0.490935,-0.79268,-0.8784725,0.2353125,0.2441675,0.4581725,0.38475,-0.0408575,0.0657725,-13.962,-12.955,-9.15625,93.475,89.5175,3.7919,98.6,0.428695,1.996275,1.3087,1.1267,0.35324,0.59231,0.7543,1.013625,0.4581725
2,3.25,413.4444,0.18408,1.6065,-1.077125,-0.67995,0.4023325,-2.3332,-1.05915,0.54199,0.428,0.3581475,8.7708,0.588005,-1.5707,-0.98977,0.53532,1.550325,0.4136675,0.43732,-0.0432425,0.0629475,-14.1076,-13.335,-9.096925,93.175,89.81375,3.869,98.575,0.42911,1.996625,1.3092,1.1278,0.35256,0.59186,0.7548925,1.012875,0.4136675
2,3.75,413.455725,0.16654,1.61045,-1.08335,-0.67869,0.4033,-2.596,-1.0697,0.522045,0.469305,0.3634025,6.9476,0.11747075,-2.566075,-2.05575,0.312965,0.8622825,0.43631,0.45784,-0.03015,0.0636875,-13.95875,-13.465,-9.032825,93.475,89.92825,3.7954,98.5,0.4289,1.99685,1.311,1.1245,0.35921,0.59561,0.7558325,1.011375,0.43631
2,4.25,413.56035,0.1771,1.544475,-1.09235,-0.67811,0.384825,-2.2663,-1.08095,0.502475,0.581725,0.297445,6.6459,0.34264,-2.770475,-1.7815,0.23398,0.69764,0.42565,0.47967,-0.058765,0.035705,-13.978575,-13.9,-9.052625,93.35,89.37425,3.905575,98.575,0.42888,1.9973,1.3098,1.1244,0.35538,0.59461,0.755775,1.01025,0.42565
2,4.75,413.6404,0.07858,1.550525,-1.0911,-0.67809,0.404475,-2.1054,-1.081325,0.511575,0.46547,0.37323,5.384,0.2178,-2.33855,-3.074325,0.1927725,0.59103,0.425065,0.52401,-0.0474475,0.0555975,-14.197875,-13.8775,-9.004525,93.3,89.1825,3.70145,98.575,0.4288625,1.9974,1.3088,1.1239,0.35541,0.59296,0.7537025,1.009825,0.425065
2,5.25,413.751625,0.09526,1.6134,-1.08955,-0.67802,0.412065,-2.5834,-1.063925,0.49229,0.755365,0.31989,6.84995,0.18583,-3.439075,-1.822225,0.385615,1.0726725,0.40095,0.48885,-0.0369725,0.0357375,-14.301475,-14.12,-9.024925,92.65,88.689,4.010425,98.6,0.42865,1.997925,1.309,1.122,0.36953,0.59476,0.7537075,1.009,0.40095
2,5.75,413.866775,0.11552,1.643325,-1.08695,-0.67812,0.461245,-1.874,-1.035725,0.4985275,0.496875,0.3346775,6.98585,0.1084625,-2.04195,-2.0735,0.4177625,1.1585,0.37985,0.4273,-0.050525,0.0347975,-14.7226,-14.165,-9.066625,92.45,88.502,3.89585,98.6,0.428205,1.997375,1.3065,1.1206,0.36875,0.59568,0.75285,1.009225,0.37985
2,6.25,414.0782,0.10291,1.5225,-1.083125,-0.67811,0.39796,-1.9538,-1.063325,0.49914,0.2208625,0.30454,7.367675,0.18464,-1.2444,-1.26935,0.397125,1.627425,0.578995,0.71625,-0.02394,0.05512,-14.7374,-14.1575,-9.30695,92.15,88.73875,3.73475,98.6,0.428575,1.997475,1.3045,1.1218,0.36835,0.594,0.752865,1.00855,0.578995
2,6.75,414.143375,0.076415,1.554725,-1.0796,-0.67812,0.49244,-1.5353,-1.0662,0.474305,0.57632,0.28914,8.7375,0.08745175,-1.25865,-1.250875,0.595345,2.692025,4.52815,4.6892,1.0173125,1.620525,-14.69245,-14.4425,-9.4458,92,88.65975,3.64475,98.6,0.428115,1.997075,1.30715,1.12375,0.3672525,0.5932475,0.7512475,1.006875,4.52815
2,7.25,414.2219,0.055835,1.515,-1.0818,-0.67833,0.484935,1.7052,-1.063,0.490115,0.466735,0.37027,9.03175,0.24769,-2.01365,-0.0781562,0.9396,5.5781,32.57,33.71825,9.243375,13.08125,-14.7667,-14.6475,-9.60045,91.975,88.6455,3.8097,98.6,0.42792,1.99745,1.30795,1.12145,0.36327,0.593465,0.748785,1.006125,32.57
2,7.75,414.62605,-0.013225,1.377725,-1.07625,-0.67832,0.60285,17.367,-1.04415,0.51515,0.6278175,0.42371,12.465325,1.8486,1.29751,4.0253,1.8574,13.375625,99.0115,107.9,27.14125,44.98075,-14.973975,-14.905,-9.60905,91.775,88.1575,3.787425,98.6,0.42836,1.996925,1.30845,1.1217,0.36522,0.5945,0.7485525,1.006125,99.0115
2,8.25,414.580425,-0.149835,1.262575,-1.077875,-0.67834,0.67592,40.001,-1.04195,0.5310875,0.7342175,0.42792,9.756,1.649325,18.3311,18.3197,2.68125,19.721575,191,207.845,53.49325,90.90475,-14.4671,-14.3675,-9.476175,91.175,88.173,4.064,98.6,0.4277775,1.997575,1.3091,1.12215,0.36397,0.595225,0.7483425,1.005675,191
2,8.75,414.1812,-0.334105,1.07685,-1.080075,-0.67817,0.60075,74.132,-1.036875,0.5786175,0.9958725,0.44771,18.513025,2.03035,46.8307,37.8322,3.162375,21.377825,333.195,352.255,90.86275,169.2975,-13.95015,-13.5725,-9.47595,91.025,87.45825,4.4466,98.7,0.428955,1.9985,1.30575,1.12305,0.3651,0.592615,0.74878,1.005975,333.195
2,9.25,414.161425,-0.551295,1.02125,-1.082975,-0.67797,0.751165,109.36,-1.047625,0.6172075,1.12485,0.54776,23.3179,6.6908,79.486575,73.04995,3.10465,25.109925,477.01,479.145,125.9475,256.8825,-12.8503,-12.22,-8.699475,89.7,87.0095,4.615725,98.7,0.4286925,1.9989,1.30605,1.12295,0.364475,0.59109,0.7481725,1.0051,477.01
