DOY2,HR2,FC_1_1_1,H_1_1_1,LE_1_1_1,USTAR_1_1_1,CO2_1_1_1,WS_1_1_1,TA_1_1_1,TA_1_2_1,RH_1_1_1,VPD_1_1_1,WS_1_2_1,PPFD_IN_1_1_2,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_DIF_1_1_1,NETRAD_1_1_1,PPFD_BC_IN_1_1_1,TS_1_1_1,TS_1_2_1
2,6.25,2.391945363,33.968358665,21.13345404,1.42984725,418.979771365,5.16259503979999,2.69562,2.4608725,99.99001000695,3.1030137779975,5.65421,5.801915,1.7012,3.511005,8.0502,3.57297749999999,1.5096875,3.79106200000001,3.90786125,1.44039,1.76792
2,6.75,1.55160395175,29.04038937,20.99287663,1.345799914375,419.8751271,4.829908,3.27387499999998,2.58783499999999,100,3.0962793800775,5.399805,45.205475,8.25890999999999,20.682575,10.9154,39.413975,35.3724,6.207428,16.334725,1.44167,1.77236
2,7.25,2.210550831975,40.92408534625,29.4356237482499,1.362811675,420.094720405,5.236433625,3.15031999999999,2.58454999999999,100,3.0271306227475,5.4435075,158.9895,22.8556,88.5855249999999,20.04,163.29525,98.2216249999999,23.5836,42.8627,1.44161,1.77279
2,7.75,1.736211846675,65.7795711199998,19.64630029325,1.30942775,419.57987802,5.61266339999999,3.3722475,2.7789675,99.991274002,3.266318852245,5.741255,360.07975,42.5905,214.693,38.0724,377.9635,206.04125,103.764,79.4144874999998,1.44071,1.77072
2,8.25,2.53545352869999,122.40517701,45.237026814,1.3238102,420.242557135,5.427401781875,3.8843,3.4573225,100,3.600175951585,5.7867625,536.71275,68.3285,309.90775,48.4678,590.14,280.9905,172.5932,119.35575,1.43852,1.7657
2,8.75,2.614286818975,162.2642378375,45.509474317,1.4607316,419.2843037975,5.5031915,4.28427,4.060265,100,3.80592085106,5.7863475,714.25725,94.9853,405.40575,65.0648,791.12775,345.7415,243.5542,191.014,1.42924,1.74242
2,9.25,3.41606154755,251.04339325,42.7870235249999,1.4951225,419.6810317925,5.76676915,5.02743000000001,4.450505,99.9843995384,4.24188153692,5.9417375,870.944,124.886,502.92375,83.0138,958.021,437.241,307.3726,224.051,1.42413,1.72678
2,9.75,3.56568940525,274.3045301,57.4359779887499,1.450566516,419.7548522125,5.4164941,5.942485,5.71737,99.959488399,4.525866202725,5.9614475,1012.7575,152.202,572.26625,98.0634,1092.5375,484.374,360.0098,341.814875,1.42197,1.71039
2,10.25,4.13417846947499,316.5492007,57.3794270295,1.414688059175,418.222637475,5.374806125,6.92439250000001,6.04973499999999,99.9373192126,5.07614755949,5.6720175,1124.2575,182.192,625.75925,111.806,1191.4,533.03525,407.88,427.37925,1.41997,1.67552
2,10.75,2.2091743725,329.22114536,46.37476303,1.439934725,415.991352435,5.0454347988,7.854775,6.8620425,99.94250197625,5.409021416625,5.6777275,1211.385,197.294,674.858,121.686,1279.8825,587.41475,448.2306,365.339125,1.42252,1.67525
2,11.25,2.56068234625,364.50640537,56.0908997425,1.4444015,415.07478467,5.275592386925,8.07718,7.6969875,99.989249114525,6.0087906052875,5.52254,1272.9675,215.279,712.201,133.254,1343.3275,604.55375,470.0296,553.210875,1.42835,1.67561
2,11.75,2.162245894775,373.4953148,45.8730494965,1.385194780375,415.45760844,5.196955475,8.85958,8.2582675,99.954682413175,6.189679091675,5.594025,1302.72,226.951,726.28475,138.44,1340.105,623.21125,477.5626,501.64175,1.43018,1.66007
2,12.25,2.526519086825,370.66933544,53.6510947399999,1.42161475,414.836308595,5.279670714,9.10123749999999,8.4246475,99.96036761925,6.316851496775,5.73093499999999,1306.78,223.394,726.35425,138.59,1339.895,622.05625,464.5256,550.413375,1.4352,1.66626
2,12.75,2.56076548565,355.93047847,49.9964879904999,1.377290785875,414.801269675,5.5249926488,10.49055,9.76432749999997,99.95886284635,6.925181033345,5.85431,1265.2475,212.073,698.87575,132.148,1271.995,599.4465,447.124,582.099,1.43971,1.67247
2,13.25,1.8435290432,352.53917369,45.333382525,1.4172776,415.4090438275,5.18159817195,9.7535625,9.56526749999999,99.78822322125,7.09752353765,5.51072,1204.6625,201.129,667.532,126.596,1206.6425,577.3015,426.0274,494.629375,1.44145,1.69082
2,13.75,1.73637632275,327.41564475,34.6744506355,1.408825375,413.78748155,5.22877141175,10.1200125,9.63495999999999,99.431843350225,7.30803025236,5.6207675,1112.5675,181.807,618.8145,112.716,1120.8525,507.5035,379.2658,437.0035,1.4492,1.72517
2,14.25,2.1750531839,302.9020493,40.253617239,1.4373286,413.730488155,5.1060606,10.2973,9.57533000000001,99.7031775955,7.5688884847375,5.3987375,1002.9,159.315,559.34575,101.178,1015.2975,450.99325,337.0046,309.21425,1.46825,1.76023
2,14.75,2.1838538559,258.38866717,35.929294918,1.3792881,413.11945174,5.033777275,10.279175,9.61555500000001,99.66122110385,7.45562673209499,5.786745,859.654,128.616,480.5845,83.747,902.90125,396.063249999999,275.8812,200.8545,1.47202,1.77766
2,15.25,1.6455800546,204.3820444,33.23795721,1.39412005,414.68687909,5.545169,10.1694,9.62162999999998,99.5317437932,7.40655756214,5.786555,700.88775,95.160675,395.82475,67.3516,720.6895,329.937,211.7851,149.066125,1.47716,1.79918
2,15.75,1.9353711102,142.92245941,29.22471735,1.3469755,413.688000575,5.338921625,9.7473,9.6969475,99.58127415035,7.21910590507499,5.5443125,529.67375,64.290725,302.68475,55.9802,523.39075,252.85825,139.583325,114.339875,1.482,1.82739
2,16.25,1.429482158075,70.3674062985,23.548080139,1.289214689075,413.16765784,4.8899871058,9.14232499999999,8.92660749999999,99.7455949723,6.95615434891999,5.16614,335.3385,39.4847,199.53125,42.8556,311.5495,160.17725,62.9720075,68.6539875,1.4823125,1.8453025
2,16.75,2.1302393701,38.6478390675,32.0436600325,1.255526754525,413.26973595,4.86550145,8.0280375,8.0180675,99.7111348374,6.19972404051,4.989695,104.525,17.6136,55.909525,15.8814,92.06905,81.524075,12.0843,36.1921125,1.4825475,1.8484525
2,17.25,1.564836463775,12.78799366,21.3900632607499,1.254692475,412.463406795,4.912009175,7.64721,7.2933175,99.7964349096,5.6761044956,5.2188725,36,6.0180675,16.211275,10.3846,28.296425,24.01715,2.01774474999999,12.17505,1.47672,1.8567925
2,17.75,1.7840564075,14.8979799965,24.93144584975,1.3004344,412.9486902825,5.043028,6.931645,6.9550825,99.86187856455,5.35140142987,5.0849425,3.4522675,1.33889,3.0045475,9.16434,1.961235,0.5319735,1.035722,3.30326875,1.4727125,1.8536625
2,18.25,1.50955489095,32.44373587125,26.9566763739999,1.346714075,413.3396425,5.32674239999999,6.6818425,6.6380325,99.8716991008,5.18036979143999,5.1633825,2.53783,1.2226325,3.0239825,9.15297999999999,1.471885,0.54552775,0.59924725,3.212065,1.465045,1.8463625
2,18.75,1.361817165,19.24500574375,22.59980336,1.35494083,413.47770651,5.646274075,6.5794375,6.519025,99.7909378536,4.8182123922,5.30932499999999,2.57557,1.1839225,3.00452,9.91474,1.477025,0.5614425,1.00173125,3.2584075,1.458895,1.8317975
2,19.25,2.231578133,21.6424181664999,31.081511239,1.338507825,413.75908476,5.5866681112,6.39504999999999,6.47132749999999,99.782647595875,4.5517788302875,5.43019,2.62664,1.171705,2.987705,9.22056,1.4685275,0.55674225,0.890376249999996,3.2667,1.456935,1.8260625
2,19.75,2.121313261875,21.609638022,23.55477833225,1.4299103,414.426213495,5.39441345,6.6489375,6.4547675,99.937720223,4.409237374625,5.6065025,2.73634,1.26675,3.0117825,8.87268,1.4939675,0.5545345,1.36536249999999,3.30457625,1.4573275,1.8064475
2,20.25,2.077935741875,15.00972098625,22.823085684,1.5025316,414.3390839975,5.46283826984999,6.46795999999999,6.51024749999999,99.879673070125,4.5023318705,5.6726725,2.6943025,1.26995,2.9400225,9.02635999999999,1.4793675,0.5570905,1.62737475,3.29870125,1.457205,1.7930575
2,20.75,1.7590874325,11.9913559845,15.714569809,1.4448487825,414.2722231,5.8083230202,6.25515,6.27053,99.973693319125,4.1422448382,5.77129749999999,2.8052425,1.222495,2.9579275,9.44697999999999,1.4669525,0.5595635,1.7277705,3.29983375,1.4504175,1.797635
2,21.25,1.84382199705,12.37951656625,13.1549470695,1.432837752325,414.8558114,5.50212575,6.60324999999998,6.58566,99.7385585855,3.930767589285,5.9657,2.69422,1.208845,3.0370375,8.95236,1.4564425,0.5534465,3.69066374999998,3.31785875,1.4500475,1.79933
2,21.75,2.782506091575,5.0691489744,16.5001554105,1.493236875,414.96272844,5.8709288276,5.78523250000001,6.07039249999998,99.725597562,3.7269218079875,6.0295025,2.65793,1.4100325,3.0374,8.85518,1.44497,0.55202975,2.29236,3.34801875,1.445825,1.7927625
2,22.25,1.608179357125,10.7210531385,20.5566648645,1.47087875,415.9335335625,5.1937483,5.7969375,5.64151,99.697181642125,3.6174990383875,5.90342,2.8229525,1.47461,3.037675,9.17343999999999,1.44183,0.5600755,2.87254000000001,3.32602125,1.4448,1.7893875
2,22.75,1.4066372936,17.21482002,19.516679399,1.3796465,415.970505,5.513859625,5.79447,5.6874525,99.8049529788,3.8258741725,5.5353725,2.60198,1.401265,3.0368275,8.62949999999999,1.4558225,0.57459675,2.9423,3.31163375,1.444025,1.7879875
2,23.25,1.690168678375,12.897283508,22.60968615,1.445225875,415.6194836,5.24896354244999,5.39535,5.38632999999999,99.8483421786,3.85177867403999,5.24708999999999,2.619895,1.495515,2.9763425,8.76448,1.453685,0.57501625,1.67198,3.3079725,1.44361,1.7867925
2,23.75,2.039484198575,9.728732688,22.426314952,1.401593925,415.55087575,5.5613867,4.80005,5.03322499999999,99.683305501375,3.6101106203625,5.469075,2.6791375,1.282945,3.036465,8.86507999999999,1.4568025,0.56783725,1.74393249999999,3.3331375,1.4409075,1.7777475
3,0.25,2.90548317065,30.3733100375,23.104773884,1.2585644,428.22787125,4.728632807125,10.02755,9.74142749999998,100,5.703123059185,5.0099075,2.9294975,1.693,3.0370825,8.788105,1.4748275,0.5506565,3.1661125,3.189445,1.1392575,1.4488725
3,0.75,2.6322779761,17.2296387677499,19.291676866,1.238954589875,427.63265139,4.40887624999999,10.22805,10.1671,100,5.51293483596499,4.7946675,3.11372,1.6861,3.0374,8.36302750000001,1.4705,0.55668625,2.226507,3.16302625,1.13931,1.4527275
3,1.25,2.13725033715,10.274047827,20.26997898575,1.29627572185,427.2939473225,4.519943517,9.56254,9.48423749999999,100,5.6088164414275,4.901575,2.945105,1.6863,3.0374,8.66294000000001,1.4703,0.5709295,2.9517475,3.14871625,1.137665,1.439625
3,1.75,2.2484106298,22.3995924944999,31.30752650025,1.24972537145,428.32764912,4.8221742355,9.85915,9.66006999999999,100,5.7853143455075,4.900735,3.002545,1.6867,3.0300125,7.85873500000001,1.46164,0.5753555,2.52397525,3.19952,1.145655,1.4283475
3,2.25,2.32455855475,42.4745944509999,26.557121325,1.267053577025,427.97814,4.63927645,10.24035,10.041825,100,5.5415721431175,4.6806725,3.0118925,1.6778,3.0300725,7.79088250000001,1.4560025,0.56950075,2.70252550000001,3.23732,1.1533025,1.435405
3,2.75,2.857391007675,12.46767524375,21.4520877059999,1.2663955252,428.46841341,4.5568504005,9.4288875,9.79532499999999,100,5.23288053459249,5.1412375,3.00102,1.6689,3.0123025,7.8838075,1.4607375,0.57069725,2.49892649999999,3.25257875,1.158325,1.44556
3,3.25,2.204546457175,25.8986269955,23.01545073225,1.34514594335,429.21595,5.4074229,8.35574,8.79405749999997,100,5.101810335905,5.5043525,2.99717,1.6824,3.02281,8.27513,1.4540925,0.57226975,2.60482249999999,3.23363875,1.1583925,1.4460475
3,3.75,2.07522364775,31.30964346225,23.03104983875,1.3196835015,429.24355962,5.35485148545,8.3959225,8.41885249999999,100,4.89591037015,5.11945499999999,2.955275,1.6754,3.0363,7.69807,1.4506775,0.5700875,3.50407425,3.2524325,1.153675,1.4373125
3,4.25,2.817294020875,30.22625366,27.9733242825,1.4111182075,429.6113,4.9807924253,8.37057,8.2990475,100,4.7947888986725,5.048705,2.9925925,1.6619,3.0363,8.72330750000001,1.4798125,0.5663395,3.17912599999999,3.26551625,1.1556525,1.4316725
