DOY2,HR2,TA,RH,PPFD_IN,PPFD_OUT,WS,USTAR,TS_1,TS_2,T_SONIC,G_1,G_2,CO2,H2O,FC,LE,H
1,10.75,-13.494,83.591,466.3475,388.07,5.482225,0.2444725,-0.776775,-2.1971,-17.80975,-5.6268,-4.15985,399.2448,1.387525,0.18879,0.324675,5.7796
1,11.25,-13.701,83.242,566.76,474.595,5.8963,0.2587,-0.7831725,-2.181675,-17.969,-5.995025,-3.478025,399.098,1.131975,0.072184,1.4325,7.37715
1,11.75,-13.386,81.31,635.425,494.3625,5.2536,0.26788,-0.7757325,-2.184525,-8.0011,-5.217025,-1.275295,400.295625,1.932625,0.17136,1.329125,9.73385
1,12.25,-13.387,79.74,653.685,553.01,5.49735,0.26264,-0.769665,-2.18715,-7.7661,-5.50735,-0.47397,400.4232,3.250775,0.172515,2.891325,12.5454
1,12.75,-13.283,79.633,708.59,558.6,6.0519,0.28137,-0.7589025,-2.19445,-5.4908,-5.43185,0.651625,401.24805,2.508475,0.221365,1.8684,13.7732
1,13.25,-12.907,80.227,662.355,539.2175,6.1757,0.2845875,-0.76156,-2.212875,-5.2899,-5.5611,1.6048,400.6475,3.521575,0.15302,2.24265,12.6594
1,13.75,-12.737,80.805,640.6825,496.715,5.9589,0.27818,-0.746095,-2.2296,-4.7715,-5.20935,1.9154,399.834675,3.2673,0.1295425,2.324875,14.4934
1,14.25,-12.789,80.768,553.375,439.15,5.87945,0.2623,-0.7592075,-2.1969,-5.296775,-5.4022,2.0552,399.3081,3.22045,0.1604025,2.29435,9.9848
1,14.75,-12.776,81.902,480.9925,344.01,6.373175,0.2858925,-0.756765,-2.1713,-5.790625,-4.88275,1.9277,399.456225,3.49115,0.12436,1.2493,5.19465
1,15.25,-12.713,83.39,358.4275,244.99,5.917775,0.269665,-0.7787425,-2.23785,-6.60425,-4.7342,1.43885,398.8941,3.54345,0.10751,1.1422,-1.98405
1,15.75,-12.749,83.87,219.0625,129.14,5.7648,0.260015,-0.7849025,-2.3066,-5.75205,-4.8093,0.18727,398.2572,3.352025,0.1151725,0.32326,-5.934375
1,16.25,-13.069,84.229,124.6025,64.85375,5.73475,0.26641,-0.7888375,-2.29575,-8.0899,-4.503025,-0.7407175,398.1844,3.3472,0.145215,0.18331,-4.6987
1,16.75,-13.378,84.999,48.07275,16.905,4.810025,0.235725,-0.79929,-2.22085,-12.743775,-4.2247,-1.6833,398.2345,1.437575,0.098366,-0.19239,-8.7485
1,17.25,-13.638,85.166,6.686725,1.1962,5.02485,0.2415275,-0.8083425,-2.2338,-17.6605,-4.2788,-3.3898,398.69565,1.33365,0.087474,-0.092473725,-0.987725
1,17.75,-13.931,84.95,0.2382025,0.00016098,5.7724,0.24896,-0.816805,-2.2566,-17.7685,-3.8962,-4.2181,399.26885,1.3307,0.0759335,-0.00607765,-4.2465
1,18.25,-14.194,84.905,0.02029225,0,5.4257,0.2328775,-0.8157925,-2.2048,-17.488,-4.0356,-5.1797,399.40355,1.33035,0.0940005,0.015732025,-2.0465
1,18.75,-14.849,85.131,0.01500975,0,5.314575,0.25789,-0.810565,-2.20605,-17.92525,-3.742425,-5.561325,397.476925,1.215525,0.074481,-0.04195425,-7.8067
1,19.25,-14.726,85.563,0.015043,0,5.024725,0.251795,-0.8085725,-2.24485,-17.951,-3.56055,-5.5425,401.71455,1.1809,0.0910085,0.44159,-2.651225
1,19.75,-14.619,85.343,0.01281875,0,3.2697,0.206815,-0.8131825,-2.2386,-17.079,-3.44505,-5.63515,402.00555,1.274025,0.0954371666666667,0.27142475,-3.021325
1,20.25,-14.496,84.99,0.0153505,0,5.0747,0.20123,-0.8120775,-2.227125,-18.05675,-3.56185,-6.08975,402.29655,1.274025,0.113877333333333,0.27142475,-3.021325
1,20.75,-14.371,84.812,0.01462625,0,3.9906,0.20123,-0.8028675,-2.2652,-10.784,-3.705,-7.3211,402.29655,1.274025,0.1323175,0.27142475,-3.021325
1,21.25,-14.296,84.574,0.01214225,0,3.0178625,0.20123,-0.799725,-2.20415,-18.173,-3.29795,-6.84315,402.29655,1.274025,0.1323175,0.27142475,-3.021325
1,21.75,-14.947,84.604,0.01494425,0,2.045125,0.20123,-0.8117775,-2.304475,-11.5065,-3.7276,-7.59575,402.29655,1.274025,0.1323175,0.27142475,-3.021325
1,22.25,-15.559,84.515,0.014967,0,5.2227,0.20123,-0.81446,-2.2955,-10.48375,-3.437975,-6.889175,402.29655,1.274025,0.1323175,0.27142475,-3.021325
1,22.75,-15.764,85.415,0.01517175,0,3.4385,0.20123,-0.80607,-2.1887,-10.48375,-3.27145,-6.85295,402.29655,1.274025,0.1323175,0.27142475,-3.021325
1,23.25,-15.504,84.688,0.01184,0,1.7827,0.20123,-0.8089925,-2.135325,-10.48375,-3.133925,-6.98735,402.29655,1.274025,0.1323175,0.27142475,-3.021325
1,23.75,-15.678,85.236,0.0138525,0,1.7827,0.20123,-0.8145725,-2.26045,-10.48375,-3.43745,-7.78645,402.29655,1.274025,0.1323175,0.27142475,-3.021325
2,0.25,-8.6772,82.64,0.0204735,0.022032,3.1637,0.1983025,-3.65025,-3.1681,-9.657525,-7.4372,-6.0999,408.50715,2.7383,0.24493,2.53975,1.95385
2,0.75,-9.1578,83.47,0.0190135,0.0149898,3.1637,0.1983025,-3.6806,-3.08105,-9.657525,-7.27165,-8.1586,408.50715,2.7383,0.24493,2.53975,1.95385
2,1.25,-9.2517,83.485,0.0156145,0.0178495,3.1637,0.1983025,-3.6104,-3.058725,-9.657525,-7.558675,-8.426975,408.50715,2.7383,0.24493,2.53975,1.95385
2,1.75,-9.2497,83.134,0.0184505,0.0042656,3.24338,0.1983025,-3.63605,-3.00195,-9.657525,-6.529475,-7.79395,408.50715,2.7383,0.24493,2.53975,1.95385
2,2.25,-9.294,83.38,0.013969,0.026142,3.32306,0.1983025,-3.72225,-3.1674,-9.657525,-4.7438,-6.3826,408.50715,2.7383,0.24493,2.53975,1.95385
2,2.75,-9.4764,83.269,0.022616,0.02333075,3.40274,0.1983025,-3.77735,-3.0246,-9.657525,-5.33865,-6.993375,408.50715,2.7383,0.24493,2.53975,1.95385
2,3.25,-9.7796,84.064,0.0163905,0.0149195,3.48242,0.1983025,-3.6341,-3.0972,-9.657525,-7.57125,-8.18885,408.50715,2.7383,0.24493,2.53975,1.95385
2,3.75,-8.5515,83.364,0.015424,0.015927,3.5621,0.1983025,-3.6381,-2.98435,-9.657525,-7.3057,-9.30995,408.50715,2.7383,0.24493,2.53975,1.95385
2,4.25,-8.3256,83.685,0.01445,0.0211255,3.64178,0.1983025,-3.5801,-2.98905,-9.657525,-6.10255,-7.70865,408.50715,2.7383,0.24493,2.53975,1.95385
2,4.75,-8.5801,83.312,0.017744,0.02248175,3.72146,0.1983025,-3.56675,-3.009975,-9.657525,-5.15425,-7.29115,408.50715,2.7383,0.24493,2.53975,1.95385
2,5.25,-8.8083,83.614,0.0133125,0.01570465,3.80114,0.1983025,-3.59465,-3.026575,-9.657525,-4.690325,-5.87505,408.50715,2.7383,0.24493,2.53975,1.95385
2,5.75,-9.4684,83.243,0.0113255,0.0115114,3.88082,0.1983025,-3.65165,-3.1358,-9.657525,-6.34255,-9.38955,408.50715,2.7383,0.24493,2.53975,1.95385
2,6.25,-9.7903,83.54,0.0142535,0.919425,3.9605,0.1983025,-3.5901,-3.09655,-9.657525,-7.38865,-8.180325,408.50715,2.7383,0.24493,2.53975,1.95385
2,6.75,-9.2428,83.402,0.047212,34.772,4.04018,0.1983025,-3.61585,-3.05255,-9.657525,-6.5139,-7.4556,408.50715,2.7383,0.24493,2.53975,1.95385
2,7.25,-8.7838,84.434,2.09405,105.6025,4.11986,0.1983025,-3.64535,-3.116675,-9.657525,-8.960575,-10.7185,408.50715,2.7383,0.24493,2.53975,1.95385
2,7.75,-7.7188,83.827,29.663,209.225,4.19954,0.1983025,-3.6151,-2.9851,-9.657525,-6.654,-7.037375,408.50715,2.7383,0.24493,2.53975,1.95385
2,8.25,-6.9774,83.399,130.87,356.685,4.27922,0.1983025,-3.6197,-3.0279,-9.657525,-7.52215,-10.12595,408.50715,2.7383,0.24493,2.53975,1.95385
2,8.75,-6.1497,82.86,249.285,525.19,4.3589,0.1983025,-3.67015,-3.120825,-9.657525,-6.912875,-9.4836,408.50715,2.7383,0.24493,2.53975,1.95385
2,9.25,-5.4797,80.491,421.57,664.01,4.153975,0.1983025,-3.5723,-3.0167,-9.657525,-6.9381,-8.0327,408.50715,2.7383,0.24493,2.53975,1.95385
2,9.75,-4.7957,80.119,575.13,780.5225,3.8433,0.1983025,-3.63905,-3.04855,-9.657525,-6.985575,-7.897175,408.50715,2.7383,0.24493,2.53975,1.95385
2,10.25,-3.6557,77.009,726.295,817.06,4.87975,0.18492,-3.6462,-2.9785,-9.32,-7.3234,-7.8403,404.6839,3.03045,0.24493,2.53975,6.7897
2,10.75,-3.1387,74.829,849.42,996.3075,4.35685,0.17882,-3.63955,-3.009375,-8.2738,-7.25395,-8.892075,403.2421,3.1756,0.16187,2.9272,8.8209
2,11.25,-3.0019,74.314,951.36,948.545,4.3352,0.19214,-3.54775,-2.96835,-7.3901,-6.18495,-6.75475,401.8028,3.1755,0.23486,3.339,8.0241
2,11.75,-3.4008,76.025,1051.35,942.195,4.1086,0.19378,-3.53815,-3.04205,-7.399025,-7.05955,-7.27325,403.1121,3.1385,0.1381,3.1453,7.9692
2,12.25,-3.4587,74.32,1063.15,1024.9,3.96345,0.20625,-3.56365,-2.992,-7.1192,-6.7054,-5.4572,402.92725,3.1523,0.2360975,3.6248,7.8036
2,12.75,-3.394,74.286,1134.3,942.25,4.33895,0.17724,-3.71395,-3.13045,-6.6545,-9.1686,-9.0694,401.9227,3.1467,0.18635,7.8123,8.4306
2,13.25,-2.8294,74.587,1105.2,943.08,4.78195,0.19676,-3.5564,-2.9844,-6.5192,-8.20125,-8.444175,400.7832,3.1743,0.15978,4.9574,6.3475
2,13.75,-2.1465,75.191,1070.05,779.495,4.51285,0.19629,-3.5749,-2.9932,-6.2935,-8.51975,-9.8504,401.4829,3.2022,0.1076,3.561,3.9851
2,14.25,-1.9381,75.64,1005.1,730.0975,5.959975,0.20868,-3.559125,-2.985575,-5.7611,-6.3364,-5.167525,401.4029,3.1477,0.094178,2.7082,0.99364
2,14.75,-2.4213,73.542,888.81,587.2125,6.539175,0.21424,-3.538275,-2.972525,-5.7891,-7.954575,-8.161925,401.353,3.1569,0.14066,2.2239,2.3146
2,15.25,-2.9694,75.422,748.9225,462.9625,5.5536,0.2151,-3.5096,-3.0673,-5.6152,-6.477875,-5.055725,401.1431,3.1841,0.045867,2.2919,-0.077415
2,15.75,-3.6397,77.026,613.5425,309.5775,5.2536,0.21453,-3.534625,-3.09485,-5.7702,-6.229025,-3.4465,400.9432,3.2207,0.10675,0.9219,-0.48686
2,16.25,-4.5116,78.182,457.855,149.0375,3.204075,0.16652,-3.534325,-3.053675,-6.3754,-6.51355,-3.5047,401.4829,3.2075,0.0724555,2.5242,0.37649
2,16.75,-5.2203,79.919,287.5475,36.2765,3.9322,0.16988,-3.661725,-2.95075,-6.0405,-7.58895,-5.02675,401.293,3.0551,0.074472,0.9335,-1.9078
2,17.25,-5.3865,81.442,128.9975,5.614,4.6115,0.21931,-3.68635,-3.08505,-6.3772,-7.4217,-6.19165,401.363,3.0318,0.086955,0.31667,0.078797
2,17.75,-5.5675,82.24,37.328,0.03285475,4.20845,0.190825,-3.653225,-3.160125,-6.912375,-8.34695,-8.045325,400.850675,2.984225,0.13066,0.275615,-1.8828725
2,18.25,-6.0249,82.261,2.358525,0.008706,3.956,0.22029,-3.5702,-3.1291,-7.40215,-6.66835,-4.40735,401.660325,2.66305,0.10857575,0.21793,-0.366135
2,18.75,-6.2648,81.61,0.0776285,0.003921,5.363125,0.11583425,-3.689325,-3.1083,-8.5264,-6.1732,-3.3504,402.2226,2.4163,0.10664,0.16417,-1.0520175
2,19.25,-6.3111,81.041,0.02944675,0.01088015,2.1008,0.14961225,-3.6837,-3.14065,-8.7598,-7.6853,-5.8876,402.7023,2.58445,0.076997,0.1660525,-1.0343025
2,19.75,-5.8866,82.647,0.0289585,0.01818475,3.2697,0.24019875,-3.69285,-3.147075,-7.7941375,-7.870175,-6.8654,402.6498375,3.5915625,0.0954371666666667,1.633262375,-3.4576125
2,20.25,-5.7036,82.33,0.0226695,0.00772565,5.40705,0.3319,-3.69085,-3.13435,-9.9524,-7.6841,-5.9051,402.597375,2.22695,0.113877333333333,1.671425,0.17671825
2,20.75,-5.928,81.541,0.024057,0.00795285,3.9906,0.31209,-3.642275,-3.01805,-10.784,-7.5175,-5.9608,403.40455,2.1755,0.1323175,0.16704,-1.5429
2,21.25,-6.25,81.63,0.023208,0.024492,3.0178625,0.203323125,-3.645925,-3.0185,-7.974175,-5.5183,-3.8667,403.40455,2.2152625,0.1323175,0.2358825,-1.1370875
2,21.75,-6.6002,81.494,0.022311,0.012643,2.045125,0.09455625,-3.854475,-3.173,-11.5065,-7.35,-5.9438,403.40455,2.255025,0.1323175,0.304725,-0.731275
2,22.25,-6.9885,80.859,0.02368675,0.020253,5.2227,0.1388375,-3.6701,-3.151275,-10.48375,-6.006275,-5.8231,403.40455,2.255025,0.1323175,0.304725,-0.731275
2,22.75,-7.4447,80.969,0.02182,1.60975e-05,3.4385,0.1388375,-3.7086,-2.9955,-10.48375,-7.8233,-8.31765,403.40455,2.255025,0.1323175,0.304725,-0.731275
2,23.25,-7.848,82.885,0.02432875,0.0272935,1.7827,0.1388375,-3.69025,-3.155275,-10.48375,-5.460175,-6.2395,403.40455,2.255025,0.1323175,0.304725,-0.731275
2,23.75,-8.287,82.816,0.02895575,0.00737255,1.7827,0.1388375,-3.75225,-3.0266,-10.48375,-4.85725,-5.2989,403.40455,2.255025,0.1323175,0.304725,-0.731275
3,0.25,-6.6282,88.296,0.018708,0.02351725,4.172075,0.2806925,-0.493375,-0.326515,0.2537405,0.2748025,-0.028867,400.5883,5.42925,0.4488275,1.91525,-0.35999
3,0.75,-6.4511,88.916,0.01926325,0.017376,4.4325,0.2727375,-0.519325,-0.327805,0.1702295,0.2846825,0.099075,401.1156,5.46505,0.45277,0.70617,0.5824775
3,1.25,-6.1805,88.813,0.01711875,0.0092691,3.6793,0.234635,-0.48746,-0.2573,0.06737,0.32135,-0.006669,401.41795,5.2435,0.343145,0.97399,-0.350905
3,1.75,-6.1761,88.8,0.01438325,0.019793,4.235875,0.30846,-0.5072825,-0.288665,-0.281845,0.33178,0.1171965,401.5329,5.3665,0.41651,0.7553075,-0.26401
3,2.25,-6.111,89.498,0.01554,0.0236535,3.669675,0.29515,-0.50374,-0.320465,-0.20342,0.2639775,0.6729225,402.819825,5.3641,0.39647,0.270475,-0.5322275
3,2.75,-5.2678,89.412,0.01354625,0.024337,4.48675,0.2828825,-0.515435,-0.32805,-0.0560925,0.33371,0.32824,402.04265,5.60915,0.32275,0.7380525,-0.773045
3,3.25,-4.175,89.719,0.01474225,0.010066825,4.396775,0.31608,-0.4942575,-0.3017975,0.11997,0.179336,-0.058185,401.5529,5.3217,0.32913,1.1622,0.21
3,3.75,-4.2757,89.632,0.0119775,0.03064725,4.2466875,0.30377,-0.546145,-0.3759225,-0.1095,0.2810025,2.775825,401.705325,5.41515,0.34752,1.1410725,-0.1602475
3,4.25,-4.0698,89.296,0.016207,0.03490725,4.0966,0.2971,-0.5138925,-0.281765,-0.013645,0.2955075,2.59125,400.1535,5.2064,0.3920075,1.3545,-2.2161
3,4.75,-3.6425,89.446,0.0147105,0.0258885,3.8094,0.28566,-0.526735,-0.37955,-0.320837,0.247915,0.382545,399.94365,5.461975,0.38503,1.1926025,-2.1293
3,5.25,-3.3973,89.719,0.01624075,0.4782725,3.498,0.305125,-0.588395,-0.25662,-0.823455,0.2832725,-3.373455,400.1835,5.123125,0.3266575,0.437075,-1.688925
3,5.75,-3.3528,89.068,0.073565,3.41975,4.178,0.28107,-0.534475,-0.28722,-0.077175,0.25383,-0.061035,400.7058,5.677725,0.37989,1.0616,-0.6364
3,6.25,-2.5575,89.133,3.7939,21.048,4.5896,0.26884,-0.5478125,-0.2782975,0.097962,0.2420825,2.691625,400.8632,5.51405,0.4068975,1.815475,2.9381
3,6.75,-1.9449,87.635,39.478,72.895,4.3445,0.32133,-0.5672325,-0.2799875,-0.41677,0.072366,0.7826275,401.5329,5.405075,0.4976325,4.867225,16.5032
3,7.25,-1.6508,87.915,128.1225,170.61,5.123,0.3452775,-0.52529,-0.28057,0.475135,0.23347,8.0694,400.0186,6.0481,0.7728775,7.1245,32.2214
3,7.75,-1.6686,87.587,293.025,241.66,5.4353,0.349245,-0.48604,-0.3510625,1.4175,9.05405,33.31675,400.1535,5.2923,0.68971,14.393825,42.22165
3,8.25,-1.295,88.009,468.69,346.04,5.6438,0.378775,-0.53955,-0.3670075,2.45265,2.82506,12.461425,401.5254,6.11665,0.65599,18.1802,49.70215
3,8.75,-1.1228,86.164,687.67,338.21,5.792775,0.3922,-0.498435,-0.32049,2.3659,8.514445,36.4965,404.1817,6.046675,0.6660375,22.908075,67.06775
3,9.25,-0.56767,84.576,872.85,529.145,6.2925,0.403935,-0.47766,-0.3444475,2.4106,11.18675,43.35175,403.7818,6.23315,0.6719,27.115525,78.172
3,9.75,-0.60418,82.871,1036.9,644.73,6.2034,0.42241,-0.5271175,-0.26888,3.1272,5.7826,36.803,402.305,6.527225,0.74004,42.80765,96.8433
3,10.25,-0.66701,80.749,1132.15,703.8,4.753,0.421125,-0.5405925,-0.34607,4.80065,11.0614,25.725,402.5424,6.7027,0.672925,40.8963,105.6584
3,10.75,-0.37287,81.866,1317.55,887.315,6.167475,0.404325,-0.591715,-0.33152,4.6872,3.85215,40.63,402.9922,6.745325,0.6081625,45.239225,114.809925
3,11.25,0.14977,81.103,1426.15,757.81,6.5536,0.4127,-0.55284,-0.323995,4.447325,58.3535,71.5385,402.7523,6.9448,0.687375,55.33415,102.5402
3,11.75,0.48324,80.767,1419.75,834.68,6.1659,0.40878,-0.490455,-0.25771,3.92905,89.322,84.886,402.6724,6.8457,0.8290525,62.9895,112.9367
3,12.25,0.64711,80.31,1503.45,701.265,6.915025,0.41295,-0.50494,-0.25896,4.434475,62.00125,81.759,402.5624,7.0267,0.68351,73.4838,120.8661
3,12.75,0.78141,80.282,1581.95,744.43,6.7016,0.4680325,-0.46343,-0.30103,4.8496,22.109,59.508,401.5479,6.85695,0.79146,62.4045,121.5808
3,13.25,0.94659,80.098,1587.3,757,5.9096,0.4041,-0.467845,-0.28605,5.019475,41.7735,88.9995,401.4279,6.7679,0.8168275,65.52845,120.7673
3,13.75,1.0228,79.678,1499.85,630.46,5.7201,0.39029,-0.47339,-0.24829,5.01945,88.522,67.505,401.5129,6.8271,0.86362,72.9254,103.4307
3,14.25,0.99329,80.688,1401.05,461.64,5.321075,0.37478,-0.443245,-0.29363,5.1971,70.724,82.3165,400.8832,6.7294,0.66838,59.0193,90.7286
3,14.75,0.74866,82.616,1280.2,363.9375,5.6256,0.3673125,-0.45298,-0.32139,5.3387,99.85625,51.867,402.4325,6.862575,0.667395,62.7772,74.0544
3,15.25,0.82572,82.409,1158.75,297.03,5.3225,0.35252,-0.411535,-0.28061,5.3619,36.522,45.361,402.1126,6.92755,0.52714,51.06505,53.28805
3,15.75,0.77264,83.855,976.295,215.065,5.06505,0.339015,-0.453925,-0.328605,5.515975,42.883,29.025,402.0027,6.834725,0.4879,41.501425,41.1124
3,16.25,0.7014,84.613,781.505,193.08,5.439325,0.331825,-0.489145,-0.414445,5.4928,28.4555,4.7046,401.9727,6.8728,0.50124,29.299025,17.036525
3,16.75,0.30987,85.568,635.84,58.937,4.394975,0.31496,-0.34636,-0.25919,4.918025,13.446,2.9885,400.533375,6.80095,0.3694525,16.0038,-0.109
3,17.25,0.15117,86.216,419.555,17.162,3.60015,0.28881,-0.434625,-0.22703,4.240925,19.972,0.44155,401.16305,6.8365,0.2651225,7.6691,-0.93651
3,17.75,-0.25403,86.918,218.48,1.5364,4.3623,0.257385,-0.476855,-0.253555,4.1665,0.303215,1.23182,402.1551,6.84615,0.3475975,6.521275,-4.193375
3,18.25,-0.68205,86.764,89.6505,0.144895,3.3214,0.19923,-0.39548,-0.3064775,3.74925,0.308715,0.63348,400.126,6.43445,0.2962525,4.39505,-0.81578
3,18.75,-0.76764,86.334,19.8875,0.027915,3.2445,0.20526,-0.480445,-0.23888,3.03525,1.09,0.22275,400.5134,5.7695,0.33456,3.1659,-2.1895
3,19.25,-1.3475,87.519,0.67937,0.03780475,3.372675,0.2568525,-0.502905,-0.2681625,2.15605,1.7928,-0.3045975,401.16805,5.878375,0.382075,2.7755,-1.8462
3,19.75,-1.7803,87.049,0.0250965,0.0307425,3.2697,0.2735825,-0.47174,-0.241735,1.490725,0.310825,0.493495,401.060625,5.9091,0.36796,2.9951,-3.8939
3,20.25,-2.2309,86.8,0.0186145,0.034636,4.10345,0.266145,-0.461975,-0.267025,1.745025,0.238205,-0.104221,401.248025,5.827525,0.42934,2.175525,-1.732975
3,20.75,-2.4279,86.897,0.019962,0.029429,4.17195,0.2622225,-0.463195,-0.26546,2.135475,0.31833,0.37855,401.4454,5.595675,0.35773,1.0224225,-1.238475
3,21.25,-2.3455,86.701,0.018448,0.024193,3.95275,0.2738275,-0.46877,-0.24709,2.22465,0.90966,0.43929,400.680825,5.41855,0.42416,2.486575,-1.370275
3,21.75,-2.9012,86.598,0.017285,0.0220225,4.1993,0.27856,-0.465305,-0.297065,2.772,0.87895,0.025435,401.1531,5.1783,0.3534075,4.0882,-0.44232
3,22.25,-2.7103,87.265,0.017102,0.015309,4.15505,0.25519,-0.483045,-0.305505,2.2247,0.38556,-0.147065,400.6633,5.2009,0.37867,1.9474,-2.6277
3,22.75,-2.5974,87.55,0.015319,0.012034,4.8929,0.29872,-0.48006,-0.33702,1.9395,0.9791,-3.0746,400.463375,5.2408,0.435375,2.32925,-3.2845
3,23.25,-3.4202,89,0.0177685,0.013016,4.61505,0.2718,-0.494895,-0.2587,1.5943,0.3013,-0.068172,400.8432,5.2441,0.337615,0.7529425,-1.3824
3,23.75,-3.298,89.025,0.0189845,0.018909,4.0069,0.257095,-0.49023,-0.3086,1.642,1.2389,-0.43949,400.6083,5.4495,0.4269275,0.47301,-1.7331125
4,0.25,5.1767,92.239,0.0230915,-0.0003087425,4.5227,0.2397,5.1975,5.003375,7.5659,-2.1259,-2.4241,406.5557,7.453,0.4327775,2.298625,-2.4459
4,0.75,5.07105,93.068,0.0208325,-0.00182095,4.22865,0.23935,5.00655,4.94815,7.4932,-1.6137,-2.0747,406.22705,7.387,0.4720125,2.3172,-7.0739
4,1.25,4.67185,93.662,0.02148525,-0.002786675,4.34575,0.27662,4.821125,4.891325,7.0896,-1.3672,-1.697,403.6194,6.5113,0.8599,3.1675,-2.1985
4,1.75,3.95335,94.293,0.026106,-0.002071855,4.107325,0.26392,4.664025,4.83655,6.3895,-1.5777,-2.1638,403.838275,7.458275,1.000925,1.592475,-3.692875
4,2.25,3.7339,93.601,0.0277815,-0.00188145,5.004775,0.3077625,4.490675,4.7791,6.38615,-1.4703,-1.303,402.823175,7.2566,0.5483,1.564575,-2.98885
4,2.75,3.551,94.08,0.02745675,-0.0003258,4.7802,0.278235,4.322375,4.719775,6.11415,-0.57655,-0.62505,405.0013,6.74685,0.5214325,0.584615,-3.4666
4,3.25,3.3892,94.626,0.02475625,-0.0015231,4.448575,0.269925,4.1791,4.665275,5.7789,-0.27403,-0.56572,407.07265,6.71325,0.448535,1.2644325,-0.6605955
4,3.75,3.44675,94.805,0.0238415,0.00097773,5.129625,0.3212325,4.06405,4.601275,5.44095,-0.36805,-0.58746,407.4807,6.70545,0.67682,0.9488025,-3.043025
