DOY2,HR2,FC_1_1_1,SC_1_1_1,USTAR_1_1_1,LE_1_1_1,H_1_1_1,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,SW_IN_1_1_1,SW_OUT_1_1_1,NETRAD_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,WS_1_2_1,WS_1_3_1,WS_2_1_1,PA_1_1_1,NEE_1_1_1
1,0.5,-1.7455,-0.3,0.02705,-13.1,-69.1725,376.913,377.45525,377.443,378.39,-20.16375,-20.1545,-21.17825,-21.11,50.5,52.6,54,59.67,-9.399,-7.55925,-6.8605,-4.6845,-10.6755,-7.7845,-6.721,-5.326,-3.45575,-1.88775,-2.083,-0.27275,-2.1,0,-80.8,164.5075,217.41,1.00725,0.782,0.67,95.84175,-1.873
1,1.5,-1.918,-0.2,0.0271,-13.64,-68,376.97775,377.38025,377.71075,378.81,-20.2085,-20.21825,-21.487,-21.0135,52.2975,54.445,54.9,61.245,-9.745,-7.83275,-6.964,-4.878,-10.91,-7.84975,-6.98625,-5.438,-3.54975,-1.9355,-2.1215,-0.27275,-2.1275,0,-80.5,161.97,219.0425,0.9625,0.84,0.66,95.789,-2.1
1,2.5,-2.5805,-0.3,0.037,-16.275,-78.09,377.07375,377.1425,377.13,378.923,-20.44825,-20.286,-21.521,-20.99625,52.59,53.76,55.98,62.37,-9.894,-8.13375,-7.11225,-5.007,-10.95,-8.1185,-7.36625,-5.55725,-3.56175,-1.98875,-2.18575,-0.26275,-2.1,0,-78.255,160.59,216.7975,1.10425,0.95,0.84,95.78525,-2.985
1,3.5,-2.349,-0.3,0.0347,-13.09,-61.44,377.58,377.708,377.766,379.1075,-20.70825,-20.80525,-21.81,-21.525,53.8,54.835,57.39,63.135,-10.098,-8.4755,-7.25175,-5.1575,-11.1015,-8.434,-7.83,-5.83725,-3.56025,-2.042,-2.20575,-0.27275,-2.1,0,-78.1825,159.545,216.6425,1.07175,0.93,0.7945,95.6845,-2.6
1,4.5,-2.095,-0.3,0.0317,-14.5125,-60.21,377.537,377.74425,377.75075,378.6965,-21.15375,-21.45275,-22.1075,-21.761,56.1625,57.49,58.405,63.8625,-10.475,-8.74825,-7.38325,-5.42375,-11.10625,-8.7925,-7.669,-5.9915,-3.64525,-2.0775,-2.2205,-0.27,-2.0275,0,-78.055,160.3625,214.3075,0.98725,0.8215,0.68,95.664,-2.3
1,5.5,-1.3475,-0.2,0.0291,-17.6175,-59.58,377.956,378.01475,378.041,378.66675,-21.59825,-21.73625,-22.69375,-21.8795,57.7625,58.1,59.1425,62.85,-10.405,-8.91375,-7.676,-5.60625,-11.26625,-9.104,-7.8875,-6,-3.751,-2.11525,-2.24525,-0.27275,-2.13,0,-76.46,160.0175,213.1875,1.02,0.8615,0.69,95.68725,-1.57
1,6.5,-2.445,-0.2,0.0355,-23.46,-61.5,378.0435,378.22725,378.262,378.5475,-21.77825,-22.1075,-22.8195,-21.99125,58.2175,58.8,60.2675,65.0675,-10.52,-9.181,-7.94775,-5.69875,-11.28,-9.358,-8.2625,-6.20075,-3.78725,-2.156,-2.26525,-0.26275,-2.2275,0,-76.365,162.08,212.5175,1.12575,0.93,0.73725,95.72625,-2.62
1,7.5,-2.1285,-0.2,0.035,-13.5075,-57.26,377.738,378.02175,378.539,379.174,-21.81275,-22.094,-22.712,-22.2325,58.235,59.1625,61.46,66.21,-10.735,-9.2515,-8.1615,-5.86375,-11.63175,-9.424,-8.21775,-6.27725,-3.781,-2.178,-2.29525,-0.26275,-0.0274999999999999,0,-75.1825,160.9,211.9075,0.99,0.89125,0.67,95.7835,-2.2725
1,8.5,-1.7425,-0.3,0.039,-15.52,-51.4925,377.5795,377.9975,378.19,379.06675,-21.5365,-21.29,-21.6285,-20.3805,57.3,59.4175,60.235,65.7725,-10.4,-9.271,-8.06125,-5.93875,-11.121,-9.3815,-8.37725,-6.43525,-3.77,-2.192,-2.3305,-0.27,11.01,1.6725,-51.99,161.6775,216.89,0.9535,0.7915,0.61725,95.81175,-2.646
1,9.5,-2.902,-0.6,0.054725,-9.22,-40.1625,377.609,377.814,377.8345,378.2675,-19.7035,-19.628,-19.4765,-18.07975,52.5175,52.245,53.335,58.2175,-9.0175,-8.5365,-7.841,-5.98875,-9.871,-8.71725,-7.9675,-6.44475,-3.82725,-2.206,-2.35575,-0.27,34.87,6.3725,-15.26,162.145,230.315,1.1345,0.97175,0.8445,95.869,-3.982
1,10.5,-2.01325,-0.5,0.0671,-4.505,-36.4,377.068,377.155,377.1955,378.195,-18.154,-17.7955,-17.496,-16.0795,43.845,43.49,44.01,46.38,-7.634,-7.68475,-7.301,-5.89625,-8.63,-7.678,-7.413,-6.1005,-3.84925,-2.202,-2.36525,-0.27275,56.52,8.745,12,166.625,240.4425,1.203,0.95,0.94725,95.86,-2.5025
1,11.5,-0.996,-0.4,0.062,-3.6375,-39.8375,376.66725,376.71375,376.70625,377.265,-17.206,-16.671,-16.4565,-14.841,36.7,36.37,36.74,37.48,-6.43,-6.65275,-6.35075,-5.44375,-7.2505,-6.704,-6.57525,-5.75175,-3.79975,-2.188,-2.3505,-0.28275,61.085,10.5,30.595,169.28,246.4175,1.376,1.2845,1.1535,95.79625,-1.34
1,12.5,-0.46,-0.3,0.07795,0.36,-27.38,376.222,376.222,376.23675,377.71525,-16.4965,-15.68475,-15.73875,-13.9795,31.935,31.67,30.7675,31.84,-5.5735,-5.7355,-5.57125,-4.93375,-6.27,-6.02725,-5.8695,-5.19625,-3.70775,-2.192,-2.32625,-0.28275,68.205,8.9,34.325,173.0625,250.59,1.61275,1.4645,1.38175,95.6845,-0.614
1,13.5,-0.885,-0.2,0.0817,-0.624999999999999,-27.815,376.4025,376.3675,376.3455,377.705,-15.763,-15.107,-14.97875,-13.0555,29.9725,29.5,28.435,28.87,-5.0985,-5.2175,-5.14075,-4.556,-5.76,-5.5075,-5.3075,-4.668,-3.59,-2.182,-2.30625,-0.29,60.56,8.5175,30.53,174.49,253.49,1.6335,1.4295,1.379,95.65175,-1.395
1,14.5,-0.7175,-0.2,0.07485,-0.265,-32.5625,375.946,376.11125,376.05875,377.069,-15.241,-14.79475,-14.491,-13.021,27.3,27.1725,26.8,26.5,-4.7495,-4.633,-4.68,-4.216,-5.52,-5.077,-4.89,-4.30725,-3.38625,-2.152,-2.27525,-0.29,51.1,7.29,20.5,172.8525,252.26,1.47,1.291,1.20625,95.6845,-0.765
1,15.5,-0.5055,-0.1,0.0679,-1.45,-39.95,375.9475,375.95125,375.993,376.613,-15.09925,-14.8555,-14.6085,-13.4445,26.9175,26.6175,26.3,27.8625,-4.7865,-4.5,-4.381,-3.974,-5.531,-4.8875,-4.65,-4.069,-3.2545,-2.074,-2.22575,-0.29,35.045,4.4725,-9.355,168.6625,247.6525,1.322,1.1805,1.1625,95.689,-0.5525
1,16.5,-1.056,-0.1,0.041,-7.8025,-49.54,376.0735,376.11625,376.20175,377.1155,-15.41375,-15.34375,-15.504,-14.743,28.9725,28.5725,28.51,30.4725,-5.45275,-4.65675,-4.26625,-3.84875,-6.03825,-4.974,-4.78,-3.908,-3.1945,-2.004,-2.171,-0.29,13.1,1.8,-48.1,168.2175,240.2725,1.15225,1.024,0.97725,95.649,-1
1,17.5,-1.836,0,0.028,-5.9,-59.63,376.454,376.6895,376.983,377.852,-16.8295,-16.83475,-17.146,-16.90175,31.49,32.4,35.47,40.09,-6.062,-5.284,-4.45075,-3.7775,-6.9465,-5.432,-5.0545,-3.984,-3.09625,-1.934,-2.1205,-0.29,0,0,-80.255,166.79,232.0625,1.17875,0.99425,0.94175,95.67725,-1.665
1,18.5,-1.57,-0.1,0.0312,-7.8125,-56.12,377.479,377.6925,378.2535,379.13,-17.4885,-17.631,-18.151,-17.5655,35.6725,37.39,41.55,48.0875,-7.078,-5.79475,-4.98275,-3.79375,-7.739,-6.0675,-5.386,-4.197,-3.0025,-1.892,-2.07525,-0.29,-2.6275,0,-81.955,165.5525,226.225,1.0905,0.8965,0.80725,95.70725,-1.5065
1,19.5,-2.11375,-0.2,0.0252,-9.75,-57.34,377.61,377.9025,378.09625,379.099,-18.052,-18.2355,-18.985,-18.4665,38.0625,39.425,43.87,49.5725,-7.658,-6.34275,-5.36225,-4.01,-8.48625,-6.4805,-5.788,-4.442,-3.0405,-1.858,-2.04,-0.29275,-2.5,0,-80.355,163.6725,223.09,1.2,0.99,0.75,95.73725,-2.22
1,20.5,-1.68,-0.2,0.032,-9.155,-58.5125,377.522,377.5345,377.6915,378.99475,-18.37375,-19.0655,-19.45,-19.33425,41.5725,41.8075,46.02,52.505,-8.0295,-6.86275,-5.62175,-4.16,-8.74825,-6.69425,-6.1455,-4.696,-3.15525,-1.87525,-2.01575,-0.29,-2.4,0,-79.7825,163.7075,220.445,0.9875,0.825,0.72,95.76,-1.8575
1,21.5,-2.8145,-0.2,0.0313,-16.49,-66.4,377.04775,377.33125,377.9065,378.878,-18.82825,-19.47325,-20.093,-19.20275,45.025,46.445,49.97,55.7875,-8.0755,-6.97625,-6.0515,-4.26125,-9.2,-7.1785,-6.3565,-4.874,-3.24675,-1.8365,-2.03,-0.29275,-2.3,0,-80.355,162.7175,219.3725,1.098,0.871,0.71725,95.82725,-2.8625
1,22.5,-2.03475,-0.2,0.03165,-12.125,-67.515,376.476,376.525,376.527,377.80025,-19.25,-19.40825,-20.279,-19.8235,47.9725,49.3,51.24,57.6725,-8.4755,-7.292,-6.49,-4.4925,-9.69,-7.467,-6.5195,-5.024,-3.3145,-1.82325,-2.05525,-0.29275,-2.2,0,-78.865,164.27,220.38,0.98,0.82175,0.6345,95.8745,-2.17
1,23.5,-2.4735,-0.3,0.03455,-15.205,-71.825,377.07575,377.125,377.282,378.29,-19.8375,-19.96925,-20.746,-20.26825,49.845,51.5075,53.91,60.305,-8.694,-7.45475,-6.78025,-4.6425,-10.13,-7.96425,-7.058,-5.221,-3.3765,-1.86,-2.04575,-0.29275,-2.1,0,-80.365,162.5725,219.72,1.05775,0.8215,0.679,95.86725,-2.4825
2,0.5,-2.855,-0.3,0.02265,-10.825,-56.655,380.368,380.46775,380.6075,381.36,-18.2935,-18.68575,-19.149,-18.836,48.1,51.1,55.2,58.65,-8.5755,-7.10475,-5.991,-4.736,-9.5435,-7.14,-5.88575,-4.641,-3.0335,-2.8665,-1.78025,-0.72,-2.3,0,-81.02,165.2725,226.225,0.9965,0.889,0.73,95.82875,-3.0225
2,1.5,-2.29325,-0.3025,0.03,-11.2,-60.96,380.48875,380.478,380.805,381.437,-18.721,-18.842,-19.7135,-19.364,50.28,51.3625,55.425,61.1625,-8.7365,-7.42375,-6.186,-4.91075,-10.169,-7.28,-6.21575,-4.79825,-3.19175,-2.85775,-1.8305,-0.71,-2.03,0,-82.1,165.5,224.3325,1,0.82,0.70725,95.88,-3.14
2,2.5,-2.211,-0.2,0.02545,-11.36,-61.225,380.497,380.565,380.8855,381.6525,-18.81375,-19.24125,-19.935,-19.474,50.93,52.8,56.52,63.48,-8.799,-7.67,-6.515,-5.118,-10.542,-7.49,-6.43975,-5.0365,-3.35,-2.88425,-1.89775,-0.71,-2.1275,0,-82.6825,165.6075,222.6175,1.06725,0.84475,0.69175,95.86175,-2.543
2,3.5,-2.764,-0.3,0.03,-18.48,-56.41,380.7355,381.29175,381.56575,382.1245,-19.3075,-19.753,-20.4825,-19.714,53.22,55.0625,58.2375,65.925,-8.885,-7.9055,-6.96275,-5.31125,-10.835,-7.92525,-6.55775,-5.4255,-3.3975,-2.91625,-1.91425,-0.71,-2.1275,0,-82.49,166.12,222.37,0.96525,0.84,0.68,95.83725,-2.81
2,4.5,-2.7025,-0.3,0.0207,-10.37,-58.87,380.28975,380.5,380.625,381.3725,-19.455,-20.0195,-20.8375,-20.166,53.4,55.3125,58.4375,66.8875,-9.125,-8.061,-7.15,-5.5165,-11.069,-8.401,-6.67575,-5.703,-3.47775,-2.954,-1.93075,-0.71,-2.1,0,-81.46,167.37,222.27,1.04575,0.85875,0.79725,95.86,-3.328
2,5.5,-1.50925,-0.2,0.024,-11.6625,-56.44,380.264,380.659,380.8855,381.3825,-20.04875,-20.175,-20.6285,-19.886,54.34,56.325,61.0625,66.3125,-9.086,-8.16825,-7.13525,-5.71,-11.0125,-8.4655,-7.0925,-5.85525,-3.562,-3.0175,-1.96075,-0.71,-2.1,0,-80.1,167.62,222.65,1.08,0.86,0.74725,95.89575,-1.59275
2,6.5,-2.088,-0.3,0.0214,-10.05,-53.06,380.208,380.17,380.49075,381.0565,-20.102,-20.426,-20.94,-20.375,58.4625,58.95,61.225,68.3125,-9.291,-8.181,-7.13275,-5.90875,-11.0085,-8.595,-7.2615,-6.1365,-3.625,-3.081,-1.9875,-0.71,-1.9,0,-80.63,167.71,221.97,1.07875,0.87775,0.78,95.9355,-2.52
2,7.5,-4.3775,-0.3,0.02955,-14.74,-55.46,380.274,380.354,380.442,380.81875,-20.162,-20.286,-20.774,-20.243,57.6725,59.0625,61.4,68.5,-9.219,-8.05375,-7.31175,-5.97,-10.906,-8.711,-7.352,-6.1955,-3.663,-3.1455,-2.04,-0.7,1.7,0.4,-69.305,165.03,223.91,0.91625,0.7855,0.65725,95.951,-4.46
2,8.5,-2.04975,-0.6,0.0421,-10.65,-54.2775,380.2455,380.19525,380.13125,380.28825,-19.18925,-19.1635,-19.36825,-17.7015,56.115,55.58,56.02,62.7,-8.832,-7.9255,-7.31,-5.98725,-9.9005,-8.5,-7.292,-6.18825,-3.71525,-3.22425,-2.083,-0.7,19.74,2.87,-38.39,165.7,231.57,0.8665,0.74,0.7,95.973,-2.265
2,9.5,-1.4635,-0.6,0.0621,-3.7,-37.175,379.4525,379.4075,379.415,379.86875,-17.829,-17.463,-17.0105,-15.43375,48.48,46.5375,46.06,50.62,-7.586,-7.1165,-6.77175,-5.8445,-8.1065,-7.49,-7.082,-6.10275,-3.7805,-3.29525,-2.098,-0.7,45.95,6.34,3.3,167.31,240.48,1.14,1.0205,0.96175,95.9715,-1.9
2,10.5,-1.1045,-0.4,0.070775,-0.359999999999999,-28.97,379.005,379.25,379.46325,380.46,-16.426,-16.163,-15.55875,-13.86275,39.4625,38.46,39.42,38.245,-6.334,-6.11275,-6.0205,-5.46025,-6.793,-6.18,-6.16,-5.5155,-3.75525,-3.3485,-2.114,-0.7,73.3875,10.8,21.8125,172.91,250.84,1.28975,1.26,1.009,95.981,-1.5075
2,11.5,-0.866,-0.3,0.07995,2.175,-25.2975,379.20375,379.135,379.20075,380.08875,-15.766,-15.24975,-14.787,-12.84,33.8375,32.54,31.85,30.7,-5.30075,-5.432,-5.321,-5.0705,-5.673,-5.2895,-5.48675,-4.88275,-3.671,-3.394,-2.14,-0.7,98.8,12.84,40.26,178.25,258.14,1.302,1.16,0.96,95.95575,-1.0335
2,12.5,-0.5755,-0.3,0.068,4.8,-31.865,379.055,378.9595,379.004,379.356,-14.6245,-14.207,-13.44875,-12.0725,29.8875,29.1625,28.7,26.1,-4.3755,-4.63925,-4.7615,-4.714,-4.76875,-4.63,-4.84525,-4.4965,-3.571,-3.40625,-2.124,-0.7,109.875,15.44,44.81,180.1675,262.1025,1.292,1.20175,1.08175,95.90575,-0.9975
2,13.5,-0.457,-0.2,0.084,4.28,-19.5,378.6375,378.9375,378.6,379.66925,-14.01,-13.44,-13.02925,-12.00225,26.5875,25.7,25.625,24.5,-3.92825,-4.151,-4.27075,-4.48125,-4.16625,-4.03,-4.3105,-3.988,-3.36525,-3.33975,-2.114,-0.71,114,15.1675,45.66,178.7475,263.64,1.4515,1.27,1.13725,95.818,-0.505
2,14.5,-0.6105,-0.2,0.081875,3.39,-31.455,378.898,378.822,378.93125,380.33625,-13.635,-13.35275,-12.9385,-11.688,24.0575,22.845,22.79,22.495,-3.7955,-3.85825,-3.89025,-4.232,-3.97875,-3.69875,-4.04525,-3.76375,-3.20525,-3.21525,-2.117,-0.7195,92.7325,12.18,35.47,177.4775,262.6075,1.502,1.34,1.21725,95.80725,-0.7
2,15.5,-0.5575,-0.1,0.056925,1.6575,-38.1975,378.9725,378.87875,378.9725,379.8735,-13.712,-13.4225,-13.236,-12.056,22.555,21.1725,21.5025,21.795,-3.7065,-3.67275,-3.62325,-3.824,-3.819,-3.5685,-3.8,-3.46,-3.092,-3.137,-2.107,-0.7295,56.75,9.545,14.5875,176.7,259.27,1.53,1.355,1.30725,95.8015,-0.79
2,16.5,-0.639,-0.1,0.0553,-0.5,-46.02,379.4325,379.37625,379.46,379.962,-13.8155,-13.54225,-13.34275,-12.744,22.73,21.3575,22.5875,22.8,-4.09275,-3.7965,-3.6335,-3.67,-4.3495,-3.50825,-3.62525,-3.26275,-2.95675,-3.061,-2.06025,-0.72,31.76,4.2725,-22.165,174.57,252.17,1.362,1.18,1.0645,95.8315,-0.6
2,17.5,-2.07975,-0.0949999999999999,0.036275,-2.865,-62.3,379.62375,379.64625,380.12875,380.6505,-14.66,-14.362,-14.5425,-13.9695,25.1,24.5025,26.145,28.1525,-4.702,-4.1,-3.84025,-3.58,-5.323,-3.78,-3.5665,-3.191,-2.8415,-3.03975,-2.01025,-0.7395,5.94,0.9,-66.2975,172.42,242.44,1.24025,1.0025,0.95725,95.84575,-1.96475
2,18.5,-1.84,0,0.02195,-6.015,-58.065,380.2215,380.1675,380.6765,381.553,-15.27225,-15.61525,-15.994,-15.75125,30.02,30.3575,33.9175,38.63,-5.35375,-4.411,-4.04075,-3.6355,-6.45125,-4.4995,-3.70575,-3.28475,-2.76,-2.97325,-1.96025,-0.7395,-2.2,0,-84.93,170.81,235.77,1.03,0.8805,0.81725,95.84,-1.691
