DOY2,HR2,USTAR,TA,WS,NEE,FC,H,LE,TS_1_1_1,TS_1_2_1,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,SC,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TA_1_2_1,TA_1_3_1,RH_1_2_1,RH_1_3_1
1,0.25,0.0694734,-17.407125,0.74287075,-0.9143965,-0.583229307075,-61.32975,-6.830865,-0.1468,-0.3198,62.5011,96.17235,383.2648,-87.756775,-0.006025,-3.5381725,-0.122001,163.08525,242.41,1.2211,-0.87814,0.1,0.52932575,1.417575,2.01675,3.9,5.2,-16.64844166725,-12.6005,66.80969166725,23.9624275
1,0.75,0.06235845,-17.50125,0.6845935,-0.869798567425,-0.740057,-56.93365,-8.3340875,-0.1706,-0.3322,63.477875,96.1549,383.3214,-88.1775,-0.00615,-3.5704,-0.1688505,156.582,241.9245,1.1921,-0.9629325,0.0968,0.530001,1.40439,2.024975,3.92168,5.2099,-17.1495833355,-12.2175,66.67389166725,48.993
1,1.25,0.05493475,-17.69475,0.81909,-0.74859375,-0.5834575,-56.80875,-9.806025,-0.1697,-0.31615,61.775375,96.15565,383.3332,-86.851175,-0.005925,-3.59522,-0.1876205,160.06055,241.01,1.2246,-1.058387961125,0.1024,0.54167,1.41251,2,3.9,5.2,-17.18874999725,-11.898975,64.119775,52.813
1,1.75,0.0658596,-17.71625,0.698025,-0.712077494725,-0.5533,-58.0474,-8.3119079504,-0.18635,-0.3322,61.346375,96.1813,383.3813,-87.47055,-0.005875,-3.6191,-0.1556375,162.72,240.3515,1.1816,-0.89714,0.0995,0.533,1.40061,2.02475,3.9,5.2099,-17.55933333275,-11.7795,64.4977,63.29475
1,2.25,0.0536822,-18.217625,0.66895,-0.9514595,-0.76495,-58.75465,-6.612,-0.18075,-0.317,62.993375,96.174125,383.4607,-88.95015,-0.006,-3.5105975,-0.146104,164.790575,239.19075,1.1793,-0.9905775,0.1051,0.535832,1.4043,2,3.90501,5.2,-17.34966667,-11.901,63.453275,62.7003
1,2.75,0.05843375,-18.2645,0.85940625,-0.83035125,-0.49743125,-59.3672,-9.1826875,-0.1778,-0.3475,63.536125,96.21765,383.492,-88.0735,-0.005,-3.59457,-0.13947625,165.4275,238.53875,1.1867,-0.90205,0.1051,0.525,1.4075,2.02475,3.9,5.2,-17.32633333275,-12.0425,63.13124999725,60.66475
1,3.25,0.0606802,-18.287375,0.77655,-0.828464,-0.568777233125,-60.9157,-10.035875,-0.1881,-0.3475,62.46075,96.27245,383.383025,-86.9265,-0.005,-3.64051,-0.14679,159.74,237.426,1.14286,-0.9473631483,0.1051,0.53333,1.3857,2.02475,3.9167,5.20501,-17.25975,-12.190525,63.309475,61.4855
1,3.75,0.0632928,-18.3595,0.792106,-0.68193835655,-0.49765,-61.7189,-6.5556113776,-0.19135,-0.37125,62.074625,96.2599,383.341875,-88.6594,-0.005675,-3.60235,-0.153505,160.8431,236.16575,1.128655,-0.7009825,0.1051,0.533099,1.39311,2.02475,3.9,5.2,-16.9853333355,-12.40125,63.611225,62.050025
1,4.25,0.0576,-18.326875,0.8126,-0.93379354225,-0.6208,-63.211,-10.0778,-0.20335,-0.3641865,63.33875,96.196475,383.426075,-87.275,-0.006,-3.54795,-0.158058,161.076,235.499,1.0990575,-1.107545,0.0905,0.518332,1.3995,2.02475,3.9,5.20501,-17.06374999725,-12.699475,65.247225,62.8285
1,4.75,0.05825,-18.27315,0.75638125,-1.05027,-0.70189,-55.966,-8.887125,-0.2077,-0.362503,62.636375,96.156775,383.575025,-84.121,-0.005,-3.539,-0.223742,160.8125,235.386,1.12945,-0.85324875,0.098,0.513331,1.3944,2,3.9,5.2,-17.02916666725,-13.064275,65.22075000275,62.852025
