DOY2,HR2,NEE,FC,LE,H,USTAR,SC,CO2_1_1_1,CO2_1_2_1,H2O,NETRAD,PPFD_IN,PPFD_OUT,TA,RH,WS,PA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_1_1_1,G_2_1_1,W_SIGMA,V_SIGMA
1,0.25,2.074375,2.50434999999999,39.653,7.36309999999999,1.10755,2.12535000000001,439.915,444.73445,9.494025,1.7295,0,0,7.677,100,4.932225,100.7991,4.8838,4.91255,7.17775,9.23549999999999,4.5558,6.762,4.07005,3.6333,3.9844,4.6226,11.1915,6.0207,2.0427,2.89334999999999,1.37836,2.13813
1,0.75,1.718,3.09439999999999,35.09875,9.09839999999999,1.08555,3.01115,500.917175,446.2,9.48925,2.68079999999999,0,0,7.62799999999999,100,5.109225,100.791675,4.4745,4.782125,7.171125,9.22,4.5774,6.7675,3.9188,3.73065,3.710225,4.2677,11.14175,5.89055,1.9602,2.50077499999999,1.38501,2.13271
1,1.25,1.6111,2.28625,28.8358,5.837,1.097,1.139,502.215575,444.5,9.542375,4.26772499999997,0,0,7.764,100,5.17755,100.77965,4.4842,4.779625,7.284375,9.222,4.571,6.7605,4.0231,3.6179,3.7435,4.4378,10.744,5.98664999999999,1.57709999999999,2.113775,1.45872,2.24643
1,1.75,1.8166,2.86504999999999,26.37175,5.67404999999994,1.062475,1.50435,500.8195,445.22,9.608875,4.860425,0,0,8.008,100,4.994475,100.75875,4.434575,4.779325,7.19055,9.22949999999999,4.4605,6.734775,4.0596,3.67945,4.2246,4.50675,10.72375,5.7863,1.50409999999999,2.132325,1.4523875,2.1656525
1,2.25,1.83559999999999,2.0254,38.4312,4.173825,1.1145,1.537375,502.063925,445.5,9.524625,3.38524999999999,0,0,7.52759999999999,100,5.12552499999999,100.7655,4.90767499999999,4.86465,7.2113,9.21625,4.5468,6.7614,4.15282499999999,3.63394999999999,3.82872499999999,4.460025,11.8125,5.982425,1.6191,2.203875,1.49816,2.185585
1,2.75,1.73815,3.06259999999999,35.749425,17.2065250000002,1.133425,1.303375,503.1423,445.9,9.407125,3.02444999999999,0,0,7.69399999999998,100,4.988125,100.787825,4.448575,4.872775,7.2665,9.21875,4.44155,6.737775,3.991275,3.5404,4.0877,4.322,10.32475,5.779575,1.49699999999999,2.33144999999999,1.5359775,2.1540675
1,3.25,1.898825,4.517625,36.4989999999999,9.93969999999998,1.159,1.457875,505.432975,446.369,9.38875,3.24837499999999,0,0,8.15799999999999,100,5.19725,100.78255,4.46455,4.9591,7.17215,9.2145,4.451375,6.7602,4.30474999999998,3.60065,3.7675,4.294875,11.49175,5.77175,1.61059999999999,1.91065,1.4974025,2.217785
1,3.75,1.58625,2.24225,29.022775,4.74465000000003,1.178375,0.946999999999998,505.3554,446.1727,9.42525,3.15129999999999,0,0,8.548,100,4.96375,100.784025,4.5578,4.98209999999999,7.16695,9.235,4.567875,6.738825,3.938975,3.5433,3.8382,4.22135,10.098,5.9479,1.39269999999999,1.66717499999999,1.4954375,2.1868
1,4.25,1.645925,2.446125,33.773,8.626,1.11745,1.5368,505.633,445.421725,9.448875,2.4509,0,0,8.8,100,4.827125,100.788425,4.7234,4.98615,7.1514,9.2365,4.34789999999999,6.743375,4.39659999999999,3.5881,3.706375,4.3584,8.58099999999997,5.9364,1.64449999999998,1.7579,1.426965,2.033735
1,4.75,1.5835,3.21639999999997,37.2899999999997,9.00237499999999,1.11185,0.913424999999996,505.7509,445.68345,9.5682,2.52609999999998,0,0,8.188,100,5.005175,100.805275,5.18025,4.990125,7.169375,9.228,4.4826,6.5995,4.19282499999999,3.62589999999999,3.91215,4.2378,9.27799999999998,5.774225,1.41159999999997,1.61015,1.411185,2.2266125
1,5.25,2.588,4.01039999999999,30.7895999999999,9.6375249999999,1.07345,1.392325,504.15975,446.23025,9.7883,2.76534999999999,0,0,7.56799999999999,100,5.05535,100.860425,5.37465,4.981425,7.1169,9.244,4.53135,6.645075,4.212175,3.7414,3.645975,4.422,8.37,5.761225,2.00409999999999,1.42774999999999,1.413625,2.0349225
1,5.75,1.7289,2.36734999999999,33.449,10.42655,1.093625,1.22075,504.25575,446.4486,9.8514,3.06197499999999,0,0,7.63,100,4.88844999999999,100.881775,5.287175,4.9816,7.19775,9.22325,4.47085,6.64715,4.3073,3.626975,3.709225,4.474275,8.88074999999998,5.775625,2.2678,1.54935,1.3387825,2.1595925
1,6.25,1.6574,1.827175,43.5016499999999,7.57354999999999,1.11855,0.95775,502.04375,447.005,9.6875,3.4847,0,0,7.598,100,4.9838,100.88515,5.189,4.935,7.2032,9.25,4.558,6.5723,4.176175,3.750125,3.687625,4.634775,9.05899999999998,5.7587,1.56179999999998,1.38622499999999,1.4609425,2.2332925
1,6.75,1.757975,3.51849999999999,38.3533999999999,9.85780000000002,1.113,0.9185,502.8455,446.275,9.7718,2.01179999999999,0,0,7.152,100,5.04725,100.8821,5.37339999999998,5.11694999999998,7.1876,9.265,4.47225,6.6422,4.239525,3.530125,3.8236,4.426175,8.77949999999998,5.74725,1.00019999999999,1.31589999999999,1.4131425,2.1311375
1,7.25,1.6243,1.959125,29.0575,10.905875,1.098625,1.2934,503.1321,445.3075,9.7828,1.38607499999999,0.290324999999999,0,7.0554,100,4.9635,100.89055,5.16114999999999,4.69319999999999,7.1884,9.238,4.6004,6.63925,4.2019,3.69889999999999,3.756475,4.301775,8.86474999999997,5.846175,0.921499999999999,1.39477499999998,1.46095,2.06324
1,7.75,1.68355,2.05502499999999,29.6861,14.1364249999999,1.0534,1.013275,502.995,444.59,9.473175,2.41765,25.60225,7.4515,6.8684,100,4.87945,100.90775,4.7773,4.7214,7.0302,9.246,4.4474,6.74025,4.210275,3.55575,3.7286,4.178825,9.475,5.751375,1.14429999999999,1.81337499999999,1.4374,2.1115
1,8.25,1.75,2.15005,37.969,21.3051,1.08475,1.022825,503.554825,446.2038,9.46199999999999,12.506,126.615,12.1545,6.72579999999999,100,4.9774,100.95425,4.73585,4.66315,6.927375,9.284,4.6101,6.68015,4.120775,3.681925,3.67257499999999,4.71035,9.08424999999997,5.690625,1.3034,1.86589999999999,1.4326,2.1421
1,8.75,1.661475,3.4272,34.15935,45.5488999999999,1.114325,1.097675,500.34475,446.38355,9.36975,45.96425,290.7275,23.4715,6.76819999999999,100,5.093675,100.962,4.75855,4.66535,6.946775,9.267,4.548125,6.725125,4.01964999999999,3.56975,3.7013,4.4058,10.643,5.732225,1.31039999999999,1.49289999999999,1.4059725,2.212565
1,9.25,1.66015,2.4551,45.1231249999999,82.74365,1.184425,1.40797499999999,501.950875,447.7427,9.71844999999999,106.8225,446.6975,41.90025,7.21199999999999,100,5.226,100.93875,4.949,4.634375,7.072875,9.234,4.507375,6.69825,4.183575,3.478125,3.7414,4.2998,9.23,5.930675,1.1634,1.27349999999998,1.4761,2.1656325
1,9.75,1.7941,2.3135,55.3865,130.326,1.2193,1.456725,502.6067,448.2294,9.80179999999998,158.5025,600.175,55.1753,7.55,100,5.6879,100.93875,4.98159999999999,4.635,7.1068,9.255,4.4749,6.719875,3.99675,3.3328,3.834525,4.435225,10.29725,5.8877,1.2687,1.57722499999999,1.546825,2.31545
1,10.25,1.756,2.117675,58.53335,193.688175,1.18655,1.1493,502.781025,444.9343,9.83575,225.4175,747.9025,73.6074999999999,7.7915,100,5.64895,100.9465,4.8469,4.6784,6.9624,9.3135,4.517,6.719225,4.065225,3.46905,3.7029,4.554025,10.536,5.921425,2.1628,2.25685,1.5521,2.31685
1,10.75,1.8885,3.33959999999999,67.98775,233.55075,1.26095,1.225,502.367025,441.96335,9.60424999999999,272.3025,859.125,81.02,7.598,100,5.759575,100.92325,4.651,4.9405,6.95575,9.29,4.52525,6.711825,4.03,3.235925,3.64675,4.2935,9.79449999999994,5.622825,2.57769999999999,3.64234999999999,1.6238375,2.463725
1,11.25,1.718075,2.88975,56.110625,274.53815,1.2455,1.375,502.9853,443.04265,9.76525,314.5325,957.05,80.254575,7.412,100,6.012525,100.9,5.05979999999998,4.86029999999999,6.9645,9.3065,4.272775,6.6103,3.96425,3.2459,3.59512499999999,4.3605,10.551,5.69875,3.0123,4.230375,1.6343875,2.4888875
1,11.75,1.82975,2.99249999999999,62.134625,285.1422,1.2853,1.24315,502.72135,444.12685,9.71255,337.19,1012.25,85.3275,7.9356,100,6.113475,100.862,5.03112499999998,4.92174999999999,6.9627,9.273,4.4834,6.7148,4.00075,3.2668,3.298,4.23,11.3975,5.841775,3.35989999999997,4.40995,1.63455,2.416675
1,12.25,1.782,2.5503,58.931925,308.7678,1.2654,0.910549999999999,502.63715,444.01345,9.79845,344.1125,1040.025,84.8049999999999,8.01799999999999,100,6.055025,100.8155,5.2395,5.08455,7.15619999999999,9.30675,4.3022,6.707425,4.003,3.2001,3.521375,4.41725,11.355,5.66175,4.76329999999997,5.80767499999996,1.622975,2.5468375
1,12.75,2.1764,3.8079,66.018,312.1998,1.2375,0.948074999999996,502.6695,443.29695,9.79685,356.38,1040.2,82.465,8.51299999999998,100,5.98335,100.732,5.26057499999997,5.1866,7.17442499999999,9.29275,4.3276,6.7118,3.9587,3.307125,3.34175,4.1716,12.2355,5.6585,4.9875,6.11617499999997,1.581375,2.3927625
1,13.25,1.91925,3.5159,73.59715,299.94285,1.2874,1.4332,501.4597,443.578375,9.820875,340.155,1002.2,76.706,8.42649999999996,100,5.89105,100.694,5.215,5.326,7.17609999999999,9.272,4.307825,6.6254,3.82475,3.5349,3.3962,4.2995,12.535,5.673075,4.977875,7.53149999999998,1.64813,2.3873
1,13.75,1.748625,1.8018,72.7855999999999,288.156375,1.220525,1.09345,503.360725,443.9246,9.91575,307.0175,962.05,70.27025,8.42999999999997,100,5.78375,100.6865,5.38077499999998,5.25975,7.27745,9.2925,4.4615,6.56025,3.96365,3.650575,3.43125,4.32695,12.7275,5.75525,4.556625,7.2925,1.6627625,2.450375
1,14.25,1.553875,2.22504999999999,65.58965,263.28815,1.1846,0.936575,501.1206,444.378975,10.209375,271.73955,878.025,62.124675,8.6775,100,5.89015,100.68875,5.09267499999997,5.311725,7.32925,9.28325,4.4814,6.6385,4.062925,3.43075,3.47707499999999,4.399775,12.88925,5.704,4.52589999999994,7.071925,1.54314,2.46079
1,14.75,1.757175,2.52832499999999,73.5156499999997,235.4634,1.287,0.738300000000001,499.973475,443.4404,10.154875,225.515,771.835,52.823075,8.6785,100,5.8527,100.672,5.14479999999996,5.31074999999999,7.3061,9.25,4.2276,6.684,4.13325,3.507,3.662,4.51525,11.21,5.63305,5.94125,6.73652499999998,1.6401375,2.429275
1,15.25,1.6,2.509125,62.68875,176.2505,1.19005,0.935500000000001,499.68475,444.0146,10.1333,169.4125,640.5425,43.087075,8.8135,100,5.74777499999999,100.67975,5.11904999999998,5.256425,7.3519,9.25375,4.35705,6.68525,4.17669999999999,3.418275,3.672175,4.48309999999999,11.3465,5.5435,6.9427,6.977725,1.645525,2.4229625
1,15.75,1.43324999999999,2.0188,50.0727999999998,132.1635,1.226,1.2205,499.204,442.56575,10.082325,110.8125,499.43,33.29325,8.42675,100,5.4996,100.7,5.14235,5.413,7.3249,9.26,4.48335,6.6825,4.04855,3.589,3.59725,4.331425,11.184,5.47414999999999,5.57999999999995,6.93472499999999,1.544275,2.28755
1,16.25,1.62725,2.30775,42.83,76.9633,1.189475,1.13275,499.25125,443.8132,9.96765,46.0555,317.2375,23.8365,8.50175,100,5.710175,100.7,5.0967,5.1677,7.2094,9.263,4.44055,6.645,4.10489999999999,3.49325,3.5595,4.6323,10.13175,5.49735,5.05319999999995,6.3974,1.533265,2.31476
1,16.75,1.91619999999999,2.00599999999999,33.0563999999999,27.3614,1.188525,0.9874,498.788375,444.8572,9.7849,9.88774999999999,149.5325,13.61725,8.6255,100,5.52614999999999,100.7,5.36979999999999,5.42905,7.19855,9.2535,4.5352,6.646875,3.81102499999999,3.6725,3.536325,4.52735,10.6705,5.4601,5.34169999999997,5.41807499999999,1.56401,2.26122
1,17.25,1.5892,2.18005,34.4155,10.0234,1.1243,1.08675,499.9895,444.8925,9.60615,2.2899,43.1555,1.52845,8.3255,100,5.345625,100.7,5.09125,5.09945,7.1668,9.216,4.46775,6.680125,4.250125,3.4529,3.523575,4.48965,11.09175,5.85975,5.425025,5.43917499999996,1.519625,2.194925
1,17.75,1.902375,2.45139999999999,33.559,9.92934999999995,1.160875,0.96475,499.15725,444.093525,9.334425,1.44045,0.982099999999992,0.0902,8.4015,100,5.19884999999999,100.71775,5.30840000000001,5.079525,7.096975,9.24325,4.446375,6.67075,3.93075,3.48625,3.70237499999999,4.459,10.845,5.6556,4.51957499999999,5.33302499999999,1.52271,2.246355
1,18.25,1.7971,2.686,41.5351,6.44454999999992,1.17255,1.86325,499.69025,443.74805,9.111425,1.861625,9.99999999999091e-05,0,8.0675,100,5.219925,100.722075,5.32357499999999,4.99515,7.09875,9.24625,4.441875,6.6214,3.98237499999999,3.52575,3.564,4.475975,10.18825,5.5705,4.28512499999999,4.30042499999997,1.486755,2.280385
1,18.75,1.821,2.317625,49.41175,8.88179999999995,1.155,1.34575,499.0225,444.098925,9.019225,0.965299999999999,0,0,7.42557500000001,100,5.4073,100.72325,5.231425,4.9742,7.1738,9.2505,4.44725,6.59475,4.11535,3.4355,3.46335,4.69775,7.6725,5.6573,4.21545,4.03559999999998,1.537585,2.352275
1,19.25,2.0332,2.54669999999999,38.07725,2.8295,1.188,0.8271,498.7609,443.5378,8.9593,0.99815,0,0,7.60225000000001,100,5.699475,100.75875,5.27065,4.9442,7.1753,9.235,4.519375,6.62445,4.2205,3.405,3.522675,4.388175,7.63600000000001,5.66675,3.93742499999999,3.07709999999997,1.521585,2.28381
1,19.75,1.67885,1.8226,33.706725,2.18289999999998,1.117,1.250475,499.887,443.19295,8.7958,0.638399999999995,0,0,7.514175,100,5.1646,100.717825,5.12959999999999,4.843425,7.197475,9.24375,4.3995,6.6019,4.07075,3.28225,3.5695,4.257975,7.64299999999999,5.5615,3.858275,2.99532499999998,1.4880475,2.183525
1,20.25,1.7424,3.737,39.81785,3.16729999999999,1.13695,1.1755,499.3615,443.217125,8.640875,0.6252,0,0,7.5081,100,5.229075,100.762125,5.257425,4.787,7.075125,9.1895,4.362025,6.6301,4.20955,3.224,3.47665,4.267825,7.63399999999999,5.6614,3.8374,2.66464999999999,1.443225,2.262045
1,20.75,1.82825,2.08225,33.9227999999998,1.220875,1.1849,0.912,499.351,443.59375,8.563725,0.406899999999998,0,0,7.841525,100,5.204175,100.7892,5.21479999999999,4.806375,7.059375,9.145,4.24379999999999,6.5801,4.00525,3.221975,3.453,4.50975,9.724,5.44019999999999,3.846675,2.46122499999999,1.500265,2.2134225
1,21.25,1.925875,2.25085,36.9788500000001,3.12049999999999,1.1171,0.961,499.43875,442.86175,8.575675,0.627649999999998,0,0,7.54775,100,5.068375,100.79235,5.32105,4.8075,7.0484,9.136,4.1771,6.6461,4.084,3.2941,3.390275,4.428775,9.29374999999998,5.629625,3.4687,1.97079999999999,1.4007675,2.1539025
1,21.75,1.913025,2.60025,29.7393999999999,5.00769999999999,1.123,1.24025,500.699,443.74775,8.919225,0.343874999999997,0,0,7.65750000000001,100,5.20417499999999,100.75325,4.9017,4.8546,7.0432,9.156,4.387825,6.6454,4.10585,3.1968,3.5055,4.440725,10.8025,5.574775,3.11875,2.041,1.433825,2.1228525
1,22.25,1.61995,2.1088,27.7666499999999,5.48845000000001,1.09605,0.85325,500.0955,444.578625,9.183475,0.539774999999996,0,0,7.7455,100,4.9959,100.73775,4.9213,4.8431,6.9331,9.1795,4.4443,6.644775,4.049,3.2876,3.56197499999999,4.5205,9.7575,5.8193,2.7548,2.68505,1.5137975,2.0738225
1,22.75,1.90695,2.6877,27.4417,7.565625,1.1675,0.8775,500.30525,446.04235,9.253525,1.254775,0,0,7.551825,100,5.146775,100.73325,5.0327,4.8058,6.9283,9.1325,4.302875,6.67215,3.9075,3.3757,3.46612499999999,4.16725,9.04,5.5874,2.44285,3.086125,1.6277725,2.1495875
1,23.25,1.7775,2.036,35.0294,13.758525,1.09275,1.148,500.318,445.2018,9.19214999999999,0.302399999999998,0,0,6.946975,100,5.13425,100.7465,4.6098,4.6614,6.9556,9.179,4.3651,6.6116,3.89875,3.55325,3.36497499999998,4.40225,9.79850000000001,5.336925,2.469075,2.9438,1.4048425,2.11044
1,23.75,1.8305,2.03825,26.494875,5.3195,1.0946,0.9515,500.8,445.496775,9.14947499999999,1.091,0,0,7.122825,100,4.989125,100.78635,4.864,4.8065,7.020325,9.2075,4.30535,6.6332,3.9176,3.49025,3.3555,4.378525,11.215,5.65925,2.211225,2.73239999999999,1.3916725,2.28069
2,0.25,1.79345,4.5066,32.770425,3.6032,1.0817,0.752400000000001,432.450625,562.54525,8.08097500000001,1.5883,0.0520999999999979,0,6.89149999999998,100,5.264,100.3985,1.6578,3.88185,5.23455,7.753,2.69,5.102875,2.4296,2.311,1.88695,3.035425,3.3282,3.64535,1.84145,1.0205,1.46358,2.1352
2,0.75,1.7949,2.293,21.1704,3.66364999999996,1.0525,1.3378,504.766375,561.9316,10.5756,1.7775,0.0382999999999999,0,6.57579999999997,100,4.965875,100.4085,1.911675,3.8468,5.228025,7.48392499999999,2.920525,5.10265,2.4418,2.23875,1.89565,2.885025,3.51152499999999,3.64735,1.7987,0.93325,1.32392,1.97734
