DOY2,HR2,CH4,CO2,FC,FCH4,H2O,SC,SCH4,H,LE,SH,SLE,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,TS_2,TS_3,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS_1_1_1,NEE
1,0.25,1961.10006713867,428.772003173828,-0.395954251289368,-2.58737993240356,0.709581255912781,-0.012714569689706,-0.286204010248184,-20.031099319458,-1.28917753696442,-0.751433983445168,-0.0821535512804985,94.4530544281006,76.6795063018799,-21.7559762001038,0.220071002840996,184.10400390625,225.140747070312,-27.6319255828857,-0.00279325991868973,-2.27087998390198,-0.365954257547855,-1.60250699520111,-5.98023843765259,-0.194871000945568,0.39207199215889,0.165487002581358,0.317302115261554,0.186563707888127,0.946208983659744,-0.182661034166813
1,0.75,1959.57504272461,428.721008300781,-0.120971497148276,-4.88584995269775,0.700074970722198,-0.0309894997626543,-0.474202498793602,-19.6266756057739,-1.46487998962402,-1.05367749929428,-0.164097998291254,94.4225692749024,76.9427604675293,-21.5332474708557,0.219402998685837,189.202995300293,224.213745117187,-30.1167249679566,-0.00285310507752001,-1.90358000993729,-0.0494711259379983,-1.59924161434173,-5.96575021743774,-0.19293350353837,0.447584562003613,0.188822001218796,0.344042107462883,0.191598564386368,1.02225401997566,-0.126730397343636
1,1.25,1960.69006347656,429.482009887696,-0.250445008277893,-3.30913490056992,0.664878264069557,-0.0142611495684832,-0.384790003299713,-19.9689998626709,-1.23140652477742,-0.890763521194458,-0.112723747268319,94.3905010223389,77.2083339691162,-21.3317680358887,0.215942494571209,180.152496337891,221.333995819092,-30.1625256538391,-0.00290061742998659,-1.81839501857758,-0.0502580739557743,-1.59625852108002,-5.9872498512268,-0.19820449501276,0.42663450539112,0.150228496640921,0.370626911520958,0.142228595912457,0.884084492921829,-0.21068512275815
1,1.75,1961.44995117188,428.992004394531,-0.271010503172875,-2.59505999088287,0.671993017196655,-0.0116386003792286,-0.147856000810862,-20.8216991424561,-1.7150000333786,-0.486285492777825,-0.0424039242789149,94.3732395172119,76.6116886138916,-21.5062503814697,0.203916996717453,185.347503662109,220.898998260498,-31.0576000213623,-0.00296973995864391,-1.56106495857239,0.0638235490769148,-1.59350430965423,-6.01750040054321,-0.259216502308846,0.39864319562912,0.168846998363733,0.35033617913723,0.197864092886448,0.880807012319565,-0.0610739020630717
1,2.25,1962.18005371094,429.101249694824,-0.123448003083468,-3.30867999792099,0.666378274559974,-0.0020186900801491,-0.0884706974029541,-18.7509999275208,-1.43013000488281,-0.435501992702484,-0.0304063996300101,94.3964767456055,76.7306365966797,-22.5770015716552,0.216365251690149,191.797504425049,217.486000061035,-34.382999420166,-0.00289814005373046,-1.90972000360489,-0.0945826470851897,-1.59099423885346,-5.91000986099244,-0.262495256960392,0.44704732298851,0.166799500584603,0.381304368376731,0.226470053195953,0.892098009586334,-0.152293488383293
1,2.75,1963.12002563477,429.407745361328,-0.1925989985466,-2.01579999923706,0.637933775782585,-0.00394636997953057,-0.0299445702694356,-14.4596996307373,-1.98453998565673,-0.415902003645896,-0.093155600130558,94.4257736206054,77.074800491333,-24.0362453460693,0.196716003119946,190.020004272461,206.75700378418,-36.9628982543945,-0.00306414999067783,-1.44326996803284,-0.04617790132761,-1.59601438045502,-6.25598764419556,-0.231121998280286,0.4696134775877,0.142165996134281,0.353702962398529,0.182495221495628,0.837858498096466,-0.219424292445183
1,3.25,1967.30999755859,429.907249450684,-0.102673074230552,-1.59636497497559,0.606587514281273,0.00276195001788437,-0.0731239020824432,-15.0488004684448,-1.38379755616188,-0.624399513006211,-0.0909338966012001,94.4235782623291,77.4139785766601,-24.3700008392334,0.196538262069225,179.535171508789,205.158004760742,-34.6836013793945,-0.00296326004900038,-1.52628746628761,-0.000830403994768858,-1.60300290584564,-6.28900766372681,-0.222386498004198,0.398109093308449,0.113779999315739,0.353061996400356,0.155455108731985,0.871176481246948,-0.0522033497691154
1,3.75,1965.55499267578,430.281494140625,-0.193556994199753,-2.99620997905732,0.586975499987602,-0.00871285516768691,-0.357865005731583,-11.8442001342773,-1.65662750601769,-0.640658974647522,-0.100251398980617,94.4169502258301,78.0103740692139,-24.5610027313232,0.202379494905471,188.191497802734,213.326747894287,-33.7874994277954,-0.00300315499771387,-1.74861496686936,0.0349641507491469,-1.60949552059173,-6.18925333023071,-0.217894002795219,0.340747714042664,0.130208998918533,0.324405610561371,0.154887050390244,0.88740998506546,-0.147284008562565
1,4.25,1967.68252563477,431.079246520997,-0.0671593993902206,-3.3994374871254,0.572460740804672,-0.00215813753311522,-0.391803495585918,-7.7385801076889,-1.6027549803257,-0.681145757436753,-0.0720598269253969,94.4039669036865,77.5123786926269,-24.7327556610107,0.1953085064888,183.21900177002,217.722751617432,-29.4153246879577,-0.00300950999371708,-1.41067498922348,0.10394049808383,-1.61674344539642,-6.09700632095337,-0.239680003374815,0.445149421691895,0.180747494101525,0.374809265136719,0.175915032625198,0.805900022387505,-0.0276843751780689
1,4.75,1967.65750122071,430.457000732422,-0.117522999644279,-2.49889248609543,0.555263996124268,-0.0133440296631306,-0.330005496740341,-15.6245999336243,-2.16051995754242,-0.740530014038086,-0.0841439999639988,94.378360748291,77.4354972839356,-24.2725048065185,0.209630988538266,179.920501708984,218.545749664307,-29.5982246398926,-0.00312322506215424,-1.31564497947693,0.00608645734610036,-1.62325894832611,-6.00049448013306,-0.241317503154278,0.433743134140969,0.170231502503157,0.366243302822113,0.195769555866719,0.952997758984566,-0.299792893230915
